source,conversation_id,author_id,text,reply_settings,created_at,id,public_metrics,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
Facebook,640851078997786625,230642490,আলাদ্বীনের দৈত্য তিনটি ইচ্ছা পূরণ করে...😈| কিন্তু #আম্মু ❔ সবগুলো পূরণ করে.... 󾌩| #Shopping with #MOM is #GREAT all... http://someurl,everyone,2015-09-07T11:36:18.000Z,640851078997786625,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#great,,,
Twitter Web Client,636809041419767808,3219373363,হ্যাপি বার্থ ডে ‘দ্য গ্রেট খালি’| #THE #GREAT #KHALI #DALIP #SINGH| http://someurl http://someurl,everyone,2015-08-27T07:54:41.000Z,636809041419767808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#great,,,
Mobile Web (M2),634083304518500352,2856280637,@someuser ওয়াহ্ ! মান্না দে শোনেন ? #Great :),everyone,2015-08-24T20:49:48.000Z,635916942574944256,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",bn,#great,,"[{'type': 'replied_to', 'id': '635029976157319168'}]",2839962562
Twitter for Android,625727473670488064,574124743,আজকের বিকেল টা  একটু বেশিই সুন্দর ছিল।| #Great #Evening http://someurl,everyone,2015-07-27T18:00:29.000Z,625727473670488064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",bn,#great,,,
Mobile Web (M2),614125992362307584,969882787,গুরিগুরি বৃষ্টির মধে্য দোলনায় বসে আছি একা!!| সময়টা বড়ই শুন্যতায় যে ঢাকা .!! #Great,everyone,2015-06-25T17:40:21.000Z,614125992362307584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",bn,#great,,,
Facebook,593704014254071808,1607854868,\m/ \m/ \m/| #Great| | শিশির ভেজা ঘাসের মেঠো পথে | (আমরা ছুটিই কোন অজানায়)| আলো ছায়ার খেলায় মেতেছে| সুর্যটা ওই নীল... http://someurl,everyone,2015-04-30T09:10:42.000Z,593704014254071808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#great,,,
Facebook,574900493970989056,2293838820,ওরে ওরে !!!| | কি ম্যাচ!!!| | বাংলাদেশ বাংলাদেশ.....!!!!!| | শ্বাসরুদ্ধ কর ম্যাচে ১৫ রানে জিতলাম।| | রুবেল u #great....... http://someurl,everyone,2015-03-09T11:52:13.000Z,574900493970989056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#great,,,
Mobile Web (M2),566252322154496000,2616275764,@someuser  অরে।।। মামা তুমিই #Great,everyone,2015-02-13T15:08:47.000Z,566252652971839488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#great,,"[{'type': 'replied_to', 'id': '566252322154496000'}]",126587653
Twitter Web Client,552428234449879042,907656966,যেই সময় বাড়ি যাবো ওই সময়ই তোমরা কুস্তি খেলা শুরু করছো... ! :/ #great #hatsoff,everyone,2015-01-06T11:35:29.000Z,552428234449879042,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",bn,#great,,,
Mobile Web (M2),504722209894838272,901854926,টুইটারে ২০০+ ফলোয়ার ছাড়িয়ে!!!| #great,everyone,2014-08-27T20:08:46.000Z,504722209894838272,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#great,,,
Facebook,445814381264130048,562829700,বন্ধুদের টানে সন্দ্বীপ থেকে গেলাম আরো দুই দিন বেশি  feeling #great,everyone,2014-03-18T06:50:05.000Z,445814381264130048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#great,,,
Facebook,431053359995711488,326731468,আমার সমস্যায় কারো কিছু যায় আসেনা..........!| #Great| আমি অতিমানবীয় কেউ নই যে আমার সমস্যা থাকতে পারেনা.!!! :O,everyone,2014-02-05T13:15:04.000Z,431053359995711488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#great,,,
Mobile Web (M2),381945114526248961,939146779,@someuser #feeling #great :D কিন্তু আরো দেখবা।আমাদের ক্রিকেটারদেরকে যে মানুষ কত পছন্দ করে তা চিন্তা করা যায়না।,everyone,2013-09-23T08:35:13.000Z,382060572314845184,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",bn,#great,,"[{'type': 'replied_to', 'id': '382059881437487104'}]",1123697780
Twitter Web Client,381818594314579968,55657169,"@someuser এইটা কোন ভাষা? আপনার তো দেখা যায়, একই অঙ্গে অনেক রূপ! #great",everyone,2013-09-22T17:20:54.000Z,381830478291951616,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",bn,#great,,"[{'type': 'replied_to', 'id': '381818594314579968'}]",1231484029
Twitter Web Client,319461190432616449,149590945,#great #inspiring RT @someuser মাঝে মাঝে কষ্টের বিন্দু বিন্দু অশ্রু ফোটা হয়ে যায় সুখের সাগর ।,everyone,2013-04-03T14:47:37.000Z,319461190432616449,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#great,,,
Gravity,277094647812202497,153315734,হায় আল্লাহ্‌ ......... কি শীত মনে হয় কাপড় চোপড় কিছুই পরি নাই Lolz :-D #Great Bikrampur,everyone,2012-12-07T16:58:06.000Z,277094647812202497,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#great,,,
Twitter Web Client,266932779810435072,143544535,@someuser #Great... তাহলে নাম্বারটা দেন... রাত দশটায় #Order নেয় তো... :),everyone,2012-11-09T16:05:44.000Z,266934605628719107,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#great,,"[{'type': 'replied_to', 'id': '266933331491446785'}]",577556007
