source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
Facebook,753304838931222528,4243844182,everyone,753304838931222528,রাতের নিরবতা কষ্টসিক্ত হৃদয়ে সুইয়ের মতো বিধে।| যার ন্যায় হৃদয়ে হয় রক্তক্ষরণ আর তার বহিঃপ্রকাশ হলো চোখের জল।।।| | #Sad! :( :( :-( :-(,2016-07-13T19:07:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,751638356388253698,744017414531194880,everyone,751638356388253698,"@someuser| খেলা ধুলা আর পরাশুনা,| কামাল ছিল দুরন্ত,| তাইতো বন্ধুর| @someuser| #girl| #লোহান| #sad http://someurl",2016-07-09T04:45:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,750449029352333313,744017414531194880,everyone,750449029352333313,"মনে থাকবে,,,মুখোশ উন্মোচন এর আমাদের এই প্রত্তয়,,,ভালো আর মন্দ নিয়ে ছিলাম,,৭১ এর | সকল বিরাংগনাকে হাজার ছালাম,,| #sad| #sr| #h&t",2016-07-05T21:59:25.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,746437909520080898,484104532,everyone,746437909520080898,তুমি চলে গেলে| ফেলে গেলে জল| বুক চিরে আজ শব্দ বেড়োয়| রাতগুলো নিষ্ফল।| | #sad| #broken| #heartbroken,2016-06-24T20:20:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,745413959159685122,744017414531194880,everyone,745413959159685122,"অবশেশে তাকে আসতে হল,,বদ্ধ এক পরিবেশে,, বন্ধ হতে চলছে তার সকল সাবলিলতা,,এমনি করে হারিয়ে যাবে তিনি #sad #imran #woman",2016-06-22T00:31:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter Web Client,742345877059076101,594676291,everyone,742345877059076101,"#Rahul #SAD অকালি দলকে তোপ, পঞ্জাবকে মাদকমুক্ত করতে আইন আনবে কংগ্রেস, প্রতিশ্রুতি রাহুলের http://someurl http://someurl",2016-06-13T13:20:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),740233517347508224,4661079564,everyone,740233517347508224,আবার বোরিং লাইফে  ব্যাক যাইতে হবে :-(| #sad :-(,2016-06-07T17:26:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for iPhone,718730536118661120,1181171480,everyone,718730536118661120,এতদিন দেখলাম ভারতকে গালি দিতে দিতে মুখে ফেনা উঠে গেছে ।| | আবার দেখি #IPL2016 নিয়ে খুব মাতামাতি । এমনকি প্রোফাইল পিক চেন্জ করছে ।| | #sad,2016-04-09T09:21:27.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",bn,#sad,{'place_id': 'e7a411bac68f57b1'},,
Facebook,715859500398473216,3250908133,everyone,715859500398473216,#Upset.....| #Thinking.... #Sad.... #sorrow| #Mine_Confusion_| #My| #এক্টাই_প্রব্লেম| #আমার_ #শুনা কথা _ #ছোট থেকে বড়... http://someurl,2016-04-01T11:12:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,715858997606236160,3250908133,everyone,715858997606236160,#Upset.....| #Thinking.... #Sad....  #sorrow| #Mine_Confusion_| #My| #এক্টাই_প্রব্লেম| #আমি_     #শুনা কথা _ #ছোট থেকে... http://someurl,2016-04-01T11:10:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,715642742345437186,170528069,everyone,715642742345437186,"মৃত ছেলের মা হাঁকে লাশ লিবেন গো বাবু, লাশ?| জমির বাবু দেয় দর, মৃত ব্যক্তির পাঁচ লক্ষ, আহতদের এক ৷ #kolkata #sad",2016-03-31T20:51:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for iPhone,712973027525275649,1181171480,everyone,712973027525275649,টাইমলাইনে শুধু রংগিন আবহাওয়া দেখা যায় ! | পরে বুঝলাম  সনাতন ধর্মালম্বাদিদের হলি চলছে !| মুসলমানরা অনেকই আছেন এই উৎ্যাপনে !| #sad,2016-03-24T12:03:10.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",bn,#sad,{'place_id': 'e7a411bac68f57b1'},,
Twitter Web Client,708282932339744769,950370805,everyone,708282932339744769,মা-বাবা অনাকাঙ্খিত সন্তান হলেন কঙ্গনা !| http://someurl #KanganaRanaut #entertainthis #sad http://someurl,2016-03-11T13:26:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",bn,#sad,,,
Facebook,705274570962563074,3239584664,everyone,705274570962563074,#Sad news: চাঁপাইনবাবগঞ্জের শিবগঞ্জ উপজেলার পল্লী বিদ্যুৎ মোড়ে ট্রাকচাপায় কর্তব্যরত দুই পুলিশ কর্মকর্তা নিহত হয়েছেন।,2016-03-03T06:12:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,703076555040362496,2402605819,everyone,703076555040362496,"হেহেহে!!!| ,| মন না চাইলে দিলাম না আর কাউরে লাইক :p| ,| লাপ্পুউ,,,, জুকার মাম্মা ;)| | #like #love #haha #wow #sad #angry :p :p :p — feeling silly",2016-02-26T04:38:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,698528493865463810,2264700150,everyone,698528493865463810,ওরে নষ্ট তোর বিবেক তোকেই কুরে কুরে খাবে...... #guilty #sad #heartbroken,2016-02-13T15:25:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,697395300281942016,923124529,everyone,697395300281942016,আজকের যে দিনটা গেছে আমাদের ফেমেলির উপর । কোন শত্রুর ও যেন এই রকম দিন না আসে । একটা মানুষ আমাদের জন্য কান্দার বাকি রইছিলনা তখন ।  #sad,2016-02-10T12:22:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,694961729688567812,3176995094,everyone,694961729688567812,যে ছবি সত্যি কথা বলে।   #sad http://someurl,2016-02-03T19:12:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",bn,#sad,,,
Twitter Web Client,690237359204409344,445520845,everyone,690237359204409344,ইচ্ছাকৃত হোক আর অনিচ্ছাকৃত হোক বিচ্ছেদ সবক্ষেত্রেই  বড় বেদনাময়। #saD,2016-01-21T18:19:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,686219588724342784,325921200,everyone,686219588724342784,ভাল থাকার শুধুমাত্র একটাই মাত্র উপায়...|  | নেভার এক্সপেক্ট এনি থিংকস্ ফ্রম এনিওয়ান| | #Sad bt this is the dammmm... http://someurl,2016-01-10T16:14:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter Web App,675369970579017728,579051374,everyone,675369970579017728,এভাবে আর চলবে কত কাল রে.... দয়াল  #sad,2015-12-11T17:42:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),669524393496739840,2721605050,everyone,669524800247738369,"@someuser ইশ ! এই কাজটা না করাই ভালো ছিল ,,,#sad",2015-11-25T14:35:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '669524393496739840'}]",907765392
Twitter for Android,667586043474898944,164176032,everyone,667606952973725696,@someuser একটা ফালতু কাজে আটকা পরলাম আজ আর নামাজ পরা হবে না #sad,2015-11-20T07:34:35.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '667606605698105344'}]",2786243292
Twitter for Android,667586043474898944,164176032,everyone,667586043474898944,facebook বন্ধ এটা আমি কোন ভাবেই মানতে পারছি না.bcoz facebook ছাড়া আমাদের একদিনো কি চলে????????????? #sad,2015-11-20T06:11:30.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,666113767290245120,926127192,everyone,666113767290245120,আবার ক্যাম-টা সেল করে দিলাম :( | নিউ নিবো :D | | #Sad :(| #Happy :) | | ফ্রি এর দিন শেষ :D :P,2015-11-16T04:41:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,654204746819997696,1377968539,everyone,654204746819997696,একটি ছেলের রহস্যময় কাহিনী #Part 3 .......................... Purai #Sad Story!!!!!!!!!!| আপনাদের ভালো লাগাই আমার... http://someurl,2015-10-14T07:59:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,652872677812637696,1377968539,everyone,652872677812637696,একটি ছেলের রহস্যময় কাহিনী  #Part 2.......................... Purai #Sad Story!!!!!!!!!!| | ছেলেটি খুব ই #Cute (Cute... http://someurl,2015-10-10T15:45:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,651290686369599488,1377968539,everyone,651290686369599488,একটি ছেলের রহস্যময় কাহিনী .......................... Purai #Sad Story!!!!!!!!!!| | ছেলেটি খুব ই #Cute  (Cute Pola)... http://someurl,2015-10-06T06:59:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,651289694492356608,1377968539,everyone,651289694492356608,একটি ছেলের রহস্যময় কাহিনী .......................... Purai #Sad Story!!!!!!!!!!| | ছেলেটি খুব ই  Cûté  দেখতে  যা... http://someurl,2015-10-06T06:55:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Tumblr,648807378218057728,56756294,everyone,648807378218057728,Photo: খাঁচার পাখি ... #Cagedbird #Helpless #ThereIsNoWayOut #Instaclick #InstaDaily #Sad #Brutal... http://someurl,2015-09-29T10:31:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,627484293422546944,2865812348,everyone,627484293422546944,#Sad Weekend | এত দিনে বুঝলাম http://someurl,2015-08-01T14:21:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,622801611610390528,1203441997,everyone,622801611610390528,উফফ এত্ত এত্ত বৃষ্টি :/| ঈদ-টাই পুরা পানি হয়ে গেল :p :p :p| #$000 #sad — feeling sad,2015-07-19T16:14:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,617214974205636608,2982180697,everyone,617214974205636608,আমি ভুট্টা হইলে ভাল হইত । আমি গরমে কালা হই আর এরা সাদা ।  #sad http://someurl,2015-07-04T06:14:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,615942298040320000,2286205532,everyone,615942298040320000,বাংলাদেশের পুলিশ যদি ভালো হতো তাহলে বাংলাদেশ আজ অনেক এগিএ যেতো !!!| #Felling #Sad #DMP #BD,2015-06-30T17:57:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,615586034890469376,2558171356,everyone,615586034890469376,সে আগে আমার লেখা গুলোতে পড়তো । | কিন্তু এখন পড়েনা !!| সে কি জানেনা??| আমার লেখা গুলো শুধু তার জন্য !!!| | #sad,2015-06-29T18:22:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,610495424831451136,1482468246,everyone,610495424831451136,জানি তুই আর আমি এক নই......... #Song #Feelings #Sad #143,2015-06-15T17:13:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,608162543933124608,1482468246,everyone,608162543933124608,বর্তমানে আমার মনের অবস্থা #Feelings #Sad #Life #Dream #FactsOfLife http://someurl,2015-06-09T06:43:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),601037321211813889,2721605050,everyone,601037667019665408,@someuser কোন দেশে থাকিরে  ভাই ? #sad,2015-05-20T14:52:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '601037321211813889'}]",459129708
Facebook,593679144820551680,3160061457,everyone,593679144820551680,"আমার হারিয়ে ফেলার কেউ নেই,| কাজেই খুঁজে পাওয়ারও কেউ নেই,| আমি মাঝে মাঝে নিজেকে হারিয়ে ফেলি,| আবার খুঁজে পাই! | | -----#SaD+",2015-04-30T07:31:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,593433404533821440,3160061457,everyone,593433404533821440,যাকে কখনো পাবো না| তাকে নিয়ে স্বপ্ন দেখা| নিজেকে কষ্ট দেওয়া ছাড়া| আর কিছুই না.... :( | - অনি -| #SaD,2015-04-29T15:15:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,588700569759449088,125922271,everyone,588700569759449088,"মা আর ছোট বোনকে বিদায় দিতে চোখ এভাবে অশ্রুসিক্ত হয়ে পড়বে, তা আগে ভাবিনি। #sad",2015-04-16T13:48:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,584940112938573824,1134981072,everyone,585138002692739073,@someuser #Sad কেন আপি .... Sad হবার মত কিছু বললে ভুল বুঝিস না ...আমার লাইফে খোলামেলা কথা বেশি প্রাধান্য পায় রে তাই হয়তো .......,2015-04-06T17:52:25.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '585104782903369728'}]",3136005894
Mobile Web (M2),584367076279767040,3016222237,everyone,584367076279767040,আমি ঘুমাইতে চাই।আমাকে একটুকরো খাট দেয় না ক্যা কেউ!?  :/ :( #sad,2015-04-04T14:49:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,580987713869852672,410663790,everyone,580987713869852672,"ধুর বাল কি দরকার ক্যাচ আউট হঊয়ার, #সেন #ওয়াটসান #u #made #sad",2015-03-26T07:00:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),575522147784912896,1212480144,everyone,575522147784912896,বার বার ব্যর্থ আমি এবং হতাশও । আমার জন্য কি কপালের মাঝে একটুও ভাগ্য জমতে পারেনা ? #sad,2015-03-11T05:02:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",bn,#sad,,,
Twitter Web App,570621880224190465,367475294,everyone,570621880224190465,"আপনার মনের কথা শেয়ার করার মতো কাওকে যদি না পান তাহলে আপনি বড় মাপের একজন অসহায়, আমার মতো। #Lonely #Alone #Sad",2015-02-25T16:30:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",bn,#sad,,,
TwitPal,568466720685314049,2323287469,everyone,568467315626364928,@someuser : কেন খেতে গেছ!? আমার ঘুমে ডিস্টাব করবা না কাসা!কাশি সুনতে ভালো লাগে না #sad 😰😰😤,2015-02-19T17:49:04.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '568466720685314049'}]",2679229410
Twitter for Android,566972910691045376,2616275764,everyone,566973989038206976,@someuser হুম। ঠিক। কিন্তু #pak টিম কে কিছু বললে বুকে লাগে।।। #sad,2015-02-15T14:55:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '566973557561761793'}]",2148111772
Mobile Web (M2),563718803599925249,599902118,everyone,563718803599925249,"কেন যে আমার luck টা এমন  .....|  খুব খারাপ লাগতেছে ,,,, মা `` চারা সবাই বকে ............. #sad",2015-02-06T15:20:10.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,554531273280999425,2742434244,everyone,554531273280999425,কি ছিলে আমার বলো না তুমি| আছিতো আগেরি মতো সেইতো আমি...| | ফিলিংস #Sad,2015-01-12T06:52:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Websites,548444061082714112,159125785,everyone,548444061082714112,একজন আতঙ্কিত নাগরিকের নববর্ষ ভাবনা: http://someurl   #Bangladesh #Violence #SAD,2014-12-26T11:43:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,544809384585752576,1933852394,everyone,544809384585752576,"কতো হ্যাপিলি দিন কাটতেছিল । ^_^| .| আতক্ষার ঊপর  ঝগড়া লেগে সব #HAPPY ,| #SAD এ মিশে গেল >.<| | ফিলিং : এলাকার কুত্তা এলাকায় ঘেঊ ঘেঊ >:(",2014-12-16T11:00:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,538033128250830848,1255583508,everyone,538033128250830848,Actually কি বলবো exact ভাষা খুইজা পাইতাসিনা অনেক দুঃখ র অনেক আনন্দের সাথে আমার এই #BirthDay টা কাটলো। #Sad... http://someurl,2014-11-27T18:14:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),536520952574930946,1330855525,everyone,536520952574930946,feeling #sad....| আমি ফলো করি ৪৭৬ জনকে আর আমাকে ফলো করে মাত্র ২৩৯ জনে। এটা কেমন হলো?,2014-11-23T14:05:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Websites,532254166496735232,306204728,everyone,532254166496735232,We are living in Bangladesh!! #sad #sigh  ‘হানিমুনের টাকা দিয়ে স্ত্রীর চিকিৎসা করেছি’ http://someurl,2014-11-11T19:30:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,520937636736008192,87950411,everyone,520937636736008192,আর্জেন্টিনার প্রতিষেধকের নাম- দুঙ্গা| #Sad #True,2014-10-11T14:03:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
TweetDeck,517615094901927937,42642180,everyone,517615094901927937,এখনো কোন গরু দেখা হলনা। আগে কুরবানী ঈদে আগে কতই না মজা হত। — #sad #nostalgic,2014-10-02T10:00:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
TwitPal,512492291655614464,2323287469,everyone,512640861192978432,"@someuser :  মজা নিতে মনচায় নারে , অনেক মজা নিছি!!! ত্রক সময় সব ছিল , ত্রখন সব হারাই ফেলেছি ,,, ত্রখন কিছু করতে ভালোলাগে না #sad",2014-09-18T16:34:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '512638985978392576'}]",1440449438
IFTTT,510824843559043074,89917813,everyone,510824843559043074,#DeadMan #Sick #Sad #Depressed #Bored কিচ্ছু ভাল্লাগেনা কে?? :(,2014-09-13T16:18:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
