source,public_metrics,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,in_reply_to_user_id,geo,referenced_tweets
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",762772403021811712,Badass.| .| .| Nikon D5200| .| .| #Spain #Galicia #Nikon #Angry #peacock #bird #anger #picoftheday... http://someurl,807532418521583616,807532418521583616,de,everyone,2016-12-10T10:28:26.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2329717423,dp sex videos #angry buttsex http://someurl,807520810197979136,807520810197979136,de,everyone,2016-12-10T09:42:18.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",384522976,Ich hoff einfach dass mich irgendwann der Blitz trifft und ich einfach meine Ruhe habe. Nicht mehr und nicht weniger #angry,807223415639867393,807223415639867393,de,everyone,2016-12-09T14:00:34.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",39266514,Zeit zu wechseln. Entschädigung aus Steuern für einen Jahrtausende währenden Schaden. #angry http://someurl,806133497643630592,806133497643630592,de,everyone,2016-12-06T13:49:37.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",575858222,#angry dragon porn tarra reid nude http://someurl,805404713332174848,805404713332174848,de,everyone,2016-12-04T13:33:42.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",25276490,"Baby wird erst im Oktober 1, müsste also theoretisch ein Jahr warten. Um, makes no sense?! #angry #krabbelstuben",803297992447000577,803297992447000577,de,everyone,2016-11-28T18:02:20.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2647259438,.@someuser  mach mal Red Zone wieder an! Das geht doch nicht... #dazn #angry,800478905308065792,800478905308065792,de,everyone,2016-11-20T23:20:17.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2226947247,«Da nobis hodie nostrum panem unfolloworum 🙏🏻 amen 🙏🏻»| @someuser | @someuser | #angry #veryangry #VeryVeryVery 😡👿| bah! 👎🏻 http://someurl,796612803377434624,796612803377434624,de,everyone,2016-11-10T07:17:47.000Z,#angry,,{'place_id': '062754695704dff2'},
Twitter Web Client,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 93, 'quote_count': 0}",625025485,@someuser BOAH! wer ist diese becci die deine ganze zeit stiehlt?! :< #angry,794139644212473856,794130212833398784,de,everyone,2016-11-03T11:30:20.000Z,#angry,780156673,,"[{'type': 'replied_to', 'id': '794130212833398784'}]"
vk.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2575151313,Heute werden #Clowns vom #WalkingDead Opa gebusted... / #halloween #costume #Party #creapy #angry #aggro #fight #.. http://someurl,793164837354344448,793164837354344448,de,everyone,2016-10-31T18:56:48.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2575151313,Heute werden #Clowns vom #WalkingDead Opa gebusted...| #halloween #costume #Party #creapy #angry... http://someurl,793164710518595584,793164710518595584,de,everyone,2016-10-31T18:56:17.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",793044719521689601,Ich kann nicht verstehen wie man mich mit der begründen das ich nicht mitgekocht habe nicht rauchen gehen lassen kann #angry #af,793063189218983941,793063189218983941,de,everyone,2016-10-31T12:12:53.000Z,#angry,,,
YoruFukurou,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",959201,"Ich würde gern das Wort „tiregry“ prägen. Das ist, wenn man wegen Übermüdung unzufrieden wird. #tired #angry",792322522087915520,792322522087915520,de,everyone,2016-10-29T11:09:44.000Z,#angry,,,
Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1175962135,Monster #ManikMalhotra #monstu #Nandu ki #monstermanik #hottie #blue #white #dashing #angry... http://someurl,792287907604234240,792287907604234240,de,everyone,2016-10-29T08:52:11.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",502122844,#angry pussy amerterteenporn http://someurl,791972776810778624,791972776810778624,de,everyone,2016-10-28T11:59:58.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",753234348061691904,#angry pussy julie benz tits http://someurl,791877814299525120,791877814299525120,de,everyone,2016-10-28T05:42:37.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",326631655,@someuser was ihr uns da auf der Bahnstrecke zw. Basel u Olten als 4G verkaufen wollt ist unterirdisch! Vorallem bei dem Preis #angry,790577751237459968,790577751237459968,de,everyone,2016-10-24T15:36:38.000Z,#angry,216038112,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780545308145045504,Baby Craigumz 👼🏻😂 #FaceSwapLive #FaceSwap #Funny #Comedy #FunnyFace #Baby #Angry #AngryBaby #lol #Haha #FunnyBaby #iPhone http://someurl,790206008400474112,790206008400474112,de,everyone,2016-10-23T14:59:28.000Z,#angry,,,
MEGAPO.ST,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2835347628,Alyss http://someurl im #bobbs #decisions #angry #coment #fitnessbody #pausadodia,788442824819761153,788442824819761153,de,everyone,2016-10-18T18:13:12.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",749461227601063937,#angry pussy chloe daniels porn http://someurl,788209855622504449,788209855622504449,de,everyone,2016-10-18T02:47:28.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",753234348061691904,#angry pussy sexynaken norwegian women http://someurl,787878982188429312,787878982188429312,de,everyone,2016-10-17T04:52:42.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2786251681,@someuser Benutz einfach: #Motzen #Rant #Angry #Mad #WarumSeidihrSoDumm #FuckYou | Dann fühlst du dich wenigstens wie ein GameDev. :Kappa:,787369603471212544,787368644422541312,de,everyone,2016-10-15T19:08:36.000Z,#angry,2194166658,,"[{'type': 'replied_to', 'id': '787368644422541312'}]"
Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4426617929,@someuser wir werden uns nicht online sehn weil einfach niemand eine lobby findet #angry,787037242887966720,787009895983898626,de,everyone,2016-10-14T21:07:55.000Z,#angry,18742444,,"[{'type': 'replied_to', 'id': '787009895983898626'}]"
Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2805121978,"Meine Freundin hat mir nen WLAN Stick geschickt. Der Brief kam auch an, aber der Stick wurde offenbar geklaut! >:C| | #DHL #angry",784320442106384384,784320442106384384,de,everyone,2016-10-07T09:12:20.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",752283288035794944,#angry pussy nikki rhodes sexy http://someurl,784248220281036800,784248220281036800,de,everyone,2016-10-07T04:25:20.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2527405315,Guck mal da! Möwen! #dog #doge #dogstagram #dogsofig #seagull #angry #aufdermauer #aufderlauer... http://someurl,783430692239609856,783430692239609856,de,everyone,2016-10-04T22:16:47.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",701172787814260736,Auspowern! #angry #getfit,782979642890317824,782979642890317824,de,everyone,2016-10-03T16:24:28.000Z,#angry,,{'place_id': '0952b0d06ad6a001'},
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",737269261,#angry dragon porn video tara reid american pie sex http://someurl,782706031461797891,782706031461797891,de,everyone,2016-10-02T22:17:14.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1683348722,Day 2| Inkbender anger| #inktober #drawing #angry #cubes #bighead #ink #bender #inkbender #flying... http://someurl,782574709598674944,782574709598674944,de,everyone,2016-10-02T13:35:24.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",250514864,#angry #developer #lego  #legostagram #latergram #csharp   #prismaapp #art @ Wehlheider Kirmes http://someurl,782289528958648320,782289528958648320,de,everyone,2016-10-01T18:42:12.000Z,#angry,,"{'place_id': '2d03e3c8e578c744', 'coordinates': {'type': 'Point', 'coordinates': [9.46848, 51.3091]}}",
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",250514864,#angry #developer #csharp #style #art #lego #legostagram @ Wehlheider Kirmes http://someurl,782089601959731200,782089601959731200,de,everyone,2016-10-01T05:27:46.000Z,#angry,,"{'place_id': '2d03e3c8e578c744', 'coordinates': {'type': 'Point', 'coordinates': [9.46848, 51.3091]}}",
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",250514864,#angry #developer #csharp @ Bahnhof Eschborn Süd http://someurl,781830723359612928,781830723359612928,de,everyone,2016-09-30T12:19:04.000Z,#angry,,"{'place_id': '3a42a35c4b49ceac', 'coordinates': {'type': 'Point', 'coordinates': [8.5773, 50.13319]}}",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",749214515036819456,#angry pussy julia bowen nude http://someurl,781744134365274112,781744134365274112,de,everyone,2016-09-30T06:35:00.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2331695017,"Beweg deinen Arsch schneller oder mach halt Überstunden, aber ich will nach Tagen endlich meine Post. #angry #DHL @someuser",781527524685783040,781527524685783040,de,everyone,2016-09-29T16:14:16.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",753305848638742528,#angry pussy lesbin transvestite sexy http://someurl,781055766333689856,781055766333689856,de,everyone,2016-09-28T08:59:40.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3035592309,"der jenige, der meinte in der Ruhe läge die Kraft, hat noch nie jemanden bei der Verwaltung anrufen wollen 😡 #sauer #angry",780769034539245568,780769034539245568,de,everyone,2016-09-27T14:00:18.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2849530307,Boah ey diese Schule geht mir auf die Nerven. #angry #school,780750877674074112,780750877674074112,de,everyone,2016-09-27T12:48:09.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",365771552,@someuser wohhhhh. Bennett is #ANGRY,780701632027918336,780578492194906112,de,everyone,2016-09-27T09:32:28.000Z,#angry,751016594,,"[{'type': 'replied_to', 'id': '780578492194906112'}]"
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",250514864,#angry #developer #lego #cSharp #xamarin #camp #builder @ ppedv AG office münchen http://someurl,780502752707444736,780502752707444736,de,everyone,2016-09-26T20:22:11.000Z,#angry,,"{'place_id': '37439688c6302728', 'coordinates': {'type': 'Point', 'coordinates': [11.59899998, 48.10713482]}}",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",716995670671011840,#Angry #Androctonus crassicauda - mehr auf http://someurl| #skorpione #scorpions http://someurl,780112490000711681,780112490000711681,de,everyone,2016-09-25T18:31:26.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2626461707,Ich hasse es wenn es heißt:ich will mit dir schreiben:) aber man dann so ignoriert wird😡 #angry,779731522416934912,779731522416934912,de,everyone,2016-09-24T17:17:36.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",1593223886,Ich will mein Buch!! #harrypotterunddasverwunschenekind 😭😠 #dhl #idiots #angry,779689307762200576,779689307762200576,de,everyone,2016-09-24T14:29:51.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",743540547290292224,Dieser Moment wenn du vor lauter Wut nicht schlafen kannst 🖕#hate #angry #wut #sauer,779458913615872000,779458913615872000,de,everyone,2016-09-23T23:14:21.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",718508699816476673,Lustig :D #Friday #Feierabend #Weekend #mad #angry #sauer #wütend #böse #boss #myboss #kollegen #colleagues #team #nachhause #hause #heim http://someurl,779316569478496258,779316569478496258,de,everyone,2016-09-23T13:48:43.000Z,#angry,,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",77771336,#angry #birds #sds | Wooooo kann man das spiel so kaufen? Ich will es im real life spielen,777231880382971904,777231880382971904,de,everyone,2016-09-17T19:44:55.000Z,#angry,,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",856871497,Der Werbepartner von #Pro7 bestand auf mindestens drei Gewinndurchgängen von #Angry Birds. #sds,777230632070053889,777230632070053889,de,everyone,2016-09-17T19:39:57.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",716995670671011840,#Androctonus baluchicus light morph - mehr auf http://someurl| #skorpione #scorpions #angry http://someurl,777153397686431745,777153397686431745,de,everyone,2016-09-17T14:33:03.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",283608127,Wiso stellt die dauernd den Stundenplan um. Wie soll man denn da seine Physio planen. #angry 😡,775631802903953408,775631802903953408,de,everyone,2016-09-13T09:46:47.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",727024853446840322,Kuchh BenchTod log sach me aisy BenchTod tweets karte he k Man karta he Ja kar ke unki BenchTod du ...😡😡| | #angry #ashlil,774650160471240705,774650160471240705,de,everyone,2016-09-10T16:46:05.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2792828058,#Galeria #Kaufhof #schwarze #liste meine Bestellungen werden grundlos storniert #angry,773973466114654208,773973466114654208,de,everyone,2016-09-08T19:57:08.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3647984660,Na toll mein Flug verspätet sich um ca 45 min 😡 &$#!#?%!| #WasSollDas #VuelingIchHasseDich #Angry #Mierda #HateIt #Bad,772431083422048256,772431083422048256,de,everyone,2016-09-04T13:48:16.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",754645518492561408,"#life #strong #angry #Rheine #notme #buster @ Rheine, Germany http://someurl",771988679199854592,771988679199854592,de,everyone,2016-09-03T08:30:18.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",747355228035514368,#angry joi smalltitsporn sister amateurpornvideos poolsex http://someurl,771675563014623232,771675563014623232,de,everyone,2016-09-02T11:46:05.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",250514864,#angry #csharp #coder #errorlist #compileerror #mvvm #pattern @ ppedv AG office münchen http://someurl,771318281101770752,771318281101770752,de,everyone,2016-09-01T12:06:23.000Z,#angry,,"{'place_id': '37439688c6302728', 'coordinates': {'type': 'Point', 'coordinates': [11.59835231, 48.10794658]}}",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",114309402,"Noch viel schlimmer: Die zeigen tatsächlich Zheng gegen Bondarenko, mutmasslich das schlechteste Frauenspiel des Jahres. #angry",771121447477600257,771121447477600257,de,everyone,2016-08-31T23:04:14.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",1009986630,Dieser Alex #Hunter bekommt unter #Mourinho auch keine Chance!!!!11 #angry #ManUnited,770580953483907072,770580953483907072,de,everyone,2016-08-30T11:16:30.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",250514864,#angry #lego #c #xamarin #camp #builder @ ppedv AG office münchen http://someurl,770546818463764482,770546818463764482,de,everyone,2016-08-30T09:00:52.000Z,#angry,,"{'place_id': '37439688c6302728', 'coordinates': {'type': 'Point', 'coordinates': [11.59899998, 48.10713482]}}",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2791373558,Artikel der Woche: #Angry #Bird #Strandtuch #und #Badeponcho| http://someurl http://someurl,769067346560446464,769067346560446464,de,everyone,2016-08-26T07:01:58.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",716800554165530624,Photo: alexander_nachtigal | MUAH: aliiico_o | #black #black_power #dark #evil #evil_black #angry... http://someurl,768123731168391168,768123731168391168,de,everyone,2016-08-23T16:32:23.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",754645518492561408,#angry #motorcycle #race #black #fast #Rheine #Münster @ Münster http://someurl,767998156520820736,767998156520820736,de,everyone,2016-08-23T08:13:23.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",101498210,#angry birds #angry pigs #puffcorn  #gallary #kurkure @ Infosys Trivandrum SEZ http://someurl,766121244655816705,766121244655816705,de,everyone,2016-08-18T03:55:13.000Z,#angry,,"{'place_id': '24dab5a953e050c5', 'coordinates': {'type': 'Point', 'coordinates': [76.88338223, 8.53332968]}}",
Twitter Web App,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",4853689054,Verdammt noch mal! #German is a great language to be #angry in! http://someurl,764672808240549888,764672808240549888,de,everyone,2016-08-14T03:59:39.000Z,#angry,,,"[{'type': 'quoted', 'id': '764642861061144577'}]"
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2724555427,Was n Scheiß! | XD| #bunny #whiterabbit #white #rabbit #cute #angry #lol http://someurl,764168216046399488,764168216046399488,de,everyone,2016-08-12T18:34:34.000Z,#angry,,,
Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",763793262650003461,Ich habe stundenlang gebraucht für dieses Bild😭😭😭😭❤😍  #anime #dog #wolf #sketch #angry #angrywolf #hashtag #xd #cool http://someurl,763797490470678528,763797490470678528,de,everyone,2016-08-11T18:01:27.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",3004011657,10 km schlüpft... Ich freue mich... Oh toll ein Evoli =( #pokemongo #Pokemon #angry,763348665935204352,763348665935204352,de,everyone,2016-08-10T12:17:58.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",5533602,könnte man echt ausflippen...| #angry #verärgert #unfähigehandwerker #GNAAAAA http://someurl,760761713629147136,760761713629147136,de,everyone,2016-08-03T08:58:21.000Z,#angry,,,
Tweetbot for iΟS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3387131025,"Als ob einige Menschen die einzigen wären, denen es schlecht geht... #angry",760334474034966528,760334474034966528,de,everyone,2016-08-02T04:40:39.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1172498330,Hey yo Twitter friends. Pizza da. Voll wenig Cocktail soße drauf. Voll Scheiße. Was meint ihr dazu? #angry - @someuser,760200528051798016,760200528051798016,de,everyone,2016-08-01T19:48:24.000Z,#angry,,,
Wordometer,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3547988233,"angry tiger wallpaper hd|  http://someurl | #angry #tiger #wallpaper #hd,",759249661353947136,759249661353947136,de,everyone,2016-07-30T04:50:00.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",348008387,Seit nunmehr 3 Stunden kein Internet- und somit Mailzugang zuhause. @someuser wie kann sowas heutzutage noch sein? #angry #disappointing,758935248096796672,758935248096796672,de,everyone,2016-07-29T08:00:38.000Z,#angry,,{'place_id': '342d0242a7cf5234'},
TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",540377425,Warum wird Mystic immer als Kerl dargestellt und behauptet sie sei einer? | Der Name verrät doch alles wtf und sie hat TITTEN man >> #angry,757721918460100608,757721918460100608,de,everyone,2016-07-25T23:39:17.000Z,#angry,,,
Wordometer,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3547988233,"Virat Kohli hot and angry hd wallpaper|  http://someurl | #virat #kohli #hot #angry #hd #wallpaper,",757701198678032384,757701198678032384,de,everyone,2016-07-25T22:16:57.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",352952275,@someuser Trolle sind 1 Plage für die Menschheit #angry,757515730023833600,757481032975351808,de,everyone,2016-07-25T09:59:58.000Z,#angry,3075764537,,"[{'type': 'replied_to', 'id': '757481032975351808'}]"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",754434494699102209,Alle greifen zum Handy. Klicken Sie wild und stecken es dann wieder verärgert in die Tasche. #PokemonGO #pokemongodown #angry,756412961632190464,756412961632190464,de,everyone,2016-07-22T08:57:58.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2492891271,Ich so. #sad #angry #Turkey http://someurl,755874853652160513,755874853652160513,de,everyone,2016-07-20T21:19:43.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",955643640,Hey @someuser ... #S7 + #Pool = im Arsch. Läuft nicht so ganz mit eurem #Wasserdicht oder? Was jetzt? Der repariert mir das ? #angry,755459408579133440,755459408579133440,de,everyone,2016-07-19T17:48:53.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",407890450,"@someuser macht mir gerade Ärger. Umbuchung ohne Info, nach Check-in fehlt 1 von 4 Bordkarten. Callcenter kann nicht helfen. #fail #angry",755154891941801984,755154891941801984,de,everyone,2016-07-18T21:38:50.000Z,#angry,124476322,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",714534330287202304,@someuser wieso habe ich keinen Zettel im Briefkasten wenn mich der Bote nicht antrifft? #angry #immerdasselbe,752870183585345536,752870183585345536,de,everyone,2016-07-12T14:20:14.000Z,#angry,242327728,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3111104367,http://someurl √ http://someurl #Angry Birds verabschiedet sich von der Windows-Plattform – iOS und Android im Fokus #e...,752816743911919617,752816743911919617,de,everyone,2016-07-12T10:47:53.000Z,#angry,,,
Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",724127977664090112,Denmark=rain #rain #thunder #thunderstorm #angry #thor #danish #weather #videos #video #of #bad... http://someurl,752265433034743808,752265433034743808,de,everyone,2016-07-10T22:17:10.000Z,#angry,,,
