reply_settings,lang,conversation_id,author_id,public_metrics,id,text,source,created_at,search_query,in_reply_to_user_id,referenced_tweets,geo
everyone,de,759119005076578304,4869372160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",759119005076578304,"Viel zu laute Nachbarn 🙄 Die unterhalten einfach die ganze Nachbarschaft, aber hey, kein Problem! 😒 #annoyed",Twitter for iPhone,2016-07-29T20:10:49.000Z,#annoyed,,,
everyone,de,755397524563824640,2924749998,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",755397524563824640,@someuser - in England war ich noch begeisterter Kunde (8years!) aber hier im Lande arbeiten wohl nur #Idioten bei euch. #annoyed #badservice,Twitter Web Client,2016-07-19T13:42:59.000Z,#annoyed,76713761,,
everyone,de,753123159516340225,361757193,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",753123159516340225,Ich mag Streaming wirklich. Dann startete @someuser eine Serie bei der wöchentlich eine neue Folge erscheint. #annoyed,Twitter for Android,2016-07-13T07:05:28.000Z,#annoyed,,,
everyone,de,751750456968351745,2790702348,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",751750456968351745,Welcher Asi hat sich bei Pokémon GO buttercore genannt?! #mad #annoyed,Twitter for Android,2016-07-09T12:10:50.000Z,#annoyed,,,
everyone,de,747482782595690496,232571188,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",747482782595690496,"Mache Menschen merken echt nicht, wie sehr sie nerven... #annoyed",Twitter for iPhone,2016-06-27T17:32:37.000Z,#annoyed,,,
everyone,de,745273029949788160,567605947,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",745273029949788160,Inspirationsloser Tag. Und die DSL-Leitung ist tot. #badday #annoyed,erased4164228,2016-06-21T15:11:51.000Z,#annoyed,,,
everyone,de,738125025392373760,2179192542,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",739925508020965376,"@someuser schon wieder Lärm in Küsnacht?So gut können die CH Gleise nicht sein, wenn sie dauernd kaputt sind! #noise #annoyed #swisstrain",Twitter for iPhone,2016-06-06T21:02:42.000Z,#annoyed,77270181,"[{'type': 'replied_to', 'id': '738335602572185600'}]",
everyone,de,737294779415822337,4219318289,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",737294779415822337,Dieses Geräusch... Was zur Hölle ist das??? #annoyed,Twitter for Android,2016-05-30T14:49:08.000Z,#annoyed,,,
everyone,de,734778994101477376,92134378,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",734778994101477376,Wieso verlässt diese nervige Fliege nicht einfach das Zimmer!?! 😑 #annoyed,Twitter for iPhone,2016-05-23T16:12:18.000Z,#annoyed,,,
everyone,de,732494693045440512,1525510928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",732494693045440512,"Warum muss man immer alles kompliziert machen, wenns vorher einfach war 😒 #annoyed",Twitter for Android,2016-05-17T08:55:18.000Z,#annoyed,,,
everyone,de,725060198105268225,94858522,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",725060198105268225,"Jo, läuft bei mir. Ich habe schon wieder eine Erkältung. #annoyed",Twitter for iPhone,2016-04-26T20:33:16.000Z,#annoyed,,,
everyone,de,724575107759239168,1405476547,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",724575107759239168,"Pronunciation grad dgn grade tu berbeza, grad is closer to graduate than grade.. dah la lg sgkt.. so, knape guna grade? #annoyed",Twitter for Android Tablets,2016-04-25T12:25:42.000Z,#annoyed,,,
everyone,de,720868494753923072,21754949,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",720868494753923072,Stau am Morgen vertreibt Kummer und sorgen. NOT! #annoyed,Twitter for iPhone,2016-04-15T06:56:56.000Z,#annoyed,,,
everyone,de,720597162237784064,719645445077737472,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",720597162237784064,📷 samann98: #amused #annoyed #aroused Nice! ❤️ http://someurl,Tumblr,2016-04-14T12:58:46.000Z,#annoyed,,,
everyone,de,719479375394172928,3308302835,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",719479375394172928,"dieser moment, wenn man umsonst zur Schule fährt. 🙄 #annoyed #wieso",Twitter for iPhone,2016-04-11T10:57:05.000Z,#annoyed,,,
everyone,de,716648470153707520,3402600316,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",716648470153707520,"Aaargh, kennt ihr das wenn man so genervt ist, dass man heult? #annoyed",Twitter for iPhone,2016-04-03T15:28:04.000Z,#annoyed,,,
everyone,de,715790305849655298,2831444205,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",715790305849655298,Immer diese doofen April Scherze #Aprilscherz #aprilfoolsday #annoyed #notfunny,Twitter Web Client,2016-04-01T06:38:02.000Z,#annoyed,,,
everyone,de,715090882882568192,798436327,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",715090882882568192,Auf der Zulassungsstelle Ennepetal kann man wohl auch direkt die linke Spur mit 120 km/h für sich dazu buchen. #annoyed,Twitter for BlackBerry,2016-03-30T08:18:46.000Z,#annoyed,,,
everyone,de,709704399355047936,2364651843,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",709704399355047936,Gorenje Ceran Feld Herd-Motto: ganz oder gar nicht. Gleiche Hitze bei Stufe 1 und 12. #annoyed #chef,Tweetbot for iΟS,2016-03-15T11:34:49.000Z,#annoyed,,,
everyone,de,701706682678771712,2237914435,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",701706682678771712,Der Moment wenn man 1 h durch Regen getingelt ist völlig umsonst #annoyed #studentlife,Twitter for Android,2016-02-22T09:54:44.000Z,#annoyed,,,
everyone,de,689194373544726529,4822528451,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",689194373544726529,Ist dieses Sportzeugs jetzt endlich vorbei?| #annoyed,JodelBotKN,2016-01-18T21:15:17.000Z,#annoyed,,,
everyone,de,688941980584390658,798436327,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",688941980584390658,"Wie ich das hasse, dass ich bei einem frühen Abflug immer noch vor dem Wecker wach bin. #annoyed",Twitter for BlackBerry,2016-01-18T04:32:22.000Z,#annoyed,,,
everyone,de,686632249110999040,453803138,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",686632249110999040,"Richtig scheiße, wenn man grad richtig bequem auf der Couch liegt und liest und dann voll aufs Klo muss!😕| #annoyed #youtube #CouchPotato",Twitter for Android,2016-01-11T19:34:19.000Z,#annoyed,,,
everyone,de,686151465304506369,4644944908,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",686151465304506369,"Neeeeiiiin, morgen fängt die Schule wieder an... :( #dislike #idontwanttheseholidaystobeover #annoyed",Twitter Web Client,2016-01-10T11:43:52.000Z,#annoyed,,,
everyone,de,683420827157704704,4698514062,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",683420827157704704,FUCKASS EGBERT SENDING ME MOVIE QUOTES| #STOP #ANNOYED| -KARKAT,Twitter Web Client,2016-01-02T22:53:17.000Z,#annoyed,,,
everyone,de,680048174615146496,1257871160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",680048174615146496,Geschenke einpacken ist so scheisse #annoyed,Twitter for iPhone,2015-12-24T15:31:34.000Z,#annoyed,,,
everyone,de,679641352297037825,1437937538,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",679641352297037825,In Anti-Mücken-Spray gebadet. Mal sehen obs hilft. #muecken #annoyed #juhia1516,Twitter for Android,2015-12-23T12:35:00.000Z,#annoyed,,,
everyone,de,679028382563180544,3673577537,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",679028382563180544,"Ich mag Twitter, aber Twitter mag mich wohl nicht 🙅 #annoyed #bug #doof #angry #WiesoWillMirNiemandFolgen",Twitter for Android,2015-12-21T19:59:16.000Z,#annoyed,,,
everyone,de,678786185087614976,305323242,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",678786185087614976,Listen #annoyed http://someurl,Twitter for iPhone,2015-12-21T03:56:52.000Z,#annoyed,,"[{'type': 'quoted', 'id': '678786045333360640'}]",
everyone,de,676136336789737472,2375908873,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",676136336789737472,"Star Wars in Orangen, Star Wars in Mascara. #StarWarsForceAwakens #starwars #annoying #annoyed #firstworldnightmares #esreicht #genug",Twitter for Android,2015-12-13T20:27:19.000Z,#annoyed,,,
everyone,de,674961086676901888,2237914435,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",674961086676901888,Ich zitiere #windows: bla bla wichtiges update bla 15 min herunterfahren bla bla #annoyed,Twitter for Android,2015-12-10T14:37:17.000Z,#annoyed,,,
everyone,de,669463770884931587,722020628,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",669463770884931587,Ein super besetztes und spannendes Panel an der #secc15 und der Fotograf vor mir spielt Lift fahren mit seiner Kamera... #annoyed,Twitter for Android,2015-11-25T10:32:55.000Z,#annoyed,,,
everyone,de,668933897980395520,4009656892,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",668933897980395520,#∞¥┤∞è╣Ω╕░ #annoyed #churchflow #bully #hairdye 1048 Das Best internetradio #Rundfunk sind hier Radio Deutschland http://someurl,twtcmd,2015-11-23T23:27:24.000Z,#annoyed,,,
everyone,de,668736277555097600,192152246,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",668736277555097600,"Meh... Bauarbeiten schön und gut, aber 3 Tage am Stück nur stemmen macht mich langsam rasend ... #annoyed #rage",Twitter Web Client,2015-11-23T10:22:07.000Z,#annoyed,,,
everyone,de,668438907634085888,127820244,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",668438907634085888,"Ich bleibe jede Nacht lange auf und stelle jeden Morgen fest, dass es eine schlechte Idee war und warte ich für dich Mann. 😑😑😑😑😑 #annoyed",Twitter for iPhone,2015-11-22T14:40:29.000Z,#annoyed,,,
everyone,de,667648182051053568,1458128221,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",667648182051053568,"Leudde, kommt mal runter.| #Adele ist zwar eine Ausnahmekünstlerin, aber der Hypetrain ist doch etwas zu weit.| #Annoyed",Twitter Web Client,2015-11-20T10:18:25.000Z,#annoyed,,,
everyone,de,666856658581200896,265573133,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",666856658581200896,"Im Bus und die Jugend redet bei Foto und Aufnahmen von schlechter Grafik...im weitesten Sinne ja, aber es heißt Auflösung/Qualität #annoyed",Twitter for Android,2015-11-18T05:53:11.000Z,#annoyed,,,
everyone,de,666380527298060288,3005366110,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",666380527298060288,Dieser Moment wenn die Fernbedienung deines Receivers vor dem Schlafen gehen den Geist aufgibt | #annoyed 😒,Twitter for iPhone,2015-11-16T22:21:13.000Z,#annoyed,,,
everyone,de,666009062488842240,160152889,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",666009062488842240,@someuser wenn ich #DENvsKC hätte sehen wollen hätte ich mir den NFL Gamepass geholt... Eine Wdh hätte es auch getan. #annoyed,Twitter Web Client,2015-11-15T21:45:09.000Z,#annoyed,169456405,,
everyone,de,665621531918270464,791582544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",665621531918270464,Super #annoyed w/ #strepthroat & #life in general #goodbye #leavemealone,Twitter for iPhone,2015-11-14T20:05:14.000Z,#annoyed,,,
everyone,de,663605014934528000,2414493066,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",663605014934528000,"Glaub ich geh heut früher ins Bett.| Wird sowieso nichts draus, aber der Wille zählt. #tired #fuckmonday #annoyed #tho",Twitter for Android,2015-11-09T06:32:19.000Z,#annoyed,,,
everyone,de,662322162456526849,61572837,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",662322162456526849,Der Moment in dem man sich fragt wofür man die Bilanzgleichung der Fotosynthese jemals brauchen wird🌳 🍁🍂😠😒#teachMeStuffIneedInLife #annoyed,Twitter for iPhone,2015-11-05T17:34:43.000Z,#annoyed,,,
everyone,de,660056966388129792,2449001882,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",660056966388129792,"@someuser wo erreiche ich wen von euch, der mit erklärt warum euer Server in Frankfurt meine @someuser Spiele blockt? #annoyed",Twitter Web Client,2015-10-30T11:33:38.000Z,#annoyed,123675232,,
everyone,de,657518095259586560,2449001882,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",657624649291976704,@someuser Immerhin kann er dann ja wieder raiden und sich abmelden wenn er nicht kann #salty #annoyed #pissed #stillinlove #4evermychild,TweetDeck,2015-10-23T18:28:29.000Z,#annoyed,326520526,"[{'type': 'replied_to', 'id': '657623245676498944'}]",
everyone,de,657279692848963584,1331204348,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",657279692848963584,"Ich sag das nicht gerne, aber die Serie #Empire saugt voll #dissappointed #annoyed #wasteoftime",Twitter Web Client,2015-10-22T19:37:45.000Z,#annoyed,,,
everyone,de,654237526660653056,3950503642,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",654237526660653056,"Das größte Problem an meiner langweiligen Vorlesung ist, dass ich hingegangen  bin. #langweilig #University #annoyed",Twitter for Android,2015-10-14T10:09:16.000Z,#annoyed,,,
everyone,de,653500523589566464,2804495577,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",653500523589566464,Manchmal steh ich auf- und schon hab ich keinen Bock mehr 💪🏼😏 #tired #monday #annoyed ABER: #DerTagVorWWW 😅👌🏼,Twitter for iPhone,2015-10-12T09:20:40.000Z,#annoyed,,,
everyone,de,648475410678857728,192152246,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",648475920467128320,@someuser Wünsche ich mir auch für den Fernseher. Warum wird das alles bei Werbung eigentlich immer lauter? #annoyed,Twitter Web Client,2015-09-28T12:34:42.000Z,#annoyed,2531470606,"[{'type': 'replied_to', 'id': '648475410678857728'}]",
everyone,de,648281696094298112,179102606,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648281696094298112,#me #work #waiting #annoyed #beard #beardo #fatguywithglasses @ KapStone Kraft Paper Corporation http://someurl,Instagram,2015-09-27T23:42:55.000Z,#annoyed,,,"{'place_id': '22983f7058794d47', 'coordinates': {'type': 'Point', 'coordinates': [-77.64441366, 36.47710183]}}"
everyone,de,648149990368505856,30218122,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648149990368505856,"Ich würd ihm auch alles immer schön unter die Nase reiben. Nein wirklich, machs nochmal. Ach ja, das muss man dir ja nicht sagen #annoyed 😒",Twitter for iPhone,2015-09-27T14:59:34.000Z,#annoyed,,,
everyone,de,641650255218495488,31880227,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",641650255218495488,@someuser Call center unhelpful and unfriendly. Web Contact form aktuell nicht vergügbar. Professionality looks different! #fail #annoyed,Twitter for iPhone,2015-09-09T16:31:56.000Z,#annoyed,26223583,,
everyone,de,640070797730709504,1700294533,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",640070797730709504,Heute wird #deutschebahn gefahren. Hoffentlich bin ich nicht die Geisel der #verspaetung. #annoyed #sucks #senfistkeinehauptspeise,Twitter for Windows Phone,2015-09-05T07:55:44.000Z,#annoyed,,,
everyone,de,638051838424707072,1239258852,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",638051838424707072,Manchmal sollte man echt keine Updates machen. | Twitter stürzt schon beim Öffnen dauernd ab... | #twitter #problems #annoyed,Twitter for Android,2015-08-30T18:13:07.000Z,#annoyed,,,
everyone,de,632837631311761408,230017261,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",632837631311761408,Diesen Sommer ist IKEA echt auf einem zunehmend lästigen DIY-Selbstmachmarmeladengläser-Handbeschriftungsetiketten-Trip... #annoyed,TweetDeck,2015-08-16T08:53:43.000Z,#annoyed,,,
everyone,de,632660927154888704,3403642353,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",632660927154888704,Im not ohk #Annoyed,Twitter for Android,2015-08-15T21:11:33.000Z,#annoyed,,,{'place_id': '2e623eac9401669f'}
everyone,de,632496735097630721,347203737,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",632496735097630721,wir so. #annoyed #nachabkühlunglechzend http://someurl,Twitter for Android,2015-08-15T10:19:07.000Z,#annoyed,,,
everyone,de,631511333654147072,3410096633,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",631511333654147072,immer diese autokorrektur 😤😥 #annoyed,Twitter for Android,2015-08-12T17:03:29.000Z,#annoyed,,,
everyone,de,631434504117338116,3053647675,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",631434504117338116,Desoxidieren klingt wie kastrieren! #humorweißeringenieure #schweißfachingeneiure #annoyed  #hsanhalt,Twitter for iPad,2015-08-12T11:58:11.000Z,#annoyed,,,
everyone,de,630853855564201985,3297779167,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",630855029746962432,#Google heißt übrigens immer noch Google. #alphabet #servicetweet #annoyed #hashtag http://someurl,erased138961,2015-08-10T21:35:34.000Z,#annoyed,3297779167,"[{'type': 'replied_to', 'id': '630853855564201985'}]",
everyone,de,628635946393714688,85304190,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",628635946393714688,"Sammer-Hate, die 11.117. #annoyed | | #AudiCup2015 #sammer",Twitter Web Client,2015-08-04T18:37:43.000Z,#annoyed,,,
everyone,de,628520129681326080,1543511,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",628520129681326080,"@someuser ich dachte, ich hätte mich von ALLEN Newsletter von MEEDIA ABGEMELDET? Wieso bekomme ich Absatzwirtschaft-NL? Das nervt! #annoyed",TweetDeck,2015-08-04T10:57:30.000Z,#annoyed,14497517,,
everyone,de,625280608554631172,2237914435,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",625280608554631172,Der Moment wenn Leute zu blöd für den Reißverschlussverkehr sind #germany #annoyed,Twitter for Android,2015-07-26T12:24:48.000Z,#annoyed,,,
everyone,de,622604035271598080,42512537,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",622604035271598080,3 Tage. 3 i.V. Zugänge. 23x gestochen. Ich fühl mich wie n Nadelkissen! :-/ #klinikumpeine #gooddocs #annoyed #voodoodoll #chillkröte4life,Twitter for iPhone,2015-07-19T03:09:04.000Z,#annoyed,,,
everyone,de,621943205303570436,2797706837,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",621943205303570436,Und dann ist diese Bewerberdatenblatt auch noch beschissen formatiert!| #annoyed,Twitter Web Client,2015-07-17T07:23:09.000Z,#annoyed,,,
everyone,de,621783128995155968,42512537,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",621783128995155968,"Wohl auch dieses Jahr wieder ohne mich, | #sport1 #Trackday und #IAA in #Frankfurt :-/ Alles doof. #annoyed #pissedoff #chillkröte4life  🐢",Twitter for iPhone,2015-07-16T20:47:04.000Z,#annoyed,,,
everyone,de,621747952609050626,249349222,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",621747952609050626,"Zu #Fuß bin ich #schneller! #annoyed Die #deutschebahn hat #verspätung! #trains are #late in #germany, I better... http://someurl",Facebook,2015-07-16T18:27:18.000Z,#annoyed,,,
everyone,de,621181871246942208,1243662324,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",621181871246942208,Wenn die Gepäckaufbewahrung bei der @someuser vier Euro kostet und das Schließfach die ersten zwei Euro einfach schluckt ... #fail #annoyed,Twitter for Android,2015-07-15T04:57:53.000Z,#annoyed,,,
