lang,public_metrics,id,text,author_id,reply_settings,geo,created_at,conversation_id,source,search_query,in_reply_to_user_id,referenced_tweets
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",783179816589783040,10月4日，JTBC電視劇《#Fantastic》劇組公開了演員 #金志洙（ #Jisoo）的劇照，紳士魅力俘獲粉絲芳心。 http://someurl,2915168060,everyone,,2016-10-04T05:39:53.000Z,783179816589783040,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",782740906839461888,Deep cove好美| 不枉費爬了一個小時的山| 在溫哥華久了應該會愛上hiking...| #fantastic #picturesque #hiking #sweat #sunday... http://someurl,736390624484544512,everyone,,2016-10-03T00:35:49.000Z,782740906839461888,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 18, 'quote_count': 0}",782520538363289600,Jessica 🔈 #Jisoo 今天出院了~~~🎉🎌👏 希望他好好休息後才再次回歸《#Fantastic》拍攝現場，讓大家看到他健康、帥氣的樣子！✨💪😉| | 更多韓流消息：http://someurl http://someurl,125609773,everyone,,2016-10-02T10:00:09.000Z,782520538363289600,Buffer,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780738769712537600,【#韓潮瘋】志洙逐漸復工| | #志洙 之前因為急性骨髓炎緊急入院做手術，而今天有消息人士透露，志洙已經回歸《#Fantastic》劇組，復工拍攝。全文：http://someurl http://someurl,316983411,everyone,,2016-09-27T12:00:02.000Z,780738769712537600,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780663980628938752,"急性骨髓炎Jisoo,回到Fantastic拍攝場..拍攝中 #Jisoo #Fantastic http://someurl http://someurl",215877303,everyone,,2016-09-27T07:02:51.000Z,780663980628938752,Twitter Web Client,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",780663295002968064,9月27日，Prain TPC方面向我社媒體Sports朝鮮透露，旗下 #金志洙（#Jisoo）已於（昨日）26日回歸JTBC金土劇《#Fantastic》劇組。 http://someurl,2915168060,everyone,,2016-09-27T07:00:08.000Z,780663295002968064,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779501776349179904,《#Fantastic》的宋元碩CP，日前接受了記者採訪，談到了有關演員 #金志洙 拍攝分量一事。| | #판타스틱 #지수| | http://someurl http://someurl,3301215968,everyone,,2016-09-24T02:04:40.000Z,779501776349179904,Twitter Web Client,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779214365853614080,9月23日， JTBC金土劇《#Fantastic》劇組於京畿道利川市的片場舉行了記者座談會，宋元涉（音）CP談及了先前因急性骨髓炎手術的演員 #金志洙（#Jisoo）。 http://someurl,2915168060,everyone,,2016-09-23T07:02:36.000Z,779214365853614080,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",778965599925837830,新曲解禁!!!!| #Fantastic Time| #Fantastic Time| #Fantastic Time| #Fantastic Time | #Fantastic Time,3271424012,everyone,,2016-09-22T14:34:06.000Z,778965599925837830,Twitter for Android,#fantastic,,
zh,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",777782090368557056,《 #Fantastic 》 #朱相昱 英雄救美    與 #金賢珠 的溫暖KISS  http://someurl http://someurl,82643430,everyone,,2016-09-19T08:11:15.000Z,777782090368557056,ksd_post,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",776675957679816704,9月16日，JTBC金土劇《#Fantastic》劇組就演員 #Jisoo（#金志洙）受傷一事作出了回應。 http://someurl,2915168060,everyone,,2016-09-16T06:55:52.000Z,776675957679816704,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",776069118248181763,Fantastic http://someurl| 。《Fantastic》已經登陸香港於樂視香港獨家跟播| #주상욱 #朱相昱 #チュサンウク #Joosangwook #Fantastic #판타스틱,2175207350,everyone,,2016-09-14T14:44:31.000Z,776069118248181763,Twitter Web Client,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",775293905822687232,Here to 湊熱鬧！✌ #tanjongpagar #railwaystation 🚂 #fantastic #thaifleamarket #with小妹妹 💛 http://someurl,62452860,everyone,,2016-09-12T11:24:06.000Z,775293905822687232,Instagram,#fantastic,,
zh,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",771552267086340096,《 #Fantastic 》9月2日首播      五大觀前重點公開 http://someurl http://someurl,82643430,everyone,,2016-09-02T03:36:09.000Z,771552267086340096,ksd_post,#fantastic,,
zh,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 10, 'quote_count': 1}",771332033104707584,Jessica 🔈 #Jisoo 不管是休閒服還是西裝都很好看呢~~😍😍 新劇《#Fantastic》中飾演律師的他，同時兼具清澀、成熟魅力，感覺劇中表現會很帥氣！✨✨| | 更多韓流消息：http://someurl http://someurl,125609773,everyone,,2016-09-01T13:01:02.000Z,771332033104707584,Buffer,#fantastic,,
zh,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 12, 'quote_count': 0}",770984794846924800,默默期待 #金志洙 在JTBC《 #Fantastic 》的表現啊～！ http://someurl http://someurl,82643430,everyone,,2016-08-31T14:01:13.000Z,770984794846924800,ksd_post,#fantastic,,
zh,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",770558211954925568,《 #Fantastic 》發佈會： #金賢珠 收視率公約嚇壞 #朴詩妍  http://someurl http://someurl,82643430,everyone,,2016-08-30T09:46:08.000Z,770558211954925568,ksd_post,#fantastic,,
zh,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 14, 'quote_count': 1}",770545623929982976,《 #Fantastic 》志洙：我人氣低不怕《步步驚心：麗》同時開播 http://someurl http://someurl,82643430,everyone,,2016-08-30T08:56:07.000Z,770545623929982976,ksd_post,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",770536842294808576,《 #Fantastic 》發佈會：金賢珠朴詩妍合體賣萌 http://someurl http://someurl,82643430,everyone,,2016-08-30T08:21:13.000Z,770536842294808576,ksd_post,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",770532349713014785,[现场报道]‘fantastic’ Jisoo，“以为是高冷的姐姐，了解之后才发现是天使”    #FANTASTIC #Jisoo http://someurl Jiso在发布会上表达了此次和朴诗妍合作的感想。| | 电视剧《FANTASTIC》（演出赵...,188232332,everyone,,2016-08-30T08:03:22.000Z,770532349713014785,IFTTT,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",770524461426741249,8月30日，JTBC新金土劇《#Fantastic》劇組在首爾永登浦時代廣場舉辦製作發布會。發布會上，#朴詩妍 說道： http://someurl,2915168060,everyone,,2016-08-30T07:32:01.000Z,770524461426741249,Facebook,#fantastic,,
zh,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",770513336484106244,8月30日，JTBC全新金土劇《#Fantastic》劇組在首爾永登浦時代廣場舉辦製作發表會，主演 #金賢珠、#朱相昱、#朴詩妍、#金太勳、#金志洙 #Jisoo 等出席了該活動。 http://someurl,2915168060,everyone,,2016-08-30T06:47:49.000Z,770513336484106244,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",770511131442118656,8月30日，JTBC新金土劇《#Fantastic》劇組在首爾永登浦區時代廣場舉行了製作發表會，眾主演出席，演員 #朴詩妍 與 #金志洙（#Jisoo）相互公開了與彼此搭檔的感想。 http://someurl,2915168060,everyone,,2016-08-30T06:39:03.000Z,770511131442118656,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",770198066859094016,誇張的逗比演技是他的強項！只看朱相昱《Fantastic》劇照就想大笑了！ http://someurl 來自 @someuser — 韓國潮流資訊集中地| | #주상욱 #朱相昱 #チュサンウク #Joosangwook #Fantastic #판타스틱,2175207350,everyone,,2016-08-29T09:55:03.000Z,770198066859094016,Twitter Web Client,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",769208912528584704,熱辣辣既夏天、係要飲點點冰凍既野去降熱、正呀 😃😁 | #haagendazs #fiesta #belgiumchocolate #fantastic #hothotsummer... http://someurl,2600050555,everyone,,2016-08-26T16:24:30.000Z,769208912528584704,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",769135604932210688,JTBC新剧《Fantastic》五位主演的夸张魅力 预告下周开跑罗！ http://someurl| | #주상욱 #朱相昱 #チュサンウク #Joosangwook #Fantastic #판타스틱,2175207350,everyone,,2016-08-26T11:33:12.000Z,769135604932210688,Twitter Web Client,#fantastic,,
zh,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",769084775139307524,JTBC新劇《 #Fantastic 》五位主演的誇張魅力 預告下周開跑囉！ http://someurl http://someurl,82643430,everyone,,2016-08-26T08:11:13.000Z,769084775139307524,ksd_post,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",769058338848010240,《 #Fantastic 》公開團體海報  #金賢珠 ＆ #朱相昱 ＆ #朴詩妍 詮釋無悔人生 http://someurl http://someurl,82643430,everyone,,2016-08-26T06:26:11.000Z,769058338848010240,ksd_post,#fantastic,,
zh,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",769002765058179072,8月26日，JTBC新金土劇《#Fantastic》方面公開了主演 #金賢珠、#朱相昱、#朴詩妍、#金太勳、#Jisoo 拍攝的團體海報。 http://someurl,2915168060,everyone,,2016-08-26T02:45:21.000Z,769002765058179072,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",768695996524081152,8月25日，JTBC新金土劇《#Fantastic》方面公開了一組主演 #朴詩妍 的片場花絮照。 http://someurl,2915168060,everyone,,2016-08-25T06:26:21.000Z,768695996524081152,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",768005108550422528,BNTNews China - bnt新闻讯 23日，某时尚杂志公开了演员朱相昱为其 ...   http://someurl| #주상욱 #朱相昱 #チュサンウク #Joosangwook #Fantastic #판타스틱,2175207350,everyone,,2016-08-23T08:41:01.000Z,768005108550422528,Twitter Web Client,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",767635221621542912,《 #Fantastic 》曝劇照： #朴詩妍  #金賢珠 穿校服重返18歲 http://someurl http://someurl,82643430,everyone,,2016-08-22T08:11:13.000Z,767635221621542912,ksd_post,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",767613989413085184,8月22日，，JTBC新金土劇《#Fantastic》方面公開了一組主演 #朴詩妍、#金賢珠、金在花（音）在電視劇拍攝現場的花絮照。 http://someurl,2915168060,everyone,,2016-08-22T06:46:51.000Z,767613989413085184,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",766508808470310912,滿足滿瀉 Breakfast time🍶| #uni #fantastic #seaurchin #sashimi  #上引水產 #海膽  #otoro  #吃貨 #吟釀 @ 上引水産 http://someurl,3985522218,everyone,,2016-08-19T05:35:15.000Z,766508808470310912,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",766469657792548864,忍唔住買左盒雙黃白蓮蓉同埋一盒迷你冰皮榴槤月餅食😜😜😜😜 #Brisbane #mooncakes #fantastic @ Upper... http://someurl,528809621,everyone,,2016-08-19T02:59:41.000Z,766469657792548864,Instagram,#fantastic,,
zh,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",766446112500621312,《 #Fantastic 》公開劇照 霸氣 #朴詩妍 吸引純真志洙 http://someurl http://someurl,82643430,everyone,,2016-08-19T01:26:07.000Z,766446112500621312,ksd_post,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",765800930726084608,近日，演員 #朴詩妍 在自身SNS發布了一張在JTBC新金土劇《#Fantastic》拍攝現場手持劇本的認證照，並附文道：「誰想到這個年紀還會穿高中校服，有點尷尬但裝作不難為情。」 http://someurl,2915168060,everyone,,2016-08-17T06:42:24.000Z,765800930726084608,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",765377016434536449,場地自行車賽上中國隊的臉譜頭盔。這才叫真正的設計，將國粹推向世界！#fantastic #Rio2016 http://someurl,742559086202355713,everyone,,2016-08-16T02:37:55.000Z,765377016434536449,Twitter Web Client,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",765013820762796032,「Fantastic」朱相昱，第一场戏拍摄现场公开..完美变身蹩脚演技达人的超级明星 http://someurl| #주상욱 #朱相昱 #チュサンウク #Joosangwook #Fantastic #판타스틱,2175207350,everyone,,2016-08-15T02:34:42.000Z,765013820762796032,Twitter Web Client,#fantastic,,
zh,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 21, 'quote_count': 1}",763715629698338816,你也期待JTBC《 #Fantastic 》嗎？新鮮搭檔引期待！ http://someurl http://someurl,82643430,everyone,,2016-08-11T12:36:09.000Z,763715629698338816,ksd_post,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",763552042757611520,8月11日，JTBC新金土劇《#Fantastic》方面公開了主演 #朴詩妍、#金太勳、#Jisoo 的人物角色海報。 http://someurl,2915168060,everyone,,2016-08-11T01:46:07.000Z,763552042757611520,Facebook,#fantastic,,
