source,public_metrics,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,geo,referenced_tweets,in_reply_to_user_id
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",133075803,"Get ready, we in this betch! // #costarica #teamguiones #pumped @ Liberia Intrnl Airport -... http://someurl",814918595310473218,814918595310473218,en,everyone,2016-12-30T19:38:28.000Z,#pumped,"{'place_id': '01a1a2cf47d90e95', 'coordinates': {'type': 'Point', 'coordinates': [-85.53618733, 10.60010389]}}",,
Foursquare,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2229094182,"Gassing up for the new year #2017 #pumped (@ Costco Gas Station in Winter Park, FL) http://someurl",814915666281111553,814915666281111553,en,everyone,2016-12-30T19:26:49.000Z,#pumped,"{'place_id': '4ec01c9dbc693497', 'coordinates': {'type': 'Point', 'coordinates': [-81.30086681, 28.59777943]}}",,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1662801103,#pumped to attend CES http://someurl,814908013538516992,814908013538516992,en,everyone,2016-12-30T18:56:25.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2760437453,Finally found a gym with good lighting near me 😜💪🏼 #Pumped #Vascular #PhysiqueWarehouse http://someurl,814905700082221056,814905700082221056,en,everyone,2016-12-30T18:47:13.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",402161332,Congrats @someuser you deserve every penny of this! Now you have the 💰to pay for all your daughters weddings!!! #pumped http://someurl,814892876471504897,814892876471504897,en,everyone,2016-12-30T17:56:16.000Z,#pumped,,"[{'type': 'quoted', 'id': '814887820728745984'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",749943134,Love my boys! 12 consecutive baby! 🏒❤🏒❤😍😍@someuser #mnwildhockey #wearethestateofhockey #pumped!,814883477661356032,814883477661356032,en,everyone,2016-12-30T17:18:55.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}",1279273459,Cant wait to watch one of my good friends walk down the isle today and marry the man of her dreams ❤❤❤❤ #pumped,814880208847310848,814880208847310848,en,everyone,2016-12-30T17:05:56.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 8, 'quote_count': 0}",2439024611,Finally a Founding Member! #pumped #ATLUTD #mls2017,814871828447363073,814871828447363073,en,everyone,2016-12-30T16:32:38.000Z,#pumped,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",814604659436453889,When you realize #LastText is out!😜😱|   #Pumped I LOVE YOUR NEW SONG JACOB!!😃💗 http://someurl,814865359039762436,814865359039762436,en,everyone,2016-12-30T16:06:55.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}",1674328082,Officially booked my flight to Ireland and Brussels to visit @someuser and other family in Belgium!! #pumped,814865227946790912,814865227946790912,en,everyone,2016-12-30T16:06:24.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",39998674,"Finally buying the Hamilton mixtape, because Im just that far behind the times. #pumped @someuser ❤️",814857033220583424,814857033220583424,en,everyone,2016-12-30T15:33:50.000Z,#pumped,,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1017896983,@someuser @someuser AND ppl were #pumped about the 2008 & 2012 inauguration.BUT they could care less about the #trump event. 😂😂😂😂😂,814853995214831616,814516437960294400,en,everyone,2016-12-30T15:21:46.000Z,#pumped,,"[{'type': 'replied_to', 'id': '814516437960294400'}]",543780273
dlvr.it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",252639324,"߷ #Celebrity #Pumped by Hamilton, Broadway Box Office Hits Record Annual High of $1.367 Billion http://someurl Via THR",814853873311490049,814853873311490049,en,everyone,2016-12-30T15:21:17.000Z,#pumped,,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",4221845765,Game day baby! Lets get juiced and take out the Preppers of US! 2pm home tilt! #packthebarn #HNIH #pumped http://someurl,814852294957273088,814852294957273088,en,everyone,2016-12-30T15:15:00.000Z,#pumped,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3432167477,Is everyone as excited as me that Hull is getting ready to become the UK City of Culture 2017? I just cannot wait. #pumped,814848115224223745,814848115224223745,en,everyone,2016-12-30T14:58:24.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",76144604,I get to pick up my wedding dress today! 😀👰🏼 #pumped,814839269600665601,814839269600665601,en,everyone,2016-12-30T14:23:15.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",606747275,Just picked up tix to Thunder/Cavs at the Q January 29th for me and my son. Guys weekend in Cleveland. #pumped,814835504113926144,814835504113926144,en,everyone,2016-12-30T14:08:17.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",717058136029458432,This is a SERIOUSLY powerful  pre-workout!! 👹👹👹| ⚡️| #ridethelightning #preworkout #pumped  #bodybuilding #fitfam #muscle  #transformation http://someurl,814743201957482496,814743201957482496,en,everyone,2016-12-30T08:01:31.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",300737319,@someuser Wouldnt miss it for the world 🌎 sir 🏀🏀 #Pumped #Hawkheads,814732362323869696,814731960975142912,en,everyone,2016-12-30T07:18:26.000Z,#pumped,,"[{'type': 'replied_to', 'id': '814731960975142912'}]",62425132
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",809332009524989952,Starting to stream every Friday and Saturday and probably other days! Check it out! #pumped #letsdothis,814728531381014528,814728531381014528,en,everyone,2016-12-30T07:03:13.000Z,#pumped,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",348052609,If You Dont Get #Pumped From This.| Your Not Getting it!......Simple http://someurl,814725957164613632,814725957164613632,en,everyone,2016-12-30T06:52:59.000Z,#pumped,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4721044277,"@someuser you get to see me again, are you #pumped?",814722510784786432,814722510784786432,en,everyone,2016-12-30T06:39:18.000Z,#pumped,,,302841137
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",767633342896279552,#Phoenix #Pumped FOR RETURN HOME http://someurl,814719051612069888,814719051612069888,en,everyone,2016-12-30T06:25:33.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3999151994,Cant wait for Java Jazz 2016!!! #javajazz #2016 #excited #pumped #java #jazz #woop #woop,814715612685475840,814715612685475840,en,everyone,2016-12-30T06:11:53.000Z,#pumped,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",810653842169856001,@someuser OMG!!! One of the biggest giveaways I have ever seen for CSGO| #pumped,814713707028574208,814713707028574208,en,everyone,2016-12-30T06:04:19.000Z,#pumped,,,3635140215
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",23080847,@someuser @someuser We must be smoking the same thing... #IBelieve #IBelievethatwewillwin #FinsUp #whatUgonnadoWhenSUHcomesafteryou #pumped,814707813968527361,814656552200245250,en,everyone,2016-12-30T05:40:54.000Z,#pumped,,"[{'type': 'replied_to', 'id': '814656552200245250'}]",473523161
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4721044277,@someuser Im #PUMPED for this tour http://someurl,814701806269894656,814701806269894656,en,everyone,2016-12-30T05:17:01.000Z,#pumped,,,302841137
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",309541218,Gotta love gym in December... EMPTY AF!!!| #shredded #ripped #pumped #aesthetics #gymflow #gym... http://someurl,814700155354091520,814700155354091520,en,everyone,2016-12-30T05:10:28.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",144235959,Literally counting down the minutes until @someuser new video tonight #pumped 😍,814689838251159552,814689838251159552,en,everyone,2016-12-30T04:29:28.000Z,#pumped,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",332211718,Getting #Pumped for #FlexFriday 💪🏻| | @someuser #Vest | | ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖| | #GotVeins... http://someurl,814680225745432577,814680225745432577,en,everyone,2016-12-30T03:51:16.000Z,#pumped,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4004290994,@someuser are #pumped to ring in #2017 with you at @someuser More: http://someurl | #nye2016 #NewYearsEve #whattodo412 http://someurl,814678338774167552,814678338774167552,en,everyone,2016-12-30T03:43:46.000Z,#pumped,,,4004290994
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",1301509981,Less than 24 hrs @someuser and I will be in Nola @someuser @someuser @someuser @someuser @someuser #pumped,814673671721627648,814673671721627648,en,everyone,2016-12-30T03:25:13.000Z,#pumped,{'place_id': '53504716d445dcad'},,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804136459552849920,just got new video editing software! so next years videos will be better than ever! #pumped #movavi #,814664065935089668,814664065935089668,en,everyone,2016-12-30T02:47:03.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",187294348,@someuser this must be an all time high for you!!!! #pumped to watch you on tv!!! #dreams #masters2017,814654236952850432,814652995585605632,en,everyone,2016-12-30T02:08:00.000Z,#pumped,,"[{'type': 'replied_to', 'id': '814652995585605632'}]",356957829
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",566825869,New 60 tv my fiancé won at work Xmas party comes on wild card weekend Saturday.cant wait. #NFLPlayoffs #pumped #football,814652324274704384,814652324274704384,en,everyone,2016-12-30T02:00:24.000Z,#pumped,,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",4046373562,The Wolverines ARE BACK!! Big team effort in a much needed win over the Scorpions!! Great job boys!! #bleedorange #pumped #wolverinehockey,814649857038307328,814649857038307328,en,everyone,2016-12-30T01:50:36.000Z,#pumped,,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",3300089538,Vain Gains #pumped #swolemate #swole #ripped #fitness #fit #happy #lifestyle #gym #goals #muscles #strong #strenght @someuser http://someurl,814644592343707652,814644592343707652,en,everyone,2016-12-30T01:29:40.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",2878413353,Have the opportunity to get my 150th win Tomorrow have to wrestle well😁😏 #pumped up,814640569385361409,814640569385361409,en,everyone,2016-12-30T01:13:41.000Z,#pumped,{'place_id': '010e211a79d32714'},,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",708898068721233921,The feeling you get when you actually workout over the holidays🤘👍#progress #workout #pumped http://someurl,814632571061600256,814632571061600256,en,everyone,2016-12-30T00:41:54.000Z,#pumped,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",56220007,phim sex nguoi viet #pumped pussy fuck http://someurl,814628518835421184,814628518835421184,en,everyone,2016-12-30T00:25:48.000Z,#pumped,,,
Twitter for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2165626549,"Watching @someuser videos for a beginner like me, makes me feel like Yes I Can  #Pumped",814619471478456320,814619471478456320,en,everyone,2016-12-29T23:49:51.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",112117361,"Jan 14th 2017 is the start of my new life, a life with perfect vision 👀#ByeByeGlasses #ByeByeContacts #PRK #Pumped ❌👓 #NewYearNewYou",814596435198869504,814596435198869504,en,everyone,2016-12-29T22:18:19.000Z,#pumped,{'place_id': '3b77caf94bfc81fe'},,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",607538504,SO excited to see. @someuser tonight!!!!! #pumped #finallyanightout,814596426877534209,814596426877534209,en,everyone,2016-12-29T22:18:17.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 10, 'reply_count': 1, 'like_count': 52, 'quote_count': 0}",731293275345289217,Big Max and Frank the Tank! 2016 in review @ http://someurl ! #webcamshow #gaycamshow #gym #muscle #pumped #workout #swole #huge http://someurl,814591676111003649,814591676111003649,en,everyone,2016-12-29T21:59:24.000Z,#pumped,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",470007051,#AbsoluteConcrete #70yrds #Pumped  #GCC @ Gold Country Casino & Hotel http://someurl,814590465563443200,814590465563443200,en,everyone,2016-12-29T21:54:36.000Z,#pumped,"{'place_id': '2a152e11137e65d0', 'coordinates': {'type': 'Point', 'coordinates': [-121.50546019, 39.50438752]}}",,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708675441,Leg Day bitches! 💪👟 💥| #legday #neverskiplegday #legs #calves #quads #quadsquad #pumped #seethesculpture #definition #gym #fitness #fitspo http://someurl,814588124995219456,814588124995219456,en,everyone,2016-12-29T21:45:17.000Z,#pumped,{'place_id': '47bf5243296fa7e3'},,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",388492953,big boob anime sex #pumped up pussy movies http://someurl,814581867156541440,814581867156541440,en,everyone,2016-12-29T21:20:25.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",182992287,#Run done #Pumped 😌👟💯,814580530670923781,814580530670923781,en,everyone,2016-12-29T21:15:07.000Z,#pumped,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",287793743,Rogue One for Steves Bday!!! #pumped #bdaygift #starwars #leia... http://someurl,814576137246535681,814576137246535681,en,everyone,2016-12-29T20:57:39.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",85183067,1 week from today I will be finally starting my new job! #pumped #adventures 🙌🏼,814568230027141120,814568230027141120,en,everyone,2016-12-29T20:26:14.000Z,#pumped,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",773914905686728704,"Are yall getting #excited for #NewYearsEve yet?...OH, YES! We are so #pumped for our first-ever #NYE show at... http://someurl",814567513962987520,814567513962987520,en,everyone,2016-12-29T20:23:23.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",20525381,Roady tomorrow to try the tasty brews at @someuser War Horse Brewing Co and @someuser #pumped,814563415742148610,814563415742148610,en,everyone,2016-12-29T20:07:06.000Z,#pumped,{'place_id': '01e5198d558fc4d5'},,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",33656930,I get to turn my alarm off for the next few days 🙌🏼☺🎉 #pumped #itsthelittlethings,814553378403614720,814553378403614720,en,everyone,2016-12-29T19:27:13.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",3033648567,signed up for my first lacrosse training camp at Lindenwood for the new year #pumped,814550987226697733,814550987226697733,en,everyone,2016-12-29T19:17:43.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",409528467,@someuser he is a cruel man that Santa Claus #pumped,814548865152073729,814525137181700097,en,everyone,2016-12-29T19:09:17.000Z,#pumped,,"[{'type': 'replied_to', 'id': '814525137181700097'}]",264355762
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",4442755397,Me and the Sis are #PUMPED for Youth Conference! #mayc16 http://someurl,814540612812861442,814540612812861442,en,everyone,2016-12-29T18:36:30.000Z,#pumped,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",397438014,#tbt #throwback #armsday #swole #pumped #bba #livetheliftlife @someuser @ Body By Adrian... http://someurl,814538060461260800,814538060461260800,en,everyone,2016-12-29T18:26:21.000Z,#pumped,"{'place_id': '47bf5243296fa7e3', 'coordinates': {'type': 'Point', 'coordinates': [-61.44051, 10.65054]}}",,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",65993068,... its game time Baby! #Fueled #Pumped #Focused 💙,814535475411165188,814535475411165188,en,everyone,2016-12-29T18:16:05.000Z,#pumped,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",177136722,erotic porn #pumped pussys http://someurl,814534474818088960,814534474818088960,en,everyone,2016-12-29T18:12:06.000Z,#pumped,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",332077586,drugged sex vid #pumped up pussy pics http://someurl,814528504930910209,814528504930910209,en,everyone,2016-12-29T17:48:23.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",238816354,Ill be there! ❤🏒💚 #NYIvsMIN #mnwild #pumped http://someurl,814526184692318209,814526184692318209,en,everyone,2016-12-29T17:39:10.000Z,#pumped,,"[{'type': 'quoted', 'id': '814463502366556160'}]",
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",165999486,"My life isnt getting any cheaper , so work stays on my mind. 🤑💸💰#Motivated #Pumped",814522013712846848,814522013712846848,en,everyone,2016-12-29T17:22:35.000Z,#pumped,{'place_id': 'dce44ec49eb788f5'},,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",332912238,Sabers game tonight with my lil cuz #pumped,814516873966612481,814516873966612481,en,everyone,2016-12-29T17:02:10.000Z,#pumped,,,
Twitter Ads,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 19, 'quote_count': 0}",40290376,Get #Pumped & EVERYTHING else 50%OFF at http://someurl| @someuser @someuser @someuser @someuser| #porn #sex #gay http://someurl,814516341654712320,814516341654712320,en,everyone,2016-12-29T17:00:03.000Z,#pumped,,,
Twitter for iPad,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",561306701,No #torn quad is going to stop me from my personal best #pb.  #goodmorning 130kg.  Gonna #Rock2017 #pumped #unstoppable Got tips? Msg me thx http://someurl,814510910244929536,814510910244929536,en,everyone,2016-12-29T16:38:28.000Z,#pumped,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2252305195,Join us on a trip down a dark desert highway & experience Grammy Award-winning sounds of Hotel California on Jan 13th! #pumped #MCPA http://someurl,814510477799813120,814510477799813120,en,everyone,2016-12-29T16:36:45.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 23, 'reply_count': 30, 'like_count': 138, 'quote_count': 2}",192584033,Heading for the Ally Pally! #PDCWorldChampionship2017 #Pumped #Iceberg,814509932456321024,814509932456321024,en,everyone,2016-12-29T16:34:35.000Z,#pumped,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",602947792,free black sex vedios #pumped pussy gallery http://someurl,814489096563343364,814489096563343364,en,everyone,2016-12-29T15:11:47.000Z,#pumped,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",399719233,#pumped pussy fuck xxx adult movie clips http://someurl,814486772306636800,814486772306636800,en,everyone,2016-12-29T15:02:33.000Z,#pumped,,,
Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",789457081829040132,How to unlock your potential in 2017 http://someurl #personalgrowth #blog #selfimprovement #NewYearResolution #pumped,814476157349466112,814476157349466112,en,everyone,2016-12-29T14:20:22.000Z,#pumped,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2464635359,#pumped her pussy bald puffy pussy http://someurl,814464816123355137,814464816123355137,en,everyone,2016-12-29T13:35:18.000Z,#pumped,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3371594439,nude girl on street pic #pumped her pussy http://someurl,814458901466906624,814458901466906624,en,everyone,2016-12-29T13:11:48.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",48288676,"Unstoppable- Sia, is how I start my morning EVERY SINGLE DAY! #pumped",814457422660112384,814457422660112384,en,everyone,2016-12-29T13:05:56.000Z,#pumped,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 9, 'quote_count': 1}",1296959864,"Doctoring an tagging rodeo cattle this A.M. ,Tonight is the first night of the Texas Circuit Finals #pumped",814457269504987136,814457269504987136,en,everyone,2016-12-29T13:05:19.000Z,#pumped,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2868631120,I love how I feel after I have had a workout #pumped http://someurl,814446528819503104,814446528819503104,en,everyone,2016-12-29T12:22:38.000Z,#pumped,,,
