reply_settings,conversation_id,public_metrics,id,text,created_at,source,author_id,lang,search_query,referenced_tweets,in_reply_to_user_id,geo,withheld
everyone,755291229651406848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",755291229651406848,"जो भी आता है एक नई चोट देकर चला जाता है,| माना मैं मजबूत हूँ लेकिन...... पत्थर तो नहीं.!!| | #HeartBroken",2016-07-19T06:40:36.000Z,Facebook,371747859,hi,#heartbroken,,,,
everyone,755246366910255104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",755246366910255104,"#poem #poetry #heartbroken @ Raipur, Chatishgarh http://someurl",2016-07-19T03:42:20.000Z,Instagram,754626760172384256,hi,#heartbroken,,,,
everyone,754742194016165888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",754742194016165888,Teri mohabbat se lekar tere alvida kehne tak..| Maine sirf tujhe hi chaha hai..Tujhse kuch nahi chaha... :-(| | #HeartBroken,2016-07-17T18:18:56.000Z,Facebook,371747859,hi,#heartbroken,,,,
everyone,754741379138326528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",754741379138326528,"Jo Kahaniya Adhoori Reh jaati hai| Iska Mtlab yeh nahi ki,,,| Un Kahaniyo mein PyAAr nahi tha.....| | #HeartBroken http://someurl",2016-07-17T18:15:41.000Z,Facebook,371747859,hi,#heartbroken,,,,
everyone,754741141820497920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",754741141820497920,"Tum Aaj Har Saans K Sath Yaad Aa Raahe Ho,,| Ab Teri Yaad Ko Rok Dun...Ya Apni Saans Ko...??| | #HeartBroken... http://someurl",2016-07-17T18:14:45.000Z,Facebook,371747859,hi,#heartbroken,,,,
everyone,752951266830000128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",752951266830000128,Ya rabbal alamin| Salliala Tahal amin| Fi kullin waqtin wa hin... | #Heartbroken #MyKashmirBleeds,2016-07-12T19:42:25.000Z,Twitter for iPhone,4166683221,hi,#heartbroken,,,,
everyone,752513472848621568,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",752536692230356992,@someuser @someuser Dafa ho Dil toor diya mar ja ainda koi umeed na rakhin mere sy #HEARTBROKEN #BEWAFAMERIDOST,2016-07-11T16:15:03.000Z,Twitter Web Client,2943752694,hi,#heartbroken,"[{'type': 'replied_to', 'id': '752536215027585024'}]",2527084009,,
everyone,751749256453689344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",751749256453689344,अपने आबाद के ख़िज़ा होने की महफ़िल सजाई है।| थी यहाँ कुछ तेरे यादों की रद्दी उसी में आग लगाईं है।।| #randomthoughts #heartbroken,2016-07-09T12:06:04.000Z,Twitter for Android,298496208,hi,#heartbroken,,,,
everyone,751670593355968512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",751670593355968512,प्यार तो मेरा 24 कैरॅट था.....................    बस ऊसकी ही खरीदने की औकात नही थी...!!!! #Heartbroken,2016-07-09T06:53:29.000Z,Mobile Web (M2),3013096717,hi,#heartbroken,,,,
everyone,751503186859593728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",751503186859593728,"Abdul Sattar Edhi Sahab has passed away, Inna lillahi wa inna illaihi rajiun.| #Edhi #heartbroken #allahswill #legend #sosad",2016-07-08T19:48:16.000Z,Twitter for iPhone,74258181,hi,#heartbroken,,,,
everyone,751488087604097024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",751488087604097024,Celebrated humanitarian Abdul Sattar Edhi passes away in Karachi http://someurl| #Edhi #devastated #heartbroken 🇵🇰😔,2016-07-08T18:48:16.000Z,Mobile Web,173682463,hi,#heartbroken,,,,
everyone,751437178610212864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",751437178610212864,Paise ke liye Kashmiri apna imaan bhi bechega 😢 #heartbroken,2016-07-08T15:25:59.000Z,Twitter for Windows Phone,54829720,hi,#heartbroken,,,,
everyone,750757242022993921,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",750757242022993921,"Kisi ki muskaan chheen lena hai sabse bada gunaah,| Aur ek tum ho ye gunaah roj karte ho. 💔| | #heartbroken",2016-07-06T18:24:09.000Z,Twitter for Android,109499850,hi,#heartbroken,,,,
everyone,750033766261882880,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 6, 'quote_count': 1}",750033766261882880,ALLAH ka Koi Khof nahi hai kaise log hain Zara khoofy khuda ni hai kya in k Dillon main😢| #Blast #Madina #shocking #heartbroken | #SaudiArabia,2016-07-04T18:29:19.000Z,Twitter for Android,3011057504,hi,#heartbroken,,,,
everyone,748766000338776073,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 9, 'quote_count': 1}",748766000338776073,@someuser yeh tumne kya kiyaa!| #HEARTBROKEN| Ab toh Niharika He Nahi Shreeradhe Bhi Aa Gyi Beech Mein :( http://someurl,2016-07-01T06:31:40.000Z,Twitter for Android,746330508565557248,hi,#heartbroken,"[{'type': 'quoted', 'id': '748748339605229569'}]",3052067586,,
everyone,747836187486846976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",747836187486846976,Jab deliver nahi karna hota TOU ORDER KYU LAITAY HAI. #grieving #heartbroken,2016-06-28T16:56:55.000Z,Twitter for Android,356377365,hi,#heartbroken,,,,
everyone,747376919809765376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",747376919809765376,#Messi - hota hai hota hai....bade bade desh-o-me aise choti choti bate hoti rehti hai .....#heartbroken #football,2016-06-27T10:31:57.000Z,Twitter Web Client,342596983,hi,#heartbroken,,,,
everyone,747079172737081345,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",747079172737081345,#Heartbroken.. Jana subko hai aik na aik din but agar aasay dhoom se janaza utthay or izzat se jaye toa kia baat hai http://someurl,2016-06-26T14:48:49.000Z,Twitter for Android,2602272098,hi,#heartbroken,"[{'type': 'quoted', 'id': '747076614572355585'}]",,,
everyone,746410473424297984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",746430137584001024,"@someuser sad situation! #heartbroken Allah aap sab ko apni aman main rakhay, Ameen!",2016-06-24T19:49:47.000Z,Twitter for Android,69754164,hi,#heartbroken,"[{'type': 'replied_to', 'id': '746410473424297984'}]",251060309,,
everyone,746232773350809601,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",746232773350809601,Kash k wu Pal hi na rahain| Jis Pal mai Nazar Wu na Aen :(| #Missing | #MissUFather| #heartbroken,2016-06-24T06:45:32.000Z,Twitter Web Client,746026929430667265,hi,#heartbroken,,,,
everyone,745948694130855936,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",745948694130855936,Ma QabaR Andheri Ma Jab GhabrAoon Gha Thanha .. #HEARTBROKEN  💔 .. CanT stop my tear .. RIP #Amjidsabri http://someurl,2016-06-23T11:56:42.000Z,Twitter for Android,3466380198,hi,#heartbroken,,,,
everyone,745896062272016384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",745896062272016384,"Kuch log raat me itne sad status daalte hain, lagta hai raat me dhokha khaya hai..!!| #ThursdayThoughts #sadlog #HappyLife #love #heartbroken",2016-06-23T08:27:33.000Z,TweetDeck,56993886,hi,#heartbroken,,,,
everyone,745105023286206465,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",745105023286206465,"हम ना पा सके तुझे मुदतो के चाहने के बाद ,| ओर कोई और बना लेना तुझे अपना चंद रसमे निभाने के बाद..| #HeartBroken | 💔💔💔",2016-06-21T04:04:15.000Z,Twitter for Android,2302914713,hi,#heartbroken,,,,
everyone,744727225816211457,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",744727225816211457,उस शख्स से मोहब्बत करना भी| हर रोज मरने के बराबर है😌😌| जिसे तुम्हारे होने या ना होने से | कोई फर्क नहीं पड़ता😞😞| #HeartBroken  💔,2016-06-20T03:03:01.000Z,Twitter for Android,2302914713,hi,#heartbroken,,,,
everyone,740585426029707265,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",740585426029707265,@someuser Main BADTAMEEZ meri aadat karabh hai.#lve❤ #HeartBroken #SayBadtameez #StillBadtameez #BeBadtameez http://someurl,2016-06-08T16:44:59.000Z,Twitter for Android,706062080323952640,hi,#heartbroken,,3308051342,,
everyone,740550392824487936,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",740550392824487936,वो बोलती रही मैं सुनता रहा| फिर कुछ य्नु हुआ की वो चुप हो गयी| और मैं रोता रहा।| #HeartBroken 😢,2016-06-08T14:25:47.000Z,Twitter for Android,148207537,hi,#heartbroken,,,,
everyone,738953918013542401,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738953918013542401,RIP MUHAMMAD ALI #TheGreatest #heartbroken http://someurl,2016-06-04T04:41:57.000Z,Twitter for iPhone,202039291,hi,#heartbroken,,,,
everyone,738438184258834433,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738438184258834433,@someuser janne do mr khan mujhe pyaar hojayega tumse phir se aur tumhein nai hoga mujhse phir se 😥#heartbroken,2016-06-02T18:32:37.000Z,Twitter for iPhone,3294796212,hi,#heartbroken,,101311381,,
everyone,737340730864226304,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",737340730864226304,Ayee_Sandraa #heartbroken #ouhwale,2016-05-30T17:51:44.000Z,Twitter for iPhone,863192826,hi,#heartbroken,,,,
everyone,735727625201582081,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",735727625201582081,"कुछ तो शराफत सीख ले ऐ मोहब्बत, | शराब से ..बोतल पे कम से कम लिखा तो है कि ;| मे जानलेवा हूँ #love #heartbroken #shayari #fact",2016-05-26T07:01:49.000Z,Twitter for Android,573423239,hi,#heartbroken,,,{'place_id': '7929cea6bd5b32bd'},
everyone,735355860935970816,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",735507806057598977,@someuser Mai to dekhuion gi but AVI wali shakseeyat nahi hai series may #HeartBroken,2016-05-25T16:28:20.000Z,Twitter Web Client,3736443912,hi,#heartbroken,"[{'type': 'replied_to', 'id': '735507638604156934'}]",2948784353,,
everyone,735500900245078018,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",735500900245078018,Pyaar ek parchayee kee Tarhaa Hotaa Hain.. Jaab taak Aap Issee Mehsooz Kartee hoon.. Shaam Koo Jatee Hain| | # Love #heartbroken #pyaareafzal,2016-05-25T16:00:54.000Z,Twitter for Android,57869912,hi,#heartbroken,,,,
everyone,734793225303527424,"{'retweet_count': 15, 'reply_count': 6, 'like_count': 31, 'quote_count': 0}",734793225303527424,Jo meri rooh ko chain de pyaar de💕💕 wo khushi bngye ho tum💕💕 zindagi ban gye ho tum..💕💕 #heartbroken 💔💔 #weluvu💕💕💟💞 http://someurl,2016-05-23T17:08:51.000Z,Twitter for Android,622647370,hi,#heartbroken,,,,
everyone,732677505249873921,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",732677505249873921,Poor Mugie... #heartbroken @someuser,2016-05-17T21:01:44.000Z,Twitter for Android,506410636,hi,#heartbroken,,,,
everyone,732501800922669057,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",732501800922669057,Hum video games khel rahay hain aur log hum say khel rahay hain..#trustbroken #heartbroken #professionalism,2016-05-17T09:23:33.000Z,Twitter for Android,32286160,hi,#heartbroken,,,,
everyone,732452673723604994,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",732452673723604994,Tum Laa-HasiL he sahii| Magar Muhabat tum he sy Hai <3| #heartbroken,2016-05-17T06:08:20.000Z,Twitter for Android,704079392,hi,#heartbroken,,,,
