lang,conversation_id,id,created_at,public_metrics,author_id,source,text,reply_settings,search_query,in_reply_to_user_id,geo,referenced_tweets
en,814954985112879106,814954985112879106,2016-12-30T22:03:04.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",21043118,Twitter for iPhone,Sleep time 😴wish my charger would work #annoyed,everyone,#annoyed,,,
en,814949980607746049,814949980607746049,2016-12-30T21:43:11.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",376967324,Twitter for iPhone,Im just trying to get to work in time to smoke a black because 🙄🙄🙄🙄 #annoyed,everyone,#annoyed,,,
en,814946970888454144,814946970888454144,2016-12-30T21:31:13.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",409289310,Twitter for iPhone,Why has my @someuser box only recorded half of #HarryPotterAndTheHalfBloodPrince last night?? I am so angry! Its not even on catch up #annoyed,everyone,#annoyed,,,
en,814945231770484736,814945231770484736,2016-12-30T21:24:18.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",786780579366735873,Twitter for iPhone,Universal parking button. #hazard #parking #annoyed #joke #funny #hahaha #happynewyear #2016 #car #universalmoments #ManicMonday http://someurl,everyone,#annoyed,,,
en,814942913826357249,814942913826357249,2016-12-30T21:15:06.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",155003378,Twitter for iPhone,My sister does not listen. 🙄😒 #annoyed,everyone,#annoyed,,{'place_id': '2b34df148a211c3e'},
en,814942757060014080,814942757060014080,2016-12-30T21:14:28.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",453449162,Twitter for iPhone,Ive decided being a grown-up sucks and I shouldve just bought a bicycle as opposed to a car! #annoyed,everyone,#annoyed,,,
en,814942469980819456,814942469980819456,2016-12-30T21:13:20.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2593482528,Twitter for iPhone,Why do I even ask people to do shit 🙄🙄 #annoyed,everyone,#annoyed,,,
en,814942367157551105,814942367157551105,2016-12-30T21:12:55.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",796244508614791169,Twitter for Windows,been for fucking ever since Ive been on #imback #annoyed #wtf #haveaniceday #ideas #thinking #chilling #thinkingaboutyou #pizza,everyone,#annoyed,,,
en,814936453495013377,814936453495013377,2016-12-30T20:49:25.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",187773902,Twitter for iPhone,Theres been really loud drilling going on all day in our apartment building. #annoyed,everyone,#annoyed,,,
en,814924809960296448,814924809960296448,2016-12-30T20:03:09.000Z,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",146188234,Twitter Web Client,@someuser  Can you tell me Why my iPhone 7 wont allow a video to be outputted prior to creating a movie. Just sits at 0% constant #annoyed,everyone,#annoyed,712857593530683392,,
en,814922147768438785,814922147768438785,2016-12-30T19:52:35.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",835179816,Twitter for iPhone,The followers are slipping away again. Dont see how this is fair 😢 #sad #upset #annoyed #irritated #typical,everyone,#annoyed,,,
en,814922066306576384,814922066306576384,2016-12-30T19:52:15.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",126411746,Twitter for Android,I dont like this foam soap...I wanna make my own lather #annoyed,everyone,#annoyed,,,
en,814921647065100290,814921647065100290,2016-12-30T19:50:35.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",43564363,Twitter for iPhone,@someuser might as well not have a phone because they never answer. #annoyed,everyone,#annoyed,17475575,,
en,814916598246952960,814916598246952960,2016-12-30T19:30:32.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",284373426,Twitter for iPhone,Rode a bus for 4 hours. Only to have my carpool be 2 hours late... #annoyed,everyone,#annoyed,,,
en,814851105477816321,814913897945763841,2016-12-30T19:19:48.000Z,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",631145268,Twitter for iPhone,"@someuser @someuser indeed, was for a present tomorrow, SD blaming @someuser but still wasted afternoon parking and petrol #annoyed",everyone,#annoyed,342908780,,"[{'type': 'replied_to', 'id': '814911924991393794'}]"
en,814913551051657217,814913551051657217,2016-12-30T19:18:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",797165800260046848,Instagram,So many reasons. #haiku #beach #annoyed #sucks #thissucks #newyear #lol #funny #meme #memes... http://someurl,everyone,#annoyed,,,
en,814906736473538560,814906736473538560,2016-12-30T18:51:20.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",733236614,Tweetings for Android,I like how half of my department called in today #annoyed #iwanttogohome,everyone,#annoyed,,,
en,814905787755728896,814905787755728896,2016-12-30T18:47:34.000Z,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",3298363385,Twitter for iPhone,"@someuser @someuser why am I on 4G, when I am connected to wifi? Been happening for months now and it drains my mobile data. #annoyed http://someurl",everyone,#annoyed,3309375033,,
en,814903191292772353,814903191292772353,2016-12-30T18:37:15.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",15150746,Twitter for iPhone,There are only two other people in the office today close to me and they are having a loud conversation. #StillNeedEarplugs #Really #Annoyed,everyone,#annoyed,,,
en,814902047770288128,814902047770288128,2016-12-30T18:32:42.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",197272739,Twitter for iPhone,The iPhone 7 is an accessories TRAP!!! #annoyed,everyone,#annoyed,,{'place_id': '1703b859c254a0f9'},
en,814896923475869696,814896923475869696,2016-12-30T18:12:21.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",330830587,Twitter for iPhone,Nothing irks my nerves more then ppl who try to have a 21 question convos w/ u even when give them 1 word answers. #leavemealone #annoyed,everyone,#annoyed,,,
en,814894814705709056,814894814705709056,2016-12-30T18:03:58.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",296437823,Twitter for iPhone,@someuser Sarah on tonights pointless said York St Johns...| Its York St John. From a graduate of York St John. #annoyed,everyone,#annoyed,269882698,{'place_id': '18254280149d518a'},
en,814894053385011200,814894053385011200,2016-12-30T18:00:56.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",137738168,Twitter for Android,@someuser been stuck on a train 4 nearly 40 mins delayed coming into London bridge #whatajoke should of stuck with southern rail #annoyed,everyone,#annoyed,361312721,,
en,814893100325863428,814893100325863428,2016-12-30T17:57:09.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",490599122,Twitter for iPhone,@someuser Great service as always....#housewarming #annoyed #effort #badpresent http://someurl,everyone,#annoyed,110647540,,
en,814891602984443905,814891602984443905,2016-12-30T17:51:12.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",32226095,Twitter for iPhone,"Why do people chomp on their gum? Like its not food, if you hungry, eat. You cant digest gum and youre not a horse 🙄 #annoyed http://someurl",everyone,#annoyed,,,
en,814890492508966912,814890492508966912,2016-12-30T17:46:48.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",414113293,Twitter for Android,Finna switch my phone off #annoyed 📴📳📵📴📳📵💯🙏🍻🍺🔜🍻🍺🍻🍺,everyone,#annoyed,,,
en,814889685059305473,814889685059305473,2016-12-30T17:43:35.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4912606332,Twitter Web Client,@someuser What is the secret to getting into contact with ANYONE in sales? #annoyed,everyone,#annoyed,712857593530683392,,
en,814885773279449088,814885773279449088,2016-12-30T17:28:02.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",74593733,Twitter Web Client,when your office mates asked you what you are eating for lunch because they smell your food!!  #annoyed #mindyourownbusiness #dontjudge,everyone,#annoyed,,,
en,814882540960022528,814882540960022528,2016-12-30T17:15:12.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2938652679,Twitter Web Client,Just got a robo telemarketing call from 704-815-3703 that violated TCPA.  Would love to know what company owns that number.  #annoyed,everyone,#annoyed,,,
en,814881911961165827,814881911961165827,2016-12-30T17:12:42.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",1531040276,Twitter Web Client,booking id HTLRJ6W37K @someuser #annoyed #customerservice by TANVEER i want 2 raise complaint. giving wrong information #dissapointed,everyone,#annoyed,,,
en,814876793626730496,814876793626730496,2016-12-30T16:52:21.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",744823731348877312,Twitter Web Client,Things we may not be aware that may #annoyed your #friends #Verbal http://someurl,everyone,#annoyed,,,
en,814873780484972544,814873780484972544,2016-12-30T16:40:23.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",77635866,Twitter for Android,Definitely over today already. #annoyed,everyone,#annoyed,,,
en,814864563942395905,814864563942395905,2016-12-30T16:03:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",172630080,Twitter for iPhone,"When youre putting your weight on the handle bars of a cardio machine, you arent working anything out #Annoyed",everyone,#annoyed,,,
en,814862457084768256,814862457084768256,2016-12-30T15:55:23.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",735613933,Twitter for Android,Love @someuser but ended up walking out due to nobody taking our order for 30 mins. Restaurant empty too. #annoyed,everyone,#annoyed,,,
en,814854132150304768,814854132150304768,2016-12-30T15:22:19.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",33821259,Twitter for iPhone,@someuser why are all the stores out of gingerbread lattes?  #annoyed #pissed,everyone,#annoyed,30973,,
en,814850866184355840,814851132669493248,2016-12-30T15:10:23.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",30241050,Twitter for iPhone,"@someuser this guy hit my car on Thursday, so now Im in the process of getting an estimate and getting it fixed. 🙄🙄🙄🙄 #annoyed",everyone,#annoyed,735723609650429952,,"[{'type': 'replied_to', 'id': '814850939601518592'}]"
en,814845918801522688,814845918801522688,2016-12-30T14:49:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",444024616,Twitter for Android,A life lived fake is not a life lived at all #annoyed,everyone,#annoyed,,,
en,814844576733216768,814844576733216768,2016-12-30T14:44:20.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",43529438,Twitter for iPhone,Im about to drop my car off and waiting to hear if Ill get a rental. Wouldnt be so bad if I didnt work or have things to do. #annoyed,everyone,#annoyed,,,
en,814842646568968192,814842646568968192,2016-12-30T14:36:40.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2845794997,twittbot.net,lamington iz nerd also luv suETNA GET OFF MY COMPUTER #VERY #ANNOYED,everyone,#annoyed,,,
en,814838824719306752,814838824719306752,2016-12-30T14:21:29.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",873746737,Twitter for iPhone,@someuser sent me wrong shoes and the correct ones are now out of stock 😭😭😭😩😩#annoyed #sadface,everyone,#annoyed,149123728,,
en,814836245381705728,814836245381705728,2016-12-30T14:11:14.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",477288141,Twitter for iPhone,"I say it doesnt bother me, but in reality its killing me. Im so sick of hiding my real feelings to protect people. #annoyed #irate",everyone,#annoyed,,,
en,814835450749845504,814835450749845504,2016-12-30T14:08:05.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2287275824,Twitter for iPhone,Seriously @someuser @someuser I have tried signing into Starbucks for life 7x & keep getting right back 2 the sign in!! #annoyed,everyone,#annoyed,,,
en,814833831605891072,814833831605891072,2016-12-30T14:01:38.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",374687936,Twitter for iPhone,Why does something always have to go wrong with student loans.... #annoyed,everyone,#annoyed,,,
en,814831512856199169,814831512856199169,2016-12-30T13:52:26.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",800926585876578304,Twitter for Android,When its allergy season and your just now starting to deal with the symptoms #annoyed #goawayallergies,everyone,#annoyed,,,
en,814825415210516480,814825415210516480,2016-12-30T13:28:12.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",14827615,Twitter for iPhone,My mood today. #annoyed #goldengirls 😒 http://someurl,everyone,#annoyed,,{'place_id': '5c62ffb0f0f3479d'},
en,814819695861833729,814819695861833729,2016-12-30T13:05:28.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",598513379,Twitter for iPhone,When the  @someuser driver tries delivering to the wrong address despite them having the correct address and postcode. #annoyed,everyone,#annoyed,,,
en,814816354121502724,814816354121502724,2016-12-30T12:52:12.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3011392273,Mobile Web (M2),Kante staff sa @someuser ase bereki today #annoyed clothes all over,everyone,#annoyed,,,
en,814816189117440001,814816189117440001,2016-12-30T12:51:32.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",164690526,Twitter for Windows,Net.... youre being such a pain in the arse tonight?! #Annoyed,everyone,#annoyed,,,
en,814810430346502144,814810430346502144,2016-12-30T12:28:39.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",168995822,Twitter for iPhone,@someuser ordered a 3 pack of screen protectors only 1 arrived and you can only refund via web site I just want the other two #annoyed,everyone,#annoyed,85741735,{'place_id': '694671c7778b3e4c'},
en,814809451232432128,814809451232432128,2016-12-30T12:24:46.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",318502304,Twitter for iPad,#FridayFeeling| Im #annoyed as I needed to wake up earlier to take my pills ☹️🤕🤒💤💊,everyone,#annoyed,,,
en,814783249725739008,814783249725739008,2016-12-30T10:40:39.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1433559331,Twitter for iPhone,#Love the one youre with (sometimes through gritted teeth) #ValentinesDay #bae  #annoyed #lovehate #etsyuk http://someurl,everyone,#annoyed,,,
en,814781784466620418,814781784466620418,2016-12-30T10:34:49.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2332293895,Twitter for Android,@someuser need to cancel my membership can I email you as phoned & got disconnected when somebody was trying to transfer the call #annoyed,everyone,#annoyed,20307371,,
en,814780882296795136,814780882296795136,2016-12-30T10:31:14.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",870806786,Twitter for iPhone,I didnt do anything to you. You did it to me. So if anything I should be the one blocking you! #annoyed,everyone,#annoyed,,{'place_id': '1c7fc1369e419742'},
en,814776889734729729,814780646052732928,2016-12-30T10:30:18.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",20280178,Tweetbot for iΟS,@someuser Nightmare my Apple Pay gave me an address error then they were gone... #annoyed,everyone,#annoyed,812005330926174209,,"[{'type': 'replied_to', 'id': '814776889734729729'}]"
en,814778022922358784,814778022922358784,2016-12-30T10:19:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1478512080,Twitter for Android,That 3 hour phone call was great until he pissed me the fuck off at the end. #annoyed 😒,everyone,#annoyed,,,
en,814760272275664896,814760272275664896,2016-12-30T09:09:21.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",812572754511806464,Twitter for iPhone,Being happy shouldnt have to be this hard. | #smh #annoyed #wtf,everyone,#annoyed,,,
en,814759607671193600,814759607671193600,2016-12-30T09:06:42.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2616296756,Twitter for iPad,The best thing to do to prevent irrational doing is to sleep it off #annoyed,everyone,#annoyed,,,
en,814757944604565504,814757944604565504,2016-12-30T09:00:06.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",799854361186709505,Twitter for iPhone,"Frustrated. That is all.| | ...oh, and #annoyed and #tired! | | Also did I mention #frustrated?! | | #goteggs?| | @someuser #pokemonNO 🤔",everyone,#annoyed,,,
en,814744240647454720,814744240647454720,2016-12-30T08:05:38.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",62422375,Twitter for iPhone,Ive never come first to you #needy #annoyed,everyone,#annoyed,,,
en,814738890661699584,814738890661699584,2016-12-30T07:44:23.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3318180460,Twitter for iPhone,Id really like to go to bed now 🙄#annoyed,everyone,#annoyed,,,
en,814735672296632320,814735672296632320,2016-12-30T07:31:35.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1085151469,Twitter for iPhone,"Dude, if youre playing Horde, play Horde. Dont start a match and be afk or quit out. #GearsofWar4 #Gaming #annoyed #horde",everyone,#annoyed,,,
en,814729019073630208,814729019073630208,2016-12-30T07:05:09.000Z,"{'retweet_count': 11, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",198754406,Hootsuite,"When people visit your house, and their kids screw around and shut off the heat! Finding out at 1:30AM!  #WTF 😠 #annoyed #visitor #problems",everyone,#annoyed,,,
en,814725991436320769,814725991436320769,2016-12-30T06:53:07.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",613148004,Twitter for iPhone,Has to resubscribe to @someuser (a channel I watch daily might I add) because @someuser has yet to fix the subscription glitch.| #annoyed 😒😤,everyone,#annoyed,,,
en,814721850844545024,814721850844545024,2016-12-30T06:36:40.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1146721764,Twitter for iPhone,What Id do to go back in fucking time #annoyed #pissed #GetMeOuttaHere,everyone,#annoyed,,,
en,814682624291643392,814715655370915840,2016-12-30T06:12:03.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2557895580,Mobile Web (M2),@someuser #annoyed at family. I have given more money than I will ever see again,everyone,#annoyed,7025662,,"[{'type': 'replied_to', 'id': '814682624291643392'}]"
en,814710631312097281,814710631312097281,2016-12-30T05:52:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",124090688,Twitter for iPhone,"You wont always love your sister all the time, thats a fact 🙄 #annoyed",everyone,#annoyed,,,
en,814698100791119872,814706810598916096,2016-12-30T05:36:54.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1538144610,Twitter for iPhone,@someuser The most pissed #annoyed,everyone,#annoyed,867277687,,"[{'type': 'replied_to', 'id': '814698100791119872'}]"
en,814702635425169408,814702635425169408,2016-12-30T05:20:19.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",800819409501700096,Twitter for iPad,How am I suppose to get 8 more #Donuts #candycrush if it not given to me #annoyed http://someurl,everyone,#annoyed,,,
en,814697242930147328,814697242930147328,2016-12-30T04:58:53.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",793222335918637056,Twitter for Android,"Im so mad at the big noodle. I brought her a lovely dinner nice giant rat. She murdered it quickly it screamed, she wont eat it. #annoyed",everyone,#annoyed,,,
en,814697185988280320,814697185988280320,2016-12-30T04:58:40.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",154314634,Twitter Web Client,Wow ok I will def not get used to this at all lol Im #annoyed,everyone,#annoyed,,,
en,814696331700797440,814696331700797440,2016-12-30T04:55:16.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",16457598,Twitter for iPhone,Tryna flat iron my hair but some little girl wont go to sleep #annoyed,everyone,#annoyed,,,
en,814696021259407360,814696021259407360,2016-12-30T04:54:02.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",174844539,Tweetbot for iΟS,Still waiting on my ride 🙄🙄 #annoyed,everyone,#annoyed,,,
en,814688620187709440,814688620187709440,2016-12-30T04:24:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",814339909699911682,Twitter for Android,"I have a dozen questions running around in my head, but Im pretty sure I wont like the answers. #OverThinking #annoyed",everyone,#annoyed,,,
en,814688387340890112,814688387340890112,2016-12-30T04:23:42.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2401781779,Twitter for iPhone,Its so windy that the mail slot on our door keeps opening.. why do we have a mail slot..  💨💨🚪📩📮 #annoyed,everyone,#annoyed,,,
en,814686123142377472,814686123142377472,2016-12-30T04:14:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",626825525,Twitter for iPhone,A FUCKING NNOYED #annoyed 😡😡,everyone,#annoyed,,,
en,814682169893191680,814682169893191680,2016-12-30T03:59:00.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",423756397,Twitter for Android,Current mood: 😑😬 #annoyed,everyone,#annoyed,,,
en,814680052461924352,814680052461924352,2016-12-30T03:50:35.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",14410597,TweetList!,"Kiddo woke up crying, husbands solution was that I put her back to bed even though I put her to bed in the first place. #Annoyed",everyone,#annoyed,,,
en,814679704485687299,814679704485687299,2016-12-30T03:49:12.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",258771399,Twitter for iPhone,Cant wait to be in a position of power and show these people how the job is actually supposed to be done. #Annoyed #BitchWork #NotFun,everyone,#annoyed,,,
en,814667993393180672,814667993393180672,2016-12-30T03:02:40.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",126994889,Twitter Web Client,@someuser #annoyed #cathaypacific #stillinhongkong #lifewelltraveled| Cathay Airline no longer has the best services. Delay & no apology,everyone,#annoyed,16898427,,
en,814667061779726336,814667061779726336,2016-12-30T02:58:57.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",239705040,Twitter for iPhone,I really need to figure sumn out #annoyed,everyone,#annoyed,,,
en,814665469315710976,814665469315710976,2016-12-30T02:52:38.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",405364915,Twitter for iPhone,"Dear Apple,| Please come out with a new iPhone update so my phone will quit restarting when I need it the most.| Thank you. #apple #annoyed",everyone,#annoyed,,,
en,814662876631891968,814662876631891968,2016-12-30T02:42:20.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",34786775,Twitter for Android,I love when you call someone to ask a question & they talk to you like youre dumb. This is your job. Go home. 😠😠😠 #sarcastictweet #annoyed,everyone,#annoyed,,{'place_id': '3b98b02fba3f9753'},
en,814660929224921089,814660929224921089,2016-12-30T02:34:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",41919484,Twitter for Android,Im so over this and listening to it over the stupidest things. #annoyed im ready to leave.,everyone,#annoyed,,,
en,814659724314603526,814659724314603526,2016-12-30T02:29:48.000Z,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",612083389,Twitter for Android,Stop posting on my wall @someuser ... Ive already did the steps you told me!!! #annoyed,everyone,#annoyed,,,
en,814659638234746880,814659638234746880,2016-12-30T02:29:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781468844,Twitter for iPhone,My brother irritates me when he drives 🙄 like nigga wtf are you doing and youre driving the speed limit #annoyed,everyone,#annoyed,,,
