reply_settings,conversation_id,public_metrics,id,text,created_at,source,author_id,lang,search_query,referenced_tweets,geo,in_reply_to_user_id
everyone,806106081978093568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",806106081978093568,"Sint is de deur uit, de kerstboom kan erin! Nog even en het is tijd voor Kerstklaas! #christmas #lights #fantastic #winter #snowing #piek http://someurl",2016-12-06T12:00:41.000Z,Twitter Web Client,785075441019355136,nl,#fantastic,,,
everyone,805478406439714817,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805478406439714817,Open #katuoji #lightup #fantastic #dharma #fallcolors #temple #japan #osaka http://someurl,2016-12-04T18:26:31.000Z,Instagram,116528736,nl,#fantastic,,,
everyone,804448216112431104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804448216112431104,#fantastic 4 nude teens moaning in sex http://someurl,2016-12-01T22:12:55.000Z,Twitter Web Client,180361850,nl,#fantastic,,,
everyone,804075931346366464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804075931346366464,#fantastic #terrific .... t doet me ergens toch een beetje aan onze @someuser denken. http://someurl,2016-11-30T21:33:35.000Z,Twitter Web Client,293505254,nl,#fantastic,"[{'type': 'quoted', 'id': '804027413609017344'}]",,
everyone,803598297365553152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803965370096873472,@someuser dat zou #FANtastic zijn!  #FantasticBeastsAndWhereToFindThem,2016-11-30T14:14:15.000Z,Twitter for Android,56286763,nl,#fantastic,"[{'type': 'replied_to', 'id': '803598297365553152'}]",,255491857
everyone,803684392170307584,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803684392170307584,RT @someuser #Fantastic #friendship BE-NL http://someurl,2016-11-29T19:37:45.000Z,Twitter for iPhone,93606523,nl,#fantastic,"[{'type': 'retweeted', 'id': '803681404253040640'}]",,
everyone,803681404253040640,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803681404253040640,#Fantastic #friendship BE-NL http://someurl,2016-11-29T19:25:53.000Z,Twitter for iPhone,2242430570,nl,#fantastic,"[{'type': 'quoted', 'id': '803670197458505728'}]",,
everyone,800470452577665024,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",800470452577665024,Als ik dit geweten had @someuser was ik wel naar #fantastic beasts geweest. Trein stopte niet op #bijlmer.,2016-11-20T22:46:42.000Z,Twitter for iPhone,35773694,nl,#fantastic,,,
everyone,800125966047674368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",800125966047674368,"Enorm genoten van heerlijke #film: #Fantastic #Beasts and Where To Find Them. Fantasie, humor, moraal. Real J.K.#Rowling. Absolute #aanrader http://someurl",2016-11-19T23:57:50.000Z,Twitter for iPhone,241680872,nl,#fantastic,,,
everyone,797003641504890880,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",797003641504890880,"Spannend uitkijken naar deze http://someurl nog spannender, een date vinden tegen dinsdag. #avantpremiere @someuser #fantastic",2016-11-11T09:10:50.000Z,Twitter for iPhone,108073240,nl,#fantastic,,,
everyone,795231365071601664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",795231365071601664,@someuser Eindelijk iemand die nét zo goed is....! #fantastic http://someurl,2016-11-06T11:48:26.000Z,Twitter for Android,838016551,nl,#fantastic,,{'place_id': '7eb719684985100c'},39985029
everyone,792692169488334848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",792692169488334848,Het was echt een fantastische ervaring! | #Tunnelrun #Charity #ToonHermans #Unicef #Fun #Fantastic,2016-10-30T11:38:35.000Z,Facebook,1402597802,nl,#fantastic,,,
everyone,790188963717939200,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",790188963717939200,RT @someuser Supeerrrrbbb cuteeeesstt ❤❤😍 #jisoo #지수 #kimjisoo #김지수 #parksiyeon #박시연 #fantastic #판타스틱 ✨❤❤ http://someurl,2016-10-23T13:51:44.000Z,Twitter for iPad,4747662124,nl,#fantastic,"[{'type': 'retweeted', 'id': '790188039230283776'}]",,
everyone,790188039230283776,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",790188039230283776,Supeerrrrbbb cuteeeesstt ❤❤😍 #jisoo #지수 #kimjisoo #김지수 #parksiyeon #박시연 #fantastic #판타스틱 ✨❤❤ http://someurl,2016-10-23T13:48:04.000Z,Twitter for Android,282456075,nl,#fantastic,,,
everyone,788826467669008384,"{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",788826467669008384,"RT @someuser Met mijn @someuser op de rug over de top van de Annapurna-pass 5416m, na koude nacht op 5100m. #afzien #Fantastic http://someurl",2016-10-19T19:37:40.000Z,Twitter for iPhone,181896612,nl,#fantastic,"[{'type': 'retweeted', 'id': '788048739512360960'}]",,
everyone,788048739512360960,"{'retweet_count': 9, 'reply_count': 4, 'like_count': 57, 'quote_count': 2}",788048739512360960,"Met mijn @someuser op de rug over de top van de Annapurna-pass 5416m, na koude nacht op 5100m. #afzien #Fantastic http://someurl",2016-10-17T16:07:15.000Z,Twitter for Android,247375470,nl,#fantastic,,,
everyone,786680759931265024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",786680759931265024,Floortje Dessing wint Gouden Televizier-Ring /via @someuser #congratulations #Floortje #fantastic @someuser  http://someurl,2016-10-13T21:31:23.000Z,Twitter for iPad,186761703,nl,#fantastic,,,
everyone,786250365905866752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",786250365905866752,...:::#News #Fantastic #Trance #Music :::... Sneijder - Resolute (Shugz Remix) [Teaser] @someuser http://someurl,2016-10-12T17:01:09.000Z,Hootsuite,229276807,nl,#fantastic,,,
everyone,785484499232624641,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",785484499232624641,Sitges engancha. Sitges hooks you #sitges2016 #startrek #scifi #fantastic #horror #movies http://someurl,2016-10-10T14:17:52.000Z,Twitter for Android,2218511106,nl,#fantastic,,,
everyone,782535661203124224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",782535661203124224,Woopwoop @someuser @someuser #GreatDrive #Fantastic #BrandsHatch #BTCC 🏁,2016-10-02T11:00:15.000Z,Twitter for iPhone,19618687,nl,#fantastic,,{'place_id': '61f1fbf05a80c2ee'},
everyone,782121097844125696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",782121097844125696,Harry redknapp dodgy??? Noooo!! #fantastic #bobbyzamorwa,2016-10-01T07:32:55.000Z,Twitter for Android,167694934,nl,#fantastic,,,
everyone,781895864876986369,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",781895864876986369,Yeah! Volgende week mogen de #teachers de #music kiezen op @someuser ! #Fantastic #wewillrockyou,2016-09-30T16:37:55.000Z,Twitter for Android,554948648,nl,#fantastic,,,
everyone,780872080132833280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780872080132833280,In Londen voor #sofitelsaintjames #laparisienne #expo #fantastic http://someurl,2016-09-27T20:49:46.000Z,Instagram,103387029,nl,#fantastic,,,
everyone,780724525851893760,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",780724525851893760,Dag 2 er alweer opzitten! Morgen dagje vrij en dan nog 2 daagjes en dan weer weekend! #fantastic!,2016-09-27T11:03:26.000Z,Twitter for Android,174719798,nl,#fantastic,,,
everyone,779499258416209920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779499258416209920,Genk ladies 😄😄 #Fantastic http://someurl,2016-09-24T01:54:40.000Z,Twitter for Android,2275210291,nl,#fantastic,,,
everyone,778502416249589760,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",778504883427246080,"“@someuser Eindelijk! Grijs gesmoord in wasserstrich, flensburger formaat. Prachtig toch?! http://someurl #fantastic!",2016-09-21T08:03:22.000Z,Twitter for iPad,27844427,nl,#fantastic,"[{'type': 'replied_to', 'id': '778502416249589760'}]",,257425674
everyone,778086063680225281,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",778086063680225281,Alleen http://someurl #teens #tattoos #fantastic #мимими #leicester #birkin,2016-09-20T04:19:08.000Z,MEGAPO.ST,2839132922,nl,#fantastic,,,
everyone,777171597509685249,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",777171597509685249,#fantastic #acoustic #stadshal #stadgent #au-de-gand @ Stadshal van Gent http://someurl,2016-09-17T15:45:22.000Z,Instagram,228303933,nl,#fantastic,,"{'coordinates': {'type': 'Point', 'coordinates': [3.72433532, 51.05391981]}, 'place_id': '67687709552688fe'}",
everyone,776771270042062848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",776771270042062848,http://someurl via @someuser| | Yes I can!  #fantastic  als je iets heel graag wilt zijn er geen grenzen!  #powerwithinyourself,2016-09-16T13:14:37.000Z,Mobile Web,464988465,nl,#fantastic,,,
everyone,775736780410777601,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",775736780410777601,RT @someuser #fantastic #photo vanfrot #Dalkey #harbour #DalkeyIsland #beautiful #beachday #ocean #beauty... http://someurl,2016-09-13T16:43:55.000Z,Twitter for Android,529889604,nl,#fantastic,"[{'type': 'retweeted', 'id': '775735605376405504'}]",,
everyone,775735605376405504,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",775735605376405504,#fantastic #photo vanfrot #Dalkey #harbour #DalkeyIsland #beautiful #beachday #ocean #beauty... http://someurl,2016-09-13T16:39:15.000Z,Instagram,2291200173,nl,#fantastic,,"{'coordinates': {'type': 'Point', 'coordinates': [-6.0934717, 53.27474541]}, 'place_id': '723427e351a01e72'}",
everyone,775239097384329216,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",775239516349136896,"@someuser Niet je dunk opbouwen, we zien vanavond wel wie er heeft gewonnen voornu alleen nog speculaties #BULLETPROOF vs #FANTASTIC",2016-09-12T07:47:58.000Z,Twitter for iPhone,4484132500,nl,#fantastic,"[{'type': 'replied_to', 'id': '775239299776253952'}]",,715624000945274880
everyone,774026584219004928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",774026584219004928,#Fantastic: #Watch #Now 4 #FREE: Natuur op 2: Hidden IIndia http://someurl #Nature #Wildife #Travel #Documentary via @someuser,2016-09-08T23:28:13.000Z,Linkis: turn sharing into growth,32189808,nl,#fantastic,,,
everyone,773933757271343104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",773933757271343104,http://someurl #fantastic Wij hebben er ook aan meegeholpen met café waldis Delft,2016-09-08T17:19:21.000Z,Twitter for Android,105920014,nl,#fantastic,,,
everyone,773069112444653568,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",773069112444653568,"RT @someuser Sunset in Interlaken, Switzerland.| | #fantastic http://someurl",2016-09-06T08:03:33.000Z,Twitter for iPhone,308624008,nl,#fantastic,"[{'type': 'retweeted', 'id': '773065206452944896'}]",,
everyone,773065206452944896,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",773065206452944896,"Sunset in Interlaken, Switzerland.| | #fantastic http://someurl",2016-09-06T07:48:02.000Z,Twitter for iPad,406331998,nl,#fantastic,,,
everyone,772766455871967232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",772766455871967232,Die zal geen koppijn hebben 😂 #streetanimation #fantastic #rome🇮🇹 http://someurl,2016-09-05T12:00:55.000Z,Instagram,389639963,nl,#fantastic,,,
everyone,772147125564080133,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",772147125564080133,What an epic #ride met mijn (echte) broer: vantpatje #fantastic #triumph #bonneville #kawasaki... http://someurl,2016-09-03T18:59:55.000Z,Instagram,121740067,nl,#fantastic,,,
everyone,771424444946538496,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",771424444946538496,Zo meteen in @someuser #Captain #Fantastic! Première !!! #Amersfoort,2016-09-01T19:08:14.000Z,Twitter for iPhone,114805247,nl,#fantastic,,,
everyone,771336643299147776,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",771336643299147776,RT @someuser @someuser #ginenjonnie #fantastic #gin sjimmieshaker #tasting #ginlovers #zwolle binnenkort ook... http://someurl,2016-09-01T13:19:21.000Z,Twitter for iPhone,127342372,nl,#fantastic,"[{'type': 'retweeted', 'id': '771322653416181760'}]",,
everyone,771322653416181760,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",771322653416181760,@someuser #ginenjonnie #fantastic #gin sjimmieshaker #tasting #ginlovers #zwolle binnenkort ook... http://someurl,2016-09-01T12:23:45.000Z,Instagram,3406841907,nl,#fantastic,,,127342372
everyone,771301696295370752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",771301696295370752,"#CirqueDuSoleil #Kooza #fantastic #sydney w/ Leon (@ Cirque du Soleil KOOZA in Moore Park, NSW) http://someurl",2016-09-01T11:00:29.000Z,Foursquare,8911512,nl,#fantastic,,"{'coordinates': {'type': 'Point', 'coordinates': [151.227335, -33.893983]}, 'place_id': '0073b76548e5984f'}",
everyone,769547256940953600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",769817844423004160,"@someuser #123SPA   1. VERSTAPEN,   2. ROSBERG,   3. VETTEL   #123SPAR #FANTASTIC",2016-08-28T08:44:11.000Z,Twitter for Android,92509402,nl,#fantastic,"[{'type': 'replied_to', 'id': '769547256940953600'}]",,86740435
everyone,769801694884552704,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",769801694884552704,http://someurl| Iets met legendarische momenten. Deze kan al vast bijgeschreven worden in de geschiedenisboeken! #Fantastic!! 😄,2016-08-28T07:40:00.000Z,Twitter Web Client,1105595784,nl,#fantastic,,,
everyone,769233390260420608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",769233390260420608,#AaronKwok aaronkwokxx #郭富城舞林密碼世界巡迴演唱會2016香港站 #小美 #第六晚 #冇人能及 sunnywongdance super #fantastic... http://someurl,2016-08-26T18:01:46.000Z,Instagram,1645707097,nl,#fantastic,,,
everyone,768813343889092608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",768813343889092608,Heb jij al kaartjes gekocht?| #music #venues #singersongwriter #september #fantastic #new #first http://someurl,2016-08-25T14:12:39.000Z,Instagram,115793315,nl,#fantastic,,,
everyone,768369333504471041,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",768369333504471041,"Nee!! Wilders refereer aan zelfde foto, noemt m #fantastic! #partijvoordevrijheid voor iedereen die hetzelfde is.. http://someurl",2016-08-24T08:48:19.000Z,Twitter for iPhone,90608882,nl,#fantastic,"[{'type': 'quoted', 'id': '768340589804916736'}]",,
everyone,768087160142651392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",768087160142651392,mathieuklaassen|  http://someurl | Our #fantastic and #passionate #Ambassador in #Breda... http://someurl,2016-08-23T14:07:04.000Z,Instagram,1186825788,nl,#fantastic,,,
everyone,766717107488886784,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",767790333564452864,@someuser heb je ook de docu gezien searching forthe wrong eyed Jesus? Dat is een soortgelijke roadtrip http://someurl #fantastic,2016-08-22T18:27:35.000Z,Twitter for Android,531093001,nl,#fantastic,"[{'type': 'replied_to', 'id': '766717107488886784'}]",,16808568
everyone,767058246637064192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",767058246637064192,Geweldig toernooi @someuser Jullie mogen zeer trots zijn op jullie prestaties! <3 #superfan #proud #fantastic http://someurl,2016-08-20T17:58:31.000Z,Twitter Web Client,144532529,nl,#fantastic,"[{'type': 'quoted', 'id': '767056692303519744'}]",,
everyone,766304145158512640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",766304145158512640,PV Sindhu Electric #Energy #Fantastic,2016-08-18T16:02:00.000Z,Twitter Web Client,106760155,nl,#fantastic,,,
everyone,765557034569895936,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",765557034569895936,@someuser #Fantastic #Congrats Adam van Koeverden wins B final in last-ever Olympic kayak race http://someurl,2016-08-16T14:33:15.000Z,Twitter Web Client,168166660,nl,#fantastic,,,112815157
everyone,765380992836042752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",765380992836042752,Wat een fantastisch natuurpark! #brycecanyon #brycecanyonnationalpark #dutch #fantastic... http://someurl,2016-08-16T02:53:43.000Z,Instagram,301475549,nl,#fantastic,,,
everyone,764159643627167745,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",764159643627167745,RT @someuser: Als een Chinese een WR loopt op 10.000m is het meteen verdacht. Als een Ethiopische nog 14 seconden beter doet vindt m...,2016-08-12T18:00:31.000Z,Twitter for Android,2847838805,nl,#fantastic,"[{'type': 'retweeted', 'id': '764158960932884480'}]",,
everyone,764158960932884480,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",764158960932884480,Als een Chinese een WR loopt op 10.000m is het meteen verdacht. Als een Ethiopische nog 14 seconden beter doet vindt men dat #fantastic!,2016-08-12T17:57:48.000Z,Twitter for iPhone,14169849,nl,#fantastic,,{'place_id': '283c97be3e13f22f'},
everyone,762747638408159232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",762747638408159232,Et bravo @someuser 😅 wel verdiend ! #teambelgium #rio2016 #fantastic #supportersofyourlife 👏🏼👏🏼🎉👏🏼👏🏼,2016-08-08T20:29:42.000Z,Twitter for iPhone,83428678,nl,#fantastic,,,
everyone,762747194751479808,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",762747194751479808,RT @someuser Congrats Tom Daley & Daniel Goodfellow. Bronze medals.  #fantastic😊,2016-08-08T20:27:57.000Z,Twitter for Android,1373166841,nl,#fantastic,"[{'type': 'retweeted', 'id': '762743345940692992'}]",,
everyone,762743345940692992,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",762743345940692992,Congrats Tom Daley & Daniel Goodfellow. Bronze medals.  #fantastic😊,2016-08-08T20:12:39.000Z,Twitter for Android,1373122321,nl,#fantastic,,,
everyone,762581451099344896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",762581451099344896,A #fantastic #placetobe. 👌🏻☀️🇨🇭 | #lenkerhof #lenk #lenkimsimmental #hotelview @ Lenkerhof... http://someurl,2016-08-08T09:29:20.000Z,Instagram,90453054,nl,#fantastic,,,
everyone,762389149689217025,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",762389149689217025,Niet normaal die @someuser op vloer! #fantastic #gymnastics #Olympics2016,2016-08-07T20:45:12.000Z,Twitter for Android,194195855,nl,#fantastic,,,
everyone,760655257340968961,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",760655257340968961,KEREN #Agnez #Mo #Feat #Judika #Konser #Fantastic #Four #RCTI Leicester http://someurl,2016-08-03T01:55:20.000Z,neojurnal2016,1331339334,nl,#fantastic,,,
everyone,759768603369562112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",759768603369562112,Oh wauw #wine #DIY #fantastic http://someurl,2016-07-31T15:12:05.000Z,Twitter for Android,3243214113,nl,#fantastic,"[{'type': 'quoted', 'id': '759756505658822656'}]",,
everyone,758619765371990017,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",758619765371990017,VLIEGVAKANTIESTUNTER http://someurl #geweldig #fantastisch #fantastic #beautiful #tickets #reis #reizen #flight #vlucht,2016-07-28T11:07:01.000Z,Twitter for iPhone,722910214970683395,nl,#fantastic,,,
everyone,758017901362352130,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",758017901362352130,Zamar Band #GW2016 omG #Fantastic,2016-07-26T19:15:25.000Z,Twitter for Android,111059007,nl,#fantastic,,,
everyone,757108886033817600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",757108886033817600,Genieten #Luberon #Murs #fantastic http://someurl,2016-07-24T07:03:19.000Z,Hootsuite,86946111,nl,#fantastic,,,
everyone,756074503512481793,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",756074503512481793,deals being done today paaaa....wijnaldum and gotze..#fantastic,2016-07-21T10:33:03.000Z,Twitter Web Client,222048096,nl,#fantastic,,,
everyone,753965820515090433,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",753965820515090433,#fantastic #blimey hee hee :) #gardens #gardening http://someurl,2016-07-15T14:53:54.000Z,Twitter Web Client,751420153942904832,nl,#fantastic,"[{'type': 'quoted', 'id': '753940764095381505'}]",,
everyone,752843591270236160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",752844449361829888,@someuser Binnan Ben #mournes #fantastic,2016-07-12T12:37:58.000Z,Twitter for iPhone,1349473832,nl,#fantastic,"[{'type': 'replied_to', 'id': '752843591270236160'}]",,711503193
everyone,751798908033064960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",751798908033064960,De reclameman in mij denkt vaker: Waarom heeft .@someuser nog niks met het woord #fantastic gedaan? #opendeur,2016-07-09T15:23:22.000Z,Twitter for iPad,25902672,nl,#fantastic,,,
everyone,751797739764219904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",751797739764219904,"Wauw! @someuser go, go, gooo! #1 #TDF2016 #fantastic #nosadle http://someurl",2016-07-09T15:18:43.000Z,Twitter for iPhone,2973183861,nl,#fantastic,,,
everyone,751765666009612289,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",751765666009612289,BORGHETTO VR @someuser @someuser @someuser @someuser @someuser #crazysummer #FANTASTIC #turismoresponsable #IT http://someurl,2016-07-09T13:11:16.000Z,Twitter for Android,1897607324,nl,#fantastic,,,
everyone,749593748452020224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",749593748452020224,Watervliets Grand Finale 👏✨❇🎆| #Fireworks #GrandFinale #Watervliet #Fantastic... http://someurl,2016-07-03T13:20:51.000Z,Instagram,451830497,nl,#fantastic,,"{'coordinates': {'type': 'Point', 'coordinates': [-86.2300553, 42.1619161]}, 'place_id': '67d92742f1ebf307'}",
everyone,748835686162235392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",748835686162235392,@someuser herexaamloze zomer!! #fantastic #schoonpuntenwel jes http://someurl,2016-07-01T11:08:34.000Z,Twitter for Android,427567448,nl,#fantastic,,,103981878
everyone,748141606608474112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",748141606608474112,Als ik #fanta drink ben ik toch #fantastic? http://someurl,2016-06-29T13:10:33.000Z,Instagram,2340541520,nl,#fantastic,,,
everyone,747074755392638981,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",747074755392638981,Toch nog mooi dat de Ieren een helft op voorsprong stonden! #fairplay #FANtastic #FRAIRL,2016-06-26T14:31:16.000Z,Twitter for Android,3047299550,nl,#fantastic,,,
