source,public_metrics,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,referenced_tweets,in_reply_to_user_id,geo
Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",19938820,_ctzns_ #joy #hopeful #pray #faith in #jesus #spiritualgrowth #hope #knowjesus #knowgod... http://someurl,756691758814072833,756691758814072833,pt,everyone,2016-07-23T03:25:48.000Z,#hopeful,,,"{'place_id': '2f97b9acb13ca665', 'coordinates': {'type': 'Point', 'coordinates': [-117.912, 33.665]}}"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",755431065821601792,"Nunca reclamar, só agradecer, tudo o que vier eu fiz por merecer...#hopeful",756631959653146624,756631959653146624,pt,everyone,2016-07-22T23:28:11.000Z,#hopeful,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",73757883,@someuser hahhahahah pior pra mim são as hashtag #hopeful,754771206755250176,754766086546001920,pt,everyone,2016-07-17T20:14:13.000Z,#hopeful,"[{'type': 'replied_to', 'id': '754769487417729025'}]",2549414626,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",956872423,#Nyc #subway  #5am #work  #hopeful #amreeca_diaries @ Jamaica... http://someurl,749361341207633920,749361341207633920,lv,everyone,2016-07-02T21:57:20.000Z,#hopeful,,,"{'place_id': '00c39537733fa112', 'coordinates': {'type': 'Point', 'coordinates': [-73.86169771, 40.69228882]}}"
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",46332788,Uma paixão chamada: Turbante #turbante #love #green #hopeful... http://someurl,747578988919414784,747578988919414784,pt,everyone,2016-06-27T23:54:54.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",46794023,Nada é em vão ⚽️🙏🏻| #hopeful #atreinar @ Praia de Boa Viagem http://someurl,746734828108787713,746734828108787713,pt,everyone,2016-06-25T16:00:31.000Z,#hopeful,,,"{'place_id': 'f207b85be9f1513e', 'coordinates': {'type': 'Point', 'coordinates': [-34.89566538, -8.12045472]}}"
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1219719836,Hehehehe..#Hopeful http://someurl,743007963682635776,743007963682635776,tl,everyone,2016-06-15T09:11:17.000Z,#hopeful,"[{'type': 'quoted', 'id': '742995307991027712'}]",,
Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",739083595705389056,Sou fofa hahaha  #suicidegirls #suicideandhopeful #hopefulsuicidegirl #hopeful #cute #little #cool http://someurl,742468764139130880,742468764139130880,pt,everyone,2016-06-13T21:28:42.000Z,#hopeful,,,
Facebook,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",35194543,Começar por algum sítio :) #hopeful http://someurl,739436514808102912,739436514808102912,pt,everyone,2016-06-05T12:39:37.000Z,#hopeful,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",568118885,"A minha mãe disse q nunca mais ia poder sair de casa à noite dps do q aconteceu ontem, nada q umas semanas de graxa ñ possam curar #hopeful",739242893865549824,739242893865549824,pt,everyone,2016-06-04T23:50:15.000Z,#hopeful,,,{'place_id': 'dc92770f68afccbc'}
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",384556513,@someuser KD to Miami #hopeful,737486003473092608,737485543370567680,pt,everyone,2016-05-31T03:28:59.000Z,#hopeful,"[{'type': 'replied_to', 'id': '737485543370567680'}]",59879372,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",19614805,"A contar os dias para a minha ida à capital. Vai ser mesmo desta, não vai? #hopeful",733725388778659844,733725388778659844,pt,everyone,2016-05-20T18:25:39.000Z,#hopeful,,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",481697838,$48 a barrel 🙌🏼 #gettingthere #hopeful http://someurl,732597661275029505,732597661275029505,ca,everyone,2016-05-17T15:44:28.000Z,#hopeful,"[{'type': 'quoted', 'id': '732587534518214656'}]",,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",58062125,15/05/16 - 1 ano e 6 meses... #hopeful #freshstart #lovewins 🙏🏻❤️,731965817403912192,731965817403912192,pt,everyone,2016-05-15T21:53:44.000Z,#hopeful,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",139470516,parece que esse vai ser o primeiro domingo em 2 meses que eu vou conseguir dormir na hora certa pra poder ter uma semana decente... #hopeful,729440253921079297,729440253921079297,pt,everyone,2016-05-08T22:38:03.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",36807627,"Porque sim, há motivos pra se orgulhar e pra acreditar!  Grande Milton! #hopeful http://someurl",728706309789515776,728706309789515776,pt,everyone,2016-05-06T22:01:37.000Z,#hopeful,,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3505694296,#hopeful #instamood #instadaily by danhdudoi1103 http://someurl,727704303302004736,727704303302004736,pt,everyone,2016-05-04T03:40:00.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1487764747,Descobri que sou o homem aranha !!!😂😂😂😂| #amazing #iamspiderman #pobre #endividado 😂😂 #hopeful... http://someurl,726771547856318464,726771547856318464,pt,everyone,2016-05-01T13:53:34.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1914381252,#opendoors #letsgetit #hopeful @ Mercado de Campo de Ourique http://someurl,723503870723371008,723503870723371008,pt,everyone,2016-04-22T13:28:59.000Z,#hopeful,,,"{'place_id': 'c1430b24da8e9229', 'coordinates': {'type': 'Point', 'coordinates': [-9.16675746, 38.71625632]}}"
Plume for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",42791554,TEIX MESSAGE!! #earlytweet #hopeful,722610492330663936,722610492330663936,pt,everyone,2016-04-20T02:19:01.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",720226636411629568,A estrela de nossas vidas!| Que @someuser| #mpnf #jesus #lord #god #peace  #love  #life #hopeful... http://someurl,722206266081353729,722206266081353729,pt,everyone,2016-04-18T23:32:46.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",23698135,"#simple #fly #howwebreathe #hopeful #getmethroughthis ❣🙏🏻❣ @ Tampa, Florida http://someurl",719953927328935937,719953927328935937,pt,everyone,2016-04-12T18:22:47.000Z,#hopeful,,,"{'place_id': 'dc62519fda13b4ec', 'coordinates': {'type': 'Point', 'coordinates': [-82.4646, 27.9709]}}"
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1914381252,#hopeful #selfie #lookingup #doshitright #getshitdone @ Mercado de Campo de Ourique http://someurl,717378106760282114,717378106760282114,pt,everyone,2016-04-05T15:47:23.000Z,#hopeful,,,"{'place_id': 'c1430b24da8e9229', 'coordinates': {'type': 'Point', 'coordinates': [-9.1667587, 38.71625769]}}"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",714487512522170368,@someuser @someuser Mais biscoitos para mim espero? #Hopeful 🍘🌺,714963279169372161,714961353711218688,pt,everyone,2016-03-29T23:51:43.000Z,#hopeful,"[{'type': 'replied_to', 'id': '714962807578562560'}]",3051037594,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",158525586,Resume meus dias de 2016 ate hoje. | #love #deserto #trustingodGod #hopeful #waiting http://someurl,714569225285869568,714569225285869568,pt,everyone,2016-03-28T21:45:54.000Z,#hopeful,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1263816733,@someuser @someuser 6.14am EST #active #hopeful,711496287875682304,711495977346072576,pt,everyone,2016-03-20T10:15:08.000Z,#hopeful,"[{'type': 'replied_to', 'id': '711495977346072576'}]",3309070938,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",99789515,*Nós não terminamos melhor que nossos inimigos. #Wolf!🐺 #Loveres!😍 #Hopeful!💕 #SecretsOfTheFuture!💞 http://someurl,708826312262230016,708826312262230016,pt,everyone,2016-03-13T01:25:36.000Z,#hopeful,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3939898995,Só queria a confirmação de que o dinheiro sairá dia 5. #hopeful #meajudadeus #aqueleopenbar,705780857911513088,705780857911513088,pt,everyone,2016-03-04T15:44:03.000Z,#hopeful,,,
Tumblr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3900135854,📷 missooo33: #dream #dreaming #love #yourself #hope #hopeful #smile #change #pretty #shine #beauty... http://someurl,704347166316302337,704347166316302337,pt,everyone,2016-02-29T16:47:05.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3400106423,#Old 💖Primeiro WorkShop Fotográfico que participei e adorei !!| | #pinkhair #brazilian #hopeful... http://someurl,700722229781229568,700722229781229568,pt,everyone,2016-02-19T16:42:53.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",26998894,"#hopeful #RelationshipGoals #instagram @ Orlando, Florida http://someurl",700418530072592384,700418530072592384,pt,everyone,2016-02-18T20:36:05.000Z,#hopeful,,,"{'place_id': '55b4f9e5c516e0b6', 'coordinates': {'type': 'Point', 'coordinates': [-81.3758, 28.5335]}}"
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3834290534,@someuser @someuser HAHAHAHA :D| #Hopeful,699175601001762818,699172885257060352,tl,everyone,2016-02-15T10:17:07.000Z,#hopeful,"[{'type': 'replied_to', 'id': '699172885257060352'}]",581474607,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",121304046,depois de terminar Suits resolvi começar a ver Gotham :) #hopeful,693605776401768448,693605776401768448,pt,everyone,2016-01-31T01:24:38.000Z,#hopeful,,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",56440926,apaixonada por esse harcover #alliknownow #hopeful http://someurl http://someurl,693112927004553216,693112927004553216,pt,everyone,2016-01-29T16:46:13.000Z,#hopeful,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",65135806,@someuser ainda vou dar um jeito de ir no Lolla.. #hopeful,688777065408126978,688722281330290689,pt,everyone,2016-01-17T17:37:03.000Z,#hopeful,"[{'type': 'replied_to', 'id': '688776650524327936'}]",73291993,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",26748250,@someuser Aguero #ballsy #hopeful #praying,688310222402785280,688296295753109504,es,everyone,2016-01-16T10:41:59.000Z,#hopeful,"[{'type': 'replied_to', 'id': '688302414416474112'}]",475271835,{'place_id': 'c500c6f8494a90ac'}
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",61340956,Ledo cos novos parches dos irmáns #hopeful de #BeardedVillainsSpain. Na vindeira a ver se é a boa! @someuser http://someurl,687403076525920256,687403076525920256,pt,everyone,2016-01-13T22:37:19.000Z,#hopeful,,,
UberSocial for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",237159241,Oshey twista RT @someuser @someuser @someuser #Hopeful,683334772358262786,683334772358262786,pt,everyone,2016-01-02T17:11:20.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3223830559,"Bye, Felicia.| #goodriddance #nuffsaid #happynewyearyall #hopeful #restoration #heart #soul... http://someurl",682806567360704512,682806567360704512,es,everyone,2016-01-01T06:12:26.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2471784468,Sisa semalam 😄😊| #happynewyears #2016 #hopeful #blessings #love http://someurl,682793477491539968,682793477491539968,in,everyone,2016-01-01T05:20:25.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",21717972,"Feliz Ano Novo! Tchau 2015!!!!! É noix, 2016! 💪🏼🤓🎆🎇🌠 #happynewyear #hopeful #rio @ Casa Da Mãe http://someurl",682686665505153024,682686665505153024,pt,everyone,2015-12-31T22:15:59.000Z,#hopeful,,,"{'place_id': '97bcdfca1a2dca59', 'coordinates': {'type': 'Point', 'coordinates': [-43.17694149, -22.96364497]}}"
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2872295368,Sobre este final de ano: a palavra perseverança me conduz. Rá. 👊✌ #boatarde #girl #cwb #hopeful http://someurl,681913888795803648,681913888795803648,pt,everyone,2015-12-29T19:05:15.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2599857120,Muito amooooor ❤ #sg #hopefulsuicidegirl #hopeful #suicidegirlsbr #suicidegirls| ・・・| #Repost... http://someurl,679287567532072961,679287567532072961,pt,everyone,2015-12-22T13:09:11.000Z,#hopeful,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",40443638,@someuser ARTE NAMAN. Pero #Hopeful? HAHAHA,678947635118497792,678804443278675968,tl,everyone,2015-12-21T14:38:25.000Z,#hopeful,"[{'type': 'replied_to', 'id': '678804443278675968'}]",446896128,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",703900950,Que o vento leve o necessário e me traga o suficiente! 🍃 #peace #hopeful #love #friday #tgif #smile http://someurl,677860579453743104,677860579453743104,pt,everyone,2015-12-18T14:38:50.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",920003670,As vezes regredimos só para lembrar porque tomamos uma decisão diferente! | | #sunday #hopeful... http://someurl,676140157188214784,676140157188214784,pt,everyone,2015-12-13T20:42:30.000Z,#hopeful,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",516749150,@someuser hehehehe Asanteeeee... #Hopeful,674592695063617536,674574250196533248,tl,everyone,2015-12-09T14:13:26.000Z,#hopeful,"[{'type': 'replied_to', 'id': '674589474727292931'}]",36903827,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341023527,"December na!🎄| #christmas2015 | #hopeful | #ambilis @ Vista Verde,caybiga Caloocan City http://someurl",671392023996293120,671392023996293120,pt,everyone,2015-11-30T18:15:07.000Z,#hopeful,,,"{'place_id': '00ed6f0947c230f4', 'coordinates': {'type': 'Point', 'coordinates': [121.01071428, 14.72136754]}}"
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",217600760,@someuser @someuser @someuser provarei um dia #hopeful,670425901042155520,670275141637664769,pt,everyone,2015-11-28T02:16:05.000Z,#hopeful,"[{'type': 'replied_to', 'id': '670423144608440320'}]",43035250,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",92849454,Pagando p ver... #hope #hopeful http://someurl,669275344629661696,669275344629661696,pt,everyone,2015-11-24T22:04:11.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",321151154,E o Job de hoje é com #pimentasuicide 👯| #suicidegirls #suicidegirlsbr #hopeful #aliciadelicia #disco... http://someurl,668083974007296000,668083974007296000,pt,everyone,2015-11-21T15:10:06.000Z,#hopeful,,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3158995731,ninjBnebreja: 💘💗💏👫💋❤ #love #hopeful #legal #350 #lovekoto #wifeyhubbytime http://someurl,663319651477254144,663319651477254144,pt,everyone,2015-11-08T11:38:23.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",71755374,2.November 🇹🇷 #hopeful #lovepeaceandharmony #motivationmonday #makeawish #hopeful 🌀 @ De-Sign http://someurl,661100508984139776,661100508984139776,da,everyone,2015-11-02T08:40:18.000Z,#hopeful,,,"{'place_id': '00f8a06672cfd50a', 'coordinates': {'type': 'Point', 'coordinates': [27.34535923, 37.0579792]}}"
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",588138952,#hope #hopeful @ Al Baha Saudi http://someurl,661049840810516480,661049840810516480,pt,everyone,2015-11-02T05:18:58.000Z,#hopeful,,,"{'place_id': '0101e5cc47af4909', 'coordinates': {'type': 'Point', 'coordinates': [41.43750262, 20.06603343]}}"
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",65994040,#hopeful #peace jesusluz with repostapp.| ・・・| A vida é uma grande estrada... http://someurl,660553406642130944,660553406642130944,pt,everyone,2015-10-31T20:26:19.000Z,#hopeful,,,"{'place_id': '68e019afec7d0ba5', 'coordinates': {'type': 'Point', 'coordinates': [-46.6333, -23.55]}}"
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",71260319,"Esperança, sempre conosco #cannes #frances # vacation #amazing #nice #street #hope #hopeful... http://someurl",660173349352513536,660173349352513536,pt,everyone,2015-10-30T19:16:06.000Z,#hopeful,,,
Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",351655664,Um dia na com notícias boas. Por que não? #hopeful #unwell #QuartaSdvComFaiaCrush,659372793507749888,659372793507749888,pt,everyone,2015-10-28T14:14:59.000Z,#hopeful,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",167993518,ahehe.. . #giddyfeel #hopeful  http://someurl,658216269104046080,658216269104046080,tl,everyone,2015-10-25T09:39:22.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",35652023,Há algo MUITO BOM acontecendo! | Dá pra SENTIR!| #hopeful #energiapositiva @ S7 Coworking http://someurl,657374143093088260,657374143093088260,pt,everyone,2015-10-23T01:53:03.000Z,#hopeful,,,"{'place_id': 'c44302d542084bfe', 'coordinates': {'type': 'Point', 'coordinates': [-48.5464058, -27.5856209]}}"
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",392897213,Bom grupo de Português! #portugués #amizade #Feliz #esperança #Happy #HOPE #hopeful ♥★ http://someurl,656508128436047872,656508128436047872,pt,everyone,2015-10-20T16:31:49.000Z,#hopeful,,,
Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",351655664,E o que esperar de hoje? Que não tenha tantas decepções quanto ontem. #tercafeira #hopeful,656475486135144448,656475486135144448,pt,everyone,2015-10-20T14:22:07.000Z,#hopeful,,,
LinkedIn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",424921951,"Banda ultralarga: finalmente una connessione decente superiore ai 1,5 Mb ? #bandaultralarga #hopeful #internet| http://someurl",656373929263521792,656373929263521792,it,everyone,2015-10-20T07:38:34.000Z,#hopeful,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",133124455,"Só pode ser colhido, o que for cultivado! #happyday #hopeful  ☺ ♥",656102437942665216,656102437942665216,pt,everyone,2015-10-19T13:39:45.000Z,#hopeful,,,{'place_id': '1b107df3ccc0aaa1'}
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",918762396,Magical mail? #hopeful #thankful http://someurl,651351791959801856,651351791959801856,en,everyone,2015-10-06T11:02:23.000Z,#hopeful,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2604276773,@someuser @someuser ELA VIU O MEU mas foi so um fav jahajaj masok ajahah esperando um tweet #hopeful,650850210458009601,650827907741388800,pt,everyone,2015-10-05T01:49:17.000Z,#hopeful,"[{'type': 'replied_to', 'id': '650850016223961088'}]",3228420159,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",39575023,E ingressamos no 10º mês do ano... Outubro ou nada !!!| #djvon #dublin #hopeful #newscoming http://someurl,649650123333570560,649650123333570560,pt,everyone,2015-10-01T18:20:33.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",479578292,"Acordei com o sol me dando bom dia e fazendo jus a sua presença, que dia 🌞 #hot #hopeful #tattoogirl http://someurl",648897028232245248,648897028232245248,pt,everyone,2015-09-29T16:28:02.000Z,#hopeful,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",489552679,@someuser hahaha #hopeful :D,645946064562966529,645945583207735297,tl,everyone,2015-09-21T13:01:57.000Z,#hopeful,"[{'type': 'replied_to', 'id': '645945583207735297'}]",162169121,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",392897213,Lindo grupo de ingles! ^^ #happyteachersday #Ingles #Friendship #Happy #Hope #hopeful http://someurl,644959835637870592,644959835637870592,es,everyone,2015-09-18T19:43:02.000Z,#hopeful,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",466756336,Seguir a Jesus. | #follow #jesus #christ #christian #faith #love #hope #hopeful #sunday #saint... http://someurl,643263338307297280,643263338307297280,pt,everyone,2015-09-14T03:21:45.000Z,#hopeful,,,
