lang,reply_settings,source,public_metrics,created_at,text,conversation_id,id,author_id,search_query,geo,in_reply_to_user_id,referenced_tweets
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",2016-12-30T23:00:28.000Z,Cenita de tres!🤗| #ConLaJefaYLaDominguera #CenaPreNocheVieja #Work #Happy #Douglas @ La Pepica http://someurl,814969429784166401,814969429784166401,24677103,#happy,"{'place_id': '071a52d3a927a1b8', 'coordinates': {'type': 'Point', 'coordinates': [-0.32355, 39.4633598]}}",,
es,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T23:00:03.000Z,"¡Se acaba el viernes, a disfrutar del fin de semana 🎉🎉🎉!| | #enjoy #viernes #weekend #happy http://someurl",814969328311287809,814969328311287809,3167073843,#happy,,,
es,everyone,Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-12-30T22:59:28.000Z,#slow en la inmensidad del #mar #sea #isabella and #me #happy http://someurl,814969181326155777,814969181326155777,1316038789,#happy,,,
es,everyone,Buffer,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:58:55.000Z,INFINITO http://someurl #joy #enjoy #happy #feliz #felicidad #happiness #smile #sonrie #risa #sonrisa #laugh #optimismo #optimism,814969041626472448,814969041626472448,745218642,#happy,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-30T22:58:31.000Z,122. Momo| Tiempo para releer| Time to re-read| #365x39 #Momo #x30 #book #happy http://someurl,814968942510952453,814968942510952453,428957299,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:56:53.000Z,Raspadilla 😍😍😍😙😎🙃🙃🙂 #verano2016 #peru2016 #jesusmaria #happy @ Jesús Maria http://someurl,814968529317429248,814968529317429248,42711736,#happy,"{'place_id': '01af35f5243efca4', 'coordinates': {'type': 'Point', 'coordinates': [-77.04557263, -12.07946233]}}",,
es,everyone,Twitter for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:54:02.000Z,#Happy pase el dia cn mi Comadre Querida #Claudia,814967810950660096,814967810950660096,524367752,#happy,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 3}",2016-12-30T22:50:32.000Z,La recomendación musical del día  es Andra day  visita nuestro blog y disfruta de esta propuesta -> http://someurl  //#music #happy http://someurl,814966930754899969,814966930754899969,803047741613932544,#happy,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:49:57.000Z,La recomendación musical del día  es Andra day  visita nuestro blog y disfruta de esta propuesta -> http://someurl  //#music #happy,814966782863822848,814966782863822848,803047741613932544,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:44:10.000Z,#Happy #new #year #gouna @ Abu Tig Marina - ELGouna http://someurl,814965329122250752,814965329122250752,406454996,#happy,"{'place_id': '00d93bc02a473122', 'coordinates': {'type': 'Point', 'coordinates': [33.67541952, 27.40802125]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:42:56.000Z,#Happy #new #Year #gouna @ Abu Tig Marina - ELGouna http://someurl,814965018672373760,814965018672373760,406454996,#happy,"{'place_id': '00d93bc02a473122', 'coordinates': {'type': 'Point', 'coordinates': [33.67541952, 27.40802125]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:40:27.000Z,SANGRÍA 💚 | #greenapple #kiwi #grape #wine #drink #cheers #beach #happy #iphonesia #amazing... http://someurl,814964396069974021,814964396069974021,221002976,#happy,"{'place_id': '9c8b282f46f0ca60', 'coordinates': {'type': 'Point', 'coordinates': [-44.20196084, -23.03836918]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:34:54.000Z,Mi nueva pulsera de cuero ¡me encanta! | | #love #instagood #photooftheday #beautiful #happy... http://someurl,814962998808838145,814962998808838145,813451935449812992,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:31:40.000Z,Cerrando ciclos... Y lo hice no más! Año nuevo y piercings 💖🌿 #piercing #nariz #happy http://someurl,814962181892546560,814962181892546560,120258292,#happy,,,
es,everyone,Linkis: turn sharing into growth,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:29:32.000Z,"💁🏻💫💋...| | #me #happy #kiss #menina #beijo #boatarde #lovely #girl #happyday #smile @ Valencia,... http://someurl",814961646867283968,814961646867283968,84507866,#happy,"{'place_id': '012af435641420c7', 'coordinates': {'type': 'Point', 'coordinates': [-68.0, 10.16666667]}}",,
es,everyone,RADR DJ,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:27:54.000Z,♫ Escuchando Baladas Mañaneras ♫ Siguenos en Instagram @someuser @someuser #urbanmixlive: : #Pharrell_Williams - #Happy,814961236773376001,814961236773376001,882439526,#happy,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:25:36.000Z,¿Qué mejor que acabar el año rodeado de los tuyos? 😊😊 #Happy,814960657573572610,814960657573572610,1387097420,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:18:00.000Z,#life #lifeforlife #happynewyear #woman #bogota #happy @ Bogota Chapinero http://someurl,814958745847496709,814958745847496709,157382351,#happy,"{'place_id': '0161be1b3f98d6c3', 'coordinates': {'type': 'Point', 'coordinates': [-74.06770162, 4.65234348]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:17:21.000Z,Último viernes del 2016! 😉😍 #bye👋 #homesweethome #newyeareve #happy #thebestisyettocome http://someurl,814958580768133120,814958580768133120,33312559,#happy,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",2016-12-30T22:16:14.000Z,"Nunca me gusto la moda, pero está si ya que puedo usar mis 2 cosas favoritas juntas #ILove #Happy http://someurl",814958301414887425,814958301414887425,956445624,#happy,{'place_id': '01141e434906e058'},,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:16:05.000Z,Trevor #snuggles #trevor #love #happy #staffy #staffordshirebullterrier #blanketlove #blanket... http://someurl,814958261527080960,814958261527080960,554289599,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:14:38.000Z,Primas na Rede  ❤️#familia #family #happy  #sleep #sleeping eyes  #fashiongram #fashion... http://someurl,814957899139018752,814957899139018752,32918556,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:13:37.000Z,❁❃Lindo Bikini en crochet por @someuser| | #Lovethis| #figthlikeagirl  #happy #happiness  #Love... http://someurl,814957642602967040,814957642602967040,296570628,#happy,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 28, 'reply_count': 1, 'like_count': 68, 'quote_count': 1}",2016-12-30T22:13:28.000Z,Chicos estoy muy contenta de formar parte de Twitter!!! Buenas noches bellos!!!❤️❤️❤️| | #me #happy #girl #sexy #cute #spanish #style http://someurl,814957602408960001,814957602408960001,813355465581142016,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:11:01.000Z,Into You 😎👑|  #me #boy #mirror #hair #eyes #smile #lips #music #intoyou #happy @ Péninsule de... http://someurl,814956987658207232,814956987658207232,107796917,#happy,"{'place_id': '0100789d0c41147f', 'coordinates': {'type': 'Point', 'coordinates': [-70.0, 12.0]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:08:32.000Z,"Ay, amor! Tiembla el piso y tiemblo yo... 🎶🎶| |  .  |  . .|  .  | | #girl #cantando #cute #happy... http://someurl",814956361817751552,814956361817751552,57803531,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:08:28.000Z,bebé exhibicionista #BabySexy #littlebaby #BabyBoy #Smile #Happy #Happiness #Love #Baby http://someurl,814956343400333312,814956343400333312,105365779,#happy,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T22:07:58.000Z,Elige un trabajo que te guste y no tendras que trabajar ni un dia de tu vida... #finiquitamoslasemana #happy ❤,814956221010739200,814956221010739200,995419364,#happy,{'place_id': '214d44e6329a203b'},,
es,everyone,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2016-12-30T22:07:08.000Z,Ya casi #KP4 #WelcomeKP4 #KatyCats #katyperry #lovethisgirl 🎉😱😍😍😍#oneday #Happy 😍😍 http://someurl,814956010037190656,814956010037190656,4840870200,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:06:48.000Z,Primer modelito de la noche 😉😉 #Nochebuena #pelirroja #Party #pircing #love #loveme❤ #happy... http://someurl,814955926818000896,814955926818000896,194170514,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:04:20.000Z,Con parte del equipo de labellezaesmia15 que compartimos todo este 2016!| #Happy #Viernes... http://someurl,814955306811879428,814955306811879428,196266673,#happy,"{'place_id': '01fcc4a23f17e1ed', 'coordinates': {'type': 'Point', 'coordinates': [-69.89326962, 18.47138253]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-30T22:00:18.000Z,Llegamos @someuser #puntadeleste #happy 🙃 @ Manantiales-Punta Del Este http://someurl,814954289344942081,814954289344942081,112810390,#happy,"{'place_id': '01d487de3c4e0807', 'coordinates': {'type': 'Point', 'coordinates': [-54.82775238, -34.90517]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:55:40.000Z,La simpleza de mi vida!!!! Que me hace feliz!!!! #happy #pelón #lovemylife #pelonchas #loveme... http://someurl,814953123571761154,814953123571761154,189615432,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:55:18.000Z,Amo poder hacer este tipo de fotos.| | #inshot #cute #summer #blur #sun #happy #beach #hot... http://someurl,814953029648535552,814953029648535552,365202792,#happy,"{'place_id': '011932b747a077bc', 'coordinates': {'type': 'Point', 'coordinates': [-73.59972655, 4.13124393]}}",,
es,everyone,dlvr.it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:54:13.000Z,En Sonríe tuvimos un gran 2016 y esperamos que este 2017 sea aún mejor #Sonríe #Smile #photooftheday #happy... http://someurl http://someurl,814952757295616000,814952757295616000,515404357,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:42:14.000Z,Aquí disfrutando de un rico helado casero. ¿Quieren un poco? #icecream #me #happy #smile... http://someurl,814949743721873408,814949743721873408,304112506,#happy,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T21:40:56.000Z,Quesadillas #food #foodporn #foodie #love #happy #catering #phillyfoodie #philly #healthy #goodeats #tweetgram #photooftheday #delicious http://someurl,814949416113229825,814949416113229825,808458519204818944,#happy,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 11, 'quote_count': 0}",2016-12-30T21:38:54.000Z,...comienza el cierre de año...  happy girls!!! Marisol Beltran Karina Beltran  #me #happy #blessed #love #peace #magic  @someuser http://someurl,814948902407380992,814948902407380992,883446552,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T21:36:05.000Z,#go #home #happy 👉🏻🇦🇷❤️☺️ @ Ciudad De Montevideo - Uruguay http://someurl,814948197470613504,814948197470613504,151436282,#happy,"{'place_id': '01a9dbb9232f0fac', 'coordinates': {'type': 'Point', 'coordinates': [-56.19129202, -34.90669367]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:28:51.000Z,#dj #party #music #aleteo #tribal #house #club #after #happy #family #gym viernes de gym !! http://someurl,814946373367922688,814946373367922688,158992687,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:23:28.000Z,Almuerzo en familiar pre-año nuevo. #me #boy #men #photo #happy #she #smile #day #she #mom... http://someurl,814945022378266624,814945022378266624,167873635,#happy,,,
es,everyone,erased138961,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:11:21.000Z,#togepi #Momento #pokemon #pokemongo #happy Poza Rica de Hidalgo http://someurl,814941971177467904,814941971177467904,756456439250550784,#happy,,,
es,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:08:46.000Z,"Con Miguel, Dario y Nuria celebrando el #aprobado #alaprimera  despedimos el año con #happy & #energy 🎅🎁🚘🏁😀🙌 http://someurl",814941321429417984,814941321429417984,260182318,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:06:53.000Z,#ditto #pokemon #pokemongo #happy @ Poza Rica de Hidalgo http://someurl,814940849264062464,814940849264062464,278126794,#happy,"{'place_id': '22f039c865bb482f', 'coordinates': {'type': 'Point', 'coordinates': [-97.45, 20.55]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:04:33.000Z,Be happy 😁😎! ... Amo mi horrendo y para nada sexy suéter 😅❤️! | #selfie #happy #freedom #me #rela... http://someurl,814940260836765696,814940260836765696,407235484,#happy,"{'place_id': '0046f00c28538803', 'coordinates': {'type': 'Point', 'coordinates': [-78.6483, -1.6743]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:04:16.000Z,#togepi #momento #pokemon #pokemongo #happy @ Poza Rica de Hidalgo http://someurl,814940188136927233,814940188136927233,278126794,#happy,"{'place_id': '22f039c865bb482f', 'coordinates': {'type': 'Point', 'coordinates': [-97.45, 20.55]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:02:29.000Z,💕💖| Feliz Navidad.| | #girl#cute #summer #blur #sun #happy #fun  #hair #beach #hot #cool #fashion... http://someurl,814939740839346177,814939740839346177,285826759,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:57:02.000Z,Feliz Año nuevo Argentina 🙋🏻‍♂️ #happynewyear #happy #people #BuenosAires #Argentina #Colonia... http://someurl,814938367150485504,814938367150485504,98198273,#happy,"{'place_id': '018f1cde6bad9747', 'coordinates': {'type': 'Point', 'coordinates': [-58.368162, -34.5977649]}}",,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:53:49.000Z,Día de Fútbol Americano  😁😄😊 #NoSéNiPío #BuenViernes #HAPPY http://someurl,814937557792423937,814937557792423937,127042750,#happy,{'place_id': '2da4b3d74e7bf5d6'},,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:51:29.000Z,El mejor mensaje que pude haber recibido 😍| #Instachile #Instagram #Happy #Love #LaExtraño #Peque 😭❤ http://someurl,814936973144190980,814936973144190980,717961437419798528,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:50:15.000Z,My baby is coming. Esto es solo el principio #baby #bebe #firstson #happy #dad #daddy #mom... http://someurl,814936660907413504,814936660907413504,814802259288686592,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:49:27.000Z,Sonriamos sin razón 😊🍃| | Hoy por fin a buscar a mi bebé 🐶❤| #Felicidad #DogLover #Happy... http://someurl,814936461623590912,814936461623590912,753797272136212480,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:48:26.000Z,Hoy vamos de botitas de aviador! ✨💀💛 ~ #boots #highheels #heels #happy #tattoo #leather ~... http://someurl,814936204122750977,814936204122750977,426177254,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:46:11.000Z,Jajajaj mamá siempre sale bien.| #happy navidad por que no tengo... http://someurl,814935638042640384,814935638042640384,1912765495,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:45:13.000Z,Pues hoy he sido todo un 😇 😬😬😬| | #me #love #instagood #photooftheday #smile #happy #fashion... http://someurl,814935393825148928,814935393825148928,2481212955,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:44:07.000Z,Si quieres que algo te salga bien. No se lo cuentes a nadie 😜🙏| #happy #Smile #bembacolorada http://someurl,814935117357400065,814935117357400065,374202315,#happy,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2016-12-30T20:41:10.000Z,Mil risas en la última carrera del año 2016. #sansilvestre #valencia #running #happy #manoamanoconbeatriz http://someurl,814934376253366272,814934376253366272,34876444,#happy,{'place_id': '071a52d3a927a1b8'},,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:40:12.000Z,"Risas, noticias, emociones, momentos aawww simplemente las amooo 😍😚🤗🙈💋 #friends #love #happy... http://someurl",814934130630619136,814934130630619136,112051523,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:39:54.000Z,Con los cabros más lindos 💜| sweetie_pauli javozzio | #instamoment #photoofday #friends #happy... http://someurl,814934055993147392,814934055993147392,41687392,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:35:26.000Z,Estamos a un día de terminar el año !! 😍😘🎉#selfie #kylielipkit #makeupoftheday #happy http://someurl,814932930497839104,814932930497839104,626571751,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:31:54.000Z,💙😙🙈😉 jaja #unmundo #universo #cielo #estrellas #vamonos #friday #love #happy #weekend #dancing... http://someurl,814932044350271488,814932044350271488,843555588,#happy,,,
es,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:30:57.000Z,Un cumple genial! #FiestasInfantiles #Diversión #Cumpleaños #Happy #Fun #Cute #Friends #BBF http://someurl,814931803786121221,814931803786121221,3092960135,#happy,,,
es,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:30:54.000Z,Un día brillante depende más de tu actitud que del sol. #Happy #TISSINI #Actitud,814931793296113664,814931793296113664,3020412682,#happy,,,
es,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:30:54.000Z,ultimo viernes del año #viernes #celebra #happy http://someurl,814931789659701248,814931789659701248,256602440,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:29:35.000Z,Metro  #love #instagood #photooftheday  #tbt #cute #me #beautiful #followme #happy #amazing... http://someurl,814931459572166656,814931459572166656,51568578,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:29:07.000Z,Trilla en el Campo de los  #Maurerianos | #happy #instamoment #l4l #f4f #like4like #follow4follow... http://someurl,814931343901683712,814931343901683712,2162727281,#happy,"{'place_id': '008cc6c52677f0b5', 'coordinates': {'type': 'Point', 'coordinates': [-71.83265763, -36.23367895]}}",,
