lang,referenced_tweets,reply_settings,source,public_metrics,in_reply_to_user_id,created_at,text,conversation_id,id,author_id,search_query,geo
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-07T00:33:29.000Z,"COMO ASSIM?????? Eu fico um dia fora do Twitter e o Bob volta, tem tag tem tudo e eu nem fiquei sabendo ?!??!!???! #heartbroken",806295531563745280,806295531563745280,3593185035,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-05T22:57:20.000Z,#RIPJAYALALITHA| | #RESTINPEACE| | #IRONLADYOFINDIA| | #RESPECT| | #HEARTBROKEN| | 🙏 🙏 🙏 🙏 🙏 🙏 🙏 | | ~ K . G . S E N T H I L   K U M A R http://someurl,805908948163313667,805908948163313667,54533787,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-05T10:52:14.000Z,Dos maiores #FirstWorldProblems : Guns vêm à Europa e eu não consigo ir a nenhum concerto. 💔💔💔 | #fml #heartbroken #soloDNIpt,805726469095911425,805726469095911425,182169682,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-04T17:35:07.000Z,Hoje vim ao Lidl e não vi a Vanessa #heartbroken,805465468215685123,805465468215685123,2403743936,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '805170265005113345'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1138625372,2016-12-03T22:02:51.000Z,@someuser enquanto isso eu aqui em perdizes n vejo nada #heartbroken,805170265005113345,805170457737629696,1681713289,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '804483835081658368'}]",everyone,TweetDeck,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",176161721,2016-12-02T01:07:05.000Z,@someuser não veio </3 #heartbroken,804480186322403328,804492046480343040,141979736,#heartbroken,
pt,,everyone,Twitter for Windows Phone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",3420898017,2016-12-01T12:20:01.000Z,"@someuser Oi fui te Stalkear e vi que vc não fala comigo,mas blz nem ligo tá 💔 #heartbroken",804299009313665025,804299009313665025,3396349359,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 1}",,2016-11-29T14:01:06.000Z,Eu sou Chapecoense.🇧🇷💔#ColombiaPlaneCrash #heartbroken #Chapecoense #Brasil #football http://someurl,803599672325459971,803599672325459971,377105752,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-11-29T12:18:41.000Z,Perda pro jornalismo brasileiro 💔 #heartbroken #AbrazadosPorElFutbol,803573897882779650,803573897882779650,166218012,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-11-21T03:51:02.000Z,chorei c o discurso da Selena #HeartBroken http://someurl,800547040698789888,800547040698789888,800067397415628800,#heartbroken,
es,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-11-20T15:48:53.000Z,"Ohhhhhh! !!! nooooooo , Tebogo #IdolsSA #Heartbroken #Devasted #Shattered",800365306061422592,800365306061422592,4412015067,#heartbroken,
in,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3011140024,2016-11-20T03:04:12.000Z,@someuser ummm.....Dallas? @someuser! </3 #fan #heartbroken #sayitaintso,800172864443940864,800172864443940864,2316425384,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-11-12T21:27:11.000Z,já não vou á luz á 27 dias #heartbroken,797551337428963328,797551337428963328,3335468488,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '797196460009914369'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",19991326,2016-11-12T04:13:56.000Z,@someuser popular vote #heartbroken,797196460009914369,797291314333315073,19371104,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '796403145739878400'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3919938681,2016-11-09T17:25:29.000Z,@someuser Era alguma indireta? Fiquei ofendido!!!!! #heartbroken,796403145739878400,796403349398683652,785193014767550464,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-11-09T14:00:21.000Z,(...) agora estou com medo real de termos um Bolsonaro na presidência em 2018. #2016fail #heartbroken #Stopthehate,796351726404194310,796351726404194310,119580447,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-11-09T03:55:44.000Z,Florida noooooooooo :( #Elections2016 #heartbroken,796199567968628736,796199567968628736,64741233,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-10-31T02:51:47.000Z,estou muito #triste :(  #Heartbroken,792921983038197760,792921983038197760,54113697,#heartbroken,
fr,"[{'type': 'replied_to', 'id': '790471838589673472'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2923575508,2016-10-24T11:00:16.000Z,@someuser ça pue et de tt façon c un fdp #heartbroken,790471838589673472,790508198541291520,726860054,#heartbroken,
ht,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-10-24T01:31:48.000Z,O...M...G... TT nooooooooooooooooooooo @someuser @someuser #heartbroken #somanytears #RicKillNegan,790365141074341890,790365141074341890,1276371266,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '789200195141500929'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",323826836,2016-10-20T20:23:11.000Z,@someuser e 90 a filosofia #heartbroken,789200195141500929,789200310048739329,323826836,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '788482943773802497'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",330422881,2016-10-18T21:12:51.000Z,"@someuser amor pra mim é o twitter de graça na claro, coisa que não existe mais, então é acessar e a franquia acabar #heartbroken",787313563874582528,788488032580202497,374656649,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '787469196133330944'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2550364109,2016-10-16T01:47:19.000Z,@someuser é q eu to #HeartBroken,787468852074610688,787469943554072576,3410530336,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '784477648076607488'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2306432877,2016-10-07T19:37:39.000Z,@someuser @someuser volta para a ribeira :(((( nem procures mais natas #heartbroken,784436030921375744,784477811000152064,1516652012,#heartbroken,{'place_id': 'b5f9b1150985d719'}
pt,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-10-07T16:07:59.000Z,Porque as melhores lembranças são de pessoas que a gente tenta esquecer. #HeartBroken,784425044751577088,784425044751577088,273780024,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '783389944769314816'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738353649420767232,2016-10-04T19:35:36.000Z,@someuser ja tens outra alexandra na tua vida #heartbroken #falsaaquiamaioralexandrapatisoueu,783364391131643909,783390131021578241,2290399205,#heartbroken,
pt,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-10-02T23:13:11.000Z,"Ah, homem de lata... 😅💔🔨| #coração #Sortudo #heartbroken #heart #homemdelata... http://someurl",782720112101130240,782720112101130240,58289160,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-10-02T13:43:15.000Z,fui ao meu restaurante fav e n consegui saborear a comida p causa da constipação #heartbroken,782576682607734784,782576682607734784,1676601709,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '781691007452717056'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",188517552,2016-09-30T03:05:44.000Z,"@someuser nem tem psi lá, né? #heartbroken",781681503919038464,781691472965988352,374656649,#heartbroken,
de,"[{'type': 'replied_to', 'id': '780106143066648576'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",139414436,2016-09-25T18:08:17.000Z,@someuser aber...! #heartbroken,780104867616526336,780106667660902400,1894598545,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-09-24T18:23:44.000Z,Que trabalho de física mais demoradoooo :c #heartbroken,779748164832288774,779748164832288774,1485404372,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-09-22T04:30:36.000Z,Como acreditar no amor depois de saber que Jhonny bate em mulher e Pitt e um bebado e pai relapso??!  #Brangelina #heartbroken,778813724853362688,778813724853362688,748267349405499392,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-09-20T18:34:24.000Z,Eu achava o mês de setembro tão simpático.... será ele o novo agosto? #heartbroken,778301299838312448,778301299838312448,80426618,#heartbroken,{'place_id': '97bcdfca1a2dca59'}
es,,everyone,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-09-20T02:39:33.000Z,Ese amor. #heartbroken,778061002734579713,778061002734579713,31592030,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '778031277567991808'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",4101095121,2016-09-20T00:42:44.000Z,"@someuser @someuser @someuser @someuser @someuser me defenda Checha, fui acusada injustamente e justo pela parça HASTAG #HEARTBROKEN",778029048505262080,778031605793300480,254688779,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '772836361992826880'}]",everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",1686960810,2016-09-17T13:44:52.000Z,@someuser @someuser @someuser levei pro coração #heartbroken 💔 hauahauaauha,772770651740463104,777141271030816768,3327531675,#heartbroken,
pt,,everyone,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-09-14T19:36:50.000Z,Lidar com canceriano frio é pior que passar um livro inteiro para transcrição fonética... #cancerMan #taurusVsCancer #heartbroken,776142682284589056,776142682284589056,763501701110329344,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '773297498358153216'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1085174342,2016-09-06T23:11:48.000Z,@someuser o0o0oh no0o0 #ouch #heartbroken #blackmail,773279729084469248,773297680382590980,580768950,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-09-05T12:45:14.000Z,"Ame , mas não ame em excesso ...| Isso pode machucar...#heartbroken| @someuser",772777609444798464,772777609444798464,772378257207402496,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '771483570703572994'}]",everyone,Twitter for Windows,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3534695541,2016-09-01T23:04:15.000Z,@someuser  me chutou #heartbroken #manjodosingreis,771482591237181440,771483838044340224,985624922,#heartbroken,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-09-01T11:06:36.000Z,Part 2 | | #selflove #livehappy #faithoverfear #livelaughlove #livewell #heartbroken #rejection... http://someurl,771303236313620480,771303236313620480,231708761,#heartbroken,
ca,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-08-31T11:09:15.000Z,http://someurl #heartbroken #totallyinlove amb la Sagrada Família i Barcelona com a ciudad llena de necios @someuser #comms,770941517842288640,770941517842288640,194533871,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-08-30T21:35:38.000Z,"Que esperança temos nós, meros mortais, agora que a Fátima Bernardes e o William Bonner se separaram? #desiludida #heartbroken",770736763606175744,770736763606175744,47884875,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-08-30T03:43:10.000Z,Sabes q deixas de ter bff qnd cantas uma música e a pessoa não te acompanha @someuser #heartbroken,770466868226355200,770466868226355200,3053410574,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-08-30T01:57:41.000Z,"Realmente o mundo tá entrando em colapso! Fátima Bernardes e Bonner, sério mesmo!? 💔 Tipo de notícia q NUNCA pensei que veria! #HeartBroken",770440323877208064,770440323877208064,37359859,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-08-30T00:59:29.000Z,Tô esperando o Tio @someuser dizer que ele e Fátinha combinaram uma pegadinha com a gente... #Heartbroken #Numcreio,770425674393853956,770425674393853956,56528518,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-08-26T19:15:40.000Z,"Fiquei a madrugada inteira pesquisando o que flui a serotonina no cérebro, vou fazer todos |  #heartbroken #depressao http://someurl",769251987317817344,769251987317817344,67345405,#heartbroken,
es,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-08-26T10:27:26.000Z,Haberá que atrasar a xira un ano mais... #duele #heartbroken #intentenondarenvexa,769119054112157696,769119054112157696,495161996,#heartbroken,
pt,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,2016-08-24T23:32:26.000Z,"#dad #heartbroken #neverbethesame @ Dundas, Ontario http://someurl",768591830027870208,768591830027870208,34377921,#heartbroken,"{'place_id': '4939b600461c30a4', 'coordinates': {'type': 'Point', 'coordinates': [-79.9333, 43.2667]}}"
pt,"[{'type': 'replied_to', 'id': '767789767568265216'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",4701763697,2016-08-22T18:27:58.000Z,@someuser v-você namora? ;-; | #heartbroken| #senpainuncavaimenotar| #xatiada| #voumeisolardomundo http://someurl,767789767568265216,767790432352890884,706618314731208704,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-08-22T14:31:34.000Z,Tento demorar o máximo que posso pra que essa sensação dure mais tempo.. Ai JK porque parar de escrever sobre Harry? #heartbroken,767730941229993985,767730941229993985,712744228049326080,#heartbroken,{'place_id': '5722ff20ba67083b'}
pt,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-08-22T03:50:50.000Z,It is time...  | | #lovingyou #nothingelsetodo #itistime #heartbroken @ Quetetaro Qro. http://someurl,767569692890370048,767569692890370048,200569356,#heartbroken,"{'place_id': '3adbcafab975d809', 'coordinates': {'type': 'Point', 'coordinates': [-100.4137487, 20.7813012]}}"
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-08-21T02:10:17.000Z,DE REPENTE ODIO A ELLIS DE BROOKLYN #HEARTBROKEN,767182003372339201,767182003372339201,62695983,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-08-20T16:54:50.000Z,"Hoje sou um elefante... Pareço grande, forte... Mas tenho um coração igualzinho ao seu... 🐘💔🐘 #heartbroken http://someurl",767042219895390209,767042219895390209,905204036,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-08-18T18:08:56.000Z,Quem mais teve o coração estraçalhado? @someuser #heartbroken @someuser http://someurl,766336092001959937,766336092001959937,1587350684,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '765612812949450752'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",69494281,2016-08-16T18:27:56.000Z,@someuser eu não consigo acreditar que o Joe vai sair.. #heartbroken http://someurl,765612812949450752,765616094430261249,69494281,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-08-12T00:33:07.000Z,"- pai vi um sutiã tão giro, temos de ir ao shopping| - Bora, vai te vestir e vamos | | #heartbroken",763896057361203200,763896057361203200,2380420116,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '762474563485655040'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2795447812,2016-08-08T02:52:18.000Z,@someuser @someuser Galvão tá bem bolado...#heartbroken,762474563485655040,762481533496143872,3732072435,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,2016-08-06T01:09:09.000Z,Pasamos 1/2 segundo??? #heartbroken #YoRio #Rio2016,761730798760239104,761730798760239104,146961933,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-08-05T00:30:11.000Z,"Senhor me ajuda , o senhor sabe que não é pra ser agr #heartbroken ○○○",761358603672510465,761358603672510465,3295933839,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-07-31T09:10:59.000Z,Pela 1a vez não tive nenhum ligação nas 12 baladas  #sad #heartbroken,759677731047149568,759677731047149568,319187899,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,2016-07-30T22:05:32.000Z,Não tenho amigo #heartbroken #lágrimasgóticas,759510261933940736,759510261933940736,72403071,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '759012119119482881'}]",everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2195623233,2016-07-29T13:07:37.000Z,"@someuser vc é uma pironha, qnd nois ia se ver ce num vai ir #heartbroken",759010670142640128,759012505049927681,2195623233,#heartbroken,
es,"[{'type': 'quoted', 'id': '758396715758223360'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-07-27T20:28:25.000Z,QUE NOOOOOO #teenager #heartbroken #pelazo http://someurl,758398659855867904,758398659855867904,88010751,#heartbroken,
pt,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-07-25T08:37:40.000Z,O Reinaldo.  #shithappens #tattoo #tattoos #coveruptattoo #heartbreak #heartbroken #love... http://someurl,757495017917349888,757495017917349888,25037149,#heartbroken,
pt,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-07-25T03:45:39.000Z,"Loving can hurt, loving can hurt sometimes...🎶 #my #braziliangirl  #heartbroken @ Vila São Pedro... http://someurl",757421529470758912,757421529470758912,346263173,#heartbroken,"{'place_id': '0090a6f53f20ebd0', 'coordinates': {'type': 'Point', 'coordinates': [-46.52437137, -23.71835765]}}"
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-07-23T03:52:27.000Z,ou devia ter ido vê-lo mesmo pq era o que eu mais queria #heartbroken,756698465422413824,756698465422413824,63554387,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '756490595590430720'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",711535039306145793,2016-07-22T14:06:58.000Z,@someuser magoaste-me agora ... :( #heartbroken,756278997181423617,756490724951126016,2935885648,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-07-20T01:30:52.000Z,Meu coração tá partido em mil pedaços. Isso não pode ser real. Gaga e Kinney não podem ter terminado. #heartbroken,755575672290947072,755575672290947072,46286417,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '755262115431284737'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",395686496,2016-07-19T14:57:58.000Z,@someuser Que feio... cariocas são marrentos de vz em qnd... mas n generaliza n... #heartbroken =/,755262115431284737,755416398134992896,50532002,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '755412562875912192'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",197573936,2016-07-19T14:43:44.000Z,@someuser @someuser ela acabou pq você passa tanto tempo sem me ver que eu desaprendi suas ironias #heartbroken,755411709024665600,755412813254893568,1140796363,#heartbroken,
it,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-07-18T21:56:13.000Z,~Orlando~| #orlando #orlandostrong #orlandoshooting #poetryslam #poetry #love #poem #poetweet #hate #heartbroken http://someurl,755159265938141184,755159265938141184,755157285450776576,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,2016-07-16T18:53:57.000Z,Quando você fica sem pokebolas 💔💔💔💔💔💔💔 #heartbroken #PokemonGO,754388618769203200,754388618769203200,43155122,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,2016-07-16T03:37:51.000Z,"Acredite, Aquela foto era a última esperança! 🍃 #Heartbroken",754158077172129792,754158077172129792,720660036,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '753860068265918465'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",46213605,2016-07-15T07:54:41.000Z,@someuser Que bom ver vcs bem. Força por ai. #heartbroken,753860068265918465,753860323459887104,9243622,#heartbroken,
fr,,everyone,TweetDeck,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",,2016-07-14T21:53:34.000Z,On pense à nos amis Niçois. Be safe. #Heartbroken #Nice06,753709045387853825,753709045387853825,3720269927,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '751922969421774848'}]",everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4827534641,2016-07-09T23:38:13.000Z,@someuser @someuser Tu desonLou minha família... #Heartbroken 💔,751467642142195712,751923442048524288,2875326118,#heartbroken,
