id,source,conversation_id,reply_settings,public_metrics,created_at,text,author_id,lang,search_query,referenced_tweets,geo,in_reply_to_user_id
571526878017822720,Facebook,571526878017822720,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-02-28T04:26:40.000Z,#Avengers2 airing in Hong Kong on 23 April!! #pumped http://someurl,231692399,tl,#pumped,,,
571474529001873408,Twitter for iPhone,571474529001873408,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2015-02-28T00:58:39.000Z,Maroon 5 ❤️ #pumped  @someuser  @someuser,621476616,tl,#pumped,,"{'coordinates': {'type': 'Point', 'coordinates': [-86.77734773, 36.15769289]}, 'place_id': '00ab941b685334e3'}",
569547418565345281,Twitter Web Client,569547418565345281,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-02-22T17:21:00.000Z,Ohayou Gozaimasu!! MATCHDAY! #PUMPED  http://someurl,454187096,tl,#pumped,,,
568729529600118785,Foursquare,568729529600118785,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-02-20T11:11:00.000Z,"#pumped (@ Golds Gym Xpress - @someuser in Pasig City, Metro Manila) http://someurl",2362567622,tl,#pumped,,,
564616716475322368,Twitter for Android,564616716475322368,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-02-09T02:48:09.000Z,Mulan marathon!😁👊 #pumped,2907754650,tl,#pumped,,"{'coordinates': {'type': 'Point', 'coordinates': [-123.4401857, 43.2826747]}, 'place_id': 'df7fd3a3b9eff7ee'}",
561567920372068352,Twitter Web Client,561565273900457984,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2015-01-31T16:53:20.000Z,@someuser @someuser AHMAHGAD PUMPED? PUMPED! #PUMPED,40948239,tl,#pumped,"[{'type': 'replied_to', 'id': '561565273900457984'}]",{'place_id': 'a5b6bdd8008412b1'},55732442
554825140635455488,Twitter for iPhone,554825140635455488,everyone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2015-01-13T02:19:56.000Z,@someuser gang green #readyforHIT #cashmoney #pumped #myjobsmorefun #letsdothis http://someurl,2153552095,tl,#pumped,,,553216939
553842519692554240,Twitter for Android,553842519692554240,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-01-10T09:15:21.000Z,@someuser next #Tuesday #pumped  l2lya,36818498,tl,#pumped,,"{'coordinates': {'type': 'Point', 'coordinates': [-75.7061923, 39.7294115]}, 'place_id': '51b99055e77ef76b'}",457554412
549579276421713920,Twitter for Android,549579276421713920,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-29T14:54:44.000Z,Beach day numero uno #pumped,137496049,tl,#pumped,,,
549378685833609216,Twitter for iPhone,549378685833609216,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-12-29T01:37:40.000Z,simultaneously #steamed #and #pumped,385195050,tl,#pumped,,,
542619513624465408,Instagram,542619513624465408,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-10T09:59:08.000Z,Bye Manila Workout! 💪 #butfirstletmetakeaselfie #workout #shameless #asianguy #nofilter #pumped... http://someurl,134284565,tl,#pumped,,,
542096364994568192,Twitter Web Client,542096364994568192,everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",2014-12-08T23:20:19.000Z,#MATTMCANDREWMONDAY AKA #MeScreamingWESTERNAtMattOnTVMondays| #PUMPED LETS GO @someuser,54911173,tl,#pumped,,,
541695437355646976,Twitter for Android,541695437355646976,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2014-12-07T20:47:11.000Z,"Hmm... LS, Mod motor, Coyote, or SBF #decisions #pumped http://someurl",551099687,tl,#pumped,,"{'coordinates': {'type': 'Point', 'coordinates': [-83.1073226, 42.5142031]}, 'place_id': 'e67427d9b4126602'}",
540723966235508736,Instagram,540723966235508736,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-05T04:26:54.000Z,First ever Mahi Mahi! #pumped #mahimahi #dolphenfish #farnorthqld #barrafilth #fishing_fnq #living... http://someurl,23855040,tl,#pumped,,,
538906768999714816,Facebook,538906768999714816,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-30T04:06:00.000Z,Now Playing : | | 1. Relaks Its Just Pag-ibig| 2. Ikaw Na Nga Yata| | #RepeatButtonOn| #LSS| #Pumped| #Inlababels| | 󾌵󾌵󾌵,522017690,tl,#pumped,,,
537576399238746112,Twitter for Android,537576399238746112,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-26T11:59:35.000Z,promise ko sa mga doubters na gagraduate ako #pumped #challenged,2801237022,tl,#pumped,,,
535863258838994944,Twitter for iPhone,535863258838994944,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-21T18:32:11.000Z,Waking up to HBO24/7 Pacquiao vs Algieri #pumped,54721917,tl,#pumped,,,
535107327284637696,Twitter for Android Tablets,535107327284637696,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-19T16:28:23.000Z,Jgh!! Kakakain lang ng pizza sa kalye and Im not sleepy yet hahaha #pumped 😂😅,246784264,tl,#pumped,,,
