source,public_metrics,geo,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,referenced_tweets,in_reply_to_user_id
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,809025012690599936,wala gin wrap ni stephen gift ya 😩😩😩 #good #boi #how #wonderful http://someurl,811135144497057792,811135144497057792,tl,everyone,2016-12-20T09:04:23.000Z,#wonderful,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",,40121754,Ms. Sheila E. at Atlantas Mayor Masked Ball. #Wonderful #Prince http://someurl,811078977016229888,811078977016229888,tl,everyone,2016-12-20T05:21:11.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Sarakiniko Beach, Milos, Greece [OC] [2448x3264] #Beach #Amazing #Wonderful http://someurl",811030041354260480,811030041354260480,tl,everyone,2016-12-20T02:06:44.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '0194d01e70b501df', 'coordinates': {'type': 'Point', 'coordinates': [120.49850285, 14.44203632]}}",161971040,High. #trees #nature #sky #blessed #thankful #weloveGod #praiseGod #wonderful @ The Oriental Bataan http://someurl,810833714569740288,810833714569740288,tl,everyone,2016-12-19T13:06:36.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,359008893,#MUSEO #SOUMAYA #CDMX #SELFIEWEROS #WONDERFUL @ Museo Soumaya http://someurl,810234592019894272,810234592019894272,tl,everyone,2016-12-17T21:25:54.000Z,#wonderful,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,809603014348550144,#Wonderful Indonesia#laketoba#northsumatera# http://someurl,809938309443002368,809938309443002368,tl,everyone,2016-12-17T01:48:35.000Z,#wonderful,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,478910953,NASA TV Public-Education http://someurl via @someuser #nasa #space #cygnss #cyclone #today #live #wonderful #engineering,809382739082354688,809382739082354688,tl,everyone,2016-12-15T13:00:57.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Red Sky Waikiki Beach, HI [3264x1836] #Beach #Amazing #Wonderful http://someurl",809165127077527553,809165127077527553,tl,everyone,2016-12-14T22:36:14.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Natural movie set-esque waterfall, Lauong Phabang, Laos [OC] (1200 x 1600) #Earth #EarthPorn #Wonderful http://someurl",809037276227497984,809037276227497984,tl,everyone,2016-12-14T14:08:12.000Z,#wonderful,,
Path,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': 'bba02d4c41e99d19', 'coordinates': {'type': 'Point', 'coordinates': [107.88773, -7.19611]}}",57854091,#lovely #jawabarat #wonderful #indonesia (at Kampung Naga) [pic] — http://someurl,808154276694409216,808154276694409216,tl,everyone,2016-12-12T03:39:29.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'coordinates': {'type': 'Point', 'coordinates': [105.21435771, -5.59263152]}}",70075194,Time to selfie| Pahawang Island -Lampung-| | #takeshoot #wonderful #canon #travel #tour... http://someurl,807247371482570752,807247371482570752,tl,everyone,2016-12-09T15:35:45.000Z,#wonderful,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,1309396825,Ipon  ipon na sa mga #wonderful Suki(labs) in the club... — feeling thankful,806691304184877060,806691304184877060,tl,everyone,2016-12-08T02:46:09.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Mount Shuksan at Picture Lake, WA. [OC] [3328×4096] #Earth #EarthPorn #Wonderful http://someurl",806615396749103106,806615396749103106,tl,everyone,2016-12-07T21:44:31.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,16946467,"R. Rikoryak, Comics Whirlgig http://someurl #futurism #science #gadgets #wonderful #Politics #Tech #News ... http://someurl",806222577135915008,806222577135915008,tl,everyone,2016-12-06T19:43:35.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Passu Cones - Hunza valley, Pakistan by Tahir Kayani [1024 X 504] #Earth #EarthPorn #Wonderful http://someurl",805833219723628544,805833219723628544,tl,everyone,2016-12-05T17:56:25.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,168605622,B R E A K I N G x D A W N| | #DiaRaes #EmbraceGreatness #EmbraceYourself #Scenery #Wonderful... http://someurl http://someurl,805423483534643200,805423483534643200,tl,everyone,2016-12-04T14:48:17.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '0107db7938fa2055', 'coordinates': {'type': 'Point', 'coordinates': [121.727, 17.6131]}}",74683088,Yung kakadating mo lang ng Tuguegarao at may biglang nagpawi ng pagod mo 😘😘😘 #Wonderful #Love... http://someurl,804704676436393984,804704676436393984,tl,everyone,2016-12-02T15:12:00.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Natures swimming pool at Zingyeik, Myanmar (Burma) [OC] [1920 x 1080] #Earth #EarthPorn #Wonderful http://someurl",803989446160949248,803989446160949248,tl,everyone,2016-11-30T15:49:56.000Z,#wonderful,,
Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2812988362,#Wonderful #creative #minimal #scissor #design Wallet Nail Scissors #card #useful by Hevesi Annabella http://someurl http://someurl,802996724054786049,802996724054786049,tl,everyone,2016-11-27T22:05:12.000Z,#wonderful,,
Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,3014244000,saturday na pero wala parin akong nagagawa sa mga schoolworks #wonderful 😂,802348517180121088,802348517180121088,tl,everyone,2016-11-26T03:09:28.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '017a4afa29d71c65', 'coordinates': {'type': 'Point', 'coordinates': [121.0502625, 14.5535898]}}",74683088,"Salamat kapatid Kaloi na fresh na fresh from Mauritius 😘😘😘 #Wonderful @ The Globe Tower,... http://someurl",801609830926602240,801609830926602240,tl,everyone,2016-11-24T02:14:11.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Exploring the water caves at Nanakuli, Oahu. [OC][4032x3024] #Earth #EarthPorn #Wonderful http://someurl",801357940171145216,801357940171145216,tl,everyone,2016-11-23T09:33:16.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '6ab2f5132f36eb85', 'coordinates': {'type': 'Point', 'coordinates': [115.18569589, -8.84500643]}}",105267301,#bali #indonesia #island #pandawabeach #adventure #wonderful @ Pandawa Beach http://someurl,801003207891750913,801003207891750913,tl,everyone,2016-11-22T10:03:41.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Snow Canyon, Utah [6000x4000] [OC] #Earth #EarthPorn #Wonderful http://someurl",800925073788047360,800925073788047360,tl,everyone,2016-11-22T04:53:12.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '0108232378a6d764', 'coordinates': {'type': 'Point', 'coordinates': [-65.03414159, -42.76601736]}}",1480223587,Patagonia | #2k16 #patagonia #argentina #best_destinations #wonderfullplace #wonderful #color... http://someurl,800079459403505664,800079459403505664,tl,everyone,2016-11-19T20:53:02.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,257795343,I feel na Christmas na ayieee... 😙😘😍💞💞💞 #BraveGirl #wonderful #GoodAfternoon http://someurl,799857942040379392,799857942040379392,tl,everyone,2016-11-19T06:12:48.000Z,#wonderful,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,1509459854,Nakapiripirit to Moroto road| | #Wonderful,799478112857690113,799478112857690113,tl,everyone,2016-11-18T05:03:30.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Sunset at Hehuan mountain, Taroko National Park, Taiwan. By Samyaoo[2048 X 1365] #Earth #EarthPorn #Wonderful http://someurl",799244041187536896,799244041187536896,tl,everyone,2016-11-17T13:33:23.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,Ko Tapu (Thailand) [1920x1080] #Earth #EarthPorn #Wonderful http://someurl,799216373863944192,799216373863944192,tl,everyone,2016-11-17T11:43:26.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Sunset in Sapa, Vietnam (6000 x 3376) [OC] #Earth #EarthPorn #Wonderful http://someurl",799216364527513600,799216364527513600,tl,everyone,2016-11-17T11:43:24.000Z,#wonderful,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,635370922,Ang pag-aaral nila Rhian at Ashley. | Alleluia! | | #wonderful moments http://someurl,799072791257632769,799072791257632769,tl,everyone,2016-11-17T02:12:54.000Z,#wonderful,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2669168112,Listening to the song Kumapit Ka Lang| #wonderful,798890390241693700,798890390241693700,tl,everyone,2016-11-16T14:08:06.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Paradise is Waimea Canyon, Kauai [OC][2933x3666] #Earth #EarthPorn #Wonderful http://someurl",798865281900834816,798865281900834816,tl,everyone,2016-11-16T12:28:20.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '58a4c3a0d54e1400', 'coordinates': {'type': 'Point', 'coordinates': [103.85994009, 1.28318257]}}",328511116,Marina Bay Sands Hotel #singapore #sg #hotel #boat #rooftop #lights #city #amazing #wonderful... http://someurl,798187961611390976,798187961611390976,tl,everyone,2016-11-14T15:36:54.000Z,#wonderful,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,170302417,Jusko e mga mema lang naman e! #supermoon #amazing #wonderful,798119819010682881,798119687229829121,tl,everyone,2016-11-14T11:06:07.000Z,#wonderful,"[{'type': 'replied_to', 'id': '798119687229829121'}]",170302417
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '013a5e5135a1557e', 'coordinates': {'type': 'Point', 'coordinates': [126.982, 37.675]}}",285111177,Bukhansan National Park🏁| #hiking| #nature #amazing #wonderful #f4f #korea #visitkorea #innerpeace... http://someurl,797552278265884672,797552278265884672,tl,everyone,2016-11-12T21:30:55.000Z,#wonderful,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2856545477,Uganda: Kasime #wonderful actress  😂😂😂 http://someurl,797476066961092608,797476066961092608,tl,everyone,2016-11-12T16:28:05.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,1484315011,Ayoko talaga kasing mag selfie. 😂😂😂😂| #WONDERFUL http://someurl,797010397001895936,797010397001895936,tl,everyone,2016-11-11T09:37:41.000Z,#wonderful,,
MEGAPO.ST,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2837268440,Katuscha http://someurl  #lapdance #wonderful #nailpolish #delivery #dogstagram #bjork,796493351210119173,796493351210119173,tl,everyone,2016-11-09T23:23:07.000Z,#wonderful,,
MEGAPO.ST,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2837268440,Katuscha http://someurl un #make #wonderful #gayargentina #islandlife #laborday #reddragons,796380099092353024,796380099092353024,tl,everyone,2016-11-09T15:53:06.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '01a9bad24acbbb0b'},35269769,Hakuna matata mornings 🐌🐚 | | #wonderful#beach #destination #vacations #vsco #shell #webstagram... http://someurl,795875884829904896,795875884829904896,tl,everyone,2016-11-08T06:29:32.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,Angels Landing in Zion NP [OC] [5312 × 2988] #Earth #EarthPorn #Wonderful http://someurl,795586724030251008,795586724030251008,tl,everyone,2016-11-07T11:20:30.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '1fe367b63a6d6a01', 'coordinates': {'type': 'Point', 'coordinates': [135.4323855, 34.66365004]}}",279773877,Ako ang tunay na Peter Parker! 🕷👍🏻😎🇯🇵 #UniversalStudios #Japan #Osaka #City #Wonderful... http://someurl,795533965138464768,795533965138464768,tl,everyone,2016-11-07T07:50:52.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '011a05612b6a331c', 'coordinates': {'type': 'Point', 'coordinates': [121.06926217, 14.57667233]}}",74683088,Nakakamiss kayo po!!! #AbbottTradeMarketing #AbbottFriends #love #Wonderful #happiness... http://someurl,795133728678879232,795133728678879232,tl,everyone,2016-11-06T05:20:28.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '00c01e4b3cc6963a', 'coordinates': {'type': 'Point', 'coordinates': [120.78592639, 18.58884944]}}",74683088,"Coffee, milk, tea or bridge? Hahahaha 😙😙😚 #Wonderful #Love #Pagudpod #IlocosNorte @ Pagudpod,... http://someurl",794640676340334597,794640676340334597,tl,everyone,2016-11-04T20:41:15.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2608731229,Sunset in Halong Bay [OC] [5094 × 3246] #Earth #EarthPorn #Wonderful http://someurl,794587634161111041,794587634161111041,tl,everyone,2016-11-04T17:10:29.000Z,#wonderful,,
MEGAPO.ST,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2791463091,Kellyann http://someurl at #sensual #wonderful #gayargentina #yilan #farmersmarket #sparkles,794454919147323392,794454919147323392,tl,everyone,2016-11-04T08:23:07.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,2219767423,Salad 86 😆 #chefmoonu #wonderful #salad #86 #like4like #likeforlike #love #like4follow... http://someurl,794241707713953793,794241707713953793,tl,everyone,2016-11-03T18:15:54.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Angels Landing Sunset in Zion National Park, Utah [OC] [2174 × 1080] #Earth #EarthPorn #Wonderful http://someurl",793516543485313025,793516543485313025,tl,everyone,2016-11-01T18:14:21.000Z,#wonderful,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,713427448201932800,diwali celebrating at bangla Sahib wid #best buddy #wonderful time #soul #peace #positive vibes🙏 http://someurl,793503298850480128,793503298850480128,tl,everyone,2016-11-01T17:21:43.000Z,#wonderful,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,794435809,@someuser @someuser  Oulala !  #wonderful,793387230471524352,793386733429788673,tl,everyone,2016-11-01T09:40:30.000Z,#wonderful,"[{'type': 'replied_to', 'id': '793386733429788673'}]",270418444
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2608731229,"Kanuhura, Maldives. [1150x767] #Beach #Amazing #Wonderful http://someurl",792953884797009920,792953884797009920,tl,everyone,2016-10-31T04:58:33.000Z,#wonderful,,
Path,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '21b0f5f7ac8ff39d', 'coordinates': {'type': 'Point', 'coordinates': [114.38001, -8.20759]}}",623767355,On my way to Bali #Wonderful #Indonesia ♥ (at Kapal) [vid] — http://someurl,792595147619905536,792595147619905536,tl,everyone,2016-10-30T05:13:03.000Z,#wonderful,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,489817600,#Ali_Baba #Wonderful — feeling wonderful at Ali Baba Nargile http://someurl,792454764403580928,792454764403580928,tl,everyone,2016-10-29T19:55:13.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2608731229,"Lake OHara, Yoho National Park [3820x5730] OC #Earth #EarthPorn #Wonderful http://someurl",792414373214056449,792414373214056449,tl,everyone,2016-10-29T17:14:43.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,764772149576040448,#danceshow #expo2016antalya #turkishdance #wonderful #amazing @ EXPO 2016 Antalya http://someurl,791918455641419776,791918455641419776,tl,everyone,2016-10-28T08:24:07.000Z,#wonderful,,
MEGAPO.ST,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2791463091,Malanie http://someurl as #perfeitinha #wonderful #bear #corn #true #place,791265173176811520,791265173176811520,tl,everyone,2016-10-26T13:08:12.000Z,#wonderful,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,630759912,@someuser Bali experience #wonderful Ayung valley,791145456596312069,791145456596312069,tl,everyone,2016-10-26T05:12:30.000Z,#wonderful,,3233511
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,743489582432403456,sabine_marcelis at #celine #antwerp #woth #wonderful #resin #resinart #wonderfulthings #dutch... http://someurl,791017806556909569,791017806556909569,tl,everyone,2016-10-25T20:45:16.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '06671c677e777826', 'coordinates': {'type': 'Point', 'coordinates': [11.35453, 44.50526]}}",981451232,#hellostranger #offparty @someuser #crazy #djset #longnight #naked #wonderful #friends @ Mikasa http://someurl,790214357208608770,790214357208608770,tl,everyone,2016-10-23T15:32:38.000Z,#wonderful,,
Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3248520798,Grunge Effect Graffiti Wallpaper| http://someurl| #GoodMorning  #Decoracion #wonderful  #homedecor   #art   #Decoracion http://someurl,788824736939831300,788824736939831300,tl,everyone,2016-10-19T19:30:47.000Z,#wonderful,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,1516423537,#amazing View of Mata vaisanodevi Gufa....| #wonderful art work.....| Pic: Guddu http://someurl,788005143681703936,788005143681703936,tl,everyone,2016-10-17T13:14:01.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '0010b4cb51ca93d8'},1326180078,Baháí Temple 🌌| | #bahaitemple #southamerica #santiago #chile #creation #wonderful #night... http://someurl,787836397633757184,787836397633757184,tl,everyone,2016-10-17T02:03:29.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '0135ba1334a0abe4', 'coordinates': {'type': 'Point', 'coordinates': [121.48028281, 17.78707799]}}",74683088,"Thank you sa pagbisita, Ate Pia 😘😘😘 see you in Manila #Wonderful #FeelingBlessed #Love @ Our... http://someurl",787506928452767748,787506928452767748,tl,everyone,2016-10-16T04:14:17.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'place_id': 'afd1ca7391d3edc9', 'coordinates': {'type': 'Point', 'coordinates': [110.47816627, -7.36286911]}}",535126989,Salatiga hitz!! Yessss!!| #instahappy #wonderful #salatiga #salatigahitz #visitjateng... http://someurl,787284079683129345,787284079683129345,tl,everyone,2016-10-15T13:28:46.000Z,#wonderful,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,2992512774,Hello💓Dear💓#Kind💓Katy💓@someuser @someuser @someuser @someuser @someuser @someuserful #Friends #Love #Blessings💓🙏😇 http://someurl,787032009453428737,775035319313760256,tl,everyone,2016-10-14T20:47:08.000Z,#wonderful,"[{'type': 'replied_to', 'id': '786997570564489220'}]",4458636449
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,128431281,"Goodbye Rome, and hello my next stop - Milán! #jesuspaul #jesuspaulofficial #happy #wonderful... http://someurl",786841077605101568,786841077605101568,tl,everyone,2016-10-14T08:08:26.000Z,#wonderful,,
Instagram,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","{'place_id': '01fba355646b02f0', 'coordinates': {'type': 'Point', 'coordinates': [121.76918989, 16.93718278]}}",74683088,"Makakasine ulit aftet 48years. Hihihi #TheThirdParty #Wonderful @ SM Cinema, Cauayan City http://someurl",786510910361862144,786510910361862144,tl,everyone,2016-10-13T10:16:28.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,366668847,Hiya! Bro....| #world #wonderful #wonderland #earth #tattoo  #Thailand #peace #PhotoArt... http://someurl,786151283052929024,786151283052929024,tl,everyone,2016-10-12T10:27:26.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,399956089,Aint yo mamas choice. #freinds #living #moments #life #life #wonderful http://someurl,786065785974325248,786065785974325248,tl,everyone,2016-10-12T04:47:42.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': 'f6ca943ba0f00408', 'coordinates': {'type': 'Point', 'coordinates': [95.257832, 5.8717034]}}",56363543,Hahahhahaha  polonx_zery ayie_sofyan poejoet8729 #pulauweh #sabang #wonderful #indonesia... http://someurl,786021382459011072,786021382459011072,tl,everyone,2016-10-12T01:51:15.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '9cf580c592675f3a', 'coordinates': {'type': 'Point', 'coordinates': [-100.817, 19.8667]}}",432073831,Human nature. #Sensation #World #Énigme #Living #Wonderful #Unique #GaleriaColectiva... http://someurl,785687498223652864,785687498223652864,tl,everyone,2016-10-11T03:44:31.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '01fba355646b02f0', 'coordinates': {'type': 'Point', 'coordinates': [121.7681604, 16.92328252]}}",74683088,Busog lusog!! Thank you Globe 😘😘😘 #NLEastHubGrandOpening #Wonderful #WeLoveGlobe #ILoveMickey... http://someurl,785336461369507841,785336461369507841,tl,everyone,2016-10-10T04:29:37.000Z,#wonderful,,
