lang,reply_settings,source,public_metrics,created_at,text,conversation_id,id,author_id,search_query,referenced_tweets,in_reply_to_user_id,geo
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-02-26T10:19:57.000Z,"OMG! Ik ben nu echt heel bang, lieve heer houdt die onbekende zwarte ridder in bedwang. #scared #WieIsDat?",703162577371574272,703162577371574272,4900865297,#scared,,,
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-02-26T10:17:27.000Z,"@someuser kwam ineens een zwarte ridder tegen, en kon zich daardoor niet meer bewegen. #stranger #scared",703161950138556419,703161950138556419,4918876407,#scared,,4900865297,
nl,everyone,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-02-18T23:20:36.000Z,woeisdead: #horror #scary #scarymovies #movie #movies #scared #netflix http://someurl    Danny Bi... http://someurl,700459931078492161,700459931078492161,3078397077,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",2016-02-16T02:51:01.000Z,Die groot dag het aangebreek. Ek is oppad hospitaal toe vir my operasie. Mixed emotions.. #scared #calm #sleepy #GodIsInControl,699425721538760704,699425721538760704,298983349,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-02-13T19:42:19.000Z,@someuser is net een hele enge film #Thriller #scared,698593059001536514,698593059001536514,57417606,#scared,,197837495,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-01-22T20:05:35.000Z,#tvoh melissa sorry maar nee ik denk dangerzone #scared but you keep trying.| Doorzetter hou ik wel van,690626384566288385,690626384566288385,4220302239,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-01-18T20:26:52.000Z,Beetje Disturbia-gevoel #Imscared #scared #liefdevoormuziek,689182187070054400,689182187070054400,379775434,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-01-18T19:13:38.000Z,Morgen presentatie voor video en daarna toets photoshop #scared,689163757017296900,689163757017296900,2336728262,#scared,,,
nl,everyone,Foursquare,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-01-14T20:47:59.000Z,Morgen taalvaardigheden #scared (@ Kimberlys Bedroom 💤) http://someurl,687737949048422400,687737949048422400,152658653,#scared,,,"{'place_id': '2dedad34f866656c', 'coordinates': {'type': 'Point', 'coordinates': [3.22667152, 50.84796931]}}"
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",2016-01-14T05:30:45.000Z,Om 6 uur opstaan is nooit makkelijk...| Zeker niet als je daarna naar het ziekenhuis moet! #operatie #oog #scared,687507120611287041,687507120611287041,3121994883,#scared,,,
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-01-10T23:15:53.000Z,@someuser Gaan we zeker kijken! Je durft waarschijnlijk toch niet alleen :p  #scared,686320638613680130,686325620134035457,579944131,#scared,"[{'type': 'replied_to', 'id': '686320638613680130'}]",1327183783,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-01-09T16:40:45.000Z,Wnr ge duust pannekoeken moet klaarhebben maar ge hebt er 5 #planB #schuim #scared http://someurl,685863792132100097,685863792132100097,2292663266,#scared,,,{'place_id': '1939d8ab48f69913'}
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-01-01T18:18:52.000Z,Welke aso houdt zich op 1 januari bezig om 19u15 bezig met vuurwerk afsteken? #scared #cat,682989382685585408,682989382685585408,63068953,#scared,,,
nl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-12-27T18:00:48.000Z,#Coach van Gaal #accuses #United #players #of #being #scared #under #pressure http://someurl,681172893871554564,681172893871554564,2968346121,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-12-23T21:35:52.000Z,Tg wel ff de shock van mn leve gehad ze ma de conclusie is dus da k echt nimeer zonder u kan leve !!! #boyfriend #acidente #scared,679777469113733125,679777469113733125,535186544,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2015-12-23T20:12:12.000Z,Ooit krijg ik is een hartaanval door u ze #scared #boyfriend #acidente #everythingIsOkay,679756411979624448,679756411979624448,535186544,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-12-19T12:37:21.000Z,Gesprek..... #scared #TrustingOnGod 🙏,678192395515764736,678192395515764736,59349650,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-12-18T19:04:29.000Z,College Jan 31st #scared af,677927430905049088,677927430905049088,2799245937,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-12-10T21:25:20.000Z,@someuser bijna 6 jaar geleden nam ik dit op. SHs muziek is voor altijd in mn zenuwen gekrast. #scared| http://someurl,675041416939233280,675063773036679169,182315642,#scared,"[{'type': 'replied_to', 'id': '675041416939233280'}]",353990180,{'place_id': 'b8cc2be57a43469f'}
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-12-02T18:58:59.000Z,"Ik daag jullie uit om mij vragen te stellen, wat dan ook ik zal eerlijk antwoorden! #benieuwd #scared",672127842512207872,672127842512207872,4162762084,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2015-11-24T16:41:50.000Z,On my way to Brussels #scared#ikwilniet,669194223665733632,669194223665733632,1355104171,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2015-11-19T17:41:11.000Z,Mevr. Van acker is een supergoeie directeur ofni @someuser #scared hhahhahah,667397218840743936,667397218840743936,2970318803,#scared,,,
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-17T18:25:24.000Z,Voor de mensen die van enge verhaaltjes houden. En van #Tinder. Be #scared http://someurl via @someuser,666683570665181185,666683570665181185,77049695,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2015-11-16T21:33:23.000Z,Het moment dat ge mensen Arabisch hoort praten en u opeens onveilig voelt ! #norasist #prayforparis #scared,666368490467667968,666368490467667968,268569615,#scared,,,{'place_id': 'a2e38f0f2892c5d8'}
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-16T18:45:19.000Z,Hopelijk houden wij langer vol dan IS .. #Scared #Humansvsmachines,666326197673066498,666326197673066498,24512387,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-15T22:16:39.000Z,Moe in mn bedje! #beetjebang #scared,666016991765991426,666016991765991426,224292230,#scared,,,
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-14T18:29:55.000Z,"Ik denk vooral aan @someuser vanwege die aankondigingen, maar natuurlijk ook aan de bezoekers en aan alle andere Amsterdammers #scared",665597543259226112,665597543259226112,3366617631,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2015-11-14T01:18:52.000Z,@someuser net gehoord dat er geen Belgen onder de slachtoffers zijn. #scared,665290675232104448,665338073161449472,708649495,#scared,"[{'type': 'replied_to', 'id': '665290675232104448'}]",3028674843,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-13T23:21:31.000Z,Hoeveel doden en gewonden moeten er nog vallen voor er echt iets gaat veranderen??? #ParisShooting #PrayForParis #ParisAttack #scared,665308541536763905,665308541536763905,2166237496,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-11-13T23:12:27.000Z,Ik verstop me alvast onder mijn bed #prayingforParis #scared #ParisAttacks,665306260204609536,665306260204609536,188395413,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",2015-11-13T07:41:01.000Z,"Dusss....... dit gaan we (nou ja, de kapster....) met mijn haar doen! #excited and #scared http://someurl",665071854693011456,665071854693011456,26997043,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2015-11-11T16:45:38.000Z,En dan gebeurt er iets heel geks... #scared,664484138729230336,664484138729230336,53022445,#scared,,,
