id,conversation_id,public_metrics,text,reply_settings,created_at,author_id,source,lang,search_query,referenced_tweets,in_reply_to_user_id,geo
811137912742051840,811137912742051840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Sorry BOBO AKO eh 😥 | #BALLisLife 💝| #DISAPPOINTED 😢,everyone,2016-12-20T09:15:23.000Z,4141826206,Facebook,tl,#disappointed,,,
810832795417223168,810832795417223168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 20, 'quote_count': 0}","Dawa anong pirit kong dae ko i-judge an student pag nasa school, mau man giraray! Kun ano-ano kaya an sinasabi sa twitter. #disappointed",everyone,2016-12-19T13:02:57.000Z,101453762,Twitter for iPhone,tl,#disappointed,,,{'place_id': '00c701d36862cdca'}
810508206166315008,810508206166315008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hoy Luis..  Kung alam mo lang nag #PBBPADALUCKLUIS si mam kasi friend kayo... Kahit isang puntos di mo ibinigay.. Hmm.. #disappointed,everyone,2016-12-18T15:33:09.000Z,757478492820770816,Twitter for Android,tl,#disappointed,,,
810497447738773504,810483256923738112,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@someuser awww hehehe okayokay :( #disappointed huhuhu,everyone,2016-12-18T14:50:24.000Z,4078181654,Twitter for Android,tl,#disappointed,"[{'type': 'replied_to', 'id': '810497262807875584'}]",2936182112,
810188301923741705,810188301923741705,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Tungunu mu 😭😂😂 kala ko naman kaya di nagkasya yung cndm kasi mga 7 and a half ung size 💔😂😂😂😂 #disappointed 💔😂 http://someurl,everyone,2016-12-17T18:21:58.000Z,3641039474,Facebook,tl,#disappointed,,,
810033097681072128,810033097681072128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",...kala ko lahat ng parts dumating na hindi pa pala... #Disappointed #GastosNaNaman (@ BMW Autozentrum Alabang) http://someurl,everyone,2016-12-17T08:05:14.000Z,33447519,Foursquare,tl,#disappointed,,,
809862384819040257,809862384819040257,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ok n sana kaso online game pala... tsk tsk tsk #supermariorun #disappointed http://someurl,everyone,2016-12-16T20:46:53.000Z,51410134,Instagram,tl,#disappointed,,,
809757069922353153,809757069922353153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Nasaan na ang pangako nyong delivery? #disappointed#paasa http://someurl,everyone,2016-12-16T13:48:24.000Z,104180997,Instagram,tl,#disappointed,,,
809726141464342528,809726141464342528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Laahh... Gara. Nagparinig na nga, nilike lang yung post ko. Ganyan naman e. Nakakalimutan ka nila pag di ka kailangan. Tsss...| #disappointed",everyone,2016-12-16T11:45:30.000Z,701730927379001348,Twitter for Android,tl,#disappointed,,,
809439492792668164,809439492792668164,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Parang sobrang di pinaghandaan paskuhan this year. May release na ba ng bands? :( #disappointed,everyone,2016-12-15T16:46:28.000Z,304377281,Twitter for iPhone,tl,#disappointed,,,
809339652649795584,809339652649795584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Sir bakit mo ko pinapahirapan. Sabi mo Chapters 1-4. Dont lie :( #disappointed,everyone,2016-12-15T10:09:44.000Z,143863440,Twitter for iPhone,tl,#disappointed,,,{'place_id': '00c0d8fe55323853'}
809032968597475329,809032968597475329,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",IKATLONG pagkakataon na hindi naibigay ang nararapat para sa aking mga bata/section.. :( #disappointed,everyone,2016-12-14T13:51:05.000Z,40805989,Twitter for iPhone,tl,#disappointed,,,{'place_id': '009d14ee64e36cb9'}
808965675116961792,808294219181756417,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser @someuser oo sana e lechong manok uli kaso wala e #disappointed,everyone,2016-12-14T09:23:41.000Z,1258836853,Twitter for iPhone,tl,#disappointed,"[{'type': 'replied_to', 'id': '808965569579864065'}]",722247221597437952,
808832090120687616,808832090120687616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Gen. Math. 😢😂😰😭| | ^^Lesson learn! Basa2 lage sa INSTRUCTION panalagsa Vergel!| | #Disappointed!,everyone,2016-12-14T00:32:52.000Z,2716212811,Facebook,tl,#disappointed,,,
808667666072223747,808667666072223747,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Pwde bang humiling n magka amnesia pra mkalimutan ko lahat ng nagbigay ng sakit sa puso ko!....#feelingdown #disappointed,everyone,2016-12-13T13:39:30.000Z,755613797130219522,Twitter for Android,tl,#disappointed,,,
808251928568180737,808251928568180737,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Useless makipagtalo sa ganung klaseng tao kaya shut up ka nalang and learn how to forgive ng paulit-ulit #selftalk #disappointed,everyone,2016-12-12T10:07:31.000Z,579341189,TweetCaster for Android,tl,#disappointed,,,
808077883667316737,808062777927618566,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@someuser @someuser @someuser @someuser @someuser bwaaaaaaahaaaa! yan tuloy konti lng views s YT 🙊🙈 #disappointed,everyone,2016-12-11T22:35:55.000Z,799663481196679168,Twitter for iPhone,tl,#disappointed,"[{'type': 'replied_to', 'id': '808077152801275904'}]",794749695738290176,
807937697759121408,807937697759121408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Parang baliw kasi. Ang pangit ng kanta niya. Kaasar. #disappointed,everyone,2016-12-11T13:18:52.000Z,27181614,Twitter for Android,tl,#disappointed,,,
807936102644355072,807936102644355072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Ikaw Yung Lalaking Sobrang| Laki Ng Tingin ko sayoo,| Pero Ngayon kahit Tingin na lng| Hndi nkita matignan.| Nakakadirrii| | #Memaa| #disappointed.",everyone,2016-12-11T13:12:32.000Z,751721818638077952,Twitter for Android,tl,#disappointed,,,
807878723991019521,807878723991019521,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Windang ako sa mga naaraman ko tsk tsk 😒 #disappointed,everyone,2016-12-11T09:24:32.000Z,2836711686,Twitter for iPhone,tl,#disappointed,,,
807790953452843008,807790953452843008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Now I know. Di nako magtatanong sa kanila. Ngayon palang alam ko na. #disappointed,everyone,2016-12-11T03:35:45.000Z,285523710,Twitter for Android,tl,#disappointed,,,{'place_id': '011a05612b6a331c'}
807388445043736580,807388445043736580,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Iselfie na lang..| | #goodmorning| #disappointed,everyone,2016-12-10T00:56:20.000Z,241373547,Facebook,tl,#disappointed,,,
807280663657381892,807280663657381892,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Disappointed| awa kusasa lokusako Im going back to my crib Kabokweni| labatsakatsi bala Matsulu abafuni... http://someurl,everyone,2016-12-09T17:48:03.000Z,230715701,Facebook,tl,#disappointed,,,
807259530203496448,807259530203496448,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Yung iiwan mo yung GF mo in d middle of the night somewhere south then ang layo pa ng inuuwian nya (north). Hahayaan mo lang? #disappointed,everyone,2016-12-09T16:24:04.000Z,178369855,Twitter for iPhone,tl,#disappointed,,,
807141699537375232,807141699537375232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Aba, blinock pa ako sa facebook ni tropa, ginalingan mo bes eh! #disappointed",everyone,2016-12-09T08:35:51.000Z,786578865560748032,Twitter for Android,tl,#disappointed,,,
806837092428849152,806837092428849152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Naaawa lang talaga ko sayo, Stay focus with your Acads para fair. Shit ka pa rin! #Disappointed  #WeirdBUTSmarterThanU",everyone,2016-12-08T12:25:27.000Z,1976945869,Twitter for Android,tl,#disappointed,,,
806775313191448576,806775313191448576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Wapak naka-kainis yung OED>| #disappointed,everyone,2016-12-08T08:19:58.000Z,2835755190,Twitter Web Client,tl,#disappointed,,,
806474144736890880,806474144736890880,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Anu ba yan sunod sunod mga di magandang nangyayari sa Phone ko... #disappointed,everyone,2016-12-07T12:23:14.000Z,347070609,Twitter for Android,tl,#disappointed,,,
806448603069706240,806445231004532737,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser reign paalam ka naman if gamitin mo pic ko as dp hays #disappointed,everyone,2016-12-07T10:41:44.000Z,463606387,Twitter for Android,tl,#disappointed,"[{'type': 'replied_to', 'id': '806448182779527168'}]",2556789859,
806385189119266816,806385189119266816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Feeling ko kahit magloko mga pulis, yun pa rin paniniwalaan ni DU30, kahit magkaron pa ng malakas na ebidensya. #Disappointed",everyone,2016-12-07T06:29:45.000Z,160364220,Twitter for Android,tl,#disappointed,,,
806279287275982848,806279287275982848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Higugmaa nako please. Mintras wa pako kapoya. 😭😭😒 K. Vye | | #Disappointed 😌,everyone,2016-12-06T23:28:56.000Z,4782593587,Facebook,tl,#disappointed,,,
806150370795732993,806149394793758720,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@someuser @someuser di umabot sa part ko sa mannequin #disappointed HAHAHAHA,everyone,2016-12-06T14:56:40.000Z,2979599887,Twitter Web Client,tl,#disappointed,"[{'type': 'replied_to', 'id': '806150154214477825'}]",531974442,
805599560055681025,805599560055681025,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Daling maging tao.| Pero mahirap magpaka tao....| #disappointed,everyone,2016-12-05T02:27:57.000Z,385464104,Twitter for Android,tl,#disappointed,,,{'place_id': '0169ff8b257381c9'}
805432160966430721,805432160966430721,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@someuser @someuser @someuser @someuser nisugod na sad mga behhh!!! HAHAHAHA love u chek! #disappointed #carelessme http://someurl,everyone,2016-12-04T15:22:46.000Z,2673807457,Twitter for Android,tl,#disappointed,,852661267,
805370368613437441,805370368613437441,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bal an ko sala ko pero hindi mn pag gub a dignidad ko ... pranka ka hindi na tirahon muko patalikod 😢😤😤| | #disappointed,everyone,2016-12-04T11:17:13.000Z,799994376420134913,Twitter for Android,tl,#disappointed,,,
805278717723299840,805278717723299840,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}","Anyhoo, antagal kong naghanap ng tapsilog #disappointed #buloknasistema #dilawan",everyone,2016-12-04T05:13:02.000Z,2847134420,Twitter for Android,tl,#disappointed,,,
805085150157541376,805075344864649216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser FTW talaga? Yan din cheer mo sa #FEU eh talo pa din #disappointed,everyone,2016-12-03T16:23:52.000Z,152700542,Twitter for iPhone,tl,#disappointed,"[{'type': 'replied_to', 'id': '805080337134956544'}]",345867390,
804693540743712769,804693540743712769,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","you told them not to underestimate us pero yung lumabas, ikaw mismo yung nagdadown samin. #disappointed #unacceptable #unfair",everyone,2016-12-02T14:27:45.000Z,2741330894,Twitter Web App,tl,#disappointed,,,
804605789923000322,804605789923000322,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","Andaming mga parol kaninang naglaban-laban, tapos tatlo lang nanalo.😒| #Disappointed",everyone,2016-12-02T08:39:03.000Z,4855813505,Twitter Web App,tl,#disappointed,,,
804341586322595841,804341586322595841,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Just got home!!| | Super antok na.. kulang sa tulog!| | Pahinga konti, kain, ligo.. tulog!| | #disappointed",everyone,2016-12-01T15:09:12.000Z,801809380349853696,Twitter for Android,tl,#disappointed,,,
804320945942839296,804320945942839296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Wow ha! Ako pa ang nasabihan na pumatol ako sa mga bata. Mahiya kayo! Ano bang nangyayari sa kanila? #disappointed #DANG,everyone,2016-12-01T13:47:11.000Z,154846360,Twitter Web Client,tl,#disappointed,,,
804311134081720320,804311134081720320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hindi na ata ikaw yung hinahangaan ko sa kanila. #Disappointed,everyone,2016-12-01T13:08:12.000Z,728186649608224768,Twitter for Android,tl,#disappointed,,,
804254108928524288,804254108928524288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Yung mga kaibigan mong inagawan ka ng Crush/Idol mo😏 saklap eh no? Sakin lang dapat siya girls😒 hindi ko naman kayo inagawan| #disappointed,everyone,2016-12-01T09:21:36.000Z,799816623498502144,Twitter for Android,tl,#disappointed,,,
804215267974782976,804215267974782976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Binigay mo ang lahat ng effort pero waley pa din. Hay! #disappointed 😔,everyone,2016-12-01T06:47:16.000Z,719927676509626369,Twitter for Android,tl,#disappointed,,,
804171098636091392,804171098636091392,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",:( mah dawg aint mah dawg no mo #disappointed  http://someurl,everyone,2016-12-01T03:51:45.000Z,2832282802,Twitter for iPhone,tl,#disappointed,"[{'type': 'quoted', 'id': '804078197503643653'}]",,
803888844093296641,803888844093296641,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Tao ka nga sa paningin, pero ugalit isipan moy masahol pa hayop na naglalaway. 😶😶😶| | #disappointed | #BonifacioDay",everyone,2016-11-30T09:10:10.000Z,131799326,Twitter for Android,tl,#disappointed,,,
803651865141313536,803651865141313536,"{'retweet_count': 4, 'reply_count': 2, 'like_count': 15, 'quote_count': 0}",For polls na lang ba talaga yun?| Di na pwede mag kwentuhan?| | #disappointed,everyone,2016-11-29T17:28:30.000Z,781865611424993284,Twitter for Android,tl,#disappointed,,,
803635132028461056,803635132028461056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Akala ko mabait ka! #worstwordsiveeverheard #imstupidkiddointheworld #disappointed 😔,everyone,2016-11-29T16:22:00.000Z,357275081,Twitter for iPhone,tl,#disappointed,,,
803588931023355905,803588931023355905,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hindi BASURAHAN bag ko ↯| ◐•◑| (finding a suspect! who intered an empty chizquils in my BAG)| .| .| #disappointed| #insulted| #KKB,everyone,2016-11-29T13:18:25.000Z,977417126,Facebook,tl,#disappointed,,,
803396201789800448,803396201789800448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Magtrabaho kna lang di ung tapos na eleksyon parang nangangampanya ka pa din.. #Disappointed binoto kita, nagsisisi na ako. http://someurl",everyone,2016-11-29T00:32:35.000Z,128816449,Twitter for Android,tl,#disappointed,"[{'type': 'quoted', 'id': '803010471276093441'}]",,
803234335746879489,803234335746879489,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",NakakaLUNGKOT at NakakaIYAK ;(| | #Sad| #Disappointed — feeling sad,everyone,2016-11-28T13:49:23.000Z,114476439,Facebook,tl,#disappointed,,,
803186947967459328,803186947967459328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ma turn off kana po..|  Please...| | #disappointed http://someurl,everyone,2016-11-28T10:41:05.000Z,1474386559,Instagram,tl,#disappointed,,,
803113413664571393,803113413664571393,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",malalaman nila ang halaga mo kapag wala ka na. #disappointed,everyone,2016-11-28T05:48:53.000Z,582665567,Twitter Web Client,tl,#disappointed,,,
803074305626165248,803074305626165248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ikaw na rin nagsabi na walang babagohin sa sarili mo. :(| | #DISAPPOINTED — feeling down,everyone,2016-11-28T03:13:29.000Z,3561255913,Facebook,tl,#disappointed,,,
802988984330657793,802988984330657793,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Ayaw ko Sanang mag-post, Kaso na ipost ko na eh.| .| .| .| Back to lipa| #Disappointed| #turnOff — feeling disappointed",everyone,2016-11-27T21:34:27.000Z,462780883,Facebook,tl,#disappointed,,,
802975700663701505,802975700663701505,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Ikaw na nga nang uutos, Kailangan madaliin mo pa at pag taasan mo pa ako ng boses ! Aba ! Clap !! Clap !  Mahusay !| #disappointed",everyone,2016-11-27T20:41:40.000Z,3309217772,Facebook,tl,#disappointed,,,
802850767409324032,802850767409324032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IKAW ang gusto ko makita hindi SIYA😒😒😒| #Disappointed😧,everyone,2016-11-27T12:25:13.000Z,127085959,Twitter for Android,tl,#disappointed,,,
802823824697794560,802823824697794560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Sabi daw mamasyal kami, #disappointed",everyone,2016-11-27T10:38:10.000Z,220260244,Twitter Web Client,tl,#disappointed,,,
802822832245895169,802822832245895169,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 1}",Aagaya Aagaya Another Haddi Aagaya| 😤😤😤😤😤| If U arent interested in Ishra | #Endyhm 👎 @someuser | #NoHopes 🙏| #Disappointed http://someurl,everyone,2016-11-27T10:34:13.000Z,3489064334,Twitter for Android,tl,#disappointed,,,
802821343804690432,802821343804690432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",langya naman kung anu pinaka favorite mong subject yun pa yung pinaka lowest grades....| #disappointed,everyone,2016-11-27T10:28:18.000Z,4562186328,Twitter Web Client,tl,#disappointed,,,
802537269806567429,802537269806567429,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Change venue halos lahat magclose na #disappointed 😔 (at @someuser — http://someurl,everyone,2016-11-26T15:39:30.000Z,313727074,Path,tl,#disappointed,,,"{'coordinates': {'type': 'Point', 'coordinates': [121.07155, 14.63471]}, 'place_id': '006523c50dfe9086'}"
802183521473163264,802183521473163264,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Akala ko KissMay is Real. Mukhang Kiss lang pala. #Disappointed,everyone,2016-11-25T16:13:50.000Z,3260849029,Twitter for iPhone,tl,#disappointed,,,
802118772534300672,802118772534300672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Bakit kaya pumayag c Pres.DUTERTE na ilibing si MARCOS sa Libinga ng mga bayani ? | | #Disagree| #disappointed | 😠😠😠😠,everyone,2016-11-25T11:56:32.000Z,798446860083957760,Twitter for Android,tl,#disappointed,,,
801373998252748800,801373998252748800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Minsan di ko alam kung magagalit ako sayo oh ano eh ! nakakainis karin kasi ! -_-| | #Disappointed,everyone,2016-11-23T10:37:04.000Z,2277331656,Facebook,tl,#disappointed,,,
801349577852993539,801349577852993539,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Nkkabwisit PART ahh bibinggo ka na #disappointed,everyone,2016-11-23T09:00:02.000Z,286044876,Twitter for iPhone,tl,#disappointed,,,{'place_id': '01bb53b81ba40196'}
801290084624584704,801290084624584704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Bessshyyy.. marami nang nakakapansin.. ang OA mo na kasi..| #Disappointed,everyone,2016-11-23T05:03:38.000Z,1245159354,Twitter Web Client,tl,#disappointed,,,
801140551374422018,801140551374422018,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@someuser Bakit po walang tumatanggap ng order namin? 😢Desperately craving for Mojos Supreme #disappointed #sadlife #nothesismotivation,everyone,2016-11-22T19:09:26.000Z,200740678,Twitter for Android,tl,#disappointed,,341249081,
801056125206433793,801056125206433793,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser pag ka chada sa profile pic!!! kaya kana man kaha nya buhi-on? #disappointed,everyone,2016-11-22T13:33:57.000Z,3301113326,Twitter for iPhone,tl,#disappointed,,3004488606,
801026804966264832,801026804966264832,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 2}",Yung nag GM ang kaibigan mo tungkol sa iyo at sasabihan ka pa ng  My fake friends  HUHUHU ang sakit ! | #disappointed,everyone,2016-11-22T11:37:27.000Z,694452050873044992,Twitter Web Client,tl,#disappointed,,,
800940331151794176,800940331151794176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Pag-iibigang magkakapatid.| .| Nawalala sayo! | .| .| #Disappointed — feeling disappointed,everyone,2016-11-22T05:53:50.000Z,341997808,Facebook,tl,#disappointed,,,
