source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
Instagram,779184702687248384,2841473628,everyone,779184702687248384,趁还没开始忙，启动到处走走散散心的模式| WALK & CHILL | #holiday #great #mood #trip #free #cameron #highlands #relax... http://someurl,2016-09-23T05:04:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,777746797091549184,2266322419,everyone,777746797091549184,芭芭芭～芭樂芭💚💜❤️| 火龍果➕芭樂| #芭樂芭 #guavajuice #great #fruit @ Guava Juice芭樂芭-淡水店 http://someurl,2016-09-19T05:51:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,774961733844754432,756003238667706368,everyone,774961733844754432,满满的少女心系列| | #great #toy #play #girls #baby #instagram #seoul #myeongdong #everywhere @ Myeong... http://someurl,2016-09-11T13:24:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [126.98449686, 37.5625529]}, 'place_id': '0185a65a271b66e9'}",,
Instagram,774002419747397633,1407741890,everyone,774002419747397633,早上好！| #morning #friday #great @ 仁寶中華園宿舍 http://someurl,2016-09-08T21:52:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Twitter for iPhone,773509134847053826,2679984145,everyone,773509134847053826,[Trans] 160907 Jaejins IG Video| | #Nagoya #TooGood #Great! #LikeThis #ItHasBeenDecided (cr. 李在真吧)| | #FTISLAND #FT아일랜드 http://someurl,2016-09-07T13:12:03.000Z,"{'retweet_count': 12, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",zh,#great,,,
Instagram,772657837168287744,744828820054642688,everyone,772657837168287744,#Great Wall#历时两个半小时，我终于爬上来了！(;´༎ຶД༎ຶ`) http://someurl,2016-09-05T04:49:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,770633496008069120,2384508830,everyone,770633496008069120,藍莓派檸檬派的約會❤️| #想念秋思喵 #dessert #work #hard #great #awesome #food #coffee #tea #perfect #enjoy #love... http://someurl,2016-08-30T14:45:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,770466268914876416,2384508830,everyone,770466268914876416,謝謝兩位的滿週年趴| 充滿活力且持續努力堅持| 加油!愛妳們= ）| #FB #work #hard #great #sunnyday #food #love #awesome #perfect... http://someurl,2016-08-30T03:40:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,770268347082551296,371146934,everyone,770268347082551296,在最後一天給她吃到惹‼️| 超香超好吃因為豆漿濃☺️👍🍦💯| #soymilk #icecream #FJU #dessert #great #foodporn #casio #babyg... http://someurl,2016-08-29T14:34:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [121.52934049, 25.04445157]}, 'place_id': '00180402799fed03'}",,
Instagram,766990274224455680,895620486,everyone,766990274224455680,#寶可夢的力量 我在此地拉半天的筋也不會有人用異樣眼光看我 #Nice #Great #verygood #Pokémon... http://someurl,2016-08-20T13:28:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [121.28773, 24.87843]}, 'place_id': '008c994a10edec85'}",,
Silver Bird,766572316323000321,94947959,everyone,766572316323000321,前輩产品经理工作 Senior Product Manager #great translation,2016-08-19T09:47:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,765510801604116480,724412866552451072,everyone,765510801604116480,#wonderful #comfortable #great 静看夜幕的降临亦是一种美好。 @ 定王台 http://someurl,2016-08-16T11:29:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [112.98094755, 28.19221769]}, 'place_id': '00f78919207ddecd'}",,
Instagram,764772396284964864,571313960,everyone,764772396284964864,《拜拜》• A good #sunset is a #great way to #farewell the #weekend ~| .| .| .| #cityscape... http://someurl,2016-08-14T10:35:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [114.200536, 22.293022]}, 'place_id': '01f975a94dcb980c'}",,
Instagram,764604624426954753,24363728,everyone,764604624426954753,#鍾馗：「敬忠孝至保節義，除魍魎鬼魅劍斫。」#中元 #底片 #菲林  #業務用 #過期 #旁白 #Great #God of #ghostbuster #puppet #art... http://someurl,2016-08-13T23:28:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Twitter Web Client,764521861774397440,429543843,everyone,764521861774397440,Henry X Gen Neo - 飛機場的1030| http://someurl| #Henry #SupriseGift #GenNeo #飛機場的1030 #Great,2016-08-13T17:59:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,764514846088040448,2466070063,everyone,764514846088040448,一進展場空間，就開始一連串迷幻的綺真呈現在眼前。| | #self #chines #cheer #陳綺真 #創作 #房間 #magical #think #great #life... http://someurl,2016-08-13T17:31:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,762102270209105920,533262355,everyone,762102270209105920,寿星公 今天见牙不见眼👀😆😘 #babymia #birthdayboy #health #happy #great http://someurl,2016-08-07T01:45:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,761207087452094464,616436658,everyone,761207087452094464,▼From London 🇬🇧 😋😋😋谢谢曾詠阿姨从英国带来的Persis Baklava点心，对我真好~😍😍😍铁盒控一本满足😜😜😜 #London #baklava #great #nice... http://someurl,2016-08-04T14:28:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,759401222076043264,36867109,everyone,759401222076043264,撞到買一波送一波喎！#好味道 #movenpick #雪糕 #icecream #buyonegetone #great #marcopolohongkonghotel http://someurl,2016-07-30T14:52:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,757610548280365056,145923857,everyone,757610548280365056,| 感恩能得到的| 珍惜所擁有的| #每天一點正能量 #bepositive #great full http://someurl,2016-07-25T16:16:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,756004802367201280,2384508830,everyone,756004802367201280,"小懿加油,姐姐罩妳❤️| #第一次當照顧人的角色 #覺得奇妙又感動 #小懿勇敢  #沒關係我有幫你美肌 #God #bless #love #peace #awesome #great... http://someurl",2016-07-21T05:56:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Twitter for iPhone,755500780900093952,713647933145481216,everyone,755500780900093952,晚报治疗 💆🏻👍 #best #great #nice #wonderful #srilanka #planyourhappinesswithus #contactus #info@someuservel.com http://someurl,2016-07-19T20:33:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",zh,#great,,,
Instagram,753894938421530624,2384508830,everyone,753894938421530624,咖哩飯總是能給我很多力量🍛| #心情不好吃就心情好 #心情好吃就心情更好 #我愛咖哩 #連籃球的咖喱也是我的菜 #curry #food #awesome #mood😎 #great... http://someurl,2016-07-15T10:12:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,753875952346595329,1709842706,everyone,753875952346595329,这张我的影子看起来好像无脸男......😑😂| #me #horse #ridingahorse #today #happy #excited #cool #great #sweet #cute... http://someurl,2016-07-15T08:56:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [94.06048399, 39.92752811]}, 'place_id': '003872c161e87879'}",,
Instagram,753853092127318016,2384508830,everyone,753853092127318016,朋友很鬧在打羽球還硬要我拍喜怒哀樂😄| #happiness #angry #sad #joy #friends #fun #laugh #great #rainydays #sunnydays... http://someurl,2016-07-15T07:25:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,752548643685732352,1269399709,everyone,752548643685732352,| 終於明白點解啲人甘中意飲酒😂| 真係好爽😍😍🍺🍺| #onlyone #end #great @ 屯門富泰邨 http://someurl,2016-07-11T17:02:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,752066792793579520,2384508830,everyone,752066792793579520,我媽說她要救我出海底❤️| #哈哈哈哈哈哈哈哈哈 #family #joy #fun #movie #happiness #enjoy #life #love #great #laugh... http://someurl,2016-07-10T09:07:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,751398747481911297,2384508830,everyone,751398747481911297,"食堂出指甲彩繪大師🎹🎹💅🏻| 彩繪設計大驚喜,畫在腳上好可愛❤️| 謝謝設計師 @someuser| 想試試一起來玩,體驗不同Fun| #腳趾彈鋼琴 #覺得開心 #fun #joy #great #love... http://someurl",2016-07-08T12:53:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,750978711734878208,2383397665,everyone,750978711734878208,出發前往童話大道👸#münchen #great #weather #hikingday http://someurl,2016-07-07T09:04:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,750011246007713792,144476810,everyone,750011246007713792,Holika Holika X Gudetama 💛| | 买化妆品还有水瓶送😅| #holikaholika #gudetama #ewha #seoul #korea #happy #great... http://someurl,2016-07-04T16:59:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [126.94572893, 37.55716788]}, 'place_id': '01a241300ef51ff0'}",,
Instagram,749965992596496384,609178943,everyone,749965992596496384,結局沒有比這個更好了😭😭😭| 人生只有一次| 每個人都有義務要活得精彩充實～| #mebeforeyou #great #end #life #only #once #everyone... http://someurl,2016-07-04T14:00:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,749212725306273792,895129940,everyone,749212725306273792,暑假第二天~| 運動第一天~| #summer #vacation #day2 #cat #exercise #longtime #great #fighting http://someurl,2016-07-02T12:06:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,749169320207548416,144476810,everyone,749169320207548416,Super Junior ADE💙| 终于喝到了🍹| | #Coex #smtowncoexartium #smtown #superjunior #ade #great #sweet #blue... http://someurl,2016-07-02T09:14:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [127.06198304, 37.50990688]}, 'place_id': '00e403080f8bd377'}",,
Instagram,749047179206094849,3703788018,everyone,749047179206094849,High all the time #Great #Musically musical.ly @ 中國科大-數位音樂音效學士後學位學程 http://someurl,2016-07-02T01:08:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [121.5561349, 25.0000069]}, 'place_id': '00180402799fed03'}",,
Instagram,748824671466852352,2384508830,everyone,748824671466852352,布丁狗紀念我七天七夜的無手機無網路的生活結束了終於❤️| #謝謝豬蹄 #謝謝阿布 #pompompurin #food #love #enjoy #perfect #great #yellow... http://someurl,2016-07-01T10:24:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Twitter for iPhone,748378296509935617,2222639844,everyone,748378296509935617,脾氣好的人| 很容易肚子大| | 因為他們把很多氣話| 吞進肚子裏| | 結果 又不太好消化| #fat #great #friends http://someurl,2016-06-30T04:51:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,{'place_id': '00b780db7b3ed0ed'},,
Instagram,748173135103561728,144476810,everyone,748173135103561728,谢谢你的赞助哦～❣| | #韩元 #开心 #赞助 #謝謝 #韓元 #KRW #korea #happy #lovely #money #travel #sponsor #great http://someurl,2016-06-29T15:15:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Facebook,747929506095071235,342659456,everyone,747929506095071235,最遙遠的距離不是政大<=>關渡| | 而是上班前還要上6:20的駕訓班...| #great| #作息時間跟沒退伍一樣| #我才23不想日出而作日入而息啊| #每天九點準時打哈欠,2016-06-28T23:07:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Talon Plus,745936142868971521,2206479830,everyone,745936142868971521,今天结束了一门考试啦，棒棒哒。#great,2016-06-23T11:06:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,743064503684878341,233082190,everyone,743064503684878341,濟州島豬豬～🐷繼站著吃烤韓牛後一定推薦的必吃美食❤️| #jeju #pork #instafood #great #yummy #bbq #koreanbbq #love #dinner... http://someurl,2016-06-15T12:55:57.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [126.91239785, 37.55238542]}, 'place_id': '019fba1c5ac23f79'}",,
Instagram,743064226105696256,233082190,everyone,743064226105696256,濟州島豬豬～🐷| #jeju #pork #instafood #great #yummy #bbq #koreanbbq #love #dinner #foodporn #foodie... http://someurl,2016-06-15T12:54:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [126.91239785, 37.55238542]}, 'place_id': '019fba1c5ac23f79'}",,
Instagram,742999657597554688,738260827673743360,everyone,742999657597554688,難得有漂亮的風景，忙裡偷閒。| #view #sightseeing #sky #peace #like #great #relax @ 銅鑼科學園區 http://someurl,2016-06-15T08:38:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Twitter for Android,741108299253178368,33462545,everyone,741108299253178368,用了三年多的法國湯申牌洗衣機四天前跳電。維修員剛上門檢查，說電腦主板燒壞了。換一套260元，烘乾機馬達也壞了，換一個400多元。問題是湯申已經倒閉，根本沒零件可換。#Great Singapore Sales,2016-06-10T03:22:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,739497858454458368,144476810,everyone,739497858454458368,NEUKKUN 狼君  X  HAYANG 夏阳 ❤️  #hayang #neukkun #descendantsofthesun #movie #Korea #great... http://someurl,2016-06-05T16:43:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [120.267, 22.6333]}, 'place_id': '00dcc81a0ec32f15'}",,
IFTTT,739158098758225920,23335196,everyone,739158098758225920,#Great #500px #Photography 無雲霞光寧靜海 by sullivan6006 http://someurl #IFTTT #500pxrtg http://someurl,2016-06-04T18:13:18.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",zh,#great,,,
Instagram,738743499022045185,437927747,everyone,738743499022045185,#happy #dinner #enjoy #tasty #beautifulmoments #great #friendship #awesome #catchup @ 济南，燕子山庄 http://someurl,2016-06-03T14:45:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [117.06071878, 36.6482372]}, 'place_id': '00bc52ea1fc46565'}",,
Instagram,738671040675512324,2384508830,everyone,738671040675512324,看到臺灣島了❤️| #ishigakiisland #awesome #view #people #sea #love #food #vacation #great #perfect #joy... http://someurl,2016-06-03T09:57:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,738547898506448901,144476810,everyone,738547898506448901,从饭店里看到的义大世界🙄🙄🙄| | #高雄 #义大世界 #义大 #台湾 #taiwan #eda #hotel #view #Kaohsiung #great #first #working... http://someurl,2016-06-03T01:48:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [120.4014077, 22.72977103]}, 'place_id': '00dcc81a0ec32f15'}",,
iAskNewQuestion,737318126887391232,3299571025,everyone,737318126887391232,http://someurl #iAsk #生活 #專櫃寢具 #Great #Living枕被類 大阪寢屋川飛躍彩虹熊-粉雙層童毯100*140CM評價如何？,2016-05-30T16:21:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
iAskNewQuestion,736981511996461056,3299571025,everyone,736981511996461056,http://someurl #iAsk #生活 #專櫃寢具 #Great #Living枕被類 PETIT ROSE藍紅白條間雙人毯評價如何？,2016-05-29T18:04:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
Instagram,736211098492362756,437927747,everyone,736211098492362756,#great #conversation #sharing #moments #oldculture #chinese #olddays @ 山東濟南芙蓉街 http://someurl,2016-05-27T15:02:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,"{'coordinates': {'type': 'Point', 'coordinates': [117.01730149, 36.66490288]}, 'place_id': '00bc52ea1fc46565'}",,
Instagram,734779989837631488,2851792706,everyone,734779989837631488,今日北京已被刷屏| 东边彩虹 西边火烧| #photographer #photograph #photo #photography #beijing #china #city #Great... http://someurl,2016-05-23T16:16:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
IFTTT,734277958026842112,718875475045560322,everyone,734277958026842112,擎天崗的野餐日（多用心）| | 謹此紀念人生離題最嚴重的一次| 原來重點是爬山不是野餐QAQ| #擎天崗 #picnic #great #instagram #instagood #friends #love #delicious #de... http://someurl,2016-05-22T07:01:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
IFTTT,733977699924992000,725054840716574721,everyone,733977699924992000,待會兒PARTY上要四重奏演出......加油!| #cello #cellist #eveningdress #dress #princess #nice #great #good #best #wonderful #beautiful ... http://someurl,2016-05-21T11:08:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#great,,,
