source,conversation_id,author_id,text,geo,reply_settings,created_at,id,public_metrics,lang,search_query,referenced_tweets,in_reply_to_user_id
Twitter Web Client,814705841505005573,22525616,#Charity : #US #Great #Seal #Eagle BU #Half-Dollar #Coin Patriotic #Bolo Bola #Handmade - Harwitz #Harwitz http://someurl via @someuser,,everyone,2016-12-30T05:33:03.000Z,814705841505005573,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Windows Phone,814689189094625280,258590521,Tienes galletas? #Like #Great #Fun #FF #Friends #Cookies http://someurl,,everyone,2016-12-30T04:26:53.000Z,814689189094625280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,814671335964164096,118509244,¡Las andan regalando en @someuser #cuernavaca! 💙🙌🏿✨ #Cuponera #Design #Great #Digital #Mx... http://someurl,,everyone,2016-12-30T03:15:57.000Z,814671335964164096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,814668844157390853,224077379,Código azul en mi último día de internado #Great,,everyone,2016-12-30T03:06:02.000Z,814668844157390853,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
TweetCaster for Android,814664089821736960,263475444,Como se esperaba no me pude dormir :( ... #Great,,everyone,2016-12-30T02:47:09.000Z,814664089821736960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,814660439359492096,145767771,#tbt Qué bellos recuerdos de la playa chiapaneca... #2016 #relaxing #beach #peace #great... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-103.26584, 20.691125]}, 'place_id': 'a69c4252aa7c0ac7'}",everyone,2016-12-30T02:32:39.000Z,814660439359492096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",es,#great,,
Instagram,814635242543837184,207844271,Buenas noches😘🎄 #me #goodnight #love #great #missyou #bonanit #instagood #instalike #photo... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-71.6333, 10.65]}, 'place_id': '01be351754bcbe13'}",everyone,2016-12-30T00:52:31.000Z,814635242543837184,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#great,,
Twitter for iPhone,814628323674427394,480073403,Migraña de nuevo... #GREAT,,everyone,2016-12-30T00:25:02.000Z,814628323674427394,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
healtyprofzopss,814619449781342211,90520349,(◕^^◕) @someuser #Great! #GOD #Bless U!| #libra| #FollowProfits| GanaSeguidores| ⌚30/12/2016 06:49:45 ⌛1043 http://someurl,,everyone,2016-12-29T23:49:46.000Z,814619449781342211,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,"[{'type': 'quoted', 'id': '814606973735944193'}]",
Twitter for iPhone,814608159755108352,814606826130079746,#grinch #fujur #HomeSweetHome #great coml en casa en ningún sitio #Christmas #puppy http://someurl,,everyone,2016-12-29T23:04:54.000Z,814608159755108352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,814582011528560640,73160544,🌅🌅✌✌#verão #picoftheday #sun #sunset #happy #great #família #a#ubatuba #summer #beach #goodvibes http://someurl,,everyone,2016-12-29T21:21:00.000Z,814582011528560640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#great,,
SoundCloud,814515130109231104,153816411,#great #music! Scapula by neoliebe//caníbal http://someurl on #SoundCloud,,everyone,2016-12-29T16:55:14.000Z,814515130109231104,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#great,,
Twitter Web Client,814366647112925184,157615553,#great sex guide rate nude local woman http://someurl,,everyone,2016-12-29T07:05:13.000Z,814366647112925184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,814356145582276609,177848734,tennis voyer #great sexual http://someurl,,everyone,2016-12-29T06:23:29.000Z,814356145582276609,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",fr,#great,,
Instagram,814344295717212162,252894937,Festejando y disfrutando antes que se acabe el año 2016 hay que pasarla genial 😊💖💖👑🎄🎉🎉 #great... http://someurl,,everyone,2016-12-29T05:36:24.000Z,814344295717212162,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,814334830594981888,184192438,Bien Feliz!!!! #great #unafotoparaportalzac #wonderfull #feliz #girl #risa #lol #friends #iphoto... http://someurl,,everyone,2016-12-29T04:58:47.000Z,814334830594981888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,814315451165671424,129274153,La música existe para cuando nos fallan las palabras @someuser #Great #Really #Totally,{'place_id': '043383f8b2b79918'},everyone,2016-12-29T03:41:47.000Z,814315451165671424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,814289352473899008,471291695,#friends #hangout #juntada #selfie #grupal #great #beautiful #group MOMENTOS QUE TE CAMBIAN EL... http://someurl,,everyone,2016-12-29T01:58:05.000Z,814289352473899008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,814261187714031616,59054873,Pool Day 🏊🏻 #great #life #pool #water #sunnydays #vacations #travel #blessed @ Aeropuerto... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-96.13105639, 19.17247625]}, 'place_id': '6c67fe933a62a8ec'}",everyone,2016-12-29T00:06:10.000Z,814261187714031616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",es,#great,,
Facebook,814259371785986050,2690515400,Vestidos... Sacan lo mejor de ti!  | _| #instagood #chicas #ladies #vestidos #different #nice #love #great #fresh http://someurl,,everyone,2016-12-28T23:58:57.000Z,814259371785986050,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,814244077340397568,382699738,mujeres desnudas amateurs #great sex over 50 for women http://someurl,,everyone,2016-12-28T22:58:10.000Z,814244077340397568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,814242679567462400,2689540319,#fronts #grillz #yellow #gold #white #platinum #great #sales #for #theholiday #come in into... http://someurl,,everyone,2016-12-28T22:52:37.000Z,814242679567462400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",it,#great,,
Buffer,814229572279566336,545160299,¿ESTÁS VIV@someuser http://someurl #feel #live #vida #life #great #vive #passion #pasion #flow #proposito #purpose #entusiasmo #enthusiam,,everyone,2016-12-28T22:00:32.000Z,814229572279566336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Sprout Social,814229448929189889,3278128448,"Tu TV,  tu cine, tu comodidad | #TSeries [ #KEF is #GREAT ]. http://someurl",,everyone,2016-12-28T22:00:02.000Z,814229448929189889,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,814224109617942528,753326591120404480,#great oral sex panda movies porno http://someurl,,everyone,2016-12-28T21:38:49.000Z,814224109617942528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,814208437387137026,456609144,"24 de Junio, anotado. Lo de la octava me ha pillado de sorpresa, pero el libro... #great #ganicas #mefaltan2aun #got http://someurl",{'place_id': 'd687bdcf37d51c4f'},everyone,2016-12-28T20:36:33.000Z,814208437387137026,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,814186732484788226,624203433,#great pornstars clara nude http://someurl,,everyone,2016-12-28T19:10:18.000Z,814186732484788226,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,814174248969211905,397696436,"Me tocó poner la música en la ofi hoy, y luego de Dean Martin y Sinatra, siguió mi musical fav Notre Dame de Paris. Me odian. 🙂 #GREAT",,everyone,2016-12-28T18:20:42.000Z,814174248969211905,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Buffer,814169303868207105,745218642,EL MÁS GRANDE DE LA HISTORIA http://someurl #thrill #ilusion #feel #live #vida #life #great #vive #passion #pasion #flow #proposito,,everyone,2016-12-28T18:01:03.000Z,814169303868207105,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
TweetDeck,814167401663229953,779115528724082689,Y la única persona que podría hacer todo esto mejor no está. #Great.,,everyone,2016-12-28T17:53:29.000Z,814167401663229953,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,814157143410704385,327928916,#great sex photos indonesian model nude http://someurl,,everyone,2016-12-28T17:12:43.000Z,814157143410704385,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",in,#great,,
Twitter Web Client,814155739711279104,477077682,sex choclate #great nude scenes http://someurl,,everyone,2016-12-28T17:07:09.000Z,814155739711279104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,814153024327262209,328229476,#great oral sex tips sonic sex quiz http://someurl,,everyone,2016-12-28T16:56:21.000Z,814153024327262209,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,814150830748291072,61790213,xxx tube sex porn #great nude scenes http://someurl,,everyone,2016-12-28T16:47:38.000Z,814150830748291072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,814145311891406848,818116086,"2016 no podía terminar sin otra desgracia y decidió quitarnos a Carrie Fisher, #great 🙃",,everyone,2016-12-28T16:25:43.000Z,814145311891406848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,814137632104054784,144595732,Me sangra un oído #great,,everyone,2016-12-28T15:55:12.000Z,814137632104054784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,808000902200107009,810383377593466880,@someuser #Great  Gruji,,everyone,2016-12-28T08:39:40.000Z,814028027294347264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,"[{'type': 'replied_to', 'id': '808000902200107009'}]",2852359916
Twitter Web Client,814023226414235649,239705781,pornos gratis de colegialas #great tasting pussy http://someurl,,everyone,2016-12-28T08:20:35.000Z,814023226414235649,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,813932792081825797,750093242511691777,Comí #tamales de #Nutella... Se los recomiendo. #food #Great,,everyone,2016-12-28T02:21:14.000Z,813932792081825797,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,813931040393883648,21781023,Handbrake 1.0.0 😀? Después de tantos años en beta ? Excelente #macOs #Macintosh #linux #great,,everyone,2016-12-28T02:14:16.000Z,813931040393883648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",es,#great,,
Instagram,813917743833612288,45470275,Tengo mucho calor #me #men #guy #gboy #great #cute #relax @ Villa El Alba http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-70.55774667, -33.55077779]}, 'place_id': '009bffed2486be17'}",everyone,2016-12-28T01:21:26.000Z,813917743833612288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Sprout Social,813867067988393984,3278128448,"Diseño inigualable y sonido superior, #MUO es el compañero para verdaderos #audiófilos expertos. [ #KEF is #GREAT ] http://someurl",,everyone,2016-12-27T22:00:04.000Z,813867067988393984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,813832624691101696,2579917110,El que no Arriesga no gana... | #silver #ink #tattoo #live #life #great #menstyle #air #movie... http://someurl,,everyone,2016-12-27T19:43:12.000Z,813832624691101696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,813804063087271936,766634663041437700,#4days until #OpeningDay #newyear2017 #great #art #free @someuser @someuser @someuser @someuser @someuser,,everyone,2016-12-27T17:49:43.000Z,813804063087271936,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,#great,,
Instagram,813793513452273664,2579917110,Matadera en el Gym!!!| Los viejitos también podemos...| #gym #gymtime #gymadict #newlook #great... http://someurl,,everyone,2016-12-27T17:07:47.000Z,813793513452273664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,813788341690732544,3187417462,So adorable 💗🐾 #zenathegreatdane #fun #greatdane #bluemerle #great #dog #dogs #furbaby... http://someurl,,everyone,2016-12-27T16:47:14.000Z,813788341690732544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,813777865552658432,491512056,#great sexual solo asian babes http://someurl,,everyone,2016-12-27T16:05:37.000Z,813777865552658432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,813762335332593665,344987256,free ebony lesbian porno #great tits porn http://someurl,,everyone,2016-12-27T15:03:54.000Z,813762335332593665,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,813715447048708096,2435619246,@someuser hoy hemos hecho un nuevo #esvaixelllover #DJgolf #ibiza #connection #great @someuser #holymadness http://someurl,{'place_id': '6c1be133511970bc'},everyone,2016-12-27T11:57:35.000Z,813715447048708096,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",es,#great,,572670989
Twitter for Android,813579821494042624,2848181701,Tenemos boletos para @someuser ! | Me pondré dark como en los viejos tiempos! #Great,,everyone,2016-12-27T02:58:39.000Z,813579821494042624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,813573802361847809,89402154,El chiste es saber controlar las emociones y saber disfrutar cada una | #great #awesome... http://someurl,,everyone,2016-12-27T02:34:44.000Z,813573802361847809,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,813543507432472576,410522095,#landscape of the #life | Cuando el mar se confunde con el cielo #awesome #great #beauty... http://someurl,,everyone,2016-12-27T00:34:21.000Z,813543507432472576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,813532330908389376,1695314262,Queriendo estar tirao viendo Netflix pero deje la compu en casa y no me recuerdo de la cuenta #great,,everyone,2016-12-26T23:49:57.000Z,813532330908389376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,813518080009768962,1167788287,el japones es mucho mas facil de lo que creia #great,{'place_id': '00da7cec74df27ff'},everyone,2016-12-26T22:53:19.000Z,813518080009768962,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,813506227602935808,30178111,@someuser me hice tu fan!!! #RogueOne #GREAT http://someurl,,everyone,2016-12-26T22:06:13.000Z,813506227602935808,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,126672013
Twitter Web Client,813492346960560128,147726744,"Para quien ocupe, 20% de descuento en Amazon Mexico en todos los juguetes pagando con Master Card #great",,everyone,2016-12-26T21:11:04.000Z,813492346960560128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,813487970468724736,728215615,#great nude scenes mas sex http://someurl,,everyone,2016-12-26T20:53:40.000Z,813487970468724736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,813454746530910208,1284695119,No me contesta el wa desde ayer pero entra a Houseparty a cada rato.. #GREAT,,everyone,2016-12-26T18:41:39.000Z,813454746530910208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,813428870867206144,562818259,"El capítulo de hoy se llama: A ver si aprende Marcela, a veeeeeeeeer 😉 #Great",,everyone,2016-12-26T16:58:50.000Z,813428870867206144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,813384464487354368,46379607,#great porn scenes free futanari porn videos http://someurl,,everyone,2016-12-26T14:02:22.000Z,813384464487354368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,813287029173796864,567000602,#great nude videos normal porno http://someurl,,everyone,2016-12-26T07:35:12.000Z,813287029173796864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,813284664173543424,217858131,Leyendo mientras no tengo sueño y se que tengo que despertar 5:30 am #great http://someurl,,everyone,2016-12-26T07:25:48.000Z,813284664173543424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,"[{'type': 'quoted', 'id': '813259831205359617'}]",
Twitter Web Client,793798686191026176,3971667508,@someuser #WhatAlQuranSaysAbout #MohammadShaikh #great #scholar a generous #helper #Inspirational #Preacher @someuser,,everyone,2016-12-26T06:46:17.000Z,813274717121576960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,#great,"[{'type': 'replied_to', 'id': '793798686191026176'}]",194594772
Twitter for Android,813271181914701824,2768968994,"Esta lluvia pa dormir atr 🙌 jajajaja mamaaa, escucha... #great dulces sueños",,everyone,2016-12-26T06:32:14.000Z,813271181914701824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Buffer,813232923088474112,745218642,VIVIR LA VIDA http://someurl #excitement #thrill #ilusion #live #vida #life #great #vive #passion #pasion #flow #proposito #purpose,,everyone,2016-12-26T04:00:12.000Z,813232923088474112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,813227256785014784,777070706,me tengo que levantar a las 5:30 #great,,everyone,2016-12-26T03:37:41.000Z,813227256785014784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,813212513743605761,371317475,@someuser extraordinaria colección de arte precolombino y el espacio inmejorable #great #museumsoftheworld #Peru http://someurl,,everyone,2016-12-26T02:39:06.000Z,813212513743605761,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,44404516
Sprout Social,813142282601906176,3278128448,"Si tener 1 #MUO es buena idea, ¡tener dos, cambiará para siempre tu forma de escuchar!  [ #KEF is #GREAT ]. http://someurl",,everyone,2016-12-25T22:00:02.000Z,813142282601906176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
IFTTT,813130453054005249,66749784,Feliz Navidad!!! #navidad #tudela #great #goodtimes😊 #familyandfriends #friendsandfamily #... http://someurl http://someurl,,everyone,2016-12-25T21:13:01.000Z,813130453054005249,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,813103544207310848,383891734,Con el primo.. #navidad🎄 #24dic #great #Myhouse #NocheBuena #likeforlike #ladimosDem #primate... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-73.62650558, 4.14403014]}, 'place_id': '011932b747a077bc'}",everyone,2016-12-25T19:26:06.000Z,813103544207310848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,813026210301218816,349958748,Buenos días... #Me #CurlyHair #SexyLips #SundayFunday #Great #Enjoy #MakesMeHappy #InLove... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-89.11732, 13.56427]}, 'place_id': '01ef850c2fa21f20'}",everyone,2016-12-25T14:18:48.000Z,813026210301218816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Mobile Web (M2),813011708474052609,809502265308364800,#Great #Astronomers: #Galileo #Galilei #epub – Rede Lamartine http://someurl #books #library #download #biography  #research,,everyone,2016-12-25T13:21:10.000Z,813011708474052609,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPad,812978447307915264,3824959107,#great #christmas #songs | #great #artists | Te traemos grandes artistas!| #feliznavidad #happychristmas| | http://someurl,,everyone,2016-12-25T11:09:00.000Z,812978447307915264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,812956207459815424,355481195,Así se vuelve a casa🤘| Noche Genial!👌| #Party #Great #Music #Happy #Look #After http://someurl,,everyone,2016-12-25T09:40:38.000Z,812956207459815424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,812928277551648768,901951808,2 años seguidos en los que Navidad me pone triste o me cabrea. #great,,everyone,2016-12-25T07:49:39.000Z,812928277551648768,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#great,,
