created_at,text,lang,source,id,reply_settings,author_id,conversation_id,public_metrics,search_query,geo,referenced_tweets,in_reply_to_user_id
2016-11-09T04:06:36.000Z,"#ElectionNight só rezando, só um milagre , Jesus ! #scared #fear I cant breathe!OMG Good luck, Hillary! Lets go!",pt,Twitter Web Client,796202304986812417,everyone,615814397,796202304986812417,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-11-09T03:41:18.000Z,"#ElectionNight estou realmente ficando sem ar, medo! #scared",pt,Twitter Web Client,796195938079481856,everyone,615814397,796195938079481856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-11-04T16:26:09.000Z,Temblor que miedo #scared,es,Twitter for iPhone,794576479510261763,everyone,778596254435729408,794576479510261763,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",#scared,,,
2016-11-04T12:23:42.000Z,Sana wala mg mambabato.😢 | #Scared😢,tl,Twitter for Android,794515463879307264,everyone,3270835916,794515463879307264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-11-03T13:35:12.000Z,@someuser @someuser Não sabia que trabalhavam pessoas nos compartimentos de carga #scared,pt,Twitter for Android,794171070064525313,everyone,54045252,794162002516201472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,{'place_id': '5722ff20ba67083b'},"[{'type': 'replied_to', 'id': '794162002516201472'}]",57858372
2016-11-02T19:12:26.000Z,EXCELENTE!| #halloween #october #scary #spooky #boo #scared #costume #ghost #creepy #trickortreat #trick #bestoftheday #hauntedhouse #haunted http://someurl,es,Twitter for iPhone,793893546872934400,everyone,790928268320972800,793893546872934400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
2016-11-02T07:22:31.000Z,TRAVESURAS #diadelosmuertos #halloween  #scary #spooky #boo #scared #costume #ghost #pumpkin... http://someurl,es,Instagram,793714892050014212,everyone,83163166,793714892050014212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-31T17:50:46.000Z,Misericórdia! Ta amarrado! JESUS CRISTO.... essa lingua chega no estômago!!!!  #Scared http://someurl,pt,Twitter for Android,793148222730625024,everyone,2438773475,793148222730625024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-31T15:41:37.000Z,Certamente hoje as coisas vão sair da cova.| Dont be afraid!!!| #skullhalloween #aqva #scared... http://someurl,pt,Instagram,793115720544579589,everyone,4512963322,793115720544579589,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-31T12:55:10.000Z,Pecadoraaaaaaa..... #halloween #igersspain #october #beard #scary #spooky #boo #scared #costume... http://someurl,es,Instagram,793073829941764096,everyone,293695141,793073829941764096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-31T12:52:29.000Z,Pecadoraaaaaaa .... #halloween #oct #october #30 #scary #spooky #boo #scared #costume #ghost... http://someurl,es,Instagram,793073157477457921,everyone,293695141,793073157477457921,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-30T21:51:02.000Z,Caretas #halloween #oct #october #31 #TagsForLikes #scary #spooky #boo #scared #costume #ghost... http://someurl,es,Instagram,792846296331657216,everyone,189950843,792846296331657216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
2016-10-30T13:33:17.000Z,#scared #haloween #salem #assustador #medo #fear #white #black #funny #smile #caveira @ Salem... http://someurl,en,Instagram,792721036622098432,everyone,71723853,792721036622098432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,"{'place_id': '90eed94925e42147', 'coordinates': {'type': 'Point', 'coordinates': [-70.89252764, 42.52116672]}}",,
2016-10-30T11:29:57.000Z,Travessuras ou gostosuras? #halloween #oct #october #31 #TagsForLikes #scary #spooky #boo #scared #costume #ghost http://someurl,pt,Twitter for iPhone,792689998877302784,everyone,46478910,792689998877302784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-29T23:11:23.000Z,Shiiii o que ....???| #pacosegoviano #halloween #oct #october #31  #scary #spooky #boo #scared #costume #ghost #pumpkin #pumpkins http://someurl,pt,Twitter for iPhone,792504129172021249,everyone,36006291,792504129172021249,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-29T23:03:03.000Z,Da série: Essa música!!😍| #Scared Of Happy #FifthHarmony #727TourAntwerp http://someurl,pt,Twitter for Android,792502031978209280,everyone,769287946444898304,792502031978209280,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
2016-10-29T02:06:37.000Z,Quer brincar??| #halloween #oct #october #30 #scary #spooky #boo #scared #costume #ghost #pumpkin... http://someurl,pt,Instagram,792185842978607104,everyone,2660908299,792185842978607104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-27T14:14:27.000Z,O incrível caso da torta assustada. 😱 #pie #scared @ Mega Box http://someurl,pt,Instagram,791644231391600640,everyone,21826222,791644231391600640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,"{'place_id': '97bcdfca1a2dca59', 'coordinates': {'type': 'Point', 'coordinates': [-43.26361761, -22.83509682]}}",,
2016-10-26T21:56:04.000Z,Se acerca.... #halloween #oct #october #31 #TagsForLikes #scary #spooky #boo #scared #costume... http://someurl,es,Instagram,791398011569975296,everyone,189950843,791398011569975296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-23T23:43:03.000Z,Acabouuuu o fim de semana!?!?!😱😱😱 #fds #tudodenovo #fimdesemana #scared #rainhadomorrodococo #princesafiona... http://someurl,pt,Facebook,790337772615790592,everyone,106116992,790337772615790592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-21T00:42:33.000Z,Boa noite Buum  | |  #scream #horror #metal #rock #scared #panico #friends #instapanico,pt,Facebook,789265584399667201,everyone,217240978,789265584399667201,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-20T16:02:37.000Z,@someuser no maam. #Scared.,pt,Twitter for iPhone,789134737872781312,everyone,96319211,788965121678802945,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#scared,{'place_id': '32c33b3af9537506'},"[{'type': 'replied_to', 'id': '789134613952159744'}]",3933712213
2016-10-20T04:40:45.000Z,Nunca desenhei um gatinho assustado tantas vezes seguidas... #inktober2016 #day13 #scared #drawing http://someurl,pt,Twitter for iPhone,788963140126011392,everyone,62867361,788963140126011392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
2016-10-20T02:38:31.000Z,V O O D O O  👻🎃😈| #esteesdave| | #waltdisney #disney #scared #voodoo #october #disneygay... http://someurl,nl,Instagram,788932377288515584,everyone,111669129,788932377288515584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,"{'place_id': '018f1cde6bad9747', 'coordinates': {'type': 'Point', 'coordinates': [-58.3817, -34.6033]}}",,
2016-10-17T22:12:08.000Z,#inktober Day 13. Atrasada e sem inspiração. #scared #恐怖 #monstersinc #モンスターズインク#monstersinktober #モンスターズインクトーバー #boo #インクトーバー #inktober2016 http://someurl,pt,Twitter for Android,788140566483722244,everyone,204031010,788140566483722244,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
2016-10-15T00:22:43.000Z,N°13:scared| Pobre zorrito >///u///< ...bunny malvada| #inktober #inktober2016 #ink #scared #fox... http://someurl,pt,Instagram,787086263853588480,everyone,1056604411,787086263853588480,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-14T10:19:55.000Z,Aqui o #inktober vai de 2 em 2 😂 temas #scared e #tree mas acho que os 2 estão assustadores! É sim! Bom dia! Mais em http://someurl http://someurl,pt,Twitter for iPad,786874167656386560,everyone,41694416,786874167656386560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#scared,,,
2016-10-14T03:44:01.000Z,"A palavra de hoje era #scared, fiz o mesmo esquema de ontem e acabei sorteando outro bicho... http://someurl",pt,Instagram,786774536096219136,everyone,190296982,786774536096219136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-14T01:23:58.000Z,"Mesmo que seja básico, vou continuar me desafiando a desenhar todo dia. #scared #inktober #inktober2016 http://someurl",pt,Twitter for Android,786739289942061056,everyone,2183457068,786739289942061056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-14T00:54:45.000Z,#Inktober2016 - dia 13: #scared| | Ser corajoso não significa não ter medo. Ser corajoso... http://someurl,pt,Instagram,786731937725616131,everyone,61613857,786731937725616131,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-13T22:37:37.000Z,Anel do dia.... 👻🎃 #halloween #oct #october  #31 #scary #trickortreat #boo #scared #costume... http://someurl,pt,Instagram,786697427562659840,everyone,17851778,786697427562659840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-13T20:58:34.000Z,Treceavo! #inktober #inktober2016 #scared #dog #dogeatsdog http://someurl http://someurl,pt,IFTTT,786672500109369344,everyone,73320369,786672500109369344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
2016-10-13T20:39:36.000Z,"Oi, eu sou o Tiago e sentimentos não têm aparência... #inktober #inktober2016 #scared #ink... http://someurl",pt,Instagram,786667725707997184,everyone,90714133,786667725707997184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,"{'place_id': '68e019afec7d0ba5', 'coordinates': {'type': 'Point', 'coordinates': [-46.6333, -23.55]}}",,
2016-10-13T19:55:17.000Z,Dia 13 #inktober2016 | A Sara mostra no nosso #Inktober q não tá zoando. O tema é #Scared| Assustem-se com o horror q essa mulher desenha! http://someurl,pt,Twitter for Android,786656576040034304,everyone,706902212635660288,786656576040034304,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
2016-10-13T11:55:13.000Z,#inktober2016 tema: #scared #inktober #chizo #comicspuertorico http://someurl,in,Instagram,786535763420643328,everyone,703963963457929216,786535763420643328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-13T10:44:49.000Z,"Como assim, hoje é quinta, não é domingo? Então ontem foi só um feriado? Nooooo! #scared... http://someurl",pt,Instagram,786518044243656704,everyone,41694416,786518044243656704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-10-13T09:13:54.000Z,Gabes #Inktober #13 #Scared #Inktober2016 http://someurl,pt,Twitter for Android,786495164126638081,everyone,23674153,786495164126638081,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-09-30T00:17:12.000Z,Mais uma noite de sustinhos #26 #halloweenhorrornight #universal #freakshow #scared #halloween... http://someurl,pt,Instagram,781649058339229696,everyone,23365102,781649058339229696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,"{'place_id': '55b4f9e5c516e0b6', 'coordinates': {'type': 'Point', 'coordinates': [-81.46729338, 28.47606201]}}",,
2016-09-29T06:03:43.000Z,"SHAME!!! Miga, para que tá feio.... #scared |QUE MEDO DISSO| Como faço desouvir isso, apesar que... to ouvindo em loop de tão catastrófico! http://someurl",pt,Twitter Web Client,781373875917557761,everyone,138194605,781373875917557761,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,"[{'type': 'quoted', 'id': '781112718719852545'}]",
2016-09-28T21:35:08.000Z,"Cansado da vida!! Cansado de mim, cansado de quem sou!| #iamfreaky #scared #alone #semcoraçao... http://someurl",pt,Instagram,781245883945852928,everyone,124526070,781245883945852928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,"{'place_id': '97bcdfca1a2dca59', 'coordinates': {'type': 'Point', 'coordinates': [-43.17986794, -22.91000096]}}",,
2016-09-25T19:05:57.000Z,Imagina o sangue nos zói que o Buffalo levará para NE. Ainda bem que jogamos em casa hein @someuser ? Muahaha| #PatsNationBR #Scared,pt,Twitter for Android,780121178186903552,everyone,58809675,780121178186903552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
2016-09-22T13:18:02.000Z,Descobri que o perigo existe e é verdade... #scared,pt,Twitter for Android,778946460180180993,everyone,30445117,778946460180180993,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#scared,,,
2016-09-18T15:56:16.000Z,"#Wife #GirlFriend #gf #scared  #love  #wifelove @ New Delhi, India http://someurl",pt,Instagram,777536728580157440,everyone,515754312,777536728580157440,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-09-17T05:42:20.000Z,@someuser #scared #shivers #frightened #omg okok,in,Twitter for iPhone,777019836899684352,everyone,3043021607,777019311638675456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,"[{'type': 'replied_to', 'id': '777019721551974401'}]",1226038536
2016-09-11T05:58:01.000Z,Nos inspira | | #halloween #oct #october #30 #scary #spooky #boo #scared #costume #ghost #pumpkin... http://someurl,es,Instagram,774849456181313536,everyone,3539315721,774849456181313536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-09-08T06:04:38.000Z,Cute 😍| #dogsofig #dogsofinstagram #doglovers #scared #dog http://someurl,en,IFTTT,773763959618990080,everyone,968488794,773763959618990080,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#scared,,,
2016-09-05T01:45:14.000Z,estranhos dando favorito na minha foto pequena #scared,pt,Twitter for iPhone,772611515648184320,everyone,938240563,772570210876416001,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,"[{'type': 'replied_to', 'id': '772571259720826880'}]",938240563
2016-08-27T23:46:03.000Z,Lucia & Clécio #groomsmen #wedding #scared kkkk @ Royal Festas e Eventos http://someurl,pt,Instagram,769682420765294592,everyone,100704171,769682420765294592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,"{'place_id': 'dcfb523083152c0f', 'coordinates': {'type': 'Point', 'coordinates': [-47.21268691, -22.86848604]}}",,
2016-08-24T02:21:32.000Z,E adesso...chi dorme? 😕| | #terremoto #Italy #earthquake #scared http://someurl,it,Twitter for Android,768271995872092160,everyone,216124545,768271995872092160,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#scared,,,
2016-08-21T19:03:45.000Z,"Aquele clique sem avisar, não há tempo para reagir. #Nana #retrato #scared #rj #21 @ Rio de... http://someurl",pt,Instagram,767437049364410369,everyone,115906684,767437049364410369,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-08-13T20:43:56.000Z,Humana você me assustou! #cat #photography #animal #scared #photo #pet http://someurl,pt,Instagram,764563157109108737,everyone,187981179,764563157109108737,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-08-09T17:33:44.000Z,"Mano, a luz em cima de mim está piscado muito.... Will é você? #StrangerThings #Scared #Meda",pt,Twitter Web Client,763065743332220928,everyone,64312788,763065743332220928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
2016-08-08T11:45:27.000Z,Dentista: Preciso superar o medo da furadeira... #scared http://someurl,pt,Instagram,762615705573298177,everyone,183078702,762615705573298177,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-08-03T15:32:48.000Z,A que eu mais gosto do #tiagoiorc #scared 🔈 󾠗 󾠃 󾠔 http://someurl,pt,Facebook,760860981392207872,everyone,263952421,760860981392207872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-08-03T02:19:48.000Z,A que eu mais gosto do #tiagoiorc #scared 🔈 🎹 🎧 🎶 http://someurl,pt,Instagram,760661413794807808,everyone,263952421,760661413794807808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-25T14:03:27.000Z,#Scared #DemsInPhilly #DNCinPHL Nominate Sanders  http://someurl,fr,Twitter for iPhone,757577005042769923,everyone,2562404420,757577005042769923,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,"[{'type': 'quoted', 'id': '757570669852975104'}]",
2016-07-19T15:35:15.000Z,#no invite ?| #scared 😂😂😂 http://someurl,es,Twitter for iPhone,755425780906258432,everyone,330831231,755425780906258432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,"[{'type': 'quoted', 'id': '755331476812603392'}]",
2016-07-19T01:10:35.000Z,Bons sonhos criançada. 👻 #Repost @someuser #bonssonhos #bonecodomal #macabro #creepy #nite #scared #GuriPaulista http://someurl,pt,Twitter for Android,755208178518851584,everyone,123001522,755208178518851584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:46.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 285",pt,Umrei - Ferramenta Social,752933989393072130,everyone,175208676,752933989393072130,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:45.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 740",pt,Umrei - Ferramenta Social,752933986599665665,everyone,175208676,752933986599665665,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:45.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 582",pt,Umrei - Ferramenta Social,752933983965552640,everyone,175208676,752933983965552640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:44.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 225",pt,Umrei - Ferramenta Social,752933981130223616,everyone,175208676,752933981130223616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:43.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 780",pt,Umrei - Ferramenta Social,752933978450038785,everyone,175208676,752933978450038785,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:43.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 17",pt,Umrei - Ferramenta Social,752933975618912257,everyone,175208676,752933975618912257,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:42.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 545",pt,Umrei - Ferramenta Social,752933972829728769,everyone,175208676,752933972829728769,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:41.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 851",pt,Umrei - Ferramenta Social,752933970099179522,everyone,175208676,752933970099179522,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:41.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 659",pt,Umrei - Ferramenta Social,752933967150678016,everyone,175208676,752933967150678016,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:40.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 307",pt,Umrei - Ferramenta Social,752933963988082693,everyone,175208676,752933963988082693,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:39.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 975",pt,Umrei - Ferramenta Social,752933961194700800,everyone,175208676,752933961194700800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:39.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 866",pt,Umrei - Ferramenta Social,752933958518800384,everyone,175208676,752933958518800384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:38.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 360",pt,Umrei - Ferramenta Social,752933955658248192,everyone,175208676,752933955658248192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
2016-07-12T18:33:37.000Z,"#imafraid #scared #fuckingmovie GANHE SEGUIDORES NO TWITTER,INSTAGRAM ACESSO  /UMREI.COM #umRei 763",pt,Umrei - Ferramenta Social,752933952902590465,everyone,175208676,752933952902590465,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
