created_at,source,public_metrics,text,conversation_id,author_id,id,reply_settings,lang,search_query,in_reply_to_user_id,referenced_tweets,geo
2016-09-12T08:58:33.000Z,Twitter Web Client,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#Bihar #Shahabuddin #RJD #Silence #NitishKumar #angry| बिहार: शहाबुद्दीन पर लालू की चुप्पी से नीतीश नाराज| http://someurl,775257279654338560,742252310479278080,775257279654338560,everyone,hi,#angry,,,
2016-09-05T07:31:26.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","#SandeepKumar #SEx #CD #Case #Goa #offensive #posters #AAP #angry| पोस्टर, AAP नाराज| http://someurl http://someurl",772698638422343681,742252310479278080,772698638422343681,everyone,hi,#angry,,,
2016-09-02T08:00:05.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",पर्रिकर की टिप्पणी से खफा पाक | #parikar #comment #pakistan #angry http://someurl,771618688269070336,843529538,771618688269070336,everyone,hi,#angry,,,
2016-09-01T04:19:22.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","मंगेतर के साथ हुआ नस्लभेदी बर्ताव, भड़के युवी | #yuvraj #fiance #raging #angry http://someurl",771200753956376576,843529538,771200753956376576,everyone,hi,#angry,,,
2016-08-26T02:43:20.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",‘पावा’ से कश्मीर के उपद्रवियों को रोकने का दावा! -http://someurl| | #pava #stop #angry #youth #kashmir... http://someurl,769002256846852096,46853675,769002256846852096,everyone,hi,#angry,,,
2016-08-25T06:30:23.000Z,dlvr.it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Angry - हीरो बने DJ वाले बाबू..पब्लिक ने कहा पैसे करो वापस.. http://someurl http://someurl,768697008899051520,606888581,768697008899051520,everyone,hi,#angry,,,
2016-08-24T05:40:29.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@someuser sir muze nahi lagta k 37 saal huwe hai aap aaj b wahi #angry young man# hai http://someurl,768204499273998336,555013294,768322064252014592,everyone,hi,#angry,145125358,"[{'type': 'replied_to', 'id': '768204499273998336'}]",
2016-08-19T11:15:24.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#FUNNY #PHOTS #ANgry| इन फोटोज़ को देखकर किसी भी आदमी को आ सकता है गुस्सा| http://someurl http://someurl,766594411337691136,742252310479278080,766594411337691136,everyone,hi,#angry,,,
2016-08-13T04:31:08.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",जजों की नियुक्ति में विलंब पर केंद्र से नाराज सुप्रीम कोर्ट| #IndiaHallaBol #HallaBol #Angry #delay #appointment... http://someurl,764318345495654400,361166604,764318345495654400,everyone,hi,#angry,,,
2016-08-11T02:37:31.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","दर्द होता है इतना कि जुबां हो गया,| निशाँ कोई फिर से जवां ज़ख्म हो गया! #Speechless #painful #angry  http://someurl via @someuser",763564977605050374,56318249,763564977605050374,everyone,hi,#angry,,,
2016-08-10T17:34:36.000Z,Twitter Web App,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Pyar to kutte se b hota hai . Nafrat naseeb wale ko milati hai . #angry,763428345849806848,134791807,763428345849806848,everyone,hi,#angry,,,
2016-08-05T19:11:58.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ek wati hor Sahr...#angry jago pak jago kab tuk ase rahoo gye http://someurl,761640909545074688,733349096442957824,761640909545074688,everyone,hi,#angry,,,
2016-08-03T16:04:48.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","नशे में धुत SI व आरक्षक ने युवक को पीटा, आक्रोशित ग्रामीणों ने घेरा थाना : http://someurl| | #CG  #angry http://someurl",760869034292310017,704243198596554757,760869034292310017,everyone,hi,#angry,,,
2016-08-01T12:06:06.000Z,Twitter for iPhone,"{'retweet_count': 22, 'reply_count': 6, 'like_count': 30, 'quote_count': 2}",यूपी पुलिस आज़म खान की भैंसे ही ढूंढ सकती है..अपराधियों को नहीं।Wake up @someuser ..Its ALREADY Toooo late! #Frustrated #Angry #Bulandshahr,760084185067491328,108538423,760084185067491328,everyone,hi,#angry,,,
2016-08-01T11:23:05.000Z,hindi.news24online.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",... जब कटरीना ने फोटोग्राफर को दी धमकी- केस कर दूंगी #Katrina #Angry #Photographer http://someurl http://someurl,760073361565241344,34206701,760073361565241344,everyone,hi,#angry,,,
2016-07-29T12:45:24.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Bhai Sahii Kaha Hai Kisi ne| Ke Kisii Ko itnii IzzaT bhi Mtt do ke| WOh #L se aggay bhagay | Salla b.c ......| #Angry... http://someurl,759006914927661056,3279619730,759006914927661056,everyone,hi,#angry,,,
2016-07-23T12:39:48.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Uma jyada ho gaya @someuser 😡😤😠😢😢 #Angry,756831175323201536,2682090965,756831175323201536,everyone,hi,#angry,,,{'place_id': 'f1d3a53f8a3cc7e9'}
2016-07-22T22:30:13.000Z,protemote-xxss,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",(ृ　ु*`ω´)ु #Angry #顏文字 #kaomoji #emoticon http://someurl,756617370588835840,734404303750713346,756617370588835840,everyone,hi,#angry,,,
2016-07-21T15:09:09.000Z,hindi.news24online.com,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",अपने ऊपर लिखी किताब से नाराज आडवाणी #LKAdvani #angry #Book http://someurl http://someurl,756143987275083776,34206701,756143987275083776,everyone,hi,#angry,,,
2016-07-20T04:46:36.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser @someuser @someuser @someuser  achhe din aa gayee :( :( #angry #frustrating,755442902671630337,80307238,755624928100114432,everyone,hi,#angry,65908897,"[{'type': 'replied_to', 'id': '755442902671630337'}]",
2016-07-12T11:26:04.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mere alfazooon se na kar mere kirdaar ka faisla. . . | Tera wajood mitt jayga meri haqeeqat dhondty dhondty #angry,752826354714959873,750776474710474752,752826354714959873,everyone,hi,#angry,,,
2016-07-08T12:05:26.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",#rahat fateh ki aik khoobi hy k wo dunia k har ganay ko qawali bana skty hain #hadhai #angry,751386708575457280,305114063,751386708575457280,everyone,hi,#angry,,,
2016-07-06T04:44:01.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","पत्रकार पर आक्रोशित हुए तेज प्रताप, दी चेतावनी | #bihar #journalist #angry #pratap http://someurl",750550850184118274,843529538,750550850184118274,everyone,hi,#angry,,,
2016-07-01T15:16:08.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Insan #funny hona chahiye , #angry to bird bhi hoti hai .. !!! 😂😂😂",748897986437124096,739090977080672256,748897986437124096,everyone,hi,#angry,,,
2016-06-20T13:47:37.000Z,Vine for windows phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Taavetti is bored 😹 #cute #cat #catofvine #animals #animalvine #funny #Bored #finland #angry http://someurl,744889444327636992,2435913854,744889444327636992,everyone,hi,#angry,,,
2016-06-18T12:08:55.000Z,Mobile Web (M2),"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@someuser Bhai tumhara iss dunya main koi aur kaam bhi hai kia....:#angry,744138940391763968,739747976516669441,744139831530389504,everyone,hi,#angry,311028372,"[{'type': 'replied_to', 'id': '744138940391763968'}]",
2016-06-14T11:30:48.000Z,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",मिलिये तन्मय से जो सिर्फ स्कूल में ही नहीं स्कूल से बहार भी क्लास मॉनिटर है। | Watch Here - http://someurl #TheKidsLogic #Angry,742680684624543744,4677830653,742680684624543744,everyone,hi,#angry,,,
2016-06-14T11:03:43.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser @someuser @someuser @someuser @someuser Parikrama ko GGN ke alawa koi aur venue nahi sujhta. #Angry 😈,742595599749390336,128634987,742673869236887553,everyone,hi,#angry,1156301318,"[{'type': 'replied_to', 'id': '742595599749390336'}]",
2016-06-10T04:57:41.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#लड़की_में 󾆞 #Attitude 󾍃 होनी #चाहिए, ☝| #Angry 󾌽 तो #आजकल_Birds 󾇈 #भी है ।। 󾍃󾌩",741132201828442112,719784736634310657,741132201828442112,everyone,hi,#angry,,,
2016-06-09T00:35:27.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","#Angry #Bird #red #love this #game #nd #movie 💕 @ Pushp Vihar, Saket http://someurl",740703823325364224,2501408216,740703823325364224,everyone,hi,#angry,,,"{'coordinates': {'type': 'Point', 'coordinates': [77.22741201, 28.52047415]}, 'place_id': '317fcc4b21a604d5'}"
2016-06-06T12:04:08.000Z,dlvr.it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Angry.. सचिन तेंदुलकर और रहमान से सवाल नहीं.. तो मुझसे क्यों..- सलमान खान http://someurl http://someurl,739789971851075585,606888581,739789971851075585,everyone,hi,#angry,,,
2016-06-06T11:43:34.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Angry.. सचिन तेंदुलकर और रहमान से सवाल नहीं.. तो मुझसे क्यों..- सलमान खान http://someurl via @someuser,739784793802608640,736547681355599873,739784793802608640,everyone,hi,#angry,,,
2016-06-06T11:31:02.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Angry.. सचिन तेंदुलकर और रहमान से सवाल नहीं.. तो मुझसे क्यों..- सलमान खान| http://someurl| @someuser @someuser #salmankhan,739781640675840000,2772505729,739781640675840000,everyone,hi,#angry,,,
2016-06-06T11:21:08.000Z,Oneindia Hindi,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#Angry.. सचिन तेंदुलकर और रहमान से सवाल नहीं.. तो मुझसे क्यों..- सलमान खान http://someurl #SalmanKhan,739779150651613188,18186549,739779150651613188,everyone,hi,#angry,,,
2016-06-06T07:27:22.000Z,Twitter for Android,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",@someuser : Khisiyani billi khamba nooche...| #Angry woman...,739716835730300928,1334601709,739720320744095744,everyone,hi,#angry,138822469,"[{'type': 'replied_to', 'id': '739717430021218305'}]",
2016-05-29T12:05:48.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","हमारी रगों में वो खून दोड़ता है,| जिसकी एक बूंद अगर तेजाब पर गिर जाये तो तेजाब जल जाये... #angry #young #man http://someurl",736891288788865024,565258858,736891288788865024,everyone,hi,#angry,,,
2016-05-28T15:54:09.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@someuser @someuser  desh ko caste,religion, states ke baad ab yeh humein krantikariyo mein batne ki koshish kr rhe hai #angry",736478881511669761,307739719,736586365425582080,everyone,hi,#angry,78259714,"[{'type': 'replied_to', 'id': '736478881511669761'}]",
2016-05-24T14:45:28.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser confirm kardo Aap muja Jeetendra sir aur apna Autograph send karogai ja nahi Answer me #Angry,735119530343714816,3024271068,735119530343714816,everyone,hi,#angry,123255923,,
2016-05-24T14:35:09.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ऐसा क्या हुआ जो सलमान का नाम आते ही भडकी ऐश्वर्या!@someuserOTTyXQ| #AishwaryaRai #Angry #SalmanKhan #Question http://someurl,735116935864586242,46853675,735116935864586242,everyone,hi,#angry,,,
2016-05-23T12:54:46.000Z,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",#angry bird#thedayafteriwashedit http://someurl,734729283302608897,721865529007276035,734729283302608897,everyone,hi,#angry,,,
2016-05-22T13:16:40.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","हारकर जीतने वाले को बाज़ीगर कहते हैं, और जीतकर हारने वाले को के के आर #KKRvSRH #NEED #IMPROVEMENT #ANGRY",734372406559674369,1376299794,734372406559674369,everyone,hi,#angry,,,
