source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,search_query,referenced_tweets,geo,in_reply_to_user_id
Twitter Web Client,776140041747853312,2860399949,everyone,776140041747853312,"RT @someuser Politiek, dierenleed, oneerlijkheid, onnadenkendheid. Ik ga #twexit want #depressed",2016-09-14T19:26:20.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'retweeted', 'id': '776139558073331713'}]",,
Twitter Web Client,776139558073331713,815827472,everyone,776139558073331713,"Politiek, dierenleed, oneerlijkheid, onnadenkendheid. Ik ga #twexit want #depressed",2016-09-14T19:24:25.000Z,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,772206749508104192,108991266,everyone,772206749508104192,Laatste weekend voor de rest van je leven. #excited #scared #depressed #enthusiastic,2016-09-03T22:56:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,768884025146605573,246908570,everyone,768884025146605573,"Heb een dag nodig gehad voor ik er iets over kon en wilde zeggen...ons Ajax, wie heeft een oplossing?! #AJAX #ajaros #dieptriest #depressed",2016-08-25T18:53:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,{'place_id': '872bfd1bc97f8567'},
Twitter for Android,768830951921180676,2726575353,everyone,768830951921180676,Is het erg dak er nu al geen zin meer in heb #depressed| ~Demi http://someurl,2016-08-25T15:22:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
TweetDeck,755771837343109124,196941150,everyone,755771837343109124,RAAD VIR JOU AS JY SELFMOORD OORWEEG| #depressed #suicide #advice | http://someurl http://someurl,2016-07-20T14:30:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,744490704353779712,549166951,everyone,744490704353779712,Voel me zwaar kut vandaag | #sad #depressed #tired | Stond midden op straat op janken.. Zie het niet meer zitten.. Pfff,2016-06-19T11:23:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Windows Phone,738432406018002944,3243258173,everyone,738432406018002944,Nog steeds geen stabiel systeem... #depressed #nevergiveup?,2016-06-02T18:09:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,737720222103261185,1661172661,everyone,737720222103261185,baad mood | #depressed,2016-05-31T18:59:41.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,736889665312182273,232493714,everyone,736889665312182273,Helemaal uitgeput van gisteren. Kan alleen nog maar zitten en voor me uit staren.  #depressed,2016-05-29T11:59:21.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,735481693470138368,1435511468,everyone,735483241902276608,@someuser @someuser @someuser kijk er naar uit heb wel geen snapchat :( #depressed #buggfan,2016-05-25T14:50:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '735481693470138368'}]",,48492296
Tumblr,724911814006415362,136612684,everyone,724911814006415362,📷 svicide-qveen: No wonder.... *4:14p.m #die #killme #poetry #depressed #suicide #ana #binge... http://someurl,2016-04-26T10:43:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Instagram,722907196179111936,2531579519,everyone,722907196179111936,"#sad & #depressed @ Brussels, Belgium http://someurl",2016-04-20T21:58:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,"{'coordinates': {'type': 'Point', 'coordinates': [4.35, 50.85]}, 'place_id': '0653bb913c88c1ea'}",
IFTTT,721703745059467264,711529311845617664,everyone,721703745059467264,Kirk Van Outen #depression #depressed #suicide #suicidal #anxiety #sad #alone #fat #worthless #broken #lonely #ugly... http://someurl,2016-04-17T14:15:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,717572682921951232,1443117900,everyone,717572682921951232,Reggelek... ><| #morning #goodmorning #school #depressed #depression #depressive #anxiety,2016-04-06T04:40:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,{'place_id': 'bd130bbda8e42aeb'},
TweetCaster for Android,712287515915452416,793530356,everyone,712287515915452416,Ben positief genoeg om verder te kijken. Maar alleen vandaag even niet #stressed #depressed,2016-03-22T14:39:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,710104292083023873,1574991727,everyone,710104292083023873,spijt komt altyd te laat -- #depressed,2016-03-16T14:03:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
IFTTT,706710320073609216,4069842253,everyone,706710320073609216,\\DEERP DEERP NERD// #letmedie #sadquotes #depressed | #depressionquotes #grungequotes #sadquotepage #suicidal #kill... http://someurl,2016-03-07T05:17:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,704911956382191616,4427989994,everyone,704911956382191616,#depressed huhuw!,2016-03-02T06:11:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,702893531229192193,3290523079,everyone,702894176791359488,@someuser Nooit meer Fuck Yeeaah! bij het vinden van een enderpearl...????  #depressed,2016-02-25T16:33:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '702893531229192193'}]",,793897308
IFTTT,696342745477222400,3143085166,everyone,696342745477222400,RT : BloghettiHoops: #40 the pubgrub hoop| | #anxious #happy #society #pub #food #hairofthedog #lonely #depressed| . http://someurl,2016-02-07T14:40:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,693452925440528385,2489379887,everyone,693452925440528385,Volgende week nog eens proberen #tomorrowland  #depressed,2016-01-30T15:17:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",nl,#depressed,,,
IFTTT,690568354306920449,4775704683,everyone,690568354306920449,MoeMonik: 💜💜💜 #anime #attackontitan #beauty #tumblr #tokyoghoul #flowers #shoes #korean #depressed #drawing #ootd ... http://someurl,2016-01-22T16:15:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Facebook,689082379080757249,42258498,everyone,689082379080757249,De leukste inhakers van #bluemonday #depressed of #deepRest?... http://someurl,2016-01-18T13:50:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Facebook,688976968067485696,10908472,everyone,688976968067485696,"Vandaar, maar n paar happy pillen meer vandaag 󾌩 #bluemonday #depressed  http://someurl http://someurl",2016-01-18T06:51:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,687372621474852865,4764805342,everyone,687372621474852865,"RT @someuser Why zijn die Selena Gomez, Kendall Jenner en Gigi Hadid enzo allemaal zo mooi ??:( #depressed",2016-01-13T20:36:18.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'retweeted', 'id': '687349170299080708'}]",,
Twitter for iPhone,687349170299080708,2531497726,everyone,687349170299080708,"Why zijn die Selena Gomez, Kendall Jenner en Gigi Hadid enzo allemaal zo mooi ??:( #depressed",2016-01-13T19:03:07.000Z,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",nl,#depressed,,,
TweetCaster for Android,686870707981185025,793530356,everyone,686870707981185025,Ik moet echt ophouden met luisteren naar Joe Budden. #realitycheck #depressed,2016-01-12T11:21:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,683615747709517824,141875187,everyone,683615747709517824,"RT @someuser Jan Swinkels, van hem wil ik wel eens boek lezen. #buitenhof #depressed",2016-01-03T11:47:49.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'retweeted', 'id': '683615565081108484'}]",,
Twitter for iPhone,683615565081108484,109321020,everyone,683615565081108484,"Jan Swinkels, van hem wil ik wel eens boek lezen. #buitenhof #depressed",2016-01-03T11:47:06.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,683027157745053697,4203177874,everyone,683027157745053697,klaar met prison break voor 2e x zo mooi einde #depressed,2016-01-01T20:48:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
IFTTT,680598171362406401,3760205474,everyone,680598171362406401,RT ImageOfPakistan VISIT LINK IN MY BIO| | #miami #money #rp #outfit #london #red #diy #hungry #rainbow #depressed #... http://someurl,2015-12-26T03:57:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Instagram,675614858373636097,111876126,everyone,675614858373636097,Een koptelefoon is beter. #hint #tips #tricks #depressed #earphones #add #hashtags http://someurl,2015-12-12T09:55:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
TweetCaster for Android,674707882567446528,217559704,everyone,674707882567446528,Hoe staat het met de #mentale #gezondheid van de AIOS in NL @someuser @someuser 29% of Young #Doctors Are #Depressed: http://someurl,2015-12-09T21:51:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,669845494143676416,1950644642,everyone,669845494143676416,Julie pa-hug?.. 😔😭 #depressed @someuser,2015-11-26T11:49:45.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",nl,#depressed,,,
Foursquare,667229800336113664,302203412,everyone,667229800336113664,☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️ tot de duizend 😥 #depressed (@ Werf Geraardsbergen) http://someurl,2015-11-19T06:35:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,"{'coordinates': {'type': 'Point', 'coordinates': [3.895022, 50.770384]}, 'place_id': '9f0d45fde5df78e3'}",
Tumblr,659867014232719360,887535265,everyone,659867014232719360,Photo : selfharm-cuttig93: #depression #depressedboy #depressedgirl #suicide #depressed #suicidal... http://someurl,2015-10-29T22:58:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Tumblr,659747173073100801,3361824087,everyone,659747173073100801,Photo: selfharm-cuttig93: #depression #depressedboy #depressedgirl #suicide #depressed #suicidal... http://someurl,2015-10-29T15:02:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,657303057768816644,2718342233,everyone,657303057768816644,Ik dacht dus echt da we vanaf morgen al vakantie hadden #depressed,2015-10-22T21:10:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Tumblr,654308332602294272,983557471,everyone,654308332602294272,Photo : selfharm-cuttig93: #alone #broken #cry #cut #cutting #dead #depressed #depression #demoninmyhead... http://someurl,2015-10-14T14:50:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,653074026034671616,3231524929,everyone,653074026034671616,Channeling my inner Eeyore. #mood #tired #depressed #buh http://someurl,2015-10-11T05:05:55.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
IFTTT,652689686067048448,1126331382,everyone,652689686067048448,New #quote : huurt <| <| #happy #sad #depressed #weak #love #life #confusing #helpless #worthless #useless #betrueto... http://someurl,2015-10-10T03:38:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,645281761916809216,49283510,everyone,645281761916809216,3u terug in België en we staan alweer in de file terwijl het oudewijven regent... #depressed,2015-09-19T17:02:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,644977159174516736,2859014020,everyone,644977861040963584,@someuser die van mij heeft mij nog ni eens geaccepteerd #depressed,2015-09-18T20:54:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '644977159174516736'}]",,1517183646
Twitter for iPhone,640904851522744320,558976516,everyone,640904851522744320,Selfsteem = -1000 #depressed #pissed,2015-09-07T15:09:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,640578806600835072,78888805,everyone,640578806600835072,Tsjonge durf het nauwelijks te zeggen maar ons #oranje is echt de weg kwijt #looking #depressed,2015-09-06T17:34:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,{'place_id': '1b6ebeaa6394f50e'},
Instagram,634159440372080640,3319487660,everyone,634159440372080640,OMG LANA IS QUEEN | #teen #teenquotes #relatable #inlove #sad #depressed #depression #love #quotes... http://someurl,2015-08-20T00:26:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Instagram,631109791943933952,25979863,everyone,631109791943933952,#depressed @ Allen Gardens http://someurl,2015-08-11T14:27:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
twitterfeed,630074912858701824,1620651368,everyone,630074912858701824,selfharm #depressed #sad #crying #anxiety #suicidal #suicide #depression #dying #cutting http://someurl,2015-08-08T17:55:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
TweetDeck,627898359404232704,576233224,everyone,627898742444793856,@someuser thnx! RESPECT! ik ben blij dat mijn kids straks opgroeien met van die STAATSMONGOLEN als JIJ! #depressed,2015-08-02T17:48:20.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '627898359404232704'}]",,3242343970
Twitter for Android,619621548719276032,547082280,everyone,619621548719276032,Sommige mensen kunnen u zelfvertrouwen zo naar beneden halen.. #depressed,2015-07-10T21:37:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
IFTTT,614815422861455360,1328720802,everyone,614815422861455360,😌 #quote #quotes #sky #clouds #grunge #feelings #depressed #ugh #ifidie joannie1911 http://someurl,2015-06-27T15:19:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,614087924502691840,467836287,everyone,614087924502691840,Pff kilos suikerspin eten uit stress 😭 #depressed,2015-06-25T15:09:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPad,610772030720507904,186534200,everyone,610772030720507904,@someuser wat met de 2 laatste afleveringen van #vtmdavid ?| Worden deze niet meer uitgezonden? #depressed,2015-06-16T11:32:54.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,166473775
Twitter for Android,610245323420770305,2387540761,everyone,610247547089760256,@someuser #depressed teen,2015-06-15T00:48:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '610245323420770305'}]",,819776276
Twitter for iPhone,608708073461571584,515713519,everyone,608708073461571584,En dan kan je plots wel een dikke knuffel van je maatje @someuser gebruiken 😢 #ihatemylife #depressed,2015-06-10T18:51:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
IFTTT,607378530217959424,3207700630,everyone,607378530217959424,@someuser : http://someurl | { #tumblr #grunge #alternative #chill #staychill  #happy #depressed #... http://someurl,2015-06-07T02:48:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,25668422
Twitter for Android,606897522255249408,2258726795,everyone,606897522255249408,En ik wil wijn. Maar mn wijn is op. En dat is vreselijk. #depressed,2015-06-05T18:56:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,605850510243987456,1327498358,everyone,605850510243987456,Examenstress zorgt nu al voor slapeloze nachten😓 #depressed,2015-06-02T21:36:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,605455202192396288,385367593,everyone,605455202192396288,RT @someuser Die is Al wanneer 30 min soos n ewigheid kan voel #depressed,2015-06-01T19:25:43.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'retweeted', 'id': '605395599584862209'}]",,
Twitter for Android,605395599584862209,516386589,everyone,605395599584862209,Die is Al wanneer 30 min soos n ewigheid kan voel #depressed,2015-06-01T15:28:53.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,604698994422497281,549166951,everyone,604698994422497281,Hoop dat het snel maandag is #sad #lonely #depressed #emptyness,2015-05-30T17:20:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Tumblr,598206136270094336,171577007,everyone,598206136270094336,Photo: selfharm-cuttig93: #alone #broken #cry #cut #cutting #dead #depressed #depression #demoninmyhead... http://someurl,2015-05-12T19:20:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Instagram,597747181613936641,3243304197,everyone,597747181613936641,Slug gel| #depressed #depression #depressing #trigger #triggering #cutting #cutter #suicide #suicidal... http://someurl,2015-05-11T12:56:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
RoundTeam,595992496813023232,439533296,everyone,595992496813023232,RT @someuser #me #music #bands #bvb #ptv #screamo #depressed #depression #pain #love #quotes blesstheblackveils http://someurl,2015-05-06T16:44:18.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'retweeted', 'id': '595957954010030080'}]",,
IFTTT,595957954010030080,1328720802,everyone,595957954010030080,#me #music #bands #bvb #ptv #screamo #depressed #depression #pain #love #quotes blesstheblackveils http://someurl,2015-05-06T14:27:03.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",nl,#depressed,,,
Mobile Web (M2),592181731983171584,3018796824,everyone,592187445225005056,@someuser ik same plus #depressed,2015-04-26T04:44:23.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '592186429217705984'}]",,2325115628
Twitter for iPhone,590141705397100545,292781143,everyone,590141705397100545,Zelfmoord #depressed #suicidal #SuicideSquad HAHA,2015-04-20T13:15:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Tumblr,589501680015843328,307152950,everyone,589501680015843328,Photo: selfharm-cuttig93: #alone #broken #cry #cut #cutting #dead #depressed #depression #empty #fakesmile... http://someurl,2015-04-18T18:52:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,589007558947504128,3152639907,everyone,589007558947504128,maandag weer school #depressed,2015-04-17T10:08:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,"{'coordinates': {'type': 'Point', 'coordinates': [3.2895946, 50.8280483]}, 'place_id': '2dedad34f866656c'}",
Instagram,586809898941415424,2374727228,everyone,586809898941415424,#depressed #depressedquotes #hopeless #sad #suicidal #likesforfollow #love #letmedie #crying#selfharm... http://someurl,2015-04-11T08:35:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,586183918048641025,264373045,everyone,586183918048641025,ik wil niet meer leren voor dat tentamen financieel management 😢 #depressed #wilnietmeer,2015-04-09T15:08:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Instagram,583637680967131136,57032827,everyone,583637680967131136,De liefste.❤️ #Inlovingmemory #Mama #Missmymom #Love #Sad #Cry #Why #Depressed #MotherDaughter... http://someurl,2015-04-02T14:30:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,580815103282548736,31115453,everyone,580815103282548736,SJP is 50 #wow #depressed,2015-03-25T19:34:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,"{'coordinates': {'type': 'Point', 'coordinates': [-1.7633604, 53.8459783]}, 'place_id': '584d81d6e854d368'}",
Twitter for iPhone,580465303202729985,1415081088,everyone,580465303202729985,De dag dat je paard je niet blij maakt is de dag dat alles tegen zit en je het liefst in een hoek verstopt met een bak ijs! #depressed😒,2015-03-24T20:24:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,578232456899379200,587396193,everyone,578232456899379200,"Hallo, ik ben Josje en ik ben schijnheeeilig! Stomme trut! ! ! ! #K3stopt #wegmetJosje #DEPRESSED",2015-03-18T16:32:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,576472225039015936,3071951072,everyone,576472225039015936,Oh tybalt! Dear tybalt! 😭😭😭😭😭😭 #sad #depressed #planningfuneral #expensive #vijatal,2015-03-13T19:57:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
