source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
Twitter for Android,755750485508796416,365779771,everyone,755750485508796416,El tráfico en esta ciudad sólo esta colapsado. #annoyed 😑,2016-07-20T13:05:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,,
Instagram,755571489336852480,167653674,everyone,755571489336852480,Como ven q el #Lajud quiere ser mi #amigo en face? 😂😂😂😂  #Fakeaccount #annoyed #peopleneedalife ✌ http://someurl,2016-07-20T01:14:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#annoyed,,,
Twitter Web Client,753688906885795840,4237619963,everyone,753688906885795840,"to insult me for not being able to tan. si voy a caminar el fuego por ti, cual color es el piel ? #annoyed",2016-07-14T20:33:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,,
Twitter for iPhone,753177740354781184,44549179,everyone,753177740354781184,me arreglé el pelo para una entrevista hoy... mañana pa la playa #annoyed 🙄,2016-07-13T10:42:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,,
Instagram,751980935352979458,35120825,everyone,751980935352979458,WTF 😒 #annoyed #timetogohome #drinkskickedin🍷🍸 #rettogo @ Vicentes Cuban Cuisine http://someurl,2016-07-10T03:26:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,,
Instagram,751740998271762432,3074177436,everyone,751740998271762432,#bored #on #couch #waiting #for #fun #Italy #beach #life #annoyed #2016 #no #goals @ Lido Delle... http://someurl,2016-07-09T11:33:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",es,#annoyed,"{'coordinates': {'type': 'Point', 'coordinates': [12.24139, 44.7380799]}, 'place_id': '07d7a9913f76aefd'}",,
Twitter for iPhone,751199321933176832,206336007,everyone,751199321933176832,Messi es el mejor CR7 es mejor que Messi hombres con mentalidad de 12 años #annoyed,2016-07-07T23:40:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,,
Twitter for iPhone,750735914255679488,1345846423,everyone,750735914255679488,Me voy a trabajar coño #annoyed,2016-07-06T16:59:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,,
Twitter Web Client,750031720825573376,77504240,everyone,750031720825573376,Soy la unica que se estresa con las personas que hablan mucho #annoyed http://someurl,2016-07-04T18:21:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,,
Twitter for iPhone,749771626409975809,3062044315,everyone,749771626409975809,Cuando te vas a dormir y escuchas los damn fireworks. #annoyed  http://someurl,2016-07-04T01:07:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,"[{'type': 'quoted', 'id': '749770183216992256'}]",
Twitter for iPhone,749701775192502272,1061798258,everyone,749701775192502272,Dominos DXP🤔🤔🤔🤔🤔🤔 #SOB #annoyed,2016-07-03T20:30:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",it,#annoyed,,,
Twitter for Android,748977029018636288,236684839,everyone,748977029018636288,Me saca la gente desesperada en la carretera. #annoyed,2016-07-01T20:30:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,,
Twitter for Android,748207170823434240,279778948,everyone,748207170823434240,Me desesperan esos que se la pasan tirando indirectas.. Digan las cosas como son!  Uno no es adivino para saber que quieren!! 😬#Annoyed,2016-06-29T17:31:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,,
Instagram,747428575800864768,741372547124613120,everyone,747428575800864768,Así me he quedado cuando he visto mi último vídeo publicado ya en Facebook.|  😲😲😲| #annoyed... http://someurl,2016-06-27T13:57:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,,
Twitter for iPhone,745869832097259521,2770912178,everyone,745869832097259521,De q te sirve ser tan presumida ? 😒 #annoyed,2016-06-23T06:43:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,,
Instagram,745683132679065604,721394153729441792,everyone,745683132679065604,Tengo hambre! #hungry #hambriento #annoyed #enojado #waiting #esperando #followme #siganme http://someurl,2016-06-22T18:21:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#annoyed,,,
