created_at,text,lang,source,id,reply_settings,author_id,conversation_id,public_metrics,search_query,geo,referenced_tweets,in_reply_to_user_id,withheld
2016-12-30T14:12:06.000Z,@someuser Most certainly. When we have flares social media is the last thing we want to do....younger people get isolated &  #depressed too,en,Twitter for Android,814836464613736449,everyone,1959262152,814818953604300800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,"[{'type': 'replied_to', 'id': '814818953604300800'}]",237491983,
2016-12-30T13:15:05.000Z,Multi-social #millennials more likely to be #depressed & #anxious http://someurl #socialmedia #Facebook... http://someurl,en,Facebook,814822114167398400,everyone,100273167,814822114167398400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#depressed,,,,
2016-12-30T12:59:01.000Z,The only bad thing about reading:  finishing a great book/series and getting sad that the story is over. #depressed,en,Twitter for iPhone,814818070602596352,everyone,346624956,814818070602596352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T12:12:08.000Z,Made my day.| Thankyou very much!! ...| #depressed,en,Twitter for Android,814806272553852928,everyone,745013617490165761,814806272553852928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T12:03:29.000Z,Mystery solved. No wonder Im a #depressed #insomniac 😂😭 http://someurl,en,Twitter for iPhone,814804095806488577,everyone,1294053841,814804095806488577,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,,,
2016-12-30T11:37:43.000Z,#annualtaxsummary #depressed... this wont help with todays shopping trip #tax #HMRC #raped... http://someurl,en,Instagram,814797610208792576,everyone,426158446,814797610208792576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T11:30:19.000Z,One thing that always makes me sad is when I think about my life too much. The key is to keep myself distracted! #depressed #OCD,en,Twitter for iPhone,814795750798409728,everyone,814078117891502080,814795750798409728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T11:28:54.000Z,I can be so emotional... Way too emotional! #depressed,en,Twitter for iPhone,814795394748137472,everyone,814078117891502080,814795394748137472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T10:01:50.000Z,The Sadness Will Last Forever #sad #depression #depressed #tired #vangogh,en,Twitter for Android,814773483024556033,everyone,808377763073769472,814773483024556033,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T08:54:29.000Z,💕you are significant 💕| #depressed #depression #anxiety http://someurl,en,Twitter for iPhone,814756530969018368,everyone,3303057914,814756530969018368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,,,
2016-12-30T07:52:39.000Z,Lets window-shop for pretty NYE dresses even though we know well be bedridden that night. Doesnt that sound fun?? #depressed #notblessed,en,Twitter for iPhone,814740970734489600,everyone,81130885,814740970734489600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T07:32:35.000Z,When you repress your emotions so much it takes days to figure out youre not just being tired and lazy #depressed,en,Twitter for Android,814735921534730241,everyone,3305593296,814735921534730241,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T07:25:29.000Z,Why Do Good People Stay In An Unhealthy Relationships. #relationship #domesticviolence #abuse  #shattered #depressed| http://someurl,en,Twitter Web Client,814734133326811136,everyone,2879075876,814734133326811136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,,,
2016-12-30T07:17:52.000Z,just broke my pez dispenser. #depressed,en,Twitter for iPhone,814732220099399680,everyone,2826806749,814732220099399680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",#depressed,,,,
2016-12-30T07:00:48.000Z,Tips for what to do if you think you or a mate might be #depressed: http://someurl #agchatoz,en,Hootsuite,814727921273344000,everyone,2865113458,814727921273344000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T06:58:19.000Z,Why Do Good People Stay In An Unhealthy Relationships. #relationship  #grief #broken #shattered #depressed| http://someurl,en,Twitter Web Client,814727297710231553,everyone,2840942662,814727297710231553,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T05:49:31.000Z,How is it that a #depressed and #suicidal person can plan better for life than the people who wanna live?!,en,Twitter for Android,814709984818761728,everyone,1121379762,814709984818761728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T05:46:04.000Z,I M #Happy  for such #greatevents #tookplace  on the #day #isteppedonearth but #depressed for #deaths and #worst #scary #events on this day,en,Twitter for Android,814709117071880194,everyone,3083117282,814709117071880194,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,,,
2016-12-30T02:35:51.000Z,Sometimes I really wonder if ne1 would care if I was gone #depressed #lonely #alone #sad #emotionalpain #emotional,en,Twitter for iPhone,814661247123726336,everyone,221445681,814661247123726336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T02:20:56.000Z,#Depressed? Check out this new #app that is like a treatment plan sidekick cheerleader: http://someurl http://someurl,en,erased12672425,814657491569086464,everyone,484435468,814657491569086464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T02:14:56.000Z,Visited with my ex tonight. Not good. #cancersucks #depressed,en,Twitter for iPhone,814655984111128576,everyone,1591055306,814655984111128576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T01:42:45.000Z,Sign your #teen is #depressed. Unhealthy interest in #morbid topics. http://someurl http://someurl,en,Post Planner Inc.,814647885065232384,everyone,3066066412,814647885065232384,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T01:32:59.000Z,"Well #duh #RobK. Was #Stressed, #Depressed Before #Hospitalization http://someurl via @someuser",en,Twitter for iPhone,814645427270258688,everyone,115502481,814645427270258688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T01:16:16.000Z,#Depressed #bipolar #Teens Struggle To Find #MentalHealth Care In Rural #CA #insurance would not cover #hospital | http://someurl,en,SocialOomph,814641218009366528,everyone,370258371,814641218009366528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T00:38:01.000Z,"With two nurses in the family, dinner conversations consists of sad stories, bodily fluids and everything in between #Depressed #NoAppetite",en,Twitter for iPhone,814631594333966336,everyone,384079251,814631594333966336,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",#depressed,,,,
2016-12-30T00:32:37.000Z,Things that my mind told me when I was #depressed. #mentalillness #depression @someuser  http://someurl,en,Twitter for iPhone,814630234830082049,everyone,727314453486788610,814630234830082049,"{'retweet_count': 19, 'reply_count': 3, 'like_count': 33, 'quote_count': 1}",#depressed,,,,
2016-12-30T00:25:18.000Z,Healing Depression – Well-being Beyond a Pill > http://someurl #depressed #medication #wholeness,en,Hootsuite,814628394063298560,everyone,18686558,814628394063298560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T00:24:46.000Z,I want to go home. #pnw #iMissIt #depressed,en,Twitter for Android,814628257047912448,everyone,2273464322,814628257047912448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,,,
2016-12-30T00:18:23.000Z,Cant for one moment think why Ive never had a girlfriend. 😕 #nearlya40yearoldvirgin #depressed http://someurl,en,Twitter for Android,814626651472592896,everyone,533454250,814626651472592896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-30T00:11:51.000Z,Just got back home to Orlando ...or should I say just got back to my place of living Bc this doesnt feel like home. #depressed 😩,en,Twitter for iPhone,814625009511661568,everyone,83450918,814625009511661568,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T23:45:19.000Z,if I could I would feel nothing thats the truth and I dont care. the world is cold and lifes not fair. #Depressed #dead #Teamfollowback,en,Mobile Web (M2),814618330409660416,everyone,1119428306,814618330409660416,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,,,
2016-12-29T23:42:14.000Z,"Im searching for peace , covering up for you.| #Sad #Lonely #Depressed #Teamfollowback #Followback",en,Mobile Web (M2),814617553884549120,everyone,1119428306,814617553884549120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T23:19:00.000Z,RT @someuser 7-Step system that gives you the power to Destroy your #Depression http://someurl #Depressed,en,HubSpot,814611707968552961,everyone,1581376849,814611707968552961,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T23:03:41.000Z,Saving up to buy a house so I guess I should stop going to the movies more than once to see my new favorite Disney movies #depressed,en,Twitter for iPhone,814607851394048005,everyone,1029777601,814607851394048005,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",#depressed,,,,
2016-12-29T23:03:21.000Z,Song is You Had Me at Hello by: @someuser ✨❤️ #emo #poppunk #anxiety #depressed #motivation #happiness #selflove #peace #spiritual http://someurl,en,Twitter for iPhone,814607769072443393,everyone,758809301410390016,814607769072443393,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,,,
2016-12-29T21:08:01.000Z,Your childs #allergies could increase their chances of becoming #depressed. http://someurl,en,Sprout Social,814578742974619648,everyone,38592062,814578742974619648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T20:56:43.000Z,#depressed| Sad but true http://someurl,en,Twitter for Android,814575901321084928,everyone,3384408286,814575901321084928,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,,,
2016-12-29T19:54:06.000Z,I saw a wiener dog last night and I didnt pet it :( #depressed,en,Twitter Web Client,814560144184999936,everyone,57719020,814560144184999936,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,,,
2016-12-29T19:49:09.000Z,Really sad and missing you. #sad #depression #depressed #feelinghorrible http://someurl,en,Instagram,814558896257961984,everyone,368548409,814558896257961984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T19:11:57.000Z,Damn braids snatched out my edges 😩😩🙄 #Depressed,en,Twitter for iPhone,814549536056180736,everyone,39104568,814549536056180736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T18:44:10.000Z,Theres only 2 things people can do for me.| 1 help me become happy| 2 explain to CID why my death wasnt prevented.| #depression #depressed,en,Twitter for Android,814542544713449472,everyone,2762851961,814542544713449472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#depressed,,,,
2016-12-29T18:28:12.000Z,What a pain in the ass day. #depressed,en,Twitter for Android,814538526897348608,everyone,89561613,814538526897348608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T18:01:21.000Z,#Depressed #Elephant Couldnt Even Sleep — Until She Made A New Friend: http://someurl http://someurl,en,Twitter Web Client,814531767885590528,everyone,1576599271,814531767885590528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",#depressed,,,,
2016-12-29T17:49:28.000Z,Is your #child #depressed? Chronic low energy. http://someurl #cbt #parenting http://someurl,en,Post Planner Inc.,814528779334848513,everyone,3066066412,814528779334848513,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T17:00:46.000Z,Woman shares a surprisingly easy way you can support a friend who is #depressed: http://someurl http://someurl,en,Hootsuite,814516522240643072,everyone,729672318243491840,814516522240643072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T16:52:00.000Z,"If you’re tired, weak & #depressed, it’s not “normal aging,” It’s time to call a doctor. Here’s why: http://someurl #aging",en,Sprout Social,814514317647343616,everyone,224353426,814514317647343616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T16:12:53.000Z,"Omfgoodness! I have gained soooooooooo much weight, it is on like donkey Kong! #depressed",en,Twitter for Android,814504471371874304,everyone,804894374928809985,814504471371874304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T15:34:04.000Z,Halloweentown was my fave Halloween movie. #depressed #DebbieReynolds :),en,Twitter for iPhone,814494701797654528,everyone,1425218852,814494701797654528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T15:01:17.000Z,"life is too hard, and you dont have a clue to it. guess what, doing nothing can also kill yourself. #depressed",en,Twitter Web Client,814486453715513344,everyone,3300173341,814486453715513344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T14:17:01.000Z,How to help your friends and family when youre #depressed http://someurl via @someuser,en,TweetDeck,814475313371459584,everyone,1851753236,814475313371459584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T13:44:34.000Z,I just need someone to lean on.#Depressed.,en,Mobile Web (M2),814467146348691456,everyone,1403431934,814467146348691456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T13:37:52.000Z,#depressed older adults teen fucked big dick http://someurl,en,Twitter Web Client,814465459613564929,everyone,374153056,814465459613564929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T13:33:56.000Z,Word. #word #marilynmanson #depressed #bewhoyoushoulbe #joséliciousexp #godoffuck #quotes... http://someurl,en,Instagram,814464471452127232,everyone,34987064,814464471452127232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T12:25:08.000Z,Its so hard to find that happiness within when you feel #depressed #mentalillness #timetochange,en,Tweet Jukebox,814447155716952064,everyone,1454283949,814447155716952064,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",#depressed,,,,
2016-12-29T11:55:37.000Z,Just want to stay in bed all day... #depressed,en,Twitter for Android,814439727533346816,everyone,93971042,814439727533346816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T11:32:37.000Z,Whatss Ur FAVE Panic album Guys 😍😍😍 #PanicAtTheDisco #StayAlive #Clique #PATD #Emo #Punk #Scene #Depressed #Support,en,Twitter Web Client,814433938471010304,everyone,812828729571504128,814433938471010304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,,,
2016-12-29T11:28:56.000Z,Why Do Good #People Stay In An #Unhealthy #Relationships| http://someurl| #domesticviolence #abuse #broken #shattered #depressed #wtf http://someurl,en,Twitter Web Client,814433014067277824,everyone,708181621799686144,814433014067277824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T11:25:44.000Z,#depressed older adults sexe direct http://someurl,en,Twitter Web Client,814432206538018816,everyone,345157638,814432206538018816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T11:23:49.000Z,Multi-social #millennials more likely #depressed than social(media)ly conservative peers http://someurl,en,Twitter Web Client,814431725233139713,everyone,27457608,814431725233139713,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T10:11:31.000Z,Deeply saddened about Carrie Fisher and Debbie Reynolds passing. My heart goes to their family and friends. #RipDebbieAndCarrie #depressed,en,Twitter Web Client,814413529797246978,everyone,74081410,814413529797246978,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T09:48:12.000Z,@someuser I feel #depressed 😂,en,Twitter for iPhone,814407661005500416,everyone,2503841942,814406476232003585,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#depressed,,"[{'type': 'replied_to', 'id': '814407343739957248'}]",527862406,
2016-12-29T07:13:08.000Z,Suicide is a glowing exit sign in the back of my mind 24/7 but at least Im aware of my own issues. #mentalhealth #mentalillness #depressed,en,Twitter for iPhone,814368637800747009,everyone,2569602528,814368637800747009,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,{'place_id': '8d71376556a9e531'},,,
2016-12-29T07:09:46.000Z,When monty and I read a list of all the great people we lost this year #depressed #pain #tears,en,Twitter for iPhone,814367792791166976,everyone,182588777,814367792791166976,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#depressed,,,,
2016-12-29T06:48:40.000Z,"Grow Stronger, always. You deserve it. ✨🔥❤️ #motivation #happiness #peace #selflove #selfhelp #anxiety #depressed #goals #hustle http://someurl",en,Twitter for iPhone,814362484022923264,everyone,758809301410390016,814362484022923264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T06:46:04.000Z,💕your feelings are important 💕| #depressed #depression #anxiety http://someurl,en,Twitter for iPhone,814361829614977024,everyone,3303057914,814361829614977024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T06:09:05.000Z,I shouldnt let it bother me but it does. I hate nights like this when my thoughts wont leave me in peace. #depressed #sad,en,Twitter for Android,814352519208062976,everyone,399228401,814352519208062976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T05:58:37.000Z,So #tired and #depressed from all the bad passings. But have #stuff to #do. #blahhblahblah..... http://someurl,en,Twitter for iPhone,814349886665568256,everyone,2820223897,814349886665568256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,{'place_id': '0073b76548e5984f'},,,
2016-12-29T05:01:10.000Z,"¿Maybe not togueder ,  but will we?| #tumblr #imagestumblr #alguiendiferente #sad #adolecentes #phrasestumblr #depressed http://someurl",en,Twitter for Android,814335429424123904,everyone,814298449633951744,814335429424123904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T04:37:04.000Z,What am I suppose to do for a whole week without my chubby bunny?!? #depressed #lonely http://someurl,en,Twitter for iPhone,814329362266865664,everyone,74375843,814329362266865664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T04:23:14.000Z,lexis so beautiful it makes me #depressed,en,Twitter for iPhone,814325884056375297,everyone,705844548,814325884056375297,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",#depressed,,,,
2016-12-29T04:18:37.000Z,Its true👀👌| #breakup #love #relationship #heartbreak #depressed #breakupquotes #heartbroke... http://someurl http://someurl,en,IFTTT,814324721642782720,everyone,740559835037474816,814324721642782720,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
2016-12-29T04:10:55.000Z,Retweeted A Health Blog (@someuser| | Some foods can make you #happy some foods can make you #depressed ➡... http://someurl,en,Facebook,814322783081627648,everyone,2151712344,814322783081627648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,,
