author_id,created_at,reply_settings,conversation_id,in_reply_to_user_id,id,source,text,lang,public_metrics,search_query,referenced_tweets,geo,withheld
134340234,2016-12-14T13:48:32.000Z,everyone,809032327884079109,,809032327884079109,Twitter Web Client,IN NA| Gali Gali Me Shor Hai| Nawaz Sharif Chor Hai| #Great,hi,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 4, 'quote_count': 1}",#great,,,
797153900541263872,2016-12-14T04:55:56.000Z,everyone,808898293552021504,,808898293552021504,Instagram,शहीद विजय सिंह पथिक उर्फ भूपसिंह गुर्जर (गौत्र : राठी)| #great #freedomfighter #veer... http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
797153900541263872,2016-12-13T19:56:26.000Z,everyone,808762525789593604,,808762525789593604,Instagram,गुर्जर वीर सरदार वल्लभ भाई पटेल | #historyofindia #history #greatness #greatfull #great... http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
807506411534086144,2016-12-13T16:18:29.000Z,everyone,807227142392152066,754130747162783744,808707675844464640,Mobile Web (M2),@someuser #great @someuser Rajasthan.,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '808569514279530496'}]",,
431451986,2016-12-13T13:41:56.000Z,everyone,808668276712734720,,808668276712734720,Facebook,जब अपनी शख्सियत पर अहंकार होने लगे तब एक फेरा शमशान का ज़रूर लगा लेना।| ##Great##thoughts##miracle words.,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
2813767619,2016-12-12T19:55:15.000Z,everyone,808399837347643397,,808399837347643397,Instagram,"Congrats @someuser | #CR7 | #Ballondor2016⚽💎🏆👏 | #Winner | #Great | #Respect @ Dhaka, Bangladesh http://someurl",hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,"{'coordinates': {'type': 'Point', 'coordinates': [90.375, 23.7]}, 'place_id': '001aff55522d96c9'}",
2508293100,2016-12-12T03:51:22.000Z,everyone,808157268680339456,438525539,808157268680339456,Twitter for Android,@someuser Bhai kah ke le rahe ho #great #Keepitup http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"[{'type': 'quoted', 'id': '808145826748899328'}]",,
268685748,2016-12-11T16:12:03.000Z,everyone,807981278482075652,,807981278482075652,Facebook,Bhagwaan hi hai ye dono - humanity | Super #great. Love http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
441093627,2016-12-09T16:52:33.000Z,everyone,807266695563743233,,807266695563743233,Instagram,#great #player #great #setting #wildlife #golf #lost #ball @ Saadiyat Island http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,"{'coordinates': {'type': 'Point', 'coordinates': [54.44255857, 24.54504995]}, 'place_id': '00f24ae701a1207b'}",
361166604,2016-12-08T05:50:02.000Z,everyone,806737582147018752,,806737582147018752,Facebook,सुप्रीम कोर्ट से मिली बीसीसीआई को बड़ी राहत| #IndiaHallaBol #HallaBol #BCCI #great #relief #SupremeCourt http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
2676020582,2016-12-08T05:05:43.000Z,everyone,806726427848515585,,806726427848515585,Facebook,"Thanks to Rajasthan Patrika and Dainik Bhaskar,Udaipur for #Great  #coverage the #Kishori Mela. Such a big... http://someurl",hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
725723936890056708,2016-12-06T16:32:33.000Z,everyone,806174501977264128,,806174501977264128,Twitter Web Client,"#Great #Job #By @someuser लेखपाल को गोली मारने के मामले का पुलिस ने किया खुलासा, 2 लोगों को एक बाइक,तमंचे समेत किया गिरफ्तार| @someuser",hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,{'place_id': '504e739994acf111'},
558764492,2016-12-03T04:31:00.000Z,everyone,804905751173013504,471741741,804905751173013504,Twitter for Android,@someuser @someuser @someuser लग तो रहा हैं यही इसीलिये हारे हुए सांसद भी मन्त्री हैं पर वरिष्ठ नेताओं को कोई मंत्रालय नहीं.| #great http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#great,,,
785497856333516800,2016-12-02T20:54:06.000Z,everyone,804790770137960448,,804790770137960448,Twitter for Android,#Men is a #great word 👌| Jab tak #Wo se #Men na jora jaye..!| Women #complete nai ho sakta....😝| #Dictionary se hi purana #Relation hai 😜😂,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#great,,,
34206701,2016-12-02T00:40:13.000Z,everyone,804485284440186880,,804485284440186880,hindi.news24online.com,"प्रधानमंत्री से मिले ग्रेट खली, नोटबंदी का किया समर्थन #great #Khali #PM #Modi #Demonetisation http://someurl http://someurl",hi,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",#great,,,
1910424126,2016-11-30T17:38:19.000Z,everyone,804016725784018944,,804016725784018944,Twitter for Android,#RaeesTrailerAaRahaHai aur khud SRK ko fans ke paas la raha hai !!!!! #Great!dea,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#great,,{'place_id': '0ab203b3b59f9560'},
572069922,2016-11-30T04:53:54.000Z,everyone,803824352366043138,627355202,803824352366043138,Twitter for Android,"@someuser #great cm, we are proud of you. माता जी का आशीर्वाद सदा आप पर बना रहे । जय जिनेन्द्र । http://someurl",hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#great,,,
238277843,2016-11-29T22:02:30.000Z,everyone,803720820191268864,,803720820191268864,Post Planner Inc.,#29 - An #attitude of #gratitude brings #great #things.| —Yogi Bhajan http://someurl | #tiffanypeterson http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
1273615028,2016-11-29T16:42:29.000Z,everyone,803640285603491841,,803640285603491841,Facebook,#stockholm #sweden #party #bestpeople #bestfriend #great #performance #music #fayrouz #bint el chalabiya #🎤🎤🎤 http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
799618060512612352,2016-11-29T09:44:48.000Z,everyone,803535172822073344,92724677,803535172822073344,Twitter for Android,@someuser batty ko patty ki tarah khaya h bhartiya ballebaazo ne...wah viru paji wah..tussi great ho..#great commentary..😂😂,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
2787892380,2016-11-28T20:43:52.000Z,everyone,803338641900716032,,803338641900716032,Twitter for Android,"#Great | #Welldone Baig Sab Chaa gay ho,| @someuser | @someuser | @someuser | @someuser http://someurl",hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"[{'type': 'quoted', 'id': '803310022767808512'}]",,
4348762461,2016-11-28T16:35:23.000Z,everyone,803276112163803136,66475808,803276112163803136,Twitter for Android,@someuser @someuser @someuser #26 Nagradhyksh superb win#saheb#matoshrivr basun suddha #great #job@someuser @someuser,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#great,,,
364112580,2016-11-27T16:48:59.000Z,everyone,802917144333864960,,802917144333864960,Instagram,#special #moment| of #great #tour.| #feelings #adventurous. @ Maolavibazar Lauyachara http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
758306037069996035,2016-11-26T08:32:30.000Z,everyone,802429811029217280,,802429811029217280,Twitter SMS,#Great Words| -| Jahan Tumari Aur Tumare Ehsas Ki Qdr Na Ho Wahan Rehna Fazool Hae Chae Wo Ksi Ka Ghar Ho Ya Ksi Ka Dil.,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
100941648,2016-11-25T09:38:39.000Z,everyone,802078867636617216,23061619,802084070381461505,Twitter for Android,@someuser phatti phutti jeans #great,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '802078867636617216'}]",,
1259216090,2016-11-25T05:30:08.000Z,everyone,801710383723474944,2783927370,802021530670612481,Twitter for iPhone,@someuser @someuser #TerrorStatePak Tussi #GREAT ho.Sabhi #Terrorist dikhte hain @someuser @someuser @someuser,hi,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '802020185272184832'}]",{'place_id': '64231a922dea526e'},
1259216090,2016-11-24T13:53:16.000Z,everyone,801748951766421504,2306020656,801785759263027205,Twitter for iPhone,@someuser Khud ko doosron mein dekhna baddhappan Ki nishani hai. Tussi #GREAT ho.U say evry1 else is a #Moron @someuser @someuser,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '801762365880627200'}]",{'place_id': '64231a922dea526e'},
843529538,2016-11-23T05:41:07.000Z,everyone,801299519338057728,,801299519338057728,Facebook,शानदार अंडा कीमा करी| #Great #Egg #Keema #curry http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
570700771,2016-11-23T03:28:20.000Z,everyone,801266101548158976,,801266101548158976,Facebook,बोला था ना अपनी| #Entry| लेट होगी....| मगर जब भी होगी साली| सबसे #Great होगी....,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
783213600714461184,2016-11-22T10:18:08.000Z,everyone,800983020819709952,207809313,801006847113199616,Twitter for Android,@someuser vo sabhi log sirf apane liye hi pareshan hai janta ke liye pareshan nai hai vo log.... #great #decision #ModiJi,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '800983020819709952'}]",,
3302512543,2016-11-21T16:23:57.000Z,everyone,800736519359176704,,800736519359176704,Instagram,#itsamittrivedilive मांझा - रूठे ख़्वाबों को मना लेंगे #micanvas16| | #instavideo #sing #great... http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
4914654676,2016-11-21T04:55:19.000Z,everyone,800562466925133824,752780634175606784,800563217093115904,Twitter for Android,@someuser | #Great work Bhaiya ji.,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '800562466925133824'}]",,
328443379,2016-11-19T11:21:35.000Z,everyone,799935650397032448,,799935650397032448,Twitter for Android,इनको नही सूना तो कुछ नही सूना | | #Great | #IAmWithModi | #IndiaFightsCorruption | #IndiaFightsBlackMoney | #Demonitization http://someurl,hi,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#great,"[{'type': 'quoted', 'id': '799546145030766593'}]",,
938365560,2016-11-19T07:36:09.000Z,everyone,799635054238568448,262564795,799878916772986880,Twitter for Android,"@someuser @someuser @someuser @someuser 😂😂😂😂😂😂😂😂😂😂😂ATTU ko sirf Vividha, Chipku Hug aur 7 vachan yaad hain,#Great #Dramebaaz",hi,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '799673582737440768'}]",,
123782063,2016-11-18T21:09:12.000Z,everyone,799721138381201409,,799721138381201409,Instagram,#great find #mumbai @ Aamchi Mumbai http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
288441258,2016-11-18T13:34:58.000Z,everyone,799606826207559680,18839785,799606826207559680,Twitter for Android,@someuser  #railvikasshivir #great #initiative #IndianRailways 21st century| गति के साथ प्रगति | #railwaykid | #waitingforgoodchange,hi,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#great,,,
3779535678,2016-11-14T05:06:20.000Z,everyone,798029277082112000,,798029277082112000,Twitter for Android,#Entry हम लेट करते है पर | जहाँ भी करते है #Great करते है ।।। http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#great,,"{'coordinates': {'type': 'Point', 'coordinates': [78.0357445, 27.1848683]}, 'place_id': '1a742af2acf46b21'}",
3779535678,2016-11-14T04:52:44.000Z,everyone,798025853460353025,,798025853460353025,Instagram,#Entry हम लेट करते है पर | जहाँ भी करते है #Great करते है ।।। @ Keetham Lake and Sur... http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,"{'coordinates': {'type': 'Point', 'coordinates': [77.9753766, 27.2076596]}, 'place_id': '4650a1e28c4d2dae'}",
2695547636,2016-11-13T18:41:45.000Z,everyone,797841668078764033,1391854105,797872094084206592,Twitter for Android,"@someuser , malum hi nhi tha ki desh me itne bade bhawishya wakta v hai Jinhe pahle hi sb malum hai, #great:",hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '797841668078764033'}]",,
762196307830267904,2016-11-12T15:52:42.000Z,everyone,797431088188682240,434071161,797467164773072896,Twitter for Android,@someuser oye sheikh sahb tu jaha bhi ho #GREAT ho ......1000 saal geo✌✌✌,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '797431088188682240'}]",,
794090934287876096,2016-11-12T10:51:02.000Z,everyone,797362108773994496,207809313,797391247266586624,Twitter Web Client,@someuser बस वही घबरा और बौखला रहे है जिनके दाल में कुछ काला है ।आम जनमानस खुश है कुछ परेशानियों के बावजूद ..| #great,hi,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '797362108773994496'}]",,
730620717671297024,2016-11-12T05:49:38.000Z,everyone,797314183637307393,335246965,797315398232379392,Twitter for Android,@someuser Ek TeeR se 2 ShikaR toh suna tha| Pehli baar 1 TeeR se kaii shikar huye| #great PM,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '797314183637307393'}]",,
916327332,2016-11-11T08:26:49.000Z,everyone,796992565870477312,,796992565870477312,Facebook,#Jumca #Great  <3| INUU HEBEL GOOL DASHIYO | INUU GUDBIWAAYO HEBEL | NINKII GUUL MOODAYOOW | GALAASKU HALKAA MAYAAL.... http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
767278803219386368,2016-11-09T11:13:07.000Z,everyone,796309641395245057,,796309641395245057,Twitter for Android,"ये भि सही हे ।| कल तक 500,1000 छिपाते फिर रहे लोग।| अब बताने से भि पबलिक दुर भाग रहि हे।| मोदिजी तुची #Great..हो ।😁 😁 😁 http://someurl",hi,"{'retweet_count': 9, 'reply_count': 0, 'like_count': 18, 'quote_count': 0}",#great,"[{'type': 'quoted', 'id': '796280360392736768'}]",,
45328857,2016-11-09T10:53:37.000Z,everyone,796304733023547392,18839785,796304733023547392,Twitter Web Client,@someuser @someuser Bahut hi jbrdst kadam. Ab lag raha hai jispe visvas kiya vo Galat nahi hone dega. #Keep #rocking. #Great #Indian,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
774876251832086529,2016-11-09T05:30:43.000Z,everyone,796223469931364352,,796223469931364352,Twitter for Android,Mere tariq Ameeri nahi | faqeeri ha🙏🙏| Khudi na bech garibi me | Nam peda kr🌹🌹| The #legend| The #Great IQBAL👌👌👌 http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
616711522,2016-11-09T02:31:58.000Z,everyone,796178487543549952,,796178487543549952,Twitter for Android,आज मोदी जी ने सबको लखपति बना दिया....अरे वाहः वो कैसे ...पहले ये सारे करोड़पति थे 😂👏🏽🏽| #great #decision #modiji,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
764721380965306368,2016-11-08T18:35:27.000Z,everyone,796058570051596288,18839785,796058570051596288,Twitter for Android,@someuser| Aam ke aam hogaye..| Gutlioye ke bhi daam..| #tussi #great #ho #Sirji| #500/1000,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
757786718,2016-11-08T18:28:07.000Z,everyone,796056723492655104,,796056723492655104,Instagram,"#PM #MODI saHab .....tHE #grEat🙏👊 @ Bharati Vidyapeeth, Pune. http://someurl",hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#great,,,
2823678174,2016-11-07T18:27:33.000Z,everyone,795597662338695168,471741741,795694193427419149,Twitter for Android,@someuser @someuser #great modijee pur yeh broad angle har angle se soochiye hum mens bhi iss broad system ke part hai,hi,"{'retweet_count': 11, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '795597662338695168'}]",,
1549916598,2016-11-07T01:35:02.000Z,everyone,795439386456297472,,795439386456297472,Facebook,क्यों नहीं चढ़ाते है शिवजी पर केवड़े का फूल| #religion #god #great #pray #daily update #newstracklive http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
1549916598,2016-11-07T01:30:03.000Z,everyone,795438131310792704,,795438131310792704,Facebook,ऐसे पाए शनिदेव का आशीर्वाद| #religion #god #great #pray #daily update #newstracklive http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
1549916598,2016-11-07T01:20:02.000Z,everyone,795435611586859009,,795435611586859009,Facebook,इन लोगो को खिलाने से मिलती है पाप से मुक्ति| #religion #god #great #pray #daily update #newstracklive http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
1549916598,2016-11-07T01:10:03.000Z,everyone,795433096409595904,,795433096409595904,Facebook,चमत्कारी शिव मंत्र से करे सभी मनोकामना पूरी !!| #religion #god #great #pray #daily update #newstracklive http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
1549916598,2016-11-07T01:03:03.000Z,everyone,795431334046859264,,795431334046859264,Facebook,शिव पुराण से सम्बंधित उपाय| #religion #god #great #pray #daily update #newstracklive http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
1549916598,2016-11-07T00:50:47.000Z,everyone,795428247374688256,,795428247374688256,Facebook,घर में रखे दक्षिणावर्ती शंख| #religion #god #great #pray #daily update #newstracklive http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
54161723,2016-11-06T10:29:20.000Z,everyone,795211455788445696,21858247,795211455788445696,Instagram,@someuser farhansaeed @someuser #great #performance @someuser @someuser http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
964982870,2016-11-04T15:42:07.000Z,everyone,794565394963034113,,794565394963034113,Facebook,एक दिन #आऊंगा...तेरी #Mom को रुलाने| तुझे #दुल्हन बनाने तेरी #डोली ले जाने| #Entry मै लेट करूँगा पर #Great करूँगा ! http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
2306153599,2016-11-04T03:27:41.000Z,everyone,794380571908702208,,794380571908702208,Twitter SMS,#Great Line| -| Zindagi Wahid Poda hy Jis Ka Beej Zameen K Opar or Phal Zameen K Neechy Milta Hai| | #Hazrat Imam Ali ul Murtaza (R.A),hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
162347287,2016-11-02T16:07:59.000Z,everyone,793847131240931328,,793847131240931328,Twitter for Android,अब दो चार दिन जेल के गेट खुला भी छोड़ दे तो किसी की हिम्मत नहीं होगी भागने की.. #SIMIJailBreak #simiencounter #Great @someuser,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
854741305,2016-11-02T06:35:23.000Z,everyone,793702643696676864,118395320,793703030600237056,Twitter for Android,@someuser #Great अब आपका क्या होगा स्मृतीजी?,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"[{'type': 'replied_to', 'id': '793702643696676864'}]",,
2251515662,2016-11-01T16:25:08.000Z,everyone,793489059419127808,,793489059419127808,Facebook,#Great #SonG — listening to khuda bhi Jab Tumhe mere pass Dekhta Hoga,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
764015284852142084,2016-10-31T09:45:05.000Z,everyone,793025994210893824,,793025994210893824,Twitter for Android,#GreatIndia के #Great #Peoples #MyCountry @someuser #CelebrateDiwaliWidLionHeart http://someurl,hi,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
3715253174,2016-10-31T06:02:35.000Z,everyone,792969998935261184,,792969998935261184,Twitter for Android,जीवन वो जो स्वाधीनता की आन बना गणतंत्र की शान और भारत का आधुनिक स्वरुप देने वाले  #SardarPatel को नमन.| | #Tribute #Great #leader | #JaiHind http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
2270128597,2016-10-30T03:39:51.000Z,everyone,792571694837669888,,792571694837669888,Twitter for Android,यही तो सर की महानता है जो हमलोगों को सर से सीखी चाहिए ...you r #great  sir.समुद्रों की लहरों और नदियों/तलाबों की तरंगों में काफी अंतर है ... http://someurl,hi,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#great,"[{'type': 'quoted', 'id': '791283842690588672'}]",,
716003539,2016-10-29T14:01:49.000Z,everyone,792365827404156928,,792365827404156928,Facebook,#great #diwali #to #indiancricketeam #amazing #victory #today #by #amitmishra #nd #axarpatel| Bhai aa Amit Mishra... http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
778779248865734656,2016-10-29T11:35:15.000Z,everyone,792328943252766720,,792328943252766720,IFTTT,🌟 Shaa gye sheron👌..#great #batting @someuser and @someuser #RanjiTrophy #PUNvBDA #cricket #punjab #fans... http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
783181805725724672,2016-10-29T00:46:27.000Z,everyone,792165666165886976,,792165666165886976,Mobile Web (M2),भारतके सभी जवानोंको दीपावली की लाख लाख शुभकामनाए!!#Great sacrifice #Great Respect @someuser,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
783181805725724672,2016-10-29T00:43:12.000Z,everyone,792164849509736449,,792164849509736449,Mobile Web (M2),भारतके सभी जवानोंको दीपावली की लाख लाख शुभकामनाए!!#Great sacrifice #Great Respect @someuser army,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
790573567507308544,2016-10-28T10:45:12.000Z,everyone,791953961691459584,,791953961691459584,Twitter for Android,O Koi sharAm Hoti Hai KOi haYa hoTi hAi| #ganjo #kuCh #tO #shaRam #kRo| 😠😠| #Khan the #greAT| #PTI,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#great,,,
3072665912,2016-10-27T18:05:54.000Z,everyone,791702477720592384,,791702477720592384,Twitter for iPhone,#great शानदार पहल. तिमारदारों को सहयोग करना चाहिए. http://someurl,hi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"[{'type': 'quoted', 'id': '791610491055513601'}]",,
