source,conversation_id,author_id,text,reply_settings,created_at,id,public_metrics,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
Instagram,679257371512827909,187121752,別離沒有對錯，要走也解釋不多...| #londoneuston #heartbroken @ London Euston Station http://someurl,everyone,2015-12-22T11:09:12.000Z,679257371512827909,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,"{'coordinates': {'type': 'Point', 'coordinates': [-0.13362297, 51.52822714]}, 'place_id': '5de8cffc145c486b'}",,
IFTTT,677241544483713024,2985063531,Nightmare 第一次覺得失去是這麼可怕的一件事 #nightmare #crying #heartbroken #goodmorning #working #tbt #pri... http://someurl http://someurl,everyone,2015-12-16T21:39:01.000Z,677241544483713024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Facebook,676694453478903808,28521050,戴利和男友订婚 Gay粉丝却哭了(图) Tom Daley #Engagement #heartbroken #fan http://someurl,everyone,2015-12-15T09:25:04.000Z,676694453478903808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Tumblr,669874372044333061,787145300,📷 有一種被陰了的感覺 把你當朋友 但你卻在暗處捅我 So sad #iglife #sad #被陰 #這把刀子刺的我鮮血淋漓 #heartbroken http://someurl,everyone,2015-11-26T13:44:30.000Z,669874372044333061,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,669874365253619713,787145300,有一種被陰了的感覺| 把你當朋友| 但你卻在暗處捅我| So sad  | #iglife #sad #被陰 #這把刀子刺的我鮮血淋漓 #heartbroken http://someurl,everyone,2015-11-26T13:44:28.000Z,669874365253619713,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,663739741976686592,212933934,❷⓪❶⑤-❶①-⓪❾| 勞心勞力是最吃力不討好的事。| 不論多親的人，到頭來還被人厭。| 你把人當至寶，人家把你當白痴。| 葉曉螢醒醒吧！| | #agirltellingherstory #heartbroken... http://someurl,everyone,2015-11-09T15:27:40.000Z,663739741976686592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,657557281496764416,228951905,怎么这次的巴黎之旅，带点小忧伤呢( •̥́ ﹏ •̀ू ) #paris #franceopen2015 #sad #emo #hurt #heartbroken http://someurl,everyone,2015-10-23T14:00:47.000Z,657557281496764416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",zh,#heartbroken,,,
IFTTT,657232715666857984,3413384299,不知道這樣的局面是接受了道歉還是什麼，彼此都傷害彼此很深了其實，若無其事竟然是兩個人不變的默契，但仍然少了個什麼⋯ #sorry #heartbroken #worthless #... http://someurl http://someurl,everyone,2015-10-22T16:31:04.000Z,657232715666857984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,650503129377697792,145344092,中間是紅色愛心不過拍不出來。退票太心碎，票錢還沒退回來，先殺了一條鍊子，兩個墜飾跟一個戒指消愁。| #heartbroken http://someurl,everyone,2015-10-04T02:50:06.000Z,650503129377697792,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,647981900292866048,323870400,媽媽說我們都很少吃菜，所以弄了這個蛋壽司？玉子燒？蛋包菜？ ？？？？ #momsboy #bestoodup #heartbroken #stomachfull http://someurl,everyone,2015-09-27T03:51:38.000Z,647981900292866048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,644881972184121344,460137087,好日都唔捨得ge禮物...一想戴都跌爛左...真係心都碎埋😓😭😭 真心肉都赤埋囉!!! #swarovskiisgone #heartbroken http://someurl,everyone,2015-09-18T14:33:38.000Z,644881972184121344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for Android,643370692721942528,3104681603,我的内心几乎是崩溃的[心碎][闪电][刀][炸弹] #heartbroken http://someurl,everyone,2015-09-14T10:28:21.000Z,643370692721942528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter Web Client,640651858344710144,55346311,慘呀！發現愈來愈多餓死的北極熊 :(| http://someurl| #北極熊 #polarbear #heartbroken,everyone,2015-09-06T22:24:40.000Z,640651858344710144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,{'place_id': '5147516179fa9c13'},,
Instagram,639030720686632960,1429525872,不想放棄是因為不想以後後悔。| 不想放棄是因為相信還有奇跡。| 不想放棄是因為對妳的愛還在。| 不想放棄是因為想和妳在一起。| #heartbroken #missing #lonely #thinking http://someurl,everyone,2015-09-02T11:02:51.000Z,639030720686632960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,638139270939680768,168368811,刺蝟從出生就擁有防衛機制| 而人總是得等到受了傷| 才勉強懂得如何保護自己| | A.W.| #power #Taiwan #taichung #fitgirl #confidence #heartbroken http://someurl,everyone,2015-08-31T00:00:32.000Z,638139270939680768,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,633946525102686208,886307312,明天就是七夕了，怎麼感到莫名的空虛...常說，沒有期待就不會受傷害，但若沒了期待，好像心被掏空了一樣 #sad #heartbroken #marriage #love #alone... http://someurl,everyone,2015-08-19T10:20:04.000Z,633946525102686208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for Android,631122549519200256,1630398211,好吧，謝謝你讓我趁早死心| 也謝謝你開啟我走向哲學的一扇門| #thx4everything  #philosophie #heartbroken #shutup #wallclosed,everyone,2015-08-11T15:18:36.000Z,631122549519200256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,627124810921984000,122940854,現在是我的女神有男朋友的意思嗎?!!!! 😱 😱 😱| 不～～～～讓我哭不要阻止我!!!!!!!! 😭 😭 😭 😭 😭| | #zona #mygoddess #heartbroken http://someurl,everyone,2015-07-31T14:33:00.000Z,627124810921984000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for Android,626392222439636992,1681247864,"我毕业的那一天,爸爸妈妈会像这样陪我拍照吗?? #heartbroken http://someurl",everyone,2015-07-29T14:01:58.000Z,626392222439636992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for Android,624107781889486848,225333307,我当然想念你啦 Bigbang 演唱会就在明天 #更emo #想哭 #很emo #没有mood #heartbroken @someuser http://someurl,everyone,2015-07-23T06:44:25.000Z,624107781889486848,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,623876936864018432,300343848,最近的男神都令人心碎⋯💔| 但還是得支持一下！| #劉以豪 #犬貓人 #heartbroken http://someurl,everyone,2015-07-22T15:27:07.000Z,623876936864018432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,617278786820829184,499612765,中肯 我们都是在作贱自己 #qoute #heartbroken #heartbrokenquotes http://someurl,everyone,2015-07-04T10:28:25.000Z,617278786820829184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,611541869722509312,793507914,口口聲聲說愛我 可能還會照顧我一輩子| 然後現在吃飯玩明星三缺一 這樣對嗎😧| #heartbroken #stillloveyou #myman #dinnertogether @ 九湯屋清大店 http://someurl,everyone,2015-06-18T14:31:58.000Z,611541869722509312,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,"{'coordinates': {'type': 'Point', 'coordinates': [120.9962691, 24.7978841]}, 'place_id': '0071f14054b91099'}",,
Instagram,607076377364471808,1472329482,忙完工作後想回家~ 可是...... #haiz #heartbroken #B612 @ Bh Koh&soong Zarin Patner http://someurl,everyone,2015-06-06T06:47:41.000Z,607076377364471808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,"{'coordinates': {'type': 'Point', 'coordinates': [101.0816164, 4.6072604]}, 'place_id': 'ad0583514bf760c4'}",,
Instagram,598860721217232896,386874054,Why總是把心放在別人身上？！然後受傷...| | #20150514 #heartbroken http://someurl,everyone,2015-05-14T14:41:36.000Z,598860721217232896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,598854530223251456,406772439,14th May 玫瑰情人節 • The day I lost one of my love. 💔| | #RoseDay #busy #tired #RIP #grandma #heartbroken... http://someurl,everyone,2015-05-14T14:17:00.000Z,598854530223251456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for iPhone,595218949400186880,2799283208,妈妈： 你要自立不要靠人、遇到困难不要逃避、不要拿自己的身体健康来开玩笑、爱情能永恒吗、你快乐吗、#WordsOfWisdom #runaway #health #heartbroken #loveisblind,everyone,2015-05-04T13:30:30.000Z,595218949400186880,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,582881218892427264,946130936,我只允许眼泪在床上流 :]♡| #hurt #cry #pain #heartbroken #cheerup http://someurl,everyone,2015-03-31T12:24:46.000Z,582881218892427264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,574165426894151680,1155926550,對不起| 請不要跟我炫耀| 因為我是大醋桶| 我會很難過| 我是真的會的。| | 愛愈深 痛愈多| | #heartbroken #love #selfish #mind #keep #pprotecting #you... http://someurl,everyone,2015-03-07T11:11:19.000Z,574165426894151680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,570616590338801664,313072898,年初七。想念你。#ootd #freecircle #red #supreme #snapback #vans #gshock #photogrid #WalkAlone #heartbroken... http://someurl,everyone,2015-02-25T16:09:31.000Z,570616590338801664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,"{'coordinates': {'type': 'Point', 'coordinates': [101.74541622, 3.1285378]}, 'place_id': '3e107d9831aba2a1'}",,
Instagram,568727222812602368,1517279906,是的，我腫了！| 所以各位鄉親父老兄弟姐妹們| 不要再說了，我會努力回來的| | #heartbroken #guilty #whatthe..... http://someurl,everyone,2015-02-20T11:01:51.000Z,568727222812602368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,568395539563352064,120534152,我唯一过错，便是没有首先不爱你。#theend #heartbroken #damnitstrue #why http://someurl,everyone,2015-02-19T13:03:51.000Z,568395539563352064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,566837149862199296,120534152,做事总三分钟热度的我 | 却爱了你这么久 | 平常总健忘丢三落四的我 | 却把你记那么清| 谢谢你一路以来的包容和爱| #giveup #moveon #end #bye #love #heartbroken... http://someurl,everyone,2015-02-15T05:51:22.000Z,566837149862199296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,565732549562216448,2647215038,心碎·友誼·敵人| | 基道文字logosnews: http://someurl| | #logosnews | #logosbookhouse免費取閱| #heartbroken... http://someurl,everyone,2015-02-12T04:42:05.000Z,565732549562216448,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for Android Tablets,562969883890442240,2636444959,@someuser rawr难怪你拒绝我的情人节邀请 #my #heartbroken #boom,everyone,2015-02-04T13:58:41.000Z,562973521840979968,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,"[{'type': 'replied_to', 'id': '562972536938721280'}]",2959760509
Instagram,561920412578484224,2627393133,我是不是该死心了。不甘心。🚶#armygreen  #skirt #flower #heartbroken #onlyregret #Beijing #thelastday #sad #unknown... http://someurl,everyone,2015-02-01T16:14:00.000Z,561920412578484224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Tumblr,557941634789548034,183574932,Photo: 這天，小夢想的開始 默默消逝，已不復存在 回想起，更多痛與思念 可否繼續期盼著... #anniversary #love #relationship #break #heartbroken #miss... http://someurl,everyone,2015-01-21T16:43:46.000Z,557941634789548034,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,557941625599430656,183574932,這天，小夢想的開始| 默默消逝，已不復存在| 回想起，更多痛與思念| 可否繼續期盼著... #anniversary #love #relationship #break #heartbroken #miss... http://someurl,everyone,2015-01-21T16:43:44.000Z,557941625599430656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,552182327032709120,2827563000,又被捏碎了... 該怎麼相信| #heartbroken @ 台大中央籃球場 http://someurl,everyone,2015-01-05T19:18:20.000Z,552182327032709120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,548158521343475712,2936599922,對不起，耶穌生日請快樂....#sorry #xmas #bear #candy #gummybear #haribo #teddy #swim #circle #juice #heartbroken http://someurl,everyone,2014-12-25T16:49:10.000Z,548158521343475712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Tumblr,546102856638820353,394393963,Photo: #周杰倫# #算什麼男人# 「反正 #在一起# 時 你我都有 #開心# 過 就 #足夠#」 #jaychou #realman #heartbroken #music #musicvideo... http://someurl,everyone,2014-12-20T00:40:41.000Z,546102856638820353,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,546102846270504960,394393963,#周杰倫# #算什麼男人# | 「反正 #在一起# 時 你我都有 #開心# 過 就 #足夠#」| #jaychou #realman #heartbroken #music #musicvideo... http://someurl,everyone,2014-12-20T00:40:39.000Z,546102846270504960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for iPhone,545587891032698880,219327778,不能说我喜欢你，所以说晚安。#heartbroken😩,everyone,2014-12-18T14:34:24.000Z,545587891032698880,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,544534643358195712,135623343,才离开就开始想念 #missing #heartbroken #wish http://someurl,everyone,2014-12-15T16:49:10.000Z,544534643358195712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter Web Client,544522486524571649,277535659,看到撐到最後的你 我心疼不已💔😭😫| 既MAMA後 依舊很累的樣子 我真的眼眶泛淚| 受歡迎的代價 是如此大的疲憊 真的不知該如何是好| 你的身體已負載了 你知道嗎| #Chanyeol #heartbroken http://someurl,everyone,2014-12-15T16:00:52.000Z,544522486524571649,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for iPhone,537263702039203840,396386383,何必去作践自己。 #heartbroken,everyone,2014-11-25T15:17:03.000Z,537263702039203840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Tumblr,536172895761088513,183574932,Photo: 到了無法自拔的狀況，瞬間覺得自己好沒用... #girl #jealous #heart #love #deep #miss #heartbroken #feeling #useless #how... http://someurl,everyone,2014-11-22T15:02:34.000Z,536172895761088513,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,536172887435378688,183574932,到了無法自拔的狀況，瞬間覺得自己好沒用... | #girl #jealous #heart #love #deep #miss #heartbroken #feeling #useless #how... http://someurl,everyone,2014-11-22T15:02:32.000Z,536172887435378688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for Mac,534178919507705856,2245558062,为什么一个个在这个时候...| #heartbroken,everyone,2014-11-17T02:59:13.000Z,534178919507705856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for iPhone,530395016842059776,1736288396,偷來的幸福是時侯還回去了 :) #heartbroken#end061114,everyone,2014-11-06T16:23:20.000Z,530395016842059776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for iPhone,529846524616777729,215110504,Been replaying 有多少爱可以重来 - 帕尔哈提  all day long #heartbroken,everyone,2014-11-05T04:03:50.000Z,529846524616777729,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,528429352505995264,2179746182,不要让我有觉得自己在一厢情愿的感觉好吗？#Heartbroken http://someurl,everyone,2014-11-01T06:12:30.000Z,528429352505995264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,527845479837466624,460349802,好了，傷夠我了，我死心啦，我憎死你！| #hate #heartbroken http://someurl,everyone,2014-10-30T15:32:23.000Z,527845479837466624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,503354493405528065,1326771133,對不起。#dzjhswbnzhwsmhyz #heartbroken 💔 http://someurl,everyone,2014-08-24T01:33:57.000Z,503354493405528065,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for Android,501345276888494080,451235862,#heartbroken 心已碎... 毒品到底有什么魅力让你值得把自己的名誉和未来赌下去.. http://someurl,everyone,2014-08-18T12:30:03.000Z,501345276888494080,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 14, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,499478767958765568,105396966,煎熬了很久，终于等到这天了。祝我分手快乐😣😘😖😘 #breakup #brokenhearted #be #brave #heartbroken #selfie #random #swag... http://someurl,everyone,2014-08-13T08:53:12.000Z,499478767958765568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter Web Client,498472027628388352,873504864,對於無法掌控的感情感到無力，我才不願當被關在籠子裡的禽鳥。#heartbroken #freedom #Conservatives,everyone,2014-08-10T14:12:47.000Z,498472027628388352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,497327156171517953,105396966,如果你能理解我有多爱你，我就不会为你流那么多眼泪了😘 #lovemusiclovelife #lost #heartbroken #instadaily #random #swag #selfie #be... http://someurl,everyone,2014-08-07T10:23:28.000Z,497327156171517953,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,485189017538146304,774756912,幹 第六次打擊 | 痛苦程度不亞於西班牙第一場輸球| #antoinegriezmann #jamesrodriguez #dontcry #heartbroken #today... http://someurl,everyone,2014-07-04T22:30:50.000Z,485189017538146304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Twitter for Android,484288814085861376,526664324,他不要来法国 #heartbroken #sadlife,everyone,2014-07-02T10:53:45.000Z,484288814085861376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,483061140637745153,44035079,命運的籤只讓我們遇見，讓我的淚都變成了碎片。| #flower #morning #tears #blue #mood #heartbroken @ Putra World Trade Centre http://someurl,everyone,2014-06-29T01:35:25.000Z,483061140637745153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,"{'coordinates': {'type': 'Point', 'coordinates': [101.69216705, 3.16857462]}, 'place_id': '7b02fbddf4d9f2c6'}",,
Twitter for iPhone,473732032808620032,2368260217,好煩 👉👈| 為了一個留言搞得那麼緊張| 在想該怎麼回好呢？| 會不會很奇怪？| 好多話想說卻說不出口。| | 一瞬間好多情緒重疊在一起| 464天，每一天都如此想念| 又拼命想要遺忘。 #heartbroken http://someurl,everyone,2014-06-03T07:44:52.000Z,473732032808620032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,470986927764553729,366485328,現在的手機桌布😩😩😩| 被說肉好像變多人有點腫...🐷| 可惡！| 減肥生活開啟😤| #dietlife #turniton #heartbroken💔 http://someurl,everyone,2014-05-26T17:56:48.000Z,470986927764553729,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,467683456601042944,236344312,拖超久才來看我的保羅👼| 看完只有難過😢😢😢| | #BrickMansions #PaulWalker #RIP #sad #miss #forever #angelPaul #heartbroken http://someurl,everyone,2014-05-17T15:09:59.000Z,467683456601042944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",zh,#heartbroken,,,
Instagram,467131148842196992,2431400376,💔心已碎...数学考试吃💩吧！！#maths #exam #sad #heartbroken http://someurl,everyone,2014-05-16T02:35:19.000Z,467131148842196992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",zh,#heartbroken,,,
