public_metrics,source,created_at,id,conversation_id,text,author_id,lang,reply_settings,search_query,referenced_tweets,in_reply_to_user_id,geo
"{'retweet_count': 14, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}",Twitter Web Client,2016-12-29T05:58:33.000Z,814349868307075073,814349868307075073,कांग्रेस व अकालियों ने प्रदेश को लूटा: केजरीवाल | #Congress #SAD #Looted #State #Kejriwal| http://someurl,288077673,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT,2016-12-28T23:10:16.000Z,814247122358898689,814247122358898689,sad mem #TheMemebot #sad mem #Funny #Meme http://someurl http://someurl,737394371809533952,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-28T16:07:36.000Z,814140755937816577,814140755937816577,@someuser : bjp election ke time hinduO ki baat karti hai par jab #Kairana ya #Dulagarh hota hai to chup baith jaiti hai #Sad but...,1373490727,hi,everyone,#sad,,75246346,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-28T14:43:10.000Z,814119507551666176,814119507551666176,Yaadain Teri Bhi Tere Jaisi Hain| | ***** Pagli*****| | In Ko Aata Hai To Bus Rula Daina| | #Sad #Poetry,731103194411978752,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-28T13:19:08.000Z,814098359006818304,814098359006818304,-| | Jaisy koi apne mazhab ko nhi chhor skta| | Aise hi kuch hum tery baary me aqeeda rkhty hain| | #urdu #hindi #sad #poetry | 00923104508565,944615082,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-28T13:14:11.000Z,814097110996021249,814097110996021249,"AB KOn SY MoSaM Sy KOi AaS LaGaye....!!!| -| BarSaT Mai BHi YaaD Na Jb Unko HaM Aye,,,,!!!| #sad #love #dard",3350434181,hi,everyone,#sad,,,
"{'retweet_count': 62, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}",Twitter Web Client,2016-12-28T11:25:06.000Z,814069660198912001,814069660198912001,"कांग्रेस से लग रहा है इतना डर,| #SAD और #AAP चुनाव लड़ेंगे मिलकर। #AAP_V_SAD_Hai| @someuser @someuser @someuser @someuser http://someurl",743334459865370624,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT,2016-12-28T10:22:34.000Z,814053922910404608,814053922910404608,RT pawanjhawat: पंजाब विधानसभा चुनावों में #SAD के साथ-साथ केजरीवाल की पार्टी #AAP का भी अ... http://someurl http://someurl,2595993960,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-28T10:11:37.000Z,814051170075471872,814051170075471872,Dastaan Khatam Hone Wali Hai| | Tum Meri Akhari Mohabbat Ho...#sad#poetry,1319628890,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-28T10:07:06.000Z,814050031682498560,814050031682498560,"इन चीजों को खाने से आपके अंदर आती है उदासी, जानें...| http://someurl| #Sad #SurprisingFoods http://someurl",125306235,hi,everyone,#sad,,,
"{'retweet_count': 73, 'reply_count': 0, 'like_count': 57, 'quote_count': 0}",Twitter for Android,2016-12-28T09:35:04.000Z,814041968212844548,814041968212844548,पंजाब विधानसभा चुनावों में #SAD के साथ-साथ केजरीवाल की पार्टी #AAP का भी अंत होना तय है।| #EndOfBadalsBegins #AAP_V_SAD_Hai| @someuser http://someurl,190158700,hi,everyone,#sad,,,{'place_id': 'b850c1bfd38f30e0'}
"{'retweet_count': 10, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",Twitter for Android,2016-12-28T09:21:37.000Z,814038585162665984,814038585162665984,जनता #cashless #BJP #Sad #AAP के पास #cash ही कैश❕| आजकल काफी खरीददारी हो रही है❕अन्दर की बात है #BlackMoneyMatters #Kanpur | #AAP_V_SAD_Hai http://someurl,75947630,hi,everyone,#sad,,,
"{'retweet_count': 20, 'reply_count': 0, 'like_count': 14, 'quote_count': 0}",Twitter Web Client,2016-12-28T05:06:10.000Z,813974297643319296,813974297643319296,राजनीति: अब परिवारवाद के भरोसे अकाली दल | #Politics #Family #Trust #SAD #BadalParivaar #PunjabElection2k17| http://someurl,288077673,hi,everyone,#sad,,,
"{'retweet_count': 3, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for Android,2016-12-28T02:26:25.000Z,813934096103702528,813934096103702528,Reza Reza Hai Mera Aks To Hairat Ye Hai Mohsin| | Mera AAina Salamat Hai To Phir Toota Kia Hai?| | #mehfil #Sad #Love #Shairi #Udas #Dard #Urdu,3350434181,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-28T02:25:36.000Z,813933890603773952,813933890603773952,"@someuser @someuser कश्मीर तो धारा 144 के बाद भी चली गई थी आप, लगता है बंगाल के लिए आपका वीज़ा नहीं बना शायद।| #So #Sad",2266760910,hi,everyone,#sad,,37034483,{'place_id': '64231a922dea526e'}
"{'retweet_count': 3, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter for Android,2016-12-27T16:22:24.000Z,813782090093207552,813782090093207552,भीड़ में यूँ ना छोड़ो मुझे| घर लौट के भी आ ना पाऊँ माँ | भेज ना इतना दूर मुझको तू| याद भी तुझको आ ना पाऊँ माँ| #HostelDays | #Sad http://someurl,2475922691,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetDeck,2016-12-27T08:22:07.000Z,813661225234022400,813661225234022400,"करंसी shortage,जानें चुनावी असर की कहानी,नेताअों की जुबानी http://someurl #SunilJajhar #AAP #SAD #NoteBandi http://someurl",3646517424,hi,everyone,#sad,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,2016-12-27T06:34:45.000Z,813634203149602817,813634203149602817,"#BJP #Cong #SAD Badal विरोध की तैयारी करते रह गये, @someuser ने बन्तसिंह से माफ़ी भी माँग ली| #PunjabAAPDeNaal|  http://someurl",862830115,hi,everyone,#sad,"[{'type': 'quoted', 'id': '813626109594140672'}]",,{'place_id': '166f960e289d031f'}
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT,2016-12-26T10:32:32.000Z,813331657222557696,813331657222557696,RT Arora_Sneha01: #AAP की सीनियर महिला नेता रही यामिनी गोमर और लुधियाना से #SAD नेता कमलजी... http://someurl http://someurl,2595993960,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Buffer,2016-12-26T09:30:05.000Z,813315938258919425,813315938258919425,"गुमसुम | http://someurl| तेरी जगह न कोई लेगा, ये बात तो कह देती| बस ख़ुद से ही शिकायत है, तेरी यादें...| #Sad #poem #love #poetry",752745768025485312,hi,everyone,#sad,,,
"{'retweet_count': 86, 'reply_count': 2, 'like_count': 53, 'quote_count': 2}",Twitter Web Client,2016-12-26T06:22:54.000Z,813268833947389952,813268833947389952,#AAP की सीनियर महिला नेता रही यामिनी गोमर और लुधियाना से #SAD नेता कमलजीत सिंह कांग्रेस में शामिल #2017HopeForYouth http://someurl,743334459865370624,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-25T16:46:08.000Z,813063288154103809,813063288154103809,Woh Mera Ho Ker Bhi Mujh Se Mehroom Raha| | Kia Koi Meri Tarah Bhi Jeet K Hara Ho Ga| | #Sad #Poetry,731103194411978752,hi,everyone,#sad,,,
"{'retweet_count': 9, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",Twitter for Android,2016-12-25T12:58:58.000Z,813006118599401474,813006118599401474,Hijer Ke Zakhmon Se Na Sanmbhal Saka Main...! - - Itna Toota Ke Maot Se Pehly Marr Gaya... #Sad #Mehfil #Mohabbat #Love #Pyar,3350434181,hi,everyone,#sad,,,
"{'retweet_count': 13, 'reply_count': 5, 'like_count': 7, 'quote_count': 0}",Twitter for Android,2016-12-24T16:20:12.000Z,812694375541207040,812694375541207040,किसको बताऊँ कितने दुख है | जिसे भी बताऊँ | उसके पास खुद दुख बौहत हैं ॥॥| #sad,2605242888,hi,everyone,#sad,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-24T09:42:25.000Z,812594266904133632,812594266904133632,"Apni personality ko, apni soch ko groom aur develop karnay ka concept he nahi hai. | #tragic| #sad| #wisewords| @someuser",257857003,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-23T19:11:33.000Z,812375108375298048,812375108375298048,Woh Mere Pas Se Guzra Na Dil Dharka Na Lab Larzy| | Qayamat Hai Khamoshi Se Qayamat Ka Guzar Jana| | #Sad + #hurt #poetry,731103194411978752,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-23T18:07:57.000Z,812359102135353344,812359102135353344,Muhabbat Ker To Laitay Hain Log Nibhana Bhool Jatay Hain| | Laga Ker Aag Seenay Mein Bhujana Bhool Jatay Hain| | #Sad Poetry,731103194411978752,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-23T17:01:30.000Z,812342380921757696,808479097110351872,"@someuser sorry to say, पर वक़्त रहते सब मुसलमान आतंकवाद के खिलाफ खड़े हो गए होते तो आज दुनिया में ये हाल ना होता, #Sad",2327157349,hi,everyone,#sad,"[{'type': 'replied_to', 'id': '808479097110351872'}]",210433546,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-23T15:29:32.000Z,812319235917516800,812319235917516800,"Bewafa Waqt Tha, Woh Tha Ya Mera Muqader | | *****Ay Jan*****| | Baat Jo Bhi Thi Barhal Anjam Judai Nikla | | #Sad #Poetry",731103194411978752,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-23T15:26:50.000Z,812318556536770561,812318556536770561,Kaanch Jaisay Hotay Hain Hum Tanha Logon K Dil | | ******Ay Dost******| | Kabhi Toot Jatay Hain Kabhi Tod Deay Jatay Hain| | #Sad #Po...,731103194411978752,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-23T15:23:45.000Z,812317780947177473,812317780947177473,Yeh Soch Ker Hum Ne Us Ko Roka He Nhi| | ******Ay Dost******| | Door Jata He Kion Agr Woh Hamara Hota| | #Sad #Poetry,731103194411978752,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-23T13:56:17.000Z,812295767436169216,812295767436169216,-| BOlo kiSs TrHa Sy | Manaaoon TuJ k0..| +| +| HoNt Hont0n py RakHun Ya hath Paaon py.| +| #SaD BoY| RaZZaK BaLoCh,2199780728,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-23T10:24:40.000Z,812242514191220736,812242514191220736,Ajeeb dastaan hai yeh. Na tum smjh sake kabhi. #Sad,99502971,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-23T03:50:04.000Z,812143208767451136,812143208767451136,",#Sad state of affairs.#unemployment in #digitalIndia.नौकरी के लिए बीए पास ने साफ किया नाला, एमए पास ने लगाई झाडू http://someurl",37481636,hi,everyone,#sad,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-22T18:48:24.000Z,812006892180381696,812006892180381696,दर्द ऐ दिल उस मासूम का देखो जो सांता की टोपी बेच कर दो वक़्त की रोटी का जुगाड़ करने में लगा है ! #Sad,564764771,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-22T18:10:57.000Z,811997467797553152,811997467797553152,"-| _| BaZ AoQat DiL Ki MaJBOori Se,,*| | HuM To Kya Aap BHi RoY HoNGy,,*| -| #SaD-PoEtrY| -| ,-._.-,| -._.M IJaZ ALi..;*| 03127380885",4823588842,hi,everyone,#sad,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",Twitter for Android,2016-12-22T17:41:50.000Z,811990139694104577,811990139694104577,Kyaa Ajeeb yeh zeher ghol raha hai | Musalman Musalman ko Kaafir bol raha ha | | #Sad,3306683682,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-22T15:30:39.000Z,811957127107514368,811957127107514368,#Sad News:| Khalifa Muhammad Eessa Khatti Tahiri| (Tando Muhammad Khan) K Father Ka intaqal Ho Gaya He:| #JIM Tando M. Khan,753833628086390784,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-21T18:11:35.000Z,811635240980676608,811635240980676608,-| -| !!___Ay ZinDaGi TuJHe Jee Kar THaaK GaYa HON___!!| -| -| !!___AaB Aur DarD SeHNeY Ki QuWaT NaHi MuJH Mein___!!| -| #AhMeDShairi| #SaD,2378565456,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-21T01:39:50.000Z,811385659554414592,811385659554414592,#maga Lena Dunham wishes| #TrumpTrain #USA #sad,800149971483754497,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-20T19:27:41.000Z,811292004084752384,811292004084752384,Tum Bhi Ker K Dekh Lo Muhabbat Kisi Se | | *****Ay Dost*****| | Jan Jao Gay K Hum Kion Chup Chup K Rotay Hain| | #Sad #Poetry,731103194411978752,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Windows,2016-12-20T19:00:16.000Z,811285103301246976,811285103301246976,#Sad part is ....Dekte sab hai...#Reply koi nahi karta hai 🙁,1251419965,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetDeck,2016-12-20T12:14:15.000Z,811182928147480576,811182928147480576,The #SAD spokie says - Rahul Gandhi ko Balatkaar aur Bhrashtachaar mein fark nahi pata. :-))) @someuser,90606511,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",TweetDeck,2016-12-20T11:00:02.000Z,811164249817055232,811164249817055232,"शिअद व ‘आप’ के बाद अब #TMC को सियासी झटका, प्रमुख पार्टी नेता पंजाब कांग्रेस में शामिल http://someurl #SAD #AAP .@someuser http://someurl",3646517424,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mobile Web (M2),2016-12-20T04:20:32.000Z,811063713092538368,811063713092538368,NaQab To UnKa Sar Se Lay| Kar Pao Tak Tha MaGar| AnkhAin BatA RaHi Thi Ke| MohaBat K ShoQen Wo Bhi| Hain| #Sad,3018669793,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mobile Web (M2),2016-12-20T04:16:46.000Z,811062763095261185,811062763095261185,"Mosam Badal Raha Hai,, Apna| KhaYaaL Rakhna Dosto QK| Badaltay Mosam or Badaltay| Log Bohat Takleef Daitay| Hain.#sad",3018669793,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-20T01:48:38.000Z,811025486906175488,811025486906175488,Note:| Thavirka| mudiyaza| karanathaal| emazu sevaiyai| Ezirvarum 23m| thihazi varai| thatkaalihamaaha| nirithuhirom| enbazai| Ariyatharuhirom.| #sad,780004640158945280,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Windows,2016-12-19T17:21:15.000Z,810897798132617216,810897798132617216,#Sad part is.. Kuch saal pehle jinse #call pe birthday #wish kiya karte the.Ab unhe #birthday ka call krne k liye bhi sochna padta hai :|,1251419965,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-19T15:24:20.000Z,810868373286453249,810868373286453249,Dil jab tutta hai to rona bhut aata | #sad #day,308302800,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-19T13:59:25.000Z,810847004238614529,810847004238614529,-| Jab MOBiLiNK Aur WARiD Ek Ho Sakty Haiii..| +| J0aN JaNi| +| To Phir Main or Tum Q Nahi..| +| #SaD BoY| RKaBLoCh,2199780728,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-19T12:19:42.000Z,810821911806492672,810821911806492672,"-| _| BaZ AoQat DiL Ki MaJBOori Se,| | #iRaM_G| | HuM To Kya Aap BHi RoY HoNGy,| -| #SaD-PoEtrY| -| ,-._.-,| -._.M.RIZWAN ..;*| 03126148912",754712947851747328,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mobile Web (M2),2016-12-19T11:31:52.000Z,810809872694378497,810809872694378497,Parhnay Walon Ki Qillat Hai Warna... Kisi ki Khamoshi Bhi Ek Mukamal Kitaab Hoti Hy.... #Sad #Shairy,2267009477,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-18T13:09:01.000Z,810471932000923648,810471932000923648,Ajeeb Tamasha| Hai Matti Se| Bane Logon ka....!!| -| -Dost| | Bewafai Karo to| Rotey Hain Aur Wafa| Karo to Rulatey Hain....!| #Sad #Poetry,731103194411978752,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-18T12:25:44.000Z,810461040286674944,810461040286674944,Phir Aaj KoN Haiii Meriii JaGa Pe..| +| +| Tum too Kehti Thi Tum Saa Koi Nahiii Haiii.| +| #SaD BoY| RKBaLoCh,2199780728,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-18T12:14:01.000Z,810458090814455809,810458090814455809,"=>BaZ AoQat DiL Ki MaJBOori Se,| | >SAJAD| _MUNEER| >JOAN| _SHAMAN|  >RK| =>HuM To Kya Aap BHi RoY HoNGy,| -| #SaD-PoEtrY| -| ,-._.-,| -._.SG_Attar..;*",2199780728,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-18T11:18:39.000Z,810444159668494337,810444159668494337,ये राहुल नाम कहीं बदनसीबी का प्रतीक तो नहीं है😵😞😞😞 #sad,1601421132,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-18T04:21:09.000Z,810339090604429312,810339090604429312,"-| _| BaZ AoQat DiL Ki MaJBOori Se,,*| | #iRaM_G| | HuM To Kya Aap BHi RoY HoNGy,,*| -| #SaD-PoEtrY| -| ,-._.-,| -._.M IJaZ ALi..;*| 03127380885",2364911046,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-17T09:20:58.000Z,810052153696022528,810052153696022528,Hamesha wohi jhukta hai| Jisay rishton ke qadar hote hai. :( #sad #reality,777928690302853120,hi,everyone,#sad,,,
"{'retweet_count': 6, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for Android,2016-12-17T00:27:57.000Z,809918018948104192,809918018948104192,"Tum Mat Kholna Meri Maazi Ki Kitaaboon Ko, \ Har Us Shakhs Ne Bewafai Ki Jis Py Hum Naaz Krtey They.. #Mehfil #Sad #Udas",3350434181,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-16T17:32:38.000Z,809813499874594818,809813499874594818,"*,,,EKK SaFFaRR AESA| BHE KaRWaYa Z!NDaG!i| Ne HaMmM SE,,,,,*| ,-,| ,-,   *,,-YaRoOo-,,*| ,-,| *,,,J!SS Ma!N PaaON| NaH! D!LL THaK GaYa,,| | #SaD...",1533590486,hi,everyone,#sad,,,
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,2016-12-16T16:51:21.000Z,809803111996870656,809803111996870656,चाक जिगर के सी लेते है... जैसे भी हो जी लेते है... 😢 #NOTokay #Sad #memories,3118571728,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-16T16:48:57.000Z,809802505588711424,809802505588711424,@someuser @someuser @someuser | Matlab chachaji..dekh ke be andekha lar diya..aur propaganda faila rhe hai AAP?? | Really? #Sad,2543357244,hi,everyone,#sad,,2254682052,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,2016-12-16T10:58:01.000Z,809714188906090496,809714188906090496,Suna hai bohat saasta hai khoon wahan ka| ik mulak Jisay log pakistan kehte hain;(| #peshwarattack| #16dec2014| #sad... http://someurl,1602072385,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",PunjabSpectrumDotCom,2016-12-16T06:42:11.000Z,809649808235499520,809649808235499520,#BJP #Congress #HansRajHans #SAD #SukhbirSinghBadal| Viral Video : Jaddo Hans Raj Hans Ne Badal nu ... - http://someurl http://someurl,132863054,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-16T05:07:00.000Z,809625853604823040,809625853604823040,"Ye Bhi Aik Tmasha Hai BaZaar-E-ULfat Main,,,!| -| DIL Apna Hota Hai 0ur Torr Koi Our jata Hai,,,!| -| #BestPeotry| #SaD shairi| -| ON @someuser",2938164217,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2016-12-15T19:32:14.000Z,809481208400924674,809481208400924674,*Ghulaam Hun Apne Ghar Ki Tehzeeb Ka Warna.*| -| *AyeDo$T...*| -| Log0n Ko Unki oQaaaT Dikhany Ka HunaR rakhtA HuN.!| -| #SaD-PoEtrY| #S_Attar,2199780728,hi,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,2016-12-15T17:18:36.000Z,809447581080162304,809447581080162304,मुझे मौत का भय नहीं है; मैं तो बस उस वक़्त वहां होना नहीं चाहता.!| #Dear_Zindagi #waqt #sad #IRK — feeling sad,1926725726,hi,everyone,#sad,,,
