reply_settings,lang,conversation_id,author_id,public_metrics,id,text,source,created_at,search_query,in_reply_to_user_id,referenced_tweets,geo
everyone,nl,748223334316392450,2962704214,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",748227304485117952,@someuser echt zooo zielig voor die baby toen Thijs begon te schreeuwen tegen Sacha!! Je zag dat kleine meisje gewoon schrikken #worried!!,Twitter for Android,2016-06-29T18:51:05.000Z,#worried,14796656,"[{'type': 'replied_to', 'id': '748223334316392450'}]",
everyone,nl,746299230617206785,3433803327,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",746299230617206785,"In de jaren 30 was er ook zon gek die lulde met nationalisme, eigen volk eerst & vreemden buiten ☠👎#historyrepeatingitself #Brexit #worried",Twitter for iPhone,2016-06-24T11:09:36.000Z,#worried,,,
everyone,nl,743339280659951620,2543603223,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",743376123996811264,@someuser En route chief #worried,Twitter for iPad,2016-06-16T09:34:13.000Z,#worried,534324848,"[{'type': 'replied_to', 'id': '743339280659951620'}]",{'place_id': '3bc1b6cfd27ef7f6'}
everyone,nl,739884512214167553,4055528674,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",739884512214167553,@someuser RIP iPhone 6... heb je hem kunnen reanimeren ? #worried,TweetDeck,2016-06-06T18:19:48.000Z,#worried,3258342137,,
everyone,nl,738645861526294528,263737256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738645861526294528,Ik heb nog een uur voordat ik naar mijn examen moet en ik ben klaar .. Er klopt iets niet #worried,Twitter for iPhone,2016-06-03T08:17:51.000Z,#worried,,,
everyone,nl,723157210877009920,155862083,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",723158352071675904,@someuser trax kan je mij retro noemen ...#worried,Twitter for Android,2016-04-21T14:36:01.000Z,#worried,563706834,"[{'type': 'replied_to', 'id': '723157210877009920'}]",
everyone,nl,712211872334880768,1027086061,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",712211872334880768,#Belgium in #Lockdown!!! #Level4 #Whatsnext... #Worried — verontwaardigd,Facebook,2016-03-22T09:38:37.000Z,#worried,,,
everyone,nl,712176258600329216,2491013185,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",712179606766428160,@someuser ... ik krijg er kippenvel van maar wel in de slechte zin. #worried,Twitter Web App,2016-03-22T07:30:24.000Z,#worried,472041827,"[{'type': 'replied_to', 'id': '712176258600329216'}]",
everyone,nl,708260454141992960,151412726,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708260454141992960,RT @someuser Ik maak me zorgen om #BDW..zelfs geen interview op @someuser niks in @someuser Heeft iemand de man nog gezien?? #worried #ve...,Twitter for Windows Phone,2016-03-11T11:57:05.000Z,#worried,,"[{'type': 'retweeted', 'id': '708259088082276352'}]",
everyone,nl,708259088082276352,1240910185,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708259088082276352,Ik maak me zorgen om #BDW..zelfs geen interview op @someuser niks in @someuser Heeft iemand de man nog gezien?? #worried #vermist,Twitter Web Client,2016-03-11T11:51:40.000Z,#worried,,,
everyone,nl,706779169108185091,21788381,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",706779279602884608,En al helemaal niet om hem elke maand het ziekenhuis in te zien gaan. Nu weeral weg met de ambulance. Zucht. #worried,Twitter Web Client,2016-03-07T09:51:26.000Z,#worried,21788381,"[{'type': 'replied_to', 'id': '706779169108185091'}]",
everyone,nl,703312328423579659,1391927820,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",703312328423579659,Rain is lekker :p vibes is lekker  ;) shagen is tussen | | #afcoool_vibes| #dankie_mos| #wOrried :/ -more nog... http://someurl,Facebook,2016-02-26T20:15:00.000Z,#worried,,,
everyone,nl,703207192959123461,142338726,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",703207192959123461,"@someuser Ik ben sinds een paar dagen officieel ziekgemeld op mijn werk. Moet ik zelf contact opnemen met jullie, of afwachten? #worried",Twitter Web App,2016-02-26T13:17:14.000Z,#worried,156624032,,
everyone,nl,693004981025312769,264848557,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",693004981025312769,Giateren veel geleerd bij #dlso over #catsanddogs Kwam zowel #worried als #grumpy wel tegen. Ook in de spiegel :) http://someurl,iOS,2016-01-29T09:37:17.000Z,#worried,,,
everyone,nl,687942123434459138,3488927661,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",687942123434459138,Een workout overleefd @someuser maar vanwaar haalt CT die pasjes toch #worried #amijnbenen,Twitter for Android,2016-01-15T10:19:18.000Z,#worried,,,
everyone,nl,687928965886021632,127353826,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",687928965886021632,"@someuser Is er vertraging bij jullie deze weekj? Ik ben woensdag uitbetaald door mijn werk, maar het staat er nog steeds niet bij. #worried",Twitter Web Client,2016-01-15T09:27:01.000Z,#worried,16964728,,
everyone,nl,685166118131122176,56808342,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",685590070762561537,"@someuser @someuser Ai, ik lees dus dat ik een nieuwe tak in mijn workflow moet gaan hangen. #worried",Tweetbot for iΟS,2016-01-08T22:33:05.000Z,#worried,92016479,"[{'type': 'replied_to', 'id': '685587320414797824'}]",
everyone,nl,680875554795614209,226511740,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",680875554795614209,Wat heeft onzen @someuser eigenlijk??? 😕 #dtv #worried,Twitter for iPhone,2015-12-26T22:19:16.000Z,#worried,,,{'place_id': '5310ce6a2db4edec'}
everyone,nl,677953714628501504,856223402,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",677967071376969728,@someuser Zou je paar woorden van support kunnen spreken zo bij Pauw voor Vatan & @someuser (@someuser http://someurl #worried!,Twitter Web Client,2015-12-18T21:42:00.000Z,#worried,96975923,"[{'type': 'replied_to', 'id': '677966405103460356'}]",
everyone,nl,672856413912305664,1218864991,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",672856413912305664,Schaalgrootte is overschat. Competitie en marktwerking onderschat. #worried,Twitter Web Client,2015-12-04T19:14:04.000Z,#worried,,,
everyone,nl,669566662241361920,421784217,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",669569063270658048,@someuser hebben ze wel genoeg eten? #worried anders kom ik wel even aan fietsen ;-),Twitter for Android,2015-11-25T17:31:19.000Z,#worried,200270034,"[{'type': 'replied_to', 'id': '669568786320785410'}]",
everyone,nl,666675020840747008,58420266,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",666675020840747008,Toch maar eens laten nazien... #worried #oudbeesteke (@ Animal Care) http://someurl,Foursquare,2015-11-17T17:51:25.000Z,#worried,,,"{'place_id': '1e35b5b987da70cf', 'coordinates': {'type': 'Point', 'coordinates': [4.33945689, 51.20664949]}}"
everyone,nl,658039533070585856,1578528822,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",658039533070585856,@someuser @someuser heef toch niet iets raars gegeten op de meeting in Breda. Toch? #worried,TweetDeck,2015-10-24T21:57:05.000Z,#worried,633947369,,
everyone,nl,654009896535396352,117804203,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",654009896535396352,Omw to St Lukes #worried,Twitter for Android,2015-10-13T19:04:44.000Z,#worried,,,
everyone,nl,650007762391404544,2593049358,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",650008577424363520,@someuser ik heb een Nokia. En ik ben zo groot dat ik niet helemaal achter mijn gsm pas! #ThugLife #Nokia #WhatsUpGirl #worried,Twitter Web Client,2015-10-02T18:04:56.000Z,#worried,1339215560,"[{'type': 'replied_to', 'id': '650007762391404544'}]",
everyone,nl,647946217759092737,135102590,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647946217759092737,Vooral als je hoort dat de nieuwe buurman een asielzoeker word #worried,Twitter for Android,2015-09-27T01:29:51.000Z,#worried,,,
everyone,nl,646776942797033473,74293396,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",646776942797033473,Yes! New skills - eerste les skaten voor dummies #rookie Lenny was er niet gerust in #worried #dog http://someurl,Twitter for iPhone,2015-09-23T20:03:34.000Z,#worried,,,
everyone,nl,645323438417166336,3228409864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645323438417166336,"Radie van den Berg wrote:  Hier kom GROOT EMBARRASMENT vanand!! Japan park die bus, hulle defence is fokken SOLID #worried #RWC",Twitter for BlackBerry®,2015-09-19T19:47:51.000Z,#worried,,,
everyone,nl,640578349753085952,1007402498,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",640578635058053120,kwani karis aliemdaga wapi???that guy is damn funny@someuser @someuser #worried,Mobile Web (M2),2015-09-06T17:33:42.000Z,#worried,1007402498,"[{'type': 'replied_to', 'id': '640578349753085952'}]",
everyone,nl,639421707028156416,864610968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",639421707028156416,50% of #Germans #Worried by #Refugee #Crisis:| ->http://someurl| #Occupy:| Net nu het tij keert zijn de #Rechtse #Media vóór #Opvang...,Twitter Web Client,2015-09-03T12:56:29.000Z,#worried,,,
everyone,nl,638728271786590208,71771408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",638728271786590208,"De hele dag de kat nog niet gezien, en dat is niet normaal voor ons persje, nog maar eens een rondje zoeken en roepen #worried",Twitter Web Client,2015-09-01T15:01:01.000Z,#worried,,,
everyone,nl,636776480773664768,2968346121,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",636776480773664768,#Government #worried #implementing #OROP #will open #pandoras #box http://someurl,Facebook,2015-08-27T05:45:18.000Z,#worried,,,
everyone,nl,630048511145472001,231747671,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",630048511145472001,"Sorry @someuser ekt baie respek vir jou, maar is tyd laat jou spelers terug aarde toe kom hulle koppe is groot en van vorm af. #worried",Twitter for iPhone,2015-08-08T16:10:45.000Z,#worried,,,
everyone,nl,629294418588246016,702802316,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",629294418588246016,@someuser tot hoe laat leveren jullie? tracktrace zegt driver is en route maar dat zegt die al sinds vanmorgen vroeg... :( #worried,Twitter Web Client,2015-08-06T14:14:15.000Z,#worried,138062686,,
everyone,nl,619017955439939588,280029020,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",619017955439939588,"Hopelijk weten we straks meer als schatje met konjo bij de dierenarts geweest is, vreselijk dit arm beestje #worried",Twitter for Android,2015-07-09T05:39:16.000Z,#worried,,,
everyone,nl,616278861861494784,2776824263,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",616278861861494784,@someuser leef je nog? #Worried,Twitter for Android,2015-07-01T16:15:05.000Z,#worried,103695240,,
everyone,nl,615258531462189056,19152679,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",615258531462189056,"Loki komt maar niet thuis, zal dus nachtje buiten moeten slapen want ik ga bijna slapen.. #worried daarmee Da ik dus geen kattemens ben!",Twitterrific for iOS,2015-06-28T20:40:39.000Z,#worried,,,
everyone,nl,612666596969054208,19152679,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",612666596969054208,Gevoel dat t weekend nutteloos was want weer paar uur geslapen... T was echt nodig blijkbaar! Hopelijk geen ziekte of zo... #worried,Tweetbot for iΟS,2015-06-21T17:01:14.000Z,#worried,,,{'place_id': '89ff4d89d6afab3c'}
everyone,nl,608884786728431616,409850548,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",608899358357073921,@someuser Mijn zoon ook - maar die is nu ff weg om rij-examen te doen... #worried,Twitter for Android,2015-06-11T07:31:34.000Z,#worried,20543890,"[{'type': 'replied_to', 'id': '608884786728431616'}]",
everyone,nl,595650884320780289,1349556853,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",595650884320780289,shitcat hahahaah | #concerned #worried aes,Twitter Web Client,2015-05-05T18:06:52.000Z,#worried,,,
everyone,nl,593931710355607552,80793262,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",593931710355607552,@someuser @someuser @someuser ja maar jij noemt dan eigenlijk alle Islamitische opstand: #IS #worried,Twitter Web Client,2015-05-01T00:15:29.000Z,#worried,2906297560,,
everyone,nl,590557821877542912,357741770,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",590557821877542912,Vrije consultatie?? Wasmeda? Priority nixxxx?? #emile #britischshorthair #babyissick #worried #wachtzaalvolkraarvolk http://someurl,Twitter for iPhone,2015-04-21T16:48:51.000Z,#worried,,,
everyone,nl,589394562273140736,5743232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",589394562273140736,@someuser Kun jij me uitleggen wat er gaande is in SA mbt aanvallen op buitenlanders? In NL media lees ik er níets over... :-/ #worried,Echofon,2015-04-18T11:46:28.000Z,#worried,49755448,,
everyone,nl,589306442550747136,3074634891,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",589306442550747136,Facebook zou blijkbaar data hebben vergaard van mensen die nog nooit op de sociale netwerk site zijn ingelogd. #worried #privacy,Twitter Web Client,2015-04-18T05:56:19.000Z,#worried,,,
everyone,nl,584053600432873472,423624423,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",584054660220198912,"@someuser Jij? Een hypo? Zoetje, laat je maar eens onderzoeken dan... #worried",Twitter for iPhone,2015-04-03T18:07:36.000Z,#worried,19152679,"[{'type': 'replied_to', 'id': '584053600432873472'}]",
everyone,nl,582789619877429248,3116748799,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",582857858691158016,@someuser pft not even are u like okay zoha #worried#pray4zoha,Twitter for iPhone,2015-03-31T10:51:57.000Z,#worried,2736770816,"[{'type': 'replied_to', 'id': '582789619877429248'}]",
everyone,nl,580460430222602240,3088248016,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",580460430222602240,Colin gedraagt zich echt vreemd de laatste tijd.. #worried,Twitter Web Client,2015-03-24T20:05:25.000Z,#worried,,,
everyone,nl,579752503518068736,2670033529,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",579752503518068736,Morgen maar weer nieuwe dope bij de HA halen. Dit keer iets wat wèl helpt en geen tuig is #worried,Twitter for Android,2015-03-22T21:12:22.000Z,#worried,,,
everyone,nl,578862567826857984,116796115,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",578862567826857984,Opa is door de ambulance opgehaald en onderweg naar de eerste hulp #worried :(,Twitter for Android,2015-03-20T10:16:05.000Z,#worried,,,
everyone,nl,578223881019854849,948362467,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",578223881019854849,"WEERAL vervangingsadres gekregen in mijn klantenlijst,| #worried",Twitter Web Client,2015-03-18T15:58:10.000Z,#worried,,,
everyone,nl,576596019221233664,594909498,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",576596019221233664,Van gaal we can finish second #worried #philosophy,Twitter for iPhone,2015-03-14T04:09:38.000Z,#worried,,,
everyone,nl,576116775814881281,577220170,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",576116775814881281,Wat doen die babys daar in die kindergevangenis? #worried and sad #een #viaannemie,Twitter for iPhone,2015-03-12T20:25:17.000Z,#worried,,,
everyone,nl,575247803607355392,2935958925,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",575247803607355392,@someuser was het lot van de 5 starters die niet doorgaan? #worried,Twitter for Android,2015-03-10T10:52:18.000Z,#worried,551711040,,
everyone,nl,574980047368503296,753177990,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",574980047368503296,Nog niet voorgevallen tot dusver maar vandaag was #stress @ work en niet de positieve vorm deze keer #worried,Twitter for Android,2015-03-09T17:08:20.000Z,#worried,,,
everyone,nl,572651634670637058,209725719,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",572651634670637058,Foto can de situatie in de buurt van mijn outlaws #worried http://someurl,Twitter for iPhone,2015-03-03T06:56:03.000Z,#worried,,,
everyone,nl,571776186436726784,2593049358,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",571776186436726784,"2 maanden; massas smsjes, brieven, fb-berichten,... later en nog steeds niks van mijn maatje terug gehoord :-/ #worried",Twitter Web Client,2015-02-28T20:57:20.000Z,#worried,,,
everyone,nl,570124017262301185,49591048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",570124017262301185,Kan iemand zo snel mogelijk checken of Pieter Loridon nog leeft? #worried #sun #sea #bff #strenght #car #crash http://someurl,Twitter for Android,2015-02-24T07:32:12.000Z,#worried,,,
everyone,nl,561022428118544386,1498696597,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",561022428118544386,kan n mens di tyd van die dag lus kry om net skoon te mak. #WORRIED,Facebook,2015-01-30T04:45:44.000Z,#worried,,,
everyone,nl,557649949987733505,168682262,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",560367015488401411,@someuser @someuser @someuser @someuser @someuser dink julle miskien dat Gabriel v Diaby raakgeloop het met sy medical?... #worried,Twitter Web Client,2015-01-28T09:21:22.000Z,#worried,524510607,"[{'type': 'replied_to', 'id': '558696865152372736'}]",
everyone,nl,558745395166457856,217834564,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",558746004477198336,@someuser Kan Miss N. het aan? #worried,Tweetbot for iΟS,2015-01-23T22:00:03.000Z,#worried,109702212,"[{'type': 'replied_to', 'id': '558745395166457856'}]",
everyone,nl,556896806052040705,2424842369,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",556896806052040705,Kheb echt iemand nodig om eens goed tegen te babbelen 😌💬👥 #who #worried #pfff,Twitter for iPad,2015-01-18T19:31:59.000Z,#worried,,,
everyone,nl,553280803044859904,2803510926,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",553280803044859904,@someuser ik maak me zorgen om je verslaafdheid. Binnenkort Dylan op RTL4 bij #Afkicken: http://someurl #worried,Twitter Web Client,2015-01-08T20:03:17.000Z,#worried,2803617049,,
everyone,nl,551342156913582080,141653027,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",551342156913582080,Nog steeds niks gehoord van mn lief..... #worried,Twitter for Android,2015-01-03T11:39:48.000Z,#worried,,,
everyone,nl,546259756818903040,146465209,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",546259756818903040,Toch nog maar keer naar ziekenhuis voor extra controle.... #worried,Twitter for Android Tablets,2014-12-20T11:04:09.000Z,#worried,,,
everyone,nl,545267048046424064,147356283,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",545267048046424064,"medicijnen zijn bijna op, maar ze fleurt niet op #worried",Twitter Web Client,2014-12-17T17:19:29.000Z,#worried,,,
everyone,nl,544468585415200768,108682598,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",544468585415200768,#worried Rond deze tijd moet het stenen uit de grond vriezen #help #weather #weer #klimaat #klimaatzaak #dakanni http://someurl,Twitter Web Client,2014-12-15T12:26:41.000Z,#worried,,,
everyone,nl,542636640637046784,927838454,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",542673570154184704,@someuser haha het moet ook eigenlijk niet! Straks past mijn wedstrijdpak niet meer! 😖 dat mag niet! | #worried,Twitter for iPhone,2014-12-10T13:33:56.000Z,#worried,118738593,"[{'type': 'replied_to', 'id': '542667184263430145'}]",
everyone,nl,540045712235724800,413297433,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",540045712235724800,Waarom gaat alles maar dan echt alles ineens fout...#worried,Twitter for Android,2014-12-03T07:31:46.000Z,#worried,,,
everyone,nl,539283261072355328,216018430,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",539283261072355328,@someuser is alles goed daar?? Ik was gisteren in een restaurant en de ober vroeg; is pepsi ook oke? #worried,Twitter for Android,2014-12-01T05:02:03.000Z,#worried,119754019,,
