source,conversation_id,author_id,text,geo,reply_settings,created_at,id,public_metrics,lang,search_query,referenced_tweets,in_reply_to_user_id
Instagram,814940987638235136,231191968,☀🌈 quem vem!? Só alegria!| #danger #color #colorful #cool #nice #lgbt #gay #lesbian #trans #happy... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-43.16452788, -22.95119518]}, 'place_id': '97bcdfca1a2dca59'}",everyone,2016-12-30T21:07:26.000Z,814940987638235136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Hootsuite,814939489839804416,4362557535,Venha visitar-nos na Rua António José de Almeida n 111 R/ch.| Tudo em http://someurl| #love #happy #cute #beautiful #smile #decor #mb http://someurl,,everyone,2016-12-30T21:01:29.000Z,814939489839804416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",pt,#happy,,
Instagram,814937464553033728,206808054,Viva intensamente.   #Teen #Happy http://someurl,,everyone,2016-12-30T20:53:27.000Z,814937464553033728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#happy,,
Instagram,814934814939758593,183451672,Campinas sua linda estamos chegando. #reveillon2017 #Deusnocomando #happy #eueele http://someurl,,everyone,2016-12-30T20:42:55.000Z,814934814939758593,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814931460436230145,212773405,A luz só penetra onde houver transparência. 🍃💥💎 #boanoite  #happy #chega #tudodebom http://someurl,,everyone,2016-12-30T20:29:35.000Z,814931460436230145,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814931268974637061,727914331556487173,Macaé!! #cavaleiros #beach #macaérj #mylove #girlfriend #love #happy #macaé #trip #travel http://someurl,,everyone,2016-12-30T20:28:49.000Z,814931268974637061,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814928394148147200,186380298,The view from #Bernabeu. #love #Madrid #happy #me #travel #instagood @ Estadio Santiago Bernabéu http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-3.68877017, 40.45293726]}, 'place_id': '206c436ce43a43a3'}",everyone,2016-12-30T20:17:24.000Z,814928394148147200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814922514799398912,14762154,Me despedindo da última sexta do ano 🌞 #buzios #beautifulday #happyday #vsco #friday #happy @someuser http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-41.8833, -22.75]}, 'place_id': '4d5364cb09439a1f'}",everyone,2016-12-30T19:54:02.000Z,814922514799398912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814918969005993984,153143787,Foi bão também ☺️😍 #mybestnine2016 #gratidão🙏 #thanksgod #friday #fbf #happy #adeus2016 http://someurl,,everyone,2016-12-30T19:39:57.000Z,814918969005993984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814914973595996160,39309171,Que foi? #fofo #Family #babylove #Love #amor #sweet #cute #happy #foto #kawêdaniel #instalike... http://someurl,,everyone,2016-12-30T19:24:04.000Z,814914973595996160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814914197670793216,156695790,Sempre bom ir em uma cachoeira! ✌👊🙏❤😍👏 #BoaTarde #CachoeiraDosBufalos #PindaLinda #Happy... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-45.5511624, -23.0075541]}, 'place_id': '86e95544e795e190'}",everyone,2016-12-30T19:20:59.000Z,814914197670793216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814903637398781952,66778932,Eu e ela x ela e eu. #happy @ Thermas dos Laranjais Em Olimpia/Sp http://someurl,,everyone,2016-12-30T18:39:01.000Z,814903637398781952,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Facebook,814903414878597120,175285141,Boas festas!!! #natal #navidad #christmas #ilhadamadeira #madeiraisland #happy #hollidays #vacaciones #gavodegira... http://someurl,,everyone,2016-12-30T18:38:08.000Z,814903414878597120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#happy,,
Instagram,814900812371685376,269432682,Um brinde à vida 🐳💦🏊🏻‍♀️⛵️ larissandradeg #happy #blassed #irmas #summer #friends #bestfriends... http://someurl,,everyone,2016-12-30T18:27:48.000Z,814900812371685376,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#happy,,
Instagram,814900554333900804,1196467460,".| .| .| #2016 #danish #design #fashion #copy #stormzy #happy #newyear #nicklaskunz @ Copenhagen,... http://someurl","{'coordinates': {'type': 'Point', 'coordinates': [12.5683, 55.6761]}, 'place_id': '936b83f20956cd4c'}",everyone,2016-12-30T18:26:46.000Z,814900554333900804,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",cy,#happy,,
Instagram,814898043086454784,162157016,Escolha uma estrada e não olhe pra trás 😁👊 #happy #estrada #green #adidas http://someurl,,everyone,2016-12-30T18:16:48.000Z,814898043086454784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814897985549115394,59139687,Partiu Angra.. #bora #curtindo #ferias  #arrasamos #happy #família http://someurl,,everyone,2016-12-30T18:16:34.000Z,814897985549115394,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814895889168924672,184476347,"A felicidade é  a gratidão para com o vida #happy #boatarde @ Barra Grande, Piaui, Brazil http://someurl","{'coordinates': {'type': 'Point', 'coordinates': [-41.41056453, -2.91068846]}, 'place_id': 'f4716bd5910e8956'}",everyone,2016-12-30T18:08:14.000Z,814895889168924672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814891431902973952,51581818,Baixem meu Mixtape no 4shared.| | #inshot #girls #cute #summer #blur #sun #happy #fun #dog #hair... http://someurl,,everyone,2016-12-30T17:50:31.000Z,814891431902973952,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814889734040330241,776477198974873600,~Isabella 👶💕~ #baby #sobrina #cute😍 #sleeping #tonight #hospital #happy http://someurl,,everyone,2016-12-30T17:43:47.000Z,814889734040330241,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814889677266108416,366659206,Definitivamente eu!!! 😂😂😂| #me #myhome #happy #grateful #godisgood... http://someurl,,everyone,2016-12-30T17:43:33.000Z,814889677266108416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814888201039020032,3340433951,"Eu e ela...Ela e eu!!! ❤❤ #ferias #amigadocoracao #diversao #sorisada #happy @ São Paulo, Brazil http://someurl",,everyone,2016-12-30T17:37:41.000Z,814888201039020032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814886729677205504,167426297,Turistando em Salvador BA.. #happy #cool #vivalavida... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-38.508056, -12.971944]}, 'place_id': 'e60cc1f72c303272'}",everyone,2016-12-30T17:31:50.000Z,814886729677205504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814877455559364609,85637455,Seara de Decembrie...#december #cold #decembrie #acasa #home #happy... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [12.62911065, 41.97134754]}, 'place_id': 'f9c5b8015c4ac18c'}",everyone,2016-12-30T16:54:59.000Z,814877455559364609,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#happy,,
Instagram,814877082413125632,804403103529369600,"A felicidade me consome #happy #nuartistico #nudeart #nature #cachu @ Angra dos Reis, Rio de... http://someurl",,everyone,2016-12-30T16:53:30.000Z,814877082413125632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Twitter for Android,814875877632802816,2710901239,Vem 2017 com Tudo!! #Happy,{'place_id': '575bcb27ab6665b2'},everyone,2016-12-30T16:48:43.000Z,814875877632802816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814874494590337024,32918556,Primos ! Nova geração !  ❤️#familia #family #happy  #sleep #sleeping eyes  #fashiongram #fashion... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-48.60278, -27.8675]}, 'place_id': 'dc97161cbc706a6d'}",everyone,2016-12-30T16:43:13.000Z,814874494590337024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814873051124748288,32918556,Olha o Vítor amor do Dindo  ❤️#familia #family #happy  #sleep #sleeping eyes  #fashiongram... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-48.60278, -27.8675]}, 'place_id': 'dc97161cbc706a6d'}",everyone,2016-12-30T16:37:29.000Z,814873051124748288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814870770987974656,103736844,Boa tarde amigos!!! #happy #amigos #ultimasextade2016 @ Lagoa Seca http://someurl,,everyone,2016-12-30T16:28:26.000Z,814870770987974656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814869579960827904,318838544,A cor do pretinho faz sucesso ☀️🏄🏾🍃✨ ... #Beach #Summer #Fitness #TeamThii #DeuPraiaOntem #Happy... http://someurl,,everyone,2016-12-30T16:23:42.000Z,814869579960827904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814868819218993152,147321208,#sail #windsurf #Bahia #SUP #happy. #oceanlife #amazingthings @ Praia Enseada do Araua http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-38.67044, -13.03675]}, 'place_id': '6895855bd3923cea'}",everyone,2016-12-30T16:20:40.000Z,814868819218993152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Facebook,814865971404013569,245101228,Descobri que te amo demais...🎤🎤🎤| Verão + Zeca Pagodinho = 💃🏻💃🏻💃🏻💃🏻| #happy #music #brazil #pagode #pagode #love... http://someurl,,everyone,2016-12-30T16:09:21.000Z,814865971404013569,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814863326635180033,32918556,Liberdade na casa da Vô !  ❤️#familia #family #happy  #sleep #sleeping eyes  #fashiongram... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-48.60278, -27.8675]}, 'place_id': 'dc97161cbc706a6d'}",everyone,2016-12-30T15:58:51.000Z,814863326635180033,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814859770972602368,819018001,Feliz #2017 . #happy #igbercelona #videooftheday #findeaño #navidad #christmas #nadal... http://someurl,,everyone,2016-12-30T15:44:43.000Z,814859770972602368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#happy,,
Instagram,814857504395956225,1000058761,"#casadelaabula #aburrida #esperandolacomida #happy @ Balcarce,... http://someurl","{'coordinates': {'type': 'Point', 'coordinates': [-58.25, -37.8333]}, 'place_id': '4afa2757051c5192'}",everyone,2016-12-30T15:35:43.000Z,814857504395956225,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Twitter for iPhone,814853211257532418,18134817,...e vissero felici e contenti 😊 #cavatappi #buon2017 #NoiConVoi #HAPPYNEWYEAR #happy #love #roma #eataly http://someurl,,everyone,2016-12-30T15:18:39.000Z,814853211257532418,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",it,#happy,,
Instagram,814851902005506048,5903862,Bem ruim...  #beach #summer #sea #sun #ocean #sand #sunset #fun #playa #sky #travel #happy... http://someurl,,everyone,2016-12-30T15:13:27.000Z,814851902005506048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814851107532996609,37802535,Quando vc recebe algo inesperado pelo correio ❤️ nunca fiquei tão feliz ✨ #gift #happy... http://someurl,,everyone,2016-12-30T15:10:17.000Z,814851107532996609,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814850773494337536,67776618,As madames curtindo Ilha Bela #girls #happy #sun #ilhabela #brazil #praiadocurral #motherinlaw... http://someurl,,everyone,2016-12-30T15:08:58.000Z,814850773494337536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814849136734261250,35105256,☀️🌊😄 #beach #sun #love #happy #family #vem2017 @ Praia do Itararé http://someurl,,everyone,2016-12-30T15:02:28.000Z,814849136734261250,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814848686735953920,182069024,Nada mais doce que o olhar de um cãozinho feliz.🐾🐶❤| #Cute #Dog #Animals #Smile #Happy #Happiness... http://someurl,,everyone,2016-12-30T15:00:40.000Z,814848686735953920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814846240450027520,794372715276812290,#Io #Happy #Hope @ Praia De Peruíbe http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-46.98201145, -24.31207661]}, 'place_id': 'da9c6146b85b2a63'}",everyone,2016-12-30T14:50:57.000Z,814846240450027520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814845252930506752,47231902,Ensaiando as coreografias para a virada do ano! 😂😂😂 #2017 #DançaGatinho #anonovo #festa #happy http://someurl,,everyone,2016-12-30T14:47:02.000Z,814845252930506752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814844155276902404,371403576,Brindis #amigos #juntada #nightChill #city #happy #puroplacer @someuser http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-64.18946218, -31.39798863]}, 'place_id': '00f84d414936f28e'}",everyone,2016-12-30T14:42:40.000Z,814844155276902404,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,#happy,,
Twitter for iPhone,814839752222535680,424166075,Aproveitando o verão ao máximo ☀️🏊🏻😎 #partiupiscina #blessed #Happy,{'place_id': 'df2a56fcbd5770a6'},everyone,2016-12-30T14:25:10.000Z,814839752222535680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Facebook,814833036562833413,87218323,Parabéns também para quem está comemorando #30anosdecasamento!❤ #bodas #casamento #30 #aniversario #happy... http://someurl,,everyone,2016-12-30T13:58:29.000Z,814833036562833413,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814832202806677504,729024469,Prontas pra 2017! cristinalimab 😍🙏🏻💜💕🍸🍺🙌🏻😜😎☀️👙#irmãs #semprejuntas #taacabando2016 #love #happy... http://someurl,,everyone,2016-12-30T13:55:10.000Z,814832202806677504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#happy,,
Instagram,814831915043786752,365639207,"Por fora pode parecer que eu tô bem, mas por dentro eu tô melhor ainda!! ✌😉❤🌞🍃✨ | | #deboa #happy... http://someurl",,everyone,2016-12-30T13:54:02.000Z,814831915043786752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814824733363449856,32918556,Ajudando a Vovó Inez #sqn  ❤️#familia #family #happy  #sleep #sleeping eyes  #fashiongram... http://someurl,,everyone,2016-12-30T13:25:29.000Z,814824733363449856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814824422490001408,127380319,Bom dia com delicioso Bem Casado @someuser | #bemcasado #gostosurasdabina #inlove #happy... http://someurl,,everyone,2016-12-30T13:24:15.000Z,814824422490001408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Twitter Web Client,814817976256004100,99750139,Matriculada para el 2017  😃| | #Happy,{'place_id': '00c4b64e7affea25'},everyone,2016-12-30T12:58:38.000Z,814817976256004100,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814816789678977025,130291351,“Leve com você só o que for bom...”🎵 | | #me #girl #happy #good | | Obs:... http://someurl,,everyone,2016-12-30T12:53:55.000Z,814816789678977025,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814814469733908481,611092779,A verdade que fere é pior do que a mentira que consola. Chico Xavier.| 🎅 🌅 🌟 😄| #winter #happy... http://someurl,,everyone,2016-12-30T12:44:42.000Z,814814469733908481,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814811233996054529,3312735006,"Cordão #tiffanysmile Prata R$ 575,00 Ouro R$ 5.750,00 #bomdia #smile #happy ✨😊✨ http://someurl",,everyone,2016-12-30T12:31:51.000Z,814811233996054529,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Twitter Web Client,814809623890952192,814235093128642560,Bom Dia!!!| #Happy #gooddayrasasmanagapuccino #djlife #djjessie,{'place_id': '894146230dd1d42d'},everyone,2016-12-30T12:25:27.000Z,814809623890952192,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814808456058327041,66409746,Só observo 👀| | #bomdia #goodmorning #fé #foco #amor #happy #dialindo #vida #positividade... http://someurl,,everyone,2016-12-30T12:20:48.000Z,814808456058327041,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814805689294012416,282745780,Feliz feliz💜 | #unpasitomas #feliz #happy #2017teespero http://someurl,,everyone,2016-12-30T12:09:49.000Z,814805689294012416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814804480835264513,65391835,Tem mais fofa?! 😍💜🐝 #bomdia #BomBom #Melissa #MelMel #fofa #baby #fofura #kids #happy #tksGod http://someurl,,everyone,2016-12-30T12:05:01.000Z,814804480835264513,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814803667857637376,192764940,Só tem o direito de criticar aquele que pretende ajudar 👊😉| | #happy #faith #hair #instapic @someuser http://someurl,,everyone,2016-12-30T12:01:47.000Z,814803667857637376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814798902528446464,92333107,Que chato #ferias| | #trip | #praia| #familia| #love| #beautiful | #deus | #happy | #igers... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-35.60771471, -9.52684603]}, 'place_id': '70d9237ded8be5f4'}",everyone,2016-12-30T11:42:51.000Z,814798902528446464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814786332459311104,3322878815,#gift to #me from #hubby 🌹🌹❤❤❤💯💯💯 mastermachiavel #girlwithpiercings #hat #happy #blogger @someuser http://someurl,,everyone,2016-12-30T10:52:54.000Z,814786332459311104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814783904494321664,222878521,De ontem...#butequinta #ultimadoano #quevenha2017 #friends #happy... http://someurl,,everyone,2016-12-30T10:43:15.000Z,814783904494321664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Twitter for iPhone,814779007526899716,198464511,#ProjetoOficinadaArteBrasil | Aproveite essa nova viagem #2017 #happy #viagens #work #jornalismo #rtv #music #teatro #cinema #teamo http://someurl,{'place_id': '68e019afec7d0ba5'},everyone,2016-12-30T10:23:47.000Z,814779007526899716,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",pt,#happy,,
Twitter for Android,814775854366654464,96627253,@someuser #study #improvement (essa ele vai ter que pesquisar) #happy #oportunity #momproud,,everyone,2016-12-30T10:17:56.000Z,814777534453870592,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#happy,"[{'type': 'replied_to', 'id': '814775854366654464'}]",12663142
Instagram,814775173710630912,1526086759,É da minha natureza ter um astral de bem comigo. ☀️✌🏼️ #peace #peaceandlove #happy #life @ Araxá http://someurl,,everyone,2016-12-30T10:08:33.000Z,814775173710630912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Facebook,814769752790994944,181811970,"Afinal, 2017 tem tudo para ser doce! | Feliz Ano Novo :)| .| .| #felizanonovo #reveillon #anonovo #2017 #marvi #happy... http://someurl",,everyone,2016-12-30T09:47:01.000Z,814769752790994944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814766272684654592,178298479,Cara de brava ... #padova #pedrocchi #caffepedrocchi #🎄 #petitbri #love #happy #❤ #followme... http://someurl,,everyone,2016-12-30T09:33:11.000Z,814766272684654592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814764662180970497,489737464,"Eu só quero curtir, ficar atoa, viver numa boa.😏🍃 #011 #Happy @ Avenida Paulista, São Paulo, Brasil http://someurl","{'coordinates': {'type': 'Point', 'coordinates': [-46.63767233, -23.54259178]}, 'place_id': '68e019afec7d0ba5'}",everyone,2016-12-30T09:26:47.000Z,814764662180970497,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
SpRncH,814733438368485380,154983499,##Feliz# ##Natal#  #Happy# #holidays# | #... - http://someurl #Instagram #Rio-Grande-Do-Norte http://someurl,,everyone,2016-12-30T07:22:43.000Z,814733438368485380,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#happy,,
brazilbumbum,814733429480849408,765532902335639552,#missbumbum ##Feliz# ##Natal#  #Happy# #holidays# | #... - http://someurl #Instagram #Rio-Grande-Do-Norte http://someurl,,everyone,2016-12-30T07:22:41.000Z,814733429480849408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#happy,,
Instagram,814693256906866688,1488167964,Felicidades!!! #festejandocumple #happybirthday #happy😆 #december29... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-89.68925722, 21.01692923]}, 'place_id': '01566b25bbe7a6d3'}",everyone,2016-12-30T04:43:03.000Z,814693256906866688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814684210279677952,161318126,Legenda livre .. kkk #boy #art #dancer #party #loveit #bar #ferias #ops #happy http://someurl,,everyone,2016-12-30T04:07:06.000Z,814684210279677952,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814684011259920388,2455465302,O mal não se alimenta a gente corta na raiz e não adianta pedir perdãoooo.... 🎶🎶💙| | #Happy #Piura... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-80.6333, -5.2]}, 'place_id': '0126d6553a16d9fd'}",everyone,2016-12-30T04:06:19.000Z,814684011259920388,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#happy,,
Instagram,814682738229997568,2219913264,TE AMO 😍 #boyfriend #goals #happy #summer #makeup #like4like #likeforlike #likesforlikes http://someurl,,everyone,2016-12-30T04:01:15.000Z,814682738229997568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#happy,,
