lang,public_metrics,id,text,author_id,reply_settings,created_at,conversation_id,source,search_query,referenced_tweets,geo,in_reply_to_user_id
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",746151761153396737,RT @someuser Bulls get Denzel Valentine. #yes #pumped,460295317,everyone,2016-06-24T01:23:37.000Z,746151761153396737,Twitter for Android Tablets,#pumped,"[{'type': 'retweeted', 'id': '746148442796363780'}]",,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",746148442796363780,Bulls get Denzel Valentine. #yes #pumped,81288452,everyone,2016-06-24T01:10:26.000Z,746148442796363780,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",740011070664777728,📍🎈🙌🏼#Repost zodoqtheboxer | #Boxing #Pumped #Training #Fighter #Focus #Fast #lifestyle... http://someurl,164414797,everyone,2016-06-07T02:42:42.000Z,740011070664777728,Instagram,#pumped,,,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736064139311734784,RT @someuser Klaar om helemaal vant padje te gaan #GKdebat @someuser @someuser #psyched #pumped #loco,1334800885,everyone,2016-05-27T05:19:00.000Z,736064139311734784,Twitter for Android,#pumped,"[{'type': 'retweeted', 'id': '702204864651272196'}]",,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",723320249848877056,#pumped shinerkc http://someurl,495223501,everyone,2016-04-22T01:19:20.000Z,723320249848877056,Instagram,#pumped,,,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",722654962644348928,"RT @someuser Liedjes, liedjes, LIEDJES, liedjes. Heel veel leuke liedjes. #pumped #nopainnogain #geintjeiksportniet",4320671427,everyone,2016-04-20T05:15:44.000Z,722654962644348928,Twitter for iPhone,#pumped,"[{'type': 'retweeted', 'id': '722551293189963776'}]",,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",722551293189963776,"Liedjes, liedjes, LIEDJES, liedjes. Heel veel leuke liedjes. #pumped #nopainnogain #geintjeiksportniet",192680593,everyone,2016-04-19T22:23:47.000Z,722551293189963776,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",714072432060006400,Dat was een trainingske! #pumped #havannaballante #dancingrosse #fb,472041827,everyone,2016-03-27T12:51:49.000Z,714072432060006400,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",713436682427695104,"@someuser vanavond niet met me schoonmoeder (die kon niet meer), maar met mn oma! Tot zo! #pumped",255528288,everyone,2016-03-25T18:45:34.000Z,713436682427695104,Twitter for iPhone,#pumped,,,45436498
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710231926934786049,@someuser @someuser Whoops... gelukkig wonnen ze met 4-2 #Pumped!,2401830098,everyone,2016-03-16T22:31:01.000Z,710221526474350592,Twitter Web Client,#pumped,"[{'type': 'replied_to', 'id': '710231818654633985'}]",,3064198258
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708646479657877504,"@someuser @someuser Together - Zonderling Remix Edit van The Magician. Das even eentje die je moet luisteren, trust me. #energiek #pumped",2200372164,everyone,2016-03-12T13:31:01.000Z,708637955812925440,TweetDeck,#pumped,"[{'type': 'replied_to', 'id': '708645206640431105'}]",,99569250
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",704434982559707136,Springsteen concert! #pumped,2942410465,everyone,2016-02-29T22:36:02.000Z,704434982559707136,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 31, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",702955105763483648,RT @someuser One more month..... SupermanVBatman... #pumped,2924451614,everyone,2016-02-25T20:35:32.000Z,702955105763483648,Twitter for Android,#pumped,"[{'type': 'retweeted', 'id': '702449734536077312'}]",,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",702791792228438016,Onderweg naar @someuser om een videoclip te schieten! #pumped,2838358804,everyone,2016-02-25T09:46:35.000Z,702791792228438016,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 31, 'reply_count': 0, 'like_count': 15, 'quote_count': 0}",702449734536077312,One more month..... SupermanVBatman... #pumped,3038957256,everyone,2016-02-24T11:07:22.000Z,702449734536077312,Twitter for Android,#pumped,,{'place_id': '5d8158aac6d0a0f6'},
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",702204864651272196,Klaar om helemaal vant padje te gaan #GKdebat @someuser @someuser #psyched #pumped #loco,702202997468696576,everyone,2016-02-23T18:54:20.000Z,702204864651272196,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",700711146098028545,Hopla! Goede tips op @someuser voor wie zich aan het voorbereiden is voor een marathon! #pumped http://someurl,139935690,everyone,2016-02-19T15:58:50.000Z,700711146098028545,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",695936113404440576,Omw2 Radstadt #pumped,391527404,everyone,2016-02-06T11:44:33.000Z,695936113404440576,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",694514173825392640,@someuser Ik heb je een email gestuurd! #Pumped!!!,61294816,everyone,2016-02-02T13:34:17.000Z,694496736740380672,Twitter Web Client,#pumped,"[{'type': 'replied_to', 'id': '694512484464594947'}]",,244090792
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",694312870159503360,@someuser pfft love a gym selfie 💪🏻💦#pumped,103365808,everyone,2016-02-02T00:14:22.000Z,691772221996568577,Twitter for iPhone,#pumped,"[{'type': 'replied_to', 'id': '694311818068512768'}]",,2618544496
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",690966453500133376,"Even een paar rustige muziekjes draaien, want als ik nu ga beginnen met mn grote trim- en scheerbeurt wordt het een bloedbad. #pumped",269972309,everyone,2016-01-23T18:36:54.000Z,690966453500133376,TweetDeck,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",685436517687267328,Accept ★ Teutonic Terror ★ Best Of...Accept (Deluxe Edition) #NowPlaying #Healthy #fitness  #exercise #workout #pumped  #Metal  \m/,35441234,everyone,2016-01-08T12:22:55.000Z,685436517687267328,erased4381902,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",685427283721465856,Accept ★ Breaker ★ Best Of...Accept (Deluxe Edition) #NowPlaying #Healthy #fitness  #exercise #workout #pumped  #Metal  \m/,35441234,everyone,2016-01-08T11:46:13.000Z,685427283721465856,erased4381902,#pumped,,,
nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",672786410663997440,RT @someuser Het strijdperk voor vanavond #GLORY26 #kickboxing #MOKUM #pumped @ RAI Amsterdam http://someurl,520273165,everyone,2015-12-04T14:35:54.000Z,672786410663997440,Twitter for Android,#pumped,"[{'type': 'retweeted', 'id': '672782164560379908'}]",,
nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",672782164560379908,Het strijdperk voor vanavond #GLORY26 #kickboxing #MOKUM #pumped @ RAI Amsterdam http://someurl,125292498,everyone,2015-12-04T14:19:02.000Z,672782164560379908,Instagram,#pumped,,"{'place_id': '99cdab25eddd6bce', 'coordinates': {'type': 'Point', 'coordinates': [4.88910265, 52.34144161]}}",
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",664547114836475906,Zo. De eerste hardloopsessie zit er weer op #pumped,1560936006,everyone,2015-11-11T20:55:53.000Z,664547114836475906,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",662970657496539136,Mn eerste echte dag op Twitter #Pumped #Hashtag,499144713,everyone,2015-11-07T12:31:36.000Z,662970657496539136,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",649415119521378304,developmenbytes: GamerAutoTweets: RT jarvis1990: #amped for #Battlefront #starwars #pumped #gamers #gamer #gamersu... http://someurl,2412579902,everyone,2015-10-01T02:46:44.000Z,649415119521378304,IFTTT,#pumped,,,
nl,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",644956615091834880,RT @someuser Gameday gegen die @someuser Bully 19:30 #pumped,113132890,everyone,2015-09-18T19:30:14.000Z,644956615091834880,Twitter for Windows Phone,#pumped,"[{'type': 'retweeted', 'id': '644891327809892352'}]",,
nl,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 16, 'quote_count': 0}",644891327809892352,Gameday gegen die @someuser Bully 19:30 #pumped,361147345,everyone,2015-09-18T15:10:48.000Z,644891327809892352,Twitter for iPhone,#pumped,,"{'place_id': '5a614f6568a67658', 'coordinates': {'type': 'Point', 'coordinates': [8.45564665, 48.05922723]}}",
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",639086686928924672,KINGSMOOT. EURON. #GoT #pumped,2557110595,everyone,2015-09-02T14:45:14.000Z,639086686928924672,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",631891798525411329,Binnenkort waarschijnlijk interview van TOPradio en een Live Set! #pumped #motivation #DJ,2277663358,everyone,2015-08-13T18:15:19.000Z,631891798525411329,Twitter for Android,#pumped,,{'place_id': 'e62e717b45ee0a92'},
nl,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",629434942695436288,RT @someuser @someuser vs Walker. #pumped 🙅🏼😺 http://someurl,2713161871,everyone,2015-08-06T23:32:39.000Z,629434942695436288,Twitter for iPhone,#pumped,"[{'type': 'retweeted', 'id': '629044314086199297'}]",,
nl,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 16, 'quote_count': 0}",629044314086199297,@someuser vs Walker. #pumped 🙅🏼😺 http://someurl,1613896759,everyone,2015-08-05T21:40:26.000Z,629002446770147328,Twitter for iPhone,#pumped,"[{'type': 'replied_to', 'id': '629002446770147328'}]",,2581150127
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",622740442690547712,#pumped #jbaywinterfest #jbayopen by Insta jess_bevan89 http://someurl #JbayWinterFest #JBayWinterFest @someuser http://someurl,2989498888,everyone,2015-07-19T12:11:06.000Z,622740442690547712,IFTTT,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",622179436570542080,Een second screen film is zo cool waarbij jouw telefoon (dmv een app) de telefoon wordt van het hoofdpersonage met live updates! #Pumped,383819375,everyone,2015-07-17T23:01:51.000Z,622179436570542080,Twitter for Android,#pumped,,{'place_id': '2a8a74486cd0d519'},
nl,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",618087411386589184,RT @someuser EN WE ZIJN LIVE! Super dat jullie meekijken! We gaan er iets leuks van maken! :D #Pumped #happy,353665067,everyone,2015-07-06T16:01:37.000Z,618087411386589184,Twitter for Android,#pumped,"[{'type': 'retweeted', 'id': '618087291081388033'}]",,
nl,"{'retweet_count': 3, 'reply_count': 12, 'like_count': 5, 'quote_count': 0}",618087291081388033,EN WE ZIJN LIVE! Super dat jullie meekijken! We gaan er iets leuks van maken! :D #Pumped #happy,2814897011,everyone,2015-07-06T16:01:08.000Z,618087291081388033,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",615694718412943360,TEEN WOLF!!!!!!! #PUMPED,2314437940,everyone,2015-06-30T01:33:54.000Z,615694718412943360,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",615617944551325696,Ik ga naar Free Fest zaterdag! #pumped,405742200,everyone,2015-06-29T20:28:50.000Z,615617944551325696,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",614824875627270144,VANDAL★: [Pumped BMX] Bmx pt6 http://someurl #pumped,1444739857,everyone,2015-06-27T15:57:27.000Z,614824875627270144,erased1693945,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",614191095744860160,omw to coachella #pumped,2450948287,everyone,2015-06-25T21:59:03.000Z,614191095744860160,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",613353818093453312,OMG! Ik ben over naar 3 HAVO #Pumped,1679031534,everyone,2015-06-23T14:32:00.000Z,613353818093453312,TweetDeck,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",611961377830387712,@someuser That wijnaldum-depay superlink😍 #hyped #pumped #packopening #tomorrow http://someurl,3332943694,everyone,2015-06-19T18:18:56.000Z,611961377830387712,Twitter for iPhone,#pumped,,,3332943694
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",611512009843044352,SFO ✈️DEN🚍Aspen 🍴🍷🎉 #FWClassic @someuser #omg #pumped,72992772,everyone,2015-06-18T12:33:19.000Z,611512009843044352,Twitter for iPhone,#pumped,,{'place_id': '07d9dafeb5c82002'},
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",608129963347148800,@someuser gym later #pumped HAHAHA,283857251,everyone,2015-06-09T04:34:16.000Z,608129963347148800,Twitter for Android Tablets,#pumped,,,453227038
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",603696121135833088,Hyde is an intense pwo. #pumped,252946475,everyone,2015-05-27T22:55:46.000Z,603696121135833088,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",601963334737342464,@someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser Weidman DC & AA ! Woot woot! #Pumped,2479534062,everyone,2015-05-23T04:10:17.000Z,601962523584135169,Twitter for iPhone,#pumped,"[{'type': 'replied_to', 'id': '601962523584135169'}]",,371478876
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",601913466039861248,10 min until doors open! @someuser #pumped!!! http://someurl,450144294,everyone,2015-05-23T00:52:07.000Z,601913466039861248,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",599579879261081600,RT @someuser AMERICA I WILL SEE U IN 2 WEEKS LKDG:VSJFHDGSODIUHGSRJGH #PUMPED,226794687,everyone,2015-05-16T14:19:17.000Z,599579879261081600,Twitter for iPhone,#pumped,"[{'type': 'retweeted', 'id': '599092879886127104'}]",,
nl,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 23, 'quote_count': 0}",599092879886127104,AMERICA I WILL SEE U IN 2 WEEKS LKDG:VSJFHDGSODIUHGSRJGH #PUMPED,144686244,everyone,2015-05-15T06:04:07.000Z,599092879886127104,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",597994427236241408,RT @someuser PV Pen lets gooooooo #pumped,813619615,everyone,2015-05-12T05:19:16.000Z,597994427236241408,Twitter for iPhone,#pumped,"[{'type': 'retweeted', 'id': '597968019046797312'}]",,
nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 15, 'quote_count': 0}",597968019046797312,PV Pen lets gooooooo #pumped,2765561978,everyone,2015-05-12T03:34:20.000Z,597968019046797312,Twitter for iPhone,#pumped,,{'place_id': '48acdded0b77e66f'},
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",596689107549585409,Gym kebt nodig #pumped,414796883,everyone,2015-05-08T14:52:23.000Z,596689107549585409,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",594552548142485504,@someuser @someuser Onderweg!!! #AvengersAgeOfUltron #Pumped,38169986,everyone,2015-05-02T17:22:28.000Z,594537951624835074,Twitter for iPhone,#pumped,"[{'type': 'replied_to', 'id': '594551944057921536'}]",,20763628
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",593675536515334145,omw to moa #ootd #demiworldtourmnl #pumped #EXCITED ☺☺👊🙌💖🚕 http://someurl,1309504532,everyone,2015-04-30T07:17:32.000Z,593675536515334145,Instagram,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",592710193257041920,Open gym later #pumped,339494234,everyone,2015-04-27T15:21:36.000Z,592710193257041920,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",590652353524674560,Men of steel| Heb er zin in💪🏽💪🏽 #pumped http://someurl,626744803,everyone,2015-04-21T23:04:29.000Z,590652353524674560,Instagram,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",587629629189533697,Holy shit! Net een heel speciale mail gekregen voor @someuser Meer info volgt later! #Pumped!,150368953,everyone,2015-04-13T14:53:15.000Z,587629629189533697,Twitter for Android,#pumped,,"{'place_id': '99ad54d1cccb950b', 'coordinates': {'type': 'Point', 'coordinates': [4.4931366, 52.1561765]}}",
nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",586596792474738688,RT @someuser Morgen wordt spannend! We spelen thuis tegen koploper Gooische; als we winnen zijn we koploper. 14:15 @someuser be there!...,28400410,everyone,2015-04-10T18:29:08.000Z,586596792474738688,Twitter for Android,#pumped,"[{'type': 'retweeted', 'id': '586480228714868737'}]",,
nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",586480228714868737,Morgen wordt spannend! We spelen thuis tegen koploper Gooische; als we winnen zijn we koploper. 14:15 @someuser be there! #pumped #team,1661821447,everyone,2015-04-10T10:45:57.000Z,586480228714868737,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",582799914343800832,So...♡Dit is ons môre! Kan nie wag nie! ♥ Wat kan beter wees as ons almal saam...♡ Sien julle môre!! ♡♥ #goodmemories #pumped,3052846303,everyone,2015-03-31T07:01:42.000Z,582799914343800832,Twitter for BlackBerry®,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",582141926402625536,VANDAL★: Pumped BMX: Genie Run gap http://someurl #genie #pumped,1444739857,everyone,2015-03-29T11:27:05.000Z,582141926402625536,erased1693945,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",580620616648249345,@someuser #pumpedbaal ?????,1410200388,everyone,2015-03-25T06:41:57.000Z,580620616648249345,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",580618585468485632,paan baal wgwg@someuser #pumped,1576600219,everyone,2015-03-25T06:33:52.000Z,580618585468485632,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",580618569936990208,@someuser #pumpedheii boyyy😍😍,1052085187,everyone,2015-03-25T06:33:49.000Z,580618569936990208,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",579416014263209986,SpringBreak = Camping! #pumped,1045590072,everyone,2015-03-21T22:55:17.000Z,579416014263209986,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",579278800288157696,Omw naar proefrijles! #pumped,392932780,everyone,2015-03-21T13:50:03.000Z,579278800288157696,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",577809787460648960,So...☆Môre is dit #Boendoe10 Ons is reg!* ♥ So....Nou Ja! Hier kom ons...10 km!* ☑ #Pumped #GimmeFive,3052846303,everyone,2015-03-17T12:32:43.000Z,577809787460648960,Twitter for BlackBerry®,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",576769316688945153,Hahahahaha scumderland #pumped,1359670309,everyone,2015-03-14T15:38:15.000Z,576769316688945153,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",573795678519975936,Zo net heerlijk getraind.. #pumped,2963771523,everyone,2015-03-06T10:42:05.000Z,573795678519975936,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",572567024016199680,FNAF 3 is AWESOME!!!!!!!! #pumped,2961333405,everyone,2015-03-03T01:19:50.000Z,572567024016199680,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",567463010982461440,"Haha Hamburg, worst cunts #pumped",489790126,everyone,2015-02-16T23:18:19.000Z,567463010982461440,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",566361391368794112,Een geweldige presentatie van de popweek gehad #pumped,239417114,everyone,2015-02-13T22:20:52.000Z,566361391368794112,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",566274457560686592,@someuser @someuser Woop woop #pumped,2718007267,everyone,2015-02-13T16:35:26.000Z,566174088138604544,Twitter for Android,#pumped,"[{'type': 'replied_to', 'id': '566174088138604544'}]",,404345727
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",565738744859590657,#pumped woopity woop woop,544657925,everyone,2015-02-12T05:06:42.000Z,565738744859590657,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",564729568012271617,Vandaag de nieuwe buitenlandse studenten! #pumped,114743333,everyone,2015-02-09T10:16:35.000Z,564729568012271617,Twitter for iPhone,#pumped,,,
