lang,referenced_tweets,reply_settings,source,public_metrics,in_reply_to_user_id,created_at,text,conversation_id,id,author_id,search_query,geo
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T03:04:00.000Z,>>> http://someurl <<< #Avignon #sex orgy #hairy ass #chatroom booty #wonderful #petit http://someurl,813581166116802560,813581166116802560,776311490743717889,#wonderful,
en,"[{'type': 'replied_to', 'id': '813555220617850880'}]",everyone,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",1390680698,2016-12-27T02:29:14.000Z,@someuser You are #wonderful Dear 💕Emma💕Thank You for Your #beautiful #vibes💕the #light is #bright in You💕🙏😇 http://someurl,813555220617850880,813572415817154560,2992512774,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T02:26:45.000Z,Fly away... #nofilter #moments  #happy #vibrant #picoftheday #wonderful #smiles... http://someurl,813571794154045440,813571794154045440,77699100,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T02:14:05.000Z,A true heroine! Amazing!| http://someurl| | #jews| #Jewish| #TuesNews| #tuesdaytip| #education| #children| #learning| #Wonderful| #salute http://someurl,813568604910145536,813568604910145536,499640626,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T02:10:29.000Z,Great #Review: What a great place to visit! The guide was #wonderful & very #knowledgable about the mansion! A #beautiful place! - Jodi http://someurl,813567701062918144,813567701062918144,1651290577,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T01:54:42.000Z,>>> http://someurl <<< #Mulhouse #hookups bbw #legs orgy #cammodel bigboob #wonderful #lubrique http://someurl,813563725156384769,813563725156384769,776370855777562624,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T01:31:19.000Z,>>> http://someurl <<< #Aubervilliers #pickup boob #busty booty #mfcgirls boobs #wonderful #putirica http://someurl,813557843567710208,813557843567710208,776313794683428864,#wonderful,
en,"[{'type': 'quoted', 'id': '813451997194162186'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T01:25:16.000Z,"I follow this #wonderful artists from #StThomas and if you dont already, you should!  #justdoit #supportlocal #somuchtalent #beautiful http://someurl",813556320360132608,813556320360132608,706698282312011776,#wonderful,
en,"[{'type': 'replied_to', 'id': '813512207187185664'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",95256635,2016-12-27T01:20:59.000Z,@someuser u look #wonderful 😍#HappyHolidays,813512207187185664,813555242415562753,257137296,#wonderful,
en,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T01:04:05.000Z,Dance of lights!! #danceoflights #BoxingDay #rhythmic #wonderful http://someurl,813550990095949824,813550990095949824,461693814,#wonderful,
en,"[{'type': 'replied_to', 'id': '813549499188740096'}]",everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",1390680698,2016-12-27T01:02:28.000Z,Dear 💓Emma💓@someuser are #wonderful ... Yes You are #sincerely💓😇 http://someurl,813549499188740096,813550583747645440,2992512774,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T01:00:55.000Z,Come #visit all our #wonderful #guest and #more to come with @someuser #breal at o.c.caregivers... http://someurl,813550193408954368,813550193408954368,59606920,#wonderful,"{'place_id': '0c2e6999105f8070', 'coordinates': {'type': 'Point', 'coordinates': [-117.89, 33.8362]}}"
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T00:50:39.000Z,I love it when the skys blazing...| #sky #clouds #fantastic #wonderful #spectacular #surreal... http://someurl,813547609851830272,813547609851830272,297711218,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",2428388862,2016-12-27T00:48:55.000Z,@someuser Thanks for the follow. One of my best friends in college was from #Finland  A beautiful place with #wonderful people.,813547171073114112,813547171073114112,803730677644558336,#wonderful,{'place_id': 'f33f520be81a525c'}
en,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-27T00:37:18.000Z,#rogueone Is Amazing!! #awesomeness #awesome #cool #amazing #StarWars #wonderful #movies #Epic #epicness #goseeit #whynot #happiness #happy,813544250608492544,813544250608492544,1697131472,#wonderful,
ca,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T00:31:42.000Z,>>> http://someurl <<< #Besançon #hookups pornstar #booty tits #mfc facial #wonderful #planq http://someurl,813542838621392897,813542838621392897,776320895208001536,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T00:31:24.000Z,>>> http://someurl <<< #Nantes #erotica porno #bdsm slave #livechat blowjob #wonderful #soumise http://someurl,813542763266502657,813542763266502657,776389492064346113,#wonderful,
en,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-27T00:11:00.000Z,I #hope #everyone had a #wonderful #Christmas. I wanted to share this #fantastical @someuser rendition (We Are Young)|  http://someurl,813537629777981440,813537629777981440,2706256282,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T23:58:01.000Z,"Another #wonderful #christmas #together with #family @ Delta, British Columbia http://someurl",813534363430354944,813534363430354944,93512094,#wonderful,"{'place_id': '5f49a5792faa1e89', 'coordinates': {'type': 'Point', 'coordinates': [-123.087, 49.0192]}}"
en,"[{'type': 'replied_to', 'id': '813475119976751104'}]",everyone,Twitter Web Client,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",3152205769,2016-12-26T23:49:49.000Z,Soo.. #beautiful #delightful #fresh #appetizing and #delicious #looking @someuser @someuser #wonderful of You for #share #happiness😇 http://someurl,813434193678073856,813532300675842048,2992512774,#wonderful,
en,"[{'type': 'replied_to', 'id': '813475886464909312'}]",everyone,Twitter Web Client,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",1035989251,2016-12-26T23:47:49.000Z,🌹Alex and #wonderful #Friends @someuser @someuser @someuser @someuser @someuser @someuser @someuser #Enjoy #HappyHolidays 🍷🎻💃😇 http://someurl,813475886464909312,813531794259771394,2992512774,#wonderful,
en,"[{'type': 'replied_to', 'id': '813480047373848576'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",1327639712,2016-12-26T23:41:32.000Z,Hello Paolo @someuser @someuser @someuser @someuser @someuser #Wonderful to see You Dear #Friends #Friendship doubles #Joy💃 http://someurl,813255534077952000,813530213325869056,2992512774,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T23:37:16.000Z,"White Cliffs of Dover, England [OC] [2815x3753] #Earth #EarthPorn #Wonderful http://someurl",813529139563085824,813529139563085824,2608731229,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T23:32:01.000Z,Back to a happier day...| #sky #clouds #fantastic #wonderful #spectacular #surreal #surrealsummer... http://someurl,813527817908584448,813527817908584448,297711218,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T23:29:33.000Z,>>> http://someurl <<< #Béziers #flirt curvy #cum boob #live amateur #wonderful #plansexe http://someurl,813527199513006085,813527199513006085,776388439100887040,#wonderful,
en,"[{'type': 'replied_to', 'id': '813484973021954048'}]",everyone,Twitter Web Client,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",1326825139,2016-12-26T23:29:14.000Z,Hello 💓Charlotte💓 @someuser @someuser @someuser @someuser @someuser #Wonderful to see You Dear #Friends #HappyHolidays http://someurl,812926115526414336,813527119536001025,2992512774,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",41638828,2016-12-26T23:20:13.000Z,@someuser album #BrokenMan is just #wonderful. Check it out on @someuser HERE:  http://someurl| | @someuser @someuser http://someurl,813524848991469568,813524848991469568,3146698507,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T22:52:37.000Z,>>> http://someurl <<< # #dates hooker #tits gaping #liveonchaturbate panties #wonderful #soumise http://someurl,813517905111478272,813517905111478272,776314402840702976,#wonderful,
en,,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T22:41:46.000Z,Oh my word. Watched The Manchurian Candidate(1962). Amazing!! #AngelaLansbury #wonderful #actinggoals,813515173264695297,813515173264695297,249523277,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1500269714,2016-12-26T22:40:00.000Z,@someuser Hope you had a #Wonderful Christmas with your family Salina! 🎅😍😘😘😘,813514730858049536,813514730858049536,2220811248,#wonderful,
en,,everyone,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-26T22:38:34.000Z,Some more little Christmas impressions 😉🎄😘 #merry #wonderful #shining #bright #lights #gold #red http://someurl,813514370470838274,813514370470838274,1517664096,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-26T22:29:11.000Z,MerryXmas Eve✨💭| December 24th.| | Yomiuri Land🌟Wonderful Night🌃💭| Thank you✨💗| #thankyou #wonderful... http://someurl,813512007622291456,813512007622291456,3128369077,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T22:19:49.000Z,Feeling very #lucky and #blessed and #loved this #holiday season  because I have #wonderful... http://someurl,813509650779926528,813509650779926528,17281314,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T22:07:46.000Z,>>> http://someurl <<< # #escort slave #upskirt hairy #cumwhore orgasm #wonderful #chienne http://someurl,813506616767156229,813506616767156229,776314402840702976,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,2016-12-26T22:01:01.000Z,#Wonderful #creative #graphic #art #posters #inspiring Gig Posters | Selection by @someuser  http://someurl http://someurl,813504920217329664,813504920217329664,2812988362,#wonderful,
en,,everyone,SocialOomph,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T22:00:32.000Z,Shoutout to the #Hyundai North staff member who made your experience #wonderful! http://someurl,813504795218743296,813504795218743296,1394752442,#wonderful,
en,,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T21:46:33.000Z,Queens Speech inspiring #wonderful words,813501279221772288,813501279221772288,1400762059,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T21:28:55.000Z,Expresso Martini by jonaddicted 🍸🙏😍at #restolabaraque #martini #wonderful #valdisere #pleasure... http://someurl,813496841643970560,813496841643970560,2356293010,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 13, 'quote_count': 0}",,2016-12-26T21:26:01.000Z,Our #amazing #wonderful #fantastic Angie @someuser with Chaz @someuser in this pencil painting ☺😀🔝😲😃👍👏🏻👏🏻👏🏻 http://someurl,813496112485113857,813496112485113857,1011931694,#wonderful,{'place_id': '419060023b8455e1'}
en,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T21:25:14.000Z,"Catching up with Howard Hewett,  and hoping you had a Pleasant #Christmas And will have A #Wonderful #New years😃🎤... http://someurl",813495915470266368,813495915470266368,345197436,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,2016-12-26T21:25:06.000Z,"Catching up with Howard Hewett,  and hoping you had a Pleasant #Christmas And will have A #Wonderful #New years😃🎤 #Eclipse http://someurl",813495880842178560,813495880842178560,345197436,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",,2016-12-26T21:23:19.000Z,I visited an amazing cactus nursery http://someurl #futurism #science #gadgets #wonderful #Politics #Tech... http://someurl,813495430080241666,813495430080241666,16946467,#wonderful,
en,,everyone,Twitter for Android,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-26T21:14:46.000Z,#k9hour #HappyBoxingDay  #wonderful woofers all looking for super duper homes plz rt @someuser http://someurl,813493278930849792,813493278930849792,2337280352,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T21:05:20.000Z,"Such a #wonderful #Christmas Day 🎅🏻⛄️ with the #family yesterday. With a lot of #gifts 🎁, nice... http://someurl",813490905772621826,813490905772621826,92096699,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T21:01:20.000Z,Its the most #wonderful #time of the #year #christmastime... http://someurl,813489897948352512,813489897948352512,63480710,#wonderful,
en,,everyone,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,2016-12-26T20:56:05.000Z,"Its been so #wonderful to spend time with #friends & #family, that Im back in #bed & #hoping #nobody notices. 😊",813488577216737280,813488577216737280,570277677,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T20:55:09.000Z,💕 #bestgiftever this little guy plus his brother due in April #wonderful #pregnant #pregnancy... http://someurl,813488342406987776,813488342406987776,227699510,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 1}",,2016-12-26T20:50:15.000Z,"How many amazing, silly, funny, dancing, singing, #wonderful, & #brave campers did @someuser serve in #2016? #tuesdayturtletrivia http://someurl",813487109399003139,813487109399003139,532425600,#wonderful,
en,,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T20:41:08.000Z,Assassins Creed the movie #Wonderful,813484816448495616,813484816448495616,744124895345410049,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",180295902,2016-12-26T20:41:05.000Z,@someuser 7006 was delayed but I still ❤ you & wish I didnt have to cheat on you to reach my 2nd destination #wonderful #perfection,813484803202772992,813484803202772992,3219640446,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-26T20:35:48.000Z,"Youre a whole lot of #lovely. Yes, you. Little ode to the #wonderful #people in my #life. You... http://someurl",813483471733551104,813483471733551104,370115404,#wonderful,"{'place_id': '0653bb913c88c1ea', 'coordinates': {'type': 'Point', 'coordinates': [4.3476022, 50.85234103]}}"
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T20:34:44.000Z,#RadioDelta #Korsou #QuintenBrunken #Tamika you better step out of the #Illusions of #Space and #Study #DrSebi #Wonderful #Herb #Medicine http://someurl,813483205957455873,813483205957455873,31371432,#wonderful,
en,,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-26T20:22:21.000Z,Le Gallerie dItalia in Milan... What a beauty... @someuser #wonderful http://someurl,813480089430224896,813480089430224896,3377081475,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T20:18:52.000Z,Happy customers at Christmas! ☺️🐾👌❤️ #wonderful #grateful #petportrait #shopsmall #pooch... http://someurl,813479213915324417,813479213915324417,259383554,#wonderful,
en,,everyone,TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T19:55:26.000Z,This #pillow will give you positive vibes by reminding you how #wonderful you are! | Get it now from #Ashley http://someurl,813473314479935489,813473314479935489,2900566936,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T19:48:17.000Z,Creepy ice ghost pareidolia http://someurl #futurism #science #gadgets #wonderful #Politics #Tech #News #... http://someurl,813471514955808768,813471514955808768,16946467,#wonderful,
en,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-26T19:46:57.000Z,Hope everyone had a #wonderful #xmas...#happymonday,813471181873573888,813471181873573888,1186336544,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T19:43:19.000Z,A #Wonderful add on for #NewYearsResolutions #2017! http://someurl,813470265229410305,813470265229410305,343347088,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",,2016-12-26T19:08:54.000Z,China is on a massive bitcoin buying spree http://someurl #futurism #science #gadgets #wonderful #Politic... http://someurl,813461605581262849,813461605581262849,16946467,#wonderful,
en,,everyone,Buffer,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T19:08:30.000Z,So many #wonderful uses of #frankincense #essential oil. #FREE through the end of #December. ($93 value) http://someurl,813461505081544705,813461505081544705,763425057192325120,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T19:07:43.000Z,Rainier looming in the distance [OC] [3264x2149] #Earth #EarthPorn #Wonderful http://someurl,813461307554983936,813461307554983936,2608731229,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:58:07.000Z,An incredible sky⛅☁ #igers #nature #wonderful #vsco #vscocam  #vscogood #incredible #Sky http://someurl,813458892080508928,813458892080508928,517920883,#wonderful,
en,,everyone,vcreekquotes,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:45:06.000Z,Remind Your Kids That They Are #Wonderful - http://someurl| #Children #Parenting http://someurl,813455613212692480,813455613212692480,2396701844,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:44:26.000Z,Ending a long but #wonderful #day with an #amazing #sunset 🌅 wishing all a #great #week and... http://someurl,813455446073872386,813455446073872386,26451798,#wonderful,"{'place_id': '2edb6e240797c549', 'coordinates': {'type': 'Point', 'coordinates': [34.9225, 31.8761]}}"
en,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-26T18:43:48.000Z,"#HappyBirthdaySalmankhan To MOst #Sweetest ,#WOnDerFuL,THe #KinD #Hearted #SuGary Person Ever Seen😍My #IDOL ,My Favourite STAR😘LOve yOu Sir😘 http://someurl",813455285591285760,813455285591285760,1214897774,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:42:05.000Z,I should buy a flat in Cannes as well 😂😂😂 #jesuspaul #jesuspaulofficial #happy #wonderful... http://someurl,813454854005800960,813454854005800960,128431281,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:40:44.000Z,>>> http://someurl <<< #Toulon #sexo creampie #amateur deepthroat #nudecam doggystyle #wonderful #sexe http://someurl,813454517673005056,813454517673005056,776388699202392065,#wonderful,
en,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,2016-12-26T18:39:39.000Z,New Vlog!!| #vlog #travel #asia #wonderful #longest #tallest| http://someurl,813454243508015104,813454243508015104,2611701398,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:27:14.000Z,"Vernal Falls, Yosemite NP [OC][1367x2048] #Earth #EarthPorn #Wonderful http://someurl",813451117778571264,813451117778571264,2608731229,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:23:26.000Z,We had a #wonderful day at #imgworldsofadventure 🎪🌈🤹🏻‍♀️🎭 #| #dubai #uae #imd #wolds #of... http://someurl,813450162429366272,813450162429366272,4072641493,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:23:12.000Z,Nine hideous Pixar ripoffs http://someurl #futurism #science #gadgets #wonderful #Politics #Tech #News #R... http://someurl,813450104514510848,813450104514510848,16946467,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:20:06.000Z,#Guess #who #having #wonderful #time #her #birthday #Our #own #HawtDame is #celebrating #Help us #shower her with #love and #bestwishes http://someurl,813449323790946304,813449323790946304,18089224,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:19:51.000Z,Good morning everyone! Hope everyone had a #wonderful Holiday. Whos excited to leave 2016 and say #hello to #2017? http://someurl,813449259215294465,813449259215294465,770797898632011776,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:18:32.000Z,Things I miss: The Adventures of Pete and Pete http://someurl #futurism #science #gadgets #wonderful #Pol... http://someurl,813448930302246913,813448930302246913,16946467,#wonderful,
en,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:08:46.000Z,The #wonderful Villa Elaia in #Cadaques on the #CostaBrava #weddingplanner #weddingvenue  #weddingBarcelona... http://someurl,813446470015840257,813446470015840257,77158175,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:08:42.000Z,The #wonderful Villa Elaia in #Cadaques on the #CostaBrava #weddingplanner #weddingvenue... http://someurl,813446455348391936,813446455348391936,77158175,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}",224809313,2016-12-26T18:03:22.000Z,@someuser Dear Angie you and Jane are #amazing #wonderful #determinate #brilliant #stronger and  miss you very much I hope do you like 😀 http://someurl,813445114316156935,813445114316156935,1011931694,#wonderful,{'place_id': '419060023b8455e1'}
en,,everyone,Constant Contact,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:01:16.000Z,Masterful Mindsets -  The #Holidays arent #Wonderful for everyone. #Grief #Depression http://someurl http://someurl,813444584088961024,813444584088961024,33104942,#wonderful,
en,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T18:01:13.000Z,Masterful Mindsets -  The #Holidays arent #Wonderful for everyone. #Grief #Depression http://someurl,813444572537823232,813444572537823232,33104942,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T17:58:41.000Z,Phillips Hue dimmer switch kit http://someurl #futurism #science #gadgets #wonderful #Politics #Tech #New... http://someurl,813443931845382144,813443931845382144,16946467,#wonderful,
en,"[{'type': 'replied_to', 'id': '813439319654338560'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",14230524,2016-12-26T17:53:07.000Z,And the #Wonderful thing is being able to possibly experience some #delights at| @someuser #NYC from her #father via  @someuser ❤️ http://someurl,813439319654338560,813442533665685505,162734561,#wonderful,
en,"[{'type': 'replied_to', 'id': '813397857629798400'}]",everyone,Twitterrific for iOS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",100250921,2016-12-26T17:44:02.000Z,"@someuser @someuser So when we can ill afford an incompetent leader, that is exactly what we get.  #Wonderful",813397857629798400,813440245022588928,84352384,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,2016-12-26T17:44:01.000Z,#christmas2016 | #shark #Mermaid #family #familytime makes everything #wonderful #grandson #granddaughter #thebest http://someurl,813440241893658624,813440241893658624,599359061,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T17:39:25.000Z,"What a year. Rough in many ways, but there were some #wonderful moments. #Adieu2016 http://someurl",813439083967979520,813439083967979520,805846686,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T17:37:18.000Z,The AT near Indian Gap. The Great Smoky Mountains National Park. [4096x2720][OC] #Earth #EarthPorn #Wonderful http://someurl,813438553023778817,813438553023778817,2608731229,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T17:37:16.000Z,A Misty Missouri Morning [OC] [1080x866] #Earth #EarthPorn #Wonderful http://someurl,813438542613512192,813438542613512192,2608731229,#wonderful,
en,"[{'type': 'replied_to', 'id': '813087421894049797'}]",everyone,Twitter for iPhone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",3038231260,2016-12-26T17:35:15.000Z,@someuser Hello Dear 💕Anita💕You are #special #wonderful One.. #sincerely #love is #universal #blessed to be Your #friend😇 http://someurl,813087421894049797,813438038177185792,2992512774,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-26T17:33:29.000Z,>>> http://someurl <<< #Tours #pickup booty #booty butt #webcamgirl nylon #wonderful #poitrine http://someurl,813437593551568896,813437593551568896,776388699202392065,#wonderful,
