public_metrics,created_at,id,text,reply_settings,conversation_id,source,author_id,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T23:03:23.000Z,814970163766456320,"Havilah2: #Venue for 500 People - Jibowu, Lagos. #Great for #Wedding #Conference #Concert  ... http://someurl",everyone,814970163766456320,IFTTT,3009395390,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T23:02:04.000Z,814969835729862656,"#Venue for 500 People - Jibowu, Lagos. #Great for #Wedding #Conference #Concert  http://someurl #VenueHero http://someurl",everyone,814969835729862656,erased994719,54635202,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T23:00:14.000Z,814969371894435841,God could not be everywhere and therefore he made mothers #Great Mother quotes ~http://someurl,everyone,814969371894435841,Linkis: turn sharing into growth,1498806812,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T22:59:57.000Z,814969302088609797,Sir Andy makes #tennis #great #again- http://someurl,everyone,814969302088609797,Twitter Web Client,83211222,en,#great,,"[{'type': 'quoted', 'id': '814968977608867840'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:58:41.000Z,814968983397003264,"Today marks the 19 #anniversary of my #great #grandmothers passing, #Mama Tita (Blanca) ! This... http://someurl",everyone,814968983397003264,Instagram,793932241625718784,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:54:41.000Z,814967976537550848,My #Great #Wall ver VIDEO en: http://someurl - #Ass #China #çıplakDolaşanKimse #Cnawdol #Cuckold # http://someurl,everyone,814967976537550848,SocialNQuintaSw,3107474811,en,#great,,,
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-12-30T22:50:09.000Z,814966834617286658,Do you have a #great story to share about your life? Im looking for #personalstories to feature. DM me for details. #tellyourstory,everyone,814966834617286658,Hootsuite,4858204456,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:46:43.000Z,814965969156210688,"Looking forward 2watching #OnTheRoadWithNormanReedus ! Norman, #Bikes, #Great #Roads For Bikes ! What More could u ask for #DreamShow 🌹💋🏍✌🏼",everyone,814965969156210688,Twitter for iPad,156130053,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T22:39:32.000Z,814964161591513092,Be thankful for all you have Got. Fav pic of the whole yearGod #is #great #vscoartist #vscocam... http://someurl,everyone,814964161591513092,Instagram,755048204,en,#great,"{'coordinates': {'type': 'Point', 'coordinates': [-1.385, 54.91]}, 'place_id': '7bd9298983681ec3'}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:35:34.000Z,814963166530650112,Belfast #great city! http://someurl,everyone,814963166530650112,Twitter for iPhone,367299179,en,#great,,"[{'type': 'quoted', 'id': '814813214030659584'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:34:47.000Z,814962970061053952,".@someuser #security systems at work, blocking the word #great 🤔 http://someurl",everyone,814962970061053952,Twitter for iPhone,1524957086,en,#great,,,
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",2016-12-30T22:33:58.000Z,814962762690494466,#GREAT EXPECTATIONS!!!  #LACKOFWORRIES🎈 http://someurl,everyone,814962762690494466,Twitter for iPhone,796103339465441280,en,#great,{'place_id': '4ec01c9dbc693497'},,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:22:05.000Z,814959773162405888,@someuser has #great #music #supports #localmusic #nonprofit #organizations #localbusiness and #awesome #volunteer #team http://someurl,everyone,814959773162405888,Twitter for Android,2377466412,en,#great,{'place_id': 'ac88a4f17a51c7fc'},"[{'type': 'quoted', 'id': '814865281654747136'}]",1228004496
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T22:20:18.000Z,814959322824249348,iF #YoUu Cant🙏 dOo #grEat THingSs..!!| DOo #sSmaLL THingSs in #grEat👌 way..!!😋😋,everyone,814959322824249348,Facebook,4188496859,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T22:19:19.000Z,814959074337058820,#yippee #PrayersAnswered #MegynKelly is #egomaniac #unbearable Hope @someuser or @someuser replace🙃her👊 @someuser #great 2🤔👏 http://someurl,everyone,814959074337058820,Twitter for Android,785270768456216576,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:16:11.000Z,814958286671872002,Hmmm. So this is how this evening is gonna go 🙄 #great,everyone,814958286671872002,Twitter for Android,340106711,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:14:25.000Z,814957841505288192,#news #Great Wolf seeks to purchase water park near Mall of America #business #fdlx,everyone,814957841505288192,IFTTT,2721208404,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:12:02.000Z,814957240822153220,Its been a #GREAT #YEAR!!! #2016 and Cant wait to get #2017 on its... http://someurl,everyone,814957240822153220,Instagram,24697130,en,#great,"{'coordinates': {'type': 'Point', 'coordinates': [-84.34943, 33.82634]}, 'place_id': '8173485c72e78ca5'}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:08:24.000Z,814956328338784256,Find #great #diaper bag for you and your #baby http://someurl #follow,everyone,814956328338784256,Dynamic Tweets,507569734,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T22:06:38.000Z,814955884619202561,Its even got a #great #design| Who wouldnt #want to #wear one of these?| | http://someurl,everyone,814955884619202561,Twitter Web Client,606819592,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:05:41.000Z,814955643492659200,@someuser has a injury that might need surgery still throws for over 300 yards wow #great player,everyone,814955643492659200,Twitter for iPhone,116122138,en,#great,,,26229939
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:55:44.000Z,814953142068662272,#YELLO FROM THE COUNTRY SIDE @someuser #7 IS #GREAT #HAPPYNEWYEAR #BumpyFace #DELISH,everyone,814953142068662272,Twitter Web App,1591900736,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T21:55:35.000Z,814953103862677505,A year of #great #harvest for the church http://someurl,everyone,814953103862677505,Instagram,706690728857116672,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-30T21:53:36.000Z,814952602962104320,😎😎😎#great Gees never back out from tha Hoods😎😎😎😎😎,everyone,814952602962104320,Twitter for BlackBerry,814270828892319744,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:48:06.000Z,814951218523078656,#ForTheFirstTime and the #first #happy #amazing #awesome #perfect #excellent #great #verygood... http://someurl,everyone,814951218523078656,Instagram,559255490,en,#great,,,
"{'retweet_count': 4, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2016-12-30T21:44:24.000Z,814950289635737600,#Great #Profit tonight #OutlinePlan lads.| £215 into pot.| Pot now sits at £1622 | | #NewcastleUnited did the business for us #tonight |  #Wins http://someurl,everyone,814404141736980481,Twitter Web App,4577432176,en,#great,,"[{'type': 'replied_to', 'id': '814761204325449728'}]",4577432176
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:42:34.000Z,814949829130514432,"Havilah2: #Venue for 400People at CBD, Ikeja-Lagos. #Great for #Wedding #Conference http://someurl #Venu... http://someurl",everyone,814949829130514432,IFTTT,3009395390,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T21:38:55.000Z,814948908841439232,Very #proud to say we know @someuser and @someuser not just #great footballers but #top girls!!! All the best for the future,everyone,814948908841439232,Twitter for iPhone,2513480196,en,#great,{'place_id': '0b6d2184a3040241'},,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:36:17.000Z,814948246590279681,"RT#Venue for 400People at CBD, Ikeja-Lagos. #Great for #Wedding #Conference http://someurl #VenueHero http://someurl : ...",everyone,814948246590279681,IFTTT,54635202,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:32:29.000Z,814947288288260096,@someuser #sussexweddingfair magic #selfie mirror to #hire great 4 all occasions http://someurl pls RT #great #fun for #guests http://someurl,everyone,814943718570651648,Twitter for iPhone,801334684055666689,en,#great,,"[{'type': 'replied_to', 'id': '814943718570651648'}]",717082964157472768
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:32:02.000Z,814947177667686400,"#Venue for 400People at CBD, Ikeja-Lagos. #Great for #Wedding #Conference http://someurl #VenueHero http://someurl",everyone,814947177667686400,erased994719,3409907741,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T21:30:52.000Z,814946884787859456,I took the best nap Ive ever taken in my life then woke up feeling like actual death #great,everyone,814946884787859456,Twitter for iPhone,1143970957,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:25:11.000Z,814945451258441728,Yes 2016 kinda sucked but lets blow up 2017| #adventure #twitter #great #life #newyear #complete #legit #cool,everyone,814945451258441728,Twitter Web Client,813937450653356032,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:24:52.000Z,814945372619436032,Ask yourself are you ready to own 2017????| #adventure #twitter #great #life #newyear #complete #legit #cool,everyone,814945372619436032,Twitter Web Client,813937450653356032,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:24:32.000Z,814945289609957376,Im offically in love with twitter | #adventure #twitter #great #life #newyear #complete #legit #cool,everyone,814945289609957376,Twitter Web Client,813937450653356032,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:23:53.000Z,814945123649757184,@someuser And we always knew you were Putins puppet.#great move on fixing the election for his minion.,everyone,814919370711461890,Twitter for iPhone,801089470644617216,en,#great,,"[{'type': 'replied_to', 'id': '814919370711461890'}]",25073877
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T21:20:02.000Z,814944158083403776,Super deal:#funedu #great books Make Way for Ducklin http://someurl http://someurl,everyone,814944158083403776,erased12347363,729419887685275650,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:18:29.000Z,814943766570291202,"@someuser New Years Eve Eve visit, first visit, wont be our last #fantastic #amazingfood #staff #great #mushroombreadrocks",everyone,814943766570291202,Twitter for iPhone,248595669,en,#great,,,2660047607
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:17:58.000Z,814943636135645184,"@someuser When does the presidential vocabulary kick in, or are we stuck with #great #bigly #terrific until the #impeachment",everyone,814940379174830080,Twitter for Android,239039884,en,#great,,"[{'type': 'replied_to', 'id': '814940379174830080'}]",19568591
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:15:08.000Z,814942924047839234,"Spend £10, play with £40 at Paddy Bingo #great http://someurl http://someurl",everyone,814942924047839234,bets_an_babes,797826817193377796,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:15:07.000Z,814942917622136832,We want to #expand worldwide! Go to:  http://someurl|  You just have met a #great opportunity! http://someurl,everyone,814942917622136832,erased994719,701014001795391488,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:13:10.000Z,814942426771111936,CFH for Rubber Mulch in Great Bridge #CFH #for #Rhino #Mulch #Great #Bridge http://someurl,everyone,814942426771111936,erased7134794,746671079989600257,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:11:56.000Z,814942116703039488,God will Make You #GREAT ! | People who youve Never Seen will begin to #SEE YOU ~ (Y) — feeling amazed,everyone,814942116703039488,Facebook,1135317138,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-30T21:11:39.000Z,814942044720398336,@someuser The leadership podcast #great,everyone,814942044720398336,Twitter for iPhone,163140568,en,#great,,,18060584
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:10:39.000Z,814941796522397696,#ASISAbuja2016 Ane Osiobe Intl. Fdn: A #great #vision without great #people is irrelevant Our president & the #dir... http://someurl,everyone,814941796522397696,IFTTT,2875108501,en,#great,,"[{'type': 'quoted', 'id': '814941008639258628'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:08:24.000Z,814941230190759936,http://someurl watching some vintage @someuser and its wonderful. @someuser is a great show on @someuser #Great,everyone,814941230190759936,Twitter for Android,3879859103,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",2016-12-30T21:07:31.000Z,814941008639258628,A #great #vision without great #people is irrelevant | | Our president & the #director of DPI #jabi #abuja #fct| | #ngo #lugbe #abuja #nigeria http://someurl,everyone,814941008639258628,Twitter for Android,4638315253,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:02:02.000Z,814939625433296896,@someuser teaming with Jesca Hoop is one of the best #albums of 2016 http://someurl #NewMusicMonday #music #indiemusic #great http://someurl,everyone,814939625433296896,Buffer,50069686,en,#great,,,174381739
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:55:10.000Z,814937898235543552,"@someuser thank you for your service, dedication , and concern for your constituents Happy New Year| #Great job",everyone,814937898235543552,Twitter for Android,814465916117381120,en,#great,,,278145569
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",2016-12-30T20:38:17.000Z,814933649279844352,Ckecking out cocktauks for the first time @someuser @someuser @someuser #great expectations #espresso martini #lycheemartini http://someurl,everyone,814933649279844352,Twitter for Android,87010450,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:34:13.000Z,814932627387977734,#Great #skiing in @someuser .....Almost as #Amazing as #GrandCanyon ...... #skiItalia http://someurl,everyone,814932627387977734,Twitter for Android,728470088,en,#great,{'place_id': '598bea2f6ee93123'},,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:33:42.000Z,814932494906691589,#Great #News #AngelWishes #Families will be nominating #Children for #BeBraveBears & @someuser will pay #P&P http://someurl,everyone,814932494906691589,Twitter for Android,695934812918517761,en,#great,,"[{'type': 'quoted', 'id': '814908395199283200'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:33:35.000Z,814932466817503232,#JacobBanks - | | #Say Something (A #Great Big World)| | #MahoganySession | | http://someurl via @someuser,everyone,814932466817503232,Twitter Web Client,708610844993658880,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:32:28.000Z,814932186344357888,Here are some #great #venison #recipes that will top off the end to a #perfect #hunt http://someurl  http://someurl,everyone,814932186344357888,Dynamic Tweets,507569734,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:31:00.000Z,814931817283420171,#great anal movies free amateur wives http://someurl,everyone,814931817283420171,Twitter Web Client,751922889117536256,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:28:02.000Z,814931069204070400,@someuser #great keep it going.,everyone,814560160727306244,Twitter for Android,982806884,en,#great,{'place_id': '1c69a67ad480e1b1'},"[{'type': 'replied_to', 'id': '814560160727306244'}]",1541744390
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:22:46.000Z,814929742898012161,"#great night| Means, no time for twitter.| seeya.",everyone,814929742898012161,Twitter for iPhone,182986811,en,#great,,,
"{'retweet_count': 10, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:21:51.000Z,814929513071132672,First session of pre season and Ive injured my back. #great,everyone,814929513071132672,Twitter for iPhone,61708805,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:19:12.000Z,814928848777158656,#GMC #Sierra #2005 #4X4 #GREAT #CONDITION!!: 2005 GMC Sierra condition: goodcylinders: 8 cylindersdrive: 4wdfuel:... http://someurl http://someurl,everyone,814928848777158656,dlvr.it,2595181597,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:16:03.000Z,814928053260451840,"We 🚶‍♀️2 @someuser visited #johnwoodsports closing, #Great 2 hear proprietor 💪👍 @someuser Thank you, ull b missed...@someuser",everyone,814928053260451840,Twitter for iPad,4807422795,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:15:28.000Z,814927905994186752,#Ceruttis #Hull the start of a #great #year for #Hull 1st January 2017 @ 2017 http://someurl,everyone,814927905994186752,Twitter Web Client,1259869202,en,#great,,"[{'type': 'quoted', 'id': '814780813778751488'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:15:01.000Z,814927796480815104,I love cheffing it up on the daily. #great #Cooking 😘,everyone,814927796480815104,Twitter for Android,3228905690,en,#great,,,
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:14:26.000Z,814927649797599232,The sad passing of #great #Buddhist Master - Kensur Konchok Tsering Rinpoche. http://someurl #Tibet #Tibetan #India #Nepal http://someurl,everyone,814927649797599232,Twitter Web Client,1343394036,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:13:32.000Z,814927423091392514,#Getting #ready to #make #America #ROCK #Great #again in #2017 with #music & #song #listen @someuser http://someurl,everyone,814927423091392514,Instagram,1687084158,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:13:09.000Z,814927322734362624,"Visit @someuser in Miami - Amazing #food #great Pasta, perfect to Dinner !!!!and the Best... http://someurl",everyone,814927322734362624,Instagram,764644484877586433,en,#great,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-12-30T20:08:58.000Z,814926271654174720,Cautiously Optimistic. Its going to be a #great #album 🇺🇸🎧🎼🎼🇵🇷,everyone,814926271654174720,Twitter for iPhone,248285865,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:08:10.000Z,814926068897513472,"Executive Assistant - Great River, NY, 11739, USA #jobs #Great River pls RT: Executive Assistant **Location:**... http://someurl",everyone,814926068897513472,dlvr.it,80110362,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:07:31.000Z,814925908381470720,#awesome #Surveillancesystem for a safe #home http://someurl at a #great price #follow #save #deal #deals,everyone,814925908381470720,Dynamic Tweets,507569734,en,#great,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:06:25.000Z,814925631838449665,@someuser time to make @someuser happen here South Africa #justdoit #great,everyone,814925631838449665,Twitter Web Client,473138421,en,#great,,,44844961
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:04:58.000Z,814925265260322816,Going for Great #great #go #going #gone #clouds #fly #high #flying #flyhigh plane #American... http://someurl,everyone,814925265260322816,Instagram,1292745739,en,#great,,,
