created_at,source,public_metrics,geo,text,conversation_id,author_id,id,reply_settings,lang,search_query,referenced_tweets,in_reply_to_user_id
2016-12-30T22:49:46.000Z,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Buzzing for an Australian New Year !!! Atmosphere is insane and its only 10 in the morning !! #sydney #Excited,814966740006207488,394780002,814966740006207488,everyone,en,#excited,,
2016-12-30T22:48:21.000Z,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",,Performing w @someuser @someuser #nye #eliteentertainment #excited #circustheme @someuser @someuser @someuser @someuser http://someurl,814966382102188032,277217240,814966382102188032,everyone,en,#excited,,
2016-12-30T22:46:37.000Z,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}",{'place_id': 'd2c76f4f57953db0'},Brings a wealth of good experience to the staff! #Excited http://someurl,814965944460005376,1636591069,814965944460005376,everyone,en,#excited,"[{'type': 'quoted', 'id': '814965400379092992'}]",
2016-12-30T22:46:34.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#excited waiting to reach home soon #delhiAirport,814965935366868992,363114265,814965935366868992,everyone,en,#excited,,
2016-12-30T22:45:25.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"#2017 is almost here! We have so much to be #thankful and #excited for, what are you excited about? http://someurl",814965643640471552,3170223243,814965643640471552,everyone,en,#excited,,
2016-12-30T22:40:16.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",{'place_id': '8173485c72e78ca5'},@someuser beyond #excited for what is manifested for #2017,814964059380613120,587679100,814964346816184321,everyone,en,#excited,"[{'type': 'replied_to', 'id': '814964059380613120'}]",78052428
2016-12-30T22:39:00.000Z,Twitter Web Client,"{'retweet_count': 19, 'reply_count': 5, 'like_count': 93, 'quote_count': 1}",,Dear Andrew @someuser - Ill call you Sir if you call me Roggie #exchange #excited,814964027407396864,191805461,814964027407396864,everyone,en,#excited,,
2016-12-30T22:38:51.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",,Old Trafford tomorrow #excited #boro @someuser @someuser,814963992032661504,571725458,814963992032661504,everyone,en,#excited,,
2016-12-30T22:37:55.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '0d38252243f58e29'},Ordered my @someuser diverge sport A1 today #cantwaittorideit #excited #newbike #husbandorderedonetoo #goingtohavetoworkovertime!,814963758485405697,130634631,814963758485405697,everyone,en,#excited,,
2016-12-30T22:35:06.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': 'e54569d90c7032c0'},Ready for year FOUR 2017!! #grateful #excited #Doctors #business http://someurl,814963049702576128,2968609486,814963049702576128,everyone,en,#excited,,
2016-12-30T22:33:29.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,@someuser I just got my book! I know what Im doing all day tomorrow! #excited http://someurl,814962642276274177,2775161221,814962642276274177,everyone,en,#excited,,141991791
2016-12-30T22:33:06.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",,Drove out to see @someuser and shes making things happen on my head!!! #excited http://someurl,814962544821485568,2358641,814962544821485568,everyone,en,#excited,,
2016-12-30T22:31:12.000Z,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",,Well be too p*ssed to post tomorrow so we thought wed say #HAPPYNEWYEAR a day early hope everyone has a fantastic night #hull2017 #excited http://someurl,814962065555279873,771507340189327360,814962065555279873,everyone,en,#excited,,
2016-12-30T22:30:46.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 12, 'quote_count': 0}",,#excited for #orlando tonight #acostanation💯🇨🇺🇺🇸 #sandwichorlando http://someurl,814961958193508352,24415700,814961958193508352,everyone,en,#excited,,
2016-12-30T22:29:51.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,"Last time leaving @someuser as @someuser Platinum level. Tonight, Diamond status! 👍🏻👍🏻👍🏻✈️🖖🏻 #excited #liveinplanes #deltagivememyownplane #ohanaone",814961727204900864,3253828788,814961727204900864,everyone,en,#excited,,
2016-12-30T22:29:39.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 1}",,KS4 students @someuser are going to #Barcelona with @someuser in February! #excited #spanish #spain #culture http://someurl,814961677385003008,2295910463,814961677385003008,everyone,en,#excited,"[{'type': 'quoted', 'id': '814909323537170432'}]",
2016-12-30T22:28:28.000Z,Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'coordinates': {'type': 'Point', 'coordinates': [-117.035, 34.8763]}, 'place_id': '30c892dedb1a2c67'}","Taking a break, off road ! #vegas #holidays #newyear #excited #foodie #IG #IGdaily @ Barstow,... http://someurl",814961376837959680,258419177,814961376837959680,everyone,en,#excited,,
2016-12-30T22:28:13.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Its almost New Years!! #excited #nervous http://someurl,814961314548289536,3254875284,814961314548289536,everyone,en,#excited,,
2016-12-30T22:26:41.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Rn at this moment @someuser is vlogging with hus new camera nd a cod video going out in the main channel #excited #fazeup #apexisshort (:,814960929389629442,746207459736322050,814960929389629442,everyone,en,#excited,,
2016-12-30T22:26:08.000Z,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'coordinates': {'type': 'Point', 'coordinates': [153.06846809, -27.43532512]}, 'place_id': '004ec16c62325149'}",Heading down to @someuser in an hour #excited #qualies #goaussies,814960789329039360,1438068024,814960789329039360,everyone,en,#excited,,
2016-12-30T22:25:25.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Oh my god! #Excited #markbell http://someurl,814960612518174720,814920536862003200,814960612518174720,everyone,en,#excited,"[{'type': 'quoted', 'id': '814949216325758976'}]",
2016-12-30T22:23:20.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",,When a crush asks to tweet a pic of yall together!!?! @someuser #ICanDieHappy #What #ChinaBeach #Crush #MarvelousNYE #Excited,814960084853858305,288438710,814960084853858305,everyone,en,#excited,,
2016-12-30T22:22:23.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,"Must do some school based work tomorrow, need to prepare to lead my first INSET as head of KS3 maths... #nervous #excited",814959848626458628,122489558,814959848626458628,everyone,en,#excited,,
2016-12-30T22:21:36.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,I know shes gonna go hard and push me to do the same #lowkey #excited,814959649564872704,103988669,814959649564872704,everyone,en,#excited,,
2016-12-30T22:21:31.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,New challenge to come soon! #excited #london #uk,814959629876731904,109101827,814959629876731904,everyone,en,#excited,,
2016-12-30T22:19:35.000Z,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,So purty. #Excited http://someurl,814959141823377409,192734938,814959141823377409,everyone,en,#excited,"[{'type': 'quoted', 'id': '814958180262440960'}]",
2016-12-30T22:14:52.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Just read on internet - Steve Adamason was interviewed by #Inauguration #Committee as #Master of #Ceremonies. @someuser is #Excited http://someurl,814957954126454784,334310717,814957954126454784,everyone,en,#excited,,
2016-12-30T22:14:20.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,I really want to travel a minimum of twice a year. Once in the states and once abroad. 2017 will be Florida and DR😁😁 #Excited,814957822043635712,361936047,814957822043635712,everyone,en,#excited,,
2016-12-30T22:10:15.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Guess whos trying this right now 😋🙌🏼 #excited http://someurl,814956795424690176,2721431603,814956795424690176,everyone,en,#excited,"[{'type': 'quoted', 'id': '793983383227351041'}]",
2016-12-30T22:05:56.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,If Southern Rail delay/cancel mine and Joels train to Brighton tomorrow so help me God I will not be held accountable #excited #nye,814955709498540033,359860822,814955709498540033,everyone,en,#excited,,
2016-12-30T22:04:31.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'coordinates': {'type': 'Point', 'coordinates': [123.87496, 10.3096]}, 'place_id': '00ca4cd1517ddd94'}",EOS and my last shift for the year.. Happy New Year everyone see you Next Year #excited... http://someurl,814955352638754816,361050348,814955352638754816,everyone,en,#excited,,
2016-12-30T22:03:11.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,This will be me tomorrow 🍾🍾 #newyearseve #nye #alcohol #drinkies #excited http://someurl,814955013571104768,139421407,814955013571104768,everyone,en,#excited,,
2016-12-30T22:00:02.000Z,RGdotComPost,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,#BeddableWoman is Live now! http://someurl beautiful lady great body #Excited #SmallBoobs http://someurl,814954221376184320,69525194,814954221376184320,everyone,en,#excited,,
2016-12-30T21:59:18.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"Family, Friends & Clients Cheers! 🎉 To a very Happy New Year 2017! #happynewyear2017 #newgoals #worklikeaboss #angelrezarealtor  #excited http://someurl",814954039754428416,1338410862,814954039754428416,everyone,en,#excited,,
2016-12-30T21:57:43.000Z,Twitter for iPhone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,@someuser I have ordered a journal as recommended in your book to detail my journey #excited #nextsteps #beatingdiabetes #losingweight,814953639676624896,1373130025,814953639676624896,everyone,en,#excited,,2234511924
2016-12-30T21:55:37.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,Time for Rogue One! #excited,814953109822771201,455611536,814953109822771201,everyone,en,#excited,,
2016-12-30T21:53:57.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,@someuser what time will the players arrive at the ground tomorrow please? my 6 year old would like to try get some signatures #excited,814952690795089920,552823968,814952690795089920,everyone,en,#excited,,46143892
2016-12-30T21:50:27.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",{'place_id': 'ff074e1ff3c7a5c8'},Max strength workout today. Working for max lifts in #strictpress #squat #deadlift #scared #excited #fitness #strength #crossfit #coachjoe,814951810431668224,953765618,814951810431668224,everyone,en,#excited,,
2016-12-30T21:47:42.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",{'place_id': '621eccadb1c0dc73'},NYE tradition. Cant wait to see @someuser @someuser @someuser @someuser in a @someuser spectacular!! #excited,814951117473906688,89750334,814951117473906688,everyone,en,#excited,,
2016-12-30T21:46:26.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '00836cb90515ddd1'},Last working day of 2016. Raised my prices on my site for next year. #excited,814950799600222216,144286761,814950799600222216,everyone,en,#excited,,
2016-12-30T21:45:46.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '8890a39a2dfcd43f'},@someuser is making my New Years Eve complete by performing on live tv tomorrow for the #BWWCitrusBowl #Excited #NewYearsEve #2016,814950632100610048,4078458161,814950632100610048,everyone,en,#excited,,234552226
2016-12-30T21:44:40.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': 'fdcd221ac44fa326'},#silvester2016 Countdown - i am already counting http://someurl #excited #nervous #happy #lookingfor2017,814950355087847424,348008387,814950355087847424,everyone,en,#excited,,
2016-12-30T21:37:19.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,Productive day in @someuser.. Gran Canaria and New York booked for 2017! #excited 😁✈️☀️🗽,814948504955224064,1650952032,814948504955224064,everyone,en,#excited,,
2016-12-30T21:30:57.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,"@someuser And just so I know, do you have repair services if something causes unusual damage? Thanks a million! #Excited",814946904576442368,149769734,814946904576442368,everyone,en,#excited,,119860540
2016-12-30T21:30:34.000Z,Twitter for Android,"{'retweet_count': 7, 'reply_count': 2, 'like_count': 19, 'quote_count': 0}",,Missed out last year cuz of my retirement.. id make it up to yall tonight!! TeamGee #OMF2016 #Excited!!!,814946808023617536,262524868,814946808023617536,everyone,en,#excited,,
2016-12-30T21:29:41.000Z,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Yay its time for the weeekeeeennnndddd!!!!!!!!! #excited #offwork #icansleepnow,814946584752521216,2493548765,814946584752521216,everyone,en,#excited,,
2016-12-30T21:29:22.000Z,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,Looking forward to starting my modules with the OU already started reading eeek #excited #openuniversity @someuser,814946507271114754,707345502531162112,814946507271114754,everyone,en,#excited,,
2016-12-30T21:29:20.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Check out http://someurl 😳🙌🏼 #HideAndSeek #excited #2017 http://someurl,814946497611632641,807827196022849536,814946497611632641,everyone,en,#excited,,
2016-12-30T21:28:55.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Awwww yissssss! #steelcitycon #excited http://someurl,814946392674340865,396892074,814946392674340865,everyone,en,#excited,,
2016-12-30T21:28:19.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,@someuser can we just fast- forward to March already? #inhumans #excited @someuser http://someurl,814946240853114881,715111946970865665,814946240853114881,everyone,en,#excited,,15687962
2016-12-30T21:28:01.000Z,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,@someuser @someuser @someuser @someuser our turn to go tomorrow night #excited,814923017931341824,105878194,814946165636694017,everyone,en,#excited,"[{'type': 'replied_to', 'id': '814923017931341824'}]",2173778253
2016-12-30T21:26:58.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,On my next adventure. @someuser #ARC #excited #robertsrecommends http://someurl,814945902825799684,780815360652025856,814945902825799684,everyone,en,#excited,,
2016-12-30T21:25:37.000Z,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 10, 'quote_count': 0}",,Look what came in the mail today! @someuser @someuser #excited http://someurl,814945563389161472,2874656716,814945563389161472,everyone,en,#excited,,
2016-12-30T21:25:10.000Z,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Getting #excited for the #NewYear? Here are a few #safety #tips to transition to #2017 safely! http://someurl http://someurl,814945449291513858,240386069,814945449291513858,everyone,en,#excited,,
2016-12-30T21:24:59.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,@someuser Just booked for 2017!!!! #getaway #excited 10months 26 days... not that Im counting 🙈,814945402340384768,767797015,814945402340384768,everyone,en,#excited,,17045115
2016-12-30T21:22:10.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#2017in3words Nialls first album ❤| #excited,814944692337070080,2960236709,814944692337070080,everyone,en,#excited,,
