reply_settings,public_metrics,created_at,id,conversation_id,source,author_id,lang,text,search_query,in_reply_to_user_id,geo,referenced_tweets
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-05-31T12:42:32.000Z,737625309067939842,737625309067939842,Twitter for Android,2689938422,hi,Waqt bda Badnaseeb sa aaya takdeer ne toh saath chora hi chora Apno ne bhi  Gairoo ne bhi aur mohbhaat ne bhi !! 😞😔 | | #Depressed,#depressed,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-05-05T02:09:52.000Z,728044008107290624,728044008107290624,IFTTT,711529311845617664,hi,Poor ghost | #life #depressed #lonely #alone #sad #quotes #depressing #helping #inspire #friends #dontgiveup #sorry ... http://someurl,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-04-23T11:58:40.000Z,723843530100203520,723803095138971648,Twitter for Windows,55487989,hi,@someuser socho... Mujhe ye bhi nhi pata! :( #depressed,#depressed,292840319,,"[{'type': 'replied_to', 'id': '723843145570631680'}]"
everyone,"{'retweet_count': 10, 'reply_count': 2, 'like_count': 9, 'quote_count': 0}",2016-04-04T06:42:16.000Z,716878533759381504,716307373275480064,Twitter for Android,39965262,hi,"जाके पैर न फटी बिवाई, सो क्या जाने पीर पराई ...!!! #depressed",#depressed,39965262,,"[{'type': 'replied_to', 'id': '716536578059816962'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-04-01T19:03:54.000Z,715978008822153216,715978008822153216,Mobile Web (M2),394846486,hi,#Twitter pe Shakl-o-Surat Ki binah pe tavajjo dene wale log yaha auron ko dusron k #Depressed mind status par concern ka gyan de rahe hain..,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-04-01T17:49:19.000Z,715959239504691200,715959239504691200,Facebook,2510231839,hi,-  AuroOn ka dil rakhte hue |   aksar mera dil tut jaata hai | | #Depressed 󾌺,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2016-03-19T17:50:21.000Z,711248456707399680,711248456707399680,Twitter for Android,709337258600632320,hi,Pakistanion se guzarish hai k chup chap sojain😑😑#depressed #indvspak,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-03-06T03:05:51.000Z,706314822711836673,706314822711836673,Twitter for Android,2234072964,hi,Tujhase juda hokar.. mujhe dur jaana hai.. #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-02-21T07:33:22.000Z,701308716688080896,701305715328053248,Twitter for iPhone,4758288714,hi,@someuser yogs ahai sad nak #depressed,#depressed,391352620,,"[{'type': 'replied_to', 'id': '701308603131559937'}]"
everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-01-30T17:30:42.000Z,693486506497986560,693486506497986560,Facebook,4817064854,hi,Kaisi Ye Bebasi Hai | Kaisi Ye Lachari 😐😐😐󾰯󾰯󾰯󾰑󾰑󾰑󾰕󾰕󾰕󾌼󾌼󾌼| #Viplav #in #depressed #mood #upset #restless| @someuser http://someurl,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-01-22T04:06:40.000Z,690385065235365888,690385065235365888,Mobile Web (M2),1253313217,hi,बीते रिश्ते तलाश करती है खुशबु गुंचे तलाश करती है एक उम्मीद बार बार आकर अपने टुकड़े तलाश करती है।#depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-12-29T16:01:06.000Z,681867545859735552,681861484360679424,Twitter Web Client,2889556818,hi,@someuser Aaj to aap logo ke Eid hogye. #Depressed,#depressed,2828135640,{'place_id': '01ded2e53f4eedb1'},"[{'type': 'replied_to', 'id': '681861484360679424'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-12-12T08:07:16.000Z,675587711563075584,675587711563075584,Twitter Web Client,92730363,hi,#Admit_it| :| khbi khbi Hum dosro say #impress ho kar kHud  #depressed ho jaty hai....!!,#depressed,,{'place_id': '00cc0d5640394308'},
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-19T05:54:16.000Z,667219318912872448,667219318912872448,Instagram,367654552,hi,#fine #sad #depressed @ Kwarbai http://someurl,#depressed,,"{'place_id': '00bc5594399c58a2', 'coordinates': {'type': 'Point', 'coordinates': [7.70875282, 11.06432846]}}",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-05T22:12:12.000Z,651157970076626944,651157970076626944,Twitter Web Client,39285748,hi,aur kuch isi tarah kisi roz chup-ke se hum ne bhi guzar jana hay.. #depressed #thalassemia #fellow #passed #away,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-04T17:31:20.000Z,650724897430220800,650724897430220800,Twitter for Windows Phone,549209072,hi,लगता है अब उनको हमारी कोई परवाह नहीं 😓 लगता है जैसे उठ चुका है उनका विश्वास हमसे  #frustrated #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-02T17:24:43.000Z,649998458598768640,649996461288108032,Mobile Web (M2),1669169473,hi,@someuser bhai Ap se bachon jaisi baaton ki umeed nhin hoti..... #depressed,#depressed,36140582,,"[{'type': 'replied_to', 'id': '649996461288108032'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-02T17:23:13.000Z,649998080129892352,649998080129892352,Mobile Web (M2),1669169473,hi,@someuser Ap se bachon jaisi baaton ki umeed nhin hoti..... #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-09-12T06:22:47.000Z,642584121886113792,642584121886113792,Twitter for iPhone,1596053539,hi,@someuser yeh kya baat huei aaye aaye chal diye na hi na hello :-(((((((((((( #Sad #depressed #upset #crying,#depressed,1857961322,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-09-10T14:20:37.000Z,641979593977556992,641979593977556992,Twitter for Android,243624571,hi,अब ना ही कोई घमंड घमंड है। पर ना जाने क्यों ज़िन्दगी साली एकदम झंड है।| #depressed😢😢,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-09-09T19:15:02.000Z,641691301528735744,641691301528735744,TweetDeck,148688702,hi,par dil hy ky manta nahi .....| #depressed  http://someurl,#depressed,,,"[{'type': 'quoted', 'id': '641676720580329472'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-09-08T20:22:56.000Z,641345999902892034,641345999902892034,Twitter for Android,2528140190,hi,Ahmad apnay mujhy fav nahi dia aaj #depressed | @someuser http://someurl,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-08-26T07:56:05.000Z,636447004919357440,636447004919357440,Twitter for Android,319665831,hi,शर्म की अमीरी से इज्जत की गरीबी अच्छी है| #depressed #sad #hoping_for_best,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-08-26T07:52:26.000Z,636446087318925312,636446087318925312,Twitter for Android,319665831,hi,"अब वफा की उम्मीद भी किस से करे भला, मिटटी के| बने लोग कागजो मे बिक जाते है।| #sadmood #depressed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-08-17T17:39:44.000Z,633332396499292160,633332396499292160,Facebook,617713447,hi,Aaj ki aurat azaadi maghrib waali aur haqooq islam k chahti hai. :P| #sigh #depressed — reading books,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-07-04T11:04:24.000Z,617287841974849536,617287841974849536,Facebook,1024350265,hi,-Sun merii jaan| -terii jaan chali jayegi| -par tu mujhe jaan na payegi| #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-07-03T06:46:07.000Z,616860452614635520,616860452614635520,Mobile Web (M2),227626118,hi,"@someuser  Sir varanasi me 24 hours bijli k vaade to pahle hafte me toot gaye, aur baaki 4 saalo me pata nahi kya kya tootega #depressed",#depressed,18839785,,
everyone,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2015-06-25T12:37:41.000Z,614049826649419776,614049826649419776,Twitter for Android,77415202,hi,#Twitter #relationships की वजह से #depressed feel कर रहे हो| शादी के बाद तो शायद #Mental #Hospital ही #shift हो जाओगे!,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-05-16T19:27:29.000Z,599657439626035200,599657439626035200,Twitter for Android,339008888,hi, जब टूटकर चाहोगे अपने ख्वाब को तब ही; वो सपनों से बेह कर तुम्हारे हाथों की लकीरों में तैरेगा।  #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-05-11T19:07:07.000Z,597840375114399744,597840375114399744,Twitter for Windows Phone,549209072,hi,एक नींद है जो रात भर नहीं आती और एक नसीब है जो नाजाने कब से सो रहा #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-05-07T19:00:18.000Z,596389110283046914,596389110283046914,Twitter Web App,3181959883,hi,@someuser @someuser Islamiat ke tyaari set hai ???| #depressed| #anoyed,#depressed,1523032608,,
everyone,"{'retweet_count': 20, 'reply_count': 9, 'like_count': 23, 'quote_count': 0}",2015-05-04T12:43:48.000Z,595207197518266368,595207197518266368,Twitter Web Client,1617304602,hi,"बचपन से सुन रही हूँ की कोशिश करने वालों की हार नहीं होती, पर आज तक जीत तो नसीब नहीं हुई सिर्फ उम्मीदें ही कायम हैं  #fact #Depressed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-04-27T15:17:15.000Z,592709096366825473,592709096366825473,Instagram,372213494,hi,"Jyo , jyo , jyo ! #dubsmashfever #tamildubsmash #loveher #cutedialogue #bored #stressed #depressed http://someurl",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2015-04-24T12:36:23.000Z,591581448714395648,591581448714395648,Twitter for Windows Phone,2431729711,hi,- ALLAH please agar yeh match bhi hamare naseeb mein nahin tou mujhe apne paas bula lein. #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-04-21T05:28:48.000Z,590386681024421888,590386681024421888,Twitter Web Client,72613610,hi,"Raaste badal gaye toh kya hua,| Manzil badal gayi toh kya hua,| dil toh wohi dhadak raha hai ek dusre ke liye..| #DilDhadakneDo #depressed",#depressed,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-04-14T04:36:59.000Z,587836927472046080,587836927472046080,Twitter Web Client,3086123682,hi,ट्विटर पे #frustrated #depressed #desperate #attentionseeker प्राणी बड़ी तादाद में पायें जातें हैं!,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-04-09T18:36:51.000Z,586236345577840641,586236345577840641,Twitter for iPhone,1565769618,hi,sate nyit tel chit layy yel...| vel thu ko chit layy khaw ya ma le :D| #depressed #stressed #tired | Arrrrrrrrrhhhhhhhhhh....!!!!!!,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2015-04-04T16:03:58.000Z,584385935032229888,584385935032229888,Twitter for Android,3113529162,hi,"Kal raat I was singing, Choli ke peeche kya hai? Choli ke peeche?| Bas itni si baat pe Mummy ne khoob maara.| #Depressed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-03-29T14:51:57.000Z,582193482846081024,582193482846081024,IFTTT,2725326884,hi,#Coffee #signs #quotes #profound #london #shoreditch #depressed #espresso http://someurl - mansahi #intelmaker,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-03-28T18:39:40.000Z,581888400405344256,581830604150321152,Twitter for Android,2688022608,hi,@someuser haan to aurrrrrrrrr....mera mood kharab hai phly e -_- #bitchy #depressed,#depressed,1610238438,,"[{'type': 'replied_to', 'id': '581886233179090945'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-03-26T19:50:31.000Z,581181455553945600,581181455553945600,IFTTT,2725326884,hi,</3| #quotes #hindi #punjabi #chandigarh #delhi #mumbai #chennai #depressed #motivational #sikh... http://someurl - DharamKarhana,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-03-22T22:22:10.000Z,579770068294324224,579770068294324224,Twitter for Android,546551284,hi,Aauuchh!!! #depresión #depressed #suicide #suicidal http://someurl,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-03-21T19:58:34.000Z,579371543257464832,579371543257464832,Twitter for Android,1620176593,hi,Lagta hai aaj main shaayar ban jaaoongi.. #depressed #mixedemotions,#depressed,,"{'place_id': '639177026c069435', 'coordinates': {'type': 'Point', 'coordinates': [73.8363876, 15.471011]}}",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-03-05T18:17:17.000Z,573547849108996096,573547849108996096,Twitter for Android,1393732603,hi,Tu hai ki Mujhme sota nhi hai )| #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-03-04T17:53:24.000Z,573179447748124672,573174004946583553,Twitter Web Client,2293383445,hi,@someuser @someuser Noch lo yaar...mera to kisi baahar wale kuch kehne karne ka munh nahi raha! #depressed,#depressed,247446196,,"[{'type': 'replied_to', 'id': '573179242973827072'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-02-23T20:56:28.000Z,569964029453545472,569964029453545472,Twitter Web Client,2256477078,hi,Dunia bhar ki yaadein mjhse milny ati hain | sham dhaaly iss sonay ghar mai mela lagta hai | #LateNightThoughts| #Depressed| #YaMola,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-02-15T11:02:31.000Z,566915455000924161,566915455000924161,Twitter for Android,2923636784,hi,Tum jeeto ya haro humain tmse pyar NAHI HAI NAHI HAI NAHI HAI | #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-02-11T07:39:07.000Z,565414715665690624,565414715665690624,TweetCaster for Android,3011893218,hi,"Na himmat, Na kismat, Na dil hai, Na aankhen,| Na dhonda, Na samjha, Na paya, Na dekha,| #Depressed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-02-05T07:58:11.000Z,563245185283670017,563245185283670017,Twitter Web Client,174810724,hi,sheesh... | #depressed| http://someurl,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-01-27T07:47:02.000Z,559980889812127744,559980889812127744,Twitter for Android,475658713,hi,"And this retrosternal part.| Ya yeh na diya hota, ya gam na diya hota :(| #YaAllah #depressed #sad #disoriented",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-01-11T13:47:02.000Z,554273279066636288,554273279066636288,Twitter for Android,2963068666,hi,Poor Zoya.  #depressed #orphaned #young,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-01-08T04:39:02.000Z,553048205827387392,552947452169318400,Twitter for Android,2228491631,hi,@someuser @someuser Raath ke 3 baje chat tha may kyu soya. Bada he dardh huwa #awakechatAtnight #greatmiss #depressed,#depressed,55520719,,"[{'type': 'replied_to', 'id': '552947452169318400'}]"
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-12-26T16:28:12.000Z,548515633550196739,548513234190209024,Twitter for iPhone,192896123,hi,"jaisi karani, waisi bharni 😜 “@someuser I have been blocked by Rashtra Kavi Kumar Vishwas. #Depressed",#depressed,75581744,,"[{'type': 'replied_to', 'id': '548513234190209024'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-23T15:21:52.000Z,547411774484774912,547411774484774912,Linkis: turn sharing into growth,22070359,hi,Poor Santa #depressed #nothavingit http://someurl,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2014-12-18T18:11:17.000Z,545642470986366976,545642470986366976,Twitter for Android,494303222,hi,Ye kya ho rha hmary mulk mein..kuch smj ni arai..| #frustrated| #depressed| #optimist,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-17T12:24:04.000Z,545192703353319425,545187798257389568,Twitter for Android,2494749326,hi,@someuser Allah unhai Sabr de. Ameen!  Un ki Kami koi puri to nahi kar sakta lekin Dukh to Baant saktay hai. #Depressed #DukhBaantKayGeo,#depressed,2492682566,,"[{'type': 'replied_to', 'id': '545187798257389568'}]"
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2014-12-16T18:05:52.000Z,544916332978769922,544916332978769922,Twitter for Android,374577424,hi,Jahalat ab bhi zinda hai. #depressed #PeshawarAttack,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-16T12:35:15.000Z,544833130817798146,544833130817798146,Twitter for Android,151397644,hi,Are yar koi bachhoko nahi marta yar #Why #PakSchoolSiege  how one can killed children #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2014-11-25T16:39:16.000Z,537284393912373248,537284393912373248,Twitter for Android,2168590184,hi,बस भगवान का कहर ही था जो आज वो माल लड़की उस जैसे लड़के के साथ थी | #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-25T15:46:14.000Z,537271046810787840,537271046810787840,Twitter for Windows Phone,762177620,hi,Aaj ka poora din barbaad krwa dia ek londe ne .. Bc padh bhi nai paya >_< #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2014-11-23T16:31:00.000Z,536557537735110656,536490548186476544,Twitter Web Client,327919466,hi,@someuser @someuser @someuser @someuser koyi bata sakte ho ki iss pain ko kese vula dia jaaye....?#depressed #crying ...,#depressed,2254676779,,"[{'type': 'replied_to', 'id': '536555844515540993'}]"
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-11-20T04:57:36.000Z,535295876650897408,535295876650897408,Twitter for Android,141892882,hi,Oh god koi kisi ko itna hate kaise kar sakta hain......wo bhi ek stupid show ke liye........such a morons.....#depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-13T17:24:45.000Z,532947186296684544,532947186296684544,Twitter for Android,291597286,hi,muskuraye tou...muskuraane k karz utaarne honge...  #Missingmyhome #sad #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-05T02:34:41.000Z,529824092288188417,529824092288188417,Facebook,1629978188,hi,"Ab Wahan Yaadon Ka Bikhra Huwa Malba Hi To Hai, Jis Jagah Ishq Ne Buniyad-e-Makaan Rakhi Thi...!| #hustler| feeling fully #depressed ;(",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-21T08:00:11.000Z,524470187941036033,524470187941036033,Twitter Web Client,277928194,hi,Khudse ha ya khuda se is pal meri larae #songs #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-18T14:09:50.000Z,523476047530979329,523476047530979329,Twitter for Android,2621422776,hi,Shravan :( #depressed @someuser,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-16T17:52:37.000Z,522807339880316928,522807339880316928,Facebook,2834760128,hi,"- Aksar Zyada Bolne Wale Log #Life Me #Akele Reh Jate hai| #True :) ^_^   | .| | #Depressed? Earphones In ,, Volume... http://someurl",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-15T15:55:47.000Z,522415549070848000,522415549070848000,Twitter Web Client,2248594184,hi,"Mjhee chorr do mere haal pe, Zinda hun Kaafi hai :(| #Iambad #LeavemeAlone #Depressed #Iamnotrunningaway #IamLoyal #OkayYouStayBlessed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-11T06:27:18.000Z,520822934748028928,520822934748028928,Twitter for Android,19033496,hi,Aaa kahi duur chalien jaien hum...  #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2014-08-26T13:57:49.000Z,504266468385497088,504266468385497088,Twitter for iPhone,153515193,hi,"Aye maa, tera Rona muje ganvara nai krta. #Depressed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-08-21T05:11:50.000Z,502322160182894592,502320056785969152,Twitter for Windows Phone,456600731,hi,@someuser sr se keh do Ki kabhi hamari shayri par bhi gaur farmaye.. They alwys avoid feeling #Depressed @someuser :((,#depressed,973079670,,"[{'type': 'replied_to', 'id': '502320056785969152'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-08-19T18:14:10.000Z,501794263823175680,501794263823175680,Twitter for Android,384998909,hi,Is mulk ki taraki ya dakh hee naheen sakta . #PapaSaying #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",2014-08-10T13:19:49.000Z,498458699774443521,498458699774443521,Twitter for Android,709036289,hi,Aur mera bhai #gullubutt se impress ho gya he 😣| #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-06T00:02:41.000Z,496808540619542529,496808540619542529,Twitter for  Android,1223843034,hi,Log itne goray kaise hote hain? :-/| #JustThinking #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-24T00:44:19.000Z,492107977680519169,492107977680519169,Twitter Web Client,472004116,hi,#FaCts Kya Aap Jaantey Hein? #funny logg aksar zyadatar #depressed hotay hein. #Urdu #Amazing #GK #INFO #FACT #TW #PG #FB #RT #RETWEET #pk,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-13T22:32:28.000Z,488450917273202688,488450917273202688,Twitter Web Client,2245932367,hi,Jo Jo aaj messi k against kuch bolain gae sunlain gae mujhse kuch. #High #depressed,#depressed,,,
