reply_settings,lang,conversation_id,author_id,public_metrics,id,text,source,created_at,search_query,geo,referenced_tweets,in_reply_to_user_id
everyone,es,806662013833330690,4607956033,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806662013833330690,Modelo: gaia.dread | Fotografía: @someuser|  .| #hopefulsg #hopefully #hopeful #sghopeful... http://someurl,Instagram,2016-12-08T00:49:45.000Z,#hopeful,,,
everyone,es,805522703276855296,1477696962,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805522703276855296,Unconfirmed! #hopeful.... #StandingRock  #NoDAPL http://someurl,Twitter Web Client,2016-12-04T21:22:33.000Z,#hopeful,,"[{'type': 'quoted', 'id': '805522326682996736'}]",
everyone,es,805016927106203648,801357125280825344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805016927106203648,Susto o muete???? 😱💜💕| | #sg #suicidegirls #pink #fantasyhair #pinkhair #love #hopeful #curvy... http://someurl,Instagram,2016-12-03T11:52:46.000Z,#hopeful,,,
everyone,es,804117689576865792,800875938829467650,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804117689576865792,Apunto de empezar Diciembre... Con la esperanza de que las cosas salgan mejor!! 😊 #hopeful,Twitter for Android,2016-12-01T00:19:31.000Z,#hopeful,,,
everyone,es,803661176361996288,851888772,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803661176361996288,🔝Él siempre nos dará algo mejor 🙏🏻| #greatful #hopeful,Twitter for iPhone,2016-11-29T18:05:30.000Z,#hopeful,,,
everyone,es,803094403539562496,61605407,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803094403539562496,"¡Y descubrí, que todo obra para bien! #AlFinal #hopeful",Twitter Web Client,2016-11-28T04:33:21.000Z,#hopeful,,,
everyone,es,802924079409954817,101158880,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",802924079409954817,Después del mollete con chilaquiles un encadene ... #hopeful,Twitter for iPhone,2016-11-27T17:16:32.000Z,#hopeful,,,
everyone,es,799425994419359744,630713715,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",799425994419359744,"Honestly, el nuevo anime de Pokemon Sun&Moon me esta pareciendo divertido hasta ahora #hopeful",Twitter for Android,2016-11-18T01:36:24.000Z,#hopeful,,,
everyone,tl,798155538441715712,256568700,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",798155538441715712,Singapore 2017| | #hopeful 🙏🏼 http://someurl,Twitter for iPhone,2016-11-14T13:28:04.000Z,#hopeful,,"[{'type': 'quoted', 'id': '798135018857984001'}]",
everyone,es,798104156963827712,2467717589,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",798104156963827712,"Nuevos comienzos, nuevos rumbos y un rayo de esperanza... Lets do this!| #Hopeful #ImReady #ImASurvivor http://someurl",Twitter for Android,2016-11-14T10:03:53.000Z,#hopeful,,,
everyone,es,796897950781861889,229989304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",796897950781861889,#Hopeful Guiame Dios,Twitter Web Client,2016-11-11T02:10:51.000Z,#hopeful,,,
everyone,es,796488521955635201,129655089,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",796488521955635201,"Porq no apelamos a que Trump sea un político mas,q nunca cumple sus promesas de campaña? #hopeful",Twitter for iPhone,2016-11-09T23:03:56.000Z,#hopeful,,,
everyone,es,795956909207588864,319660892,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",795956909207588864,Hoy es el dia ! #ImWithHer #ElectionDay #HilaryClinton #AmericaDecides  #hopeful #GodBlessAmerica,Twitter for Android,2016-11-08T11:51:29.000Z,#hopeful,,,
everyone,es,795437206110425088,2295395323,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",795437206110425088,Hola SEÑORA Presidente #hopeful #ibelieve #imwithher #WynwoodforHillary http://someurl,Instagram,2016-11-07T01:26:23.000Z,#hopeful,,,
everyone,es,794999122852007936,94925742,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",794999122852007936,"yo siento que mis sueños se harán realidad, literalmente #hopeful @someuserty",Twitter for iPhone,2016-11-05T20:25:35.000Z,#hopeful,,,
everyone,es,794861127645691904,136771313,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",794861127645691904,Cuando estás a punto de alcanzar la meta nunca desaparecen los obstáculos.| #Saturday #Hopeful #JustLikeFire... http://someurl,Facebook,2016-11-05T11:17:15.000Z,#hopeful,,,
everyone,es,792921439217127424,18400238,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",792921439217127424,Y sobre todo esto: #hopeful http://someurl,Twitter for iPhone,2016-10-31T02:49:37.000Z,#hopeful,,"[{'type': 'quoted', 'id': '791840253178843136'}]",
everyone,es,791820056715927552,79596209,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",791820056715927552,#Eve #Brexit #EltonJohn #Luminaries into His #Home for a More #Hopeful #Affair http://someurl vía @someuser,Twitter Web Client,2016-10-28T01:53:07.000Z,#hopeful,,,
everyone,es,789977336418537473,441482911,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",789977336418537473,Pero Barcelona metió gol #hopeful jajaja,Twitter Web App,2016-10-22T23:50:48.000Z,#hopeful,,,
everyone,es,789909633724841984,172036924,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",789909633724841984,felicidad... 💕 #inlove #hopeful http://someurl,Instagram,2016-10-22T19:21:47.000Z,#hopeful,,,
everyone,es,788621424147693568,182865724,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",788621424147693568,Ya es 19 de octubre y no ha pasado nada chido este año (aún)  :c #hopeful 😇🙏🏻🙌🏼✨💗,Twitter for iPhone,2016-10-19T06:02:54.000Z,#hopeful,,,
everyone,es,788326364709543936,2913735708,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",788326364709543936,Mejores cosas vienen 🙌| | #tuesday #betterthings #coming #buongiorno #morning #hopeful #fait... http://someurl http://someurl,IFTTT,2016-10-18T10:30:26.000Z,#hopeful,,,
everyone,es,788158397434699776,163171400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",788158397434699776,No permitas te subestimen 🌟 #positive #hopeful #thankful... http://someurl,Instagram,2016-10-17T23:22:59.000Z,#hopeful,,,
everyone,es,788096738800304132,2932039223,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",788096738800304132,Esta semana es decisive😱🌟👊💪 Nerviosa? Sip!! Kiero ver en que termina esta historia💖💖#hope #hopeful #love #indeedlove #pasion about my life,Twitter for Android,2016-10-17T19:17:59.000Z,#hopeful,,,
everyone,es,785595352653103107,1949670026,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",785595352653103107,Estas oyendo #Hopeful de Bear Mountain en #popartalaire | | http://someurl http://someurl,TweetDeck,2016-10-10T21:38:22.000Z,#hopeful,,,
everyone,es,784560986770513921,171269752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",784560986770513921,"#like4like #instagramers #instagram #light #newseason #hopeful #friday @ Mexico City, Mexico http://someurl",Instagram,2016-10-08T01:08:10.000Z,#hopeful,"{'place_id': 'bfc35dcc7e63252a', 'coordinates': {'type': 'Point', 'coordinates': [-99.1333, 19.4333]}}",,
everyone,es,781930917841494016,342703389,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",781930917841494016,"Tres razones, cuatro que son muchas más #SiALaPaz #Colombia feeling #hopeful dreams for a New... http://someurl",Instagram,2016-09-30T18:57:13.000Z,#hopeful,"{'place_id': '01bd400c1ee9db95', 'coordinates': {'type': 'Point', 'coordinates': [-75.53039, 5.04287]}}",,
everyone,es,781085766294368256,2913735708,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781085766294368256,Dios responde cuando menos te lo esperas 😊| | #wednesday #morning #trust #wait #hopeful #fai... http://someurl http://someurl,IFTTT,2016-09-28T10:58:53.000Z,#hopeful,,,
everyone,es,780058459140009985,603186922,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780058459140009985,"Un día a la vez ...#hopeful #amor #juntosporsiempre @ Quito, Ecuador http://someurl",Instagram,2016-09-25T14:56:44.000Z,#hopeful,"{'place_id': '0177bc687a9ac697', 'coordinates': {'type': 'Point', 'coordinates': [-78.5833, -0.25]}}",,
everyone,es,779296238709735425,3486480682,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779296238709735425,...tu regresaras y aqui te espero... @someuser #hopeful,Twitter for iPhone,2016-09-23T12:27:56.000Z,#hopeful,,,
everyone,es,778986518182502400,133288542,"{'retweet_count': 7, 'reply_count': 4, 'like_count': 50, 'quote_count': 1}",778986518182502400,Nunca estuve tan seguro de lo que mis ojos han visto 👁👁| #motivated #hopeful #strength #trustme | #happy #me #future http://someurl,Twitter for iPhone,2016-09-22T15:57:13.000Z,#hopeful,,,
everyone,tl,777868360491032576,123812277,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",778045573299527680,"@someuser ay ganun ba,sana Sabay po sila bes! #hopeful",Twitter for Android,2016-09-20T01:38:14.000Z,#hopeful,,"[{'type': 'replied_to', 'id': '777875080785305600'}]",110928408
everyone,es,777347373362192385,249780768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",777347373362192385,Todo es parte del Plan (PERFECTO) de Dios... 🍷 #Faithful #Hopeful http://someurl,Instagram,2016-09-18T03:23:50.000Z,#hopeful,,,
everyone,it,775117511511646208,518602633,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",775117511511646208,La notte prima del test che determinarà il mio futuro 🙏🏼 🙌🏼 👼🏼 #prayforme #hopeful http://someurl,Twitter for iPhone,2016-09-11T23:43:10.000Z,#hopeful,,,
everyone,es,773528659193769984,182865724,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",773528659193769984,"Yo te llevo dentro hasta la raíz, y por más que crezca vas a estar aqui... 🙌🏼☄✨💕 #hopeful 😊🙏🏻",Twitter for iPhone,2016-09-07T14:29:38.000Z,#hopeful,,,
everyone,es,773153109552037888,3285872472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",773153109552037888,"Good morning, algún día 😎 #believe #believeinyourself #hopeful #youcandoit #attitude #greatmen... http://someurl",Instagram,2016-09-06T13:37:20.000Z,#hopeful,,,
everyone,es,772915962307805184,1226582052,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",772915962307805184,"Pratical Joke con Jose Ortiz se lleva el #Hopeful en gran remate, el prospecto Black Empire dio la revuelta en la partida 😭",Twitter Web Client,2016-09-05T21:55:00.000Z,#hopeful,,,
everyone,es,771665749706289153,577973423,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",771665749706289153,Antonio valencia #hopeful #ggmu #mufc http://someurl,Twitter for Android,2016-09-02T11:07:06.000Z,#hopeful,{'place_id': '41b725f9e1b3084c'},"[{'type': 'quoted', 'id': '771604072923213825'}]",
everyone,es,771406279340195840,486063554,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",771406279340195840,Cosas de el lo amó #feliz #hopeful #princesslove http://someurl,Twitter for Android,2016-09-01T17:56:03.000Z,#hopeful,,,
everyone,es,770077425900322816,3345865582,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",770077425900322816,"#hopeful💭🇲🇽 @ Bogotá, Colombia http://someurl",Instagram,2016-08-29T01:55:40.000Z,#hopeful,"{'place_id': '0161be1b3f98d6c3', 'coordinates': {'type': 'Point', 'coordinates': [-74.0833, 4.6]}}",,
everyone,es,769720999109623808,139178751,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",769720999109623808,Here I go again ♡ #Younique ♡ #SelfieOfTheDay #AugustKudos #Hopeful #SplurgeCreamShadow #PerkyLipLiner y más ♡,Facebook,2016-08-28T02:19:21.000Z,#hopeful,,,
everyone,es,769270722812256256,100794461,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",769270722812256256,🐒 Con todo el #hopeful...!!! #Gracias #stayhopeful #stayhumble... http://someurl,Instagram,2016-08-26T20:30:07.000Z,#hopeful,"{'place_id': '6eb95eddb81a6b4b', 'coordinates': {'type': 'Point', 'coordinates': [-86.8475, 21.1606]}}",,
everyone,es,768867089373401088,970934552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",768867089373401088,Lucas Perez 🙌 #Hopeful,Twitter for Android,2016-08-25T17:46:13.000Z,#hopeful,,,
everyone,es,768512642604556288,758580347994902529,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",768512642604556288,"#hopeful #grateful (@ California in Santa Cruz, CA) http://someurl http://someurl",Foursquare,2016-08-24T18:17:46.000Z,#hopeful,"{'place_id': 'fbd6d2f5a4e4a15e', 'coordinates': {'type': 'Point', 'coordinates': [-118.4765625, 35.71083784]}}",,
everyone,es,766682399782608896,619368741,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",766682399782608896,Convencida que el tiempo de Dios es más que perfecto! #hopeful,Twitter for Android,2016-08-19T17:05:03.000Z,#hopeful,,,
everyone,es,766613893791703040,357880526,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",766613893791703040,LEVÁNTATE cada mañana y AGRADECE  a Dios por tu vida !!| | 🌞| #BuenosDias #GoodMorning #Thankful #Hopeful 😊💪 http://someurl,UberSocial for Android,2016-08-19T12:32:49.000Z,#hopeful,,,
everyone,es,766310989683888128,49161600,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",766310989683888128,"Mucho ha cambiado, veremos que trae el futuro.... #hopeful",Twitter for iPhone,2016-08-18T16:29:11.000Z,#hopeful,,,
everyone,es,766016236681592832,15081730,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",766016236681592832,"Una vez más, fe de carbonero. Que sea lo que deba ser! :D #hopeful",Twitter Web Client,2016-08-17T20:57:57.000Z,#hopeful,,,
everyone,tl,765568653316218881,1232859350,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",765568653316218881,#hopeful| #oneday| #realization| @someuser may pagAsa pa 😂😂😂🙏🏻🙏🏻🙏🏻🙈🙈🙈 http://someurl,Twitter for iPad,2016-08-16T15:19:25.000Z,#hopeful,,,
everyone,es,765411304639111168,472469201,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",765411304639111168,Llegando casi al 90%...#Hopeful http://someurl,Twitter Web App,2016-08-16T04:54:10.000Z,#hopeful,,"[{'type': 'quoted', 'id': '601246875178504193'}]",
everyone,es,763928926880092160,29360356,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",763928926880092160,No hay fecha que no se llegue ni plazo que no se cumpla #hopeful 🙏🏼,Twitter for iPhone,2016-08-12T02:43:43.000Z,#hopeful,,,
everyone,es,763418098389094400,364591654,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",763418098389094400,¿Qué es la vida sin sonrisas?| #smile #glasses #BeHappy #hopeful... http://someurl,Instagram,2016-08-10T16:53:52.000Z,#hopeful,,,
everyone,es,762487442796449792,218705383,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",762487442796449792,Libertad! #rio2016 #inspiration #olympics #freedom #culture #cultura #ilusión #hope #hopeful http://someurl,Instagram,2016-08-08T03:15:47.000Z,#hopeful,,,
everyone,es,760196709632741376,995523828,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",760196709632741376,Bienvenido Agosto🌸💕💞💕🌸 #contodalaactitud #happygirl #blessed #iniciando #nuevasventura #blessed #hopeful http://someurl,Twitter for iPhone,2016-08-01T19:33:14.000Z,#hopeful,,,
everyone,es,759161213339271168,15081730,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",759161213339271168,Y bueh.. Que sea lo que deba ser.. #hopeful :D,Twitter Web Client,2016-07-29T22:58:32.000Z,#hopeful,,,
everyone,es,758866068982996992,15407972,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",758866068982996992,"La actitud lo es TODO, elige reírte y ser feliz.| #happiness #quote #hopeful #quoteoftheday... http://someurl",Instagram,2016-07-29T03:25:44.000Z,#hopeful,,,
everyone,es,758509061038014465,331944882,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",758509061038014465,En tus manos Dios. #hopeful,Twitter for Windows Phone,2016-07-28T03:47:07.000Z,#hopeful,,,
everyone,es,758374302748057602,2408343832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",758374302748057602,A veces los caminos más empedrados pueden ser los que te conduzcan al éxito #hopeful #motivation #hardworker... http://someurl,Facebook,2016-07-27T18:51:38.000Z,#hopeful,,,
everyone,es,758374239280005120,3233832943,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",758374239280005120,A veces los caminos más empedrados pueden ser los que te conduzcan al éxito #hopeful... http://someurl,Instagram,2016-07-27T18:51:23.000Z,#hopeful,,,
everyone,es,758160193280675840,755556863400288258,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",758160193280675840,Bonita boche con la hermosa atomic_ginger #Zick #Hopeful 💗💗💗💕 #inkedgirls #suicidegirlsmx... http://someurl,Instagram,2016-07-27T04:40:50.000Z,#hopeful,,,
everyone,es,757560151473844224,190294677,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",757560151473844224,Muy pocas veces esto llega a suceder...| Todos al mismo punto... | | #familytime #hopeful #happy... http://someurl,Instagram,2016-07-25T12:56:29.000Z,#hopeful,"{'place_id': 'c7c2233ad8246f5d', 'coordinates': {'type': 'Point', 'coordinates': [-99.08248595, 19.43536828]}}",,
everyone,es,757200785578954752,45566449,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",757200785578954752,Dir. GEN. BATO #Hopeful #ChangeIsComing | #KMJS11,Twitter for Android,2016-07-24T13:08:30.000Z,#hopeful,,,
everyone,es,756895922252951553,3065004606,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",756895922252951553,@someuser en #SuicideGirls hay que apoyarla para que deje de ser #Hopeful | http://someurl,Twitter for iPhone,2016-07-23T16:57:04.000Z,#hopeful,,,3256072430
everyone,es,755877556482637824,393715915,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",755877556482637824,"A pesar de todo, Dios me regaló un día bueno.😀 #Hopeful #Blessed #Grateful",Twitter for iPhone,2016-07-20T21:30:27.000Z,#hopeful,,,
everyone,es,755578870615662593,47529430,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",755578870615662593,La obediencia tiene que traer una recompensa. #Hopeful,Twitter for iPhone,2016-07-20T01:43:35.000Z,#hopeful,,,
everyone,es,755175919271149569,724665080923717632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",755175919271149569,#UPDATE #1-Canadian #minister #hopeful #of #deal #in #China #canola #dispute http://someurl http://someurl,erased12280494,2016-07-18T23:02:24.000Z,#hopeful,,,
everyone,es,753762406287876097,95686793,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",753762406287876097,Tisha | Julio 2016 | | #Tisha #TishaWild #SuicideGirl #SG #Hopeful #HopefulSuicideGirl #HopefulSG... http://someurl,Instagram,2016-07-15T01:25:36.000Z,#hopeful,,,
everyone,es,753641678125277184,4863591473,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",753641678125277184,Fabulosa tarde productiva | http://someurl| | #sg #hopeful #purplehair #bluehair #inkgirl #catgirl 👽 http://someurl,Twitter for Android,2016-07-14T17:25:52.000Z,#hopeful,,,
everyone,es,751563387495153664,296422831,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",751563387495153664,¡Eventología está disponible! http://someurl #hopeful,Paper.li,2016-07-08T23:47:29.000Z,#hopeful,,,
everyone,es,750999860862681088,108491681,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",750999860862681088,#sunrise #emptyroad #chinatown #dundas #fearless #hopeful #LD jjpacres http://someurl,Instagram,2016-07-07T10:28:14.000Z,#hopeful,,,
everyone,es,750930355780218881,383494960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",750930355780218881,Iniciar una batalla requiere mucha valentía pero para seguir en ella se requiere mucha fuerza #hopeful,Twitter for iPhone,2016-07-07T05:52:03.000Z,#hopeful,{'place_id': 'a5b2acec4485b567'},,
everyone,es,750509267661287424,487155354,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",750509267661287424,"100% de acuerdo contigo, amiga y compañera latinista #Hopeful 🤓☺️ http://someurl",Twitter for iPhone,2016-07-06T01:58:47.000Z,#hopeful,,,
everyone,es,749374419726983169,131892457,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",749374419726983169,☆ Nunca he tenido tantas ganas de perseguir mis sueños ☆  #hopeful,Twitter for Android,2016-07-02T22:49:19.000Z,#hopeful,,,
everyone,es,748367226978373632,52388235,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",748367226978373632,Metamorphosis na itu! #Hopeful,Twitter for iPhone,2016-06-30T04:07:05.000Z,#hopeful,,,
everyone,es,748021215332282370,2928911859,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",748021215332282370,Na undo E hombernan ta cu kier stima UN MUJE so?!? #homber #naundabota #hopeful #aruba #tampa,Twitter for iPad,2016-06-29T05:12:09.000Z,#hopeful,,,
everyone,es,747412135488036864,1421779806,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",747412135488036864,Good morning everyone! Have a wonderful & blessed week! Buen día a todos! que tengan una semana hermosa y bendecida. #hopeful,Twitter for Android,2016-06-27T12:51:54.000Z,#hopeful,,,
everyone,es,747097626403704833,596879608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",747097626403704833,Mirador de calasanz| #Night #light #city #medellin #hopeful @ Calasanz http://someurl,Instagram,2016-06-26T16:02:09.000Z,#hopeful,"{'place_id': '00698bbe577bad5b', 'coordinates': {'type': 'Point', 'coordinates': [-75.60151441, 6.26327122]}}",,
everyone,es,746187734046244865,286884341,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",746187734046244865,Vienen momentos dificiles! Y pronto nos tocará elegir entre lo que es correcto y lo que es facil! #Hopeful #Esperanzada #GBUs,Twitter for Android,2016-06-24T03:46:33.000Z,#hopeful,,,
everyone,es,745973435088646144,728603867508838400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",745973435088646144,Lo que hagas hazlo por ti no por nadie #hopeful 💭,Twitter for Android,2016-06-23T13:35:01.000Z,#hopeful,,,
