author_id,created_at,reply_settings,conversation_id,id,source,text,lang,public_metrics,search_query,in_reply_to_user_id,referenced_tweets,geo
1295404741,2016-11-20T05:38:32.000Z,everyone,800197688050511872,800211704017625088,Twitter for Android,@someuser @someuser tangina niyo. Nabother tuloy ako #worried http://someurl,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",#worried,706737339402424320,"[{'type': 'replied_to', 'id': '800197688050511872'}]",
606964763,2016-11-20T00:32:43.000Z,everyone,800125848271482880,800134746189639680,Twitter for Android,@someuser #worried #ayawakoturi 😂 hahaha sge eon be see you later gwapa ako amen 😂,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,3271057705,"[{'type': 'replied_to', 'id': '800134522519973888'}]",
3271057705,2016-11-20T00:31:50.000Z,everyone,800125848271482880,800134522519973888,Twitter for iPhone,@someuser animal! hahahaha #worried #justsaying #checkmomuna 😹,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#worried,606964763,"[{'type': 'replied_to', 'id': '800134281779560449'}]",
143792269,2016-11-19T07:12:19.000Z,everyone,799872918054322176,799872918054322176,Twitter for iPhone,Buti exempted ako sa exam. Hayy. #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,{'place_id': '016d621f2043bd3e'}
798677967819784192,2016-11-18T18:01:33.000Z,everyone,799673915391938560,799673915391938560,Mobile Web (M2),wala na ba talaga si vice at si vic sa MMFF| | #WORRIED,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
744166788578033664,2016-11-18T06:10:43.000Z,everyone,799495028972392448,799495028972392448,Twitter for Android,*During Exam*| Other: kese kre ge itna saara 3 ghante me | Me: kya karo ! Kese raho ga 3 ghante khamosh beth kr| #Worried xD,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
185933135,2016-11-18T01:47:42.000Z,everyone,799428840565198852,799428840565198852,Twitter for iPhone,OMG 😱😱 - wag naman sana huhu #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1051960525,2016-11-17T13:26:37.000Z,everyone,799242340078653441,799242340078653441,Instagram,#nosebleed #3rdtime #withinthisweek | #sad😢 #worried @ Daniel Maramba... http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,"{'coordinates': {'type': 'Point', 'coordinates': [120.23309164, 16.02977886]}, 'place_id': '01359b2151b3f5b4'}"
4826004583,2016-11-17T11:15:56.000Z,everyone,799209449919348736,799209449919348736,Twitter Web Client,naunsa man to cjA gaina oi:)| #worried:(,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
125444335,2016-11-13T18:23:57.000Z,everyone,797846168814239744,797867614231924736,Twitter for iPhone,@someuser han bhai kal banks band hai india me sirf ATM khulenge jahan 500-2000 k note waise hi nikal ni rhe ha.More Chaos expected #Worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,10352582,"[{'type': 'replied_to', 'id': '797863382636326912'}]",
786917717479596033,2016-11-13T11:00:01.000Z,everyone,797755894792536064,797755894792536064,Twitter for Android,@someuser okay ka na beh? #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,337557423,,
743304112763084800,2016-11-12T15:16:56.000Z,everyone,797458160004935681,797458160004935681,Twitter Web Client,@someuser sino kaya ang aalis? #worried sayang hindi ako makapanoud may gumagamit ng tv pero promise talaga manoud kasi Kissmayward ako eh.,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,255368170,,
1930513243,2016-11-12T14:52:27.000Z,everyone,797452001973911552,797452001973911552,Facebook,Aral muna bago Lovelife . #Worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1303830212,2016-11-12T05:34:44.000Z,everyone,797311645114478592,797311645114478592,Twitter for iPhone,"Watdahel friends halp!! Pag pinatanggal ko ba wisdom tooth ko, magiging bobo ako ulit?? #worried",tl,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 33, 'quote_count': 0}",#worried,,,{'place_id': '01516da6022dca08'}
3626842399,2016-11-12T05:30:26.000Z,everyone,797310566020812800,797310566020812800,Facebook,totoo na talaga to... :( :( :( :(| #worried| #nagtatampo — feeling sad,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
3316405423,2016-11-09T14:31:33.000Z,everyone,796359575419031552,796359575419031552,Twitter Web Client,"Kung may problema, at kung kailangan mo ng kaibigan, wag mong kalilimutan na nandito lang ako para sayo, ksama si Lord | #worried | #curious",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1057178532,2016-11-09T12:27:08.000Z,everyone,796328267204562944,796328267204562944,Twitter for Android,ayaw mag send bilatan eun #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
76985885,2016-11-08T07:21:20.000Z,everyone,795888920244301824,795888920244301824,Instagram,"Kung kahilakon pa ko, si @someuser nihilak na #worried😭😭 #ourAyaneKross @ Perpetual... http://someurl",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1204209336,2016-11-07T12:45:34.000Z,everyone,795608129236910080,795608129236910080,Twitter Web Client,#worried ? dafuq? HAHAHA,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
244117746,2016-11-06T09:43:03.000Z,everyone,795199810668216320,795199810668216320,Facebook,"Sige lang, bes. Kaya mo yan. You still have two months to... kung ano man ang kailangan mo. #worried http://someurl",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
3339597440,2016-11-04T01:07:27.000Z,everyone,794345281265377280,794345281265377280,Twitter for iPhone,#worried hayyss teh dapat HAPPY KA!!! 😪😂,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
741569470674522112,2016-11-03T10:25:50.000Z,everyone,794123414881599488,794123414881599488,Twitter for Android,i-kiss ko nga itong si kuya pogi @someuser 😘 mag-ingat ka po always please! 🙏 #TeamBabyLove #worried http://someurl,tl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,"[{'type': 'quoted', 'id': '794002720432721920'}]",
793809435734839296,2016-11-03T05:45:49.000Z,everyone,794052944262033409,794052944262033409,Mobile Web (M2),Diko ko na siya maintindihan :(| #worried#why?#weird,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1595538960,2016-11-01T01:19:54.000Z,everyone,793261248246841344,793261248246841344,Facebook,"For repeating his CBC. 😑😷 Sana normal ulit! 😐😑| #Worried — traveling to Luna, Apayao",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2909736414,2016-10-31T17:32:19.000Z,everyone,793143578474053632,793143578474053632,Twitter for Android,Minsan mapapaiyak ka nalang talaga lalo nat napamahal ka sa isang tao. #concerns #worried #feelsosorry   @someuser,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#worried,,,
787653709052325888,2016-10-30T16:28:43.000Z,everyone,792765183118585856,792765183118585856,Twitter for iPhone,Hay nakuuuu nakakainis na tlga to ah #annoying #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
295562239,2016-10-30T13:27:06.000Z,everyone,792719479213953024,792719479213953024,Twitter for iPhone,mas nakakatakot pa si jessica soho kesa sa mga kwento eh #KMJSGabiNgLagimIV #worried #oasaworried #justsayin,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
946866192,2016-10-30T07:17:41.000Z,everyone,792626511073337344,792626511073337344,Twitter for Android,"Wala na naman bang magawa? Sembreak feels... However, naku, next week...| #worried 😔😔",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
2479853196,2016-10-28T10:07:25.000Z,everyone,791944449454505984,791944449454505984,Twitter for Android,Lt ako sa commercial HAHAHA #WORRIED| #OAsaWORRIED HAHAHA,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
52933955,2016-10-26T07:26:43.000Z,everyone,791179235264192512,791179235264192512,Facebook,Nabunot ko nanaman ngipin ko sa panaginip.| | #worried,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#worried,,,
4603811594,2016-10-25T13:55:15.000Z,everyone,790914624661053440,790914624661053440,Twitter Web Client,"Ako na lang magkasakit. . wag na ikaw, :(| | #worried",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
4496392046,2016-10-24T12:17:03.000Z,everyone,790527521510989825,790527521510989825,Twitter for Android,"Meanwhile, may nag-aalala dahil nawala si Amihan. #worried | #YbraMihanSeason #EncantadiaBasbas",tl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",#worried,,,
1059718482,2016-10-24T01:59:03.000Z,everyone,790371998375419904,790371998375419904,Twitter for Android,Judgment day na ba bukas? #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
3989760674,2016-10-23T21:23:44.000Z,everyone,790302711619129345,790302711619129345,Twitter Web Client,chineck ko muna yung label. ayun #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2940487543,2016-10-23T14:25:27.000Z,everyone,790190435524157441,790197448652181504,Twitter for Android,@someuser nagsorry si pelep kay maam pau 😂 #galawangtenors #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,2224438482,"[{'type': 'replied_to', 'id': '790190435524157441'}]",
2927737675,2016-10-21T20:50:40.000Z,everyone,789569614048956416,789569614048956416,Twitter Web Client,Bigla akong may naalala...| Yung acads ko! huhuhu | #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
973227139,2016-10-21T12:35:11.000Z,everyone,789444921027547136,789444921027547136,Twitter for Android,Sana naman totoo ung orionids ba yun hahaha bahala na 😝😝😝| #Worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
739476448570806272,2016-10-20T14:47:05.000Z,everyone,789115727915560960,789115727915560960,Twitter for Android,Kamusta na mga bes!? XD #BagyongLawin #Takot #Worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
430811531,2016-10-20T14:46:58.000Z,everyone,789115700740632580,789115700740632580,Twitter Web Client,One step closer. Isang tulog na lang. #worried #goonaayt,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
726594293960302592,2016-10-20T04:39:11.000Z,everyone,788962745651597312,788962745651597312,Mobile Web (M2),ingat po lahat ng nadaanan ng bagyo | #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
3309411840,2016-10-19T14:18:42.000Z,everyone,788746198089801730,788746198089801730,Twitter Web App,Signal no.5 sa isabela an doon pa nmn si papa pra sa work sana wla masamang mangyari sa kanya at sa mga kasama nya sna ligtas sla | #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#worried,,,
1354892360,2016-10-19T12:58:39.000Z,everyone,788718586013548544,788726054626222080,Twitter for iPhone,@someuser wen sis dko n nga alam gagawin ko ksi dko cla mkausap. Buti kapitbahay nmin sa centro nkakausap ko. Humahagupit n daw eh #worried,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#worried,558370396,"[{'type': 'replied_to', 'id': '788719899438907395'}]",{'place_id': '206c436ce43a43a3'}
3557403373,2016-10-19T10:52:35.000Z,everyone,788694328457572352,788694328457572352,Facebook,SANA WALANG MAPAHAMAK SA BAGYONG LAWIN. JUSKO KAKATAKOT UMABOT NG SIGNAL #5 ANG BAGYO.| | -PRAY PRAY ..| #alert| #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
89945000,2016-10-19T10:28:19.000Z,everyone,788688220158648320,788688220158648320,Twitter Web Client,oh please bagyong #LawinPH patuluyin mo kami sa aming bakasyon #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1184543502,2016-10-18T11:50:04.000Z,everyone,788346407367249920,788346407367249920,Twitter for Android,ung ndi nya sinasagot  ung tawag at pm ko :(| anong nangyare po????| #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1437989514,2016-10-16T14:48:16.000Z,everyone,787666474366185472,787666474366185472,Twitter for Android,"Gov nasakin payong ng classmate ko, baka po mabasa siya ng ulan :( #Worried",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2985383792,2016-10-14T02:34:18.000Z,everyone,786756989854420992,786756989854420992,Facebook,In jesus name...| pahawa na tawun UBO ug SIP-ON...:-(| | #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1574553260,2016-10-13T12:04:42.000Z,everyone,786538146771132416,786538146771132416,Twitter Web App,Lord pls keep makati safe huhu #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
764681024127119360,2016-10-12T12:06:02.000Z,everyone,786174617769488384,786176098425970688,Twitter Web Client,@someuser #worried check carbohydrates more carbohydrates = more sugar HAHAHAHA fc,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#worried,4277907553,"[{'type': 'replied_to', 'id': '786174617769488384'}]",
702868264091668480,2016-10-11T14:50:21.000Z,everyone,785855061486362625,785855061486362625,Twitter for Android,#OMGFriendzone | OMG! si ex may iba nahhh| #Worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,{'place_id': '01e93ed535e05b29'}
2219726994,2016-10-11T13:57:26.000Z,everyone,785841741937139712,785841741937139712,Twitter Web Client,magjejeep kami kahit kakashampoo lang namin DI MAN LANG NAGBANLAW NG BUHOK BES #worried #concerned,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
729727254637371392,2016-10-09T14:31:53.000Z,everyone,785125636973076480,785125636973076480,Twitter for Android,Anong Meron kay Charlene| #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
2417321624,2016-10-05T15:41:55.000Z,everyone,783693711246929921,783693711246929921,Twitter Web Client,baka maexpose yan sa bacteria| #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
778055598168420356,2016-10-03T04:04:37.000Z,everyone,782793454912835584,782793454912835584,Twitter for iPhone,..ung naiyak ka nlang sa mrt #worried #mama,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1306505953,2016-10-02T14:48:25.000Z,everyone,782588946656088064,782593082390753280,Twitter for iPad,@someuser okay ka lang #worried,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#worried,240545244,"[{'type': 'replied_to', 'id': '782588946656088064'}]",{'place_id': '016d66187df0025a'}
782191175981608960,2016-10-02T12:15:35.000Z,everyone,782554623173242880,782554623173242880,Twitter for Android,Jghsf church with mother & sister 💓💓💓 Pero pag uli dali² og adto sa balay ni tita kay c lola nag kurog² 😥😥😥| | #Worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
326191029,2016-10-01T09:28:34.000Z,everyone,782150201364447232,782150201364447232,Facebook,Waaah!!! lubayan mo kami malakas na ulan at hangin 󾌺󾌺󾌺| | Wag naman sana mawalan ng kuryente 󾌡| | #worried — feeling soakingly wet,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
153742317,2016-09-30T02:27:06.000Z,everyone,781681746827849728,781681746827849728,Instagram,"paranoid 😑😑😑| #worried #nervous #notinthemood #instagram @ Quezon Cor. Quirino Sts., Tondo Manila http://someurl",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
619658618,2016-09-29T13:09:17.000Z,everyone,781480973355679744,781480973355679744,Facebook,hapit na mu retire ag cp 󾌤󾌺 ga 50/50 njud.. impas npud ko ani huhu! :( #worried #business ..naa pay educ. assist... http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
