id,referenced_tweets,conversation_id,public_metrics,text,reply_settings,created_at,author_id,source,lang,search_query,geo,in_reply_to_user_id
808221434740961280,,808221434740961280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Tessa!| | #portrait #chriskreisel #fantastic #beautiful #beauty #woman #model #amazing #female... http://someurl,everyone,2016-12-12T08:06:20.000Z,2587181514,Instagram,pt,#fantastic,,
807934529314947072,,807934529314947072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",❤Sei veramente fantastico e straordinario ❤ #Fantastic #CarmineBuschini  @someuser http://someurl,everyone,2016-12-11T13:06:17.000Z,796065501193576448,Twitter for Android,it,#fantastic,,
807543809089347584,,807543809089347584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Meus #Musical.ly Recentes fiz tidos os recentes num só #Fantastic http://someurl,everyone,2016-12-10T11:13:42.000Z,802998578859962378,Twitter for iPhone,pt,#fantastic,,
807449385214873600,,807449385214873600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Quarta feira 😀 show de São Paulo 💙 emoção tomou conta 😊 #SpNoBrasil #Fantastic @ Citibank Hall... http://someurl,everyone,2016-12-10T04:58:29.000Z,900354079,Instagram,pt,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-46.6979127, -23.6106783]}, 'place_id': '68e019afec7d0ba5'}",
807296930254651396,,807296930254651396,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Prima e dopo #avantaprès #leclaire #gnammy #leclairedegenie #fantastic #incredible #foodporn... http://someurl,everyone,2016-12-09T18:52:41.000Z,257642565,Instagram,it,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [2.3508, 48.8567]}, 'place_id': '09f6a7707f18e0b1'}",
806806382129254401,"[{'type': 'replied_to', 'id': '806805386527281152'}]",806801350063337472,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",@someuser capito benissimo #fantastic #enjoy #piacevole 💕😏🔥,everyone,2016-12-08T10:23:25.000Z,795197254713966592,Twitter for iPhone,it,#fantastic,,794842611982995456
806588436496994311,"[{'type': 'replied_to', 'id': '806574007126343680'}]",806574007126343680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",O_O @someuser #Fantastic :) RT @someuser Bricasso: A impressora 3D de #LEGO http://someurl,everyone,2016-12-07T19:57:23.000Z,39088688,Twitter for Android,pt,#fantastic,,145510166
806078921255030785,,806078921255030785,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",E dopo #fantastic #enjoy e #missing  arriva anche #2.12.2016 #uominiedonne,everyone,2016-12-06T10:12:45.000Z,401244307,Twitter for iPhone,it,#fantastic,,
805771020930076673,,805771020930076673,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Preview #fantastic #stylist & #model purdicica #makeup #hairstyle anaadam9770 🙏🏻✨#lifestyle... http://someurl,everyone,2016-12-05T13:49:16.000Z,738018511642087424,Instagram,pt,#fantastic,,
805372727624429568,,805372727624429568,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 22, 'quote_count': 0}",Claudio #fantastic Mario #enjoy e io intanto morta per terra  #uominiedonne,everyone,2016-12-04T11:26:36.000Z,399523267,Twitter for Android,it,#fantastic,,
805332989689339904,,805332989689339904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#diumengeplujos ... dia #fantàstic per #cafèillibre .| #cafededomingo #lectura #relax... http://someurl,everyone,2016-12-04T08:48:41.000Z,1376715590,Instagram,pt,#fantastic,,
805042117122740225,,805042117122740225,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mis dos amores... ❤💓❤#HTers #primsecret #amazing #beautiful #beauty #best #cool #eyes #fantastic #girls #good... http://someurl,everyone,2016-12-03T13:32:52.000Z,440016968,Facebook,pt,#fantastic,,
804675986906226688,,804675986906226688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Mickey seu lindo, vem cá! 😍❤️🐭 #Disney #mickey #fantastic #amazing #amazingday @ Hollywood... http://someurl",everyone,2016-12-02T13:18:00.000Z,62134849,Instagram,pt,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-81.55932637, 28.35763655]}, 'place_id': '4ec01c9dbc693497'}",
804649048489807872,,804649048489807872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Ontem, - Abertura oficial do @someuser !| Maravilhoso! #fantastic| | #cidadedasartes| #riowebfest... http://someurl",everyone,2016-12-02T11:30:57.000Z,37437704,Instagram,pt,#fantastic,,
804064918693642240,,804064918693642240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Filme muito massa das aqui | #filme #cinema #shopping #animais #fantastic #de #habitha http://someurl,everyone,2016-11-30T20:49:50.000Z,409689769,Instagram,pt,#fantastic,,
804010345018916864,,804010345018916864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Ascoltando @someuser 😎 #JustinBieber #music #life #ciaone #Fantastic http://someurl,everyone,2016-11-30T17:12:58.000Z,2778678025,Twitter for Android,pt,#fantastic,,
803655253820194816,,803655253820194816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic porn tube teens sex viedos http://someurl,everyone,2016-11-29T17:41:58.000Z,87341798,Twitter Web Client,pt,#fantastic,,
803024887681937408,,803024887681937408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","School of magic and witchcraft of Brazil in the city of Campos do Jordão, state of São Paulo #Magic #Brasil @someuser 🔮 #Fantastic #Castle http://someurl",everyone,2016-11-27T23:57:07.000Z,4166977619,Twitter for Android,pt,#fantastic,,
802928035523657728,,802928035523657728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Maison Elza 💖 #ghent #belgium #visitgent #maisonelza #toeristineigenland #fantastic #cosy... http://someurl,everyone,2016-11-27T17:32:16.000Z,2455410115,Instagram,pt,#fantastic,,
802710098342645760,,802710098342645760,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Amiguis!!! #makeup #fantastic #rojo #look #coloresdifusos http://someurl,everyone,2016-11-27T03:06:15.000Z,270151137,Instagram,es,#fantastic,,
802346420976095236,,802346420976095236,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",A Índia na Band. #Fantastic,everyone,2016-11-26T03:01:08.000Z,336164216,twicca,pt,#fantastic,,
802178265951727616,,802178265951727616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ancora non riusciamo a capire che goal ha fatto @someuser | #rabona #perotti #amazinggoal #fantastic #maleducatodelcalcio #Roma #ASRoma http://someurl,everyone,2016-11-25T15:52:57.000Z,745626992394047493,Twitter for Android,it,#fantastic,,
802161079228973056,,802161079228973056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Pato Gris #duck #animalplanet #fantastic #naturaleza #colombia #mundonatural #destinos #travel #mundoanimal #sony... http://someurl,everyone,2016-11-25T14:44:39.000Z,1364810006,Facebook,lt,#fantastic,,
802161066499313664,,802161066499313664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Pato Gris #duck #animalplanet #fantastic #naturaleza #colombia #mundonatural #destinos #travel... http://someurl,everyone,2016-11-25T14:44:36.000Z,1364810006,Instagram,lt,#fantastic,,
801913114136559617,,801913114136559617,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Temos um PLUS BAR bem #Fantastic ⚡ nessa edição da #Blitz! ✨| | Evento:... http://someurl,everyone,2016-11-24T22:19:19.000Z,339364728,Facebook,pt,#fantastic,,
801174907610660864,,801174907610660864,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Pavo real 👑| | #AdiosParqueSafari #PavoReal #Magestic #Fantastic... http://someurl,everyone,2016-11-22T21:25:57.000Z,58667807,Instagram,lt,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-70.88454354, -34.4240313]}, 'place_id': '0039585a1e00bcfa'}",
800851097250361344,,800851097250361344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Olhem só. #Noé No 4500 também temos um Rebelo curiosamente dealer... (Andei a investigar sobre esse rapaz), e olhem a Inês! Que #fantastic. http://someurl",everyone,2016-11-21T23:59:15.000Z,800777191998951424,Twitter Web Client,pt,#fantastic,,
800815958998646784,,800815958998646784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#estranged #gunsnroses #Fantastic #vibe #sound | uma Aula pra alimentar a alma, olhos e ouvidos! Reverenciados por... http://someurl",everyone,2016-11-21T21:39:37.000Z,3121491605,Facebook,pt,#fantastic,,
800815629796311042,,800815629796311042,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#estranged #gunsnroses #Fantastic #vibe #sound | uma Aula pra alimentar a alma, olhos e ouvidos!... http://someurl",everyone,2016-11-21T21:38:19.000Z,3121491605,Instagram,pt,#fantastic,,
800795830613577728,,800795830613577728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic k-Tuin,everyone,2016-11-21T20:19:38.000Z,742312662588084225,Twitter Web Client,pt,#fantastic,,
799969892707373056,"[{'type': 'quoted', 'id': '799506946709737472'}]",799969892707373056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",No us ho podeu perdre. Ahir va ser #fantastic #voc #cinema @someuser @someuser @someuser @someuser http://someurl,everyone,2016-11-19T13:37:39.000Z,276192052,Twitter for iPad,ca,#fantastic,,
799689531486257152,,799689531486257152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Enormemente agradecida!🙏🏼#host #thankyou #fantastic #santandreubar #santandreu #cenaembajadores #embajadorssantandreu http://someurl,everyone,2016-11-18T19:03:36.000Z,329044836,Twitter for iPhone,pt,#fantastic,{'place_id': '6c1be133511970bc'},
799394082946588672,,799394082946588672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#philadelphia #eatery #fantastic #coffee #amazing #neighborhood # @ Café La Maude http://someurl,everyone,2016-11-17T23:29:36.000Z,32915573,Instagram,fr,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-75.1443845, 39.9646487]}, 'place_id': 'e4a0d228eb6be76b'}",
799387247598567425,"[{'type': 'replied_to', 'id': '799387063695056896'}]",799375295740518400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser eu so vo na cozinha mesmo #fantastic,everyone,2016-11-17T23:02:26.000Z,722458949748924416,Twitter for Android,pt,#fantastic,,2982046709
799255859910086656,,799255859910086656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","#linecamera xau #sergiocabral cuida dessa bunda em bangu, #Fantastic http://someurl",everyone,2016-11-17T14:20:21.000Z,4814396957,Twitter for Android,pt,#fantastic,{'place_id': '1c88433143d383e1'},
798681857395195904,,798681857395195904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Esse #Messi é um sacana, vai jogar bola fácil assim lá no vídeo game. #Fantastic",everyone,2016-11-16T00:19:28.000Z,127973204,Twitter for Android,pt,#fantastic,,
798550765023346689,,798550765023346689,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",Cecilia Paz #charcoal #drawing #fantastic http://someurl,everyone,2016-11-15T15:38:33.000Z,3681380841,Instagram,pt,#fantastic,,
798438490811863040,,798438490811863040,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",Bdia #Fantastic #Alboraia @someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser #Mar http://someurl,everyone,2016-11-15T08:12:25.000Z,386548951,Twitter for iPhone,in,#fantastic,{'place_id': '46eb1a369b222202'},
798413190354898944,,798413190354898944,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",#photography #photo #foto #fantastic PH:Esteban Moreno. http://someurl,everyone,2016-11-15T06:31:53.000Z,632075577,Twitter for iPhone,es,#fantastic,,
798308819436613632,,798308819436613632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Faz eras q não vejo dorama, mas nesse meio tempo minha mãe já viu #CinderellaandtheFourKnights, #Fantastic e começou #ManLivingInOurHouse",everyone,2016-11-14T23:37:09.000Z,129074811,Twitter Web Client,pt,#fantastic,,
798196090717622273,,798196090717622273,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Se o #Chapolin fosse um herói @someuser #Fantastic #Trailer CHAPOLIN - O FILME http://someurl (via canal @someuser,everyone,2016-11-14T16:09:12.000Z,39088688,Twitter Web Client,pt,#fantastic,,
798010279472680960,,798010279472680960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Que jogo é esse meu amigoooo #fantastic #RevancheSB49,everyone,2016-11-14T03:50:51.000Z,782593537833590784,Twitter for Windows,pt,#fantastic,,
797856032785649664,,797856032785649664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#eschermilano #esher #palazzoreale #art #geometric #selfie #mostra #fantastic @ Mostra Escher,... http://someurl",everyone,2016-11-13T17:37:56.000Z,106424993,Instagram,pt,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [9.19133485, 45.46288844]}, 'place_id': '1ea588c12abd39d7'}",
796607029758619648,,796607029758619648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",porno de sex #fantastic sexy http://someurl,everyone,2016-11-10T06:54:50.000Z,2930348905,Twitter Web Client,es,#fantastic,,
795953342916808704,,795953342916808704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Casadei #PE2017 🌸🌸| | #luxurydesign #madeinitaly #wonderful #fantastic #blake #woman http://someurl,everyone,2016-11-08T11:37:19.000Z,2848100368,Facebook,pt,#fantastic,,
795949765838061568,,795949765838061568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",9 dias! | Harry e Rony também estão ansiosos. | | #animaisfantasticoseondehabitam #fantastic... http://someurl,everyone,2016-11-08T11:23:06.000Z,2161763225,Instagram,pt,#fantastic,,
794681606028099585,,794681606028099585,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic nude real simpsons porn http://someurl,everyone,2016-11-04T23:23:54.000Z,423002983,Twitter Web Client,ca,#fantastic,,
794594518712676352,,794594518712676352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",http://someurl #Elonmusk temos que tirar o chapéu para ele e sua empresa #rooftiles #Fantastic,everyone,2016-11-04T17:37:50.000Z,72273681,Twitter Web Client,pt,#fantastic,,
794560115491872768,,794560115491872768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",00:07:36| | Hoje estou #Fantastic...| P-O-R     T-U-D-O.| | #DjMáRodrigues| | 😆✨✨ — ouvindo DJ Má Rodrigues,everyone,2016-11-04T15:21:08.000Z,65393161,Facebook,pt,#fantastic,,
794468980161277952,,794468980161277952,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Lo voglio 😂😂💩💩 #cuscino #💩  #fantastic #instalike #like4like #like #instagood #good #cool #cute... http://someurl,everyone,2016-11-04T09:19:00.000Z,146120550,Instagram,it,#fantastic,,
794457906263556096,,794457906263556096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Pura magia... #neve #siamotuttibambinidentro #novembersnow #wow #ilovethis #fantastic #latvia🇱🇻... http://someurl,everyone,2016-11-04T08:34:59.000Z,4865360044,Instagram,it,#fantastic,,
793871875038388224,,793871875038388224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Ao que tudo parece, #JohnnyDepp vai interpretar o vilão #Grindewald no spin-off de #HarryPotter, o filme #Fantastic... http://someurl",everyone,2016-11-02T17:46:19.000Z,3391816545,IFTTT,pt,#fantastic,,
793806101649166336,"[{'type': 'quoted', 'id': '793802343393353729'}]",793806101649166336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Va ser #Fantàstic 😊 http://someurl,everyone,2016-11-02T13:24:57.000Z,3601134807,Twitter for Android,pt,#fantastic,{'place_id': '5ff8a5c4d230101a'},
792771557403877376,,792771557403877376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic Anuncie em nosso portal e coloque sua empresa nos primeiros resultados do GOOGLE!. http://someurl,everyone,2016-10-30T16:54:02.000Z,780560445157445632,Twitter Web Client,pt,#fantastic,,
792555655295098880,,792555655295098880,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic E-book Gratuito  Ensina Estratégias de Marketing para Marketing Multinível.http://someurl,everyone,2016-10-30T02:36:07.000Z,780560445157445632,Twitter Web Client,pt,#fantastic,,
792401115082059777,"[{'type': 'quoted', 'id': '792396325472043008'}]",792401115082059777,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Ditto @someuser #fantastic http://someurl,everyone,2016-10-29T16:22:02.000Z,295807114,Twitter for iPhone,it,#fantastic,,
791797442136027136,,791797442136027136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",HAHA prévia do que está por vir!| | #ninjas #kids #cute #guitar #performance #fantastic #amazing... http://someurl,everyone,2016-10-28T00:23:15.000Z,298845557,Instagram,pt,#fantastic,,
791730135246446595,,791730135246446595,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Apaixonado pelo Meu pé de pimenta 😍 | | #salvadorbahia #nordestino #fantastic #trees... http://someurl,everyone,2016-10-27T19:55:48.000Z,407324105,Instagram,pt,#fantastic,,
791042137857163264,,791042137857163264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Tenho #MoonLovers , #Fantastic #JealousyIncarnate e #victoria para assistir. Sem contar em Gilmore Girls q quero rever. Tá fácil!",everyone,2016-10-25T22:21:57.000Z,93865887,Twitter for Android,pt,#fantastic,,
790923450080690176,,790923450080690176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Obrigada amigas pela belíssima companhia ⭐️⭐️⭐️#dubaimarina #passeio #amigas #barco #fantastic #paisagem http://someurl,everyone,2016-10-25T14:30:19.000Z,172047393,Facebook,pt,#fantastic,,
790768684872638464,,790768684872638464,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Gosto tanto de #fantastic! Pena que a galera dorameira não assistiu. Mas foi um drama muito bom e divertido. Um dos poucos q não enjoei.,everyone,2016-10-25T04:15:20.000Z,93865887,Twitter for Android,pt,#fantastic,,
790614763034247168,,790614763034247168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Acabou!  E curti muito, os roteiristas conseguiram lidar assuntos tristes de um jeito fofo #Fantastic.E jisoo fofo 💜 http://someurl",everyone,2016-10-24T18:03:43.000Z,41918817,Twitter for Android,pt,#fantastic,,
790568230662369280,,790568230662369280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",📹 #roomsound#sacrifice #acousticguitar #improvisation #musicbyryanbsloan #exstatic #fantastic http://someurl,everyone,2016-10-24T14:58:48.000Z,383615998,Tumblr,es,#fantastic,,
790568220285599744,,790568220285599744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#roomsound#sacrifice #acousticguitar #improvisation #musicbyryanbsloan #exstatic #fantastic http://someurl,everyone,2016-10-24T14:58:46.000Z,383615998,Vine - Make a Scene,es,#fantastic,,
790125105611407361,,790125105611407361,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Gravação do DVD do mc Clevin! #Fantastic,everyone,2016-10-23T09:37:59.000Z,563392005,Twitter for Android,pt,#fantastic,,
789919944456757248,,789919944456757248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",😁😁 #fantastic #thriller #suspense #ellyxia #ellyxiacastle @ CCNB - Campus de Dieppe http://someurl,everyone,2016-10-22T20:02:45.000Z,22774764,Instagram,pt,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-64.73914962, 46.09996195]}, 'place_id': '27d5b5a8109d1f54'}",
