public_metrics,created_at,id,text,reply_settings,conversation_id,source,author_id,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-07-22T06:54:53.000Z,623748028025843716,為什麼有些人做事前先不用腦袋想一想呢？| #annoyed,everyone,623748028025843716,Twitter for Android,3246486001,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-07-11T07:28:19.000Z,619770178230849537,幹事一堆 GG斯蜜da! #annoyed #むかつく #北送啦 http://someurl,everyone,619770178230849537,Twitter Web Client,2949450440,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-07-07T08:50:53.000Z,618341405484658689,雖然早就知道這件gossip，但不時看到還是覺得很賭爛=_= #annoyed,everyone,618341405484658689,Twitter Web Client,248108019,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-05-14T13:12:29.000Z,598838293560729600,哈哈哈王嗷嗷今天画风完全不同！Edited with #ClipCrop app. #annoying #annoyed #tired #photowork #dayout #fa... http://someurl http://someurl,everyone,598838293560729600,IFTTT,268343641,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-04-28T07:58:07.000Z,592960975772504064,原本想說要開心一點的～| | 結果心情一樣阿雜！| | 唉。。。| | #Blue #Annoyed #Smile http://someurl,everyone,592960975772504064,Instagram,140333012,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-04-13T14:28:41.000Z,587623445346680832,Since when there is a fucking wine estate called Chicken a la King? #dumbasswaitress #forgotmyfood #hungry #annoyed 雞皇飯當白酒名？你新嚟都唔好咁離譜呀𨳒！,everyone,587623445346680832,Twitter for iPhone,34492223,zh,#annoyed,"{'coordinates': {'type': 'Point', 'coordinates': [114.17316782, 22.27523842]}, 'place_id': '01cb3bd54f92388e'}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-03-05T15:00:53.000Z,573498420540932096,#心結#解不開，準備#放棄治療| #upset #annoyed #confuse http://someurl,everyone,573498420540932096,Instagram,1651126508,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-01T02:33:12.000Z,528374165175160832,讓我尷尬的瀏海| 真不知道如何是好😩😩| Like 髮片😒😒| #morning #creep #embarrassed #hair#disgust #annoyed http://someurl,everyone,528374165175160832,Instagram,1645678525,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-15T03:52:15.000Z,500127803938189312,有些事情| 強求不來| hey! its life! | #annoyed #lion #crocodile #funny #life #leopard #animal #follow #followme... http://someurl,everyone,500127803938189312,Instagram,1012535371,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-08-08T14:01:01.000Z,497744290093600769,聖母白蓮花| 好人都給你當就好了| #annoyed,everyone,497744290093600769,Twitter for Android,426592804,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-06T14:04:09.000Z,497020304896843777,只好發動泡泡攻擊 #annoyed http://someurl,everyone,497020304896843777,Instagram,156891985,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-01T02:09:34.000Z,495028532934746112,大象可能真的會跳舞，但是騎大象的人通常都不知道。 #annoyed,everyone,495028532934746112,TweetDeck,17508877,zh,#annoyed,,,
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-12T02:26:08.000Z,487784945289404417,"總是有那種不care周圍人眼光的死三八| Well, good for u then. #beurself #annoyed",everyone,487784945289404417,Twitter for Android,340962752,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-06T08:06:22.000Z,485696240496021504,如果之後看西甲又看英超，我真的有時間睡覺打工讀書嗎(一個禮拜4小時起跳QQ 二擇一又選不下去。RM整個是看爽度(雖然卡卡跟伊瓜因也到其他俱樂部了)，但跟兵工廠實在不熟 #annoyed,everyone,485696240496021504,Twitter Web Client,43089663,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-30T14:25:13.000Z,472383232520896513,不喜欢外人插手乐团的事 #feel #annoyed,everyone,472383232520896513,Mobile Web (M2),130439052,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-28T17:11:25.000Z,471700281139294208,Goshhhhhh荳荳入侵!!!我很認真地洗臉擦豔容露耶(精神崩壞中 #feeling #annoyed #because #of #my #face http://someurl,everyone,471700281139294208,Instagram,268283198,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-24T07:05:52.000Z,470098336658104320,翹臀姐用尾錐頂我之後又以70分貝的噪音嘰哩咕嚕的轟炸我們的耳朵，我想這就是所謂的劫星吧！#annoyed #bootytalk,everyone,470098336658104320,Twitter for iPhone,14158321,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-18T08:02:34.000Z,467938280009629696,我累了。| 說服真是一件難事| #annoyed | 突然發現我還好多事沒做 哈哈哈哈哈 | #waitingforyouintherain| 勾鼻開花了 http://someurl,everyone,467938280009629696,Instagram,302007640,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-08T13:08:17.000Z,464391336259354624,说好的学习呢.. 好吧我没心情了这是什么时间安排好烦躁😰😰  #alone #annoyed #badmood #cheermeup #cry #crying #depressed... http://someurl,everyone,464391336259354624,Instagram,2479922732,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-08T13:08:12.000Z,464391317477666816,合上你的腿，閉上你的嘴| 冇男人唔得既你請放過我| #shh #shut #up #close #your #legs #legswidespread #annoyed #bitch http://someurl,everyone,464391317477666816,Instagram,58538578,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-01T07:02:37.000Z,461762599298691073,購物慾真是難纏的傢伙 #annoyed,everyone,461762599298691073,Twitter for iPhone,62054333,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-17T08:05:59.000Z,456705117257879552,口子乚❌❌❌❌|  等了半年的小折都還沒來| 真的是逼死我們啦| 很想騎車去踏青啦啦啦| | 只想出外走走 看見最美的天空☺️| | Where is my #bicycle | Its #annoyed😒😞😣😡😠 http://someurl,everyone,456705117257879552,Instagram,1645678525,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-08T03:36:58.000Z,453375925103517696,誰說香港人可以好嘈，是一般都好嘈、 RT @someuser Welcome back.  RT @someuser 香港人都可以好嘈 可唔可以自省下⋯ #annoyed,everyone,453375925103517696,TweetDeck,26457772,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-08T03:18:10.000Z,453371191932121089,Welcome back.  RT @someuser 香港人都可以好嘈 可唔可以自省下⋯ #annoyed,everyone,453350338708258818,twicca,111766763,zh,#annoyed,,"[{'type': 'replied_to', 'id': '453350338708258818'}]",49558513
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-04-05T15:26:28.000Z,452467314479595520,世上總是有一堆廢物屌絲們| #annoyed http://someurl,everyone,452467314479595520,Instagram,2419955839,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-03-25T00:36:01.000Z,448256958676889600,一個獨眼龍中分的概念。#cyclops #hair #morning #sleepy #working #annoyed #tired #seoul #korea http://someurl,everyone,448256958676889600,Instagram,124505127,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-03-24T06:28:14.000Z,447983206353371136,你們也該玩夠了，有點煩了| 你也該玩夠了，有點誇張了| -| 面試 備審 怎麼這麼雞巴！| -| 欸，對不起😢| #sad #confused #annoyed #ridiculous #worry... http://someurl,everyone,447983206353371136,Instagram,1339425342,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-02-21T14:25:45.000Z,436869353758138368,"[路過都咁話] #海膽炒飯 跟手上 #叫化雞, 根本就唔match!! TBB有無腦架?!!! #Angry #annoyed #Bullshit",everyone,436869353758138368,Twitter Web Client,34492223,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-02-16T15:16:28.000Z,435070177013534720,推特不属于你，滚回你的脸书去！#feeling #annoyed,everyone,435070177013534720,Twitter for iPhone,1033970676,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-02-14T17:02:43.000Z,434372142444982272,"Before commenting on others, look at your own behavior. 不要只会讲人不会检讨自己。#disgusted #annoyed",everyone,434372142444982272,Twitter for Android,169350958,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-02-12T04:45:57.000Z,433461952719769600,很不顺 the whole day. #Annoyed,everyone,433461952719769600,TweetCaster for Android,101694245,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-12-27T14:32:08.000Z,416577239061635072,这么简单的事我怎么做不了。| 该反省一下了。| #feel #annoyed #self #reflection http://someurl,everyone,416577239061635072,Instagram,198923945,zh,#annoyed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2013-11-29T19:28:14.000Z,406504894909005824,"專題報告多益博斯口試二技考試,畢業以後托福| 就不能easy come and quickly easy go嗎？| feel #annoyed hate #pressure need #patient and #concentrate http://someurl",everyone,406504894909005824,Twitter for Android,491461378,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-11-24T07:08:21.000Z,404506759509078016,讀歷史根本考驗我的國文，而且為什麼是中國史？#annoyed#history#chinese#wonder#why#study#hard#logic#exam#test#bored http://someurl,everyone,404506759509078016,Instagram,342585969,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-11-08T12:24:12.000Z,398788038912114688,刘海长过下巴了  虽然很容易打理但是看起来很老气   所以决定减短  现在剪短了  又觉得很annoying  因为刘海的长度又刚刚好遮着我的一只眼睛  是应该还要再剪短多一些些吗? #annoyed... http://someurl,everyone,398788038912114688,Instagram,119338448,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-11-07T14:26:12.000Z,398456352541913088,巴厘岛会是怎样的？......第一次为旅行想过这种问题 #annoyed,everyone,398456352541913088,Twitter for iPhone,425586672,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-10-20T01:09:24.000Z,391732850711871488,我是会被气死啊...| 明明100%， 拔掉插头你跟我跳掉去15%??| 那我charge一晚是charge什么鸟哦...!!| #damn #annoyed http://someurl,everyone,391732850711871488,Instagram,135507569,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-10-11T02:37:48.000Z,388493607420043264,好想睡，可是教室好冷，後面的女同學講話好大聲好吵... #annoyed #chilly #E003 http://someurl,everyone,388493607420043264,Instagram,175814335,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-10-01T23:40:01.000Z,385187374407237632,我的脚痛到一种程度。This unbearable pain is so suffering. Perhaps recover a bit so I can sleep? #feeling #annoyed 😡,everyone,385187374407237632,Twitter for iPhone,327850333,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-22T14:10:42.000Z,381782613876146176,四十年來家國，三千里地山河。鳳閣龍樓連霄漢，瓊枝玉樹作煙籮。幾曾識干戈。一旦歸為臣虜，沈腰潘鬢消磨。最倉皇辭廟日，教坊猶奏離別歌。垂淚對宮娥。#eatshit #wtfisthis #fkinghatechinese #fml #annoyed,everyone,381782613876146176,Twitter for Android,1868267701,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-17T23:34:18.000Z,380112509136805888,为什么我这么小气？ #ugh #annoyed,everyone,380112509136805888,Twitter for Android,172266863,zh,#annoyed,"{'coordinates': {'type': 'Point', 'coordinates': [-73.9883657, 40.6011868]}, 'place_id': '27485069891a7938'}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-16T15:27:27.000Z,379627598156144641,你也累樂不是嗎？| #tired #everyday #exhausted #annoyed #cry #alone #stop #torturing #accompany #i #need #:( http://someurl,everyone,379627598156144641,Instagram,752948654,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-05T15:04:28.000Z,375635548301299712,溫習得差不多了，該記的都記了，可是為什麽就是那麽沒安全感啊？#annoyed,everyone,375635548301299712,Twitter for Android,335852646,zh,#annoyed,"{'coordinates': {'type': 'Point', 'coordinates': [101.5319885, 3.3266766]}, 'place_id': 'f7677939bcd34a9a'}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-02T09:24:23.000Z,374462801089417216,愛生氣 #alike #annoyed #august #kevin #cat #family #sweety #taichung #taiwan #ねこ http://someurl,everyone,374462801089417216,Instagram,189143472,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2013-08-24T12:04:38.000Z,371241639613693952,"我不需要你对我说再见, 谢谢| #feeling #quite #annoyed #donmakemedulan",everyone,371241639613693952,Twitter Web Client,979439874,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-08-01T14:00:10.000Z,362935791875403778,我真希望明天不會看到你. #Annoyed,everyone,362935791875403778,Twitter Web Client,1495954382,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2013-07-30T08:34:30.000Z,362129060916244481,其實打電話打成十次都聽吾到嘅人部電話可以掉左佢 #Exhausted #girlthisday #annoyed,everyone,362129060916244481,Twitter for iPhone,577292786,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-07-25T15:25:02.000Z,360420433222316034,脑残的minion #Disgusting #Annoyed,everyone,360420433222316034,Twitter for iPad,75022032,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2013-07-21T05:15:40.000Z,358817529570918401,"你很烦，很x烦，很xxxxxxxxx的烦！Dont even try to control my life dude, I have my own life. #annoyed",everyone,358817529570918401,Twitter Web Client,156301979,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-07-16T15:09:22.000Z,357155002038501376,该怎么着？#Annoyed,everyone,357155002038501376,Twitter for BlackBerry®,127446726,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-06-20T17:44:54.000Z,347772057024602112,👌✌ 我的Alarm 😂😂😂 #Alarm #Iphone #Epic #Annoyed @ Teeehee http://someurl,everyone,347772057024602112,Instagram,818486323,zh,#annoyed,"{'coordinates': {'type': 'Point', 'coordinates': [101.43991817, 2.96057206]}, 'place_id': 'db27c7142e99675d'}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-05-20T23:08:12.000Z,336619393901527041,我喜欢你那么久你真的给我......好！我发誓从今天起再也不喜欢你了 #annoyed,everyone,336619393901527041,Twitter for iPhone,275817798,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2013-04-24T05:50:23.000Z,326936136641556481,亲爱的男士们 你是瞎眼，色盲还是有读写障碍? Waiting area for ladies only 很难理解啊? #annoyed,everyone,326936136641556481,Twitter for iPhone,156301979,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-05T06:55:54.000Z,308833230755348480,哎，烦啊！就是烦！为什么为你做什么事儿你都觉得是应该的？！ #damnit #arrggg #pissed #annoyed,everyone,308833230755348480,Twitter for iPhone,59876358,zh,#annoyed,,,
"{'retweet_count': 3, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2013-01-27T05:03:38.000Z,295396625080283136,无事不登山宝典=____= #annoyed,everyone,295396625080283136,Twitter for iPhone,413175768,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-12-09T13:17:45.000Z,277763968225910784,"Seriously , 你可以不要让我想到你吗-.- #annoyed .",everyone,277763968225910784,Twitter for iPhone,616857337,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-11-26T11:43:23.000Z,273029179711303681,"又d人真係點極都唔明...話分手就分手, 唔咳你唔好再打嚟煩我, 我同你真心玩完 #problems #annoyed #whydoesthiskeephappening #done",everyone,273029179711303681,Twitter for iPhone,434724147,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2012-11-16T08:20:58.000Z,269354358624370689,Told the aunty 我不要纸袋 thrice and she still gave me one anyway #annoyed,everyone,269354358624370689, Tweedle,108002826,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-10-28T08:40:43.000Z,262473959981858816,當你喜歡上一個人，總會覺得自己不夠好。#nocirclelens #annoyed #confuses http://someurl,everyone,262473959981858816,Instagram,212516888,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2012-10-27T08:22:59.000Z,262107109322276864,Whats going on?! 為什麼麻煩的事情一件一件找上門來啊？（翻桌） #annoyed,everyone,262107109322276864,Twitter Web Client,322537204,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-10-25T13:18:05.000Z,261456597287567361,我讨厌这种感觉。我得赶紧通过我的​​该死的考试。#fml #pissed #annoyed,everyone,261456597287567361,iOS,58962744,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-08-19T12:09:47.000Z,237159425679450112,近幾日成日都好容易心情唔好，可能係因為近來多左好多野煩，所以比平時更加無耐性。#moody #annoyed #leavemealone #impatient http://someurl,everyone,237159425679450112,Instagram,212516888,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-07-07T15:50:46.000Z,221632357034237954,不知道在期待什么! #annoyed,everyone,221632357034237954,Twitter for iPhone,73779581,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2012-06-24T07:45:12.000Z,216799117786091521,@someuser @someuser @someuser and they are kinda 大小姐脾气somemore .___. #Annoyed,everyone,216798871077130240,Twitter Web Client,328044575,zh,#annoyed,,"[{'type': 'replied_to', 'id': '216798871077130240'}]",209940259
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-05-13T20:49:05.000Z,201776097459838976,我为什么爱我最好的朋友？ #confused #annoyed,everyone,201776097459838976,Twitter for iPhone,428437387,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2012-04-28T01:51:14.000Z,196053930852093952,Hate it when people 係都晒命! #annoyed,everyone,196053930852093952,Twitter for iPhone,174913661,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-04T05:03:38.000Z,132322084666871808,[心情差撩下交嗌先]得喇知你拍緊拖有囡囡送野比你喇 唔好係又影唔係又影啦好無？ #annoyed #irritated #itgetsontomynerves,everyone,132322084666871808,Seesmic,762306,zh,#annoyed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-05T00:21:45.000Z,121379511194497024,你唔回復我，你到以經幫咗我咖啦。cant deal with useless people and crazy shit anymore. #annoyed,everyone,121379511194497024,Twitter for iPhone,20554024,zh,#annoyed,,,
