lang,reply_settings,source,public_metrics,created_at,text,conversation_id,id,author_id,search_query,geo,referenced_tweets,in_reply_to_user_id
es,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-19T22:53:44.000Z,¿quieren saber la cara que les voy a poner a los que falten a la feria del Bosque? #angry ... http://someurl http://someurl,810981470366007296,810981470366007296,567824584,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-19T21:56:59.000Z,Enojado va deci 😤😡 #Arg #Angry http://someurl,810967190300200960,810967190300200960,3314296379,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-19T06:06:11.000Z,Que bonito cuando te dicen.. Por 5 pesos le ponemos una carne más.. 😢#Angry,810727910386630656,810727910386630656,193480979,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2016-12-19T04:32:13.000Z,@someuser xD para cuando te pregunten tu estado actual #angry #hungry #happy #sleepy #busy #notime #allthetime #programming http://someurl,810704263357796358,810704263357796358,25410471,#angry,,,146496090
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-18T23:30:34.000Z,Disfraz de Navidad 😂😂😂 #Angry #Grinch #OdiolaNavidad #Working http://someurl,810628350553325568,810628350553325568,111681874,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",2016-12-18T16:12:29.000Z,Tremendo SACRILEGIO sacar Pop del repertorio #Angry @someuser http://someurl,810518106288353281,810518106288353281,162634096,#angry,{'place_id': '4afa2757051c5192'},"[{'type': 'quoted', 'id': '810452514093101056'}]",
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-18T02:08:29.000Z,Típico: | Te siguen y no revisan tu perfil| #angry,810305703470579712,810305703470579712,810260176934731776,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-17T23:01:05.000Z,Odio mi trabajo I hate my job 😠😠 #angry #Ihatemywork #Spain #selca... http://someurl,810258545593712640,810258545593712640,146393113,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-16T21:11:21.000Z,Mi pelo es estúpido aveces Lol xD hfqlfjwlb #hair #crazyhair #pelo #peinado #angry #enojado http://someurl,809868541516279808,809868541516279808,1535728207,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-16T04:37:45.000Z,La Furia de Goku Remasterizado por mi 👍👉💙|  | .| .| .| .| .| .| .| #goku #songoku #angry #cover... http://someurl,809618494505381888,809618494505381888,247583776,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-15T01:04:12.000Z,Porque no todos los días son buenos...| #duelepancitaycorazón | #angry | #sad | #echapalante... http://someurl,809202363139399680,809202363139399680,27820723,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-14T03:14:35.000Z,"Que si Ana Karen no lavó esto, que Ana Karen prepara la cena, que si Ana Karen no les dio de cenar a las niñas. Ya basta! #angry",808872788845101056,808872788845101056,516042161,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-12-13T22:27:30.000Z,Cuando el Bottle Flip Challenge No sale| #quit #angry #bottleflip #fail #justno http://someurl,808800543359533056,808800543359533056,718527467,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-13T20:23:51.000Z,Quiero que sepas que NO me agradas #Chihuahua #enojado #angry #petstagram #perros @ Parque Saavedra http://someurl,808769423976919044,808769423976919044,86186682,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-13T13:32:03.000Z,mezcla de emociones y sentimientos #triste #sad #enojado #angry #decepcionado #disappointed #distrust,808665788991279104,808665788991279104,590018623,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-13T04:56:49.000Z,"#Angry AF @ Mexico City, Mexico http://someurl",808536128974389249,808536128974389249,4726060873,#angry,"{'place_id': 'bfc35dcc7e63252a', 'coordinates': {'type': 'Point', 'coordinates': [-99.1333, 19.4333]}}",,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-13T01:10:49.000Z,Que tu papá te regañe por no hacer nada y haces de todo !!🤔😡#angry #Confused,808479254442868737,808479254442868737,3022779016,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-12T11:19:52.000Z,Aveces ya no sé si reír o llorar... #ivonnegonzalezart #crying #angry #facebook #photographer... http://someurl,808270136259977216,808270136259977216,54803501,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-11T23:27:27.000Z,Nancy no esta muy feliz 😡😲| #selfie #angry http://someurl,808090852593569792,808090852593569792,754857933339439104,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-11T14:30:26.000Z,#angry pussy peliculas porno 100 gratis http://someurl,807955709350580225,807955709350580225,231511858,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-11T11:17:24.000Z,Esto es #Total y #Jodidamente Cierto 😂😂😂 #Reconciliación #Parejas #Amor #Peleas #Love #Angry #Bf... http://someurl,807907128430227456,807907128430227456,153540551,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-10T08:12:35.000Z,#angry pussy 3d erotic sex http://someurl,807498231139758080,807498231139758080,495093933,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2016-12-10T01:58:59.000Z,"No he navegado ni foreado. Por 3a noche consecutiva duermen conmigo. Y me dicen quiero dormir, abrazo, obligándome a apagar todo! #Angry",807404212351016961,807404212351016961,14708015,#angry,,,
es,everyone,ZindyMiller,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-09T20:55:39.000Z,#Angry Myranda #gameofthrones #got http://someurl,807327873946308608,807327873946308608,798184854731030528,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-09T14:31:34.000Z,Día del orto y tenes esta cara ☝☝☝| #malditoviernes #malhumor #friday #angry #diciembre #teodio... http://someurl,807231217523363842,807231217523363842,138587897,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-09T13:35:02.000Z,Otro finde currando... disfrutad el finde los que podáis!| #FelizFinde #Angry #Monkey http://someurl,807216989190180864,807216989190180864,805008734,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-08T14:34:49.000Z,#angry buttsex porno para descargar gratis http://someurl,806869646301392901,806869646301392901,40759850,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-08T03:15:49.000Z,Día de bax en fitness zone #selfie #box #cardiobox #fitnesszonetb #angry #bax #necesitasmasbox @someuser http://someurl,806698769353936896,806698769353936896,56173205,#angry,"{'place_id': '08c2cdcb7ebd611d', 'coordinates': {'type': 'Point', 'coordinates': [-96.35983, 18.45726]}}",,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-07T23:04:26.000Z,De limpiar los espejos ni hablemos eh.. | #boxeo #now #todalabronca #angry #chau http://someurl,806635509091024902,806635509091024902,736045442102927360,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-07T22:48:50.000Z,Esa gordura ni te la compro.| #angry :))))) http://someurl,806631581234397184,806631581234397184,736045442102927360,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-07T15:44:19.000Z,En la calle se reían de mi porque me daba miedo una mariposa #angry,806524751455940609,806524751455940609,355765670,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}",2016-12-07T07:07:34.000Z,#Superdaduji #fulloff #angry  #amrishuncle #onset #amrishuncle ho aur #mastinaho #notpossible @someuser @someuser #aryanprajapati http://someurl,806394706942947328,806394706942947328,3191971800,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-05T22:12:23.000Z,"Cuando un tonto coge un camino,el camino se acaba y el tonto sigue #cabezoneria #AsíPorqueYoLoDigo #AscoDeGenteSinArgumentos #annoyed #angry",805897634770776064,805897634770776064,741214771,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-04T20:18:37.000Z,No hay ganas de respirar sabiendo que tu mundo nunca volverá a ser el mismo aprovecha cada momento con la persona que quieres #Angry,805506615709405185,805506615709405185,797223855664275456,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-04T03:46:34.000Z,Que alguien le diga esta tipa que ser fama de honor es para ayudar a la novia 😬😬😬 #Angry,805256958156500992,805256958156500992,104527576,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-02T23:29:15.000Z,When estas enojada pero no quieres aceptarlo xD #yo #me #enoja #angry #face  #unakarensupergordita http://someurl,804829815702335488,804829815702335488,374886535,#angry,,,
es,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-02T23:05:56.000Z,Yo... cuando alguien más te mira 😠😤😡| #YouAreMine | #Pug | #Angry | #BlackAndWhite http://someurl,804823945044226048,804823945044226048,127903184,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-02T23:05:49.000Z,Yo... cuando alguien más te mira | 😠😤😡| #YouAreMine | #Pug | #Angry | #BlackAndWhite http://someurl,804823918511058944,804823918511058944,127903184,#angry,,,
en,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-02T16:18:19.000Z, Factor 3  #holidays #sunburn #abroad #food #drink #drugs #fight #love #sea #sand #bar #smoke #days #time #photo #angry #bully #hope #life http://someurl,804721366670962689,804721366670962689,245301478,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-02T13:29:12.000Z,#BuenViernes 🎉💣 #Auriculares #Gear4 #Tweeters de #Angry #Birds en #oferta! Más info en: http://someurl http://someurl,804678805742829569,804678805742829569,187994971,#angry,,,
es,everyone,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-02T10:40:33.000Z,Primer día de entrega de finales ¡Y que la suerte este con nosotros! #angry,804636364608180225,804636364608180225,180510556,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-29T06:51:00.000Z,Soy yo o #YouTube es más 💩 por tanto anuncio que ponen y a cada minuto pff #angry 😡,803491432115806208,803491432115806208,227302093,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",2016-11-29T05:55:33.000Z,Vamos a ver... ¿y mi café? | | #cafe #coffee #wheresmycoffee #saitama #nendoroid #onepunchman #angry http://someurl,803477479822389248,803477479822389248,246677058,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-29T04:15:48.000Z,Ahh... Simplemente me ya no aguanto su falta de atención conmigo 😒😠😭😭 | #Angry,803452377558896640,803452377558896640,803110055029645312,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-29T03:04:56.000Z,Cuando me enojo y trato de disimular| #angry #fucku #instatime  #instamood http://someurl,803434540819738624,803434540819738624,88363993,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-28T19:43:31.000Z,Adorable? #pitbull #dog #dogs #angry 😆 😁 #comedy #comedyshow #comedian #toptags @someuser #igcomedy #comedypics #comedyposts #comedia http://someurl,803323456339275777,803323456339275777,27491929,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-28T08:49:01.000Z,Lo sé brother... te entiendo .. a mi tampoco me gusta los LUNES!!! 😡😠😭 #monday #job #angry... http://someurl,803158745836621824,803158745836621824,286113574,#angry,"{'place_id': 'e342de30841352bf', 'coordinates': {'type': 'Point', 'coordinates': [-2.46292, 36.83542]}}",,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-28T00:08:29.000Z,"Amo el deporte, amo el voleibol, pero mejor no hubiera ido hoy a ese partido y mejor habría estudiado latín e italiano. #Angry.",803027747018719232,803027747018719232,785430470,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-27T18:34:27.000Z,Furia.| | Acuarela sobre cartón.| | #art #watercolor #angry #insideout #pixar #disney http://someurl,802943687349051392,802943687349051392,28366744,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2016-11-27T09:10:14.000Z,Foto dedicada a los taxistas de #cdmx🇲🇽 que me quieren timar al oírme hablar #angry #tereviento... http://someurl,802801698439774212,802801698439774212,420743421,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-26T06:40:20.000Z,"Estoy muriendo de hambre, ya quiero que sea la hora del desayuno #angry #hungry #ineedhotcakes",802401583719845888,802401583719845888,342271099,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T23:35:40.000Z,Gran día arruina planes 😠😡 #angry,802294715441958913,802294715441958913,127423091,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T14:32:04.000Z,Asi como cuando piensas que el ultimo dia de la U sera el mejor pero al contrario sale siendo el peor!!! #malDia #diaLargo #angry,802157913481613313,802157913481613313,401746896,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T13:55:28.000Z,"Me levanté 6:44 😑, ni queriendo llegaba a la de las 7 #Loser #Angry",802148702345449476,802148702345449476,128065646,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T05:27:05.000Z,#angry pussy kerala nude sex http://someurl,802020762366447617,802020762366447617,751766832420360192,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T00:56:00.000Z,Aaaau😲😲😲😲 rocko| Le choca que lo ignore!! Grgrgr 🐾 ay dolor....me rasguño 😖 loquillo!| #pug #angry http://someurl,801952543018455040,801952543018455040,252800096,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-24T03:57:14.000Z,Como hay gente chismosa!!!😠😠😠| O sea en verdad ponganse a trabajar y a ver por su futuro!!😒😒😒| #viboras #angry,801635764752760832,801635764752760832,567431731,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-23T06:01:08.000Z,"#always #angry #bed #gamernight @ Mexico City, Mexico http://someurl",801304555854188544,801304555854188544,2425803726,#angry,"{'place_id': 'bfc35dcc7e63252a', 'coordinates': {'type': 'Point', 'coordinates': [-99.1333, 19.4333]}}",,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-22T01:35:14.000Z,Esa gente que no sabe nada de su trabajo y quiere hacer el paro preguntándote sobre las cosas que ya debería saber si hiciste o no #Angry,800875253043957762,800875253043957762,48913867,#angry,,,
es,everyone,MEGAPO.ST,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T21:19:41.000Z,Lana http://someurl es #bigass #together #angry #entregaimediata #hair #myvibes,800810939591204865,800810939591204865,2839528435,#angry,,,
es,everyone,MEGAPO.ST,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T13:09:13.000Z,Terza http://someurl at #asian #ifbb #angry #firness #hair #workhard,800687510691188736,800687510691188736,2799084203,#angry,,,
in,everyone,MEGAPO.ST,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-20T22:50:30.000Z,Xaviera http://someurl us #cewek #aniyakala #angry #fitt #montrealdowntown #fitnesstrainer,800471407226486784,800471407226486784,2838933211,#angry,,,
