id,source,conversation_id,reply_settings,public_metrics,created_at,text,author_id,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
810562178843574272,Twitter Web Client,810562178843574272,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-18T19:07:37.000Z,#depressed sex las mejores imagenes porno http://someurl,2377770956,es,#depressed,,,
810554009027284993,Twitter Web Client,810554009027284993,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-18T18:35:09.000Z,#depressed sex autoblow sextoy http://someurl,333822697,es,#depressed,,,
810493793308995584,Twitter Web Client,810493793308995584,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-18T14:35:53.000Z,#depressed sex porno gonzo http://someurl,4840671394,it,#depressed,,,
810345964036722688,Twitter for Android,810345964036722688,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-18T04:48:27.000Z,Ojalá la vida durará mil vidas 😭💔| #depressed #reflexion,2871939816,es,#depressed,,,
810034005513039872,Twitter for Android,810034005513039872,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-17T08:08:51.000Z,"Vaya que si, siempre. #sad #suicidal #depressed #depressing http://someurl",913251037,es,#depressed,,,
808723502991872001,Twitter for iPhone,808723502991872001,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-13T17:21:23.000Z,Que no voy a poder ir a la graduación de mi mejor amiga por el fucking trabajo 😭😭 #depressed,735659809966456832,es,#depressed,,,
808575680757764096,Twitter Web Client,808575680757764096,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-13T07:33:59.000Z,#depressed sex eva longoria pictures nude http://someurl,148896119,es,#depressed,,,
807723767497629696,Twitter for Android,807723767497629696,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",2016-12-10T23:08:47.000Z,Solo me han felicitado 3 personas a estas horas #depressed,577216481,es,#depressed,,,
807224785986093057,Twitter Web Client,807224785986093057,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-09T14:06:01.000Z,Sad Santa.| #dailypainting #speedpaint #conceptart #santa #night #building #skyline #sad  #christmas #depressed #digitalart http://someurl,30505607,es,#depressed,,,
807171353828802561,Twitter Web Client,807171353828802561,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-09T10:33:41.000Z,#depressed sex pamila anderson porn http://someurl,967220191,it,#depressed,,,
807065481626714113,Twitter for iPhone,807065481626714113,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-09T03:33:00.000Z,#tbt to Tulsa 😭😭😭😫😫😫 #wizardworld #depressed http://someurl,95434297,es,#depressed,,,
807044431136325637,Twitter for Android,807044431136325637,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-09T02:09:21.000Z,no tengo #depressed http://someurl,1201929254,es,#depressed,,,
806841489624023040,Twitter Web Client,806841489624023040,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-08T12:42:56.000Z,#depressed sex videos porno en directo http://someurl,307558272,es,#depressed,,,
806728008279040000,Twitter for Android,806728008279040000,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-08T05:12:00.000Z,"Estoy parada en la cocina comiendo helado, escuchando a Noel y viendo memes. #depressed",100373298,es,#depressed,,,
806651479868047360,Instagram,806651479868047360,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-08T00:07:54.000Z,"#imjusttired #saddness #alone #depressed #feelingdown #hopeless @ Boca Raton, Florida http://someurl",2184730915,es,#depressed,"{'coordinates': {'type': 'Point', 'coordinates': [-80.1001, 26.3687]}, 'place_id': 'd1cd39353c51904d'}",,
806518998913445888,Twitter for iPhone,806518998913445888,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-07T15:21:28.000Z,Mi personal trainer me abandono #depressed,751131375135318016,es,#depressed,,,
806460083727204357,Twitter for Android,806460083727204357,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-07T11:27:21.000Z,¿Qué máscara usaré hoy? #depressed,194711730,es,#depressed,,,
805943465024651264,Twitter for iPhone,805943465024651264,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-12-06T01:14:30.000Z,situacion sentimental: busque a mi uber en ig y es private #depressed,367159740,es,#depressed,,,
805872076905185282,Twitter for iPhone,805872076905185282,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-05T20:30:50.000Z,Así jamás iré a Corea. 😞 #Depressed,306480464,es,#depressed,,,
805850429963825152,Twitter for iPhone,805849987959713792,everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",2016-12-05T19:04:49.000Z,@someuser Ya equis ignórame #depressed,796931077,es,#depressed,,"[{'type': 'replied_to', 'id': '805850327085969409'}]",796931077
805794374202310657,Twitter for Android,805794374202310657,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-05T15:22:04.000Z,Toda una mañana de espera para que te resuelvan el problema en 3min #depressed,85217457,es,#depressed,,,
805692074154754048,Instagram,805692074154754048,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-05T08:35:34.000Z,"Nada, no quiero nada... Sólo lo quiero a el... #sad #depressed #nope #stillsad #stilling #cryin... http://someurl",297388364,es,#depressed,,,
804060670769721344,Twitter for Android,804060670769721344,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-30T20:32:57.000Z,Mi profe de ruso se opera mapana y le ponen una sustituta y va para largo #Depressed,491401752,es,#depressed,{'place_id': 'd16c1b8ae1635978'},,
803835933078523906,Twitter for iPhone,803835933078523906,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-30T05:39:55.000Z,"Muchas muertes, muchos recuerdos activados.. muchas sorpresas desagradables sobre personas muy queridas.. muchas dudas sobre Dios #depressed",310098275,es,#depressed,,,
803798279729410049,Twitter for Android,803798279729410049,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-30T03:10:18.000Z,Quisiera no tener acceso a las malas noticias del mundo. #drained #depressed,256713485,es,#depressed,,,
803711675362746368,Twitter for Android,803707944923697157,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-11-29T21:26:10.000Z,@someuser @someuser  JAJAJJAJAJJAJAJJA ESE SI ES UN BUEN CHISTE !! | #Sad #Depressed #CutMyself,794657747493146624,es,#depressed,,"[{'type': 'replied_to', 'id': '803711391408541697'}]",781586414425280512
803010304858849281,Twitter for iPhone,803010304858849281,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-27T22:59:10.000Z,Cuando veo snaps de los de mi clase me replanteo si están estudiando la misma carrera que yo 🤔🙄 #depressed,514318311,es,#depressed,{'place_id': 'd84973286cfd241b'},,
803003193877733376,Twitter for iPhone,803002062325903360,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-11-27T22:30:55.000Z,@someuser no se estoy #depressed :(,1427941560,es,#depressed,,"[{'type': 'replied_to', 'id': '803002399514361856'}]",368067246
802972877175877632,Twitter for iPhone,802972877175877632,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-27T20:30:27.000Z,Cada vez que me voy de ecuador siento como si me hubiera terminado mi pelado 😭 #nomequieroir #depressed,79044981,es,#depressed,,,
802949061921755136,Twitter for Android,802474320027152384,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-27T18:55:49.000Z,@someuser @someuser a la mierda illa JAJAJAJA #depressed,2564024291,es,#depressed,,"[{'type': 'replied_to', 'id': '802935704514920449'}]",1275551040
801979836487045121,Twitter for iPhone,801979836487045121,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T02:44:27.000Z,Este es el primer ańo que no voy de compras para thanksgiving. #depressed,121960530,es,#depressed,,,
801481489401741312,Twitter for iPhone,801478926681964545,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-11-23T17:44:12.000Z,@someuser @someuser a carabao 💀😭 #deephugots #thereality #theouch #thesadness #ohmy #depressed #bullequalscarabao,702166017112457216,es,#depressed,,"[{'type': 'replied_to', 'id': '801478926681964545'}]",3437790215
801285270805053440,Twitter Web Client,801285270805053440,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-23T04:44:30.000Z,Que más quisiera yo no ocasionarle tanto dolor. #depressed,1167210672,es,#depressed,,,
801078918350442496,Twitter for iPhone,801078918350442496,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-22T15:04:32.000Z,"Neta no quiero salir de mi cama, ni de mi cuarto, ni de mi casa. #depressed",192451088,es,#depressed,,,
800825309398372352,Twitter Web Client,800825309398372352,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T22:16:47.000Z,Sólo faltaba que tuviese que jugar a #LeagueOfLegends con el polivalente automático activado esta noche. Vaya desastre de día...#Depressed,23426835,es,#depressed,,,
800799341124448256,MEGAPO.ST,800799341124448256,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T20:33:35.000Z,Austin http://someurl es #bisyar #freestyle #depressed #swimwear #fashionmen #absworkout,2838933211,es,#depressed,,,
800740387572678656,MEGAPO.ST,800740387572678656,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T16:39:20.000Z,Verla http://someurl me #boys #afternoon #depressed #фитнеспитание #myproteinfr #fitgirlsguide,2837163216,es,#depressed,,,
800738948276436992,MEGAPO.ST,800738948276436992,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T16:33:36.000Z,Xaviera http://someurl ea #beautiful #truestory #depressed #actitud #fitting #workhard,2837163216,es,#depressed,,,
800540829303468032,HealthTBN,800540829303468032,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T03:26:21.000Z,Seasonal - or political - ... #Artistic #Courthouse #Depressed #Jacob #Light #Mental #Pugay #SelfCare #news http://someurl,725819833120657408,es,#depressed,,,
800523764748402689,IFTTT,800523764748402689,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T02:18:33.000Z,No podemos recrear momentos que nunca salieron de nuestra mente.. #moment #depressed #cry ... http://someurl http://someurl,391730997,es,#depressed,,,
800444181629968384,Instagram,800444181629968384,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-20T21:02:19.000Z,Regresamos a Lima 😭#depressed #goodmemories #Huaraz #lovetravel #wonderfulplaces #picoftheday... http://someurl,127893074,es,#depressed,,,
800431341632360448,MEGAPO.ST,800431341632360448,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-20T20:11:17.000Z,Raf http://someurl es #bokepindonesia #ifbb #depressed #ultrazx #strongnotskinny #pausadodia,2839528435,es,#depressed,,,
800039320048594945,MEGAPO.ST,800039320048594945,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-19T18:13:32.000Z,Gene http://someurl es #cewek #fotografheryerde #depressed #press #girlswithtattoos #leg,2838933211,es,#depressed,,,
799997507417706497,Twitter for Android,799997507417706497,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-19T15:27:23.000Z,Hace un buen rato que no me pegaba así la realidad. #Depressed,3228442452,es,#depressed,,,
799940228211441665,MEGAPO.ST,799940228211441665,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-19T11:39:47.000Z,Reena http://someurl or #sexy #ifbb #depressed #mma #mtlmoments #hardcoreladies,2799084203,es,#depressed,,,
799718379665768448,MEGAPO.ST,799718379665768448,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-11-18T20:58:14.000Z,Terza http://someurl out #likes4likes #spontaneous #depressed #fitt  #leg,2835347628,en,#depressed,,,
799711644381085696,MEGAPO.ST,799711644381085696,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-18T20:31:28.000Z,Genovera http://someurl en #boys #summergoodmorning #depressed #coment #hair #mukminova,2838933211,es,#depressed,,,
799363811161546752,MEGAPO.ST,799363811161546752,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-17T21:29:18.000Z,Elsi http://someurl an #likes4likes #anlatistanbul #depressed #mma #healthylifestyle #myvibes,2839528435,es,#depressed,,,
799311513559453696,MEGAPO.ST,799311513559453696,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-17T18:01:29.000Z,Terza http://someurl at #girl #travelling #depressed #nomercy #fitfrenchies #musclemaniaparis,2799084203,es,#depressed,,,
799285349042323456,MEGAPO.ST,799285349042323456,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-17T16:17:31.000Z,Raquel http://someurl ok #ceweksexy #aniyakala #depressed #sportgirl #tiktak #vegetables,2838933211,fr,#depressed,,,
799187128919932928,MEGAPO.ST,799187128919932928,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-17T09:47:14.000Z,Elsi http://someurl es #bokepindonesia #together #depressed #rickross #strongnotskinny #tomatoes,2835347628,es,#depressed,,,
798669234326777856,Twitter for iPhone,798669234326777856,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-11-15T23:29:18.000Z,Acabo de terminar de ver Stranger Things. ¿Y ahora hasta la 2º en marzo qué hago? #sad #sos #help #depressed #:(,192375439,es,#depressed,,,
798577641330765824,Twitter for iPhone,798577641330765824,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-11-15T17:25:21.000Z,me niego a ver mis notas el viernes #depressed,564861931,es,#depressed,,,
798473913239937025,MEGAPO.ST,798473913239937025,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-15T10:33:10.000Z,Corinna http://someurl es #sex #naturel #depressed #mma #shelifts #musclemaniaparis,2838933211,es,#depressed,,,
798177283827761152,Twitter Web Client,798177283827761152,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-11-14T14:54:28.000Z,No puedo creer que soy un 3.3 yo quería ser high four #Depressed http://someurl,61361007,es,#depressed,{'place_id': '1ed82be977be0cfa'},,
798146750271799296,MEGAPO.ST,798146750271799296,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-14T12:53:08.000Z,Liza http://someurl un #girl #freebirds #depressed #gymrat #teamcln #playhard,2799084203,es,#depressed,,,
797453219123314688,MEGAPO.ST,797453219123314688,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-12T14:57:18.000Z,Othelia http://someurl as #beautiful #liveauthentic #depressed #rickross #frenchbulldogs #selfienation,2838933211,es,#depressed,,,
797400835923857408,MEGAPO.ST,797400835923857408,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-12T11:29:08.000Z,Liza http://someurl in #bisyar #mor #depressed #baku #healthylifestyle #treinododia,2839528435,es,#depressed,,,
797209699871522816,Twitter for Android,797209699871522816,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-11T22:49:38.000Z,Estaba esperando que cargara una imagen porque la veía borrosa y después de un ratito me di cuenta que era yo que no veía nada #depressed,4005074812,es,#depressed,,,
796967477691510784,Instagram,796967477691510784,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-11T06:47:08.000Z,"Vaya, que tiempos... 🚬🌹💔| #memories #depressed #fuckinglove #sugardaddy #goldenboy #sadness http://someurl",1023194485,es,#depressed,,,
796883432831877120,Twitter for iPhone,796883432831877120,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-11T01:13:10.000Z,Hey @someuser no te llegan los mensajes en WA :( #depressed,129898738,es,#depressed,,,
796700741431861248,MEGAPO.ST,796700741431861248,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-10T13:07:13.000Z,Xaviera http://someurl an #follow #odat #depressed #malemodel #ddob #gymgirl,2835347628,in,#depressed,,,
796567976552136704,Twitter Web App,796567976552136704,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-10T04:19:39.000Z,Hoy fue un pésimo día para abrir fb #whatislife #imsolate #depressed,118217758,es,#depressed,,,
796554319403294720,Twitter for Android,796554319403294720,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-10T03:25:23.000Z,Cuando caigo en cuenta de todos los trabajos que tengo que hacer #depressed #UniversityChallenge #cryingSnowflakes http://someurl,761366185153859585,es,#depressed,,,
796538596291276800,Twitter for Android,796538596291276800,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-10T02:22:54.000Z,Hoy durante la comida me hicieron sentir la peor persona de este mundo.| A veces no se encuentra una forma de ser.| #depressed,1483006027,es,#depressed,,,
796504445282643968,MEGAPO.ST,796504445282643968,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-10T00:07:12.000Z,Debra http://someurl un #selfie #liveauthentic #depressed #фитнес #mtllifestyle #phgym,2838933211,es,#depressed,,,
796300679556034560,Twitter Web Client,796300679556034560,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-11-09T10:37:31.000Z,hoy no es lunes pero dormi 2 horas. #insomnio #totebag #society6 #monday #girl #pink #depressed #sad #illustration #ilustracion http://someurl,85974269,es,#depressed,{'place_id': '018f1cde6bad9747'},,
796216551980593152,MEGAPO.ST,796216551980593152,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-09T05:03:13.000Z,Estelle http://someurl  #videobokep #hayatandanibarettir #depressed #weights #nba #pausadodia,2838933211,es,#depressed,,,
796046398319955969,MEGAPO.ST,796046398319955969,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-08T17:47:05.000Z,Xaviera http://someurl ok #beautiful #saturdays #depressed #man #montrealdowntown #powerhousegym,2837163216,es,#depressed,,,
795771658791436291,MEGAPO.ST,795771658791436291,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-07T23:35:22.000Z,Lana http://someurl ok #hot #momscooking #depressed #hashtags #atwater #lastpic,2835347628,es,#depressed,,,
795654482508083200,Instagram,795654482508083200,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-07T15:49:45.000Z,#depressed @ Grad Pula http://someurl,81191579,es,#depressed,"{'coordinates': {'type': 'Point', 'coordinates': [13.84846095, 44.86772279]}, 'place_id': '8d65596349ee2e01'}",,
795281853406183424,Twitter for Android,795281853406183424,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-06T15:09:04.000Z,Hoy es uno de esos días en los que desearía dormir y no despertarme hasta que Perú llegue al Mundial #depressed,226263284,es,#depressed,,,
795154917459632128,Twitter for iPhone,795154917459632128,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-06T06:44:40.000Z,Los lunes son feos porque tengo Economía política en la noche 🙂#depressed,1611989311,es,#depressed,,,
795098799723008000,Twitter for Android,795098799723008000,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-06T03:01:40.000Z,#Hostil. De qué sirve  no desaparecerse si de todos modos el resto lo hace.. #MeCansé #Depressed,104371777,es,#depressed,,,
794953351645556736,Twitter for iPad,794908581204267008,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-05T17:23:43.000Z,@someuser Verdict? #depressed,728343997,es,#depressed,,"[{'type': 'replied_to', 'id': '794908581204267008'}]",241683996
794862124170412032,MEGAPO.ST,794862124170412032,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-05T11:21:12.000Z,Lana http://someurl un #videobokep #teamtreta #depressed #modelo #6pack #abnehmen,2835347628,es,#depressed,,,
794829406619443200,MEGAPO.ST,794829406619443200,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-05T09:11:12.000Z,Estelle http://someurl us #tantesange #gratid #227;o #depressed #bench #fashionmen #powerhousegym,2837163216,es,#depressed,,,
794646405100933120,Instagram,794646405100933120,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-11-04T21:04:01.000Z,#stressful #depressed #painful @ Indian Express Indian Cuisine http://someurl,339584246,es,#depressed,"{'coordinates': {'type': 'Point', 'coordinates': [-73.93802, 40.82871]}, 'place_id': '01a9a39529b27f36'}",,
794443391178260484,MEGAPO.ST,794443391178260484,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-04T07:37:19.000Z,Elsi http://someurl un #boys #turkiye #depressed #bench #teamcln #workhard,2839528435,es,#depressed,,,
794360279161110528,Twitter for iPhone,794360279161110528,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-04T02:07:03.000Z,EL PEOR FEELING ES QUE SE TE PIERDA EL DINERO #Depressed,1677203725,es,#depressed,,,
794356702174920708,Instagram,794356702174920708,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-04T01:52:50.000Z,"Sobre la Depresión: limpia, suelta, libera, sacúdete. #depressed #depresion . La depresión ante... http://someurl",68145406,es,#depressed,"{'coordinates': {'type': 'Point', 'coordinates': [-69.94172595, 18.45576015]}, 'place_id': '01fcc4a23f17e1ed'}",,
