created_at,source,public_metrics,text,conversation_id,author_id,id,reply_settings,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
2014-05-07T12:35:54.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#Hamburg #escorts 197]:  http://someurl 可爱的女孩在,464020799058227200,247324113,464020799058227200,everyone,zh,#pissed,,,
2014-05-07T10:38:58.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#new #taipei 193]:  http://someurl 新北市,463991371208998912,179087319,463991371208998912,everyone,zh,#pissed,,,
2014-03-29T12:29:29.000Z,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",我还需要等多久？！#pissed,449886060009385984,324217721,449886060009385984,everyone,zh,#pissed,,,
2014-02-13T16:04:42.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",個禮拜領 次錢 感覺真的很好 都不出門 在家打電腦工作就 可以賺到錢了| | ngeke phela sodlala abantu .............. #pissed #,433995155516190720,527885103,433995155516190720,everyone,zh,#pissed,,,
2014-01-28T17:39:40.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",真是太累了。我的寒假呢？怎麼都還沒有休息到? 除夕夜快到了，一邊喜歡一邊非常討厭的一個晚上。我想睡，打電動，看小當家，無聊一下，不想一直在店裡幫忙。謝謝 #rant #chinese #pissed #tired #taiwan,428220845954060288,330911565,428220845954060288,everyone,zh,#pissed,,,
2013-11-26T19:22:11.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","熱臉貼冷屁股的感覺很幹，懂？| 不在乎的人到底是你還是我？| #856 to go, #ib #fml| #irritated #pissed #disappointed #wtf #whatever... http://someurl",405416209317113857,155990639,405416209317113857,everyone,zh,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [-3.535314, 50.466411]}, 'place_id': '26eb69ac3ac29514'}",,
2013-11-08T07:06:45.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Hello bitch, just shut up. One ah lian face and still talk so loud. Dont know just diam diam pls. 没有人会当你是哑巴. #pissed",398708150318026752,106060684,398708150318026752,everyone,zh,#pissed,,,
2013-11-07T02:30:42.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#Shantou 821]:  http://someurl 汕头,398276293315162112,287214089,398276293315162112,everyone,zh,#pissed,,,
2013-11-06T12:28:57.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#Guamgzhou 983]:  http://someurl 广州,398064460222304256,291704826,398064460222304256,everyone,zh,#pissed,,,
2013-10-30T04:18:54.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mariza #pissed #slut #escort #in #Omaha #Nebraska [#Shantou 885]:  http://someurl 汕头,395404417697972224,287214089,395404417697972224,everyone,zh,#pissed,,,
2013-10-29T22:25:42.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mariza #pissed #slut #escort #in #Omaha #Nebraska [#Guamgzhou 399]:  http://someurl 广州,395315534134120448,291704826,395315534134120448,everyone,zh,#pissed,,,
2013-10-17T06:37:01.000Z,UberSocial for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","哇靠, 你驾车可以再烂一点吗？#pissed",390728135517700096,51125255,390728135517700096,everyone,zh,#pissed,,,
2013-10-16T05:16:18.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Seriously cant the media just leave her alone?! #pissed  RT @someuser Hebe带旧爱看豪宅 2人或成同居密友 http://someurl,390345432812883969,332402681,390345432812883969,everyone,zh,#pissed,,,
2013-10-08T08:48:02.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",每次都被你的last min 给害死，你的话能信，屎都能吃! 这种重要的事都拿来开玩笑做，超你妈的！#Pissed #angry #hates,387499616456814594,467673223,387499616456814594,everyone,zh,#pissed,,,
2013-09-01T04:36:07.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",臭猪睡觉不理我!!! #pig #evil #pissed #evilboyfie http://someurl,374027867963023361,5912322,374027867963023361,everyone,zh,#pissed,,,
2013-07-12T01:58:41.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",就连英文都不怎会说了 #pissed,355506467773747200,577831116,355506467773747200,everyone,zh,#pissed,,,
2013-07-07T09:44:50.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",为什么你一定要我星期三特地去学校? 明天不可以是不是?! #pissed,353811837772500992,156301979,353811837772500992,everyone,zh,#pissed,,,
2013-06-29T01:54:44.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",一早就被騙 #pissed #lies #suck #fooled #idiot #summer #vacation #finally #started #yayyyy #life #whatever... http://someurl,350794429927391232,155990639,350794429927391232,everyone,zh,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [121.58358099, 25.08446412]}}",,
2013-06-07T17:22:32.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","为了这个kitty,给人说到一文都不值!我发誓,不会再叫你帮忙了!请你记得你今天说的话,不要找我帮忙,我不会帮!请你滚出我的世界! #super #pissed #off #night http://someurl",343055387949420545,420210056,343055387949420545,everyone,zh,#pissed,,,
2013-05-12T01:55:29.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",-.- 一到清早 gangman style. How to sleep la. #pissed http://someurl,333400002753871872,37926314,333400002753871872,everyone,zh,#pissed,,,
2013-05-05T23:52:22.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",根本就是听不懂的小孩! 无药救! #Pissed #pekchey #irritated #shitfeel,331194691460681729,467673223,331194691460681729,everyone,zh,#pissed,,,
2013-04-23T19:55:03.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#new #taipei 320]:  http://someurl 新北市,326786315905540099,1131107958,326786315905540099,everyone,zh,#pissed,,,
2013-04-09T14:50:42.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Dont ask me to buy any shit when I go overseas again. 叫我买就不要hiam, 要hiam就不要叫我买. I can use that money to shop for many other stuff! #pissed",321636293006200832,372922617,321636293006200832,everyone,zh,#pissed,,,
2013-04-07T08:54:26.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mummy #and #daughter #pissed #in #Topeka #Kansas [#fushum 701]:  http://someurl 抚顺,320821857571979266,1131107958,320821857571979266,everyone,zh,#pissed,,,
2013-04-07T02:18:12.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mummy #and #daughter #pissed #in #Topeka #Kansas [#dezhou 927]:  http://someurl 在越南的性别,320722143988027392,420328701,320722143988027392,everyone,zh,#pissed,,,
2013-04-07T01:57:44.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",性交 #Mummy #and #daughter #pissed #in #Topeka #Kansas [#shandong 907]:  http://someurl 山东省,320716991986024449,1131107958,320716991986024449,everyone,zh,#pissed,,,
2013-04-07T01:32:13.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mummy #and #daughter #pissed #in #Topeka #Kansas [#Harbin 98]:  http://someurl 哈尔滨,320710572163362817,420328701,320710572163362817,everyone,zh,#pissed,,,
2013-04-07T00:09:40.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mummy #and #daughter #pissed #in #Topeka #Kansas [#Shantou 293]:  http://someurl 汕头,320689798635470848,287214089,320689798635470848,everyone,zh,#pissed,,,
2013-04-06T21:36:24.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mummy #and #daughter #pissed #in #Topeka #Kansas [#dali 631]:  http://someurl 给,320651224716279808,1131107958,320651224716279808,everyone,zh,#pissed,,,
2013-04-06T20:51:25.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",性交 厦门 #Mummy #and #daughter #pissed #in #Topeka #Kansas [#Xiamen 65]:  http://someurl 性交 厦门,320639906626023424,1131107958,320639906626023424,everyone,zh,#pissed,,,
2013-04-06T19:13:29.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mummy #and #daughter #pissed #in #Topeka #Kansas [#Harbin 182]:  http://someurl 哈尔滨,320615261176729600,420328701,320615261176729600,everyone,zh,#pissed,,,
2013-04-05T23:29:53.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",性交 #Crazy #old #lesbians #love #to #be #pissed #in #the #face [#shandong 587]:  http://someurl 山东省,320317398420971520,1131107958,320317398420971520,everyone,zh,#pissed,,,
2013-04-05T17:20:41.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#fushum 538]:  http://someurl 抚顺,320224484634271746,1131107958,320224484634271746,everyone,zh,#pissed,,,
2013-04-05T13:43:45.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#rss1sexeaparis 163]:  http://someurl Tianjin 天津,320169890864570370,291704826,320169890864570370,everyone,zh,#pissed,,,
2013-04-05T11:29:49.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#fushum 655]:  http://someurl 抚顺,320136188642095106,1131107958,320136188642095106,everyone,zh,#pissed,,,
2013-04-05T10:41:56.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#Busan 939]:  http://someurl Nanjing 南京,320124138863861760,286448175,320124138863861760,everyone,zh,#pissed,,,
2013-03-29T13:15:58.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#Dongguan 5]:  http://someurl Dongguan 东莞,317626183653142528,292341203,317626183653142528,everyone,zh,#pissed,,,
2013-03-29T12:56:58.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#taiwai 896]:  http://someurl 大围,317621403614576641,1131107958,317621403614576641,everyone,zh,#pissed,,,
2013-03-29T11:43:26.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",性交 厦门 #Crazy #old #lesbians #love #to #be #pissed #in #the #face [#Xiamen 655]:  http://someurl 性交 厦门,317602899461042176,1131107958,317602899461042176,everyone,zh,#pissed,,,
2013-03-16T10:28:19.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",性交 #Crazy #old #lesbians #love #to #be #pissed #in #the #face [#rss1 436]:  http://someurl 山东省,312872951445860355,1131107958,312872951445860355,everyone,zh,#pissed,,,
2013-03-10T15:56:03.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mariza #pissed #slut #escort #in #Omaha #Nebraska [#Dongguan 470]:  http://someurl Dongguan 东莞,310781102774165505,292341203,310781102774165505,everyone,zh,#pissed,,,
2013-03-10T14:31:39.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mariza #pissed #slut #escort #in #Omaha #Nebraska [#Shantou 369]:  http://someurl 臺北市,310759862437044224,420328701,310759862437044224,everyone,zh,#pissed,,,
2013-03-10T14:31:07.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mariza #pissed #slut #escort #in #Omaha #Nebraska [#Shantou 369]:  http://someurl 汕头,310759726961004545,287214089,310759726961004545,everyone,zh,#pissed,,,
2013-03-10T12:04:49.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mariza #pissed #slut #escort #in #Omaha #Nebraska [#rss2 246]:  http://someurl 在越南的性别,310722910300041219,420328701,310722910300041219,everyone,zh,#pissed,,,
2013-03-05T06:55:54.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",哎，烦啊！就是烦！为什么为你做什么事儿你都觉得是应该的？！ #damnit #arrggg #pissed #annoyed,308833230755348480,59876358,308833230755348480,everyone,zh,#pissed,,,
2013-03-01T13:23:45.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mariza #pissed #slut #escort #in #Omaha #Nebraska [#nanning 500]:  http://someurl 汕头,307481284614160384,287214089,307481284614160384,everyone,zh,#pissed,,,
2013-03-01T11:53:15.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Mariza #pissed #slut #escort #in #Omaha #Nebraska [#rss1 856]:  http://someurl 性在中国,307458508469710848,292341203,307458508469710848,everyone,zh,#pissed,,,
2013-02-24T16:15:22.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#Beijing 539]:  http://someurl 在越南的性别,305712535120781313,420328701,305712535120781313,everyone,zh,#pissed,,,
2013-02-24T15:06:44.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#rss2 232]:  http://someurl 在越南的性别,305695261970272256,420328701,305695261970272256,everyone,zh,#pissed,,,
2013-02-24T14:33:41.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#daegu 161]:  http://someurl 臺北市,305686943214219264,420328701,305686943214219264,everyone,zh,#pissed,,,
2013-02-24T13:23:56.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",性交 #Crazy #old #lesbians #love #to #be #pissed #in #the #face [#shandong 797]:  http://someurl 山东省,305669391817793536,1131107958,305669391817793536,everyone,zh,#pissed,,,
2013-02-24T13:22:04.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#sex #in #taiwan 660]:  http://someurl 长沙县,305668922756198400,1068991104,305668922756198400,everyone,zh,#pissed,,,
2013-02-24T12:51:48.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [#taipei 429]:  http://someurl 臺北市,305661302876028929,420328701,305661302876028929,everyone,zh,#pissed,,,
2013-02-21T14:37:33.000Z,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",帮我一下会死吗？#pissed,304600752976965632,307630483,304600752976965632,everyone,zh,#pissed,,,
2013-02-07T23:33:44.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",滚粗！我他妈跟谁都想说！！ #滚 #getout #goaway #pissed #fuckoff,299662259184078849,59876358,299662259184078849,everyone,zh,#pissed,,,
2013-01-31T08:04:25.000Z,twitterfeed,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Crazy #old #lesbians #love #to #be #pissed #in #the #face [2042399]:  http://someurl Tianjin 天津,296891672577572865,291704826,296891672577572865,everyone,zh,#pissed,,,
2013-01-20T02:51:54.000Z,Photos on iOS,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Ill let the photo do the speaking. 讲你们的部门缺乏效率已经是便宜你们了#speechless #pissed http://someurl,292826758347112448,156301979,292826758347112448,everyone,zh,#pissed,,,
2013-01-06T01:10:51.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Kinds in China are taught pinyin from a young age.. soooo why are there still freakin 汉字？我真的不明白 ＃生气 #pissed #struggling,287727898331340800,348261699,287727898331340800,everyone,zh,#pissed,,,
2012-10-31T11:31:58.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Finally boarded the bus -.- #pissed My 茶要出来了 la 😭😭😭😭😭😭 @someuser,263604219301478400,324977602,263604219301478400,everyone,zh,#pissed,,,
2012-10-25T13:18:05.000Z,iOS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",我讨厌这种感觉。我得赶紧通过我的​​该死的考试。#fml #pissed #annoyed,261456597287567361,58962744,261456597287567361,everyone,zh,#pissed,,,
2012-10-15T10:24:04.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",05年数学 容易就容易到你不信 难就难到你不会做 出题老师你想怎样啊 == #pissed,257788925735747584,156301979,257788925735747584,everyone,zh,#pissed,,,
2012-07-28T10:38:16.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@someuser 哪里可以酱的 ! Lastminute lastminute , last minute buy dao wad ? 回家睡觉 ! #pissed",229148198340550656,285573349,229163859628412928,everyone,zh,#pissed,,"[{'type': 'replied_to', 'id': '229163305292419072'}]",404235429
2012-04-09T11:30:47.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",如果打人不会受到惩罚的话，我一定会拉你到后巷好好教训你一顿 -.- #pissed,189314410425229313,156301979,189314410425229313,everyone,zh,#pissed,,,
2012-03-04T12:06:44.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}","亲爱的统考试题集, 你可不可以不要一直印错答案?! #pissed",176277493718855680,156301979,176277493718855680,everyone,zh,#pissed,,,
2012-02-26T10:31:38.000Z,TweetCaster for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",My youtube downloader 时好时坏. #pissed,173716845461913600,181141308,173716845461913600,everyone,zh,#pissed,,,
2012-02-19T11:47:06.000Z,Echofon,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",不应该太接近你们了!不然有些 SIAOZHARBO  乱 SIAO! PISS ME OFF SEH! #pissed!,171199122806816769,406215890,171199122806816769,everyone,zh,#pissed,,,
2012-02-10T13:11:15.000Z,Echofon,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",好心没好报! #pissed,167958809627725824,233217842,167958809627725824,everyone,zh,#pissed,,,
2012-01-21T10:42:16.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",朋友能选        家人不能 #pissed,160673561021923328,292237199,160673561021923328,everyone,zh,#pissed,,,
2012-01-04T15:13:46.000Z,Echofon,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",我最讨厌整天喜欢在旁添油加醋的人。#pissed,154581292506284033,215586593,154581292506284033,everyone,zh,#pissed,,,
2011-12-21T15:04:57.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","为什么强仁哥哥用力再改自己, 别人还是看不到??? #UnFair #Pissed",149505640753135616,31713407,149505640753135616,everyone,zh,#pissed,,,
2011-10-30T02:08:21.000Z,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",我跟你不熟，不要假装跟我熟，不要一直跟我讲话，闲。#pissed #fedup,130466035244609536,71462182,130466035244609536,everyone,zh,#pissed,,,
2011-08-30T20:04:01.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Im home (ノಠ益ಠ)ノ彡┻━┻ #pissed,108631075240148992,89779837,108631075240148992,everyone,zh,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [-123.74065917, 48.76048737]}, 'place_id': '73e3b9c0f126e2a8'}",,
