source,text,reply_settings,lang,conversation_id,id,author_id,created_at,public_metrics,search_query,in_reply_to_user_id,referenced_tweets,geo
Twitter for Android,#SUPER  sexta amigos| Dia de celebração http://someurl,everyone,pt,814803363338551296,814803363338551296,2738939814,2016-12-30T12:00:34.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer #48 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,814793171053977600,814793171053977600,340765953,2016-12-30T11:20:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,Mario bloque PSD - http://someurl #vector #psd #super http://someurl,everyone,pt,814714678081388544,814714678081388544,148356691,2016-12-30T06:08:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Linka_tv_inonda1,E iniziato Dinotrux su #super| Clicca qui per classifica tweet: http://someurl,everyone,it,814705079106342912,814705079106342912,1962587364,2016-12-30T05:30:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Linka_tv_inonda1,E iniziato The Band su #super| Clicca qui per classifica tweet: http://someurl,everyone,it,814620773319065600,814620773319065600,1962587364,2016-12-29T23:55:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Instagram,#taonatural #super #amigos e #eisenbahn @ A Vendinha Restaurante http://someurl,everyone,pt,814620359567634432,814620359567634432,85294137,2016-12-29T23:53:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,"{'place_id': '8960d74054404ddd', 'coordinates': {'type': 'Point', 'coordinates': [-38.96247, -12.22083]}}"
Linka_tv_inonda1,E iniziato Camilla Store su #super| Clicca qui per classifica tweet: http://someurl,everyone,it,814611965100359680,814611965100359680,1962587364,2016-12-29T23:20:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,#super oferta de #FinDeAno2016 @someuser | #langosta #camarones #cerdo #mojito @someuser @someuser | =>http://someurl http://someurl,everyone,es,814611264043438080,814611264043438080,801299628608155648,2016-12-29T23:17:14.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,,
Instagram,Para estas navidades 🎄😜🍹🍾🎄 🎋#Talentovenezolano #súper #coquetas #Karitasgirls #Venezuela estamos... http://someurl,everyone,es,814606589860708352,814606589860708352,151092565,2016-12-29T22:58:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
dlvr.it,#Super Mario Bros. Deluxe (CGB-AHYE-USA-1) Game for The Game Boy Color System http://someurl http://someurl,everyone,pt,814593043886026752,814593043886026752,1048011822,2016-12-29T22:04:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Instagram,#cena al #top uno dei #migliori #ristoranti a #Pistoia #ingredienti #super #selezionati... http://someurl,everyone,it,814589145653932032,814589145653932032,1075207320,2016-12-29T21:49:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,,"{'place_id': 'cdec4a1c9f1ac3bb', 'coordinates': {'type': 'Point', 'coordinates': [10.91478, 43.9334599]}}"
Twitter Web Client,#super sex bravo teens  bisexual icon http://someurl,everyone,pt,814588360064897028,814588360064897028,750935846,2016-12-29T21:46:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Facebook,Identificadores de #Vasos #Super #UkaraDiseño #UkaraConTodo 💣💣💣🙋🐬🐬 http://someurl,everyone,es,814588079906242561,814588079906242561,1441555548,2016-12-29T21:45:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer #49 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,814579277467385856,814579277467385856,340765953,2016-12-29T21:10:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Linka_tv_inonda1,E iniziato H2O su #super| Clicca qui per classifica tweet: http://someurl,everyone,it,814574214158151681,814574214158151681,1962587364,2016-12-29T20:50:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,porno de profesoras #super nudes teens in cam anal video free http://someurl,everyone,pt,814509346788876289,814509346788876289,156450976,2016-12-29T16:32:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,sex in limo video #super porn site http://someurl,everyone,it,814468720999485440,814468720999485440,2472273537,2016-12-29T13:50:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter for iPhone,#bomdia#meu casamento #super feliz#obrigadoDEUS#🤙🏼👰🏼🤵🏻💍 http://someurl,everyone,pt,814435252181598209,814435252181598209,359663582,2016-12-29T11:37:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,"[{'type': 'quoted', 'id': '814431344084287488'}]",{'place_id': '45e3bce63f2beeee'}
Instagram,Hoje tem lançamento as 18:hrs no canal do #TomProduções do nosso amigo la da #Bahia #Super... http://someurl,everyone,pt,814428445228691456,814428445228691456,382970094,2016-12-29T11:10:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer #50 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,814428280178798593,814428280178798593,340765953,2016-12-29T11:10:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,teen lesbian porn xxx vouge #super sex book http://someurl,everyone,en,814380819305394176,814380819305394176,215829079,2016-12-29T08:01:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter for iPhone,Mario sabe... #mini #nes #bros #super #world #nintendo #friends #beChill #trip #weedstagram #night http://someurl,everyone,es,814348008670248962,814348008670248962,314978851,2016-12-29T05:51:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,,
Twitter Web Client,#super mario porno japan subway sex http://someurl,everyone,pt,814324064491868160,814324064491868160,288989177,2016-12-29T04:16:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer #51 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,814302444192669696,814302444192669696,340765953,2016-12-29T02:50:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Instagram,Costelinha da tarde!!  #BemGay hahaha  #blackwithe  #Super 👠💄 http://someurl,everyone,pt,814292335521570816,814292335521570816,76373077,2016-12-29T02:09:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,,
Twitter Web Client,#super hero sexy porn porno coloring pages http://someurl,everyone,pt,814278718860460032,814278718860460032,217524804,2016-12-29T01:15:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,im sexii #super mario porno hentai game http://someurl,everyone,pt,814265813201022980,814265813201022980,200427331,2016-12-29T00:24:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,#super amanda nude irani porn http://someurl,everyone,es,814261474281607169,814261474281607169,199903929,2016-12-29T00:07:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,#super sexy shemales famosas fazendo sexo http://someurl,everyone,pt,814252919159746560,814252919159746560,333083695,2016-12-28T23:33:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter for Android,@someuser #super 1Milhao,everyone,pt,754775624229744640,814240875626852352,814238822351433729,2016-12-28T22:45:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,1242062472,"[{'type': 'replied_to', 'id': '754775624229744640'}]",
Instagram,Nas férias a gente também brinca... Vamos arrumar o quarto de uma princesa linda e #super... http://someurl,everyone,pt,814219565441970178,814219565441970178,2512730316,2016-12-28T21:20:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,neck sex #super mario porno tips http://someurl,everyone,es,814194300636590080,814194300636590080,137221555,2016-12-28T19:40:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Linka_tv_inonda1,E iniziato Il grande colpo su #super| Clicca qui per classifica tweet: http://someurl,everyone,it,814185402319900672,814185402319900672,1962587364,2016-12-28T19:05:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Negociar Marketing,#SUPER PROMOÇÃO DE NATAL | R$20 - Central.. http://someurl http://someurl,everyone,pt,814139092619366400,814139092619366400,2965884693,2016-12-28T16:01:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Instagram,Para estas navidades 🎄💝😍 🎄🎋#Talentovenezolano #súper #coquetas #Karitasgirls #Venezuela estamos... http://someurl,everyone,es,814131485552820228,814131485552820228,151092565,2016-12-28T15:30:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,O mundo está muito complexo - e põe complexo nisso! http://someurl via @someuser #Super #STSL,everyone,pt,814090135704838149,814090135704838149,57937771,2016-12-28T12:46:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer 52 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,814088544025247744,814088544025247744,340765953,2016-12-28T12:40:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Facebook,#Vamos Começar a Semana Ainda Mas Linda?| | #Super Promoções de Segunda a Quarta!| | #Corte Bordado +Hidratação +... http://someurl,everyone,pt,814075372098777092,814075372098777092,549599220,2016-12-28T11:47:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Facebook,#Hoje Tem Promoção 😍😍😍😍| | #Super Promoções de Verão Beleza Latina!| Apenas de Segunda a Quarta!| | #Hidratação +... http://someurl,everyone,pt,814075234303275008,814075234303275008,549599220,2016-12-28T11:47:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Linka_tv_inonda1,E iniziato 100 cose da fare prima del lic su #super| Clicca qui per classifica tweet: http://someurl,everyone,it,814049508258705408,814049508258705408,1962587364,2016-12-28T10:05:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Instagram,"Salve, salve, #Super #BomDia turma!! @ Goiânia, Brazil http://someurl",everyone,pt,814039013078302720,814039013078302720,481487398,2016-12-28T09:23:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,,"{'place_id': '23d81de6fe7594cb', 'coordinates': {'type': 'Point', 'coordinates': [-49.25, -16.6667]}}"
Twitter Web Client,sex pro videos #super sexy bikini http://someurl,everyone,de,813993717849817088,813993717849817088,569912606,2016-12-28T06:23:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,#super mario porno alexis taylor adult http://someurl,everyone,pt,813972939502747648,813972939502747648,518416757,2016-12-28T05:00:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer #53 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,813929981957046272,813929981957046272,340765953,2016-12-28T02:10:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,#super lesbian sex sexual names http://someurl,everyone,en,813874495681417217,813874495681417217,348229875,2016-12-27T22:29:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
all4babies,"#Silicone #Kids #Placemat, #Super #Self #Suction, FDA #Approved BPA #Free, #Baby #Feeding ... - http://someurl | #Nonslip http://someurl",everyone,pt,813833656150016012,813833656150016012,781441904873463809,2016-12-27T19:47:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Linka_tv_inonda1,E iniziato Best Player su #super| Clicca qui per classifica tweet: http://someurl,everyone,it,813821758428114944,813821758428114944,1962587364,2016-12-27T19:00:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Instagram,regrann from @someuser  -  Para estas Navidades 🎄🎄🎄🎋#Talentovenezolano #súper #coquetas... http://someurl,everyone,pt,813812088586076161,813812088586076161,721768752396779521,2016-12-27T18:21:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Instagram,A mais nova 4 olhos do pedaço #super #nerd #oculos http://someurl,everyone,pt,813802606741098497,813802606741098497,2765173571,2016-12-27T17:43:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter for iPhone,Obrigado pessoal do Instagram! 🙏🏽 #supergirl #melissabenoist #dccomics #dc #draw #drawing #super #girl #comics #desenho #diseño #superhero http://someurl,everyone,pt,813800702128648192,813800702128648192,37462504,2016-12-27T17:36:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,{'place_id': 'd9d978b087a92583'}
kaufkunst,#Sale http://someurl #VIBOX #Hammer #54 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,813768918993174528,813768918993174528,340765953,2016-12-27T15:30:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,haha:D | |  #super http://someurl,everyone,tl,813763899531075584,813763899531075584,740115029194870784,2016-12-27T15:10:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#super,,,
Facebook,#Vamos Começar a Semana Ainda Mas Linda?| | #Super Promoções de Verão Beleza Latina!| Apenas de Segunda a Quarta!... http://someurl,everyone,pt,813730273988853760,813730273988853760,549599220,2016-12-27T12:56:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,porn bilder #super sexy porno http://someurl,everyone,de,813656483363692544,813656483363692544,578056833,2016-12-27T08:03:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer #55 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,813610380605923331,813610380605923331,340765953,2016-12-27T05:00:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,queria muito saber se quem fez essa #super #dica do Erico Rocha no começo do ano hoje tá rico pra caralho ou não| | http://someurl,everyone,pt,813461956137013249,813461956137013249,15332531,2016-12-26T19:10:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer #56 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,813419111975895040,813419111975895040,340765953,2016-12-26T16:20:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Facebook,#Super Star O lindo branco! http://someurl,everyone,pt,813402644412846082,813402644412846082,57049778,2016-12-26T15:14:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
TweetMag1c MusicEdition,#Rock #Super Terrorizer  #Black Label Society #NewPlaying #BGM #MUSIC #Japan BLOG:RockMaMa☆AKI→ http://someurl,everyone,pt,813375258296074241,813375258296074241,2476820617,2016-12-26T13:25:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
IFTTT,"come in aereo, viviamo sopra le nuvole... #buongiorno #perdutinellanebbia #super #fog http://someurl http://someurl",everyone,it,813310297616318464,813310297616318464,326144852,2016-12-26T09:07:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}",#super,,,
Twitter Web Client,#super mario porno sexy fatass http://someurl,everyone,it,813255824550170624,813255824550170624,597026104,2016-12-26T05:31:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer #57 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,813237918844260353,813237918844260353,340765953,2016-12-26T04:20:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
playlib_share,Já jogou Super Soccer? #super-soccer #playlib #games| | http://someurl,everyone,pt,813172485063577600,813172485063577600,787971367379533824,2016-12-26T00:00:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter for Android,#Super! Bravo! http://someurl,everyone,pt,813107664632815616,813107664632815616,1886674916,2016-12-25T19:42:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,"[{'type': 'quoted', 'id': '813105714356977669'}]",
Twitter Web Client,#super heroes sex sexi ebony http://someurl,everyone,cy,813086813283819524,813086813283819524,371443907,2016-12-25T18:19:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer #58 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,813061757484892160,813061757484892160,340765953,2016-12-25T16:40:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,#super sex models paula garces sex scenes http://someurl,everyone,ca,813012674783088640,813012674783088640,2828490523,2016-12-25T13:25:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Linka_tv_inonda1,E iniziato Un fantaNatale su #super| Clicca qui per classifica tweet: http://someurl,everyone,it,812956053658828800,812956053658828800,1962587364,2016-12-25T09:40:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,cum porn xxx #super tube porn http://someurl,everyone,pt,812926544985423873,812926544985423873,233094286,2016-12-25T07:42:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter for Android,"#umi #super #umisuper prometeram android  7 para antes do natal e até agora nada, lixos",everyone,pt,812911250715869184,812911250715869184,80024496,2016-12-25T06:41:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer #59 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,812890645878755328,812890645878755328,340765953,2016-12-25T05:20:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter for Android,Junior comprou energético só falta ele descer o Uísque 👌👌 #super #tranquila,everyone,pt,812753419521892352,812753419521892352,3001663703,2016-12-24T20:14:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter for iPhone,#super empolgada p NATAL,everyone,pt,812747441476923392,812747441476923392,2737391575,2016-12-24T19:51:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer #60 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,812729574983344128,812729574983344128,340765953,2016-12-24T18:40:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,pornos de gorditas #super sex moves http://someurl,everyone,pt,812692569616482304,812692569616482304,341781800,2016-12-24T16:13:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,#super mario nude freeporn site tv http://someurl,everyone,pt,812653503915114501,812653503915114501,1355425963,2016-12-24T13:37:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
NakedNetworks,loirinha #Super deliciosa - http://someurl #Amateur #Beach #Brazilian #HDVideos #Voyeur http://someurl,everyone,pt,812589769712693248,812589769712693248,867472873,2016-12-24T09:24:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,#super cute japanese porn sex lessons http://someurl,everyone,pt,812582372470325248,812582372470325248,60137205,2016-12-24T08:55:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
kaufkunst,#Sale http://someurl #VIBOX #Hammer #61 #Gaming #PC   #4 #1GHz #AMD #FX #6 #Core #CPU  #R7 #360 #GPU  #super  Multimedi... http://someurl,everyone,pt,812571025535893504,812571025535893504,340765953,2016-12-24T08:10:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter for Android,Um feliz Natal pra Vc. #super #cadernodeesportes,everyone,pt,812500882642337792,812500882642337792,3392949989,2016-12-24T03:31:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
Twitter Web Client,@someuser #ohww que linda #musica #joel #super #linda,everyone,pt,812078924075302912,812462222526058498,2764894876,2016-12-24T00:57:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,4440347241,"[{'type': 'replied_to', 'id': '812078924075302912'}]",
Twitter for Android,@someuser @someuser @someuser @someuser sinceramente tô cansado do termo #super... K,everyone,pt,812290656366432256,812460381364961280,68054337,2016-12-24T00:50:24.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#super,798577056636342272,"[{'type': 'replied_to', 'id': '812290656366432256'}]",
Instagram,Homem de ferro chamuyando #ironman #homedeferro #super-heróis #marvel #superhero #hierro #SP... http://someurl,everyone,pt,812425094177976320,812425094177976320,137171313,2016-12-23T22:30:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,"{'place_id': '68e019afec7d0ba5', 'coordinates': {'type': 'Point', 'coordinates': [-46.65402426, -23.56361148]}}"
