public_metrics,source,created_at,id,conversation_id,text,author_id,lang,reply_settings,search_query,referenced_tweets,in_reply_to_user_id,geo
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T21:04:21.000Z,814940211402706944,814940211402706944,Creo que muchos de mis colegas deberían hacer un curso de ortografía. #sad,102619560,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-30T19:59:33.000Z,814923902371692548,814923902371692548,"El fútbol esta en una crisis, nadie juega bonito, todos juegan a ganar y no a gustar las y las únicas excepciones pierden 🤐😯🙄😪 #sad #fútbol",704832637672620032,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 1}",Twitter for Android,2016-12-30T19:53:29.000Z,814922373816205312,814922373816205312,Y YO SIN DARME CUENTA DE ESTO #SAD @someuser AAAAASSSSDKLDEJEE http://someurl,2935696329,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-30T19:36:43.000Z,814918154744983554,814918154744983554,Cuando quieres pero no puedes #SAD,440096253,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T19:34:36.000Z,814917622345203713,814917622345203713,"Tengo el cabello taaaaan enredado, no hay forma de que lo pueda usar suelto hoy #sad",135630523,es,everyone,#sad,,,
"{'retweet_count': 4, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-30T19:30:45.000Z,814916654974894081,814916654974894081,Ya pasó el día de los inocentes y tú ni de broma me quisiste. #sad,805832753350516736,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,2016-12-30T19:22:26.000Z,814914560071176192,814914560071176192,Ahora Star Wars y maleta #sad,257089119,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Twitter for Android,2016-12-30T19:08:11.000Z,814910974927007744,814910974927007744,@someuser no vais a decir nada?? Esa es vuestra forma de tratar a vuestros clientes? #ps4 #consumer #helpdesk #support #kids #sad http://someurl,424922440,es,everyone,#sad,"[{'type': 'quoted', 'id': '814910223794262020'}]",2559276908,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Hootsuite,2016-12-30T19:05:13.000Z,814910230257664000,814910230257664000,"¿Recuerdan el legendario y viejo gimnasio Kronk, donde arrancó Emanuel Steward? Bueno, pues ahora luce así #sad http://someurl",47252502,es,everyone,#sad,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPad,2016-12-30T18:43:28.000Z,814904755503960064,814904755503960064,"No mis amigos, la cosa no funciona así... | #sad http://someurl",738208480021086208,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-30T18:40:25.000Z,814903989447708672,814903989447708672,"Al momento en el que a mí me empieza a gustar alguien , a ese alguien también le está empezando a gustar un apersona.... #bye #bah #sad",1228476704,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T18:25:15.000Z,814900168965373952,814900168965373952,Vi las fundas para mi celular y son horribles #sad,1167999960,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-30T18:11:00.000Z,814896584278310912,814896584278310912,Todas las cuentas update de 5H están cambiando de administradores 🙊 #sad,3187680626,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T18:04:00.000Z,814894823320748033,814894823320748033,Mi wacho no se conecta hace como 2 días y lo extraño demasiado #sad :c,1244897887,es,everyone,#sad,,,{'place_id': 'c1430b24da8e9229'}
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T17:30:00.000Z,814886265095155712,814886151538417665,@someuser a mi ni me sigues #sad,2883423210,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814886151538417665'}]",2947295399,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-30T17:23:45.000Z,814884693279641600,814884693279641600,Mis ojos lloran por ti 😭 laurasad #ensayo #sad #trabalenguas #marteparatres #sabado... http://someurl,2410435812,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-30T17:19:01.000Z,814883503909273600,814883503909273600,La mejor bienvenida para el 2017 sería que bmth venga a visitar Perú seee digo visitar porque si se presentan no tengo plata #sad,1132281080,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-30T17:10:22.000Z,814881326335660032,814881326335660032,"No voy a ver a mi hermana por 15 dias, vuelve y a la semana mas o menos me voy yo 15 dias #sad",536712994,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-30T16:48:53.000Z,814875919668170752,814875919668170752,ni siendo 30 de diciembre el transmilenio deja de estar lleno #sad,4669905855,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-30T16:44:32.000Z,814874825969827841,814872772094652421,@someuser ser cantante igual esa es mi meta todos los años y nunca la alcanzo #sad,631668240,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814872772094652421'}]",4634006662,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Curious Cat,2016-12-30T16:34:04.000Z,814872189216423936,814872189216423936,"Ohhh :(| Buenl, siempre te quedará el roll supongo — La verdad #sad http://someurl",731550529470533632,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-30T16:11:22.000Z,814866480051482624,814866480051482624,Por qué mi mamá deja a mi hermana pasar el año nuevo con sus amigos y a mi no me deja salir #sad,2704569039,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T15:18:31.000Z,814853179024273408,814853179024273408,Hoy no tengo plan pero no quiero quedarme en mi casa #sad,1558090098,es,everyone,#sad,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,2016-12-30T14:39:32.000Z,814843366500339713,814843366500339713,Un amigo se va de vacaciones a Panamá y yo estoy acá cagada en envidia xq el va a conocer monitos y yo no #sad,1315493792,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-30T14:39:27.000Z,814843347047096320,814843347047096320,Pues nada...#vamoaregresarno  #Sad #senosacaboelveinte #byebye... http://someurl,296573609,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-30T13:32:00.000Z,814826370467512321,814822170887077888,"@someuser @someuser oki es tu gracia, ostia que no tienes #SAD",716689364139511815,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814822762640539648'}]",787809848981348352,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-30T13:24:20.000Z,814824443700772864,814824443700772864,Yo cada tuit que publica en su idioma me quedo como .-. #Sad :v http://someurl,40557736,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",TweetDeck,2016-12-30T11:03:51.000Z,814789087487991808,814789087487991808,Se me sale todo el culo llevando unos leggins de cuero falso. Por qué me odia #SAD,294611769,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T10:26:14.000Z,814779622776864769,814779622776864769,fue la última canción de mi lista de canciones #sad 😮 ¿que hago ahora? 😀 http://someurl,1914448446,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Twitter for Android,2016-12-30T09:26:14.000Z,814764521298558976,814764521298558976,A mi madre le hablan más por WhatsApp que a mi #sad,444589460,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-30T07:57:31.000Z,814742194686857216,814742194686857216,De toda la bolita las unicas que quedamos juntas y nos juntamos casi diariamente somos Diana odria y yo:) #sad,561600307,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-30T07:56:04.000Z,814741830063357953,814741830063357953,Cambiar de celular es un golpe en el corazón. Porque olvidas los momentos con algo que pasabas junto día y noche. #sad #5s #missyou,2288320152,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-30T07:44:42.000Z,814738970991034369,814738970991034369,¿Quien no a sentido ese vacío en su vientre? #Sad,3862501092,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T07:40:56.000Z,814738021371301888,814738021371301888,estuve 2hs buscando a Leitto en la brava y no lo encontre #sad,1035444553,es,everyone,#sad,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",Twitter Web Client,2016-12-30T07:33:47.000Z,814736222325186560,814736222325186560,Mi vieja no le conto a nadie me dijo ah igual ya sabes lo que pasa re #sad,593088895,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T07:17:12.000Z,814732048724279296,814732048724279296,No me sorprende que sigas a un par de putas cuando pasaron 3 días de que terminamos.. resultás ser igual a todos al final. #sad,465129913,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-30T07:15:47.000Z,814731694062374912,814731694062374912,Tengo ganas de hablar con alguien pero están todos durmiendo ya :( #sad,3044527744,es,everyone,#sad,,,{'place_id': '01d1e346068a2579'}
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-30T07:11:51.000Z,814730704936402944,814730704936402944,Ya pongan las de Arjona! #LaHoraSad #Sad,257589683,es,everyone,#sad,,,{'place_id': '609d1bbc180f1434'}
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Mobile Web (M2),2016-12-30T07:08:59.000Z,814729982027169792,814729982027169792,#When te quieres poner ebri@ con canciones #sad pero no tienes ni quien te rompa el corazón. 😂😂😭😭,2939918753,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T07:00:23.000Z,814727820006014976,814723199770431489,@someuser no me deja mandarte un md #sad,717704013458903041,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814723199770431489'}]",1169750442,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T06:58:43.000Z,814727400198115328,814727400198115328,Los unicos mensajes que me llegan son los que me avisan que alcance los mb disponibles. #sad,711025351,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T06:48:00.000Z,814724701717139456,814724701717139456,"No, porque me cambiaré de colegio y no conozco a nadie #Sad http://someurl",4438518313,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-30T06:45:35.000Z,814724092570046464,814724092570046464,no me pasa #sad http://someurl,3328401772,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T06:36:26.000Z,814721790744334336,814721790744334336,Espero que al menos lo haya leído de verdad 😞💔 #brokenheart #sad #seen #sueñosrotos http://someurl,842580277,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,2016-12-30T06:30:52.000Z,814720390073303041,814720390073303041,@someuser llevo cinco paginitas como pa practicar y creo que mejor me apuro con la tesis.| #Sad,138204628,es,everyone,#sad,,101286447,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T06:07:14.000Z,814714441711452160,814714441711452160,"Si lo pensas es re triste, porque significa que ahora estoy re mal y extraño estar bien como antes #sad  (?",2756552015,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-30T06:01:45.000Z,814713063924502529,814713063924502529,Hoy el que me gusta me invitó a su casa y no pude ir. #sad 💔☹,464456977,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T05:55:19.000Z,814711444340097024,814711444340097024,Hay amores que simplemente no pueden ser 💔😥| #sad #inspiration,842580277,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-30T05:36:42.000Z,814706758283382784,813895754389528577,"@someuser Yo, Ahre, pero lo último no creo que pase #Sad",2957678276,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814050910745821184'}]",3177086392,{'place_id': '13d479b108707983'}
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,2016-12-30T05:33:02.000Z,814705836006248448,814705836006248448,Ninguna #sad http://someurl,164566836,is,everyone,#sad,"[{'type': 'quoted', 'id': '814700171401580544'}]",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T05:31:29.000Z,814705445428412416,814704570504978432,@someuser paulis es la única que tiene esa suerte #sad,3891822730,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814705347445268480'}]",3289309415,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-30T05:26:38.000Z,814704226978983936,814704226978983936,"Aw, ¿me dejó de seguir? | Como le duele leer la verdad. 😜 #sad.",188000118,es,everyone,#sad,,,{'place_id': '0074b5985e2103bc'}
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T05:11:07.000Z,814700322463633408,814700322463633408,Recuerdo cuando vomite completamente a mi hermana en el carro y le desgracie la pañalera nueva de mi hermanita y la tuvieron que botar #sad,102894756,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-30T05:00:35.000Z,814697668425424896,814697668425424896,quiero hacer uno de esos juegos de tw que hacen todos pero me van a re ignorar 😪 #sad,2559060833,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,2016-12-30T04:56:52.000Z,814696733351546880,814696733351546880,vengo soñando hace días que jugaba al cs y ahora estoy re manija de jugarlo y no se dw donde descargarlo #sad,281590334,es,everyone,#sad,,,
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-30T04:56:10.000Z,814696557715005441,814696557715005441,No pude mandar ningún wpp pero estoy en villa maría y pienso en @someuser #Sad chau,194659937,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-30T04:51:15.000Z,814695319887904768,814695049795686400,@someuser ahi es cuando scott desconfia de style :o que manija que estoy de teen wolf hace 3 semanas que no suben capitulos #sad,2272234088,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814695049795686400'}]",1521143467,
"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-30T04:40:34.000Z,814692631011676160,814692631011676160,Ojalá pase algo que te borre de pronto... #sad,115387185,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T04:30:49.000Z,814690180116398080,814690180116398080,"Bueno, & Cómo Dijo Mi Papá:| -Los Abandono. | Bye #Sad 😂💔",813898401129631744,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-30T04:23:24.000Z,814688312149557248,814688312149557248,¿Y ahora que chingados hago sin ti? #Sad,295005751,es,everyone,#sad,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-30T04:20:19.000Z,814687537520406540,814687537520406540,"Y te irás cómo ún cometa que se va sín un destino, buscando en el espacio lo que no encontró en mis brazos.😐💔| #SAD",4016814553,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T04:09:49.000Z,814684892227313664,814684892227313664,"Estos Últimos Días Dije dos Adiós Que aunque me Dolía en él Alma, son Definitivos| #Sad http://someurl",755614903206109184,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-30T04:01:15.000Z,814682737739173890,814678562263404544,@someuser @someuser Criminal or #Sad? http://someurl,76357575,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814681216175706112'}]",21970248,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T03:54:43.000Z,814681095140769792,814669907145162753,@someuser lloro la empezaste? La quiero empezar pero no tengo wifi en mi casa #sad,1948439022,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814669907145162753'}]",286365602,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T03:44:51.000Z,814678612733468672,814678612733468672,Hay palabras que escuchas y te parten  el corazón 😢😔 hieren más que una espada.  # decepcionada #sad,510610664,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-30T03:31:25.000Z,814675231197511680,814675231197511680,"me siento aveces tan sola, extraño sentir constantemente a alguien en el cual confiar, poderlo ver como si se quisiera esforzar por mi| #sad",772102555358945281,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T03:22:35.000Z,814673006588989440,814673006588989440,"(En realidad ya no, se me pasó hace 2 horas, #sad)",238175177,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T03:02:42.000Z,814668003535187968,814668003535187968,Noche de #sad,314356492,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T02:42:20.000Z,814662879320346625,814662879320346625,"Hoy no vi por amarte asi y la tele no me grabó el capítulo, #sad",731926041774546944,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-30T02:32:23.000Z,814660374893043712,812171430288760832,@someuser justo no tengo ese gif #Sad,504533826,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814660245364633609'}]",504533826,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-30T02:31:57.000Z,814660267120463872,814655110299131904,"@someuser @someuser @someuser AY ME MORI,ojalá pero tú y yo estamos cercas y ni nos hemos visto #sad",2763930176,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814660100220715008'}]",3160914413,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T02:29:24.000Z,814659623080853505,814659623080853505,Despues #sad #MazeRunnerCastInArgentina http://someurl,743274469431574528,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T02:22:37.000Z,814657915651035137,814646524290433025,@someuser me lo perdí #sad,753731879250096129,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814646524290433025'}]",154320592,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T02:20:37.000Z,814657413064327168,814657413064327168,Y según yo respondí correcto todo XD. Probablemente sólo le atine a tu edad #Sad http://someurl,2869864420,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-30T02:12:06.000Z,814655269275717632,814655269275717632,Hasta mis amigas me dejan en visto #sad http://someurl,339868941,es,everyone,#sad,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T02:10:30.000Z,814654864944955392,814654864944955392,Extraño como era todo al principio ahora parecemos extrañas this is so sad  😢😢😢 #triste #sad,3015864007,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,2016-12-30T01:58:59.000Z,814651970447437824,814651970447437824,->Quiero Un Abasho<-👏| #SAD 😥😒,3165417045,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,2016-12-30T01:15:47.000Z,814641097913679872,814641097913679872,Consiganme una silla de ruedas y vengan por mi que quiero ir a la Fest #Sad,226333073,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-30T01:10:56.000Z,814639875903340545,814630833600528385,@someuser @someuser mañana les muestro pero para mi no se me nota nada #sad,411798345,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814638393107812357'}]",496047105,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-30T01:03:25.000Z,814637986260353024,814637986260353024,Odio estar enfermo :(| #sick #sad #prettyguardian #sailormoon #fuck #damn http://someurl,1023194485,es,everyone,#sad,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T00:58:17.000Z,814636692120289280,814635817041686528,lo más interesante que me ha pasado en la semana #sad,612653549,es,everyone,#sad,"[{'type': 'replied_to', 'id': '814635817041686528'}]",612653549,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-30T00:32:50.000Z,814630288558989313,814630288558989313,Nunca me habían pagado un texto. #sad,1419163806,es,everyone,#sad,,,
