lang,created_at,public_metrics,in_reply_to_user_id,reply_settings,text,id,author_id,conversation_id,source,search_query,geo,referenced_tweets
hi,2016-12-29T13:44:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Buddha Bar 😋😋😋🗼🗼🗼🗼#buddhabar #inlove #thankful #happy #newyear #paris #queencatrina #👑👑👑👑💕 @someuser http://someurl,814467141823070208,64217225,814467141823070208,Instagram,#happy,,
hi,2016-12-29T11:08:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Dubai 😍#dubai #dubailife #cruise #rolex #boat #city #sky #enjoy #joy #beautiful #relax #happy... http://someurl,814427921737805824,3918457997,814427921737805824,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [55.28, 25.2522]}, 'place_id': '001907e868d06e24'}",
hi,2016-12-29T10:27:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Kaash k mera koi apna smbhaal ly mujh ko . . .| | Bohat thora sa reh gya hon main iss saal ki trha . . .| Advance #happy new year| | #HamadJutt,814417539929227264,888332887,814417539929227264,Twitter SMS,#happy,,
hi,2016-12-29T09:07:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,बैठूंगा जरूर 🍷31.12.16 ki 🍸महफ़िल में? पर🍺पीऊंगा🍷 नही | .| .| .| .| .| .#क्योंकि घरे होटा पड़..| .| #Happy==new===year==2017,814397379486978048,4923845467,814397379486978048,Twitter for Android,#happy,,
hi,2016-12-29T07:34:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1302871633,everyone,@someuser plzzzz #happy mujhe wish kar tujhe tere ane wale filmo ki kasam...😥,814374035769331712,4923364210,814373269931458560,Twitter for Android,#happy,,"[{'type': 'replied_to', 'id': '814373269931458560'}]"
hi,2016-12-29T01:39:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#happy¶¶☺neW#YeaR...2017| आप सभी प्रदेशवासियों को नववर्ष 2017 की| हार्दिक बधाई।।| नोमान सैफी| S.M.P| Samajbadi Party Hardoi| 9565920921 http://someurl,814284610624516100,801054367889682432,814284610624516100,Twitter for Android,#happy,,
hi,2016-12-29T00:11:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,29 Dec 2016 मंगल आरती दर्शन। | | #love #radha #krishna #happy #beautiful #harekrishna #ISKCON #chandigarh http://someurl,814262525994954752,577353708,814262525994954752,Facebook,#happy,,
hi,2016-12-28T19:01:08.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,दुआऐ मेरी कम न  होगी | लफज कम लगे मगर खुशियो से जिदगी तुम्हारी बेरंग न होगी #Happy day savi   @someuser,814184426200367104,2532903762,814184426200367104,Twitter for Android,#happy,,
hi,2016-12-28T15:24:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Happy#Birthday#ShriDhiruBhaiAmbaniJi 🎂🎂 http://someurl,814129906565206016,808617715804028928,814129906565206016,Hootsuite,#happy,,
hi,2016-12-28T10:49:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#mehmetakifersoy #anmaprogramı ismail_sahinn02 | | #inshot #girls #cute #summer #blur #sun #happy... http://someurl,814060649919684608,2540036095,814060649919684608,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [28.78684533, 41.09926358]}, 'place_id': '1b653545bad57495'}",
hi,2016-12-28T01:58:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#shinebright #bcn #nice #happy @ Moeem Barcelona http://someurl,813927178224037888,255313836,813927178224037888,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [2.16263, 41.38406]}, 'place_id': '1a27537478dd8e38'}",
hi,2016-12-27T22:45:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"Relajante Hogar #casa #home #relax #rest #happy #quiet #ig #me @ Panama City, Panama http://someurl",813878436448051200,774838990260297728,813878436448051200,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-79.5333, 8.96667]}, 'place_id': '9d8ae4b0fac2036a'}",
hi,2016-12-27T17:36:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,महाराष्ट्र सरकार ने लोगों से अपील करी है कि आज रात फुटपाथ पर न सोए 😂😅😁 | |         *गुड नाईट*| | #Happy #Birthday #Salman,813800744709025792,200008145,813800744709025792,Twitter for Android,#happy,,
hi,2016-12-27T15:47:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"Keh Rahi Hai, Larki Ro Ro K Larke Se Keh Rahi Hai, Haath Chooro Jan.. Meri Naak Beh Rahi Hai. #Happy #Winter... http://someurl",813773241961562112,95013892,813773241961562112,Facebook,#happy,,
hi,2016-12-27T14:53:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",132385468,everyone,@someuser #Happy B-Day bhaijaan,813759691364954112,788622047308025887,813759691364954112,Twitter for Android,#happy,,
hi,2016-12-27T14:52:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2769440887,everyone,@someuser #happy bithday bhai jaan!!!,813759356378423296,206156417,813759356378423296,Mobile Web (M2),#happy,,
hi,2016-12-27T14:07:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",132385468,everyone,@someuser...#happy birthday bhai jann...🎊🎊🎂🎂🎉🎉,813748050287919104,3228167564,813748050287919104,Twitter for Android,#happy,{'place_id': '5446838227498f51'},
hi,2016-12-27T13:01:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"Koi Haar Gaya | Koi Jeet Gaya,| | Ye Saal Bhi Aakhir| Beet gaya..!!| | #Happy New Year| | #Aman_RN",813731547664805888,782223859575554050,813731547664805888,Twitter Web Client,#happy,,
hi,2016-12-27T09:04:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,aaj ki party Teri.. taraf se chand ko bolo utre falak se. ..#happy #birthday salman,813671998014377984,776479600910045184,813671998014377984,Twitter for Android,#happy,,
hi,2016-12-27T07:33:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#happy birth day | Sultan| Khan| Bhaijaan,813648907502698496,748708140623933441,813648907502698496,Mobile Web (M2),#happy,,
hi,2016-12-27T07:02:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#India Ki #Jaan India Ki #Maan India Ki #Shaan #Salman Bhai| #Happy #Birthday Best #Wishes For #Upcoming #Movies @someuser Bhai,813641059980873728,4274133383,813641059980873728,Twitter Web Client,#happy,,
hi,2016-12-27T05:29:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#happy #birthday #bro #loveyou #partyhard #godbless shekhar.kamble http://someurl,813617791592964096,2484395261,813617791592964096,Instagram,#happy,,
hi,2016-12-27T04:24:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",132385468,everyone,@someuser #happy birthday radhe bhayya,813601376127356928,1338510738,813451572642332672,Twitter for Android,#happy,,"[{'type': 'replied_to', 'id': '813451572642332672'}]"
hi,2016-12-27T03:47:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Happy B Day Salman Bhai| #i wish ke aapki har wish puri ho| #Love u bhai| ##Aaj ki party meri taraf se...| | @someuser| #Devil...,813592018714820612,804022770862460928,813592018714820612,Mobile Web (M2),#happy,,
hi,2016-12-27T02:06:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Aaj yaha bhi hoga mumbai me v hoga ab to sare jaha me hoga kya mere bhai ka jalwa..  #SaLmAN bhai ....| #HaPpy #Birthday #to #you. http://someurl,813566732803534848,705247620264951808,813566732803534848,Twitter for Android,#happy,,
hi,2016-12-26T23:05:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#HAPPY-BIRTH-DAY-SALMAN-BHAI| @someuser,813521083634618368,813519376821325825,813521083634618368,Mobile Web (M2),#happy,,
hi,2016-12-26T21:06:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",132385468,everyone,@someuser #Happy Birth Day Salman Bhai http://someurl,813491261483188224,767636581276643328,813491261483188224,Twitter for Android,#happy,,
hi,2016-12-26T19:21:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#happy #birthday #$allu_bhai http://someurl,813464866472206336,4889459174,813464866472206336,Twitter for Android,#happy,,
hi,2016-12-26T18:44:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,everyone,#Happy bday Salman bhai @someuser http://someurl,813455405020016640,2961659872,813455405020016640,Twitter for Android,#happy,,
hi,2016-12-26T18:43:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,en...#HAPPY BIRTHDAY BHAI JAAN# http://someurl,813455169308528640,773939929462300672,813455169308528640,Twitter for Android,#happy,,
hi,2016-12-26T18:33:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",132385468,everyone,@someuser #Happy bday bhai 🎂| #Aap jiyo hajaro saal| #god bless u 😇 | | I luv u bhaijaan 💗 http://someurl,813452601987661824,806685493534584833,813452601987661824,Twitter for Android,#happy,{'place_id': '404494447ad0eb09'},
hi,2016-12-26T16:10:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",132385468,everyone,"@someuser #The real being human, sultan, dabbagg, bajrangi bhaijaan, #HAPPY BIRTHDAY BHAIJAAN http://someurl",813416752495390721,756736960551645184,813416752495390721,Twitter for Android,#happy,,
hi,2016-12-26T05:23:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Buddha| #goodvibes #energy #peace  #mindful #babyyogi #zen #meditationtime #yoga #happy #metaphysical #meditation #AlexiaMeditationSeat http://someurl,813253773250461696,733722341725900800,813253773250461696,Twitter for iPhone,#happy,,
hi,2016-12-26T00:22:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,everyone,http://someurl #happy chanukkah from Bahrain #coexist #worldpeace,813178061214588929,183572276,813178061214588929,Twitter for iPhone,#happy,,
hi,2016-12-25T12:11:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,".| *Khaya Jaa Raha Hai Kiss| Ehtemam See,,,*| -| -| *Jesy Mera Watan Choriii| Kaa Maal Hai,,,*| -| #Happy Qaid_Day",812994118729101313,2592375503,812994118729101313,Tweet.Diary,#happy,,
hi,2016-12-25T11:26:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#HAPPY BIRTHDAY#सरस्वति पुत्र अटल बिहारी वाजपेयी,812982815214227461,807463224941707264,812982815214227461,Mobile Web (M2),#happy,,
hi,2016-12-25T07:44:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Cristo #Reina #Vive be #Happy  com 🎯😗 hannaraaujo @ Bar do Sinho http://someurl,812926908119683072,476182959,812926908119683072,Instagram,#happy,,
hi,2016-12-25T06:12:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,सनी की ‘लैला ओ लैला’ के रिमिक्स से खुश हैं जीनत | #Sunny #LailaOLaila #remix #happy #Zeenat http://someurl,812903780270350336,843529538,812903780270350336,Facebook,#happy,,
hi,2016-12-25T06:09:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,everyone,🎅🎅 #Happy 🎅🎅 #Cristmas 🎅🎅 @ Bharatpur Rajasthan http://someurl,812903101963337728,2236840703,812903101963337728,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [77.286097, 28.502422]}, 'place_id': '317fcc4b21a604d5'}",
hi,2016-12-25T05:32:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Quaid sai bhi utna hi pyar karo jitna un kai mazar kai pechey ja kai karte ho.| #25dec #Quaid #Day #Happy #Birthday,812893654989864960,2287246476,812893654989864960,Facebook,#happy,,
hi,2016-12-25T05:24:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,"नवाज शरीफ को PM मोदी ने कहा, हैपी बर्थडे| #Nawaz #Modi #said #Happy #Birthday http://someurl",812891694282764288,843529538,812891694282764288,Facebook,#happy,,
hi,2016-12-25T05:09:03.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,"#MerryChristmas पर उल्टे-सीधे रिवाज़, खुले में पॉटी करने की परंपरा भी है....| #Happy #merrychristmas | | #HBD #EX #PM #AtalBihariVajpayee http://someurl",812887861070598144,2607404113,812887861070598144,Twitter for Android,#happy,,
hi,2016-12-25T04:38:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Happy #birthday Sh.Atal Bihari vajpayee ji... http://someurl,812880081395875840,734685225226227712,812880081395875840,Twitter for Android,#happy,,
hi,2016-12-25T03:58:51.000Z,"{'retweet_count': 30, 'reply_count': 0, 'like_count': 35, 'quote_count': 0}",,everyone,मुंबई काँग्रेस की तरफ से सभी देशवासीयो को ख्रिसमस की हार्दिक शुभ कामना 🌸🙏 @someuser #ChristmasEve #Cristmas #happychristmas #happy http://someurl,812870194137698304,2214008232,812870194137698304,Twitter for Android,#happy,,
hi,2016-12-25T03:56:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2853136279,everyone,@someuser @someuser #happy birth day u didi ji . आप बड़े भाग्यशाली हो की आप को पापा के रूप मे कुल मालिक का प्यार मिला 🎆🎇🎉🎈🎄🎂🎅,812869681304444928,3322767131,812739209479921664,Twitter for Android,#happy,,"[{'type': 'replied_to', 'id': '812739248176578560'}]"
hi,2016-12-25T03:12:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,भारतीय राजनीति के शिखर पुरुष आदरणीय श्री अटल जी का जन्मदिन की हार्दिक शुभकामनाएँ ......| #Happy Birthday atal ji,812858645306376194,1920802496,812858645306376194,Twitter for Android,#happy,{'place_id': '04c9e28a7a635403'},
hi,2016-12-25T02:34:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Natal + Pai ❤️| #amormaior #vida #amor #natalemfamilia #casadamamis #happy #life #love #father... http://someurl,812848850557870080,214056662,812848850557870080,Instagram,#happy,,
hi,2016-12-24T19:21:30.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,#Happy💫 #Heavenly💫 #Birthday #QuaideAzam ✨🇵🇰✨ Muhammad Ali Jinnah!💚❣️💚| #UnityFaithDiscipline http://someurl,812740000840290305,2739852152,812740000840290305,Twitter Web Client,#happy,,
hi,2016-12-24T19:20:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Bhai aaj poore 1 din ka ho gya tha 😂😂😂😂 | 1like=1wish #happy #bday😉 http://someurl,812739771999010817,2869219263,812739771999010817,Instagram,#happy,,
hi,2016-12-24T15:58:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Happy Chanukah 🔯 @ Boston Harbor http://someurl,812688818633576448,4658760276,812688818633576448,IFTTT,#happy,,
hi,2016-12-24T15:38:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Masoom dikhnay walay log aksar andar sy bohat kameenay hoty hain...😈😂😊| | #happy #sunday #RETWEEET,812683955115802624,3520036814,812683955115802624,Twitter for iPhone,#happy,{'place_id': '04b4aca917b0103d'},
hi,2016-12-24T12:45:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Pusheen #pusheen #christmas #xmas #sweethome #happy #lazydays #christmasdress #hm #divided @someuser http://someurl,812640461349355520,230434384,812640461349355520,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [19.072861, 47.4978133]}, 'place_id': 'e52e231315b975c1'}",
hi,2016-12-24T12:20:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Muka jeyek AA | muhammadkenzoal .| .| .| .| .| .| #inshot #girls #cute #summer #blur #sun #happy #fun... http://someurl,812634024451698688,70472660,812634024451698688,Instagram,#happy,,
hi,2016-12-24T11:11:46.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,everyone,Fresh air 🏖 #beach #nofilter #happy @ Pesona Krakatau Hotel & Cottage http://someurl,812616755961098240,578668779,812616755961098240,Instagram,#happy,,
hi,2016-12-24T09:39:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"#Social पर #Viral हो रहा है ये #Joke , जरूर पढ़िए| #Funny #MostFunny #MostViral #lol #Fun #happy #smile #laugh http://someurl",812593563393368064,3758799141,812593563393368064,Twitter Web Client,#happy,,
hi,2016-12-24T07:56:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Ek anty or 6 bachay... #happy journey 😂😂😂 | phr khtay hain khanay ko nahi milta 😒,812567701298311168,3061720099,812567701298311168,Twitter for Android,#happy,,
hi,2016-12-24T03:38:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Christmas par sab bolte he Santa aayega...| Par sabko pata he...GHANTA aayega...| | Tobhi chalo #happy #Christmas in advance...#nacho #BC !!,812502643096449024,474855858,812502643096449024,Twitter Web Client,#happy,,
hi,2016-12-23T23:41:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Dosha #delícia #temaki #delicions #very #good #happy #PréNatal 🍣 http://someurl,812443000991256576,83399401,812443000991256576,Instagram,#happy,,
hi,2016-12-23T20:21:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Whatsonyourmind .....??| Se....jaakey...| Abhi ye aaya hai...| | #Wheresyourmind  ??  😂| #Happy #Adv. #nEw #Y👂@someuser,812392742567444481,567732332,812392742567444481,Twitter for Android,#happy,,
hi,2016-12-23T19:15:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,everyone,😂😂😁😁😀🙌🙋😊😝😝😋😨😨😨😨😵😵😵😱😱😱😱😱😱| #Happy #birthday bhai @ Madhuli http://someurl,812376042769879040,2257681280,812376042769879040,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [73.62860467, 22.77922433]}, 'place_id': '2948cc60c8b07f4c'}",
hi,2016-12-23T11:47:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"#hotweather #icecream #mydog #Happy  #ความสุขของกะทิ 😁😁😁 @ Ayuthaya, Phra Nakhon Si Ayutthaya,... http://someurl",812263348465205248,275359050,812263348465205248,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [100.55, 14.35]}, 'place_id': '0058816e78d82ba3'}",
hi,2016-12-23T06:24:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Ye Darwaza Bhut khoobsurat laga. #door to #happy #ness ##golden #next #stage #knockknock... http://someurl,812182149373706240,111599023,812182149373706240,Instagram,#happy,,
hi,2016-12-22T18:07:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,30 degrees in Kenosha wi #happy#warm#yay👌🏻👌🏻😆👍🏼👍🏼👍🏼,811996657432793088,2473574336,811996657432793088,Twitter for iPhone,#happy,,
hi,2016-12-22T15:07:59.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",706334290343239680,everyone,@someuser | #HappY BiRtHDaY 🎁🎂| ALLAH Pak Hamesha Khush Rakhein (Aameen) 😊#Stayblessed,811951422824710144,3841937608,811951422824710144,Twitter for Android,#happy,,
hi,2016-12-22T06:16:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#fishtherapy #+veVibes #reunion #fun #happy @ Banasura Sagar Dam http://someurl,811817585268264960,15835269,811817585268264960,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [75.95777778, 11.67]}, 'place_id': '5d01806d080d1e50'}",
hi,2016-12-22T04:06:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,पता नहीं कुछ लडकिया #lipstick 💄 लगा के पूरा दिन रह जाती है| .| .| .| हम तो फ़टे होठो की #Vaseline भी चाट जाते है| 😂😂😂😂| #Happy #Winters,811785042003456000,27567129,811785042003456000,Facebook,#happy,,
hi,2016-12-22T04:00:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"#Happy #Morning | #OfficeTime....... @ Big Bazar , Vishrantwadi http://someurl",811783425808011264,3180075602,811783425808011264,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [73.8787, 18.57224]}, 'place_id': '5c0761bdffa0cb64'}",
hi,2016-12-21T19:14:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#many #more #happy #returns of #the #day bhuvanphotography 😊 http://someurl,811651032572973056,261916948,811651032572973056,Instagram,#happy,,
hi,2016-12-21T15:16:23.000Z,"{'retweet_count': 60, 'reply_count': 0, 'like_count': 73, 'quote_count': 2}",,everyone,"AAP जंगपुरा MLA .@someuser जी ने रैन बसेरा में रहने वाले बच्चो के साथ मनाया #Happy Birthday, convenor .@someuser भी हुए शामिल। http://someurl",811591150351941633,1259127817,811591150351941633,Twitter for Android,#happy,,
hi,2016-12-21T14:51:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Happy #birthday #Sushibar ^_^ @ Shushi Bar http://someurl,811584864017416192,433839098,811584864017416192,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [106.70084312, 10.78118457]}, 'place_id': '0079932b106eb4c9'}",
hi,2016-12-21T09:43:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#HAPPY BIRTHDAY : देखें अपनी माँ के पैर धोकर पीने वाले चीची के टॉप सॉंग http://someurl @someuser @someuser,811507283121217536,700546811065344001,811507283121217536,Twitter Web Client,#happy,,
hi,2016-12-21T06:53:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Happy #Buddy #My #Sweet #Nd #Dhasu #Gangster bro 💪💪| Bhai jaldi aaja delhi se #Ganeshpur me ham #Davat ka #Wait... http://someurl,811464606837133312,2459329951,811464606837133312,Facebook,#happy,,
