source,conversation_id,author_id,text,reply_settings,created_at,id,public_metrics,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
Instagram,798579834641416192,4726469915,My God! Baka naman 😉| #lovers #fan #fantastic  #coldplay #manila... http://someurl,everyone,2016-11-15T17:34:04.000Z,798579834641416192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,797209983825936384,234389261,#arredosalaria #mutina #mosaico #design #fantastic @ Mutina http://someurl,everyone,2016-11-11T22:50:46.000Z,797209983825936384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [10.8115301, 44.5451012]}, 'place_id': '3533421528d86a7f'}",,
Twitter for iPhone,795637063668248576,132487451,"#AdCreateFANDANGO with the kids! Hello mga neos, abangan ko kayo sa L315, bonding tayo 😉@someuser #FANtastic #DingDang #neoflight116 http://someurl",everyone,2016-11-07T14:40:32.000Z,795637063668248576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",tl,#fantastic,,,
neojurnal2015,794743121179475968,1331339334,MAGPUL #AK #furniture #is #plastic #really #that #fantastic #tlmep http://someurl,everyone,2016-11-05T03:28:20.000Z,794743121179475968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for iPhone,794541439778770944,21765409,#DanaCarvey #impression #fantastic #todayshow#jenaBush cute,everyone,2016-11-04T14:06:55.000Z,794541439778770944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Fenix for Android,793094879572140033,2453230932,Peste. Nakakaiyak pala tong #Fantastic. Na-attach ako kay Dr. Hong.,everyone,2016-10-31T14:18:48.000Z,793094879572140033,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,792709670540640256,769157184353603584,#fantastic  #Fan Made Edit #Happy Diwali http://someurl,everyone,2016-10-30T12:48:07.000Z,792709670540640256,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",tl,#fantastic,,,
Twitter for iPhone,791815431686197248,106300058,Grabe na iniiyak ko dito ha! Quota na ate @someuser 🙈😰 #fantastic #kdramaaddict,everyone,2016-10-28T01:34:44.000Z,791815431686197248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",tl,#fantastic,,,
Instagram,791681956949872640,95613252,#taibox #tailand #fantastic #box #iphone #video #like #pattaya #bar @ Walk Street pattaya http://someurl,everyone,2016-10-27T16:44:21.000Z,791681956949872640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [100.87476486, 12.92716736]}, 'place_id': '00a351e81e2f91ea'}",,
Twitter for Android,790886475084685312,3680326460,Ep4 on #Fantastic ... iiyak ba ako sa ending nito? not another #UncontrollablyFond ending pls 😢,everyone,2016-10-25T12:03:24.000Z,790886475084685312,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",tl,#fantastic,,,
Twitter Web Client,790539114374279168,438477183,SAME SOHYE I FEEL YA #Fantastic http://someurl,everyone,2016-10-24T13:03:07.000Z,790539114374279168,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,790126254527688704,2709276636,Napakabagal na nman... gawd! Di ko pa na-ddl yung #TheK2 at #Fantastic.,everyone,2016-10-23T09:42:33.000Z,790126254527688704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,789880111088689152,3247983614,@someuser Wow very #Entertainment #Rocking #superb #Fantastic episode today #BB10 #BiggBoss #salman bro ke sath to maja aagya #aaglagadi🔥🔥🔥🔥,everyone,2016-10-22T17:24:28.000Z,789880111088689152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,1652516689
Twitter for Android,789838293454073856,158959343,[IG] 161022 jiyoung8977s ig update  #Fantastic 😘 #지수  #배우지수 #Jisoo #actorjisoo| | http://someurl http://someurl,everyone,2016-10-22T14:38:18.000Z,789838293454073856,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,789639266292817920,3098907870,#ParkShiYeon di wrap-up party drama JTBC #Fantastic tadi malam http://someurl,everyone,2016-10-22T01:27:26.000Z,789639266292817920,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",tl,#fantastic,,,
Twitter for Android,789638822984241152,3098907870,#JooSangWook di wrap-up party drama JTBC #Fantastic tadi malam http://someurl,everyone,2016-10-22T01:25:40.000Z,789638822984241152,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",tl,#fantastic,,,
Instagram,789107649858064384,330786960,hindi halata adik kakanuod ng k.dramas_  😂🐼 #K2 #Fantastic #Healer... http://someurl,everyone,2016-10-20T14:14:59.000Z,789107649858064384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,788604187512803328,37394100,Kanang gusto ka mag.soul searching after ka kita sa Ep 13 #Fantastic 💕😭,everyone,2016-10-19T04:54:24.000Z,788604187512803328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,,
Instagram,788469436357509121,14284537,At the #movies #petesdragon #3d #loveofmylife #fatherandson #authorlife #fantastic @ Saga Oslo Kino http://someurl,everyone,2016-10-18T19:58:57.000Z,788469436357509121,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,788397708876902400,14284537,Saw #petesdragon at the #movies #fantastic #authorlife #loveofmylife #fatherandson @ Saga Oslo Kino http://someurl,everyone,2016-10-18T15:13:56.000Z,788397708876902400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Path,787299853403508736,242287484,Noona Ssi cantik.... #BaekSeol #Fantastic #Episode13 [pic] — http://someurl,everyone,2016-10-15T14:31:27.000Z,787299853403508736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,787097546225127424,3139093602,Bakit ko ba to ginagawa 😭 Hahaha Goodmorning 🌍 😂 #Wow #fantastic #Baby http://someurl,everyone,2016-10-15T01:07:33.000Z,787097546225127424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,786051188403953668,2858460726,#주상욱 #朱相昱 #Joosangwook #Jojaeyun #판타스틱 #Fantastic cr: jojaeyun INS http://someurl,everyone,2016-10-12T03:49:42.000Z,786051188403953668,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,785654055297179652,2931388572,"Gumising, bumiyahe, natrapik, bumalik. #Fantastic",everyone,2016-10-11T01:31:38.000Z,785654055297179652,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,785507979642544128,52606958,Anyonghaseyooo???| #tagsfavorite #tagforfollow #tagsforlikes #mayanasution #ijhocute #fantastic... http://someurl,everyone,2016-10-10T15:51:11.000Z,785507979642544128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
neojurnal2016,784179265298464768,1331339334,MAGPUL #AK #furniture #is #plastic #really #that #fantastic #TheWalkingDead http://someurl,everyone,2016-10-06T23:51:20.000Z,784179265298464768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,784001379266359296,1878417752,@someuser | #CalamariWrap & #skinnyfries| Calamari #salad #fantastic presentation #menu #venue of #taste #wineland #view #healthyeater http://someurl,everyone,2016-10-06T12:04:29.000Z,784001379266359296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",tl,#fantastic,{'place_id': 'c8a40abf2111ac3f'},,2331423504
Instagram,783770878043623426,860166019,#music #night #bestfriend #beautiful #be #wonderfull #fantastic #me#gay#cute#italy... http://someurl,everyone,2016-10-05T20:48:33.000Z,783770878043623426,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [10.51513649, 45.44896799]}, 'place_id': '3a5c7e6866d5abed'}",,
Twitter for iPhone,783395005025005568,545613199,Gitnang gitna nang chin ko pa tlga pimple ha. #fantastic 👏🏼,everyone,2016-10-04T19:54:58.000Z,783395005025005568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,783281474858577920,752393286489440256,#fantastic 3d porn movies porn hungarian http://someurl,everyone,2016-10-04T12:23:50.000Z,783281474858577920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,783118254378188800,71109134,Sang Wook e Tae Hoon 💘💘💘 #Bromance #Fantastic,everyone,2016-10-04T01:35:16.000Z,783118254378188800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Mobile Web (M2),783022047677022209,315315027,@someuser @someuser International! #Fantastic. Ndingakatsitse pati kameeeka??,everyone,2016-10-03T19:16:47.000Z,783023006750769152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,"[{'type': 'replied_to', 'id': '783022047677022209'}]",56984410
Twitter for Android,782635584862851072,90798563,"dahil nawala bigla yung antok ko pagkatapos manood ng #Fantastic, ill post something before i go to sleep (again lol) 😂😂",everyone,2016-10-02T17:37:18.000Z,782635584862851072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,782599345438793728,438477183,Mi Sun (Kim Jae Hwa) just IMITATED A GORILLA FUCK HAHAHAHA I LOVE HER #Fantastic http://someurl,everyone,2016-10-02T15:13:18.000Z,782599345438793728,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",tl,#fantastic,,,
Twitter for Android,781719108135989252,2709276636,Wala pang sub ang #Fantastic epi9??,everyone,2016-09-30T04:55:33.000Z,781719108135989252,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,781500139391356928,326831526,"#송별회 #銀座ダイヤモンドシライシ #送別会 #Tokyo #daily #fantastic @ Ginza, Tokyo, Japan http://someurl",everyone,2016-09-29T14:25:27.000Z,781500139391356928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [139.76454473, 35.67079796]}, 'place_id': '735b6f2b933efaf6'}",,
Twitter for Android,781185353046712321,538919657,@someuser  parrhtay parrhtay aisy RAMAAAANTIC scene aajaiyn tou banda kya karey?? 😂😂😈😈| #Fantastic #Besharam 😉😉😉| Outstanding performance http://someurl,everyone,2016-09-28T17:34:36.000Z,781185353046712321,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,,3148486644
Twitter Web Client,781010837653884929,737553685765492739,Fantastic Episode 9: Are Kim Hyun Jo & Joo Sang Wook Dating?| | http://someurl| | #Fantastic #KimHyunJoo #JooSangWook #celebritynews,everyone,2016-09-28T06:01:08.000Z,781010837653884929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for iPhone,779795444515872769,73718179,Naloka ako sa 2 - Kim Hyun Joo at Joo Sang Wook daming kilig ay KS pala 😀 epi7 #Fantastic 🤗😍😘 http://someurl,everyone,2016-09-24T21:31:36.000Z,779795444515872769,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,779740694843756544,408231104,Nononononooo oh Taehoon. 😭 #Fantastic,everyone,2016-09-24T17:54:03.000Z,779740694843756544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,779697215132401664,2858460726,#주상욱 #朱相昱 #joosangwook #김현주 #金贤珠 #kimhyunjoo #판타스틱 #Fantastic #jtbc Episode 9 Preview http://someurl,everyone,2016-09-24T15:01:16.000Z,779697215132401664,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,779573854838546432,438477183,hahahahahah cute cute cute cute #Fantastic http://someurl,everyone,2016-09-24T06:51:05.000Z,779573854838546432,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,779074944139276288,261525511,#Fantastic episode preview| | http://someurl,everyone,2016-09-22T21:48:35.000Z,779074944139276288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
MEGAPO.ST,778903727755390976,2839618340,Damita http://someurl #фотограф #humpday #fantastic #airline #love_him #mpower,everyone,2016-09-22T10:28:14.000Z,778903727755390976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
MEGAPO.ST,777963768135426048,2790828532,Karol http://someurl #модель #labourdayweekend #fantastic #инстамама #greencity #loly,everyone,2016-09-19T20:13:10.000Z,777963768135426048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,777587494489513984,2709276636,Ommo... #Fantastic epi6! Lee Sohye and Ryu Hyesung kissed again. LoL,everyone,2016-09-18T19:18:00.000Z,777587494489513984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,777484728546930692,3593924533,@someuser ikr?? Hoping for fast recovery. Nasa #Fantastic siya pero di ko alam ano gagawin nila sa character niya. 😞,everyone,2016-09-18T12:40:08.000Z,777487368072769539,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,"[{'type': 'replied_to', 'id': '777486500669845504'}]",3311588130
Twitter for iPhone,777458094133481472,35669144,Ryu Hae Sung and Lee So Hye! Kinikilig ako! Luhluhluh #Fantastic http://someurl,everyone,2016-09-18T10:43:48.000Z,777458094133481472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,{'place_id': '01cf094a554e5069'},,
Twitter for Android,777345872669442048,37394100,Ka.kilig ba oy. #Fantastic 💕😍😭,everyone,2016-09-18T03:17:53.000Z,777345872669442048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,777221122076971008,1008278803,After #zumbafitness #fantastic #class #zumba #masterclass #cuba #cuban #zinyoyo #zinzumi @ Kuala... http://someurl,everyone,2016-09-17T19:02:10.000Z,777221122076971008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [101.7, 3.16667]}, 'place_id': '7b02fbddf4d9f2c6'}",,
Twitter Web Client,777167848430899200,2858460726,#주상욱 #朱相昱 #joosangwook #김현주 #金贤珠 #kimhyunjoo #판타스틱 #Fantastic #jtbc Episode 7 Preview http://someurl,everyone,2016-09-17T15:30:28.000Z,777167848430899200,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 12, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,776769379971112960,2709276636,"@someuser tapos yung gumaganap na director sa #SecondToLastLove, director din role sa #Fantastic di ba? Yung long hair. Hehe",everyone,2016-09-16T17:18:00.000Z,776832519375171584,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,"[{'type': 'replied_to', 'id': '776769379971112960'}]",90798563
TweetDeck,776681503711305728,4275891440,Preview Park Si Yeon & Jisoo di drama JTBC #Fantastic.| #inikpop http://someurl,everyone,2016-09-16T07:17:55.000Z,776681503711305728,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",tl,#fantastic,,,
Instagram,776635122820972544,560113529,"Bye bongpal,shin ji young, kangchul😂 new stok drama👀 #dringkingsolo #fantastic #ourgabsoon... http://someurl",everyone,2016-09-16T04:13:37.000Z,776635122820972544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
neojurnal2015,776481792362745857,1331339334,MAGPUL #AK #furniture #is #plastic #really #that #fantastic #BrainSurgeryLive http://someurl,everyone,2016-09-15T18:04:20.000Z,776481792362745857,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
neojurnal2016,775647044065234944,1331339334,MAGPUL #AK #furniture #is #plastic #really #that #fantastic #Quantico http://someurl,everyone,2016-09-13T10:47:20.000Z,775647044065234944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,775029673541574656,438477183,Number One Man NOMz #Fantastic http://someurl,everyone,2016-09-11T17:54:08.000Z,775029673541574656,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,,
Twitter for iPhone,775003790386749441,3922038742,Episode 3 preview #Fantastic | #KimHyunJoo http://someurl,everyone,2016-09-11T16:11:17.000Z,775003790386749441,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",tl,#fantastic,,,
Twitter for iPhone,774775965197238272,764249324436000769,gdi hes so precious #Fantastic #Jisoo http://someurl,everyone,2016-09-11T01:16:29.000Z,774778609001111552,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}",tl,#fantastic,,"[{'type': 'replied_to', 'id': '774778274027282432'}]",764249324436000769
Instagram,774620437015846912,100714107,Welcome To Alun-Alun Kota Batu #bianglala #fantastic #moment #malang #kotabatu #tourism... http://someurl,everyone,2016-09-10T14:47:58.000Z,774620437015846912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [112.52656932, -7.87127159]}, 'place_id': '19ada4a5b5212201'}",,
Twitter for iPhone,774578461843357696,764249324436000769,(Behind the scenes) jisoo & park siyeon #Fantastic 💕 http://someurl,everyone,2016-09-10T12:01:10.000Z,774578461843357696,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web App,774511241339375616,2983506420,@someuser  ganda ng laban go ust | #fantastic game,everyone,2016-09-10T07:41:34.000Z,774513128935612416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,"[{'type': 'replied_to', 'id': '774511241339375616'}]",106344746
Twitter for iPhone,774072127104258049,35669144,Iyong girl na gumaya kay Kim Go Eun sa Cheese in the Trap at iyong lumunok ng diamonds sa DOTS kasama sa #Fantastic http://someurl,everyone,2016-09-09T02:29:11.000Z,774072127104258049,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,{'place_id': '005de1fe214f002d'},,
