public_metrics,created_at,id,text,reply_settings,conversation_id,source,geo,author_id,lang,search_query,referenced_tweets,in_reply_to_user_id,withheld
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T22:19:35.000Z,814959144683741184,@someuser I #know in my heart she #died of a #broken #heart. It must be true.. She was such an #amazing woman! RIP #super #woman!!,everyone,814290336138698752,Twitter Web Client,{'place_id': '59612bd882018c51'},42004367,en,#super,"[{'type': 'replied_to', 'id': '814290336138698752'}]",333877320,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:16:04.000Z,814958256267337729,Happy Evening! Something #smells #super #awesome. We think we know what it is. Do you? :-) http://someurl http://someurl,everyone,814958256267337729,Twitter for Android,,1375901119,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:11:19.000Z,814957062371377153,#awesome #comeup #today via #craigslist. #super #cheap #games for #sega #genesis #nes #ps2 plus... http://someurl,everyone,814957062371377153,Instagram,,569564196,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T22:05:50.000Z,814955683590316032,#super mario porno tips italian pornno movies womens squirin http://someurl,everyone,814955683590316032,Twitter Web Client,,634341400,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T22:02:30.000Z,814954843999567872,I have never seen so much #AssKissing in my entire life. We are rapidly shifting from #superpower to #super-idiots 👎 http://someurl,everyone,814954843999567872,Twitter for iPad,,2600859192,en,#super,"[{'type': 'quoted', 'id': '814927016906682369'}]",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:48:53.000Z,814951418784268290,#super hot lesbian porn playboy pussy naomi campbell http://someurl,everyone,814951418784268290,Twitter Web Client,,47790880,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:42:42.000Z,814949859924938752,Read #ISA #Super #Sport 121’ and 141’ | LUXATIC on http://someurl http://someurl,everyone,814949859924938752,Notation Quarterly,,2414490456,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:32:44.000Z,814947351177654272,#Tecmo #Super Bowl  http://someurl,everyone,814947351177654272,Daily-Manything,,758659792906911745,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:27:13.000Z,814945965132095489,@someuser #Super Bowl to Rose Bowl to Cotton Bowl,everyone,814833827113795584,Twitter for iPad,,2481591843,en,#super,"[{'type': 'replied_to', 'id': '814833827113795584'}]",1323260832,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T21:04:11.000Z,814940166452314112,#super hot erotic ass nude in sex and the city http://someurl,everyone,814940166452314112,Twitter Web Client,,751925111800918016,en,#super,,,
"{'retweet_count': 3, 'reply_count': 1, 'like_count': 5, 'quote_count': 1}",2016-12-30T21:00:55.000Z,814939346662998020,Never allow anyone to tell you how well you are doing when you know you can do more. | http://someurl #greatness #super http://someurl,everyone,814939346662998020,The Social Jukebox,,14788764,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:48:01.000Z,814936100464721921,#super bad sex scene does sex feel good with a condom http://someurl,everyone,814936100464721921,Twitter Web Client,,750281503490318336,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:44:03.000Z,814935102912364545,DATE:TONIGHT| TIME:6pm Sharp| LAST ENTRY: 9pm| #ItWillBeANightToREMEMBER Peeps| #DontMiss| @someuser @someuser Etc| #SUPER🔥http://someurl,everyone,814935102912364545,Twitter for iPhone,,1349099623,en,#super,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:42:34.000Z,814934727962529794,@someuser 👑 for you sweetie ... well deserved 👏👏👏 you have worked your little(thick😜) socks off this week missus #super proud 👍#HNY😍 http://someurl,everyone,814934727962529794,Twitter for iPhone,{'place_id': '2289ea7a116814d5'},2713230058,en,#super,"[{'type': 'quoted', 'id': '814931211126788096'}]",262727988,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:41:57.000Z,814934570672029697,Are you a #super-forecaster? The Good Judgment Project needs you http://someurl @someuser @someuser  #prediction http://someurl,everyone,814934570672029697,Buffer,,43124527,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:38:47.000Z,814933775243038720,Closed [#Super-Mega-Engine] Octoboss shot must go in MMs direction by rafaelcp via GitHub http://someurl,everyone,814933775243038720,IFTTT,,23667637,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:38:46.000Z,814933773158584321,Closed [#Super-Mega-Engine] Mini Bosses killed by Wind Storm dont explode by rafaelcp via GitHub http://someurl,everyone,814933773158584321,IFTTT,,23667637,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:26:13.000Z,814930613832650752,#super black porn fresh naked model movie http://someurl,everyone,814930613832650752,Twitter Web Client,,80876275,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:15:10.000Z,814927832199602178,#super sexy girl stripping naked http://someurl ethopian http://someurl,everyone,814927832199602178,Twitter Web Client,,1154598541,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:06:33.000Z,814925662918242304,#SupeR🎱Life =================> Down But Not Out We Still In The Game Nephew... http://someurl,everyone,814925662918242304,Instagram,,601300185,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:04:05.000Z,814925044656672768,2Pc #Neon #Green #Super #Loud #Compact #Electric #Blast #Tone #Horn Car/Truck/Suv 12V ... - http://someurl | #CarTruckSUV http://someurl,everyone,814925044656672768,CarAccessoriesOM via Website,,1514199692,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:55:35.000Z,814922903229759489,#super hard porn adrianna massagesexvids http://someurl,everyone,814922903229759489,Twitter Web Client,,1443997248,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:50:07.000Z,814921529934938114,#Sale http://someurl #7 For All Mankind #Damen #Jeanshose #Super #Hw #Skinny http://someurl,everyone,814921529934938114,kaufkunst,,340765953,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:48:38.000Z,814921154280312832,extract emails from facebook c62 http://someurl #super #empowering #multichannel,everyone,814921154280312832,Twitter Web Client,,233258478,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:46:52.000Z,814920712024629248,Clad in my winter #training #gear #spandex #super #selfindulgent #selfie #strikeapose... http://someurl,everyone,814920712024629248,Instagram,,21440145,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:45:40.000Z,814920409841893376,#Super #Mario Game-#Hack-ed ! http://someurl #Alcatel #Apple #Asus #AVHLiveXTR2 #Blackberry #Campuslindholmen http://someurl,everyone,814920409841893376,PaginasWebInternet,,35808197,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:45:13.000Z,814920293814652928,#Super Hot #Milf #Slut #Satisfying Two #Huge #Rods At #Once http://someurl http://someurl,everyone,814920293814652928,mommyinmotion,,2592457604,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:42:54.000Z,814919710881894400,Do you know about the rabbit who lives on the moon? @someuser http://someurl #Niume #Interesting #super #moon #photo,everyone,814919710881894400,Twitter Web Client,,293600201,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:38:46.000Z,814918670145163265,#Repost @someuser shes always #super in our eyes!        ・・・| Even though she has a super... http://someurl,everyone,814918670145163265,Instagram,"{'coordinates': {'type': 'Point', 'coordinates': [-94.58260968, 39.10913066]}, 'place_id': '9a974dfc8efb32a0'}",1357590174,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:32:27.000Z,814917081258921984,eli manning super bowl 42 Wallpaper http://someurl #Screensavers #Walpapers #MichaelStrahan #Super #Bowl #Eli http://someurl,everyone,814917081258921984,herowallpaper,,4614204614,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:28:46.000Z,814916153311166464,#super skinny fuckers weight lifting porn http://someurl,everyone,814916153311166464,Twitter Web Client,,751801540353126400,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:26:21.000Z,814915547204845568,@someuser  #super #exicited for the lovely performance #StarScreenAwards  .....,everyone,814915547204845568,Twitter for Android,,2655158905,en,#super,,507662284,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:18:42.000Z,814913621666861056,"#2006 #FORD #F150 #SUPER #CAB #PICKUP (#TACOMA) $5500: XLT PACKAGE, RUNNING BOARDS,NEW ENGINE, CLEAN CAR FAX, SHORT... http://someurl http://someurl",everyone,814913621666861056,dlvr.it,,2595181597,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:12:56.000Z,814912171205398528,#Super #Mario ’s Lessons for #App Pricing - http://someurl via @someuser,everyone,814912171205398528,Twitter Web Client,,37089787,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T19:11:30.000Z,814911808666566657,#super porn video porn tube movies sex http://someurl,everyone,814911808666566657,Twitter Web Client,,751682131626192896,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T18:56:36.000Z,814908059659038720,"@someuser #PSB2016 I got my copy of #SUPER in India, that too autographed by the immortal #petshopboys I am blessed!",everyone,814840401978867713,Twitter for Android,,725371177,en,#super,"[{'type': 'replied_to', 'id': '814840401978867713'}]",524167164,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T18:45:51.000Z,814905356111532033,#super hot naked black girls shaving pussy sex http://someurl,everyone,814905356111532033,Twitter Web Client,,751799909796421632,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T18:22:58.000Z,814899597185163264,#SupeR🎱Life .... Early Morning #GymFloHo @someuser addicted_to_living_ent... http://someurl,everyone,814899597185163264,Instagram,,89232482,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T18:04:46.000Z,814895015679979521,"16 Best Practices that Make Product Search, #Super-efficient on your #e-Commerce #Store - idevelopersquare http://someurl http://someurl",everyone,814895015679979521,erased12672425,,3303581692,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T17:41:44.000Z,814889221416714240,because.... | |  #super http://someurl,everyone,814889221416714240,Twitter Web Client,,738396698616156160,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T17:30:17.000Z,814886339548155904,#super mario hardcore remix sex morning farm brasil girl http://someurl,everyone,814886339548155904,Twitter Web Client,,751922889117536256,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T17:24:02.000Z,814884766948425729,@someuser | Royal Opera House #SUPER ❤️👍| #PSB2016 😍,everyone,814884766948425729,Twitter for iPhone,{'place_id': '58c03a67304068cc'},3418342065,en,#super,,524167164,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T17:22:29.000Z,814884375347232768,#DanaVeeraSuraKarna Dailogue in #SaptagiriExpress  #Super #DailogueOfTheYear,everyone,814884375347232768,Twitter for Android,,545786686,en,#super,,,
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-30T17:18:36.000Z,814883396015058944,Cest vraiment #super ce que fait @someuser pour cartographier des flux| Really #great #work about #flowmapping on @someuser with #arrows http://someurl,everyone,814883396015058944,Twitter Web Client,,2302174415,fr,#super,"[{'type': 'quoted', 'id': '814832405479616517'}]",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T17:11:16.000Z,814881552500920320,Tonight...Ribollita! #ribollita #homemade #homecooked #helthy #vegan #super #delicius... http://someurl,everyone,814881552500920320,Instagram,,397268798,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T17:08:18.000Z,814880804878761984,#Ford #super #duty #wheels – #20″ #BMF #SOTA #SKUL: QR Code Link to This Post Ford super duty wheels. 20″ BMF SOTA... http://someurl http://someurl,everyone,814880804878761984,dlvr.it,,2595181597,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T17:08:16.000Z,814880798277042176,Miles Fall Scoodie pattern by Darcy Johnson http://someurl #crochet #staywarm #guys #Amazing #winter #hoodiefriday #super,everyone,814880798277042176,Twitter for Android,,317120435,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T17:01:58.000Z,814879213643763712,Make It Pop - Stasera alle 22:10 su #Super! #staseraintv #MakeItPop http://someurl,everyone,814879213643763712,GuidaTV,,2872078959,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:48:40.000Z,814875863262998528,#Michelin #Pilot #Super #Sport: QR Code Link to This Post Michelin Pilot Super Sport 245/40ZR18 Michelin’s Max... http://someurl http://someurl,everyone,814875863262998528,dlvr.it,,2595181597,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:47:52.000Z,814875663098331136,10. Pet Shop Boys - Super. @someuser #Super #Synthpop #Electronic #Electropop #UK http://someurl,everyone,814875663098331136,Twitter Web Client,,2523779639,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:44:00.000Z,814874691210838016,#@ AAA Trend song#Aiyayooo idhu dhan love ah#Ashwin thattha maniA#Semma Rocking #Super Star#best treat for new year 2017#wish u happy more@someuser,everyone,814874691210838016,Twitter for Android,,251092652,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:39:44.000Z,814873616508653569,#super troopers naked free porn previews for psp http://someurl,everyone,814873616508653569,Twitter Web Client,,751766832420360192,en,#super,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:30:30.000Z,814871294642712576,@someuser @someuser to go Chief...Time to be #Super.,everyone,814573900579409921,Twitter for Android,,2743429269,en,#super,"[{'type': 'replied_to', 'id': '814573900579409921'}]",19426729,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:19:15.000Z,814868461935611904,"Im #super #excited about my #new #calendar for #2017, you guys.| #2017calendar #demotivational... http://someurl",everyone,814868461935611904,Instagram,,1835098837,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:10:54.000Z,814866360513613824,#SupeR🎱Life .... Early Morning #GymFloHo http://someurl,everyone,814866360513613824,Instagram,,89232482,en,#super,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T15:55:27.000Z,814862471123111936,#new #year #coming soon #feel #super #grateful about this past year!!! #embrace #2017 with #open #arms and #heart... http://someurl,everyone,814862471123111936,Facebook,,2491166780,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T15:53:31.000Z,814861985863127040,#super skinny anal jolie porn video http://someurl,everyone,814861985863127040,Twitter Web Client,,568028501,en,#super,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-12-30T15:49:56.000Z,814861084276490241,@someuser Whens your next game was thinking of coming up to watch #super reds,everyone,814861084276490241,Twitter for iPhone,{'place_id': '68f3012fe4848e35'},814575717799383040,en,#super,,1557433616,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T15:48:29.000Z,814860720403873796,#Which #Chinese #Super #League team #Should you #Support?| | http://someurl http://someurl,everyone,814860720403873796,NewsVideos,,2994053057,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T15:30:49.000Z,814856273279778816,Charter Your Winter #Super #Yacht or just fantasize about a fortnight on one of these beauties http://someurl,everyone,814856273279778816,Hootsuite,,575401435,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T15:11:21.000Z,814851375645347841,@someuser need lux place to stay in Houston for Super Bowl? http://someurl for #Super Bowl,everyone,814728270528790528,Twitter for iPad,,3075423440,en,#super,"[{'type': 'replied_to', 'id': '814728270528790528'}]",16332223,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T15:10:30.000Z,814851161974939648,So serious LolZ I like it #super-Nani👌 #onmyownrules🙆 #ownitbosslady😇🌟smile http://someurl,everyone,814851161974939648,Instagram,,1271801490,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T15:09:13.000Z,814850839349198849,#STR #super⭐ Going to trend...... #party song 🎼🎵 http://someurl,everyone,814850839349198849,Facebook,,539828684,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T15:07:09.000Z,814850316973830144,#Super Ibra and #Sublime #Pogba - why 2017 will see #Resurrection of Man Utd as #Title #Contenders| | http://someurl http://someurl,everyone,814850316973830144,NewsVideos,,2994053057,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T15:06:01.000Z,814850030179753989,I pray dat 2017 comes with more wins n blessings #super-Nani👌#onmyownrules🙆 #ownitbosslady😇🌟smile http://someurl,everyone,814850030179753989,Instagram,,1271801490,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T15:03:43.000Z,814849452766797824,"#Super #Bomb - #Combo - Quicksilver, Cheetara, Chee Key Tera Tiera Teras Tara, and Flash. Speed, Velocity, Time Mastery",everyone,814849452766797824,Twitter SMS,,25095162,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T15:03:24.000Z,814849374123528192,Face of 2017 #super-Nani #onmyownrules🙆 #ownitbosslady😇🌟smile http://someurl,everyone,814849374123528192,Instagram,,1271801490,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T15:02:39.000Z,814849184482213888,@someuser Need a lux place to stay for #Super Bowl?  http://someurl in Houston!,everyone,814606597859119104,Twitter for iPad,,3075423440,en,#super,"[{'type': 'replied_to', 'id': '814606597859119104'}]",1954454084,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T14:59:41.000Z,814848438319779842,"#Super #Bomb The Sorceress, He-Man. Teras Wings Bird, Source RX, Air Aura Es, sssssh, Mum. Violet Infrared Spectrum",everyone,814848438319779842,Twitter SMS,,25095162,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T14:58:10.000Z,814848056780816393,#super granny sex nakedgirlscouts http://someurl,everyone,814848056780816393,Twitter Web Client,,375206356,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T14:57:17.000Z,814847835392843776,#super squirt gun tiny boys having sex http://someurl,everyone,814847835392843776,Twitter Web Client,,363420692,en,#super,,,
