source,public_metrics,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,geo,referenced_tweets,in_reply_to_user_id
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3107502721,Finally Here...#tokyodisneyland #coldweather #excited @ 東京迪士尼樂園 Tokyo Disney Land http://someurl,803076362869346308,803076362869346308,zh,everyone,2016-11-28T03:21:40.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",297442696,『27.11.2016』| 叉燒 說：’’WenC 要拍 📷’’| -| #小稀 #小c #wenc | #happy #excited #favorite #animation | #minions... http://someurl,802913657017475073,802913657017475073,zh,everyone,2016-11-27T16:35:07.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",514527462,#finalfantasyxv #officiallaunchevent #shanghai #shig #excited @ 上海东方明珠 Shanghai Oriental Pearl... http://someurl,802799149288562688,802799149288562688,zh,everyone,2016-11-27T09:00:07.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",176789761,#coookies #chocolate #chip #lovely #happy #sunday #excited #enjoy 吃了很多東西，肚子還是很饿！怎麼办... @ Famous... http://someurl,802797380655403009,802797380655403009,zh,everyone,2016-11-27T08:53:05.000Z,#excited,"{'place_id': 'f30e31bb15041ef7', 'coordinates': {'type': 'Point', 'coordinates': [101.64393175, 3.23693258]}}",,
erased12747340,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",384977124,今天登入會有浦之星女學院3年生稱號 #lovesong #excited #colors http://someurl,802714304491438080,802714304491438080,zh,everyone,2016-11-27T03:22:58.000Z,#excited,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",634135134,有貓貓和狗狗的主人應該能了解... | #lol #funny #video #pets #cats #dogs #Buddies #haha #Excited | | http://someurl,801857026036903936,801857026036903936,zh,everyone,2016-11-24T18:36:27.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",455144006,#firstsnow #excited #walkinginthesnow #tokyo 作为一个南方娃，有点小兴奋(*≧∀≦*) http://someurl,801600444137095168,801600444137095168,zh,everyone,2016-11-24T01:36:53.000Z,#excited,,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2189184300,终于来到很想去的地方了。| .| .| .| .| .| | #nexus6p #phonephotography #super #excited #solo #trip #walk #one #hour #tired #grateful #s... http://someurl,801340707252400128,801340707252400128,zh,everyone,2016-11-23T08:24:47.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3235904816,終於可以跟廢廢機說掰掰了🙌🙌🙌🙌🙌| 加入IPHONE家族🎉🎉🎉🎉| #iphonefamily #iphone7 #happyness #excited #cry http://someurl,801332891619889152,801332891619889152,zh,everyone,2016-11-23T07:53:44.000Z,#excited,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",634135134,韓國男子天團#GOT7，將會在11月11號來到温哥華舉行兩場粉絲見面會! 沒錯，是兩場! 有興趣的韓粉要趕快購票啦! #kpop #meetandgreet #Fans #Excited | | http://someurl http://someurl,793870985447354372,793870985447354372,zh,everyone,2016-11-02T17:42:46.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",751608668857085953,One night in 宜蘭| #graduaciontrip #nightsight #15floor #filter #G5 #excited @ 友愛大飯店 http://someurl,791315928122261509,791315928122261509,zh,everyone,2016-10-26T16:29:53.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1295673373,別懷疑，| 陳信宏那天就站在我眼前😍| 就這麼近！還跟我們揮手👋| 我！要！瘋！了❤️❤️❤️| #我是迷妹 #五月天 #阿信 #mayday #love #excited http://someurl,790445201328406528,790445201328406528,zh,everyone,2016-10-24T06:49:56.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",124211028,我承认 我不知道我的魂去哪里了 🤔🐱| .| #tgif #friday #workingmoodoff #noworkingmood #weekendcoming #excited #happy... http://someurl,789333754804404224,789333754804404224,zh,everyone,2016-10-21T05:13:26.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",751957746333782017,🤗| 因為明天是運動會| 所以我今天要很早睡🤔| | #excited http://someurl,789038364653654016,789038364653654016,zh,everyone,2016-10-20T09:39:40.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",176789761,#tea #time #lovely #delicious #yummy #good #鸡蛋卷 #wow #taipei #excited #happy 超好吃的！應該要多買給几盒～😘 @someuser http://someurl,788686451407933440,788686451407933440,zh,everyone,2016-10-19T10:21:17.000Z,#excited,"{'place_id': '004797f251e47c6a', 'coordinates': {'type': 'Point', 'coordinates': [121.15681121, 24.04390016]}}",,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",695917237815869440,"oppa,wait you,么么哒❤❤❤@someuser #jyh #thepackage #fighting #wait #excited http://someurl",788644910677102592,788644910677102592,zh,everyone,2016-10-19T07:36:13.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",176789761,#taipei #yummy #delicious #good #excited #happy #hoilday 不错吃 @ 阿宗麵線AY-Chung Flour-Rice noodle http://someurl,783463203581730816,783463203581730816,zh,everyone,2016-10-05T00:25:58.000Z,#excited,"{'place_id': '00180402799fed03', 'coordinates': {'type': 'Point', 'coordinates': [121.50758911, 25.0434591]}}",,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",142521634,罗仲谦今早接新娘流晒汗。拍戏都没那么紧张咯，祝罗仲谦于杨怡新婚快乐。| #结婚 #weeding #himlow #hongkong #artiste #杨怡 #excited #nervous... http://someurl,782490813263585280,782490813263585280,zh,everyone,2016-10-02T08:02:02.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",176789761,#icecream #lovely #yummy #happy #holiday #excited 边走边吃 @ 九分老街 http://someurl,782096786852679681,782096786852679681,zh,everyone,2016-10-01T05:56:19.000Z,#excited,"{'place_id': '019a3137395a2973', 'coordinates': {'type': 'Point', 'coordinates': [121.84439494, 25.10909769]}}",,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",295579524,"#the #first #time #to #stand #upside #down #so #excited @ The Bund in Shanghai, China 上海外滩 http://someurl",781841939519905792,781841939519905792,zh,everyone,2016-09-30T13:03:38.000Z,#excited,"{'place_id': '01a20da949498784', 'coordinates': {'type': 'Point', 'coordinates': [121.48577604, 31.24059273]}}",,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",176789761,#airport #taipei #happy #holiday #lovely #excited @ 桃園國際機場 Taoyuan International Airport http://someurl,781829206506213376,781829206506213376,zh,everyone,2016-09-30T12:13:03.000Z,#excited,"{'place_id': '008c994a10edec85', 'coordinates': {'type': 'Point', 'coordinates': [121.23573469, 25.0800329]}}",,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",105775163,Less than 24hours to a long awaited holiday! 🛫 Literally waiting for ⏲ 等待美好時光！#excited... http://someurl,781312330533445632,781312330533445632,zh,everyone,2016-09-29T01:59:10.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2951460890,突然就出現的官方ig😂😂| 終於要回歸了嗎😂😂| 期待明天😍| #shinee #willbeback #excited #😂 http://someurl,780427724032765957,780427724032765957,zh,everyone,2016-09-26T15:24:03.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2322463632,一下课才发现原来学校的新任党委书记就坐在后面听课——不知不觉间解锁了公然在党政要员面前浏览外国非法网站的成就| #Excited,777356833849683969,777356833849683969,zh,everyone,2016-09-18T04:01:26.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",176789761,#mooncake #lovely #delicious #yummy #happy #excited 感謝老板娘的月餅禮盒！😘😘😘 http://someurl,776683232079118336,776683232079118336,zh,everyone,2016-09-16T07:24:47.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",68432543,我们是可爱的小猫咪！| | #gathering #love #family #royalfamily #excited #snowapp #again #tarc @ Dal.Komm... http://someurl,775344502290669572,775344502290669572,zh,everyone,2016-09-12T14:45:09.000Z,#excited,"{'place_id': 'e7a411bac68f57b1', 'coordinates': {'type': 'Point', 'coordinates': [101.6600132, 3.17591034]}}",,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3256662000,So hot😥到底還要等多久，已經坐了一個小時，還不能入場#有點不耐煩 #依然期待 #excited @ 錦吉茶會 http://someurl,774852953672912896,774852953672912896,zh,everyone,2016-09-11T06:11:54.000Z,#excited,"{'place_id': '019a3137395a2973', 'coordinates': {'type': 'Point', 'coordinates': [121.4920803, 24.9901359]}}",,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",634135134,不得了啦! 今晚就是霍尊的演唱會了! 你們準備好了嗎??? 河石劇院見囉!| #henryhuo #concert #riverrock #areyouready #excited http://someurl,774296072558514176,774296072558514176,zh,everyone,2016-09-09T17:19:04.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1598884903,从外看内，跟从内看外的感觉差别真的好大。其实说真的，也已经快渐渐忘记从内看外的感觉了。| #excited http://someurl,773846380074983425,773846380074983425,zh,everyone,2016-09-08T11:32:09.000Z,#excited,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",634135134,還有五分鐘，蘋果就會舉行每年一度的產品發佈會! 據說iPhone 7的詳情會被公佈喔~ 大家期待嗎? #AppleEvent #Apple #countingdown #excited #iPhone7 http://someurl,773565311782047744,773565311782047744,zh,everyone,2016-09-07T16:55:17.000Z,#excited,,"[{'type': 'quoted', 'id': '773418806995783680'}]",
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3093523280,天啊好熱血!!| #hot #excited #games #summer #sun #funny #lovely #taiwanuniversity #taipei #taiwan... http://someurl,771537467052662789,771537467052662789,zh,everyone,2016-09-02T02:37:21.000Z,#excited,,,
Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",733552389005795329,Final day of 汉语水平考试三 prep. #excited #nervous #amgonnamissitsobad @someuser Much love always! 😍,769434962747494400,769434962747494400,zh,everyone,2016-08-27T07:22:45.000Z,#excited,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",361796361,"58 秒 95？！我以为是 59 秒！ (Photo: Sportsphoto.cn, AFP, Internet) #FuYuanhui #Excited http://someurl",769099323766439936,769099323766439936,zh,everyone,2016-08-26T09:09:02.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2891573600,好美。| #lifeinhongkong | #excited @ 維多利亞港 Victoria Harbour http://someurl,768421842855923712,768421842855923712,zh,everyone,2016-08-24T12:16:58.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2891573600,第一次離藍儂那麼近啦！！！| #lifeinhongkong | #excited @ Madame Tussauds Hong Kong http://someurl,768299364049575937,768299364049575937,zh,everyone,2016-08-24T04:10:17.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",161367095,拋開羞恥心💓換張得來不易的照片😂😂| #160813 #Taipei #象山 xjirorock | #hiking #walk #excited #view #taipei101 @ 象山六巨岩 http://someurl,764396710588284928,764396710588284928,zh,everyone,2016-08-13T09:42:32.000Z,#excited,"{'place_id': '00180402799fed03', 'coordinates': {'type': 'Point', 'coordinates': [121.5744282, 25.02695252]}}",,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",265980744,"旅行當天做夢還夢到學生...🙄但腦中背景音樂是#cantstopthefeeling,倒也是能接受。😆 #dreaming #travel #takeaplane #excited #vacation",764258152829157376,764258152829157376,zh,everyone,2016-08-13T00:31:57.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",51694964,终于来到了^^| #mayday #justrockitconcert #excited #一定不好看 #才怪 @ Singapore... http://someurl,761890796756987905,761890796756987905,zh,everyone,2016-08-06T11:44:55.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2183757577,循环播放中...| 倒数ING...| | #LeonRayz #TpeLifestyle #jaychou #concert #playlist #countdown #cantwait #excited http://someurl,759959155687976964,759959155687976964,zh,everyone,2016-08-01T03:49:16.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1474155620,圓滿了我今天！！！| 😭😭😭終於| 皮卡皮卡～～| #pikachu| #pokemongo| #cute| #excited| #catch| #crazygame... http://someurl,758689136127598593,758689136127598593,zh,everyone,2016-07-28T15:42:40.000Z,#excited,,,
Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",83912478,休假的休閒娛樂👫🎣🚶🎣🏃🎣| #goodday #sunnyday #July #Wednesday #20160727 #fishing #excited #mrchaivmssoo @someuser http://someurl,758239112138719235,758239112138719235,zh,everyone,2016-07-27T09:54:26.000Z,#excited,"{'place_id': '1c702d0d42b9fb2e', 'coordinates': {'type': 'Point', 'coordinates': [101.87007864, 2.97093762]}}",,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2548581667,"嘻嘻, 现在才来慢慢po图♡| Bon odori好多女神!| 终于和 包包莊 合照啦!!!| 真人好美啊~~~| #bonodori2016  #bonodori #yukata #excited http://someurl",758134580171853824,758134580171853824,zh,everyone,2016-07-27T02:59:04.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",107354300,On my way to #Casper #budva #montenegro to play #delabonnemusique #excited #cantwait @ 巴塞罗那-埃尔普拉特机场 http://someurl,757855224149061632,757855224149061632,zh,everyone,2016-07-26T08:29:00.000Z,#excited,"{'place_id': '37ded68f419372ee', 'coordinates': {'type': 'Point', 'coordinates': [2.078333, 41.296944]}}",,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1731141380,整裝待發😎🙌🏼| 現在超緊張😈😈| #bigbang #love #excited #cousin #madetourhk #madetour #happy #funny #family... http://someurl,757159331422957568,757159331422957568,zh,everyone,2016-07-24T10:23:46.000Z,#excited,,,
Linkis: turn sharing into growth,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2603316686,20160720| 只是去保安宮拜拜也可以遇見帥到沒天良的外國帥哥，而且身材也是另人噴鼻血的壯😻| （p.s.圖非本人😉）| 😄 #happy #toptags #goodmood #excited... http://someurl,755658034496634880,755658034496634880,zh,everyone,2016-07-20T06:58:09.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1709842706,这张我的影子看起来好像无脸男......😑😂| #me #horse #ridingahorse #today #happy #excited #cool #great #sweet #cute... http://someurl,753875952346595329,753875952346595329,zh,everyone,2016-07-15T08:56:48.000Z,#excited,"{'place_id': '003872c161e87879', 'coordinates': {'type': 'Point', 'coordinates': [94.06048399, 39.92752811]}}",,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2221946467,變美之前都需要醜一陣子😂 我接受之后的美🙈😁 期待已久的颜色😍 #excited @ Hairdo Unisex Salon Oldstreet http://someurl,753115424766787589,753115424766787589,zh,everyone,2016-07-13T06:34:44.000Z,#excited,"{'place_id': '846a846e43f0fdd2', 'coordinates': {'type': 'Point', 'coordinates': [102.9537735, 1.86364496]}}",,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4741136509,Love it !! #corashung #frist #excited #tattoo #amazing #photography #blackandwhite @ 美麗紋刺青紋身器材... http://someurl,752845673792405504,752845673792405504,zh,everyone,2016-07-12T12:42:50.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",243565569,阿聯酋航空真的比較高級耶！ 座位好大😌 #excited #trip http://someurl,751797479264235520,751797479264235520,zh,everyone,2016-07-09T15:17:41.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1540201446,朝思暮盼終於被我等到了😳 電影書皮整個賞心悅目😍🙈👍🏻| #mebeforeyou #遇見你之前 #電影書皮 #novel #excited #feel #good #雖然 #電影 #看過了... http://someurl,750341474441629696,750341474441629696,zh,everyone,2016-07-05T14:52:02.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",228479066,Falls ....with escalator...😛| #view  #selfie #excited @ HK ifc mall 香港國際金融中心商場 http://someurl,747106780581347328,747106780581347328,zh,everyone,2016-06-26T16:38:31.000Z,#excited,"{'place_id': '011a1d1e753ec5a8', 'coordinates': {'type': 'Point', 'coordinates': [114.1584247, 22.28480706]}}",,
TweetDeck,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",636673232,[翻譯 / Trans] #Jordan11 #車厘子 #呀真高興♡ / #Jordan11 #cherry #excited♡ http://someurl http://someurl,744329813406539777,744329813406539777,zh,everyone,2016-06-19T00:43:51.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1709842706,一所大学一个银行🏦既然这样，那作为一个集卡爱好者我就多上几年学，多换两个学校好了🤔😂 | #school #bank #card #mine #cool #excited #today... http://someurl,743402894456553473,743402894456553473,zh,everyone,2016-06-16T11:20:36.000Z,#excited,,,
WeChat app,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",441421006,已迫不及待的想拆开😱😱| #newtoy #pieface #excited #game #fun http://someurl,743381520027549696,743381520027549696,zh,everyone,2016-06-16T09:55:40.000Z,#excited,,,
FaWave,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",295660173,#excited ｜苹果要求所有应用到2016年底必须使用HTTPS http://someurl,743041862462623744,743041862462623744,zh,everyone,2016-06-15T11:25:59.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",440580269,"喜欢看海🌊🌊 虽然天气不是很美, 可是看到海还是很开心😊😊 #tgis #beach #sea #excited @ Pantai Teluk Cempedak http://someurl",741605799907184640,741605799907184640,zh,everyone,2016-06-11T12:19:35.000Z,#excited,,,
TweetDeck,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",636673232,[翻譯 / Trans] 早上開始無理取鬧😠😅 #彎腰過桿 #limboa #高興 / making trouble from the morning😠😅 #limbo #limboa #excited http://someurl,740332613185863680,740332613185863680,zh,everyone,2016-06-08T00:00:24.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",160931683,耶~~~✌自己一個人坐，旁邊無人(高雄→雲林期間，目前為止)，爽~~~😁😆| 加油~~~😊😃😎| #smile #happy #yeah #excited #readytogo #contest... http://someurl,735619721509412865,735619721509412865,zh,everyone,2016-05-25T23:53:03.000Z,#excited,"{'place_id': '00b780db7b3ed0ed', 'coordinates': {'type': 'Point', 'coordinates': [120.574655, 23.873655]}}",,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",55522883,"上下一心，我們正準備OVO新一頁...| work in progress, we cant wait to start our new page...| | #comingsoon #excited #happy #united... http://someurl",735334581579157504,735334581579157504,zh,everyone,2016-05-25T05:00:00.000Z,#excited,,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2992041010,Worlds Cheapest Flights: http://someurl .| 應該是放大版跳棋之類的愛心💕| #travel #bkk #excited #Thailand #Bangkok #twig #... http://someurl,734040925706543105,734040925706543105,zh,everyone,2016-05-21T15:19:29.000Z,#excited,,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2966092512,真的 ... 就這樣 ... 被我們訂到 MOM HOUSE R203 | 太開心 😃| | #life #mylife #happy #happiness #koreatrip #momhouse #excited #敬請期待 #太開心 http://someurl,733649066920398848,733649066920398848,zh,everyone,2016-05-20T13:22:22.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",477134000,這個怪人一直跟著我.....😱| #hot #sunny #friends #excited http://someurl,732444221723037696,732444221723037696,zh,everyone,2016-05-17T05:34:45.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2891573600,人生第一步舞台劇| 順便追星| #life| #果陀劇場 | #art| #excited @ 台中中山堂 http://someurl,731367237827727360,731367237827727360,zh,everyone,2016-05-14T06:15:12.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",272649689,生蠔真的好好吃唷😋😋😋#Fresh #delicious #seafood #oysters #happy #excited #touched #yummy #tasty #perfect... http://someurl,729175280422690818,729175280422690818,zh,everyone,2016-05-08T05:05:08.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",272649689,歡樂宜蘭半日遊😘 #Ilan #colleagues #happy #excited #girl #holiday #play #fun #free #ootd #selfie #funny... http://someurl,728923815942696960,728923815942696960,zh,everyone,2016-05-07T12:25:55.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",997825219,終於到了!!! #excited #osu http://someurl,727412680013680640,727412680013680640,zh,everyone,2016-05-03T08:21:12.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3114635084,#jet_ski #sunshinecoast #hot ☀️🌊| 手臂鐵手的刺激活動，騎到外海兩小時，這大浪實在是洶湧啊啊啊～ 好累好玩好可怕😆| #excited #sea_waves... http://someurl,727359188096135168,727359188096135168,zh,everyone,2016-05-03T04:48:38.000Z,#excited,"{'place_id': '4ec01c9dbc693497', 'coordinates': {'type': 'Point', 'coordinates': [-80.18126222, 25.78825801]}}",,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",176789761,#famousamos #cookies #delicious #yummy #happy #satuday #excited 一包一令吉，超级便宜～🍪🍪🍪 @ Selayang Mall... http://someurl,726443291206508544,726443291206508544,zh,everyone,2016-04-30T16:09:11.000Z,#excited,"{'place_id': 'f30e31bb15041ef7', 'coordinates': {'type': 'Point', 'coordinates': [101.64424604, 3.23723111]}}",,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",391307395,阿妹！！！阿妹！！！阿妹！！！| #happy #happygan #blessed #dreamlife #utopia #amei #amit #concert #excited http://someurl,726381904589651968,726381904589651968,zh,everyone,2016-04-30T12:05:16.000Z,#excited,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",362883518,16. 感覺planning真正要開始囉！#excited #weddingplanning #忙婚頭,725564828677349377,725564828677349377,zh,everyone,2016-04-28T05:58:30.000Z,#excited,,,
