reply_settings,lang,conversation_id,author_id,public_metrics,id,text,source,created_at,search_query,geo,referenced_tweets,in_reply_to_user_id
everyone,zh,808881915872718848,910875823,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",808881915872718848,大概已經走到尾聲| | #沒有不會完結的人和事| #Runningman七人永遠在心中| #life #allaboutricardolsw #belief #sad #runningman #rm... http://someurl,Instagram,2016-12-14T03:50:51.000Z,#sad,,,
everyone,zh,808653598842200064,763679733192069120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",808653598842200064,暗恋都是从偷拍开始的| #sad,Twitter for Android,2016-12-13T12:43:36.000Z,#sad,,,
everyone,zh,808631774607720448,91361504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",808631774607720448,#SAD #DTA 😢 (at 水塘 Reservatório) #SAD #DTA 😢 (at 水塘... http://someurl http://someurl,WordPress.com,2016-12-13T11:16:53.000Z,#sad,,,
everyone,zh,808597931871916032,45514461,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",808597931871916032,我不知道該說些什麼⋯I dont know what to say anymore⋯ #feelings #sad #pissed #pissedoff #whataliar #lies #liar #depresse... http://someurl,Plurk,2016-12-13T09:02:24.000Z,#sad,,,
everyone,zh,808510934662705153,91361504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",808510934662705153,#SAD #DTA 😢 (at 水塘 Reservatório) http://someurl http://someurl,WordPress.com,2016-12-13T03:16:42.000Z,#sad,,,
everyone,zh,807349062261440512,3106094150,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",807349062261440512,Do you hear me？| #lonely #tears #sad @ 中国，成都 http://someurl,Instagram,2016-12-09T22:19:50.000Z,#sad,"{'place_id': '005061e97edfdf2d', 'coordinates': {'type': 'Point', 'coordinates': [103.98205012, 30.82434196]}}",,
everyone,zh,806534152183025664,519332363,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806534152183025664,"再見了,我的好朋友 尿袋 多謝您陪左我咁多歲月時光 Thank| #iphone6 #iphone6plus #photo #camera #iphonecamera #bye #sad... http://someurl",Instagram,2016-12-07T16:21:41.000Z,#sad,"{'place_id': '01cb3bd54f92388e', 'coordinates': {'type': 'Point', 'coordinates': [114.178, 22.2809]}}",,
everyone,zh,805083958908096513,910875823,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805083958908096513,若你覺得沒什麼大不了| 那我也沒必要如此上心| | #easycomeeasygo| #是太想念你| #life #allaboutricardolsw #belief #letitgo #sad... http://someurl,Instagram,2016-12-03T16:19:08.000Z,#sad,,,
everyone,zh,804840675636232192,1063441496,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804840675636232192,掰掰我的小男友，我也很想陪你| 但是為何我今天要早起加班😭😭😭| #sad http://someurl,Instagram,2016-12-03T00:12:24.000Z,#sad,,,
everyone,zh,804707240867414016,258860923,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804707240867414016,明明我們之間的愛情是就是場悲劇| 為何你卻是這場悲劇的解藥？| #fuckup #sad http://someurl,Instagram,2016-12-02T15:22:11.000Z,#sad,,,
everyone,zh,804693680770654208,1731141380,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804693680770654208,#ihateviutv #diu #😡| 剛剛等了一整天的MAMA頒獎禮| 不是全程直播廣告多就算了| 我就是為了看BTS| 為什麼要把他們切掉😡😡| 完全藍瘦香菇😭| #sad #hate #fuck... http://someurl,Instagram,2016-12-02T14:28:18.000Z,#sad,,,
everyone,zh,804612966431735808,275154538,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804612966431735808,小呀麼小淘淘😬😬愁眉苦臉的小淘淘😂😂😂😂😂L.I.K.E～～#putao #taotao #work #sad @ 上海漕河泾开发区 http://someurl,Instagram,2016-12-02T09:07:34.000Z,#sad,"{'place_id': '01a20da949498784', 'coordinates': {'type': 'Point', 'coordinates': [121.39948685, 31.16600548]}}",,
everyone,zh,804232370446626816,124211028,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804232370446626816,我的鱼骨头🐟😿| #香菇 #蓝瘦 | •| #香菇蓝瘦 #鱼骨头 #fishbone #broken #sad #souvenir #necklace #potd #instadaily #sgig... http://someurl,Instagram,2016-12-01T07:55:13.000Z,#sad,,,
everyone,zh,804212242791075841,47808978,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804212242791075841,驚覺我的白髮多了好多！😱😱😱😱 #sad #greyhair #why #gettingold #omg #igdaily http://someurl,Instagram,2016-12-01T06:35:14.000Z,#sad,,,
everyone,zh,804194821833273345,407600192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804194821833273345,始料不及的后果 #Sad,Twitter for iPhone,2016-12-01T05:26:01.000Z,#sad,{'place_id': '7b02fbddf4d9f2c6'},,
everyone,zh,804035287605215232,4005906379,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804035287605215232,"因為救我，佢死佐，傷心欲絕😭😭😭😭😭😭😭😭😭😭| #skateboard #boken #sad #caraccident #break #hurt @ Guangzhou, China http://someurl",Instagram,2016-11-30T18:52:05.000Z,#sad,,,
everyone,zh,803972631489691648,22319082,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803972631489691648,"Pray for 西門市場 in Daegu, Korea. #sad :(",Twitter for iPhone,2016-11-30T14:43:07.000Z,#sad,,,
everyone,zh,803228266102489088,514481235,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803228266102489088,一種很想哭的衝動| 車速快ㄧ點，把眼睛吹乾就好了吧| 該來的不來，該走的卻又來| #jain #feel #blues #sea #beach #sad #girl #stupid #why... http://someurl,Instagram,2016-11-28T13:25:16.000Z,#sad,,,
everyone,zh,802893903665897473,794838491188166656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",802893903665897473,好好對自己_這輩子沒多長| 好好對別人_下輩子不一定能遇上| #sad http://someurl,Instagram,2016-11-27T15:16:38.000Z,#sad,,,
everyone,zh,802589767212945409,3147240512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",802589767212945409,我覺得很空虛| #empty #vaporwave #vintage #orange #pink #life #sad #marketing http://someurl http://someurl,IFTTT,2016-11-26T19:08:06.000Z,#sad,,,
everyone,zh,802484237521678336,106727245,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",802484237521678336,睇咩 睇遮啦 | #hyukoh #mia #陳綺貞 #最重要的星期六 #收遮啦 #clockenflap #clockenflap2016 #hongkong #sad http://someurl http://someurl,IFTTT,2016-11-26T12:08:46.000Z,#sad,,,
everyone,zh,802321556403666944,634135134,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",802321556403666944,嗚~~~~~~ 好悲哀喔~~~~~| #2NE1 #2ne1Disbandment #ohdear #sad #kpop #takecare | | http://someurl,Twitter Web Client,2016-11-26T01:22:20.000Z,#sad,,,
everyone,zh,802199002921897984,2791183132,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",802199002921897984,"到底是哪裡出了錯！一次又一次～真的很失望💔#life #sad #night @ Shenzhen, China http://someurl",Instagram,2016-11-25T17:15:21.000Z,#sad,,,
everyone,zh,801958920604368896,462686124,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",801958920604368896,黑五了，然而sketch和charles都没折扣 #sad,Twitter for Mac,2016-11-25T01:21:21.000Z,#sad,,,
everyone,zh,801835029747957761,391221270,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",801835029747957761,感恩節| 謝謝你的好與不好| | #lekal #memoris #thanksgiving #miss #sad #night #nuka... http://someurl,Instagram,2016-11-24T17:09:03.000Z,#sad,,,
everyone,zh,801785327211810816,864114421,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",801785327211810816,只要褲袋有錢...天天都是過新年...#nike #crumpler #giordano #poor #sad #truth @ Bukit Batok MRT Station http://someurl,Instagram,2016-11-24T13:51:33.000Z,#sad,"{'place_id': '0b37664066a8962a', 'coordinates': {'type': 'Point', 'coordinates': [103.749664, 1.349073]}}",,
everyone,zh,800351626766610432,1608533828,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",800351626766610432,乾乾乾！！！！！！！| 到底在幹麻阿我，煩死了😭😭😭😭| 記錯時間，錯過車，連折數都浪費了，然後又心悸，到底在搞什麼啊⋯| -| -| #Sad #Angry #Stupid #Taiwan... http://someurl,Instagram,2016-11-20T14:54:32.000Z,#sad,"{'place_id': '00180402799fed03', 'coordinates': {'type': 'Point', 'coordinates': [121.51718352, 25.0476864]}}",,
everyone,zh,800006867481038848,1964112007,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",800006867481038848,2016/11/19 JTBC 認識的哥哥| 爆笑的mv~悲傷的劇情.....| 可憐的希澈.....TT| 最後竟然然是......甲!?| #MoMo| #TWICE | #sad http://someurl,Twitter Web Client,2016-11-19T16:04:35.000Z,#sad,,,
everyone,zh,799987432221450249,3235904816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",799987432221450249,今天上班到一半覺得腳底怪怪的| 原來是鞋子壽終正寢了...| #diedthedeath #leathershoes #sad #wet #umconfortable http://someurl,Instagram,2016-11-19T14:47:21.000Z,#sad,,,
everyone,zh,799669869415264257,404394772,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",799669869415264257,一個人走在左岸散步......希望心情能好一些！#心情不好 #sad @ 八里腳踏車道 http://someurl,Instagram,2016-11-18T17:45:28.000Z,#sad,"{'place_id': '019a3137395a2973', 'coordinates': {'type': 'Point', 'coordinates': [121.45217405, 25.13087887]}}",,
everyone,zh,799563537895030784,3604724773,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",799563537895030784,喜😝怒😡哀😢楽😊| | #happy #angry #sad #enjoy http://someurl,Instagram,2016-11-18T10:42:57.000Z,#sad,,,
everyone,zh,797451019575668737,17388833,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 8, 'quote_count': 1}",797451019575668737,"也許電影雷) 1. 每天努力寫著 commit message,  在忽然被問了你在作夢嗎?後瞬間醒來, 這才發現每日維護的專案跟自己的關係如此脆弱  2. 努力解掉的 bug, 但時間總是會讓人逐漸忘記他們 3. 直到遇見之前,不知道每日追尋的是什麼  #你的名字 #sad",Twitter Web Client,2016-11-12T14:48:33.000Z,#sad,,,
everyone,zh,797420766471933953,8711692,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",797420766471933953,"#Sad #Fact ~~> #Girls #ignore nice #guys, chase #assholes and then #complain about it. #Chinese #translate->女孩对好男人视而不见，却去些追混小子，然后又回头来抱怨",twittbot.net,2016-11-12T12:48:20.000Z,#sad,,,
everyone,zh,797040169761275904,235518635,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",797040169761275904,有一種心情叫做 捨不得的心情😢 #sad #emo #denim #korea #busan #balek #kampung... http://someurl,Instagram,2016-11-11T11:35:59.000Z,#sad,,,
everyone,zh,796965592221687809,34203053,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",796965592221687809,認真得閒死，唔得閒退休......| | #份強積金 #應該都夠 #幾個月 #sad #CTgoodjobs http://someurl,Facebook,2016-11-11T06:39:38.000Z,#sad,,,
everyone,zh,796551729236103170,3030399681,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",796551729236103170,你不能打破什么已被破坏 #爱 #sad #bùhao,Twitter for iPad,2016-11-10T03:15:06.000Z,#sad,,,
everyone,zh,796364223601377280,1196340644,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",796364223601377280,傻傻的我| #winter #sad #zhuhai @ 北京理工大学珠海学院 http://someurl,Instagram,2016-11-09T14:50:01.000Z,#sad,"{'place_id': '00059b04495a7e37', 'coordinates': {'type': 'Point', 'coordinates': [113.54153644, 22.36413042]}}",,
everyone,zh,796304697917251584,2923365224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",796304697917251584,晚餐4小七關東煮 #SAD,Twitter for Android,2016-11-09T10:53:29.000Z,#sad,,,
everyone,zh,795330828884590592,2270757558,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",795330828884590592,不想當別人討厭的人| 真的很難| 我以為我很淡然看世界| 但沒想到還是傷很重心很痛| 何時才可以從複雜回去簡單呢| #心痛 #sad #tired http://someurl,Twitter for iPhone,2016-11-06T18:23:40.000Z,#sad,,,
everyone,zh,794540308251967488,391221270,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",794540308251967488,看到車來就忍不住差點搭上去😂🙄😤😑😩| | #lekal #bus #taoyuan #memories #home #sad #end... http://someurl,Instagram,2016-11-04T14:02:25.000Z,#sad,,,
everyone,zh,794530377054429185,1486092404,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",794530377054429185,我现在胖的裤子穿不下。#sad http://someurl http://someurl,IFTTT,2016-11-04T13:22:58.000Z,#sad,,,
everyone,zh,794528246838730752,764005713748164608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",794528246838730752,#浙江 #高考 #學習 #成績 #sad #tired   心累的成績。 http://someurl,Instagram,2016-11-04T13:14:30.000Z,#sad,,,
everyone,zh,794232873289125888,378653673,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",794232873289125888,看著陳森田的圖畫的人物| 只是 那個人沒有在微笑| .| .| .| #ethos #陳森田 #lemon #lemonman #sketch #sketchbook #sad #sadquotes... http://someurl,Instagram,2016-11-03T17:40:47.000Z,#sad,"{'place_id': '00180402799fed03', 'coordinates': {'type': 'Point', 'coordinates': [121.633, 25.0333]}}",,
everyone,zh,793649517484617729,2671527284,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",793653411325456384,@someuser 酒疹真的很麻煩...| 上次跟你喝就紅一片了...| | #sad,Twitter Web Client,2016-11-02T03:18:13.000Z,#sad,,"[{'type': 'replied_to', 'id': '793651617761415169'}]",216505360
everyone,zh,793422669463126016,2466070063,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",793422669463126016,為什麼總是有人喜歡用負面字眼來聊天？就算平常當個小丑，也不代表不需要被好好呵護的啊⋯。會不會是我還不夠好到讓人用正面的言語來對話⋯？ #藍獸 #香菇 #sad #emotions #ootd... http://someurl,Instagram,2016-11-01T12:01:20.000Z,#sad,,,
everyone,zh,792446797838974976,182273042,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",792446797838974976,哈。。。| 你问我爱你有多深？| 我爱你有几分。| #love #like #pride #happy #happiness| #fall #broke #sad #jealous... http://someurl,Instagram,2016-10-29T19:23:34.000Z,#sad,"{'place_id': '03c45b795a006ed1', 'coordinates': {'type': 'Point', 'coordinates': [110.3717498, -7.81969914]}}",,
everyone,zh,792406451977281536,746207292169687040,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",792406451977281536,#sad| 准备走啦，舍不得这里的天空，舍不得无节操的室友，舍不得这里带着单单咸味的海风，虽然自己得到的不多，但我还是很珍惜舍不得，谢谢你，亲爱的吉珠。我不会怪你了。 http://someurl,Twitter for Android,2016-10-29T16:43:15.000Z,#sad,,,
everyone,zh,792274732779507712,2751005666,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",792274732779507712,大埔舊墟公立學校的徐俊祥校長：「你睇我嘅衣著就知我係體制內！😅」 「十幾年前香港教育改革，知唔知用咩動物代表學生？...  係鴨呀！要填㗎！」😂 #hongkong #education #LOL #sad #reality http://someurl,Facebook,2016-10-29T07:59:50.000Z,#sad,,,
everyone,zh,791864552241582080,52021315,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",791864552241582080,地產商瘋狂起，港青都係買唔起。 #sad #傑出廢青| | 「運輸及房屋局數字顯示，上季私人住宅施工量為二千九百個，比與前季持平。總計首三季，施工量有一萬九千一百伙，已超越去年全年萬四伙的數字，是十六年來最多。」... http://someurl,Facebook,2016-10-28T04:49:56.000Z,#sad,,,
everyone,zh,791295947909189632,791110723787116544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",791295947909189632,為了 BTS 辦的 推特 <3 哈哈哈| JIMIN 還有 BTS 的個位子彈| 我會一直愛著的 ~ Mua  :* :* :*| -/ | 英文不好 又不會韓文的我要努力..| #這輩子能跟你們握一次手就好了| #borfriend #sad #miss #heart http://someurl,Twitter Web Client,2016-10-26T15:10:30.000Z,#sad,,,
everyone,zh,790619088070385664,125024318,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",790619088070385664,又抓眼睛抓到這樣... #炫爺 #真 #愛 #自殘 #baby #Elliot #get #hurt #sad http://someurl,Instagram,2016-10-24T18:20:54.000Z,#sad,,,
everyone,zh,790226609211146240,614966256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",790226609211146240,今晚聽到很多首歌都淚流不止😢| 愛得深相對的也傷的深!即使還是有愛但或許放手才是對彼此都好的選擇!| | #kaohsiung #bye #life #sad #unhappy #selfie... http://someurl,Instagram,2016-10-23T16:21:19.000Z,#sad,,,
everyone,zh,789385297633042432,1486092404,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",789385297633042432,等南京下一个晴天 可能得一个月以后🙃🙃🙃#sad http://someurl http://someurl,IFTTT,2016-10-21T08:38:15.000Z,#sad,,,
everyone,zh,789272802176172034,769736130,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",789272802176172034,Vanilla latte...| 懶懶的星巴巴女神~就跟我一樣懶懶的！| 晚上把酒當水喝~早上把咖啡當茶喝...| #heartbroken #sad #lonely #alone @someuser http://someurl,Instagram,2016-10-21T01:11:14.000Z,#sad,,,
everyone,zh,789122201018441728,759194172091793408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",789122201018441728,大学 第一次| 因为事情太多| 哭了| #sad#,Twitter for Android,2016-10-20T15:12:48.000Z,#sad,,,
everyone,zh,788826587017965569,771682213,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",788826587017965569,很多时候，还是亲力亲为好。| 因为自有自己最了解自己😊| #加油 #201016 #sad #Jia http://someurl,Instagram,2016-10-19T19:38:08.000Z,#sad,,,
everyone,zh,788737119271260160,1594902211,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",788737119271260160,我一直以為針灸會好痛！都係戈句我只希望所有同志們同我都身體健康😞 #sick #tired #help #acupuncture #pain #ihope #goodhealth #sad @someuser http://someurl,Instagram,2016-10-19T13:42:37.000Z,#sad,,,
everyone,zh,788681901888241668,823849652,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",788681901888241668,我接受唔到黑雨完仲要係公司等放工| | #sad| #鞋又濕| #一停雨就又開始多人| #好肚餓真係好肚餓 http://someurl,Instagram,2016-10-19T10:03:13.000Z,#sad,,,
everyone,zh,787785005040893952,2404758794,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",787785005040893952,今天真的不是我的日子！可以還我陽光嗎？| #today #is #not #my #day #不開心 #晴天娃娃 #bad #sad #我要太陽 @ 澄和明園 http://someurl,Instagram,2016-10-16T22:39:16.000Z,#sad,,,
everyone,zh,787255272024731648,20425133,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",787255272024731648,假装在福州~会长我来啦~| 此刻的心情 ~ 蓝瘦 香菇 哭瞎 #李宇春 #野蛮生长 #福州站 #sad http://someurl http://someurl,IFTTT,2016-10-15T11:34:18.000Z,#sad,,,
