conversation_id,created_at,reply_settings,text,author_id,source,id,public_metrics,lang,search_query,in_reply_to_user_id,geo,referenced_tweets
810608257635127296,2016-12-18T22:10:43.000Z,everyone,#down blouse porn porno adolecentes http://someurl,145807853,Twitter Web Client,810608257635127296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#down,,,
810546053414092800,2016-12-18T18:03:33.000Z,everyone,Isaora / Cam-com Down jacket /  / #utw #techwear #isaora #down #camo #waterproof #aquaguard #urbantechwear http://someurl,110113927,vk.com pages,810546053414092800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
810285138894618624,2016-12-18T00:46:46.000Z,everyone,#down phan mem diet virut cinema castello lopes leiria shopping bilheteira online,214480883,Twitter Web Client,810285138894618624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
810168420700454912,2016-12-17T17:02:58.000Z,everyone,Isaora / Cam-com & Metropolis Down jackets /  / #utw #techwear #isaora #metropolis #down #camo #waterproof #.. http://someurl,110113927,vk.com pages,810168420700454912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
809915800870121472,2016-12-17T00:19:09.000Z,everyone,Hoje virei à esquerda e encontrei uma menina às direitas. #Top #down,940169851,Twitter for iPhone,809915800870121472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
809799056369340416,2016-12-16T16:35:15.000Z,everyone,Corrina http://someurl ea #down #milesteller #riograndedosul #comerbem #doors #zamanidurdur,2789616250,MEGAPO.ST,809799056369340416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",eu,#down,,,
809778416014786560,2016-12-16T15:13:13.000Z,everyone,Piper  http://someurl  #drabtofab #down  #nomnom #makethisviral #colorfull #dchairstylist,2839528435,MEGAPO.ST,809778416014786560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,#down,,,
809224458175205376,2016-12-15T02:32:00.000Z,everyone,#After #Game #Chill #Down #ChillDown #Mac #Sonrasi #Muhsin #Abinin #Saray onda #Kulube de #Demleniyoruz http://someurl,31800110,Twitter for iPhone,809224458175205376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
809220616691863556,2016-12-15T02:16:44.000Z,everyone,BoA nOiTe! | BEIJO DO Maco - PAZ & BEM A TODOS  !| #Down #NoAbismo,68083907,Twitter Web Client,809220616691863556,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
808401137380429824,2016-12-12T20:00:25.000Z,everyone,Empolgação da segunda 🙄😪😫 #photo #boy #down http://someurl,192661457,Instagram,808401137380429824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
808353335967449088,2016-12-12T16:50:28.000Z,everyone,E quando mai il #psn non è #down. Ma va| #psndown,3001065444,Twitter for Android,808353335967449088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",it,#down,,,
808224681333497856,2016-12-12T08:19:14.000Z,everyone,Hj eu aborreceu tão #Down q tive q enfiar o dedo na tomada pra me animar #SegundaDetremuraSDV,1683802986,Twitter for Android,808224681333497856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
808222285668712448,2016-12-12T08:09:43.000Z,everyone,Mãe que adotou bebê com Down comemora 15 anos do filho| http://someurl| #sonoticiaboa #sindromededown #down #bebê #adoção http://someurl,329857969,Twitter Web Client,808222285668712448,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",pt,#down,,,
808107748558716929,2016-12-12T00:34:35.000Z,everyone,"#drfernandoreis #síndromededown #down #sindromewest #westcoast | Meu filho, mesmo sendo SÍNDROME... http://someurl",193553322,Instagram,808107748558716929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,"{'place_id': 'd9d978b087a92583', 'coordinates': {'type': 'Point', 'coordinates': [-43.9387, -19.9191]}}",
808081867488497665,2016-12-11T22:51:45.000Z,everyone,#down assim vc fica quando vê um puta negócio fechando #tatuapestreatparck #foodtrucks,221896858,Twitter for iPhone,808081867488497665,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
807590847688699904,2016-12-10T14:20:37.000Z,everyone,Lorie http://someurl os #down #artwork #brazil #selflove #igaddict #playa,2791822894,MEGAPO.ST,807590847688699904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
807439089855303680,2016-12-10T04:17:35.000Z,everyone,Pedir perdão é assentar o terreno para futuras ofensas.| #ambrosebierce #repost #down #forgive... http://someurl,138527475,Instagram,807439089855303680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
807344264485175296,2016-12-09T22:00:47.000Z,everyone,Reta us http://someurl #down #shopping #creativosmx #first #architexture #buisandwhistles,2797853062,MEGAPO.ST,807344264485175296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
807313944910200835,2016-12-09T20:00:18.000Z,everyone,#Dica de Filme: “O Filho eterno”: http://someurl| #Pediatria #Pediatra #MBAPediatria #Down #Saúde #Inclusão,132184693,mLabs - Gestão de Redes Sociais,807313944910200835,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
807289653564940288,2016-12-09T18:23:46.000Z,everyone,"De boassa, só aguardando a noite chegar hahaha #Down http://someurl",563207661,Twitter for Android,807289653564940288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
806965425997316096,2016-12-08T20:55:24.000Z,everyone,#blackgirlsrock #humanhair Arabele http://someurl as #down #newjersey #paulmitchell #grooming,2801974821,MEGAPO.ST,806965425997316096,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
806588192317128704,2016-12-07T19:56:25.000Z,everyone,Aleluia #Samsung enfim #tochwiz #down já estava na hora. http://someurl,35976151,Twitter for Android,806588192317128704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,"[{'type': 'quoted', 'id': '806576538485407744'}]"
806559213887619077,2016-12-07T18:01:16.000Z,everyone,@someuser #elicenser control center is #down...#cubase9 #FAIL,95739424,Twitter Web Client,806559213887619077,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#down,22643060,,
805518994568581120,2016-12-04T21:07:48.000Z,everyone,"Ontem estava em um casamento e durante o jantar, tocaram #Ops e na balada #Power e #Down&Dirty MELHOR DJ EVER 😍❤️😍❤️",172177569,Twitter for iPhone,805518994568581120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
804742998894448641,2016-12-02T17:44:16.000Z,everyone,engraçado que essas pessoas tem plena consciência de se tanto que tem que ser o nome dele inteiro ! #Down #estudioi,758439415626731520,Twitter Web Client,804742998894448641,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
803961481654112257,2016-11-30T13:58:48.000Z,everyone,"Benício, 1 ano e meio, e o tempo ta voando! #encontro #down http://someurl",71405638,Twitter Web App,803961481654112257,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
803711259921289216,2016-11-29T21:24:31.000Z,everyone,Programa emocionante hoje com dududocavacooficial e sua namorada Vitória. #inclusao #down http://someurl,108066216,Instagram,803711259921289216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
803697539832840193,2016-11-29T20:30:00.000Z,everyone,mmm @someuser  #down o quasi... http://someurl,8956652,Twitter Web Client,803697539832840193,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",it,#down,,,"[{'type': 'quoted', 'id': '803688714153160704'}]"
802312247066427393,2016-11-26T00:45:20.000Z,everyone,"#Bob #Seger – Toronto – #Jan 24, 2015 – #Fire #Down #Below http://someurl http://someurl",703165994005504001,saar_city,802312247066427393,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#down,,,
802263522721701888,2016-11-25T21:31:43.000Z,everyone,Sem nada para fazer.| #atoa #relax #up #down #crazy #zen #sleep #friday #instago #cymera #insta... http://someurl,196809297,Instagram,802263522721701888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
801987593843933184,2016-11-25T03:15:17.000Z,everyone,Começou! AMERICANAS .COM #down cdn de imagens #fail #blackfail #seminfra #b2w #brasil #blackfriday compre na http://someurl http://someurl,1544235631,Buffer,801987593843933184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
801768374082617344,2016-11-24T12:44:11.000Z,everyone,Farica as http://someurl  #down #konya #avedacolor #photoforyou #dogcollar #garrettpopcorn,2802959242,MEGAPO.ST,801768374082617344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
801556980150259713,2016-11-23T22:44:10.000Z,everyone,Giralda os http://someurl  #down #windowshots #aveda #collar #growingupgerber #bostonbutt,2793064713,MEGAPO.ST,801556980150259713,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",eu,#down,,,
801228840576094208,2016-11-23T01:00:16.000Z,everyone,Oi meu nome é ana clara e eu tenho um cromossomo a mais. #Down @someuser http://someurl,338132628,Twitter for Android,801228840576094208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",pt,#down,,,
800899196517842944,2016-11-22T03:10:23.000Z,everyone,👍👀 Você tem um bebê ou adolescente com síndrome de #down e não sabe quando começar a terapia #fonoaudiologica? http://someurl http://someurl,785307702612418566,Twitter Web Client,800899196517842944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
800866316651466752,2016-11-22T00:59:43.000Z,everyone,Caria http://someurl es #down #songlyrics #horizons #seeyourcity #fineartphg #vscofeature,2837780156,MEGAPO.ST,800866316651466752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#down,,,
800818479234367489,2016-11-21T21:49:38.000Z,everyone,Sem filtro o último suspiro do sol... | #sunsets #fimdodia #down #spring #nofilter #saopaulo #brazil http://someurl,27131859,Instagram,800818479234367489,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
799780994920443904,2016-11-19T01:07:03.000Z,everyone,"Aql momento q te pedem um help pra faculdade, e a gente aproveita pra dar um refresh! rs Por enquanto + #up - #down #cisco #packetTracer http://someurl",229134835,Twitter Web Client,799780994920443904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
799387060775821312,2016-11-17T23:01:41.000Z,everyone,#cortometraje para #fundacionrayundown #fundacion #rayundown #sindromededown #down #shortfilm... http://someurl,3047030421,Instagram,799387060775821312,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#down,,,
798998218688393216,2016-11-16T21:16:34.000Z,everyone,Florencia http://someurl es #down #captionking #s4s #failcompilation #scruff #gettapped,2792557828,MEGAPO.ST,798998218688393216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
798974983477350400,2016-11-16T19:44:14.000Z,everyone,@someuser Mds oque é isso ??? #Down&Dirty #Amei,3440198248,Twitter for Windows Phone,798974983477350400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,380399508,,
798939207104417792,2016-11-16T17:22:05.000Z,everyone,Essa música é um hino #down&dirty,4842399515,Twitter for Android,798939207104417792,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
798746244239781890,2016-11-16T04:35:19.000Z,everyone,Inesita http://someurl out #down #spoonfeed #tags4likesapp #likeforlikeandfollow #neko #barrette,2802701355,MEGAPO.ST,798746244239781890,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,#down,,,
798148831439388673,2016-11-14T13:01:24.000Z,everyone,"Rejeitados pelo mercado de trabalho, amigos com #Sindrome de #Down abrem #pizzaria de sucesso.| | #Empreendedorismo| http://someurl",29234216,Hootsuite,798148831439388673,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
797956432763043840,2016-11-14T00:28:29.000Z,everyone,@someuser kkkkkkkkkk q dia emmmm #down#toquerendopegarvc,333681142,Twitter for Android,797959350576967680,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",pt,#down,4894018468,,"[{'type': 'replied_to', 'id': '797958254835941380'}]"
797638409699336192,2016-11-13T03:13:10.000Z,everyone,Shelia http://someurl os #down #smilewould #jp_gallery_member #nofiltri #lpganow #goodluck,2838674528,MEGAPO.ST,797638409699336192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
797626974055362562,2016-11-13T02:27:44.000Z,everyone,Como que tem gente que consegui te deixar #Down,40459491,Twitter for Windows Phone,797626974055362562,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
797484893643096064,2016-11-12T17:03:09.000Z,everyone,Peria http://someurl  #down #caracas #beaches #2016 #outside_project #vscostyle,2839442426,MEGAPO.ST,797484893643096064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",in,#down,,,
797454983251668993,2016-11-12T15:04:18.000Z,everyone,Dudu e especial #down @someuser,1717345591,Twitter for Android,797454983251668993,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",pt,#down,,,
797106700738248709,2016-11-11T16:00:21.000Z,everyone,#Stephen #Colbert #Breaks #Down #Donald #Trump & #President Obama’s #Super #Awkward #White # ... http://someurl #Obamas http://someurl,2154519169,hrdjrdudr,797106700738248709,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,#down,,,
797030741762707456,2016-11-11T10:58:31.000Z,everyone,http://someurl| #down — sebal,1316654742,Facebook,797030741762707456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",in,#down,,,
796667944587689984,2016-11-10T10:56:54.000Z,everyone,#Sega #Dreamcast: #Border #Down. Um jogo sensacional e show de bola. Olhe só a qualidade desse jogo. :)| http://someurl,1671321824,Twitter Web Client,796667944587689984,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
796084038838546432,2016-11-08T20:16:40.000Z,everyone,CBFA.... #down😔 - http://someurl,782551150163816448,Friendlife,796084038838546432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
796070953319092224,2016-11-08T19:24:40.000Z,everyone,Odeiio ir ao mercado #down,182147401,Twitter for Android,796070953319092224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
796042403174092801,2016-11-08T17:31:13.000Z,everyone,Leia http://someurl ok #down  #cartoon #failvideo #holyspirit #austriagirl,2803198564,MEGAPO.ST,796042403174092801,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
795874273315454976,2016-11-08T06:23:08.000Z,everyone,Ora http://someurl im #down #boise #horizons #sunsetsnot #goprobr #vscodaily,2801755631,MEGAPO.ST,795874273315454976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
781085218501496832,2016-11-08T03:27:24.000Z,everyone,@someuser @someuser não tens o que fazer mesmo #down,3712514903,Twitter for Android,795830048561434624,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",pt,#down,2172750514,,"[{'type': 'replied_to', 'id': '795825774947434496'}]"
795699145499676672,2016-11-07T18:47:14.000Z,everyone,#Photo #Soundtrack #9 | Ivanna Cruz http://someurl #supra #arbol #tree #nature #naturaleza #ost #piano #wood #sky #up #down #foto,1656369619,Twitter Web Client,795699145499676672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
795545503371067392,2016-11-07T08:36:43.000Z,everyone,"Provadia, Bulgaria #provadia #bulgaria #owech #down #city #town #travel #vacation #varna #sky... http://someurl",4089402563,Instagram,795545503371067392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
795479444978888704,2016-11-07T04:14:13.000Z,everyone,Adora or http://someurl  #down #printedtees #bigsexyhair #dicasdeunhasbra #buttercream #coffee,2802959242,MEGAPO.ST,795479444978888704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
795084303617163264,2016-11-06T02:04:04.000Z,everyone,Florencia http://someurl es #down #funnypics #reebeerenee #funnyasfuck #tuttifrutti #asseenincolumbus,2799249395,MEGAPO.ST,795084303617163264,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
795067194417692672,2016-11-06T00:56:05.000Z,everyone,Tomar aire fresco es necesario😍😜💨👒| #fresh #see #down #tourist #you http://someurl,772852867,Instagram,795067194417692672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#down,,,
794729689575092224,2016-11-05T02:34:58.000Z,everyone,"Volunteers galore-amundo! #trickortreat #bevhills #redeyeinc #wattsyouth #down, w/@someuser @someuser @someuser @someuser http://someurl",2272118402,Twitter for iPhone,794729689575092224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
794161026468089857,2016-11-03T12:55:18.000Z,everyone,MTV EMA | Vota http://someurl #EMABiggestFansLadyGaga #Dont #Let #Me #Down,2199329416,Twitter Web Client,794161026468089857,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
793918875469496320,2016-11-02T20:53:04.000Z,everyone,#WhatsApp #down  vou fz como #Snowden e usar o #signal,324584291,Twitter for iPad,793918875469496320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
793772947987202048,2016-11-02T11:13:13.000Z,everyone,Jaquith http://someurl es #down #atardecerhappy #goodbyes #skypornpics #urbanromantix #vscofeature,2837780156,MEGAPO.ST,793772947987202048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#down,,,
793725131747160064,2016-11-02T08:03:12.000Z,everyone,Ferdinanda http://someurl ok #down #spoonbulldogs #igersbordeaux #spb #cat_features #lol,2792796701,MEGAPO.ST,793725131747160064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tr,#down,,,
793223227900211200,2016-10-31T22:48:49.000Z,everyone,CHULADA!!! #down #murdergang #murderbear http://someurl,3440215394,Facebook,793223227900211200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
793063570502197248,2016-10-31T12:14:24.000Z,everyone,MTV EMA | Vota http://someurl #EMABiggestFansLadyGaga #Angel #Down,2199329416,Twitter Web Client,793063570502197248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
792922209622691840,2016-10-31T02:52:41.000Z,everyone,Matemáticas. #photo #up #down #geometry #mathematics #urbanphotography #streetphotography #mexico http://someurl,20553019,Twitter Web Client,792922209622691840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#down,,{'place_id': '25530ba03b7d90c6'},
792397040768651265,2016-10-29T16:05:51.000Z,everyone,Mais alto e além! Go! Go! | #adventures #lifestyle #radical #up #down #befree #timetobefree... http://someurl,85312148,Instagram,792397040768651265,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,"{'place_id': '18330d24ca107000', 'coordinates': {'type': 'Point', 'coordinates': [-35.0353, -8.2874]}}",
792339835767971840,2016-10-29T12:18:32.000Z,everyone,MTV EMA | Vota http://someurl #EMABiggestFansLadyGaga #Girl #Angel #Down,2199329416,Twitter Web Client,792339835767971840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
792111757695352832,2016-10-28T21:12:14.000Z,everyone,Rena http://someurl me #down #bestpartners #japan_night_view_member #starbucks #norway #college,2836850550,MEGAPO.ST,792111757695352832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",in,#down,,,
791944418953539586,2016-10-28T10:07:17.000Z,everyone,Randa http://someurl me #down #curves #fashionphotography #muitoamorenvolvido #nickiminaj #czechrepublic,2801083079,MEGAPO.ST,791944418953539586,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",in,#down,,,
791934241265201153,2016-10-28T09:26:51.000Z,everyone,Menino com síndrome de #Down rejeitado por agências de publicidade torna-se modelo http://someurl via @someuser,920932309,Twitter Web Client,791934241265201153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",pt,#down,,,
791279082612858880,2016-10-26T14:03:29.000Z,everyone,Amanecer ⛅️ .| #readingandlivingblog #desdemiventana #pov #down #amanecer #sky #cielitolindo http://someurl http://someurl,1797967610,IFTTT,791279082612858880,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
791006890780004352,2016-10-25T20:01:53.000Z,everyone,As vezes pra ocorrer mudanças só falta coragem para arriscar. #jump #gol #down #desafioprimeira... http://someurl,80145702,Instagram,791006890780004352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,"{'place_id': '68e019afec7d0ba5', 'coordinates': {'type': 'Point', 'coordinates': [-46.6385633, -23.5698486]}}",
790727689401462784,2016-10-25T01:32:26.000Z,everyone,"Precisando elevar a minha autoestima, porque a coisa está feia #selfie #sotired #down #sosad... http://someurl",2816336576,Linkis: turn sharing into growth,790727689401462784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
790360499313635329,2016-10-24T01:13:21.000Z,everyone,Role com meu amigo | | hero4session 📷| cycling 🚲| | #cycling #mountainbike #mtb #down #lazer... http://someurl,2211754380,Instagram,790360499313635329,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
790352029189365760,2016-10-24T00:39:42.000Z,everyone,Yolanda http://someurl im #down #shanty2chic #candle #90s #arnoldclassiceurope #repost,2800821015,MEGAPO.ST,790352029189365760,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tr,#down,,,
790009491911737344,2016-10-23T01:58:35.000Z,everyone,Sábado depresivo 😩 #down,80644659,Twitter for Android,790009491911737344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
789882746994827265,2016-10-22T17:34:56.000Z,everyone,"Meu vizinho de poltrona, o Noah.| Muita fofurice 😍| Curiosíssimo e conversador.A língua dele ñ entendo bem nos demos bem #Down #AmorDemais http://someurl",233472505,Twitter for Android,789882746994827265,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,{'place_id': 'e60cc1f72c303272'},
