source,text,reply_settings,lang,conversation_id,id,author_id,created_at,public_metrics,search_query,geo,in_reply_to_user_id,referenced_tweets
Twitter for iPhone,你是没事人。😔 #没事 #depressed,everyone,zh,585115955841245184,585115955841245184,623869595,2015-04-06T16:24:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,"人衰的時候，不管做什麼都是錯| Whatever you do is wrong, when you are unlucky. #NJ #US #depressed @ Town of Harrison http://someurl",everyone,zh,576093100193501184,576093100193501184,595477473,2015-03-12T18:51:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for iPhone,面試不順的省思/| 低氣壓反而哭一哭會比較好，昨天一切的一切都是我未曾預料的，結果更是。| 最終的結果大概就是我能預料然後不能接受的那種吧，祈禱我能得到其他的面試機會。| | #depressed,everyone,zh,573259215017414656,573259215017414656,112977133,2015-03-04T23:10:22.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,灰到一個點。。。| #blue #depressed #down| @someuser #gorilla 🎭| ☝️☝️☝️☝️☝️☝️☝️☝️ http://someurl,everyone,zh,572037275737059328,572037275737059328,126353001,2015-03-01T14:14:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter Web Client,我們的專業團隊會能為您提供有用的知信去解決在法律、業務上甚至個人的問題。我們承諾為您提供讓您滿意的服務。#depressed #help #advice #solution #personal #business #financial #legal #problems,everyone,zh,566044375655137280,566044375655137280,3033658359,2015-02-13T01:21:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,心烦时 总是想与世隔绝 一个人静一静 好像马上驾车去海边一个人静静吹海风 #depressed http://someurl,everyone,zh,557199763733766146,557199763733766146,111828928,2015-01-19T15:35:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,,
Instagram,“#RIP”| 他去世了😭😭😭😭😭| 叮噹死了😭😭😭😭😭| 要我怎麼生存😭😭😭😭😭| 我不要聽到其他配音員配多啦啊😭😭😭😭😭| #sad #depressed... http://someurl,everyone,zh,550889316810231808,550889316810231808,2242212530,2015-01-02T05:40:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,既来之  则安之| #InstaSize #Wuhan #Winter #city #night #gohome #goodnight #vscocam #film #star #Depressed http://someurl,everyone,zh,549879082956382209,549879082956382209,526477044,2014-12-30T10:46:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,已經像這樣過了兩個禮拜了......| 這段期間我到底做了些什麼| 希望可以快點回到之前的那個我| 那個懂得為夢努力向目標前進的那個我| #depressed #whatamidoing http://someurl,everyone,zh,547428715828084738,547428715828084738,565468387,2014-12-23T16:29:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,23 Dec 2014| 再無力找尋| 一個讓我容身的世界| #depressed http://someurl,everyone,zh,547338748099575808,547338748099575808,2555734160,2014-12-23T10:31:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter Web Client,朋友衝新加坡看桑妮了，我卻只能......去沒東西可買的CWT #life #sad #depressed,everyone,zh,543457905257635840,543457905257635840,15798308,2014-12-12T17:30:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,冇 The Walking Dead 睇，好失落。| 見到 Mc Cafe 出 Affogato 特濃咖啡新地，好想食！| #情緒莫名的拉扯 #depressed #thewalkingdead #TWD... http://someurl,everyone,zh,541933093557641217,541933093557641217,360631232,2014-12-08T12:31:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,25 Nov 2014| 也許我只是世界的訪客| Never give myself up| #depressed http://someurl,everyone,zh,537227481741148160,537227481741148160,2555734160,2014-11-25T12:53:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,天氣爛透了 提不起勁~ 只想要ㄧ直放空| #thebad #weather #depressed #mood #listless not to #mention #energy #just #want... http://someurl,everyone,zh,532749649778835456,532749649778835456,476514610,2014-11-13T04:19:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,操！我有叫你那樣講嗎？| 憑什麼我要替你承擔後果？| 幹！每次只會在那出一張嘴！| 你相信過別人嗎？說實話你連我都不相信吧！| 不！應該說你從沒相信過我吧？| #believe #lie #depressed #mad http://someurl,everyone,zh,532385143735222272,532385143735222272,565468387,2014-11-12T04:11:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter Web Client,媽的奶奶的幹幹幹幹幹幹幹罵個十萬八千次都無法平息我的挫折感啊| #depressed #feelingstupid,everyone,zh,529848910626697216,529848910626697216,2841667473,2014-11-05T04:13:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,情绪偶尔崩溃下 也无伤淡雅 😑 | 要知道 I am only human. #ootd #asian #day #girl #quote #feel #depressed #but #cheers... http://someurl,everyone,zh,523134352494821376,523134352494821376,1099268798,2014-10-17T15:32:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Tumblr,Photo: 其實一直都很迷惘，也不曉得該怎麼做才對，真的好難... #life #no #clues #answer #feel #weak #depressed #girl #thinking #love... http://someurl,everyone,zh,519885333333557248,519885333333557248,183574932,2014-10-08T16:21:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,其實一直都很迷惘，也不曉得該怎麼做才對，真的好難... #life #no #clues #answer #feel #weak #depressed #girl #thinking #love #wish... http://someurl,everyone,zh,519885322109599744,519885322109599744,183574932,2014-10-08T16:21:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
IFTTT,RT devil13bunny: whoknowsmika3 在3話就最終回 QAQ 好快哦| 三香老師 我心快碎了| #大愛獅子梶 #大愛馬村 #大愛雀雀 #大愛柚柚香 #depressed ... http://someurl,everyone,zh,513558129997774849,513558129997774849,2812369938,2014-09-21T05:19:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Facebook,不會飛的巫女，誰可以給我掃把？|  | #witch #depressed #8tv8style http://someurl,everyone,zh,509951334200524800,509951334200524800,127784750,2014-09-11T06:27:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,我还能怎样。这是个没有解决方案的问题。#depressed http://someurl,everyone,zh,509297435689357313,509297435689357313,139614497,2014-09-09T11:09:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,我不怕難過不怕寂寞| 我怕的是難過的我寂寞的我| 因為| #I #am #afraid #of #the #depressed #me http://someurl,everyone,zh,507527834076577793,507527834076577793,136342684,2014-09-04T13:57:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,又是时候闭关了 😣😣 #depressed http://someurl,everyone,zh,502025436092985344,502025436092985344,91940553,2014-08-20T09:32:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for Android,@someuser: 妈的 我怎么什么都做不好 #depressed,everyone,zh,500571983352827905,500571983352827905,823425822,2014-08-16T09:17:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#depressed,,,
Twitter for Nokia S40,妈的 我怎么什么都做不好 #depressed,everyone,zh,500571253359407105,500571253359407105,979439874,2014-08-16T09:14:21.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#depressed,,,
Instagram,心痛....#@someuser但又能怪誰....陪了我三年，如今已消失眼前。回憶就此破碎，無法挽回的罪，能不能將那劍袪除，讓心躺在血泊中。。。| | 別誤會，這只是電腦整臺碎裂的難過情緒。#depressed... http://someurl,everyone,zh,489951507585175552,489951507585175552,1316053957,2014-07-18T01:55:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,心情不好就吃垃圾 #snack #negative #badfeeling #depressed #troubled #upset http://someurl,everyone,zh,486456451867480064,486456451867480064,895515367,2014-07-08T10:27:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,无论是否定还肯定，这些从来都不客观 #depressed http://someurl,everyone,zh,485399851820007425,485399851820007425,352198769,2014-07-05T12:28:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,强顏歡笑，又騙得了誰?? #fake #smile #depressed http://someurl,everyone,zh,476920743704285184,476920743704285184,189238185,2014-06-12T02:55:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Tumblr,Photo: 一次又一次的打擊，一次又一次的心碎... 沮喪又力不從心的，什麼時候才能好轉？ 不想再以眼淚度日，真的好累好累... #life #disappointed #depressed #exhausted... http://someurl,everyone,zh,471684933858373632,471684933858373632,183574932,2014-05-28T16:10:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,一次又一次的打擊，一次又一次的心碎...| 沮喪又力不從心的，什麼時候才能好轉？| 不想再以眼淚度日，真的好累好累...| #life #disappointed #depressed #exhausted #tear... http://someurl,everyone,zh,471684911368503297,471684911368503297,183574932,2014-05-28T16:10:21.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for Mac,應該說，現在無法與妳面對面| 更無法見到妳| 看見你心就會揪痛～| #feeling #sad #depressed,everyone,zh,471550675403284480,471550675403284480,1068951020,2014-05-28T07:16:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,了解 確不願意做| 寧願 不了解 但拼了命的嘗試。| 這些日子 到底 是怎麼了| 角對角. 磨損的| 已經 不好玩了_ 心好重 好灰。| #depressed。能不能 就好好的。 http://someurl,everyone,zh,470994365720977409,470994365720977409,1913786076,2014-05-26T18:26:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,付出了沒有回報| 卻犧牲了許多| | 身體有種像要炸碎的感覺| 疲憊。累。疼痛。| 不知道自己到底在做什麼| | 我其實也不想做那些事| 是迫不得已。| #depressed #miserable #tragedy #疲 http://someurl,everyone,zh,466462116023926784,466462116023926784,815619960,2014-05-14T06:16:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,说好的学习呢.. 好吧我没心情了这是什么时间安排好烦躁😰😰  #alone #annoyed #badmood #cheermeup #cry #crying #depressed... http://someurl,everyone,zh,464391336259354624,464391336259354624,2479922732,2014-05-08T13:08:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,มาฟังเพลงกัน #nowlistening  #music #thaisong #นาฬิกาตาย #depressed | 对自己过多的压力得到了。 | (╯°□°）╯︵ ┻━┻ http://someurl,everyone,zh,462201178781396992,462201178781396992,204734056,2014-05-02T12:05:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter Web Client,沒他人那麼聰明，沒他人那麼勤勞，沒他人那麼努力，沒他人那麼用功，沒他人那麼天才。。。什麼都比不上 :(  #byebyeA2 #imsoscrewed #depressed,everyone,zh,461338330672537600,461338330672537600,449793774,2014-04-30T02:56:43.000Z,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 1, 'quote_count': 0}",#depressed,,,
Instagram,这就是现实 #squaready #emo #ak #quotes #quoteoftheday #igdaily #depressed #reality #hate #bad http://someurl,everyone,zh,456005578406764544,456005578406764544,207439124,2014-04-15T09:46:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for Android,我真的是不知道我是怎麼了。想當年我在考試里從來就沒粗心過，怎麼現在就因粗心而導致名落都不如孫山了呢？ #depressed 😔😔😔😔,everyone,zh,454534082592899072,454534082592899072,135081317,2014-04-11T08:19:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,半个月的好心情都被破坏了！！！ #depressed #mood #bad #china #chinesegirl #fuzhou #morning #heart #crystal #vip #bb http://someurl,everyone,zh,452598265306152960,452598265306152960,704270114,2014-04-06T00:06:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for Android,原來活在自己世界的人是很可怕 至少 我認為我很可怕 #chisin #depressed #whatamIlivingfor #lifesxxked #fxxku,everyone,zh,449598919173885952,449598919173885952,53568597,2014-03-28T17:28:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
iOS,当我以为自己终于能靠近你一点点了 却又会猛然发现其实你只是个遥远的梦。 #depressed #impossible #damn,everyone,zh,447034587785351168,447034587785351168,988629726,2014-03-21T15:38:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,没人能了解我的心情。。 #Sunday #lonely #joblessday #boring #depressed http://someurl,everyone,zh,442672254376480769,442672254376480769,105729802,2014-03-09T14:44:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,不知道為什麼的建立防線| 心情是不怎麼友善| #depressed http://someurl,everyone,zh,441051654222540800,441051654222540800,484462537,2014-03-05T03:24:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,莫名的低落想生氣😞| | 總在肚子悶的時候😠| | #wendy #feel #down #depressed #stress #hate #period #im #a #girl | #家是最好的避風港... http://someurl,everyone,zh,438290565135073281,438290565135073281,53408712,2014-02-25T12:33:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,"尝试亲吻, 尝试拥抱或沟通| 没有好感再尝试也没有用 #depressed http://someurl",everyone,zh,434343730259435521,434343730259435521,140882564,2014-02-14T15:09:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for iPhone,昨天花很久時間才入睡，很可怕，清醒到我不敢看任何時間。 #gotoworkonSunday #depressed #itsraining 早上夢到Loki談如何完美潛入一個地方當良好的居民，Thor身旁超多疑似是Loki擁有的小黑貓😆,everyone,zh,432296653446332416,432296653446332416,43089663,2014-02-08T23:35:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,就像不是我的 永遠這麼遙不可及 抓也抓不到 #cantreach #depressed #gainnothing http://someurl,everyone,zh,415412736009719809,415412736009719809,62054333,2013-12-24T09:24:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,一雙眼睛能看清多少人心👀| 1個人也不簡單  👫|  #depressed#blankly http://someurl,everyone,zh,408568460047036416,408568460047036416,1446340603,2013-12-05T12:08:06.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter Web Client,"看来大家都比较喜欢和你相处, 哪像我, 没话聊, 闷, 不太会撒娇又不够人美。#depressed #thinkback",everyone,zh,408270021698138112,408270021698138112,512921902,2013-12-04T16:22:13.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#depressed,,,
