lang,created_at,public_metrics,reply_settings,text,id,author_id,conversation_id,source,search_query,geo,in_reply_to_user_id,referenced_tweets
tl,2016-11-14T03:31:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Naka schedule na ba yung pag absent ni maam tuwinh monday? #annoyed,798005402445094912,293417346,798005402445094912,Twitter for Android,#annoyed,{'place_id': '01bb53b81ba40196'},,
tl,2016-11-13T11:40:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,yung mga paasa papaslangin ko.| #annoyed😒😒,797766096950394880,745185657438404608,797766096950394880,Twitter for Android,#annoyed,,,
tl,2016-11-11T04:39:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Dear Bes,| | Umarte ka sana ng naayon sa mukha. Wag kang masyadong O.A.. Nakakairita na ang pagiging katkat mo. #annoyed",796935353097601024,72831541,796935353097601024,Twitter Web Client,#annoyed,,,
tl,2016-11-08T11:45:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Mga taong ano ...| #annoyed #annoying,795955409911590912,1273611800,795955409911590912,Twitter for iPad,#annoyed,,,
tl,2016-11-08T10:37:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",everyone,Yung ang ganda ng mood mo tapos biglang masisira. 2 days before your birthday pa. Pwede wag ngayon? #annoyed,795938219258843136,3482453786,795938219258843136,Twitter for Android,#annoyed,,,
tl,2016-11-08T04:04:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,yung neighbor mo na kung mag videoke at parang kinakatay na Pig! Ano kayang pinaglalaban ni ateng! 😬#annoyed,795839403964760064,147431785,795839403964760064,Twitter for iPhone,#annoyed,,,
tl,2016-11-07T15:33:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Yung mapag- hinalaan kang magnanakaw.  Napaka sakit pala khit di totoo!| #annoyed,795650454751322112,63078789,795650454751322112,Twitter for Android,#annoyed,,,
tl,2016-11-05T01:13:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Hay, nako!| #annoyed",794709174366060544,3285131880,794709174366060544,Twitter for Android,#annoyed,,,
tl,2016-11-03T11:54:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Ang ingat nio pramis 😾 #annoyed,794145844345741313,109863799,794145844345741313,Twitter for iPhone,#annoyed,{'place_id': '01e93ed535e05b29'},,
tl,2016-10-29T14:14:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Anung mas paniniwlaan q,cnsv mu o gingwa mu????#annoyed",792369000663486464,786525252784234497,792369000663486464,Twitter for Android,#annoyed,,,
tl,2016-10-28T13:02:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Super malandi!!!| #annoyed 😠😡😬,791988519321296896,785994570119000066,791988519321296896,Twitter for Android,#annoyed,,,
tl,2016-10-27T11:02:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Naunsa na ni run!| #annoyed,791596018760462341,791595014149156864,791596018760462341,Twitter for Android,#annoyed,,,
tl,2016-10-23T23:49:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,magpakatotoo na lang kase.. daming alam..tsss #annoyed,790339417764274176,537780344,790339417764274176,Twitter for Android,#annoyed,,,
tl,2016-10-23T15:50:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Bisag taken na ba. Makig flirt2x ghapon. Pwe! Di ko interasado. Pag puyo dong! Sakit sakit rakas dughan sa imong partner. #Annoyed,790218925342617601,282510615,790218925342617601,Facebook,#annoyed,,,
tl,2016-10-20T14:30:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Hello PLDT. Wala na bang mas ibabagal pa ang internet connection niyo?! Ano beh. #annoyed #crap #pldtproblem,789111516901412864,40616722,789111516901412864,Twitter for Android,#annoyed,,,
tl,2016-10-20T06:31:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Ang problema po sayo nagmamagaling ka. Kulang ka naman sa utak. Hays #annoyed,788990962961743872,1538528797,788990962961743872,Twitter for Android,#annoyed,,,
tl,2016-10-18T10:54:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Kakalkalin ko na to eh. -________- #Annoyed,788332451110060034,713311223840768000,788332451110060034,Twitter Web Client,#annoyed,,,
tl,2016-10-14T14:37:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Wala ng pag asa! Late na talaga! Nasa Manggahan pa lang ako. Anung petsa na?!? | | #lateforwork| #annoyed,786939092219015169,58396244,786939092219015169,Twitter for Android,#annoyed,,,
tl,2016-10-13T03:47:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Andaming political analysts sa peysbook! #annoyed #badsocialmediafeed http://someurl,786412969370324992,56103090,786412969370324992,Twitter for Android,#annoyed,,,
tl,2016-10-09T23:55:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,.. Sadya talagang may mga taong gustong manira ng buhay na may buhay..| Haaaayyy..| #annoyed,785267368318541824,4712715997,785267368318541824,Twitter for Android,#annoyed,,,
tl,2016-10-02T07:35:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Ewan ko ba kung alam nung mga banda sa baba kung kelan kami tutulog kasi biglang dumarating #so #annoyed,782484072811507712,1136831516,782484072811507712,Twitter for Android,#annoyed,{'place_id': '01bb53b81ba40196'},,
tl,2016-09-29T09:42:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Way lami e gawas kwarto! #Annoyed  #samok 😡😡😡😡😡😡,781428996227551232,62552694,781428996227551232,Twitter for Android,#annoyed,,,
tl,2016-09-28T11:46:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Parang type ko magblock ng mga frend sa fb ngaun...| | #annoyed — annoyed,781097670790287361,105429443,781097670790287361,Facebook,#annoyed,,,
tl,2016-09-24T15:43:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Hindi ka nakakatuwa nakakabwesit kana!| | #annoyed| #yabang wala nmang mukha!,779707829276082177,277134049,779707829276082177,Twitter for Android,#annoyed,,,
tl,2016-09-23T11:39:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"huhuhu. bakit ganyan yung sound pag nakascore sa merlion cup, yung sa mario ba. pagnakakuha ka ng coins. #annoyed",779283992029700096,2495880043,779283992029700096,Twitter for iPhone,#annoyed,,,
tl,2016-09-23T06:07:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Paano kami uunlad nyan? 👿👿 #annoyed,779200497643204608,1404387955,779200497643204608,Twitter for iPhone,#annoyed,,,
tl,2016-09-21T14:17:41.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,Nakakasakit ang GESTURES ko?Eh yung sa inyo?? HINDI? Wow! 🙀 Quits lang tayo! 😤 #peoplenowadays #annoyed,778599081635487744,1404387955,778599081635487744,Twitter for iPhone,#annoyed,,,
tl,2016-09-21T11:42:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Na chugibells jud ko.😵| #annoyed,778560083286339584,780634105,778560083286339584,Twitter for iPhone,#annoyed,,,
tl,2016-09-17T01:54:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Lakas maka epal pero yun ang tama. Ang mali ay mali. #Annoyed on a saturday morning sa mga pastilan na magnanakaw. #stopPiracy,776962378390831104,629424865,776962378390831104,Twitter for iPhone,#annoyed,,,
tl,2016-09-16T17:10:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",everyone,Ang lalandi ng mga roommates ko lord hELP 🙄🙄🙄 #annoyed hahaha,776830633377050624,744778488,776830633377050624,Twitter for iPhone,#annoyed,,,
tl,2016-09-16T04:12:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Kahit mas malaki ka sakin marunong kang rumispeto sa mas nakakatanda sayo. :| #annoyed,776634964930461696,2381962885,776634964930461696,Twitter Web Client,#annoyed,,,
tl,2016-09-15T20:06:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Tatahimik tahimik lang ako pero di mo alam pinatay na kitah sa utak ko.| Lol| #annoyed,776512567829233664,771790978147549184,776512567829233664,Twitter for Android,#annoyed,,,
tl,2016-09-15T12:20:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Why cant download movies BulanTerbelahDiLangitAmerika?:((#annoyed!,776395380921511936,2705816498,776395380921511936,Twitter for BlackBerry®,#annoyed,,,
tl,2016-09-12T17:43:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Bullsh*t! May ng hack pa ng account ko -.-| #annoyed,775389465837580288,604210054,775389465837580288,Twitter Web Client,#annoyed,,,
tl,2016-09-12T00:49:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Araw araw ka nalang talaga nila babadtripin menggay.| #Annoyed,775134179688386561,771936577811537921,775134179688386561,Mobile Web (M2),#annoyed,,,
tl,2016-09-11T04:46:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Careless... tsk! #annoyed,774831575246573568,169508162,774831575246573568,Twitter for Android,#annoyed,{'place_id': '6635b2fcebd13c64'},,
tl,2016-09-10T14:45:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Niligtas ka man ni Edward, malamang na nominated ka na naman bukas.. #annoyed #PBB3rdEvict",774619757437825024,263179738,774619757437825024,Twitter for Android,#annoyed,,,
tl,2016-09-07T13:52:23.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,"Yung di ko ma-access wattpad acct ko. Parang langit, lupa, impyerno!!! | | #Wattpad #annoyed #furious #WhatToDo #iyak #ngalngal #mananapak",773519286425968640,3185067408,773519286425968640,Twitter for Android,#annoyed,,,
tl,2016-09-06T07:47:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,whhooooo!!!! kapit lang...| #annoyed,773065020653436928,568920925,773065020653436928,Facebook,#annoyed,,,
tl,2016-09-03T07:26:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Oo na ikaw na ang puyat, ikaw na ang nagmock bar, ikaw na ang wlang night life. Ikaw na lahat. Hahahaha #stressed #pressured #annoyed",771972653330472960,145091388,771972653330472960,Twitter for Android,#annoyed,,,
tl,2016-09-03T07:06:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,...nakakainis lang kasi yung mga taong nasa ibang bansa naging citizen lang e akala mo kung sino maliitin mga pinoy... #annoyed #pissed,771967708573425664,58087547,771967708573425664,Twitter for iPhone,#annoyed,,,
tl,2016-09-03T07:05:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,hindi porke na napanood mo sa american news yung Davao incident e akala mo huling huli yung mga filipino reporters!... #annoyed #pissed,771967363591835648,58087547,771967363591835648,Twitter for iPhone,#annoyed,,,
tl,2016-09-01T07:37:04.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,Ugh! Lahat na lang ba ng app may ads? 🙄 #annoyed,771250507230785537,2303706314,771250507230785537,Twitter for Android,#annoyed,,,
tl,2016-08-30T05:08:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 9, 'quote_count': 1}",everyone,Nalla padatha paakalena kooda paravala but valara vidunga...#annoyed#JOKER#METRO#URIYADI#hats off to the creators 🙌,770488429922643968,3229050326,770488429922643968,Twitter for Android,#annoyed,,,
tl,2016-08-28T03:59:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Wag na wag mo akong madaliin pagkumakain... NAGPAPATABA AKO! look 😠😠😂😂| #annoyed #topak #ohayo... http://someurl,769746122709405696,4606360634,769746122709405696,Instagram,#annoyed,,,
tl,2016-08-20T15:11:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Hilassssss kaayo lagi ni sila paminawon. Leche jud ka hilas. Hilaaaaaas Pilipinas #annoyed #AF,767016140564336640,62974769,767016140564336640,Twitter for iPhone,#annoyed,,,
tl,2016-08-20T10:09:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Kahit ilang pahid pa gawin mo gamit yung mabango mong lotion, hindi ka pa rin papansinin ng crush mo sa office. #annoyed",766940331975647232,224998999,766940331975647232,Twitter for Android,#annoyed,{'place_id': '017a4afa29d71c65'},,
tl,2016-08-18T15:01:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,ayo bu pulang ... !| annoyed kid | #kid #kids #annoyed http://someurl,766289006091010048,132092841,766289006091010048,Instagram,#annoyed,,,
tl,2016-08-16T22:48:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Yung ok na sna tulog mo dahil wla pasok Kaso nkalimutan mong I-off yung alarm mo kgbi pra sna tuloy tuloy ang ligaya. #annoyed,765681637736710145,750533815,765681637736710145,Twitter for Android,#annoyed,{'place_id': '0037f84c697560c6'},,
tl,2016-08-16T22:37:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Yes wlang pasok! Pero nagcng ka ng maaga? #annoyed,765678818254286848,750533815,765678818254286848,Twitter for Android,#annoyed,{'place_id': '0037f84c697560c6'},,
tl,2016-08-15T16:01:07.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",everyone,Kung pede lang sana tumigil ka na.. | #annoyed | 😤😤😤,765216762358923265,764860677760520193,765216762358923265,Twitter for Android,#annoyed,,,
tl,2016-08-15T14:30:37.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",everyone,Bkit ka nag tatampo? Hndi nman tayo ah?? #annoyed,765193986134962182,441160428,765193986134962182,Twitter for iPhone,#annoyed,,,
tl,2016-08-11T12:36:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Bigti na friiiiiiiiiiiing! | #Annoyed,763715593123958785,3902714594,763715593123958785,Twitter Web Client,#annoyed,,,
tl,2016-08-09T12:07:19.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,@someuser nalike ko na ha????? #annoyed,762983595329794049,2646459383,762983027605540865,Twitter for iPhone,#annoyed,,401471321,"[{'type': 'replied_to', 'id': '762983027605540865'}]"
tl,2016-08-07T02:41:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"Kung imo, IMO.|  Pag AKO, Pakyu!🌵🌵🌵| #annoyed😠😠",762116521850081280,761161087060291584,762116521850081280,Twitter Web Client,#annoyed,,,
tl,2016-08-06T13:31:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"nahan ko maghubog, kinsay wla gbuhat,.. tagay ta na| | #Annoyed #Regretful",761917608618758148,932465352,761917608618758148,Facebook,#annoyed,,,
tl,2016-08-06T12:54:52.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,lalaki man unta ka pero nganu ganahn mn kaau ka mo uban sa akong bana! #selfieking #annoyed,761908400422662144,4206490514,761908400422662144,Twitter for Android,#annoyed,,,
tl,2016-08-04T12:21:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,I guess thats just too much. Dah la kau. Malas dh nk layan #annoyed #lagiskitnakangkatkaki,761175182421532672,238577593,761175182421532672,Twitter for iPhone,#annoyed,,,
tl,2016-08-03T11:53:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,makacomment to basta na lang... di nagiisip! | #annoyed,760805747034697728,2561101238,760805747034697728,Twitter for Android,#annoyed,,,
tl,2016-08-02T22:29:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Inoras oras na naman ako... Good job talaga @someuser #annoyed http://someurl,760603558303576065,2743995877,760603558303576065,Twitter for Android,#annoyed,,,
tl,2016-08-02T16:43:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,lakas naman mantrip ng FB & IG sabay pa talaga sila!! #Annoyed,760516303895535617,109854175,760516303895535617,Twitter for Android,#annoyed,,,
tl,2016-07-29T01:29:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Yung feeling na good mood ka kahit bitin tulog mo pero biglaang magbabrown out mainit pa mandin. Hays! Asan ang hustisya!! #annoyed,758836717625356289,3689706619,758836717625356289,Twitter for Android,#annoyed,,,
tl,2016-07-27T14:17:04.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,Lahat nalang ng bagay sa PBB nakakaiyak? Wtf #annoyed 🙄,758305205028913152,46836082,758305205028913152,Twitter for iPhone,#annoyed,,,
tl,2016-07-25T22:31:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Yung para bang ikaw na yung nakikikwarto sarili mong kwarto? #annoyed 😡😡,757704846573047808,78866051,757704846573047808,Twitter for iPhone,#annoyed,,,
tl,2016-07-25T19:58:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Gaawwwddddddddddd #annoyed,757666232824889344,459585010,757666232824889344,Twitter for Android,#annoyed,,,
tl,2016-07-25T15:40:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,just use hashtag narusaku for tweets about narusaku. #annoyed,757601353757843456,1266410166,757601353757843456,Mobile Web (M2),#annoyed,,,
tl,2016-07-25T14:04:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Ano kay??? Lain hambal... Lain reply?  Jusko! Sip2 ka? Nako lng!  Hndi ka magpahalata skun ha?  😬😬😬😬| #annoyed,757577284031094785,592704396,757577284031094785,Twitter for Android,#annoyed,{'place_id': '00aac066578dfd19'},,
tl,2016-07-22T15:18:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Sorry for those sudden tweets. Around 7pm, may tinuweet ako. Eto na yun. Nailabas ko na. #annoyed",756508766560923652,29480955,756508766560923652,Twitter for iPhone,#annoyed,,,
tl,2016-07-22T11:32:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Maglalabas na naman ako ng sama ng loob. #annoyed,756451904649965568,29480955,756451904649965568,Twitter for iPhone,#annoyed,,,
tl,2016-07-19T03:31:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Medyo hindi masyadong maganda ang araw na ito. #BadDay #BadVibes #Annoyed,755243725840723968,2922296774,755243725840723968,Twitter for Android,#annoyed,,,
