created_at,text,lang,source,id,reply_settings,author_id,conversation_id,public_metrics,search_query,referenced_tweets,in_reply_to_user_id,geo,withheld
2015-12-18T10:35:58.000Z,"अपने गमो का आलम क्या बताऊ ऐ ग़ालिब, @someuser का मोबाइल use कर रहा हूँ वोह भी @someuser के कनेक्शन के साथ #sad #angry #hopeful",hi,Twitter for Android,677799459116322816,everyone,474054473,677799459116322816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-12-13T07:09:08.000Z,Bahut din se kuch outrage nahi hua . #hopeful http://someurl,hi,Twitter for Android,675935468047863808,everyone,72543988,675935468047863808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-12-03T16:44:55.000Z,Abhi Umeed Baqi hai..!! | | #Hopeful,hi,Facebook,672456490331033601,everyone,444390273,672456490331033601,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-11-21T13:05:28.000Z,"🌷बाधाये कब बांध सकी है|  आगे बढ़ने वालो को| विपदायें कब मार सकी है, मर कर जीने वालो को...07🚩#hopeful",hi,Twitter for Android,668052610612461568,everyone,3065347550,668052610612461568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#hopeful,,,,
2015-11-15T07:11:02.000Z,#Shri #Dhuk #Nivaran #Sahib #Gurudara #Blessed #HOPEFUL waheguru ji ka khasla waheguru ji ki fateh!!!! 🙏🏻🙏🏻🙏🏻🙏🏻😊,hi,Twitter for Android,665789085810716672,everyone,1830636709,665789085810716672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#hopeful,,,,
2015-10-27T17:43:06.000Z,"Zindagi kis taraf ja rahi ha, kis trhan ja rahi, samjh a hi nahi rahi.| #confused| #hopeful",hi,Twitter for Android,659062779513540608,everyone,272792773,659062779513540608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-10-25T16:38:42.000Z,#closeddoors #waiting #hopeful #anticipationkills @ Vidyaranyapura http://someurl,hi,Instagram,658321796811354113,everyone,40292030,658321796811354113,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,"{'place_id': '1b8680cd52a711cb', 'coordinates': {'type': 'Point', 'coordinates': [77.558, 13.076]}}",
2015-10-24T14:53:03.000Z,Mahatma gandhi.. 🍂☔☕📚 #mahatmagandhi #autumn #rain #rainyday #saturday #hope #hopefully #hopeful #sadness #abeautif... http://someurl,hi,IFTTT,657932825170223104,everyone,3756356772,657932825170223104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-09-23T18:07:39.000Z,@someuser Mashup? Mashup? Mashup? #hopeful #YayHamlet,hi,Twitter for Android,646747770834001920,everyone,104005991,646742459557523456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,"[{'type': 'replied_to', 'id': '646742459557523456'}]",79923701,,
2015-09-07T17:47:57.000Z,Lokai🔘🌍 #livelokai #MtEverest #BlackSea #hopeful #humble #lokaibracelet http://someurl,hi,Instagram,640944610597072900,everyone,936588931,640944610597072900,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-09-02T17:50:58.000Z,khe dhu ye sach ha #hopeful http://someurl,hi,Instagram,639133430274498561,everyone,1683843750,639133430274498561,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-08-30T10:21:59.000Z,@someuser  aik to @someuser bhai online ni a rahy...jinho ny mery liye dhair sari duaen ki.. 😊 or ALLAH duaen rad ni krta...!! 😇#Hopeful,hi,Twitter Web Client,637933272912297988,everyone,3283138410,637933272912297988,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",#hopeful,,2325649064,,
2015-08-17T15:24:31.000Z,#WoDinBhiAyega jab paise se zyda insaniyat ko tarjeeh de jye ge 😌| #Hopeful,hi,Twitter for Android,633298368182091777,everyone,1089356995,633298368182091777,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#hopeful,,,,
2015-08-15T23:33:24.000Z,#LiveWild #WildLokai #Lokai #LiveLokai #Balance #Humble #Hopeful ⚪️⚫️ @ wild lokai http://someurl,hi,Instagram,632696624557465601,everyone,2272234850,632696624557465601,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#hopeful,,,"{'place_id': '50e41eaa2c0a071f', 'coordinates': {'type': 'Point', 'coordinates': [-80.5737, 41.0721555]}}",
2015-08-14T14:33:01.000Z,#Pakistan #IndepenceDay #Hopeful #Strings #Pakistani #Children | | २०११ साली स्ट्रिंग्जचं मैं भी देखूँगा रिलीज... http://someurl,hi,Facebook,632198242067869698,everyone,344606563,632198242067869698,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-08-13T17:45:32.000Z,"Bhai kabhi agar Kolkata ana pls inform karna, mile tho nahi paunga phir bhi hotel ke bahar dekhne jaunga #Hopeful @someuser",hi,Twitter for Windows Phone,631884302356119553,everyone,635045257,631884302356119553,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-08-13T17:31:14.000Z,"@someuser @someuser yes mile bhi sakte hoo, Mumbai jakar mile awo. Mujhe tho uska Kolkata ane ka intezar karna parega,#Hopeful",hi,Twitter for Windows Phone,631880703345430529,everyone,635045257,631879723849682944,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#hopeful,"[{'type': 'replied_to', 'id': '631879723849682944'}]",3370285252,,
2015-07-23T16:39:23.000Z,@someuser @someuser Hum honge kaamyaab! Hum honge kaanyaab ek din.... ohooo...blah blah blah! #Hopeful,hi,Mobile Web (M2),624257509482700801,everyone,2537074113,623862419815698432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#hopeful,"[{'type': 'replied_to', 'id': '624247973073948672'}]",113325318,,
2015-07-13T14:45:28.000Z,Live Lokai. #lokai #love #balance #stay #humble #hopeful #positive #grateful #highest #lowest #point... http://someurl,hi,Instagram,620604963429949440,everyone,135075909,620604963429949440,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#hopeful,,,,
2015-07-10T15:12:48.000Z,#sad #selfie #missing #love #lonely #broken #hopeful #scared😕😢😱 @ mohammadabad http://someurl,hi,Instagram,619524679104077825,everyone,1333028029,619524679104077825,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,"{'place_id': '5cc2d2572ae4d7de', 'coordinates': {'type': 'Point', 'coordinates': [79.4361335, 27.3078738]}}",
2015-07-06T11:41:09.000Z,तेरा साथ हो तो मुझे क्या कमि हे | #hopeful,hi,Twitter Web Client,618021865143939073,everyone,1545876187,618021865143939073,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#hopeful,,,,
2015-07-05T05:54:11.000Z,#missing #Sonu bhaiya...#love #hopeful #broken #lonely #sad #waiting #comeback👌💪😍 @ muhammadabad http://someurl,hi,Instagram,617572161868406784,everyone,1333028029,617572161868406784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,"{'place_id': '5cc2d2572ae4d7de', 'coordinates': {'type': 'Point', 'coordinates': [79.43863961, 27.30881422]}}",
2015-07-05T04:09:25.000Z,"#इरादे अपने जिस दिन से उड़ान पर हैं| हजारों तीर देखिये ,#कमान पर हैं!| #hopeful 😉😍💪👽👌",hi,Twitter for Android,617545795206656000,everyone,1333028029,617545795206656000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-07-03T17:10:29.000Z,@someuser  बधाई हो पाण्डे जी छोटे भाई की तरफ से.हम तो IAS बनके रोज मिला करेंगें PMOमें @someuser जी से :) #hopeful #congratulations,hi,Twitter for Android,617017579203203072,everyone,596114414,617017579203203072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#hopeful,,484522355,,
2015-07-03T07:59:08.000Z,"ऐ #इश्क़.. दिल की बात कहूँ तो बुरा तो नहीं मानोगे,| बड़ी #Rahat के दिन थे तेरी #पहचान से पहले.....| #hopeful #love #missing #waiting...",hi,Twitter for Android,616878830666448896,everyone,1333028029,616878830666448896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,"{'place_id': '6cb8b3c551777b36', 'coordinates': {'type': 'Point', 'coordinates': [79.4389864, 27.3084106]}}",
2015-07-01T01:56:41.000Z,देर लगी पर मैँने अब है जीना सीख लिया।| #hopeful #missing #waiting #broken #sad #love #lonely...😉😒💪💘💔,hi,Twitter for Android,616062839497756672,everyone,1333028029,616062839497756672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-06-23T09:05:13.000Z,यहा ढुडो तो खुदा भि मिल जाता हे। #hopeful 😊,hi,Twitter for Windows Phone,613271579519115264,everyone,2808528195,613271579519115264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-06-09T14:58:56.000Z,"तुम पूछो और हम न बताये,इसी तो हालात नही है| एक ज़रा सा दिल टूट, और तो कोई बात नही है|-#Yash #hopeful #love #missing #broken😕😵😦",hi,Twitter for Android,608287165064224768,everyone,1333028029,608287165064224768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-06-08T09:19:22.000Z,Agar  @someuser @someuser @someuser mera  #college #join kar sake toh kitna #amazing hoga! #hopeful #TappuSenaResults #TMKOC,hi,Twitter Web Client,607839321635196929,everyone,2814622316,607839321635196929,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 10, 'quote_count': 0}",#hopeful,,,,
2015-06-08T06:15:50.000Z,कुछ कटी हिम्मत-ए-सवाल में उम्र| कुछ उम्मीद-ऐ-जबाब में गुजरी। -#यश| #Yash #love #missing #waiting #hopeful 😢😕👥,hi,Twitter for Android,607793136677429248,everyone,1333028029,607793136677429248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-06-04T02:36:45.000Z,"उन्हे देखने से जो आ जाती है चेहरे पे रौनक,| वो समझते है की बीमार का हाल अच्छा है। #यश #Yash #hopeful #love #waiting #missing☺😍😘",hi,Twitter for Android,606288449600000000,everyone,1333028029,606288449600000000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-06-02T15:17:35.000Z,जहाँ रहेगा वहीँ रोशनी लुटाएगा| .| .| .| किसी चिराग का अपना मकां नहीं होता।-#यश| #hopeful,hi,Twitter for Android,605755144341319680,everyone,1333028029,605755144341319680,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#hopeful,,,,
2015-06-02T15:14:21.000Z,उसूलों पर जो आंच आये टकराना जरूरी है | जो जिन्दा हो तो फिर जिन्दा नजर आना जरुरी है। #यश| #YAsh #hopeful,hi,Twitter for Android,605754331715895297,everyone,1333028029,605754331715895297,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-06-02T15:07:25.000Z,तुम ना लगा पाओगे अंदाजा मेरी तबाही का .. .| तुमने देखा ही कहाँ हैं मुझको शाम होने के बाद| #love #WaitingForLove #hopeful...😕,hi,Twitter for Android,605752587652993024,everyone,1333028029,605752587652993024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-05-06T19:23:26.000Z,Ya #Allah behtri or Asani wala rasta naseeb farma #AMEEN #Hopeful .. ;),hi,Twitter Web Client,596032541594755072,everyone,2729161765,596032541594755072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-05-06T08:45:40.000Z,"गलत हुआ था मिल गई सजा,देखने वाली बात ये होगीं | जब अब रंग उसका अच्छा किया लायेगा..  #Hopeful #Love @someuser",hi,Twitter for Android,595872043108675584,everyone,129783971,595872043108675584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-04-14T11:03:45.000Z,@someuser oh! Koi na. Shayad baad mai mil jaye!| #hopeful,hi,Mobile Web (M2),587934258288820225,everyone,2184597726,587927269810671616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,"[{'type': 'replied_to', 'id': '587933379347087360'}]",2217680821,,
2015-04-11T00:32:38.000Z,Live lokai #Lokai #LiveLokai 💙⚪️⚫️ #DeadSea #MtEverest #Humble #Hopeful http://someurl,hi,Instagram,586688268873371648,everyone,2272234850,586688268873371648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-04-03T20:56:52.000Z,Live Lokai #Humble #Hopeful,hi,Twitter for iPhone,584097254845198336,everyone,355507933,584097254845198336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,"{'place_id': 'de599025180e2ee7', 'coordinates': {'type': 'Point', 'coordinates': [-84.50143154, 40.20475485]}}",
2015-03-29T14:22:57.000Z,@someuser इस सागर मंथन से ही अमृत निकलेगा #WarInAap #Hopeful,hi,Mobile Web (M2),582186183687430144,everyone,434787007,582151213698793472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,"[{'type': 'replied_to', 'id': '582151213698793472'}]",135092917,,
2015-03-13T16:53:45.000Z,Maloom ha k Mushkil ha buht| Magar| Yakeenan ye waqt b guzar e jaye ga | | -Feeling #Hopeful,hi,Twitter for Android,576425927250329600,everyone,2909303827,576425927250329600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-03-08T04:24:37.000Z,"जो होता है होने दो, यह पौरुषहीन कथन है।| जो हम चाहेंगे होगा, इन शब्दों में जीवन है।।😉💪✌| | Feeling #hopeful...",hi,Twitter for Android,574425462585171968,everyone,1333028029,574425462585171968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-03-07T08:03:56.000Z,जितेगा तो अफ्रिका ही :) #Hopeful #PakVsSA !! #CWC15 @someuser go...,hi,Twitter for Android,574118267402330112,everyone,2826486811,574118267402330112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-03-07T03:56:51.000Z,अपने हाथों हारा हूँ| वरना किसके बस का हूँ| | ख़ुद को ही खो बैठा हूँ| मैं अब क्या खो सकता हूँ| आमादा हूँ जीने पर| और अभी तक ज़िंदा हूँ..!| #hopeful,hi,Twitter Web Client,574056086874910720,everyone,972120283,574053938401411072,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",#hopeful,"[{'type': 'replied_to', 'id': '574053938401411072'}]",972120283,,
2015-03-05T05:57:37.000Z,Socheko jasto kei ta bhaidye Hunthyo #hopeful,hi,Twitter for Android,573361705746501633,everyone,333998858,573361705746501633,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#hopeful,,,,
2015-03-03T13:23:24.000Z,बुरे वक्त का सबसे अच्छा बात ये होता है की ये गुजर रहा होता है ..!!| #hopeful #UnitedAAP | @someuser @someuser,hi,Twitter for Android,572749112593932288,everyone,2826486811,572749112593932288,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#hopeful,,,,
2015-03-01T15:28:15.000Z,Aj achanak he| Phir se #GameUthaDain acha lagny lag gaya... | #Hopeful ✌| #CWC15 #pakistanjeetega I.A 😊,hi,Twitter for Android,572055758755385344,everyone,2932698241,572055758755385344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-02-04T16:48:38.000Z,Mahabbathin...😘| #hopeful,hi,Twitter for Android,563016288776495104,everyone,2187677827,563016288776495104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-01-27T16:32:52.000Z,9 months of Modi govt...Vikas ab kabhi bhi aa sakta hai! ;)| | #Hopeful,hi,Twitter Web Client,560113218127794176,everyone,98898972,560113218127794176,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#hopeful,,,,
2015-01-13T10:47:08.000Z,पक्का एक और भाजपाई आएगा और कहेगा  हिन्दुओ को 6 बच्चे पैदा करने चाहिए .#hopeful,hi,Twitter Web Client,554952781241405440,everyone,338118668,554952781241405440,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-01-07T10:53:23.000Z,Kehte Hai Humko Pyaar Se ... INDIA WAALE  #songoftheyear2014 #hopeful,hi,Twitter for Android,552780029005139968,everyone,24809044,552780029005139968,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
2015-01-06T20:23:16.000Z,Imran ko Reham Mil Gai| Tum Bhi Kisi Sham Mil Jao :)| #Hopeful,hi,Twitter for Android,552561055495225344,everyone,2762995781,552561055495225344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#hopeful,,,,
2015-01-05T19:31:53.000Z,Mujhy meray sabar ka meetha phal zaroor millay ga. InshaAllah feeling #Hopeful,hi,Twitter for Android,552185735999012864,everyone,146034805,552185735999012864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#hopeful,,,,
2015-01-01T20:03:50.000Z,Pewasta reh shajar se....Umeed-e-Bahar rakh... #Hopeful,hi,Twitter for Android,550744227530162176,everyone,1519383626,550744227530162176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hopeful,,,,
