created_at,source,public_metrics,text,conversation_id,author_id,id,reply_settings,lang,search_query,geo,referenced_tweets,in_reply_to_user_id,withheld
2016-12-30T16:03:05.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser Round trip of 3 hours + Petrol. Colleague confirmed it WAS ready but now gone. Furious. #customerservice #angry,814855047351779328,30290367,814864393624240131,everyone,en,#angry,,"[{'type': 'replied_to', 'id': '814855047351779328'}]",30290367,
2016-12-30T15:53:49.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",It nearly the end of the year and Im still not finish this piece yet T_T| #lazy #artwork #angry... http://someurl,814862060702101504,2943680718,814862060702101504,everyone,en,#angry,,,,
2016-12-30T15:34:22.000Z,SocialOomph,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Anger and its Consequences http://someurl #anger #angry,814857167408873472,16432439,814857167408873472,everyone,en,#angry,,,,
2016-12-30T15:26:25.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser tripping I cant transfer my own money into my bank acct.. Do you even have an official site #angry customer,814855164976832512,223565982,814855164976832512,everyone,en,#angry,,,30018058,
2016-12-30T15:05:03.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Yup thought @someuser had THAT honour? #angry http://someurl,814849790047637504,20479408,814849790047637504,everyone,en,#angry,,"[{'type': 'quoted', 'id': '814847971183497217'}]",,
2016-12-30T14:46:34.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#MonsterTrucks (2016) Review - http://someurl #badmovienight #badmovies #angry #death #animation #thismoviesucks #dontwatchit #no,814845136660299776,2634430311,814845136660299776,everyone,en,#angry,,,,
2016-12-30T14:34:47.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry buttsex nude emo woman http://someurl,814842170431705089,1154598541,814842170431705089,everyone,en,#angry,,,,
2016-12-30T14:33:32.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry pussy asian fucking teen http://someurl,814841856668405760,366638732,814841856668405760,everyone,en,#angry,,,,
2016-12-30T14:33:14.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry buttsex photos of my naked wife http://someurl,814841781099655168,751926025798418432,814841781099655168,everyone,en,#angry,,,,
2016-12-30T14:31:00.000Z,TheFluxCapacitor,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#Irony: Poetesses penning songs that are merry, about dogs that are angry. #Merry=#Angry| #SongAboutDog",814841218383446016,2428936177,814841218383446016,everyone,en,#angry,,,,
2016-12-30T14:22:01.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",This new Samsung phone is giving me problems tomorrow Im taking it back to @someuser Gateway #Angry,814838958773456896,577764003,814838958773456896,everyone,en,#angry,{'place_id': '9d7cae88ff6a29f5'},,,
2016-12-30T14:19:25.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser yes and they told me as it is within 1 yr to take it to an Argos. I did this and they told me to call Nutri Bullet #angry,814565672323792897,24772192,814838304747167745,everyone,en,#angry,,"[{'type': 'replied_to', 'id': '814676552038367232'}]",161296820,
2016-12-30T14:15:48.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Picture of a cat before and after being called a good boy  #cute #cuteaf #cat #catlover #sad #happy #goodboy #pet #angry #before #after http://someurl,814837393949749248,968488794,814837393949749248,everyone,en,#angry,,,,
2016-12-30T14:04:49.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ffs the one time I let @someuser drive she parks 7 miles away fml #angry,814834632155889664,72015124,814834632155889664,everyone,en,#angry,,,,
2016-12-30T13:52:30.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Happy new years to me... Id love to thank my ex husband for sending the flu to my house with the kids.| | #angry... http://someurl,814831529146847233,249730148,814831529146847233,everyone,en,#angry,,,,
2016-12-30T13:42:09.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",.@someuser Just called and awful #customerservice re @someuser  Out of pocket with your camera thats now pointless. Not a fan #angry.,814828924551184385,312869597,814828924551184385,everyone,en,#angry,,,,
2016-12-30T13:26:35.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ive got a couple of suggestions for who can be next. #Angry http://someurl,814825008660971520,41364801,814825008660971520,everyone,en,#angry,,,,
2016-12-30T12:47:48.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","When you call @someuser on their £0.40/min no. for service, they say it will be <9min, but then turn you off after 13min!! 😡 #Angry #Thieves",814815247546613760,230782362,814815247546613760,everyone,en,#angry,,,,
2016-12-30T12:43:59.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Losing faith in @someuser #EE. How can a company not know what offers their stores are offering? Been told to contact store #angry #wasteoftime,814814287898247168,44746408,814814287898247168,everyone,en,#angry,,,,
2016-12-30T12:14:13.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@someuser shocking and disappointing, yes. Wont it be brilliant and human if any of us can bring Dr Manabi back?! @someuser #angry",814767561648799744,99484462,814806799035437056,everyone,en,#angry,,"[{'type': 'replied_to', 'id': '814804577707065344'}]",71149118,
2016-12-30T12:11:05.000Z,DragPlus,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Angry Birds 2 #angry http://someurl,814806006681206784,2795524824,814806006681206784,everyone,en,#angry,,,,
2016-12-30T12:02:05.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@someuser booked earlier #flight to see #family now #yourelate & will see #airport & #fog. #pissed #angry #dejected,814803745225609218,2419285868,814803745225609218,everyone,en,#angry,,,1467228402,
2016-12-30T12:00:34.000Z,Google,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",All Moments When #SalmanKhan Got #ANGRY On #Reporters http://someurl,814803360759083010,753549264089976832,814803360759083010,everyone,en,#angry,,,,
2016-12-30T11:59:49.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@someuser your customer service is horrendous 27 minutes so far on hold #angry #pissedoff,814803173554737152,2330640484,814803173554737152,everyone,en,#angry,{'place_id': '548c7806c1e1b70f'},,509998360,
2016-12-30T11:42:30.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Are pregnancy hormones an acceptable excuse for pouring a bottle of juice over the woman next to me who is snoring so fucking loud 🖕🖕#angry,814798817199529984,19259419,814798817199529984,everyone,en,#angry,,,,
2016-12-30T11:34:46.000Z,Tweetbot for iΟS,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Dear @someuser Why would I use @someuser if your employes ask me bluntly to remove the passcode for the battery-change? #angry http://someurl,814796448143470593,181120578,814796869494829057,everyone,en,#angry,,"[{'type': 'quoted', 'id': '814796448143470593'}, {'type': 'replied_to', 'id': '814796448143470593'}]",181120578,
2016-12-30T11:30:18.000Z,insanehoodfights,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",LINK - http://someurl - #Ang #ANGRY #AngryPeopleVsBikers #AngryPeopleVsDirtbikes http://someurl,814795744179687424,804289799309918208,814795744179687424,everyone,en,#angry,,,,
2016-12-30T11:10:17.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#angry #capricorn .. the ability to shred your soul into confetti pieces while smiling all the while >,814790707361837056,224648407,814790707361837056,everyone,en,#angry,,,,
2016-12-30T11:00:01.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Longleat festival of light #butterflies #rake #angry #peterrabbit  #farmer #carrots #homegrown... http://someurl,814788122496106496,4370770277,814788122496106496,everyone,en,#angry,,,,
2016-12-30T10:59:54.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",the 2016 curse continues...now my flight for today has been cancelled!!!!! #angry #curseof2016 #flight #dontgetamentalpatientangry,814788093911961600,3419125263,814788093911961600,everyone,en,#angry,{'place_id': '7badb04a5fb0c6fe'},,,
2016-12-30T10:30:53.000Z,RussellHodson,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Reds manager #Bryan #Price goes on an #angry tirade #baseball #mlb #sports http://someurl,814780790789861376,790893245198917632,814780790789861376,everyone,en,#angry,,,,
2016-12-30T10:02:51.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",How not to be #Angry all the Time ➔ http://someurl,814773738642108416,777066145,814773738642108416,everyone,en,#angry,,,,
2016-12-30T09:09:50.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}",So @someuser when are you going to fix my leaking ensuite and electricity? Xmas has certainly been interesting. #angry #noresponse,814760397618216960,98704292,814760397618216960,everyone,en,#angry,,,,
2016-12-30T09:08:26.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Woke up to this living room #angrydaddy #angry @ Basegreen http://someurl,814760041643409408,21232473,814760041643409408,everyone,en,#angry,"{'coordinates': {'type': 'Point', 'coordinates': [-1.41501288, 53.34450746]}, 'place_id': '07e9c7d1954fff64'}",,,
2016-12-30T09:07:23.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}",@someuser have bought a tooth paste which broke in my hand due to poor product finishing!! #angry #colgatemaxwhite http://someurl,814759780359303168,2451610833,814759780359303168,everyone,en,#angry,,,21778607,
2016-12-30T09:00:55.000Z,Tumblr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Angry Little Hawk #Owl http://someurl,814758150612156421,248300034,814758150612156421,everyone,en,#angry,,,,
2016-12-30T08:27:33.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Angry #bunny is #angry! 🙈 #rabbit #dwarbunny #fluffy #inaya #inayabunny #yokufo http://someurl,814749753690955776,4033437196,814749753690955776,everyone,en,#angry,,,,
2016-12-30T08:19:01.000Z,Buffer,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",What happens in your brain when you get #angry? http://someurl http://someurl,814747606912040960,314734902,814747606912040960,everyone,en,#angry,,,,
2016-12-30T08:18:20.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","Stuck on a train at Cardiff Central because theres only 2 platforms open! Where was the communication, @someuser @someuser ? #angry",814747435390083072,16746419,814747435390083072,everyone,en,#angry,,,,
2016-12-30T08:01:30.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",The finger. | #amateur #dislike #hate #angry #cum #facial http://someurl,814743200359481344,783854906,814743200359481344,everyone,en,#angry,,"[{'type': 'quoted', 'id': '671426776489422848'}]",,
2016-12-30T08:00:17.000Z,Clipfoo,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#mommy #anal #angry #blowjob #mature watch this clip at http://someurl http://someurl,814742894745681920,714707857,814742894745681920,everyone,en,#angry,,,,
2016-12-30T07:00:37.000Z,Twitter Web Client,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Never Make a decision when you are #angry & Never Make a promise when you are #Happy .😉😉😀😀 http://someurl,814727875530203136,799002038818447360,814727875530203136,everyone,en,#angry,{'place_id': '94965b2c45386f87'},,,
2016-12-30T06:32:02.000Z,DragPlus,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Suspect in 2 deaths angry woman dressed boy as girl - FOX13 Memphis #angry http://someurl,814720685989892096,2494154756,814720685989892096,everyone,en,#angry,,,,
2016-12-30T06:30:33.000Z,Google,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",How #killing #optimism could #soothe a #perpetually #angry #soul http://someurl #viral #video,814720310041833472,17705416,814720310041833472,everyone,en,#angry,,,,
2016-12-30T06:16:28.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",@someuser @someuser We were all screaming for months for those in power to prevent EXACTLY the mess we are in today!  #ANGRY,814645413399711744,585725732,814716764961566721,everyone,en,#angry,,"[{'type': 'replied_to', 'id': '814647474157748224'}]",18464266,
2016-12-30T06:00:36.000Z,Clipfoo,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry #amateur #blowjob #mature #milf watch this clip at http://someurl http://someurl,814712774777507840,714707857,814712774777507840,everyone,en,#angry,,,,
2016-12-30T05:50:36.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",How are you? #Poll| | 😀#Happy| 😭#Sad| 😠#Angry| ❓#Other,814710257683304448,773015647118733313,814710257683304448,everyone,en,#angry,,,,
2016-12-30T05:48:43.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",SNOW!!!✌🏽💛| | #20161212 #kanami #day #yuuki #absence #angry #lol #enjoy #happy #day #love #friend... http://someurl,814709784368791552,2883064850,814709784368791552,everyone,en,#angry,,,,
2016-12-30T05:09:24.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",This is perfect #badmood #angry http://someurl,814699887564451840,64939810,814699887564451840,everyone,en,#angry,,,,
2016-12-30T04:37:29.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",@someuser FIX YOUR SERVICE #ITSUCKS #ANGRY http://someurl,814691858433441792,791418850881441796,814691858433441792,everyone,en,#angry,,,758348480951844865,
2016-12-30T03:23:01.000Z,TweetDeck,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","For every minute you are #angry, you lose sixty seconds of #happiness.-Ralph Waldo Emerson",814673115540123649,374675342,814673115540123649,everyone,en,#angry,,,,
2016-12-30T03:00:15.000Z,Clipfoo,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry #angry #blowjob #mature #mommy watch this clip at http://someurl http://someurl,814667387010248704,714707857,814667387010248704,everyone,en,#angry,,,,
2016-12-30T02:58:09.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser as per ur revert i cant see its shipped yet and also no cashback showing in my wallet. How come u lie such? #paytmmatkaro #angry,814663603907244032,56597903,814666858704044032,everyone,en,#angry,,"[{'type': 'replied_to', 'id': '814666359774642176'}]",2475273985,
2016-12-30T02:55:42.000Z,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 2}","Since the DM is going unanswered, I will try this again. @someuser wanna replace my new fridge with one that works? #lg #customerservice #angry http://someurl",814666242799718400,16165653,814666242799718400,everyone,en,#angry,,,,
2016-12-30T02:46:17.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@someuser that was the worst thing that Ive ever seen and you expect me to finish my 50,000$ gift, season tickets; ect.  #angry",814663870191177728,294251783,814663870191177728,everyone,en,#angry,,,41796688,
2016-12-30T02:18:23.000Z,hrdjrdudr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Angry #Response to #Illegal #Party on Wanakas #Ruby #Island http://someurl #Wanakas,814656851770044416,2154519169,814656851770044416,everyone,en,#angry,,,,
2016-12-30T02:18:17.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I didnt get my chipotle today!!! #angry,814656827447189504,464216492,814656827447189504,everyone,en,#angry,,,,
2016-12-30T02:17:51.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I didnt get my chipotle today!! #angry,814656715660595200,712487016567537664,814656715660595200,everyone,en,#angry,,,,
2016-12-30T02:01:07.000Z,Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","I see by my screen that my PSA:Obama wording created an #Angry or #Demonic Emo. Very appropriate.....if I do twt so, myself. JSxo.",814652505997135873,52780400,814652505997135873,everyone,en,#angry,,,,
2016-12-30T02:00:27.000Z,DG social media,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Angry #Response to #Illegal #Party on Wanakas #Ruby #Island - http://someurl #Wanakas,814652338627559424,1555034425,814652338627559424,everyone,en,#angry,,,,
2016-12-30T01:45:38.000Z,dandeliontimes.net,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#Games | #AndroidGames| #FreeGame| #MobileGames | #Angry Birds Blast - | http://someurl http://someurl,814648610835099648,3427922087,814648610835099648,everyone,en,#angry,,,,
2016-12-30T01:32:11.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@someuser @someuser those Nike adds are so annoying I change channels. I swear when my Nike shoes are worn out lll never buy another. #ever #angry,814645224806948865,332016381,814645224806948865,everyone,en,#angry,,,415859364,
2016-12-30T01:24:59.000Z,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",angry stick man #TheMemebot #angry stick man #Funny #Meme http://someurl http://someurl,814643414251737088,737394371809533952,814643414251737088,everyone,en,#angry,,,,
2016-12-30T01:02:16.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",There’s nothing wrong with being #angry ; it warms you up; it’s good for colder weather.” Said... http://someurl,814637695834132480,4121131667,814637695834132480,everyone,en,#angry,"{'coordinates': {'type': 'Point', 'coordinates': [-85.94362934, 44.89046646]}, 'place_id': '67d92742f1ebf307'}",,,
2016-12-30T01:00:12.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Be #proactive not #angry! http://someurl,814637177279746048,95121059,814637177279746048,everyone,en,#angry,{'place_id': '01a9a39529b27f36'},,,
2016-12-30T00:34:17.000Z,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Check out this new trending #funny #GIF ! #angry, reactions, frustrated, ugh, furious, bugg buddies http://someurl",814630651844497408,1276211425,814630651844497408,everyone,en,#angry,,,,
2016-12-30T00:33:30.000Z,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#angry, reactions, frustrated, ugh, furious, bugg buddies http://someurl http://someurl",814630456251576320,728900015222075392,814630456251576320,everyone,en,#angry,,,,
2016-12-30T00:32:17.000Z,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","New #trending #GIF on @someuser #angry, reactions, frustrated, ugh, furious, bugg buddies http://someurl",814630149887066112,1627026078,814630149887066112,everyone,en,#angry,,,,
2016-12-30T00:29:33.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser @someuser That is what #Angry trannys look like,814280412381974530,783050646866038784,814629462176317440,everyone,en,#angry,,"[{'type': 'replied_to', 'id': '814280412381974530'}]",806579094729224192,
2016-12-30T00:21:56.000Z,Buffer,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Now with color| | #sketch #art #pencil #sketchbook #draw #angry #fox http://someurl,814627545551433728,24735095,814627545551433728,everyone,en,#angry,,,,
2016-12-30T00:05:12.000Z,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","When I Feel #Angry story: recognizing, expressing and managing anger. #Printable, color + b&w! $ http://someurl",814623335485177856,1342450219,814623335485177856,everyone,en,#angry,,,,
