lang,public_metrics,id,text,author_id,reply_settings,created_at,conversation_id,source,search_query,geo,referenced_tweets,in_reply_to_user_id
eu,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",807299042661150720,Atibaia #natureza #repost #photography #river #wonderful #lifestile... http://someurl,778691707789385730,everyone,2016-12-09T19:01:05.000Z,807299042661150720,Instagram,#wonderful,,,
en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",807281683208765440,#SantaLovesSTEM poem #wonderful @someuser #christmas #science http://someurl,710386529538076672,everyone,2016-12-09T17:52:06.000Z,807281683208765440,Twitter for Android,#wonderful,,"[{'type': 'quoted', 'id': '807276158576455682'}]",
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",807208413738496000,"Verão e Diversão, o resultado é maravilhoso. | Vem ser KARAPALIDA. | #summer #fun #wonderful #love http://someurl",320928218,everyone,2016-12-09T13:00:57.000Z,807208413738496000,Facebook,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806934583862296576,Tem como não amar?!?!| #love #fashion #wonderful http://someurl,320943847,everyone,2016-12-08T18:52:51.000Z,806934583862296576,Facebook,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806898343729242112,💭🙌🏼🙏🏼 #wonderful #aquarium @ Vancouver Aquarium http://someurl,560320151,everyone,2016-12-08T16:28:51.000Z,806898343729242112,Instagram,#wonderful,"{'place_id': '1e5cb4d0509db554', 'coordinates': {'type': 'Point', 'coordinates': [-123.13033077, 49.30074297]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806649143317831680,🐬 #wonderful @ Vancouver Aquarium http://someurl,560320151,everyone,2016-12-07T23:58:37.000Z,806649143317831680,Instagram,#wonderful,"{'place_id': '1e5cb4d0509db554', 'coordinates': {'type': 'Point', 'coordinates': [-123.13033077, 49.30074297]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806587356933406720,Meu anjo 👼💖 #BiancaRinaldi #Life #Wonderful http://someurl,762337201367769088,everyone,2016-12-07T19:53:06.000Z,806587356933406720,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806487446837989376,EXTREMAMENTE FODA! #foda #create #courage #wonderful #foda #extremamente #starwars #guerranasestrelas #rogueone http://someurl,780433265178050560,everyone,2016-12-07T13:16:05.000Z,806487446837989376,Facebook,#wonderful,,,
it,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 3, 'quote_count': 0}",806486438397284352,#Wonderful #World #Italy Cinque Terre | @someuser ;) ;) http://someurl,1435097203,everyone,2016-12-07T13:12:05.000Z,806486438397284352,Twitter Web Client,#wonderful,,,
pt,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",806194157261848576,#Wonderful #Watercolor #paintings By Igor #Dubovoy http://someurl| #art #Artist #Creative #creativity #nature #animals #tree http://someurl,4907079252,everyone,2016-12-06T17:50:40.000Z,806194157261848576,Buffer,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805878359410413568,A serotonina na forma mais pura. 😘| #girl #shot #wonderful  #insane http://someurl,2534961317,everyone,2016-12-05T20:55:48.000Z,805878359410413568,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805831913302654976,"Angra dos Reis, Rio de Janeiro, Brasil. #wonderful #seaview #instagood #instagoodmyphoto... http://someurl",723221457858224130,everyone,2016-12-05T17:51:14.000Z,805831913302654976,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805606258854088704,"Sobre o amor que não se mede,  só nos resta lembrar dos momentos mágicos! #love #live #wonderful... http://someurl",222449364,everyone,2016-12-05T02:54:34.000Z,805606258854088704,Instagram,#wonderful,"{'place_id': '243cc16f6417a167', 'coordinates': {'type': 'Point', 'coordinates': [78.48731834, 17.44165623]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805494218382708736,Mais amor sem favor. 🌸 | #shot #girl #wonderful http://someurl,2534961317,everyone,2016-12-04T19:29:21.000Z,805494218382708736,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805399900297035776,"Vamos lá meninas, agora é maquiagem...| #fikaadika #collors #cool #wonderful #maquiagembrasil #ma... http://someurl",91998084,everyone,2016-12-04T13:14:34.000Z,805399900297035776,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805209089793925120,Lançando as notas do Tio Yuri... #dog       #doglife #love #live #wonderful #instame #peace #amo... http://someurl,222449364,everyone,2016-12-04T00:36:21.000Z,805209089793925120,Instagram,#wonderful,"{'place_id': '4d80dba43c65e0c9', 'coordinates': {'type': 'Point', 'coordinates': [-40.0719, -19.3908]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805178283914657793,"#PrintIsNotDead #Valparaiso #Chile #Wonderful 🇨🇱❤️| #PatrimonioUnesco | @someuser @ Valparaíso,... http://someurl",560557082,everyone,2016-12-03T22:33:57.000Z,805178283914657793,Instagram,#wonderful,,,
pt,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805124452119740416,Drama pós vacina... #dog #chuaua #love #live #wonderful #instame #peace #amo #smile #felicidade... http://someurl,222449364,everyone,2016-12-03T19:00:02.000Z,805124452119740416,Instagram,#wonderful,"{'place_id': '4d80dba43c65e0c9', 'coordinates': {'type': 'Point', 'coordinates': [-40.0719, -19.3908]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805068703981309952,"People say #food is #wonderful in that #restaurant. (@ Bistecão Scarelli in Orlândia, São Paulo) http://someurl",95852581,everyone,2016-12-03T15:18:31.000Z,805068703981309952,Foursquare,#wonderful,"{'place_id': '53d846aaa5951eeb', 'coordinates': {'type': 'Point', 'coordinates': [-47.89397517, -20.72287815]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804805831422185472,Massimo relax | #startup #Expo2015 #LigaRockPark #arredobene #madeinitaly #lissone #wonderful... http://someurl,923494717,everyone,2016-12-02T21:53:57.000Z,804805831422185472,Instagram,#wonderful,"{'place_id': 'e1ee113b7a759127', 'coordinates': {'type': 'Point', 'coordinates': [9.22738373, 45.60595052]}}",,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}",804740030895886337,Festigal #wonderful #shoe #epicmoments http://someurl,393518050,everyone,2016-12-02T17:32:29.000Z,804740030895886337,Facebook,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",804446292491509760,#Wonderful #creative #art #painting BURN #inspiring by Nelson Gonçalves http://someurl http://someurl,2812988362,everyone,2016-12-01T22:05:16.000Z,804446292491509760,Hootsuite,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",804409168539041792,"Título: TESHUVÁ| Técnica: mixta óleo, acrílico sobre lienzo| Dimensiones: 29.5 X 65.9| #art #luxury #love #wonderful #ÉlValleÉstaenVos http://someurl",2508232303,everyone,2016-12-01T19:37:45.000Z,804409168539041792,Twitter for iPhone,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",804075656946532352,"Omg , meu dia ñ pod ficar melhor <3<3 | @someuser  #perfect #Wonderful http://someurl",740054902664273920,everyone,2016-11-30T21:32:30.000Z,804075656946532352,Twitter Web Client,#wonderful,,"[{'type': 'quoted', 'id': '803956743680180225'}]",
fr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803874474403581952,#lights #beautiful #amazing #wonderful #jellyfish #vancouveraquarium #lionelbee @ Vancouver... http://someurl,314447667,everyone,2016-11-30T08:13:04.000Z,803874474403581952,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803831112162230272,#souvenirs #collector:#wonderful #Wyoming-#Cheyenne http://someurl via @someuser 20%purcha$e2go2 @someuser #helpingothers #Jesus,830296058,everyone,2016-11-30T05:20:46.000Z,803831112162230272,Twitter Web Client,#wonderful,{'place_id': '24a53a1880093fa9'},,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803826280647028738,#argentinos   http://someurl Vanda  #funkeira  #wonderful  #foods  #balloons #canada,2802760539,everyone,2016-11-30T05:01:34.000Z,803826280647028738,MEGAPO.ST,#wonderful,,,
it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803700161008398336,#Roma Complesso del #Vittoriano EDWARD #HOPPER #mostra #arte #wonderful http://someurl http://someurl,2820798507,everyone,2016-11-29T20:40:25.000Z,803700161008398336,Twitter for Android,#wonderful,{'place_id': '7d588036fe12e124'},,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803293062071881728,Crepe de Nutella belíssimo e maravilhoso | #nutella #crepe #wonderful #nutella🍫 http://someurl,1722441564,everyone,2016-11-28T17:42:45.000Z,803293062071881728,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803222954981003264,Vista de Glenfinnan na Escócia. #scotland #glenfinnan #amazing #wonderful #trip #travel #viagem... http://someurl,797876738348945408,everyone,2016-11-28T13:04:10.000Z,803222954981003264,Instagram,#wonderful,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803155308528840704,#bearlife  os http://someurl Astrid  #babygirl  #wonderful  #delish  #place #cheflife,2792782749,everyone,2016-11-28T08:35:22.000Z,803155308528840704,MEGAPO.ST,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803087933154689025,Noite encantadora ✨❤️🙏 Tudo lindíssimo 😻👏🏼🎄 #Chalezinho #SP ❤️ #FondueNight #Wonderful... http://someurl,234833365,everyone,2016-11-28T04:07:38.000Z,803087933154689025,Instagram,#wonderful,"{'place_id': '68e019afec7d0ba5', 'coordinates': {'type': 'Point', 'coordinates': [-46.73380179, -23.63057136]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",802950919126220800,Meu primeiro vestido m #dress #ilove #birthday #wonderful #beutiful @ Taveiropolis http://someurl,57576987,everyone,2016-11-27T19:03:11.000Z,802950919126220800,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",802887619097010177,Quinta da Regaleira 🏰#Portugal #travelling #여행 #beautiful #amazing #wonderful #regaleiro #girl... http://someurl,1246704818,everyone,2016-11-27T14:51:39.000Z,802887619097010177,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",802885924732473344,Cabo da roca 😍 September #cabodaroca #Portugal #travelling #여행 #beautiful #amazing #wonderful... http://someurl,1246704818,everyone,2016-11-27T14:44:56.000Z,802885924732473344,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",802336508049059840,"Começou, oficialmente! | #NewYear #Bday #Wonderful @ Vicente Pires http://someurl",126840961,everyone,2016-11-26T02:21:44.000Z,802336508049059840,Linkis: turn sharing into growth,#wonderful,"{'place_id': '5722ff20ba67083b', 'coordinates': {'type': 'Point', 'coordinates': [-48.01084956, -15.80445837]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",801977797480742913,eu quero isso alguem meda isses colares #wonderful http://someurl,786375604715139072,everyone,2016-11-25T02:36:21.000Z,801977797480742913,Twitter Web Client,#wonderful,,,
