source,public_metrics,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,referenced_tweets,in_reply_to_user_id,geo
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2868499407,"#ये_जरुरी_तो_नही| #कुछ लोग #फोटो देखकर इतने #EXCITED हो जाते है, #कि समझ नहीं पाते कि पहले #LIKE करे या #SAVE। http://someurl",805361407780790272,805361407780790272,hi,everyone,2016-12-04T10:41:37.000Z,#excited,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2861950358,H-1 ke BIG OOM BATAM 📣📣📣| | #excited #oriflamebatam #pekanbarudihati #bigoombatam4des2016 #dariangkotkeCRV http://someurl,804924969415274496,804924969415274496,hi,everyone,2016-12-03T05:47:22.000Z,#excited,,,
MEGAPO.ST,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2835347628,Jillie  http://someurl  #linda #sweet  #foodgram #excited #precious #aveda,804723174546014209,804723174546014209,hi,everyone,2016-12-02T16:25:30.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",3173745426,@someuser @someuser @someuser @someuser #excited nawabzaade,804576372312199168,804572293791813633,hi,everyone,2016-12-02T06:42:10.000Z,#excited,"[{'type': 'replied_to', 'id': '804572293791813633'}]",780752172011040768,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1926989858,@someuser @someuser @someuser @someuser @someuser aree aaoonaaaaaaa firrrrrree.......#Excited #Fun #Begins 😉,804213014417330177,804153845203009537,hi,everyone,2016-12-01T06:38:18.000Z,#excited,"[{'type': 'replied_to', 'id': '804153845203009537'}]",203574239,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4606097654,फोर्स 2 पर उत्‍साहित जॉन ने कहा- फोर्स 3 की तैयारी में हूं| http://someurl| #force2 #Excited #JohnAbraham #Force3 #movies http://someurl,802445590059593728,802445590059593728,hi,everyone,2016-11-26T09:35:12.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",259538484,Shabbat Shalom!! | #shalom #sabbath #christmasontheway | #excited... http://someurl,802347198784471040,802347198784471040,hi,everyone,2016-11-26T03:04:13.000Z,#excited,,,"{'place_id': '25360dd906b4b627', 'coordinates': {'type': 'Point', 'coordinates': [80.75934906, 16.44159593]}}"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1258917294,#TakeRest Sab thak gaye! 😌 @someuser @someuser | But @someuser ji is smiling 😂😂 #MastiMood 😜😉 #IndianIdol | #Love 😘❤ #Excited http://someurl,800989755362201600,800989755362201600,hi,everyone,2016-11-22T09:10:14.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2197493108,@someuser | Kafila waqt ka rok le| Ab Dil se juda na ho| Teri galliyan galliyan teri galliyan| Mujko bhave galiyan teri..| #Ishqbaaaz #Excited,800677188123037697,800670516583403520,hi,everyone,2016-11-21T12:28:12.000Z,#excited,"[{'type': 'replied_to', 'id': '800670516583403520'}]",2197493108,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",711466462414671873,"किया इन तरीकों का इस्तेमाल, तो कोई भी लड़की हो जाएगी उत्तेजित http://someurl #Ladies #girlscan #Excited http://someurl",799115544217591808,799115544217591808,hi,everyone,2016-11-17T05:02:47.000Z,#excited,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",17864393,@someuser | Answers -| A.Dhanshree -> 2.Laal Qila| B.Tanuja -> 3.Hawa Mahal| C.Manya -> 1.Qutub Minar| | #Trideviyaan| #TrideviyaanOnSAB| #Excited,798772804858413056,798564989065797632,hi,everyone,2016-11-16T06:20:51.000Z,#excited,"[{'type': 'replied_to', 'id': '798564989065797632'}]",94041171,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",954031914,2000 ₹ की नोट को लेकर हमारे भूखे-नंगे देशवासी इतने #excited है कि 5-8 घंटे 200-400 मीटर की लाइन लगाकर खड़े है बैंको के बाहर. . 🙏😹,797764967638466560,797764967638466560,hi,everyone,2016-11-13T11:36:04.000Z,#excited,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",965060587,<3 😈😂😍| #Excited😘😈😎| | #STR #ARR #GVM #Manjima| | 😍😍😍😍😍😍😍😍😍😍😍😍 — watching Achcham Yenbadhu Madamaiyada,796991794705666048,796991794705666048,hi,everyone,2016-11-11T08:23:45.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",717683386173644800,Dhanshiiiii is 🔙 in #kaalakoothu | #Newlook #differentrole #cutenessoverload | #excited #happy #love #firstday #waiting @someuser http://someurl,796909435025235968,796909435025235968,hi,everyone,2016-11-11T02:56:29.000Z,#excited,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",732598308,Gonna see @someuser NYE 😄#excited,796818952701833216,796818952701833216,hi,everyone,2016-11-10T20:56:57.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",4068313816,@someuser @someuser  की परिकल्पना और सोच का मूर्तरूप है #महाकवि | #BestWishes | #Excited,794888728476925952,794887597596127232,hi,everyone,2016-11-05T13:06:55.000Z,#excited,"[{'type': 'replied_to', 'id': '794887597596127232'}]",333888813,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",4068313816,#कुमारविश्वास की परिकल्पना और सोच का मूर्तरूप है #महाकवि | 3.5 Hours Left | #Excited,794888306181869569,794888306181869569,hi,everyone,2016-11-05T13:05:15.000Z,#excited,,,
Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",767280549987774464,@someuser #mahakavi bahut sukoon mailta hai shayri likh ke cheekh bhi leta hu aawaz bhi nhi hoti #excited,794868926416973824,794868926416973824,hi,everyone,2016-11-05T11:48:14.000Z,#excited,,141633175,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",754638323918839809,Brahmarakshasi Raina k peeche.. Brahmarakshas Brahmarakshasi k peeche too much fun @someuser @someuser #excited http://someurl,794415264544624640,794415264544624640,hi,everyone,2016-11-04T05:45:33.000Z,#excited,,,
Twitter Web Client,"{'retweet_count': 60, 'reply_count': 6, 'like_count': 143, 'quote_count': 2}",2236247359,आज के युवा को अपनी मातृभाषा से जोड़ने का ये अनूठा कार्यक्रम है जिसमे हमे मौका मिलेगा कविओ को जानने का और उनकी रचनाओ को सुनाने का #Excited http://someurl,794196131261468672,794196131261468672,hi,everyone,2016-11-03T15:14:47.000Z,#excited,"[{'type': 'quoted', 'id': '793356451406155776'}]",,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",490404016,"#excited| #maharashtra_tour| #with_family| #bye_bye_bhopal..... — traveling to Aurangabad, Maharashtra",793285182187003904,793285182187003904,hi,everyone,2016-11-01T02:55:00.000Z,#excited,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",197788608,aah... njn onn jolikk chernottee...jingajagajaga....#Excited,793091680752721920,793091680752721920,hi,everyone,2016-10-31T14:06:06.000Z,#excited,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2721072907,"Diwali eve! | Diwali aayi, masti chahi,| Deep jalaye, dhoom machai,| Ghar sajaya, kaam bigada,| Aag lagake phuljadi jalai| #Excited #Diwali #Home",792232178348195840,792232178348195840,hi,everyone,2016-10-29T05:10:44.000Z,#excited,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1183494559,#LDFA2016 ki Confirm Date #Dec 17 & 18 Hai .. ♥️❤️ Phr Aik Bar Woh Meela Sajna Wala Hai 😍😍! #Excited ???| | #LDFA2016 #Hurry ✌️👌,791205884974264320,791205884974264320,hi,everyone,2016-10-26T09:12:37.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",789927732243263488,Ghar walo ko #excited😃 hoke school ki koi baat bata do toh #hasna😆 ki jagah #sunane lag jata hai tu bas yahi kar #school🏫 mai| | #RIGHt_Naw..🚶,791015047036362754,791015047036362754,hi,everyone,2016-10-25T20:34:18.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",3195119005,Thalaivaaaaaaaaaa @someuser ayayoo nyt kaththa mudilaye enna panrathune therla kaiyum odala kaalum odala #Excited #AshwinThatha @someuser http://someurl,789904437535989760,789904437535989760,hi,everyone,2016-10-22T19:01:08.000Z,#excited,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",169625193,#happybirthday Prabhas :) #Baahubali2FirstLook #excited for the release! pata toh chale ki aakhir Kattapa ne #Baahubali ko kyu mara :p http://someurl,789802248050049024,789802248050049024,hi,everyone,2016-10-22T12:15:04.000Z,#excited,"[{'type': 'quoted', 'id': '789800659449065475'}]",,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2320128277,10 Days To Shivaay #excited This Diwali FDFS @someuser jiske bhitar Basa Shivaay @someuser,788292144347787264,788292144347787264,hi,everyone,2016-10-18T08:14:27.000Z,#excited,,,
Twitter for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",446008274,लो जी @someuser कि रात गयी अब @someuser के दिन आ गए हैं #xXx का ट्रेलर धांसू है दीपिका के एक्शन सीक्वेंस कमाल के है #Excited,788030760259248128,788030760259248128,hi,everyone,2016-10-17T14:55:48.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3628300873,Jhulastaaaa Badaaaann 😂😂| #MaNan #excited #expressions #MananKeAtrangiKisse #unique they are #maniknandini http://someurl,787970513586880512,787970513586880512,hi,everyone,2016-10-17T10:56:24.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1175962135,Jhulastaaaa Badaaaann 😂😂| #MaNan #excited #expressions #MananKeAtrangiKisse #unique they are... http://someurl,787968654042394624,787968654042394624,hi,everyone,2016-10-17T10:49:01.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",66991657,"With the #bridetobe #yaarkishaadi #excited 👰💍💖 @ Kamshet, Maharashtra http://someurl",787716891431280640,787716891431280640,hi,everyone,2016-10-16T18:08:36.000Z,#excited,,,"{'place_id': '7929cea6bd5b32bd', 'coordinates': {'type': 'Point', 'coordinates': [72.81446642, 19.37654882]}}"
MEGAPO.ST,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2789205419,Jyoti http://someurl in #couple #hotwork #horizonte #lifeguard #brazil #excited,786359850053804032,786359850053804032,hi,everyone,2016-10-13T00:16:12.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",999471734,Pujo pujo bhab...!!!| 😊✌😇| #durgapuja #new #look #feeling #excited #sunny #day #ashtami http://someurl,785097956512919552,785097956512919552,hi,everyone,2016-10-09T12:41:53.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",3955921582,Vo aa raha hai😍| #Excited,784818110083784704,784818110083784704,hi,everyone,2016-10-08T18:09:53.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1576853766,@someuser dada aj ratri 7 vajta bhetuya #FacebookLive #Vikkttakauttar @someuser @someuser @someuser #Excited,784356644935208960,784356644935208960,hi,everyone,2016-10-07T11:36:11.000Z,#excited,,57998991,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",831289411,#Premam  @someuser  Annai #excited http://someurl,784256201181626368,784256201181626368,hi,everyone,2016-10-07T04:57:03.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",864525612,#excited #bday #cantwait #yay #happydance savlambaa milonidoshishah... http://someurl,784107074791870465,784107074791870465,hi,everyone,2016-10-06T19:04:29.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",826442383,Kolkata we r coming #durgapuja #fullmasti #excited #will miss jaipur @ Jaipur Rajsthan http://someurl,782880512020926464,782880512020926464,hi,everyone,2016-10-03T09:50:33.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 18, 'quote_count': 0}",768295613003739140,Bhule Chhe Je Aamay! 💓| 2 days to goooo!!| #Excited @someuser 😊😄 http://someurl,782460060215578624,782460060215578624,hi,everyone,2016-10-02T05:59:50.000Z,#excited,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",61020249,Phul pujo pujo pheel.... | #durgapuja #india #pujo #excited #lovepuja #navratri #pujaexcitement #bengali... http://someurl,782232458464890880,782232458464890880,hi,everyone,2016-10-01T14:55:25.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",61020249,Phul pujo pujo pheel.... | #durgapuja #india #pujo #excited #lovepuja #navratri #pujaexcitement... http://someurl,782232436864278530,782232436864278530,hi,everyone,2016-10-01T14:55:20.000Z,#excited,,,"{'place_id': '317fcc4b21a604d5', 'coordinates': {'type': 'Point', 'coordinates': [77.24754146, 28.53703175]}}"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",729132245756334080,"@someuser sir,Happy navaratri😊🙏.khup usukatene aamhi tumchi vat pahatoy.#eagerlywaiting #excited http://someurl",781928633833132032,781928633833132032,hi,everyone,2016-09-30T18:48:08.000Z,#excited,,58874074,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",3195119005,Paarugada en thalaivan @someuser summa Rajini mathiri nikiraru.... Thalaivaaa #Excited @someuser thanks for making #AshwinThatha #Sirappu http://someurl,781128959173984256,781128959173984256,hi,everyone,2016-09-28T13:50:31.000Z,#excited,,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1101254647,awww end mein angry dev @someuser kal ki intezar hai aage aage or keya hone wala hai #excited,780814634404093953,780814634404093953,hi,everyone,2016-09-27T17:01:30.000Z,#excited,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3813629958,@someuser ke #Quantico season 2 ko nazar na lage Kisi ki ..😅😅 #QuanticoTomorrow #PriyankaChopra #excited #DishoomOnStarGold http://someurl,779683232430247936,779683232430247936,hi,everyone,2016-09-24T14:05:43.000Z,#excited,,18681139,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",136198232,#excited #awaitingeagerly #allthebestbrother| Bomb gaana aa reha bai da jaldi hi.. Rabb mehar rakhe 󾌧󾌧󾌧󾌧󾍛󾍛 http://someurl,779349987129958400,779349987129958400,hi,everyone,2016-09-23T16:01:31.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",702667417,#Excited #AeDilHaiMushkil @someuser  Asan hai kya aisi mohabbat jiske badle mohabbat na mile #Trending....,779348063282311168,779348063282311168,hi,everyone,2016-09-23T15:53:52.000Z,#excited,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1883857884,@someuser #SABMeinNaagin| #naagin anjaani | #naagin no 1| #naagin bhaag jayegi | #naagin bhagam bhaag| #excited @someuser,779117516601761794,778834212409511936,hi,everyone,2016-09-23T00:37:45.000Z,#excited,"[{'type': 'replied_to', 'id': '778834212409511936'}]",94041171,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1307675882,#superteam #chefsatjwjuhu #excited #bestintown #soldout @ JW Marriott Hotel Mumbai Juhu http://someurl,778772074924040192,778772074924040192,hi,everyone,2016-09-22T01:45:06.000Z,#excited,,,"{'place_id': '7929cea6bd5b32bd', 'coordinates': {'type': 'Point', 'coordinates': [72.8272018, 19.0982304]}}"
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3275339263,"कुछ लोग #फोटो देखकर इतने #EXCITED हो जाते है, कि समझ नहीं पाते कि पहले #LIKE करे या #SAVE",778524255596208128,778524255596208128,hi,everyone,2016-09-21T09:20:21.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",3266106728,"@someuser Are mikki bhaiya hum bhi aapke bhut bde fan h, ab bas @someuser k finale k wait h🙏 #Excited http://someurl",777933676093014017,777933676093014017,hi,everyone,2016-09-19T18:13:36.000Z,#excited,,2192104860,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",92973860,Aaj shaam kaa scene banale #TashanbaazS4 Set up ready 👌🏻 #Excited ??? #WeAre #Bajaateraho #Nagpur http://someurl,774515981028917248,774515981028917248,hi,everyone,2016-09-10T07:52:54.000Z,#excited,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",92973860,Aaj shaam kaa scene banale #TashqnbaazS4 Set up ready 👌🏻 #Excited ??? #WeAre #Bajaateraho http://someurl,774514877125787648,774514877125787648,hi,everyone,2016-09-10T07:48:31.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",275816396,Jst a day to go 💃💃💃|  #BaarBaarDekho #excited | Nach de ne Saare | Ral mil ke | Aaja hil dul ke | Le Sare ke Sare nazare http://someurl,773671489685946368,773671489685946368,hi,everyone,2016-09-07T23:57:11.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",772514842343243776,Yahooooooo diin mey 2 bar aj @someuser  ko dekhey gaye...| #specialtransmission #DefenceDay  | #Feeling #excited 😊😄😊 http://someurl,772970886098026497,772970886098026497,hi,everyone,2016-09-06T01:33:15.000Z,#excited,,,
Twitter for Android,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",4001284159,@someuser @someuser @someuser haha..han aapne Jo Kabootar bheja tha pata chala usse ki 10th September = #KoiShor DAY!🕊🙈 #excited 🙌,772468883601166336,772466112411922432,hi,everyone,2016-09-04T16:18:28.000Z,#excited,"[{'type': 'replied_to', 'id': '772466112411922432'}]",751225243,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1693161782,@someuser baba kal to Katrina aayegi show par .. Par Maine thoda thoda karke kaafi kuch dekh liya kal wala epi 😂 #Excited 🙌🙌,772166557807972352,772166557807972352,hi,everyone,2016-09-03T20:17:08.000Z,#excited,,1492538024,
Twitter for Android,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",4643549472,@someuser Yaa We are so #excited | | Koi Shor Month... 😍😍😍 http://someurl,771369236463755264,771366787120295936,hi,everyone,2016-09-01T15:28:51.000Z,#excited,"[{'type': 'replied_to', 'id': '771366787120295936'}]",751225243,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",349518624,@someuser @someuser  तूने मारी  एंट्री और दिल मे  बजी  घंटी  यार  ठन  ठन  ठन   #zhakkass  #excited 😉😍😍😍,771350991887216642,771350991887216642,hi,everyone,2016-09-01T14:16:22.000Z,#excited,,1695938996,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",304082820,#september #birthday #month #1st #gift #excited #fun @ Islamabad Hotel http://someurl,771093283451899905,771093283451899905,hi,everyone,2016-08-31T21:12:19.000Z,#excited,,,"{'place_id': '00685eca27fbd26b', 'coordinates': {'type': 'Point', 'coordinates': [73.0842804, 33.71613746]}}"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2316477900,"@someuser Humaro pranaam ,Suron ki malika ko....Humaro pranaam ...🙏🙏#DelhiConcert #Waiting #Excited http://someurl",769717036238897152,769717036238897152,hi,everyone,2016-08-28T02:03:36.000Z,#excited,,389618622,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3092886054,@someuser after listening #Besabriyaan me to mantramuggd ho gayi😘ab pata ni #KaunTujhe sunne k bad kya hoga🤔 #KaunTujheTomorrow #Excited,769231734760169472,769231734760169472,hi,everyone,2016-08-26T17:55:11.000Z,#excited,,78583540,{'place_id': '317fcc4b21a604d5'}
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",762696907093344260,Har koi itna KAABIL nahi hota ke apne parents ka naam ROSHAN karde... @someuser #Kaabil #26Jan #excited http://someurl,768533645808328705,768533645808328705,hi,everyone,2016-08-24T19:41:14.000Z,#excited,,,
