reply_settings,conversation_id,public_metrics,id,text,created_at,source,author_id,lang,search_query,geo
everyone,351702585876561921,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",351702585876561921,"哭笑不得厭惡的國文,如果不是因為努力過了還做不到現在才不會這麼難過!對未來對接下來的考試根本感到困擾。| 明天是數學應該不錯,這樣告訴自己♥| #Examination #makes #me #worried... http://someurl",2013-07-01T14:03:25.000Z,Instagram,701248506,zh,#worried,
everyone,333192861111709696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",333192861111709696,很满足、很有成就感 XD 希望收到的那人不會觉得这些很 cheap :( #presents #hand make #worried #didnt appreciate #rubbish http://someurl,2013-05-11T12:12:23.000Z,Instagram,423216048,zh,#worried,
everyone,331042356889518080,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",331042356889518080,好悶悶呀! 又訓唔到...😔😣#boring #sleepy #upset #pretty #beautiful #girl #face #worried #dope #swag #eyes #tears... http://someurl,2013-05-05T13:47:03.000Z,Instagram,854012065,zh,#worried,
everyone,326705107859304449,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",326705107859304449,最近都快爆肝了，眼睛更是無比的乾@someuser  原本以為要完蛋的右手快好了，結果我這才發現右膝才是真正要完蛋的地方ㅠㅠ /  Sorry ! I didnt mean that ...  #worried... http://someurl,2013-04-23T14:32:22.000Z,Instagram,473737621,zh,#worried,
everyone,313876944137629696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",313876944137629696,어떻게?! 어떻게?! 어떻게?! 어떻게?! 어떻게?! 어떻게?! 어떻게?! 어떻게?! 怎麼辦?! 怎麼辦?! 怎麼辦?! 怎麼辦?! 怎麼辦?! 怎麼辦?! 怎麼辦?! what should I do? #breakdown #stressed #worried,2013-03-19T04:57:49.000Z,Twitter for iPhone,184148544,zh,#worried,
everyone,312936974589755393,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",312936974589755393,唉喊完一輪冷靜咗，之後又擔心咗一輪，真係書都溫唔落。。。 #hk #hkig #girl #me #cried #worried #revision #nomood #cray #help http://someurl,2013-03-16T14:42:43.000Z,Instagram,130783981,zh,#worried,
everyone,297317832805478400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",297317832805478400,總結本週的十六個字 :P| #conclusionoftheweek #conclusion_challenge #cough #crazy #worried #emotional #no... http://someurl,2013-02-01T12:17:49.000Z,Instagram,321357701,zh,#worried,
everyone,287012102558863360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",287012102558863360,中間分間，心理變態！| 考試啦 好叉叉驚啊！| 路途上已沒有哪位他給你共勉，當奮鬥失去價值時。| #exam #IT #worried #loop #songs #小伙子 http://someurl,2013-01-04T01:46:32.000Z,Instagram,602571622,zh,#worried,
everyone,273857024771641345,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",273857024771641345,还在担心考试成绩！多希望不用去拿。 :$$ #worried #scared,2012-11-28T18:32:57.000Z,Twitter for iPhone,588952784,zh,#worried,"{'coordinates': {'type': 'Point', 'coordinates': [101.68496818, 3.13147328]}, 'place_id': '7b02fbddf4d9f2c6'}"
everyone,245907807856123904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",245907807856123904,懒到贴地 #lazy #worried #time wasting  http://someurl,2012-09-12T15:32:44.000Z,Instagram,815569248,zh,#worried,
everyone,223126114137145345,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",223126114137145345,一個人在練習一個人。 #enjoy #alone #fake #stupid #worried #afraid #why  http://someurl,2012-07-11T18:46:25.000Z,Instagram,297856939,zh,#worried,
everyone,178830519654551552,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",178830519654551552,buffet 吃了很多烧肉和炸鸡 明天肯定生pimple !! #worried,2012-03-11T13:11:33.000Z,Twitter Web Client,266598773,zh,#worried,
everyone,165024514047090689,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",165024514047090689,RT @someuser 我还要退步到什么境界? Havent been bringing any good results home for my parents. going mad soon. #worried,2012-02-02T10:51:24.000Z,UberSocial for Android,200419848,zh,#worried,
everyone,104935501156454400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",104935501156454400,依家的阿仙奴好有上天想佢死的意味... 下場搵鬼同曼聯踢...? #worried,2011-08-20T15:19:07.000Z,Twitter Web Client,179580242,zh,#worried,
