created_at,source,public_metrics,text,conversation_id,author_id,id,reply_settings,lang,search_query,geo,in_reply_to_user_id,referenced_tweets
2016-09-24T18:37:10.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Dubai #wonderful,779751546502385664,187197000,779751546502385664,everyone,hi,#wonderful,,,
2016-08-28T09:20:45.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful #tree #imagination| ये हैं दुनिया के ऐसे अद्भुत वृक्ष जो आपकी कल्पना से भी परे| http://someurl http://someurl,769827046193106944,742252310479278080,769827046193106944,everyone,hi,#wonderful,,,
2016-08-26T12:18:31.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",🙏🏻 PRAMBANAM #faith #believe #UNESCO #heritage #wonderful #travel #instatravel #travelgram... http://someurl,769147010075197440,125127803,769147010075197440,everyone,hi,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [110.49337936, -7.75300459]}, 'place_id': '1d4c6ad315aabd84'}",,
2016-08-23T15:29:49.000Z,Facebook,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Wao!! <3 󾬔 󾌧󾌧 #Wonderful |  󾠀󾠃󾮟 Katrina Kaif󾌧󾬖󾬕 & Sidharth Malhotra | #TeriKhairMangdi http://someurl,768107988473090048,1545217068,768107988473090048,everyone,hi,#wonderful,,,
2016-08-22T02:11:55.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",आपके कामयाब हाेने के लिए हर एक पल उतना ही महत्व रखता है | | जितना एक लाख को पूरा करने मे एक - एक रुपया| #GOOD #MORMING | #Have a #wonderful #Day,767544802200186880,2457239390,767544802200186880,everyone,hi,#wonderful,{'place_id': '4d51b7ea67b6f64b'},,
2016-08-19T16:02:42.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",खत्रा #wonderful 😊😊 http://someurl,766666710153703424,2423764097,766666710153703424,everyone,hi,#wonderful,,,"[{'type': 'quoted', 'id': '766666332548964353'}]"
2016-08-19T15:47:57.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser thanks a lot fr #Wonderful #Fight खुप लढी हो आप #SindhuForGold देश आप पर गर्व महसूस करता है,766662999058767873,85123332,766662999058767873,everyone,hi,#wonderful,,2720868859,
2016-08-17T03:51:13.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@someuser Lo Mann Liya....| | Dekha Hi Nahi Tere Kandhe ka Wo Til !| #Wonderful #TouchToSoul #HaysOff #KhudaHoAap #LafzoKe !,765757851100966912,2913718345,765757851100966912,everyone,hi,#wonderful,{'place_id': '4fe0512239f22b75'},2475569018,
2016-08-16T19:06:50.000Z,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Heya @someuser djya see this? #wonderful #theater  http://someurl,765625885626101760,91890879,765625885626101760,everyone,hi,#wonderful,,,"[{'type': 'quoted', 'id': '765625465096769536'}]"
2016-08-15T16:10:50.000Z,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser @someuser Abhi TV per promo bhi dekha #wonderful #IndiasMegakitchens 👍🏼🙃,765218155660574721,1447247203,765219206082232321,everyone,hi,#wonderful,,93665089,"[{'type': 'replied_to', 'id': '765218155660574721'}]"
2016-08-15T11:31:05.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Aloha Thailand ✨|  #world #wonderful #wonderland #earth #tattoo  #Thailand #peace #PhotoArt... http://someurl,765148806321205248,366668847,765148806321205248,everyone,hi,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [100.494, 13.7522]}, 'place_id': '00a7834164189296'}",,
2016-08-12T05:10:20.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",तिमी भए ह्याप्प्प्प्प्प्प्पी | ह्याप्प्प्प्प्प्प्प्प्प्प्प्प्प्प्प्पी| ह्याप्प्प्प्प्प्प्प्प्प्प्प्प्पप्प्पी| | #wonderful #fantastic गीत,763965821810937856,4554278234,763965821810937856,everyone,hi,#wonderful,,,
2016-08-04T17:12:07.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful #class #urdu #poetry humesha daeer kar deta hon mein http://someurl,761248361211199488,2417873527,761248361211199488,everyone,hi,#wonderful,,,"[{'type': 'quoted', 'id': '760928151379869696'}]"
2016-08-02T07:36:05.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Madaari | तुम्हारे और मेरे मानने से कुछ नहीं होता जो लोग मानते है वहीं होता है #110%truth #Wonderful #MustWatch #thanku @someuser,760378621173399552,967688690,760378621173399552,everyone,hi,#wonderful,,,
2016-07-31T16:13:08.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",jeena jeena jeena re uda Gulaal.. Maae Teri  chunariya lehraiyee... #VoiceIndiaKids  #wonderful #soulful,759783968543649792,232843819,759783968543649792,everyone,hi,#wonderful,,,
2016-07-30T11:49:32.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Yaowarat 🇹🇭💟| #world #wonderful #wonderland #earth #tattoo  #Thailand #peace #PhotoArt... http://someurl,759355243205390336,366668847,759355243205390336,everyone,hi,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [100.494, 13.7522]}, 'place_id': '00a7834164189296'}",,
2016-07-21T12:39:08.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Pad Thai | | #yum #happytummy #vscofood #wonderful #vscocam #vsco #foodlover #foodphotography... http://someurl,756106234579849216,280867725,756106234579849216,everyone,hi,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [114.17180682, 22.27822473]}, 'place_id': '01cb3bd54f92388e'}",,
2016-07-21T11:40:40.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#PhiPhiIsland #wonderful #thailand @ Phi Phi Island http://someurl,756091518495186944,300439115,756091518495186944,everyone,hi,#wonderful,,,
2016-07-10T18:18:26.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","LNMU क उपकेंद्र बेगूसराय मे खुजबाक बाट साफ, 12 जुलाई के शिक्षा मंत्री करता उद्घाटन  -- http://someurl #wonderful, #bihar, #Nalanda",752205353199153153,4539686173,752205353199153153,everyone,hi,#wonderful,,,
2016-07-05T13:38:56.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Wonderful  #Mustwatch हिम्मत के आगे दुनिया झुकती है ।। http://someurl,750323075250417667,72322442,750323075250417667,everyone,hi,#wonderful,,,
2016-06-24T04:50:58.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",चहेरा☺तेरा󾆞#BeaUtiFuL󾮟बातें󾭙#तुम्हारी󾆞फ्लिर्टफुल| #स्टाइल󾆶तेरी󾆞कलरफ़ुल󾔗󾔠| #पर_बंदा󾆤में भी हु.#दिल❤का #WoNderFuL󾟰󾭞.. .☺,746203944926347265,3238082948,746203944926347265,everyone,hi,#wonderful,,,
2016-06-21T00:10:27.000Z,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Kraken parasols http://someurl #futurism #science #gadgets #wonderful #Politics #Tech #News #Reviews http://someurl,745046183920414720,16946467,745046183920414720,everyone,hi,#wonderful,,,
2016-06-20T09:41:48.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",More #read  #Wonderful #Pics| इस दुनिया की अजब-गजब महिलाएं| http://someurl http://someurl,744827583355752448,742252310479278080,744827583355752448,everyone,hi,#wonderful,,,
2016-06-19T15:12:00.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Nakkali lai vagai lagyo jhilke le| Jhilke lai taal paryo..| Tmi hami sojha lai | Pakkai ma gal paryo... nakkali lai vagayo jhilke le #wonderful,744548291170361346,3639175812,744548291170361346,everyone,hi,#wonderful,,,
2016-06-19T08:10:45.000Z,Linkis: turn sharing into growth,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Heeyyyaaa....| #latepost #selfie #selca #me #myself #and #I #blessed #awesome #wonderful #ootd... http://someurl,744442279503470592,256355797,744442279503470592,everyone,hi,#wonderful,,,
2016-06-15T20:23:28.000Z,TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",sukhothai historical park thailand| #wonderful| #amazing http://someurl,743177124991873024,3321251266,743177124991873024,everyone,hi,#wonderful,,,
2016-06-09T22:01:20.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Marhaban ya ramadhan | | #wonderful #wonderfulindonesia #vsco #vscocam #vscogood #jj_forum #ootd... http://someurl,741027423886671872,2827839554,741027423886671872,everyone,hi,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [106.84174658, -6.2191345]}, 'place_id': '66555622726ab358'}",,
2016-06-06T17:00:03.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",anupamaparameswaran #sketch by Sreekrishnan #wonderful #awesome #nice #work #thirdshows http://someurl,739864440846331904,714631978717302785,739864440846331904,everyone,hi,#wonderful,,,
2016-06-04T13:09:03.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RIP Muhammad Ali #muhammadali | #tomboystyle #world #wonderful #wonderland #earth #tattoo... http://someurl,739081533848494081,366668847,739081533848494081,everyone,hi,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [100.494, 13.7522]}, 'place_id': '00a7834164189296'}",,
2016-06-04T08:32:09.000Z,Twitter Web Client,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 17, 'quote_count': 0}","अद्भुत है मुंबई के इस 19 साल के लड़के की 3D पेंटिंग्स, देखने वाल हर शख्स है हैरान http://someurl #Wonderful http://someurl",739011848276582400,2201706786,739011848276582400,everyone,hi,#wonderful,,,
2016-06-04T03:00:20.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#LateNightDinner| #WithBros| #wonderful @ Sher E Punjab - bhuj http://someurl,738928343874048000,714539744147935233,738928343874048000,everyone,hi,#wonderful,,,
2016-06-02T01:41:08.000Z,Tumblr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Noriyoshi Ohrai ♥#Wonderful #Artwork  http://someurl,738183638223839232,579257583,738183638223839232,everyone,hi,#wonderful,,,
2016-06-01T13:54:55.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Leelawadee. | #tomboystyle #world #wonderful #wonderland #earth #tattoo #ThaiBoy #Thailand #indie... http://someurl,738005909906042880,366668847,738005909906042880,everyone,hi,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [100.494, 13.7522]}, 'place_id': '00a7834164189296'}",,
2016-05-27T14:54:46.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser #Wonderful Shabbat Shalom Galore from #RGV De Tejas,736206870587789312,2949158707,736209032591986689,everyone,hi,#wonderful,,18576537,"[{'type': 'replied_to', 'id': '736206870587789312'}]"
2016-05-26T11:37:31.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#ukraine #girls #amazing #beauty #wonderful #dnepr #dnipro| ph: khalipenko_yuriy| | #yo_art_most... http://someurl,735797005637849088,2315896195,735797005637849088,everyone,hi,#wonderful,,,
2016-05-23T12:09:42.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Came Across: | किसी ने धूल क्या झोकी आखों मे ...| कम्बख़्त पहले से बेहतर दिखने लगा l| #Awesome #Wonderful,734717941128667137,92959331,734717941128667137,everyone,hi,#wonderful,,,
2016-05-21T17:21:56.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@someuser #GangaTheSoulOfIndia | Manushya icchadhari hai, wo jo iccha karta hai wo pata hai| #wonderful #quoteoftheday #motivation",734071741878837248,115073879,734071741878837248,everyone,hi,#wonderful,,113352671,
2016-05-16T15:31:49.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Egg Dabhil! #chefmoonu #wonderful #flowers #art #of #culinary #chef #eggs #babhil #food... http://someurl,732232093145567232,2219767423,732232093145567232,everyone,hi,#wonderful,,,
2016-05-14T09:20:44.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Buddha | #tomboystyle #world #wonderful #wonderland #earth #tattoo #ThaiBoy #Thailand #indie... http://someurl,731413931474993153,366668847,731413931474993153,everyone,hi,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [99.6936774, 17.02689908]}, 'place_id': '004f06cc36b90179'}",,
2016-05-08T03:28:38.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",waoooo #wonderful #moment At Ujjain maja aa gaya .....| | #Baap Re Kya bheed thi....| Garmi to pucho hi mt ......!!!... http://someurl,729150992286027776,406769026,729150992286027776,everyone,hi,#wonderful,,,
2016-05-07T14:50:59.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#Activate #yourself! #Wonderful #pianist Hyojin #nws #miamibeach #party #photo #music #classicalmusic #inspiration http://someurl,728960323970076673,391085751,728960323970076673,everyone,hi,#wonderful,,,
2016-05-05T23:47:04.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Sunrise in pantai Sanur #Bali #wonderful #amazing #like #moment #04052016 http://someurl,728370459792834562,265913906,728370459792834562,everyone,hi,#wonderful,,,
2016-05-03T07:01:29.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Jab mile khuda toh usse poochunga, ae khuadaya,| Jism mujhe deke mitti ka, shheshe sa dil kyu banaya?!| #wonderful #KK #MTVUnplugged",727392621040046080,962420474,727392621040046080,everyone,hi,#wonderful,,,
2016-04-30T15:14:55.000Z,TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Yamaha Banshee 350| #Yamaha| #wonderful| #motor http://someurl,726429630656303105,3321184001,726429630656303105,everyone,hi,#wonderful,,,
2016-04-28T20:21:51.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ek baat kahun kya ijazat hai | tere ishq ki mujhko aadat hai | ooo aadat hai | #wonderful #song,725782100943609856,4189120044,725782100943609856,everyone,hi,#wonderful,,,
2016-04-21T15:57:52.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",ए खुदा..!! मुझे प्यार उसी से हो जो... मुझे पाकर प्यार में पागल हो जाए.!! #friendship #dosti #love #happy #life #wonderful #india #Instagram,723178950625771520,188617475,723178950625771520,everyone,hi,#wonderful,,,
2016-04-19T14:51:47.000Z,Twitter for Android,"{'retweet_count': 11, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#PapaSays | Suraj duba hai yaaro..| #Wonderful song...,722437543057321984,4366942034,722437543057321984,everyone,hi,#wonderful,,,
2016-04-19T14:28:00.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Shot by jyotisharma1675 -  #jamamasjid #delhi #dawn| #mouniment #wonderful #Regrann #RepostIt_app http://someurl,722431558771015680,216560348,722431558771015680,everyone,hi,#wonderful,,,
2016-04-19T13:50:12.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#beach #friends #funtime #beachbath #wonderful #evening #sunset @ Tannirbhavi Beach - The... http://someurl,722422045460578304,263089396,722422045460578304,everyone,hi,#wonderful,,,
2016-04-16T05:20:33.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#season of wedding #meri yaar ki shaadi hai #selfie #wonderful clicks @ Jabalpur, Madhya Pradesh http://someurl",721206627014156288,114725462,721206627014156288,everyone,hi,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [79.95, 23.1667]}, 'place_id': '6d9c3de0c61e1d52'}",,
2016-04-15T17:01:00.000Z,Linkis: turn sharing into growth,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Wonderful:-)) RT: द जंगल बुक के पहले सप्ताह की कमाई जानकर हैरान रह जाएंगे आप! http://someurl via @someuser,721020511371837440,454916797,721020511371837440,everyone,hi,#wonderful,,,
2016-04-15T10:21:56.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Samadhi Buddha Statue 🌼🌸🌺 The #wonderful #wondrous #creations 😊 #peaceful #Buddha #statue... http://someurl,720920084886196224,446020274,720920084886196224,everyone,hi,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [80.39825536, 8.37042092]}, 'place_id': '173c2bb9d42baaa5'}",,
2016-04-15T07:53:33.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#season of wedding #meri yaar ki shaadi hai #selfie moments #wonderful time @ Jabalpur City http://someurl,720882740669714432,114725462,720882740669714432,everyone,hi,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [79.94806, 23.16711]}, 'place_id': '6d9c3de0c61e1d52'}",,
2016-04-14T11:47:19.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Songkarn Thailand | #songkarnfestival | #tomboystyle #world #wonderful #wonderland #earth #tattoo... http://someurl,720579181944418304,366668847,720579181944418304,everyone,hi,#wonderful,,,
2016-04-13T16:23:58.000Z,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#most #talented #wonderful #india #latest #singing #sensation #lata #mangeshkar | #pencil #sketch by meem.bhai1 http://someurl,720286416043970560,2291700978,720286416043970560,everyone,hi,#wonderful,,,
2016-04-13T03:29:24.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",मैंने फ़रिश्ते को संगमरमर में देखा और तब तक नक्काशी करता रहा जब तक की मैंने उसे आज़ाद नहीं कर दिया. #ImaginationStation #wonderful #Heart,720091488466526208,710068462068977664,720091488466526208,everyone,hi,#wonderful,,,
2016-04-09T15:29:04.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Hai Dard Ye Agar Mera,Wo Kyu Issey Hai Choo Raha #Wonderful @someuser @someuser  #Gumnam",718823047721918465,1969405736,718823047721918465,everyone,hi,#wonderful,,,
2016-04-07T08:10:23.000Z,Twitter Web Client,"{'retweet_count': 21, 'reply_count': 1, 'like_count': 34, 'quote_count': 0}","Phi Phi, Thailand| #wonderful #places http://someurl",717987874935742464,716147913815031808,717987874935742464,everyone,hi,#wonderful,,,
2016-03-22T13:06:12.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Inuyasha #weird #weirdo #wonderful #random #otaku #pretty #love #kawaii #great #fab #fabulous... http://someurl,712264112647114752,2936417047,712264112647114752,everyone,hi,#wonderful,,,
2016-03-20T12:16:52.000Z,Twitter for MediaTek Phones,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser yahya bhai.kiya khobsurat baat ki hai. #WonderFul,711501180699021312,2942961199,711526924477210624,everyone,hi,#wonderful,,449838196,"[{'type': 'replied_to', 'id': '711501180699021312'}]"
