public_metrics,source,created_at,id,geo,conversation_id,text,author_id,lang,reply_settings,search_query,referenced_tweets,in_reply_to_user_id
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-29T00:10:09.000Z,814262191486537728,,814262191486537728,Hoy que fui al centro comercial vi el poster de #AssassinsCreedMovie en el cine de mi ciudad!!!!!! #Excited,365739000,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-28T20:36:04.000Z,814208316113031168,,814208316113031168,Ya reservé los sitios este año por mi cumpleaños en la biblioteca. #excited,70930004,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-28T16:58:30.000Z,814153563924496384,,814153563924496384,Qué grave haberme tomado toda una colada un día como hoy. ☕️😁🤘🏻 #Excited #Excited #Excited,51957243,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-28T00:36:00.000Z,813906310689329152,,813906310689329152,Encantadora y loca.| | #happy #top #smile #fun #instahappy #goodmood #sohappy #happier #excited... http://someurl,115106410,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,2016-12-27T21:17:30.000Z,813856354356133894,,813856354356133894,Los nuevos colores de filamento wujuuuuu #excited #3Dprinter http://someurl,3295586134,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-27T19:10:02.000Z,813824277720010752,,813824277720010752,Diooss estoy a nada de cumplir 20😩💕| #excited,2907319679,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-27T13:48:49.000Z,813743440978644992,,813743440978644992,Yo estoy #excited por el cinfes porque mucha gente de mi TL lo espera y para comprobar teorias sobre el orden de las cartas que lei,563876925,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-27T05:11:41.000Z,813613300755890176,,813613300755890176,Definitivamente hay dolores que te hacen sentir bien. 👌 #excited #thirddayof,2761696913,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-26T11:53:09.000Z,813351946144874496,,813351946144874496,Sista Sista👯💕  #Christmas #day #home #family #excited #cute #love #selfie #sister #ginger #girl... http://someurl,182028841,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-25T22:29:08.000Z,813149607794458625,,813149607794458625,La primera navidad en la que pude comprarme todo lo que se me pegó la ganaaaaa #excited,248315181,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-25T13:47:24.000Z,813018307800530945,,813018307800530945,La generación anterior!! Hehe #familia #family #reunited #happy #feliz #excited #emocionado... http://someurl,721394153729441792,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,2016-12-25T12:08:05.000Z,812993313368395777,,812993313368395777,"A punto de entrar, por 1a vez dsps de 12 años viviendo en #Barcelona, a esta maravilla. #sagradafamilia #excited http://someurl",326958833,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-25T08:34:50.000Z,812939649798799360,{'place_id': '0074f28e263ac8db'},812939649798799360,Yeeeeeeeey! Asanteeee #Excited http://someurl,248618354,tl,everyone,#excited,"[{'type': 'quoted', 'id': '812939326229192704'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-24T20:09:31.000Z,812752084357566464,,812752084357566464,Chocolate baileys #christmas #festive #excited http://someurl,339224748,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-24T09:05:35.000Z,812585000281329664,,812585000281329664,¡Y el gran final! 🎇 #Fireworks #Lights  #Sky #LightUpTheSky #LoveIt #Excited #InnerChild #Happy... http://someurl,92456983,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-24T06:09:48.000Z,812540761237385216,,812540761237385216,Hace un chingo que no estoy aqui que me cuentan? Ya listos para la navidad? #WideAwake #wannatalk? #cantsleep #readyforchristmas #Excited,3676447158,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-24T01:09:08.000Z,812465098157604864,{'place_id': 'fa07565662daf560'},812465098157604864,Colombia tomorrow #excited,597970241,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,2016-12-23T22:25:30.000Z,812423914668199936,,812423914668199936,"Enero, te espero #scoutlife #Excited http://someurl",597792854,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,2016-12-23T22:09:26.000Z,812419874056179713,,812419874056179713,Mi primer mesecito en estas tierras lejanas. 😍🙃 #Sohappy #Excited #Iwantmore,124878890,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-23T14:16:48.000Z,812300933333860352,,812300933333860352,Verdad ??? @someuser  #excited #vamos http://someurl,117569959,es,everyone,#excited,"[{'type': 'quoted', 'id': '812234561153355776'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-22T21:02:46.000Z,812040709582782465,,812040709582782465,Nunca me había inspirado tanto el talento que hay en mi país. 💚 #Trabajanding #excited... http://someurl,95098796,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-22T19:09:38.000Z,812012237925847040,,812012237925847040,Xq tanto soooll!!!😱☀️☀️ #hotday #almostchristmas #excited #randompic http://someurl,705941693841801216,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-22T17:18:41.000Z,811984314107830272,,811984314107830272,Falta solamente 9 dia pa AÑA NOBO 🎉💥🍾 #excited,37642534,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-22T16:31:20.000Z,811972399444824064,,811972399444824064,My mother-in-law sent me these :) Libros para practicar mi español 📚  #excited #Spanish #gracias... http://someurl,1170315836,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-22T02:54:01.000Z,811766715776385024,,811766715776385024,Mañana en la noche estaré rumbeando en mi lindo Perú #excited #hellohotweather ☀️☺️,344195682,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-21T23:55:34.000Z,811721808621670400,,811721808621670400,Esa emoción descontrolada de ir a casa #xmas #happy #excited #crazy... http://someurl,192622037,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-21T23:26:25.000Z,811714469881593856,,811714469881593856,"Bello árbol, bellas luces... #navidad 🎄🎁#christmas #christmastree #decoration #newyear #excited... http://someurl",3377277939,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T22:50:10.000Z,811705348386127872,,811705348386127872,Mi niña #excited http://someurl,1606318321,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-21T21:03:45.000Z,811678569072119809,"{'place_id': '4320ab56929ffcdb', 'coordinates': {'type': 'Point', 'coordinates': [-88.22152048, 41.61968571]}}",811678569072119809,feliz navidad to me☃️🎅🏽🎄🎁 #bluecollartattoo #tattoo #seahorse #excited #instadaily #instamood @someuser http://someurl,363369723,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-21T18:28:22.000Z,811639465705934849,"{'place_id': '0188f27841b8920c', 'coordinates': {'type': 'Point', 'coordinates': [-70.6768711, -33.52860089]}}",811639465705934849,Un poco antigua pero me gusta xd #fitness #fit #excited #followforfollow #likeforlike... http://someurl,179968631,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-21T15:55:12.000Z,811600919838265344,,811600919838265344,¿Para cuándo llegas #AmericanCrimeStory? @someuser @someuser #excited,2246719928,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T13:01:55.000Z,811557308841029633,{'place_id': '07d9e3d3a5082001'},811557308841029633,Miami: ¡Nos vemos hasta el próximo año! 🤓✌🏼️✈️ | #excited #familytime #houstonbound #tistheseason http://someurl,76492589,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mobile Web (M2),2016-12-21T03:33:47.000Z,811414333565652992,,811414333565652992,Después de un excelente día; puedo morir tranquilo!!! #excited,272231537,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T03:07:32.000Z,811407728656678912,,811407728656678912,Mexico siempre me trae personas bonitas. #excited 🤗,262952417,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-20T15:32:09.000Z,811232729241153536,,811232729241153536,5 días para Navidad. #excited #ChristmasIsComing #christmasisnearlyhere,231850923,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-20T13:49:42.000Z,811206948884541440,,811196387220144128,@someuser ON Y VA QUAND #excited,28963006,fr,everyone,#excited,"[{'type': 'replied_to', 'id': '811206866965557248'}]",211804688
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-20T11:15:06.000Z,811168042772271104,,811168042772271104,Empieza ha ser feliz hoy si ayer no lo fuistes #excited# http://someurl,2711489639,es,everyone,#excited,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-20T00:38:39.000Z,811007874575040512,,811007874575040512,Que emoción  !!! #excited @someuser #thalifans #Latina http://someurl,60485883,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-19T19:05:36.000Z,810924058074226688,,810924058074226688,Pasando el calor con mi Washis😊 | #happy #smile #fun #instahappy #sohappy #happier #excited... http://someurl,3408102009,es,everyone,#excited,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-19T18:02:32.000Z,810908188916776964,,810908188916776964,PICTUS por fin es una realidad! Disponible en la App Store! #pictuscrew #instantsharing #excited http://someurl,307345756,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-19T18:01:11.000Z,810907847034830848,,810907847034830848,COMO EXCITAR A LAS MUJERES| #casanova #excited | Ánimo chavales 💪😂 http://someurl,792819569253617664,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-19T17:36:00.000Z,810901509600903168,,810901509600903168,Cuando estás próximo a viajar y sabes que debes limpiar y desocupar la memoria de tu celular para nuevas historias que contar... #excited,157189435,es,everyone,#excited,,
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android,2016-12-19T16:34:10.000Z,810885947445432321,,810885947445432321,Que se pare el mundo MAÑANA ES EL CUMPLE DE UNA DE LAS MEJORES PERSONAS DE LA TIERRA!!! #excited 🎉🎉🎉 @someuser 🎉🎉🎉,849619008,es,everyone,#excited,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-19T05:40:59.000Z,810721571119697920,,810721571119697920,Pronto pronto campaña nueva!!! Otra vez imagen de @someuser #2017 #excited http://someurl,442967030,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT,2016-12-18T20:29:31.000Z,810582789699629057,,810582789699629057,Conociendo la nieve #excited http://someurl http://someurl,436056151,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,2016-12-18T18:57:58.000Z,810559748433133568,,810559748433133568,🌟🌟🌟LA COMIDA DEL AÑO🌟🌟🌟| | Lunch time!!! @someuser | #best #restaurant #oftheworld #excited... http://someurl http://someurl,187126693,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-18T15:21:19.000Z,810505226193141764,,810505226193141764,Por fin tengo oportunidad de ver #RogueOne !!  #StarWars #Excited http://someurl,452279734,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-18T03:18:28.000Z,810323315969708032,"{'place_id': '00da7cec74df27ff', 'coordinates': {'type': 'Point', 'coordinates': [-68.059494, -38.9509048]}}",810323315969708032,I choose #excited #tshirt #starwars @ Neuquen Capital http://someurl,828685296,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Instagram,2016-12-17T20:03:12.000Z,810213779183116288,"{'place_id': '3ad512d283f67a11', 'coordinates': {'type': 'Point', 'coordinates': [-99.20359888, 19.43913463]}}",810213779183116288,Entrando a ver #rogueone! #starwars #movies #excited @ Cinemex Polanco http://someurl,14506505,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-17T13:55:36.000Z,810121269203046401,"{'place_id': '5ad003e559cee757', 'coordinates': {'type': 'Point', 'coordinates': [2.80804, 41.9932299]}}",810121269203046401,🌟🌟🌟LA COMIDA DEL AÑO🌟🌟🌟| | Lunch time!!! #elcellerdecanroca #best #restaurant #oftheworld #excited... http://someurl,187126693,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-17T07:19:56.000Z,810021695918587905,,810021695918587905,9 días para LA 😍😍😍 #Excited,206457183,es,everyone,#excited,,
"{'retweet_count': 4, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-16T23:21:54.000Z,809901395105021953,,809901395105021953,Lesssgo ! #RogueOne #StarWars #finally #Excited http://someurl,1082092693,es,everyone,#excited,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,2016-12-16T21:22:56.000Z,809871454401662976,,809869589819641858,"Un placer formar parte de esa cadena, ya sea al principio o al final de ella. ⛓🖥 @someuser @someuser #excited",453926723,es,everyone,#excited,"[{'type': 'replied_to', 'id': '809869589819641858'}]",17864940
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,2016-12-16T19:59:50.000Z,809850544437231618,,809850544437231618,Apunto para concierto !#AndreaMotis en @someuser #excited http://someurl,426940270,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-16T14:02:58.000Z,809760736151040000,,809760736151040000,A 24 horas de un gran paso... #tired #excited http://someurl,1573968954,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-16T08:44:59.000Z,809680713171746816,,809680713171746816,El tweet mas bonito de todos!!! #excited #yaloextraño 🙌🎉 http://someurl,518135096,es,everyone,#excited,"[{'type': 'quoted', 'id': '809680160001818624'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",MEGAPO.ST,2016-12-16T08:34:14.000Z,809678004712591360,,809678004712591360,Perry es http://someurl  #okay #newbraunfels #dchair #lu_accesorios_ #excited #nom,2802959242,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-16T05:24:19.000Z,809630213193826304,,809630213193826304,Salud por nuevos proyectos 🍷👌🏻🎉🙌 #blogger #excited # tegus #night #climaperfecto http://someurl,784530700301168640,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-15T22:43:48.000Z,809529419278721025,,809145599656361984,@someuser QUÉ TE HAS HECHO #excited,240767232,es,everyone,#excited,"[{'type': 'replied_to', 'id': '809529255281491968'}]",256112429
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-15T21:37:32.000Z,809512741794889728,,809512741794889728,He  encontrado algunas fotos en gran calidad 😻❤️️ #Excited,705370792,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-15T19:23:59.000Z,809479132123897857,,809479132123897857,¿Ya probaron Super Mario Run? #SuperMarioRun #game #excited,38373638,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-15T19:13:20.000Z,809476454094401537,,809475993970896896,En verdad: #excited,526223897,es,everyone,#excited,"[{'type': 'replied_to', 'id': '809476263429738496'}]",526223897
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,2016-12-15T18:38:03.000Z,809467573536428036,,809467573536428036,Hoy hemos dado de comer de nuevo al equipo de jueces de Masterchef #proud #excited #thankful #happy #masterchef — feeling wonderful,110670285,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-15T18:28:19.000Z,809465126336294915,"{'place_id': 'db35bbdb3677839f', 'coordinates': {'type': 'Point', 'coordinates': [-102.26880883, 22.07379536]}}",809465126336294915,15 de diciembre del 2016 🤓 #MarioRun #MarioBross #Excited #CantWait @ La Frutería http://someurl,26279545,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-15T06:01:05.000Z,809277076914114560,,809277076914114560,Aquí en @someuser para la Premiere de @someuser participando en la súper rifa :D #RogueOneIMAX #RogueOne #Excited http://someurl,27919497,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-15T05:41:24.000Z,809272125697703936,,809272125697703936,Bueno sólo deja que pase mi graduación💕💕 #Happy #Excited #Happiness http://someurl,428563912,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-14T23:59:35.000Z,809186101340622848,,809186101340622848,Criaturillas! Solo digo que esto lo estaré haciendo en breve!! #excited http://someurl,773524688588996608,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mobile Web (M2),2016-12-14T23:04:00.000Z,809172114351783936,,809172114351783936,Por fin de vuelta en twitter!! #excited,809170947131539456,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-14T18:58:47.000Z,809110405310283776,,809110405310283776,Time for our office Christmas party at Revolución de Cuba in Cardiff :-D #excited #xmas #party http://someurl,4160588596,es,everyone,#excited,,
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone,2016-12-14T16:08:45.000Z,809067614131650560,{'place_id': 'dc92770f68afccbc'},809067614131650560,#NovaEquipa #NovosObjetivos #2017 #Sicasal/Constantinos/DeltaCafés #excited #cycling #U23 😀🏆🔝🥇 http://someurl,2618749926,es,everyone,#excited,"[{'type': 'quoted', 'id': '804087913378172936'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-14T14:26:46.000Z,809041948354969600,,809041948354969600,Hoy es mi #graduacion 🎓❤| #excited,2544734462,es,everyone,#excited,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android,2016-12-14T12:52:23.000Z,809018197806616576,,809018197806616576,Cómo nos cuidan en @someuser #excited 😱😁 http://someurl,79466227,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-14T10:24:52.000Z,808981070502907904,,808981070502907904,Tengo un montoooon de planes para cuando tenga dinero estoy #EXCITED,629605841,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-14T04:31:57.000Z,808892256128090112,,808892256128090112,Estrenando!!🤗😬 #dreamscometrue #swimmingpool #inlove #pretty #excited #justkeepswimming http://someurl,278854557,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-13T20:08:28.000Z,808765551476613120,,808765551476613120,Hoy voy por mi medallón maldito del tesoro de Cortéz e.e #excited,1551948079,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",MEGAPO.ST,2016-12-13T17:20:25.000Z,808723262121345024,,808723262121345024,Charo http://someurl or #hair #bmwm3 #unebieresilvousplait #excited #zane #interiordesign,2791822894,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-13T15:21:25.000Z,808693312567779328,"{'place_id': '40f3fb7d6ece822a', 'coordinates': {'type': 'Point', 'coordinates': [-104.69757, 19.22278]}}",808693312567779328,#Repost @someuser| ・・・| Ya quiero estar ahí ... #PCXIII me urges! | #cantwait #excited #nervous... http://someurl,77085918,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-13T14:21:01.000Z,808678113580290048,"{'place_id': '40f3fb7d6ece822a', 'coordinates': {'type': 'Point', 'coordinates': [-104.69757, 19.22278]}}",808678113580290048,Ya quiero estar ahí ... #PCXIII me urges! | | #cantwait #excited #nervous #lovewins #paradise... http://someurl,64195592,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-13T12:12:24.000Z,808645744575926272,,808645744575926272,"Cuando no duermes nada pero disfrutas lo que haces, no se siente el cansancio. 😁#CirugiaPlastica #Excited",386867342,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-13T04:53:22.000Z,808535259117547520,,808535259117547520,En dos días ya me voy a Querétaro wiiii💓💓💓 #blessed #excited,1048767578,es,everyone,#excited,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-12T23:49:32.000Z,808458797312331776,,808458797312331776,"Romper el papel de los regalos, siempre es lo mejor!! | #happymoments #Me #excited #xmas #posada... http://someurl",63265506,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-12T22:55:12.000Z,808445125974106112,,808445125974106112,Vamos Pa Spain 🇪🇸 #Christmas #vuelveacasapornavidad como el #turron @someuser #excited http://someurl,207817529,es,everyone,#excited,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",MEGAPO.ST,2016-12-12T20:46:15.000Z,808412671037018114,,808412671037018114,Aeriel  http://someurl or #cut #xoxo  #foodonly #excited #design #complemento,2835347628,es,everyone,#excited,,
