source,text,reply_settings,lang,conversation_id,id,author_id,created_at,public_metrics,search_query,geo,in_reply_to_user_id,referenced_tweets
Instagram,不知不觉| 已经剩下23天了| 23 days to go| #counting #countingdown #countdown #count #down #23 #days http://someurl,everyone,zh,740787087012663297,740787087012663297,246667025,2016-06-09T06:06:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,还有38天| 38 days to go| 🙂| #countdown #counting #down http://someurl,everyone,zh,735270532807938048,735270532807938048,246667025,2016-05-25T00:45:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,#20160523| 所努力的都不會成正比| #down http://someurl,everyone,zh,734673833756524544,734673833756524544,1920054618,2016-05-23T09:14:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,原本心情很好 一瞬間被摧毀| 差到谷底 自己有問題不要扯到孩子身上| #wtf #fuck #shit #damn #down #shutup #fuckoff http://someurl,everyone,zh,733297110406336512,733297110406336512,138724772,2016-05-19T14:03:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#down,,,
Instagram,好想以毒攻毒 炸咗隻 #左腳| 又係你呀左邊 好想廢咗你| 好想廢咗我自己| 唉| #depressed #blue #down... http://someurl,everyone,zh,732367031094235136,732367031094235136,58658630,2016-05-17T00:28:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,"{'place_id': '0118e53a43a7db78', 'coordinates': {'type': 'Point', 'coordinates': [114.13106259, 22.37887344]}}",,
Instagram,歐耶考完了| 一群瘋瘋的哈哈哈| 大家都被嚇跑了😁😁😁| #104 #會考 #自然 #英文 #down @ 羅東運動公園 http://someurl,everyone,zh,731790069183348736,731790069183348736,3305195774,2016-05-15T10:15:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,"{'place_id': '003102e76f9f8573', 'coordinates': {'type': 'Point', 'coordinates': [121.75101, 24.68215]}}",,
Instagram,最近好像容易低落容易煩躁容易累....| #tired #down #rabbit #dirty #low #broken http://someurl,everyone,zh,731524202721841152,731524202721841152,2941044283,2016-05-14T16:38:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,照鏡子被自己嚇到了...變金魚眼了...| #1050507 #金魚眼🐠 #醜醜的 #feelbad #down #crying... http://someurl,everyone,zh,729011526607245312,729011526607245312,1532454572,2016-05-07T18:14:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
IFTTT,"探討 retarded, the R word 這個時常用來指稱身心障礙的詞彙，為何不妥。影片裡的受訪主角是位唐氏症男孩，也是一位男同志，超可愛的～ #down #gay #BrooklynDiva #fb When Is It... http://someurl",everyone,zh,728201994167570432,728201994167570432,5657172,2016-05-05T12:37:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
IFTTT,eri.l_i_f_e: 今晚第一次| 真的頭痛到受不了了| 擦了精油還是沒效| 最後還是吞下EVE 2顆⋯⋯| #goodnight #headache | #broken #down #allnight | #love #life #ev... http://someurl,everyone,zh,726092085879799808,726092085879799808,4236622222,2016-04-29T16:53:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,就是開不了口讓他知道😞| 不夠自私| 也會活的很累| 為何今晚情緒會突然低落呢？| 東元你告訴我吧😮| #tonight| #down http://someurl,everyone,zh,723889350992261122,723889350992261122,1474155620,2016-04-23T15:00:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Twitter for Android,才經過了一小段時間| 我漸漸忘記當時流浪的自己| 印象依舊在| 也憶起在路上看著景想著過去的事情 心底泛起對未來茫茫而默默掉淚的無力感| | 景很美，希望一起看。| | 也別忘了當時的流浪...| | #低潮| #down,everyone,zh,721608722221387777,721608881151934464,5541922,2016-04-17T07:58:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,{'place_id': '019a3137395a2973'},5541922,"[{'type': 'replied_to', 'id': '721608722221387777'}]"
Twitter for Android,最近的心情真的不是普通的低潮| 遇到了很多人生中的事情| 不管你要不要 | 它就是這樣的強灌著你 | 要你接受 吞下去| | 我還是保有著自己的模樣嗎？| 抑或| 這世界要把你變成這世界想要的樣子| 你，要嗎？| | #低潮| #down http://someurl,everyone,zh,721608722221387777,721608722221387777,5541922,2016-04-17T07:58:20.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#down,{'place_id': '019a3137395a2973'},,
Instagram,晚安世界| 倒数10小时| #goodnight #world #count #down #10 #hours #igmy @ Tune... http://someurl,everyone,zh,721341413548507138,721341413548507138,538594983,2016-04-16T14:16:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,"{'place_id': 'c2bf7a6e86185fd0', 'coordinates': {'type': 'Point', 'coordinates': [101.68265104, 2.74484486]}}",,
Instagram,"四月的第一天, 愚人节真的和我们开了玩笑~ 使得我们要被逼分开, 使我们更加坚决要离开。真的很bad mood!  #angry #down #april http://someurl",everyone,zh,715757827944488961,715757827944488961,296131888,2016-04-01T04:28:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,不约而同的三篮+二白 #presentation #down #20160322 #ob http://someurl,everyone,zh,712140555178926080,712140555178926080,576093521,2016-03-22T04:55:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,這年頭| 早早回家| 還要被說沒行情| 本來就是沒行情| 人艱不拆吧！！| 👋🏻👋🏻👋🏻| #哼| #cruel| #unhappy| #down| #byebye http://someurl,everyone,zh,708675463128821761,708675463128821761,1474155620,2016-03-12T15:26:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
IFTTT,心情这种东西可不是想要就能控制好的| | #moodoffagain #friday #cottoncandy #down http://someurl,everyone,zh,708202081585340416,708202081585340416,807177378,2016-03-11T08:05:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Foursquare,#Touched #Down #Taipei #Taiwan (@ 臺灣桃園國際機場第二航廈 Taiwan Taoyuan International Airport Terminal 2 in 桃園縣) http://someurl,everyone,zh,707874601162956800,707874601162956800,182918418,2016-03-10T10:23:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#down,"{'place_id': '008c994a10edec85', 'coordinates': {'type': 'Point', 'coordinates': [121.23176441, 25.07731793]}}",,
Twitter Web Client,http://someurl 宕机了，😳 @someuser  #down,everyone,zh,707846526773501953,707846526773501953,386473090,2016-03-10T08:32:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,你的生活每每多彩，我却忙于奔命#newzealand #bluesky #sky #down #sunrise #work #morning #streetlight #ontheroad http://someurl,everyone,zh,703847406337560576,703847406337560576,2238610046,2016-02-28T07:41:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,"生活就像一盒巧克力，你永远不知道你会得到什么。彳亍！| #walkslowly #walk #slow #down @ Shanghai, China http://someurl",everyone,zh,703785794389962752,703785794389962752,390587459,2016-02-28T03:36:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,"{'place_id': '01a20da949498784', 'coordinates': {'type': 'Point', 'coordinates': [121.5, 31.2]}}",,
Instagram,鳳梨酥🍍🍍 摔倒了😂😂😂😂😂| #child #kid #girl #sister #jump #bounce #drop #down #funny #😂 #Taichung #February... http://someurl,everyone,zh,702900452120068096,702900452120068096,228360068,2016-02-25T16:58:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,凍蕃薯有點可愛 #cold #taiwan #taipei #temperature #down #winter #nice #haha #霸王寒流 #relax #weekendover... http://someurl,everyone,zh,691280866312622081,691280866312622081,255823533,2016-01-24T15:26:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,人，真的很脆弱～| 今天的体验让我永远忘不了～| #human #week #taiwan #down http://someurl,everyone,zh,690929966050086912,690929966050086912,390343779,2016-01-23T16:11:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,憂鬱下沉的2D色塊| #fish #night #fat #2D #messy #down http://someurl,everyone,zh,690926168166567936,690926168166567936,1249818008,2016-01-23T15:56:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Twitter for Android,明明就在身邊，為什麼你看的卻不是我.....？| | #down,everyone,zh,688255002658209792,688255002658209792,3856669872,2016-01-16T07:02:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#down,,,
Instagram,兩個月| two months 7kg down😤| #down #twomonths #like #life #zaccanson #anson流 #減重 #戒煙 #運動 #戒甜 #美容師 #7kg http://someurl,everyone,zh,685697551287336960,685697551287336960,389907546,2016-01-09T05:40:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
iAskNewQuestion,http://someurl #iAsk #美食 #菜單 #Sit #Down #Please 有Sit Down Please 座味餐酒的菜單嗎？,everyone,zh,684429496624136192,684429496624136192,3299571025,2016-01-05T17:41:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Twitter for iPhone,#Whatsapp #down 了，一直連接不上線,everyone,zh,682659309713526784,682659309713526784,127972704,2015-12-31T20:27:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,我以為我很有心我以為會很愉悅| 強扭的瓜不甜| 自己造的孽要怪誰| 例如這餐飯| #christmaseva #down #night #dinner #sashimi #sin #deserve http://someurl,everyone,zh,680004653442940928,680004653442940928,1474155620,2015-12-24T12:38:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,#JasonWalker #Down #music | 最近咪改口味 改聽西洋歌 (♥ω♥ ) ~♪ http://someurl,everyone,zh,679316509844447232,679316509844447232,453034033,2015-12-22T15:04:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
IFTTT,覺得需要些什麼才能繼續下去| #Painting #Drawing #Robot #KIM #loselive #down #151220 by dara_kim http://someurl,everyone,zh,678384150882164737,678384150882164737,894421428,2015-12-20T01:19:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
PugPug_Love,不會巴庫(臺語| 很可憐的卡在樓梯上😂😂 #poor #pug #cant #go #down #the #stairs http://someurl http://someurl,everyone,zh,675966437689815040,675966437689815040,2340728744,2015-12-13T09:12:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Facebook,【 Winter Sale 冬季大減價開始喇 !!!!! 精選產品更低至5折 !!!!! 】| | #RCOutfitters #Triton #Down #Jacket #child #adult #winter #cold... http://someurl,everyone,zh,675517942524739584,675517942524739584,220201238,2015-12-12T03:30:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Facebook,【 AW15 Montane HyperDRY Down Jacket 優質·輕巧·撥水羽絨 】| | #RCOutfitters #Montane #Down #Hyperdry #outdoor #warmth #light... http://someurl,everyone,zh,673086918897307648,673086918897307648,220201238,2015-12-05T10:30:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,多傷感的一幕| 未到失去都唔會知失去有幾傷| 你還好嗎？ #康熙來了 #小s #康永哥 #miss #lost #howareyou #thinkingofyou #sad #upset #down http://someurl,everyone,zh,672143373369651200,672143373369651200,21430281,2015-12-02T20:00:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
IFTTT,吃甜的就會開心| 該來的都會來的| 🙃🙃| #milkcow #milkcowicecream #icecream #dessert #food #cottoncandy #jellybeans #down #lifestyle #li... http://someurl,everyone,zh,668318204511559680,668318204511559680,807177378,2015-11-22T06:40:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Facebook,【 睡袋款式選擇多 點樣揀先至啱？ 】(上)| |  #RCOutfitters #SleepingBag #polyester #down #camping #camp #travel #outdoor #毅成戶外用品 #睡袋... http://someurl,everyone,zh,668058793746554880,668058793746554880,220201238,2015-11-21T13:30:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,黑哨嗎？🖕🏼| 恐怕是今年度打的最悶的一場球| 好加在逆轉勝了✌🏼| #basketballneverstop #ntut #taipeitech #kobe9 #easter #ball #down #ok... http://someurl,everyone,zh,665442686665678848,665442686665678848,617419032,2015-11-14T08:14:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,#20151113| 永遠做不好| 卻還在奢望| #down http://someurl,everyone,zh,665166816625356800,665166816625356800,1920054618,2015-11-13T13:58:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,有時，想念的只是當初最純的信任！如今，剩下的，也只不過是一些不信任！#down  #rainyday i http://someurl,everyone,zh,664821759057641473,664821759057641473,1569684013,2015-11-12T15:07:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Facebook,【 GO OUT Vol.28 刊登了有關Montane羽絨的產品資訊 】| | #RCOutfitters #GoOut #Montane #Down,everyone,zh,663936633914433536,663936633914433536,220201238,2015-11-10T04:30:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,身心俱疲...| 心軟、善良，終究會是讓自己傷痕累累的來源...| #feeling #down #精神壓力 #快發瘋崩潰 #sh*t http://someurl,everyone,zh,663880376490692609,663880376490692609,372254284,2015-11-10T00:46:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,翻妮12歲了| #Fanny #cat #貓咪 #冥誕 #immortalbeloved #cold #winter #down #downjacket 攝於5歲 @ 阿里山 http://someurl,everyone,zh,661434028336156672,661434028336156672,2287772222,2015-11-03T06:45:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,"{'place_id': '018ae05f55572b6f', 'coordinates': {'type': 'Point', 'coordinates': [120.6069132, 23.43863179]}}",,
Instagram,一個二個無lun用，幾杯shot就訓低😂醒未ah！#beatship #tequila #my #ass #down #it #crackheads http://someurl,everyone,zh,660979867802931200,660979867802931200,589882842,2015-11-02T00:40:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Twitter for Android,Whats wrong with #google? | I just got this text: “G-172461”是您的 Google 验证码。and it appears to be #down ?,everyone,zh,659609974641922048,659609974641922048,272111491,2015-10-29T05:57:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,"真是討厭餒～～| 網路這麼不給力，講沒多久又停| 雖然聽不懂在說啥......| 但還是想看！！！| | #down @ Kaohsiung, Taiwan http://someurl",everyone,zh,656445722766667776,656445722766667776,2385216600,2015-10-20T12:23:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,"{'place_id': '00dcc81a0ec32f15', 'coordinates': {'type': 'Point', 'coordinates': [120.267, 22.6333]}}",,
Instagram,如果我用你待我的方式来待你， 恐怕你早已离去。#星期一#不开心#被放鸽子#不高兴#不美丽#下午好#眼镜#帽子#Like #Down#自拍#饿#肚子饿 http://someurl,everyone,zh,655988185781149696,655988185781149696,2375152498,2015-10-19T06:05:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,Kik #2015OKA for all series pics| .| 雖然沒有蛋黃了| 但海邊景色超級美🌅👍🏼💯🈵| .| 偷跑到人家飯店後面拍的| .| #読谷 #喜名 #日落 #sunset #down... http://someurl,everyone,zh,653265108215459841,653265108215459841,14523065,2015-10-11T17:45:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,"{'place_id': 'da71d735df2d0737', 'coordinates': {'type': 'Point', 'coordinates': [127.7216831, 26.39447451]}}",,
Instagram,Kik #2015OKA for all series pics| .| 開到 #喜名 一帶| 靈機一動決定開往海邊追逐#日落 🌞| 一路向西狂奔🚙🌅🚙🌅💨| 為了海平面的蛋黃| .| #sunset #down... http://someurl,everyone,zh,653259184746692608,653259184746692608,14523065,2015-10-11T17:21:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,"{'place_id': 'da71d735df2d0737', 'coordinates': {'type': 'Point', 'coordinates': [127.75414347, 26.40168324]}}",,
Instagram,為什麼天這麼安靜| 所有的雲都跑到我這裡。| | #灰 #down http://someurl,everyone,zh,651305869196566528,651305869196566528,205594736,2015-10-06T07:59:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,超期待的說⋯結果⋯⋯⋯⋯⋯⋯⋯欲哭無淚😭😭😭😭😭 #standardcharteredKLMarathon2015 #cancelled #down http://someurl,everyone,zh,650327708577202176,650327708577202176,241088206,2015-10-03T15:13:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,真不知道到底還要為了不公平的事情和愛我的人爭吵多久...😧| #down http://someurl,everyone,zh,649403665258643457,649403665258643457,372254284,2015-10-01T02:01:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Twitter for iPhone,很ㄎㄧㄤˉ的一天| 我知道有時候笑不是真的在笑| 但是我總是用笑來掩飾自己| 可是我喜歡大笑| 因為笑一笑沒什麼大不了| 莫名的down 😒😒😒| #smile #laughing #down #not #bad http://someurl,everyone,zh,646743412272705538,646743412272705538,591018762,2015-09-23T17:50:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,{'place_id': '017dc116612ca202'},,
Instagram,醒來，發覺枕頭是濕的...| 原來我流了一整夜的淚...| 天亮後，仍帶著傷繼續面對往後的每一天...💔| #絕望 #down #回冷宮 #沉默不語 #sad #cry http://someurl,everyone,zh,646491403569246208,646491403569246208,372254284,2015-09-23T01:08:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,今天真是夠了_| #life #love #art #exhibition #sad #down #cry #white #black #low #cherng #Taipei #Taiwan #view... http://someurl,everyone,zh,646350822629056512,646350822629056512,1899975206,2015-09-22T15:50:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,從學習到陌生 #drum #life #down http://someurl,everyone,zh,646003873925218305,646003873925218305,3250724162,2015-09-21T16:51:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,对不起... 我错了... 给我一个重新来过的机会... 好吗...？| #regret #down #sad #alone #picperday http://someurl,everyone,zh,640872240502951936,640872240502951936,2268244398,2015-09-07T13:00:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
Instagram,何時才會放晴| #down http://someurl,everyone,zh,637933997650276353,637933997650276353,1690517946,2015-08-30T10:24:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#down,,,
