reply_settings,public_metrics,source,author_id,text,created_at,id,conversation_id,lang,search_query,in_reply_to_user_id,referenced_tweets,geo
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,777408465610297345,"#Super flopबन्द| मेरे प्यारे नेताओ| जनता जाग चूकी है, अब सभ्ल जाओ| एक भारतीय. ..",2016-11-28T12:06:10.000Z,803208358471708673,803208358471708673,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,30778976,marooshk #iconic #super #photooftheday #love #fabulous #muse #stylist #fashion #amazing #talent... http://someurl,2016-11-27T01:58:43.000Z,802693100841893888,802693100841893888,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mobile Web (M2),2235826156,Vrrrrrrrrrr Phaaaaa Phaaaaaa .| Baphela abantu Weeee!!! @someuser | ..| #Super sport,2016-11-26T16:30:57.000Z,802550219493740544,802550219493740544,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,17990921,By God.. ankhe khul gayin padh k 😂👍 #Super http://someurl,2016-11-25T16:14:59.000Z,802183813107302400,802183813107302400,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,768124658541625344,@someuser @someuser @someuser @someuser aj Saleem safi sab kam time milny py kuch naraz nzr aaey .#super panel,2016-11-25T15:07:59.000Z,802166951061680128,802143219970621442,hi,#super,2906121275,"[{'type': 'replied_to', 'id': '802143219970621442'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,1229964649,Today is Amazing..| #Super| #Laa haula wa laa quwwata illaa billaah,2016-11-25T14:48:13.000Z,802161977548308480,802161977548308480,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,3197001026,9PM के बाद आप को #SUPER DANCER कितना पसंद है @someuser @someuser @someuser @someuser @someuser @someuser,2016-11-23T10:29:06.000Z,801371994642071552,801371994642071552,hi,#super,,,
everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 11, 'quote_count': 0}",Twitter for Android,4831378251,#500और 1000​की_Note_बंद #हो_सकती #आपकी_ पिक _का _जलवा #हमेशा _रहेगा ☮ ☮ #Nice#Super☮ ☮#Awesome #Superb#zakas★# #बेहतरीन#सुपर_से_ऊपर😍😍 http://someurl,2016-11-23T06:47:10.000Z,801316140903526400,801316140903526400,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,1694266459,@someuser Bhesh Bhesh #Super,2016-11-22T16:52:27.000Z,801106079174119424,801102873597591552,hi,#super,1521463748,"[{'type': 'replied_to', 'id': '801102873597591552'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,284496578,#AR Rahman sir #super star sir#Akshay Kumar # in Endhiran 2.0 First Look http://someurl,2016-11-20T11:44:44.000Z,800303863723069440,800303863723069440,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,700582637254082560,@someuser #Super Julie !!!,2016-11-18T21:30:45.000Z,799726562702598144,799725890238226432,hi,#super,348335808,"[{'type': 'replied_to', 'id': '799725890238226432'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,2875338688,काळाधन पर गाणु आयगो सा ;) (y)| सुणो अर सुणाओ :) :)| #funny #super #amazingsongs http://someurl,2016-11-16T12:15:07.000Z,798861958736973824,798861958736973824,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,734392274210164736,#Super MooN Ye Sirf Pakistanio Ko hi NaZaR Aya Kya ????                LoLlllllllll😂ho Gaya,2016-11-14T18:38:19.000Z,798233619156242434,798233619156242434,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,745657097790992384,@someuser @someuser #super bahi apa kithna pyaar kartha patha chalra,2016-11-14T14:56:41.000Z,798177840193642497,798177061420421121,hi,#super,754667686509117441,"[{'type': 'replied_to', 'id': '798177107599728640'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Postcron App,3199536907,68 साल बाद आज सबसे बड़ा और चमकीला चांद दिखेगा. यह पृथ्वी से करीब 50 हज़ार किलोमीटर करीब होगा. (सुपरमून) | #Super #moon http://someurl,2016-11-14T14:47:03.000Z,798175418377306113,798175418377306113,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,1003435604,#Super-moon khi http://someurl,2016-11-14T13:21:50.000Z,798153970111815680,798153970111815680,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,1549916598,क्या अपने देखा यह वायरल सुपरहॉट डांस विडियो ? | #ViralVideo #Super #HotDance #video #SocialMedia http://someurl,2016-11-14T10:00:02.000Z,798103187966173184,798103187966173184,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,1535280446,Large moon #full #moon #super #canon #photogeaphy @ Khalifa City Abu Dhabi http://someurl,2016-11-14T05:25:55.000Z,798034202545356800,798034202545356800,hi,#super,,,"{'coordinates': {'type': 'Point', 'coordinates': [54.56855483, 24.40635432]}, 'place_id': '00f24ae701a1207b'}"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twit Delay,124424245,Japanese Mens Kimono robe SALE http://someurl via @someuser #mens #style #fashion #ebay #USA #UK #super #deals,2016-11-11T20:11:02.000Z,797169786614640640,797169786614640640,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,181432487,वहीं ख़बर आयी है कि #राहुल गांधी पिछले दो घंटे से इरेज़र लिए 500 और 1000 के नोट्स में एक-एक ज़ीरो मिटा रहा है। 😂😂 | #Super,2016-11-09T03:33:15.000Z,796193910825611265,796193910825611265,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2904601879,#####$$$$$$#$########Super Bhai Jan ##$$$$$$$###super,2016-11-08T17:52:33.000Z,796047773451882497,796047773451882497,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,795249232944971776,#mustwatch #video #Super #Energetic #Motivational #Dialogs of Sandeep Maheswari| http://someurl,2016-11-06T17:12:24.000Z,795312891440336896,795312891440336896,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,45933587,"@someuser | जो भरा नहीं है भावों से, बहती जिसमें रसधार नहीं, | वह ह्रदय नहीं है पत्थर है, जिसमें स्वदेश का प्यार नहीं. वंदे मातरम! #Super!",2016-11-06T13:43:42.000Z,795260369740517377,795260369740517377,hi,#super,1320600308,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2694167082,Hahahahaha.... Maine bhi yahi sochk rakha tha..  😂😂😂😂| #Super http://someurl,2016-11-05T13:16:56.000Z,794891248402243584,794891248402243584,hi,#super,,"[{'type': 'quoted', 'id': '794804373763174400'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,4606097654,तिहरी भूमिका में नजर आ सकते है रजनीकांत| http://someurl| #bollywood #super #actor http://someurl,2016-11-04T08:31:08.000Z,794456936053817344,794456936053817344,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,788357713,इंटरवल तक #AnushkaSharma इंटरवेल के बाद #AishwaryaRai और क्या चाहिए आपको फिर रणबीर फ्री में। | #ADHM #breaking #super http://someurl,2016-10-29T14:13:51.000Z,792368856371200000,792368856371200000,hi,#super,,,{'place_id': '4093957f0fab11d6'}
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,3287238848,@someuser Atta Adiripoyindi Photo Em #Stylish Ga Unnadu #Guru #Super 👌👌👌. #Style Ka Baap Mana #BabuBangaram 👌👌👌,2016-10-27T10:55:24.000Z,791594136998518786,791592746062524418,hi,#super,170191415,"[{'type': 'replied_to', 'id': '791592746062524418'}]",
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2520113941,@someuser  Puyalae puyalae pothi vacha puyalae Punnagaiyaalae ennai thaakkum puyalae 😍😘😘😘😘 #Sunmusic #anchor #Super🌟 http://someurl,2016-10-26T07:09:17.000Z,791174848747896832,791169363558539264,hi,#super,1674995065,"[{'type': 'replied_to', 'id': '791169363558539264'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hootsuite,1964500620,#Super star with#illaya thalapathy Rare pic http://someurl,2016-10-26T04:00:33.000Z,791127351576977409,791127351576977409,hi,#super,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,785438963817443328,@someuser| तू जो मंद मंद मुस्कुराता😃रहता है मेरे मौला| पता है कितने दुखो को जड़| से उखाड़ देता है ये जादू😘 ..#super duper hit msg,2016-10-25T01:31:20.000Z,790727413080608768,790727413080608768,hi,#super,2852359916,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App,443966728,@someuser  @someuser  neevibbaru #bat itkondiro #Super #batsmen nimma abhinayakke thale bhaagi #wicket galada #prekshakaru naavu,2016-10-23T19:07:07.000Z,790268330774978560,790268330774978560,hi,#super,446217897,,
everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,718519564946964480,Kobaa sai gadi jehuneedho?| #Kalheh tha noonee #MilkTea eh tha?| #Super #MilkTea hama thafaathey ☝️️ http://someurl,2016-10-23T11:09:08.000Z,790148044985544705,790148044985544705,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,165634922,Kya bhai yahan pe v sab k watt lagwate ho field k tarah.. #super http://someurl,2016-10-22T18:21:06.000Z,789894361714524161,789894361714524161,hi,#super,,"[{'type': 'quoted', 'id': '789863084772982784'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,743701825119911936,@someuser #Super Hit Lion Heart Kirpaa Banay Rakhanaji,2016-10-21T02:32:54.000Z,789293355289174016,789138915974270976,hi,#super,2852359916,"[{'type': 'replied_to', 'id': '789138915974270976'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,764478739552079872,"@someuser #Super Hit Lion Heart Pita Ji boore loogo kea sabhi jooth sab ke samne aa jae , vo loog apne jaal me khood fas jae har jae",2016-10-20T18:25:01.000Z,789170574538924032,789138915974270976,hi,#super,2852359916,"[{'type': 'replied_to', 'id': '789138915974270976'}]",
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,2893525424,"@someuser #Super| अदा उनकी क़यामत सी कातिल,| नज़र उनकी करे सबको घायल,| वो परी हूर की है चमक नूर सी,| हुए उनकी चाहत में कितने ही पागल... http://someurl",2016-10-20T16:33:00.000Z,789142381786460160,789138915974270976,hi,#super,2852359916,"[{'type': 'replied_to', 'id': '789138915974270976'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,4055386514,"Wah what laga dali #Super | अब तक किसी को नहीं मारा,| लेकिन अब जो मुझे रोकेगा, मरेगा।| http://someurl",2016-10-17T03:54:04.000Z,787864227000229888,787864227000229888,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 7, 'quote_count': 1}",hindi.news24online.com,34206701,मोदी साधारण इंसान नहीं सुपर मानव हैं #Modi #Super #Human http://someurl http://someurl,2016-10-14T17:09:42.000Z,786977292639539200,786977292639539200,hi,#super,,,
everyone,"{'retweet_count': 18, 'reply_count': 7, 'like_count': 29, 'quote_count': 0}",Twitter Web Client,110947366,"#मोदीजी, जब संध कार्यालय मे झाडू लगाते थे तब देश में #Super #Computer और सुचना #क्रांति पुरे #भारत में स्थापित हो चुका था. @someuser http://someurl",2016-10-10T06:46:12.000Z,785370833367597056,785370833367597056,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,731888237023617024,#Super| सार्क के अध्यक्ष नेपालने | यह कहकर | सार्क सम्मेलन स्थगित कियाहैकि| सीमापार आतंक के कारण  | सम्मेलन स्थगित किया जाताहै!.| एकबडी उपलब्धि!,2016-10-02T17:23:14.000Z,782632042802581504,782632042802581504,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,3287238848,"#8YearsForChintakayalaRavi Look Maintain Cheyadam Lo #Venky Taravate Evarina #Stylish, #Handsome & #YoungLook  Tho #Super #ChintakayalaRavi http://someurl",2016-10-02T05:55:45.000Z,782459034305572864,782459034305572864,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,74714799,@someuser is ghaint! #super,2016-09-27T00:01:56.000Z,780558054014148608,780558054014148608,hi,#super,22412376,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,3738235098,@someuser Tujhe ek sachche Hindustani ka #shap..| Teri Raees bhi hogi #super flop.. http://someurl,2016-09-24T15:34:17.000Z,779705521007955969,779705521007955969,hi,#super,1494155622,"[{'type': 'quoted', 'id': '779363055071178752'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",Twitter Web Client,4262434934,Amitabh Bachchan #PINK #Super Hit Hindi Movie http://someurl via @someuser,2016-09-23T12:40:20.000Z,779299357199925249,779299357199925249,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,752581891132387328,@someuser @someuser | Bht #Zabardst Likha #Aamir_Bhai #Super #Duper Column Hai...Maza Aa Gaya #WellDone,2016-09-23T09:20:22.000Z,779249036419338240,779187216216121345,hi,#super,2177139587,"[{'type': 'replied_to', 'id': '779187216216121345'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram,2581951375,tEnu vEkh vEkh chALde nE #brAnd tUu nirri #fAsion kUdiye #LoveYou #Guru #super #sweet #cute... http://someurl,2016-09-23T02:27:01.000Z,779145012294590464,779145012294590464,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,775952317044563968,#Super thalapathy # Vijay http://someurl,2016-09-18T15:16:21.000Z,777526683410857984,777526683410857984,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,763993804223287296,Duniya me koi chiz muskil ya namumkin nhi h | Ye kar dikhaya #super dancer ke | #dev varsney ne | Huyi aankh num or ye dil muskuraya| Waaw super,2016-09-17T05:22:36.000Z,777014872492171264,777014872492171264,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,3107520560,जीवन से भरी तेरी आँखें | मजबूर करे जीने के लिए | #super star Rajesh Khanna | @someuser,2016-09-16T17:10:14.000Z,776830568038174720,776830568038174720,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetCaster for Android,136756430,"Watch #Bulleya – Ae Dil Hai Mushkil |Aishwarya, Ranbir  | Amit Mishra on #YouTube - http://someurl #super #wow #MusicK 😇😈😈😈😙",2016-09-16T09:52:04.000Z,776720296246149120,776720296246149120,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 1}",hindi.news24online.com,34206701,"भारत में दौड़ेगी हवाई जहाज से तेज चलने वाली ट्रेन, इतनी होगी स्पीड #super #sonic #train http://someurl http://someurl",2016-09-15T23:40:40.000Z,776566433782181888,776566433782181888,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,30007623,SUPER SAIYAJIN!!!!! #super #saiyan #ss #ss1 #ss2 #ss3 #ss4 #fusion #goku #vegeta #gohan #goten... http://someurl,2016-09-14T21:33:07.000Z,776171947071721473,776171947071721473,hi,#super,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",hindi.news24online.com,34206701,पटना की प्रणति बनीं एमटीवी सुपर मॉडल #Patna #Super #Model #Pranati http://someurl http://someurl,2016-09-12T21:13:13.000Z,775442161856749568,775442161856749568,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,1597635367,"Karachi:      #Super Highway New Sabzi Mandi K Qareeb Police Muqabla,1 Daku Halak, | *| N Nazimabad Me Firing Se Khatoon Samet 2 Afrad Zakhmi.",2016-09-11T15:10:27.000Z,774988481286303744,774988481286303744,hi,#super,,,
