reply_settings,lang,conversation_id,referenced_tweets,author_id,public_metrics,id,text,source,created_at,search_query,geo,in_reply_to_user_id
everyone,nl,760596042559655936,,758024880923312132,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",760596042559655936,0000 jaewon #heartbroken .......</3,Twitter for iPhone,2016-08-02T22:00:02.000Z,#heartbroken,,
everyone,nl,760571229233410049,,756750466822856704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",760571229233410049,jy leer gou genoeg wie jou ware vriendinne is #heartbroken :(,Twitter for Android,2016-08-02T20:21:26.000Z,#heartbroken,,
everyone,nl,760404605406765056,"[{'type': 'quoted', 'id': '760400687805104128'}]",720257766,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",760404605406765056,"Waarom wil je geen kinderen, Yasmina? -Omdat ik ze niet in zon wereld wil laten opgroeien. #heartbroken http://someurl",Twitter Web Client,2016-08-02T09:19:20.000Z,#heartbroken,,
everyone,nl,759776028583534592,"[{'type': 'replied_to', 'id': '759776028583534592'}]",700394930523365376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",759805851683086337,@someuser Kya Aap hme miss karoge?? Hamare baare mein sochoge?? #Heartbroken. 💔💔💔💔💔💔💔💔💔💔,Twitter for Android,2016-07-31T17:40:06.000Z,#heartbroken,,700394930523365376
everyone,nl,758394320399503360,"[{'type': 'replied_to', 'id': '758394320399503360'}]",726853369466355712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",758394565267222528,@someuser een berichtje terug met ik heb een vriend. #heartbroken,Twitter for Android,2016-07-27T20:12:09.000Z,#heartbroken,,94087545
everyone,nl,756621701329330176,,2615828840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",756621701329330176,"Misschien kan ik wel niet slapen, omdat ik me nu leeg voel na de afloop van de vierdaagsefeesten #heartbroken",Twitter for iPhone,2016-07-22T22:47:25.000Z,#heartbroken,,
everyone,nl,753991497905733632,,319210935,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",753991497905733632,Ik zou blij moeten zijn | - want de #GhostRockers rockten er vandaag zoooo dubbel op los - | Maar dat ben ik niet. | #Heartbroken #realtears,Twitter for Android,2016-07-15T16:35:56.000Z,#heartbroken,,
everyone,nl,752758768350457856,,196941150,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",752758768350457856,VICTIM SOEK ANTWOORDE| #girlfriend #boyfriend #heartbroken | http://someurl http://someurl,TweetDeck,2016-07-12T06:57:30.000Z,#heartbroken,,
everyone,nl,750795932766179329,,735484924019376128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",750795932766179329,#Liveme #heartbroken #needsupport #WAL #POR~Blaze Steels #onairnow| http://someurl http://someurl, KEWL,2016-07-06T20:57:54.000Z,#heartbroken,,
everyone,nl,747194737799598081,"[{'type': 'replied_to', 'id': '747194962907926528'}]",1125375001,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",747195389888073728,@someuser jammer genoeg wel #heartbroken,Twitter for Android,2016-06-26T22:30:37.000Z,#heartbroken,,2431126445
everyone,nl,746212746698514437,,19104706,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",746212746698514437,Niet alle Britten over dezelfde kam scheren als je blieft. #heartbroken http://someurl,Twitter for Windows,2016-06-24T05:25:57.000Z,#heartbroken,,
everyone,nl,745588316695838720,"[{'type': 'quoted', 'id': '745587304677314560'}]",2272839744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",745588316695838720,Ameen | #HeartBroken 😭😭 http://someurl,Twitter Web Client,2016-06-22T12:04:41.000Z,#heartbroken,,
everyone,nl,745290565273673729,,2608780599,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",745290565273673729,Hoe kan ik nu series kijken zonder popcorn time.. #heartbroken #nomoneyforNetflix #goingtomissPLLtonight #SaveHannah,Twitter for iPhone,2016-06-21T16:21:32.000Z,#heartbroken,,
everyone,nl,744507248341356544,"[{'type': 'replied_to', 'id': '744507792011235332'}]",1952422460,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",744508175001477120,@someuser @someuser Maar de meeste van de mijnen #HeartBroken 💔,Twitter for Android,2016-06-19T12:32:35.000Z,#heartbroken,,719264969020321792
everyone,nl,743669754146230272,"[{'type': 'retweeted', 'id': '743665853586112513'}]",374513273,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",743669754146230272,RT @someuser Het houdt niet op...#heartbroken #ripJoCox http://someurl,Twitter for iPad,2016-06-17T05:01:00.000Z,#heartbroken,,
everyone,nl,743665853586112513,,428323531,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",743665853586112513,Het houdt niet op...#heartbroken #ripJoCox http://someurl,Twitter for Windows Phone,2016-06-17T04:45:30.000Z,#heartbroken,,
everyone,nl,742592081194057728,,184484293,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",742592081194057728,Eerste dag gaan werken en Daiyko moeten thuislaten .. #heartbroken,Twitter for iPhone,2016-06-14T05:38:43.000Z,#heartbroken,,
everyone,nl,741313194283655168,"[{'type': 'replied_to', 'id': '741313194283655168'}]",2345806861,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",741313279591600128,@someuser Kan helaas niet komen #HeartBroken,TweetDeck,2016-06-10T16:57:13.000Z,#heartbroken,,2732566962
everyone,nl,735551707606835200,,274606420,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",735551707606835200,Dat moest ik eigenlijk echt niet zien staan tussen mijn herinneringen op Facebook... #firstlove #heartbroken,Twitter Web Client,2016-05-25T19:22:47.000Z,#heartbroken,{'place_id': 'e62e717b45ee0a92'},
everyone,nl,735367900488404992,,4102517139,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",735367900488404992,Als je door de #tentamenweek @someuser nooit meer ziet... #heartbroken #zoalleen #ikraakjekwijt http://someurl,Twitter for Android,2016-05-25T07:12:24.000Z,#heartbroken,,
everyone,nl,734373986545598464,"[{'type': 'replied_to', 'id': '734445121941430274'}]",457769916,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",734460293976367105,"@someuser ik waardeer de erkenning, maar de pijn blijft. #heartbroken",Twitter for iPhone,2016-05-22T19:05:54.000Z,#heartbroken,,4332284020
everyone,nl,734428706572251137,"[{'type': 'replied_to', 'id': '734428706572251137'}]",610243165,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",734429402717687808,"@someuser @someuser  Ai Bobby! My hart so seer, hy het so verdien om te wen :( #heartbroken",Twitter for BlackBerry,2016-05-22T17:03:09.000Z,#heartbroken,,26518339
everyone,nl,733385385464717313,,305214849,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",733385385464717313,"Kende da, iemand graag zien en het hem zelfs ni durven te zeggen... #heartbroken 😞",Twitter for iPhone,2016-05-19T19:54:36.000Z,#heartbroken,{'place_id': 'b74eed26736eb241'},
everyone,nl,732677739422056448,"[{'type': 'retweeted', 'id': '732664315170394112'}]",1864344162,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",732677739422056448,RT @someuser Ooh ik ga Sven en Amanda zo missen. #mijnpopup #heartbroken,Twitter for Android,2016-05-17T21:02:40.000Z,#heartbroken,,
everyone,nl,732664315170394112,,447149328,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",732664315170394112,Ooh ik ga Sven en Amanda zo missen. #mijnpopup #heartbroken,Twitter for iPhone,2016-05-17T20:09:19.000Z,#heartbroken,,
everyone,nl,726722728124907520,,793530356,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",726722728124907520,Op deze manier zit ik nog voor het einde vh jaar vol met memorium tattoos. Verdomme. #heartbroken,TweetCaster for Android,2016-05-01T10:39:34.000Z,#heartbroken,,
everyone,nl,726024267582853120,,705687658618605568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",726024267582853120,pff ze was nog maar een kwartier in onze groep #heartbroken #KSJ4TOE,Twubs,2016-04-29T12:24:08.000Z,#heartbroken,,
everyone,nl,723226589161480192,,4028580915,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",723226589161480192,#PRINCE #RIP #Heartbroken in disbelief #Whenthefanscry,Twitter for Android,2016-04-21T19:07:10.000Z,#heartbroken,{'place_id': '0043ce7c1cad5c16'},
everyone,nl,723209559557455872,,191217579,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",723209559557455872,"Ok, #Prince, jij stoute perfectionist. Ik ga nu weer een brief aan je schrijven. Postuum en met 1 hand. #heartbroken",Twitter for iPhone,2016-04-21T17:59:30.000Z,#heartbroken,,
everyone,nl,723207692840357888,,110651457,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",723207692840357888,hoe kan ik mij nu nog sexy voelen ... #Prince #heartbroken,Twitter Web Client,2016-04-21T17:52:05.000Z,#heartbroken,{'place_id': '67687709552688fe'},
everyone,nl,722134307070996481,"[{'type': 'replied_to', 'id': '722135159739428864'}]",88261031,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",722136021694078978,@someuser ik dacht nu echt daje me gern zag #HeartBroken #sadforlife,Twitter for Android,2016-04-18T18:53:38.000Z,#heartbroken,,1389916236
everyone,nl,712398946350587905,,303168229,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",712398946350587905,Als je wist hoe erg ik je mis en dat k gewoon niet zonder je kan zou je woede dan verdwijnen..... #heartbroken,Twitter for Android,2016-03-22T22:01:59.000Z,#heartbroken,,
everyone,nl,712346707003105280,"[{'type': 'replied_to', 'id': '712350366902456320'}]",1178613632,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",712350569977937920,@someuser @someuser ja kdenkt lijk dak morgen mijn examen nie gaan kunnen maken hierdoor #heartbroken,Twitter Web Client,2016-03-22T18:49:45.000Z,#heartbroken,,2717947355
everyone,nl,710848666697859072,,2419236007,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",710848666697859072,Info. #nieuwe locatie is helaas weer vertraagd... #feel #heartbroken dus ben aan t uitbreiden van #dekelder opzoek naar #terrijn #freestijl,Twitter for Android,2016-03-18T15:21:43.000Z,#heartbroken,{'place_id': '1b6ebeaa6394f50e'},
everyone,nl,709673466115592192,,26987563,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",709673466115592192,@someuser @someuser Waarom heeft @someuser nog geen lightspeed maar wel shopify subscriptions in de app 💔#heartbroken,Tweetbot for Mac,2016-03-15T09:31:54.000Z,#heartbroken,,367960097
everyone,nl,707991988466032640,"[{'type': 'retweeted', 'id': '707672251261427713'}]",463854871,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",707991988466032640,RT @someuser Check @someuser nieuwe videoclip! #Heartbroken http://someurl http://someurl,Twitter Web Client,2016-03-10T18:10:18.000Z,#heartbroken,,
everyone,nl,707913426568347653,,353929652,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",707913426568347653,De clip al gezien van de nieuwe @someuser #heartbroken| http://someurl| http://someurl,TweetDeck,2016-03-10T12:58:07.000Z,#heartbroken,,
everyone,nl,706588214405046273,"[{'type': 'replied_to', 'id': '706588214405046273'}]",461170231,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",707816074549600257,@someuser Ik was niet uitgenodigd.. #heartbroken,Twitter for Android,2016-03-10T06:31:17.000Z,#heartbroken,{'place_id': 'b3397c61b7800b04'},1307424229
everyone,nl,707672251261427713,,995325798,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}",707672251261427713,Check @someuser nieuwe videoclip! #Heartbroken http://someurl http://someurl,Twitter Web Client,2016-03-09T20:59:47.000Z,#heartbroken,,
everyone,nl,706570442933452800,"[{'type': 'replied_to', 'id': '706570442933452800'}]",107191252,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",706572428345024512,@someuser #heartbroken over dit einde 😭 ik kan vannacht niet slapen.. 💔,Twitter for iPhone,2016-03-06T20:09:29.000Z,#heartbroken,,25728212
everyone,nl,706570474969554948,,107191252,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",706570474969554948,Echt. Wie. Heeft. Dit. Bedacht? 😭😭😭😭 #heartbroken @someuser,Twitter for iPhone,2016-03-06T20:01:43.000Z,#heartbroken,,
everyone,nl,703992901097930753,"[{'type': 'replied_to', 'id': '704060067063193601'}]",407091134,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",704060947820892163,@someuser @someuser wanneer komen er 11 afleveringen ipv 10? Heb ik 1 week extra om zakdoekjes&chocola in te kopen😂 #heartbroken door mv💔,Twitter for iPhone,2016-02-28T21:49:45.000Z,#heartbroken,,491232013
everyone,nl,703299592998277120,"[{'type': 'retweeted', 'id': '702762349099352064'}]",3300653883,"{'retweet_count': 13, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",703299592998277120,RT @someuser .@someuser brengt in primeur #heartbroken voor de allereerste keer live! Check t: http://someurl http://someurl,Twitter for iPhone,2016-02-26T19:24:24.000Z,#heartbroken,,
everyone,nl,702895490397040640,"[{'type': 'retweeted', 'id': '702748818601857024'}]",463854871,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",702895490397040640,RT @someuser In PRIMEUR! @someuser brengt voor het eerst zijn single #heartbroken live in de #grotepet.,Twitter Web Client,2016-02-25T16:38:38.000Z,#heartbroken,,
everyone,nl,702762349099352064,,19451065,"{'retweet_count': 13, 'reply_count': 3, 'like_count': 23, 'quote_count': 0}",702762349099352064,.@someuser brengt in primeur #heartbroken voor de allereerste keer live! Check t: http://someurl http://someurl,Twitter Web Client,2016-02-25T07:49:35.000Z,#heartbroken,,
everyone,nl,702748818601857024,,19451065,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 19, 'quote_count': 0}",702748818601857024,In PRIMEUR! @someuser brengt voor het eerst zijn single #heartbroken live in de #grotepet.,Twitter Web Client,2016-02-25T06:55:49.000Z,#heartbroken,,
everyone,nl,701871341058846721,"[{'type': 'retweeted', 'id': '701870302419099650'}]",233383449,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",701871341058846721,RT @someuser @someuser Wel jammer dat je oude koeien uit de sloot haalt.. :-( Ik dacht dat onze liefde puur was.. #heartbroken ^Fré,Twitter for iPhone,2016-02-22T20:49:02.000Z,#heartbroken,,
everyone,nl,701871335199346688,,60609176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",701871335199346688,"De droom is kapot, geen lesbian romance in De mol. #heartbroken #demol",Twitter for Android,2016-02-22T20:49:01.000Z,#heartbroken,,
everyone,nl,701866377171353600,"[{'type': 'replied_to', 'id': '701868857343025153'}]",7385462,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",701870302419099650,@someuser Wel jammer dat je oude koeien uit de sloot haalt.. :-( Ik dacht dat onze liefde puur was.. #heartbroken ^Fré,Salesforce - Social Studio,2016-02-22T20:44:54.000Z,#heartbroken,,233383449
everyone,nl,701488014971822080,,40840025,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",701488014971822080,Dat was dan 6 seizoenen #WhiteCollar.. Im #heartbroken.. Pon di search voor een nieuwe serie,Twitter for iPhone,2016-02-21T19:25:50.000Z,#heartbroken,,
everyone,nl,699695537356931072,"[{'type': 'replied_to', 'id': '700032956455374848'}]",2482065865,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",700033702450089984,@someuser @someuser vanmorgen zei ge nog dat haar stink eye niks voorstelde tov die van mij 💔 #HeartBroken,Twitter for iPhone,2016-02-17T19:06:55.000Z,#heartbroken,,2472619490
