reply_settings,public_metrics,source,author_id,text,created_at,id,conversation_id,lang,search_query,geo,in_reply_to_user_id,referenced_tweets
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,44656403,"El del Uber trae banda, a esta hora, y no me molesta en lo absoluto. #worried",2016-11-29T13:51:30.000Z,803597256951664640,803597256951664640,es,#worried,{'place_id': 'b19e24ce42ccd6aa'},,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,226236617,"@someuser #tenimunproblema pero eh, #worried",2016-11-26T15:58:36.000Z,802542078110666753,802229440587698176,tl,#worried,,808618158,"[{'type': 'replied_to', 'id': '802541594167521280'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,724396652161851394,Y ahí está el dilema: ¿Cómo ayudarlo pero a la vez evitar que él se vuelva a ilusionar conmigo? | #worried #missyou #feelings http://someurl,2016-11-19T06:26:18.000Z,799861337279102976,799861337279102976,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Mac,33541675,"Después de saber hay gente tan enferma, que mi hermana lleve 3 horas perdida no es algo chevere :S #worried",2016-11-19T04:19:06.000Z,799829326908760064,799829326908760064,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,4884650290,Lo cierto es que creo que Martín baila mejor que yo #worried #FirstDates185,2016-11-17T21:49:47.000Z,799368963415244800,799368963415244800,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2551467734,"Sept 30, 2016| | #happy #sad #worried| #storm #thunderstorm #bitersweet #real #dream #carwreck... http://someurl",2016-11-16T00:42:35.000Z,798687675280719873,798687675280719873,en,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,613186204,@someuser pero te van a ir a buscar al final? #Worried,2016-11-13T05:16:41.000Z,797669493937946624,797669013925072896,es,#worried,{'place_id': '008be613029d4ca5'},71432206,"[{'type': 'replied_to', 'id': '797669370533183488'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,70337465,Esque en verdad tantas cosas dn el futuro dependen de nuestra generacion 😮😮 #worried,2016-11-10T06:03:47.000Z,796594182542462976,796594182542462976,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,637291126,Solo passi indietro vedo fare a questo mondo... #USElection2016 #worried     http://someurl,2016-11-09T09:18:42.000Z,796280844486922241,796280844486922241,it,#worried,{'place_id': '2fc6bcfdd209a02d'},,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,167515327,@someuser todavia faltan algunos estados... esperemos q eso cambie!!! #worried,2016-11-09T03:52:20.000Z,796198711357566977,796184629434687489,es,#worried,,20414207,"[{'type': 'replied_to', 'id': '796184629434687489'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone,783654756,"👵🏻 me dice Mija me voy a dormir, si gana Hillary me levanta si gana el loco no me levante 😂😭 🇺🇸 #ElectionNight #worried #AmericaDecides",2016-11-09T02:41:23.000Z,796180859661512704,796180859661512704,es,#worried,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,489523880,Ay diosito.... #worried,2016-11-09T01:14:34.000Z,796159008075812864,796159008075812864,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,3232131980,"Estoy preocupada.  Se lo que es ir al salon, que te pasen la plancha y que este lloviendo.  Ufff la humedad que mata! #worried",2016-11-06T17:48:36.000Z,795322003808993280,795322003808993280,es,#worried,{'place_id': 'ac6fea0297ea027f'},,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,273299881,"Descuide, no se siente nada... #inktober2016 #worried #agujaenelojo http://someurl",2016-11-01T20:40:36.000Z,793553347198550016,793553347198550016,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,163262820,A cuidar la tierra!! #worried #Antesqueseatarde #AntesQueSeaDemasiadoTarde,2016-10-31T02:37:09.000Z,792918300250501120,792918300250501120,es,#worried,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,30061568,"@someuser @someuser @someuser seis puntos en el promedio de encuestas, para esta elección no es nada!!! #Worried",2016-10-29T17:25:44.000Z,792417145795678208,792416761240891393,es,#worried,,343044138,"[{'type': 'replied_to', 'id': '792416761240891393'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,251781013,Despejar la mente fácil decirlo difícil hacerlo la mente es como un caudal de aguas turbulentas #worried,2016-10-27T15:17:17.000Z,791660045184401408,791660045184401408,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,192635029,Poniéndome al día #harrypotter #day12 #inktober #inktober2016 #worried http://someurl,2016-10-26T03:47:44.000Z,791124125905551360,791124125905551360,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram,15489177,Día13/31 inktober la palabra era #Asustado  #Worried <----- Para nada es mi hermano xD #Bro... http://someurl,2016-10-21T04:31:12.000Z,789323126643523585,789323126643523585,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,399707373,Esto describe perfectamente mi estado de la semana pasada xD #worried #inktober #inktober2016... http://someurl,2016-10-18T14:48:56.000Z,788391417471270912,788391417471270912,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,179894276,"Como me manche, me van a matar... #worried #inktober2016 #inktoberspain2016 #inktober #piojobasagoiti http://someurl",2016-10-17T07:41:18.000Z,787921413063733248,787921413063733248,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",IFTTT,563120761,Alguien regáleme un color carne 😭. Esto es lo que se me vino a la mente con #worried el ... http://someurl http://someurl,2016-10-17T06:32:13.000Z,787904026985828352,787904026985828352,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,87328973,Día 12 atrasada atrasadaaaa #inktober #inktober2016 #worried 😱 http://someurl,2016-10-16T04:19:13.000Z,787508168821772288,787508168821772288,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,338832454,Nuevamente poniéndome al corriente Día 12 #worried #inktober #inkyober2016 #inktobermexico #punk... http://someurl,2016-10-16T02:03:37.000Z,787474045084270592,787474045084270592,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,273299881,Gótico marciano #inktober2016 #worried http://someurl,2016-10-15T22:46:30.000Z,787424438484688896,787424438484688896,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,119542330,#inktober #day12| #spaceship - #worried| Es divertido poder poner a mis #personajes en situaciones... http://someurl,2016-10-15T21:10:36.000Z,787400306057371648,787400306057371648,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,357012322,"Seguimos experimentando, #worried #Magicalgirl. Sketch sucio, muy rápido y sin manos (bueno eso... http://someurl",2016-10-15T18:23:43.000Z,787358307140800512,787358307140800512,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,4621991,Ese calentamiento global no respeta ni a los más vulnerables. Es preocupante.| | #worried #day12... http://someurl,2016-10-15T17:21:16.000Z,787342590706323456,787342590706323456,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,485083051,Cuando estoy #cosiendo y estoy #preocupada de no llegar con los tiempos...| | #Dia12 #Worried... http://someurl,2016-10-15T05:28:22.000Z,787163185208029185,787163185208029185,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,127655895,Late #inktober2016 #day12 #hibi #worried #girl #boobs #afro #drawingoftheday http://someurl,2016-10-14T22:06:55.000Z,787052090791174145,787052090791174145,en,#worried,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,1331072731,"Plan A no? Pues B, C, D....😎 #worried @someuser",2016-10-14T21:39:48.000Z,787045264804737024,787045264804737024,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,54657480,Day 12 #worried ✍| A little late.| .| .| .| .| .| .| Es necesario? Es necesario.| #Day12 #DayTwelve... http://someurl,2016-10-14T21:07:35.000Z,787037157647126528,787037157647126528,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,783062779586486272,"#Inktober día 12, en Ars Vita| | Día 12: Worried by Ángel | | #inktober2016 #worried #lineart http://someurl",2016-10-14T19:24:49.000Z,787011294167564289,787011294167564289,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,1223603623,#inktober #illustration #orange #naranja #worried @ XXI Ayuntamiento Mexicali http://someurl,2016-10-14T19:05:05.000Z,787006330401804288,787006330401804288,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,87211865,Preocupad@ #inktober http://someurl #inktober2016 #worried #preocupado #preocupada #sketchbook #jenga #inktoberdia12 #inktoberday12,2016-10-14T05:25:10.000Z,786799992660865024,786799992660865024,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,988953710,"#inktober #day12 #worried 💛 @ Córdoba, Argentina http://someurl",2016-10-14T04:02:18.000Z,786779137734090757,786779137734090757,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",WordPress.com,40145994,Día 12: Bob Dylan #inktober #worried http://someurl http://someurl,2016-10-14T03:18:46.000Z,786768182988066816,786768182988066816,cy,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web Client,243313524,#Inktober #inktober2016 #transport #worried #scared| | -sutil referencia a Meitantei Conan incluida en el último http://someurl,2016-10-13T22:30:22.000Z,786695603623428096,786695603623428096,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,1265600635,"#inktober #worried | El miedo; todos imaginan terror, algo que jamás quieren ver,  algo que por... http://someurl",2016-10-13T18:38:07.000Z,786637155472932864,786637155472932864,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Twitter for iPhone,2846205333,#preocupada de tal vez ser la única #rara pensando en esto... | /| #inktober #day12 #worried @someuser @someuser @someuser #illustration http://someurl,2016-10-13T18:27:21.000Z,786634446208323584,786634446208323584,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram,785131549062823936,inktoberday12 #inktober Con el tema #preocupado #worried| | No hay día que no se preocupe por su... http://someurl,2016-10-13T17:34:52.000Z,786621239288815617,786621239288815617,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,252333934,Día 12 #day12 #worried @someuser inktober #inktober #inktober2016 #drinkndrawdf #draw #ink... http://someurl,2016-10-13T06:14:58.000Z,786450136931012612,786450136931012612,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,66825259,"Y ahora un #Batman para el #Inktober 12, #Worried #Inktober2016 #HashTag http://someurl",2016-10-13T05:57:14.000Z,786445673923305472,786445673923305472,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,70594853,"Día 12 de inktober, preocupado por terminar tarde :( #inktober2016 #inktober #ink #worried... http://someurl",2016-10-13T05:49:20.000Z,786443685504258048,786443685504258048,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,18122335,Late! Late! Late! #inktober2016 #worried #aliceinwonderland #whiterabbit #inktober http://someurl,2016-10-13T05:02:06.000Z,786431796598542336,786431796598542336,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,1260932516,Son demasiado parecidos! 😟✍🏼️😃 #inktober #inktober2016 #day12 #worried http://someurl,2016-10-13T04:56:34.000Z,786430406253879296,786430406253879296,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2992228012,"Décimo segundo día de #Inktober #Worried| Ikana, cuando se enteró que su padre dedujo sobre su homosexualidad.| #Inktober2016 #InktoberMexico http://someurl",2016-10-13T04:47:12.000Z,786428046534291456,786428046534291456,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,221111921,Apagué el horno o nooo!?!?!? 😱 😱 😱 😱 #Inktober #inktober2016 #worried #day12 #inktoberday12... http://someurl,2016-10-13T03:55:27.000Z,786415026034905088,786415026034905088,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT,281809107,Día 12. WORRIED| .| .| #l #worried #ink #noerase #inktober #inktober2016 #pen #boligrafo #hands #face #draw #drawing... http://someurl,2016-10-13T03:27:34.000Z,786408008528134144,786408008528134144,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,704016114,"#Inktober dia 12| El prompt #worried capaz me aplica, tuve esa cosa donde te late el ojo todo el día| #Inktober2016| Twitchy eye http://someurl",2016-10-13T02:50:49.000Z,786398758779154432,786398758779154432,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,777727340675788800,Perdón que este hecho a la rápida :/| #inktober #worried http://someurl,2016-10-13T02:35:39.000Z,786394943510183936,786394943510183936,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,118277287,Como que no me salió. 🙈🙉🙊😹😹😹Jajaja | | #Quepena #inktober #day12 #worried #stevenuniverse #pearl... http://someurl,2016-10-13T01:26:50.000Z,786377624079654913,786377624079654913,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,24491957,#inktober2016 Día 12.- #worried 󾇒 la ultima zanahoria... Eso si es para preocuparse! 󾌡󾀾 | .- #inktober #ink... http://someurl,2016-10-12T23:54:13.000Z,786354315581587456,786354315581587456,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram,331100267,Antes de que se me acabe el día #Day12 #inktober #inktober2016 todays prompt was #worried... http://someurl,2016-10-12T21:44:46.000Z,786321741081706496,786321741081706496,es,#worried,"{'coordinates': {'type': 'Point', 'coordinates': [2.3508, 48.8567]}, 'place_id': '09f6a7707f18e0b1'}",,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,335054798,#worried la preocupación de un nuevo asalto. | -| #art #sketchbook #sketch #goblins #dibujo... http://someurl,2016-10-12T21:44:00.000Z,786321546495295488,786321546495295488,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,117390189,"La palabra de hoy era #Worried,  pero por las puras es!! :)... http://someurl",2016-10-12T20:45:01.000Z,786306701930663937,786306701930663937,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram,453345258,Día 12 - Here comes a thought| #inktober #worried http://someurl,2016-10-12T19:59:55.000Z,786295353599492096,786295353599492096,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,461040524,Duodécimo dia del reto #inktober . Esta vez era dia era #worried (preocupado) asi que hice a... http://someurl,2016-10-12T19:50:26.000Z,786292964968501248,786292964968501248,es,#worried,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram,461949150,Duodecimo día de #inktober . Esta vez era la palabra #worried (preocupado) e intente hacer algo... http://someurl,2016-10-12T19:50:25.000Z,786292963303428096,786292963303428096,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,59328024,Day 12 #worried #inktober #inktober2016 #ink #drawing #illustration ...cada vez que sube las... http://someurl,2016-10-12T19:23:17.000Z,786286133672017920,786286133672017920,es,#worried,,,
everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,1324062607,Kurogane no me ha dado mg a ningún tweet hoy... #worried,2016-10-12T19:07:41.000Z,786282206549405696,786282206549405696,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Facebook,300519575,"#inktober day 12. #worried| | Estoy un poco vago ultimamente con los inktober. Pero hoy es festivo, no me lo... http://someurl",2016-10-12T19:00:03.000Z,786280287093215232,786280287093215232,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,262568273,La que me va a caer... Day 12. #inktober #inktober2016 #worried #inktoberspain2016 #inktoberspain http://someurl,2016-10-12T18:58:42.000Z,786279946113191936,786279946113191936,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram,300519575,#inktober day 12. #worried| | Estoy un poco vago ultimamente con los inktober. Pero hoy es... http://someurl,2016-10-12T18:57:59.000Z,786279765766443008,786279765766443008,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,57872039,Ainsi que le 12 #Inktober2016 #Worried http://someurl,2016-10-12T18:52:42.000Z,786278437279322112,786278437279322112,fr,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,89617521,#Inktober Day 12: #worried | Todas las preocupaciones se las lleva el mar| #pentalic #inktober2016... http://someurl,2016-10-12T18:19:14.000Z,786270014311698433,786270014311698433,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,507211333,#day12 #inktober2016 #worried la aventura galáctica de #elguerreroconico sigue su curso... por... http://someurl,2016-10-12T17:29:45.000Z,786257563520204804,786257563520204804,es,#worried,,,
everyone,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 7, 'quote_count': 0}",Twitter for Android,267236301,"#Day12 #inktober2016 #inktober #Worried #Zelda #thelegendofzelda (la he dibujado sin referencia, perdonad fallos) http://someurl",2016-10-12T17:02:51.000Z,786250790931431424,786250790931431424,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2202882182,Aquí volviendo a mi época de emoxito maloso. Lo inevitable. #worried #inktober #inktoberday12 http://someurl,2016-10-12T16:13:53.000Z,786238471857926144,786238471857926144,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram,233262434,Ese momento de preocupación en el que te comes hasta los dedos #worried #ink12 #inktoberspain... http://someurl,2016-10-12T11:42:13.000Z,786170103788285954,786170103788285954,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,223585428,"#inktober2016 #inktoberspain2016 #worried #Day12 #Día12 #MSánchez @ Encinas Reales, Córdoba http://someurl",2016-10-12T10:32:39.000Z,786152596125933569,786152596125933569,es,#worried,"{'coordinates': {'type': 'Point', 'coordinates': [-4.49066685, 37.27465033]}, 'place_id': '3dd227cac78a81ba'}",,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,62658919,Lo que me faltaba :( #worried,2016-10-10T18:20:27.000Z,785545545087614976,785545545087614976,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2932039223,"Toy choreaa!! Glenn no me habla!! Y no se como esta la family en USA!! #HuracanMatthew 😢😢😢 solo orar... Jesus, Maria and Joseph🙈 #worried",2016-10-09T20:37:11.000Z,785217568671956992,785217568671956992,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,818357532,"Si Donald Trump asume la presidencia, no se termina todo para EEUU, se termina todo para el mundo. #DonaldTrump #Worried",2016-10-09T16:23:59.000Z,785153846599376900,785153846599376900,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,36248946,"Continuando en el #inktober y cambiando palabras, ahora es #worried #preocupado #esteesmiestilo... http://someurl",2016-10-09T03:01:50.000Z,784951978573066240,784951978573066240,es,#worried,,,
everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter for Android,494160587,"Me entero casi más de la vida de @someuser por sus retransmisiones por twitter que en la realidad, y vivimos en la misma casa... #worried",2016-10-05T22:50:26.000Z,783801549155930112,783801549155930112,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,334474921,Que fastidio no poder dormir porque a tu mente se le ocurre pensar en lo de mañana y lo de pasado a esta hora!!! #fail #worried #sad,2016-09-29T04:47:42.000Z,781354743864160256,781354743864160256,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",Twitter for Android,105399954,Debo aprovechar lo último que me queda del 2016... habrá muchas cosas que cambiarán en el 2017 😟 #worried,2016-09-19T07:14:50.000Z,777767893035429889,777767893035429889,es,#worried,{'place_id': 'f1b0438c137d4e04'},,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,271004727,No he pensado mi proyecto. #Worried,2016-09-17T20:41:55.000Z,777246226798481408,777246226798481408,es,#worried,,,
