lang,created_at,public_metrics,reply_settings,text,id,author_id,conversation_id,source,search_query,geo,referenced_tweets,in_reply_to_user_id
zh,2016-12-30T04:13:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,老師太開心了。。。| | #Happy| #점심| #기쁨 http://someurl,814685884993802240,274599493,814685884993802240,Instagram,#happy,,,
zh,2016-12-30T02:30:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,补一发， 《mini lover》好看的，笑死我了😊开心麻花棒棒哒！！么么哒❤️#minilover #happy #love #snowwhite #cinderella #life @someuser http://someurl,814659991047180288,275154538,814659991047180288,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [121.39192262, 31.21056296]}, 'place_id': '01a20da949498784'}",,
zh,2016-12-29T23:08:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,✈️➡️Taitung🇹🇼| 開開心心出門。| 平平安安回家。| | #愛要及時 | | #happynewyear  #vacation #life #happy #family #taipei... http://someurl,814609115406303232,546838077,814609115406303232,Instagram,#happy,,,
zh,2016-12-29T17:04:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,烙A孩牛肉井飯🐂🍚詳情分享在粉絲專頁| #delicious #instafood #丼 #yummy #dinner #beef #happy #happiness #djkaihan... http://someurl,814517362368061440,405528120,814517362368061440,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [121.53132, 25.01583]}, 'place_id': '00180402799fed03'}",,
zh,2016-12-29T16:52:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,生日快乐我们充满魅力的帅小子！！！| ＃HAPPY BIRTHDAY V    @someuser,814514509578522624,3296135985,814514509578522624,Twitter for Android,#happy,,,
zh,2016-12-29T16:05:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,24.| 30/12.| 簡單平淡 隨心隨意.| #stayhungry #happybirthday #happy #birthday #eat #happyday http://someurl,814502559603949569,126353001,814502559603949569,Instagram,#happy,,,
zh,2016-12-29T15:59:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Good Night Taipei.!!!!! #happy #family #nkoiippop #taipei #taiwan #ximending @ Ximending 西門町 http://someurl,814501018272722945,450673467,814501018272722945,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [121.50677619, 25.04406536]}, 'place_id': '00180402799fed03'}",,
zh,2016-12-29T15:56:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,生日粗卡！泰亨！今年已经接近尾声了，谢谢你今年的努力，辛苦了！#Happy Birthday http://someurl,814500392931237888,805070510694379520,814500392931237888,Twitter for Android,#happy,,,
zh,2016-12-29T15:26:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,可以灘係度睇片幾得意| | #life #allaboutricardolsw #belief #trip #travel #England #London #enjoy #happy @someuser http://someurl,814492702339317760,910875823,814492702339317760,Instagram,#happy,,,
zh,2016-12-29T15:13:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,태 태❤️| 生日快樂哦哦哦哦| Happy Birthday | 你的笑容是我永遠的力量| 以後也要天天開心噢❤️| 生日粗卡～| #Happy V Day http://someurl,814489532242350080,760475714126622720,814489532242350080,Twitter for iPhone,#happy,,,
zh,2016-12-29T15:07:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,令人看了就想掏錢😩😩😩可憐～| #20天的別府生活 #beppu #japan #kyushu #trip #travel #holiday #vacation #fit #me #happy... http://someurl,814488021282201604,537066426,814488021282201604,Instagram,#happy,,,
zh,2016-12-29T13:57:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Brother came back for family dinner!| | 哥哥回港，來個family飯| | #family #dinner #happy #restaurant #baby... http://someurl,814470299345244161,76899569,814470299345244161,Instagram,#happy,,,
zh,2016-12-29T13:31:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Hyde Park真係大到呢| | #life #allaboutricardolsw #belief #trip #travel #England #London #enjoy #happy @someuser http://someurl,814463921440468992,910875823,814463921440468992,Instagram,#happy,,,
zh,2016-12-29T13:11:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#1226孟瑞生日快乐 #孟瑞 #mengrui #生日会 #beijing #idol #actor #birthdayparty #birthday #flowers #happy #wonderful #remember #瑞member 这里面有两个我😏 http://someurl,814458850984095745,772044008474292224,814458850984095745,Twitter for Android,#happy,,,
zh,2016-12-29T13:11:10.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,#1226孟瑞生日快乐 #孟瑞 #mengrui #生日会 #beijing #idol #actor #birthdayparty #birthday #flowers #happy #wonderful #remember #瑞member 真诚，温暖，安心 http://someurl,814458740879392769,772044008474292224,814458740879392769,Twitter for Android,#happy,,,
zh,2016-12-29T13:10:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#1226孟瑞生日快乐 #孟瑞 #mengrui #生日会 #beijing #idol #actor #birthdayparty #birthday #flowers #happy #wonderful #remember #瑞member 【内场】余生陪你走♡ http://someurl,814458618745528320,772044008474292224,814458618745528320,Twitter for Android,#happy,,,
zh,2016-12-29T13:09:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#1226孟瑞生日快乐 #孟瑞 #mengrui #生日会 #beijing #idol #actor #birthdayparty #birthday #flowers #happy #wonderful #remember #瑞member 帅气的立牌✨ http://someurl,814458399366578176,772044008474292224,814458399366578176,Twitter for Android,#happy,,,
zh,2016-12-29T13:07:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#1226孟瑞生日快乐 #孟瑞 #mengrui #生日会 #beijing #idol #actor #birthdayparty #birthday #flowers #happy #wonderful #remember #瑞member #letter 给少爷的信❤ http://someurl,814457714243833857,772044008474292224,814457714243833857,Twitter for Android,#happy,,,
zh,2016-12-29T12:17:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,氣色不好| 吃點肉補身| | #161229 #Happy #Cold #Dinner #Hotpot #Taipei #William #好食多 @ 好食多涮涮屋-雙城店 http://someurl,814445138042765312,3040876165,814445138042765312,Instagram,#happy,,,
zh,2016-12-29T12:08:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,去柏丁頓找柏丁頓熊| | #life #allaboutricardolsw #belief #trip #travel #England #London #enjoy #happy @someuser http://someurl,814443036801310724,910875823,814443036801310724,Instagram,#happy,,,
zh,2016-12-29T04:22:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,最酷的會噴發的龍卷地獄！#beppu #japan #kyushu #trip #travel #holiday #vacation #fit #me #happy #yolo... http://someurl,814325782357098496,537066426,814325782357098496,Instagram,#happy,,,
zh,2016-12-29T04:22:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,像海島的海的地獄！超美～#beppu #japan #kyushu #trip #travel #holiday #vacation #fit #me #happy #yolo... http://someurl,814325630426816512,537066426,814325630426816512,Instagram,#happy,,,
zh,2016-12-29T04:21:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,灶地獄～這區有超多不同色！#beppu #japan #kyushu #trip #travel #holiday #vacation #fit #me #happy #yolo... http://someurl,814325476906991616,537066426,814325476906991616,Instagram,#happy,,,
zh,2016-12-29T04:21:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,鬼山地獄～煙最大快要看不見！#beppu #japan #kyushu #trip #travel #holiday #vacation #fit #me #happy #yolo... http://someurl,814325329397510144,537066426,814325329397510144,Instagram,#happy,,,
zh,2016-12-29T04:19:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,白池地獄！（一直聽成白痴⋯）| #beppu #japan #kyushu #trip #travel #holiday #vacation #fit #me #happy #yolo... http://someurl,814325002757672960,537066426,814325002757672960,Instagram,#happy,,,
zh,2016-12-29T04:19:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,我最愛的血地獄！#beppu #japan #kyushu #trip #travel #holiday #vacation #fit #me #happy #yolo #instagood... http://someurl,814324958654595072,537066426,814324958654595072,Instagram,#happy,,,
zh,2016-12-29T04:12:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,鬼石坊主地獄～像和尚的頭！#beppu #japan #kyushu #trip #travel #holiday #vacation #fit #me #happy #yolo... http://someurl,814323304899235841,537066426,814323304899235841,Instagram,#happy,,,
zh,2016-12-29T01:54:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,雰雰又在Astro GoShop 频道318现场直播贩卖好康咯！11am-12pm 👌| 今天限量售卖的货品真的超级“抵买”啊！🤑🤑🤑我又心动要买了😆😆😆| | #ilovemylife #astrogoshop #happy... http://someurl,814288382218145792,97705545,814288382218145792,Facebook,#happy,,,
zh,2016-12-28T15:09:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,想幫家裡的玩偶家族增加夥伴💕😍😂😊| #귀엽다| 📍#Line friends Cafe &Store| #Happy... http://someurl,814126130995298305,1513859262,814126130995298305,Instagram,#happy,,,
zh,2016-12-28T14:00:01.000Z,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",everyone,朴实的幸福对太聪明的人却往往遥不可及。| Simple happiness is beyond those who are too clever to find it.| #Chinese #Mandarin #Life #Happy http://someurl,814108648104464384,428744900,814108648104464384,Facebook,#happy,,,
zh,2016-12-28T13:10:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,女生宿舍的假期日常等于斗地主”#happy new year #2017 @ Asia/Chongqing http://someurl,814096125544251392,792021636434186241,814096125544251392,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [104.79536016, 32.0736645]}, 'place_id': '005061e97edfdf2d'}",,
zh,2016-12-28T12:44:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,好耐冇玩啦👅| 為左捉返隻聖誕版比卡超⚡️| 開呢玩下啦😌| .| .| .| .| .| .| #我愛聖誕節🎄 #happychristmas #happy #merryxmas... http://someurl,814089532631085056,601939807,814089532631085056,Instagram,#happy,,,
zh,2016-12-28T11:56:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Thanks for coming!☺️| My friends🙆🏻🙆🏻🙆🏻最後一年有你地黎睇 好開心| #舞出人生2016 #smile #warm #friends #dance #happy... http://someurl,814077556152528896,488328531,814077556152528896,Instagram,#happy,,,
zh,2016-12-28T11:50:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,剛開慕不久，好多人🙈| 秒拍走人😎🤗 | 📍#Line friends Cafe &Store| #Happy... http://someurl,814076172816576512,1513859262,814076172816576512,Instagram,#happy,,,
zh,2016-12-28T02:59:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,買了觀光巴士套票🚌| 地獄八湯一次走透透，出發！！| | #beppu #japan #kyushu #trip #travel #holiday #vacation #fit #me #happy... http://someurl,813942316272644096,537066426,813942316272644096,Instagram,#happy,,,
zh,2016-12-27T15:36:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,這份工作最大的成就感就是| 隨時會有孩子自己跑回來讓我抱抱 😘| 比較沒良心的| 還會抱著泳圈像隻花蝴蝶一樣飛來讓我「看」一眼 ☺️| 裡面。我最高欸 🤣| | #me #mine #style #life #mylife #happy #happiness #love #memories http://someurl,813770592046301185,2966092512,813770592046301185,Twitter for iPhone,#happy,,,
zh,2016-12-27T15:09:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,員工旅遊～開心開心～| #happy http://someurl,813763694630838272,205373750,813763694630838272,Twitter for Android,#happy,{'place_id': '004797f251e47c6a'},,
zh,2016-12-27T14:08:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,感謝暖男戴生和Claire BB的邀請，讓我能和好朋友聚舊！😍| 2016.12.27 晚上參加婚宴💖| #happy #meetagain 👍🏻👏🏻👏🏻 @ ClubONE http://someurl,813748500999520256,788734193702359041,813748500999520256,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [114.20997262, 22.42691707]}, 'place_id': '00e41459272fdc2b'}",,
zh,2016-12-27T11:24:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,今晚8点新影片在我的 Youtube...😋😋| | #youtube #happy #小鲜肉 http://someurl,813707240968425472,285744181,813707240968425472,Facebook,#happy,,,
zh,2016-12-27T10:54:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,百年難得一見的全家福照😆| 兩個哥哥👬兩個嫂嫂👭| 一個侄子👦🏻一個姪女👧🏻| | #姪女沒來| #我很高| | #family #happy #life http://someurl,813699483687092224,546838077,813699483687092224,Instagram,#happy,,,
zh,2016-12-27T10:03:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#karaoke #friends| 時隔1年2個月唱K🎤🎶| 我今天花了很多錢| 可是為什麼那麼開心🤗| #happy #happiness #love #hug #kiss #唱k #haha... http://someurl,813686660047269888,1731141380,813686660047269888,Instagram,#happy,,,
zh,2016-12-27T07:19:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,被某人說老咖出關😑😑😑怒喝喔🍺🍷| #cry#longtimenosee #happy #goodfriends #singing... http://someurl,813645457968734208,423858474,813645457968734208,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [120.68308, 24.1413699]}, 'place_id': '0039bc7a30aaa885'}",,
zh,2016-12-27T06:48:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,星巴克姐姐| 遲來的聖誕小卡🎄| | #161227 #Happy #Relax #School #Merrchristmas #Christmascards #William @ 長庚大學 http://someurl,813637695930912768,3040876165,813637695930912768,Instagram,#happy,,,
zh,2016-12-27T05:57:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#沙嗲王 #friends | 澳門帥哥遊香港👍🏼👍🏼| 第一站吃澳門沒有的沙嗲王🤤| 好好吃😋好滿足❤️| #love #happy #lunch #macauboy #hkgirl #fat... http://someurl,813624946731732992,1731141380,813624946731732992,Instagram,#happy,,,
zh,2016-12-27T04:48:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,一大早游泳就是 爽| ...| ...| ...| ...| ...| 好冷 又变了two tone skin👩🏼👱🏾‍♀️| | #asian #girl #blessed #happy #wt31xtravel... http://someurl,813607469381455877,2698197080,813607469381455877,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [101.70381105, 3.15807174]}, 'place_id': '7b02fbddf4d9f2c6'}",,
zh,2016-12-27T04:44:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#spa #relax #vacation #happy #love  #happyday #resort| #mexico | 今天又包場的節奏🤗🤗 @ Paradisus Playa del... http://someurl,813606343097524224,2458672742,813606343097524224,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-87.05418735, 20.64925634]}, 'place_id': 'cb407226ddba7ce4'}",,
zh,2016-12-27T03:53:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,來別府的第七天！#20天的別府生活 #beppu #japan #kyushu #trip #travel #holiday #vacation #fit #me #happy #yolo... http://someurl,813593671480254465,537066426,813593671480254465,Instagram,#happy,,,
zh,2016-12-27T03:28:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,好贴心的设备哦！一起来玩FB 的新功能吧！ 只要在面子书上写下“新年快乐” 或 “Happy New Year”  就会出现五烟六色的烟花哦 ！  你也准备迎欢新禧年了吗？ | | #MyFMSarawak  #Happy New... http://someurl,813587229767561221,353572396,813587229767561221,Facebook,#happy,,,
zh,2016-12-27T01:32:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,没事不要乱逛街.| #Shopping #Newyear #Nice #Happy #Sad #2016 http://someurl,813558154168598528,2350373340,813558154168598528,Instagram,#happy,,,
zh,2016-12-26T18:28:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,章魚燒🐙#20天的別府生活 #beppu #japan #kyushu #trip #travel #holiday #vacation #fit #me #happy #yolo... http://someurl,813451403498835968,537066426,813451403498835968,Instagram,#happy,,,
zh,2016-12-26T17:50:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,I love my job💕| happy work everyday🙌| | 每天都有不同的收穫| 和滿滿的成就感😄| | #工作 #job #work #일 #작업 #作業 #happy #love... http://someurl,813441769417281539,2185701480,813441769417281539,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [121.496, 25.0]}, 'place_id': '019a3137395a2973'}",,
zh,2016-12-26T15:37:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,唔知兩位在說什麼，多麼的開心😏#sbs   #HKvip #bigbang   #GDRAGON  #빅뱅  #Cute #Happy #태양  #seungri  #vi... http://someurl,813408449203736576,571944988,813408449203736576,Instagram,#happy,,,
zh,2016-12-26T14:59:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,2016 忘年會| #日本語講座 #忘年会 #hkig #hkinstagram #vsco #vscocam #happy #20161226 #christmas #忘年会2016 @ 日本語講座 http://someurl,813398788949688320,130894280,813398788949688320,Instagram,#happy,,,
zh,2016-12-26T13:30:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,又到了可以穿皮褲的季節| Finally is the season can wear leather pants.😍| #love #leatherpants #winter #happy... http://someurl,813376318096244737,284861450,813376318096244737,Instagram,#happy,,,
zh,2016-12-26T13:25:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Boxing box前交換到禮物，好開心呀❤| .| #barbiecwydaily| #merrychristmas #gift #happy #moment #friends #daily... http://someurl,813375287006294016,131115204,813375287006294016,Instagram,#happy,,,
zh,2016-12-26T11:04:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,海底捞火锅！🍲 #haidilao #hotpot #steamboat #food #foodie #foodporn #foodstagram #happy #awesome #fun... http://someurl,813339677851873281,318891053,813339677851873281,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [103.7605209, 1.3807]}, 'place_id': '0b37664066a8962a'}",,
zh,2016-12-26T09:18:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,圣诞礼物不嫌少😜好开心😍😍😍| #dearestgrace #christmasgift #happy #261216 #feelinglove http://someurl,813312952329764864,1649544613,813312952329764864,Instagram,#happy,,,
zh,2016-12-26T09:01:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#enjoy #life #happy #hoilday #yummy #deilcious 好饱呀！从早吃到现在没停过~ @ Sekinchan适耕庄 http://someurl,813308733560266752,176789761,813308733560266752,Instagram,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [101.10264465, 3.5080184]}, 'place_id': '838ff9a7e38ec1d6'}",,
zh,2016-12-26T08:05:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,超好吃！油鸡。猪扒。烧肉。油菜。米饭。排骨汤。👍🏻👍🏻👍🏻👍🏻👍🏻 || | #广州 #Guangzhou #China 🇨🇳|| | #travel #traveling #love #happy... http://someurl,813294672399450113,23704598,813294672399450113,Instagram,#happy,,,
zh,2016-12-26T04:35:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Merry Christmas 🎄🎅⛄❄| #平安夜 #聖誕節 #xmas #christmax#聖誕快樂 #christmaxpary #party #partynight #happy... http://someurl,813241710822170624,1656807349,813241710822170624,Instagram,#happy,,,
zh,2016-12-26T04:30:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#HAPPY #Polla 快樂寶拉首支中文單曲【#HAPPY】 ver VIDEO en: http://someurl - #Ass #Cabaret #Cuckold #Desnuda #Erotic #Erótica http://someurl,813240651521359872,3107474811,813240651521359872,SocialNQuintaSw,#happy,,,
zh,2016-12-26T04:09:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,狂歡3寶聖誕狂歡夜👯👯‍♂️| 之| 我家小瓜好帥帥跟我生了兩件野鹿小魔怪| 😈🐰🐶| | #happy #xmas #party #devil... http://someurl,813235351019995136,277090449,813235351019995136,Instagram,#happy,,,
zh,2016-12-26T03:02:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#breakfast #hungry #happy #hoilday #monday #merrychristmas 吃饱了，帶关丹亲戚去适耕村！ http://someurl,813218445806317568,176789761,813218445806317568,Instagram,#happy,,,
zh,2016-12-26T00:42:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,聖誕boomerang之點解伸脷會有聲👅👅👅👅👅👅| 笑死人🎅🏻| | #happy #xmas #party | | manssssss... http://someurl,813183263850303488,277090449,813183263850303488,Instagram,#happy,,,
zh,2016-12-26T00:24:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,感謝多才多藝的細小送上心意聖誕卡💙| | MERRY XMAS 🎅🏻| | #happy #xmas #thankful http://someurl,813178586400256002,277090449,813178586400256002,Instagram,#happy,,,
zh,2016-12-25T21:03:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#MerryChristmas | #BuonNatale #Happy Family Day | 圣诞节快乐！ 🇮🇹🎆🎀💝🎁🎊✨🎄🎇😘💖🍻🍷 [亲亲][爱心][玫瑰][拥抱][Candle] http://someurl,813128166021730304,715455835057610753,813128166021730304,WeChat app,#happy,,,
