id,conversation_id,public_metrics,text,reply_settings,created_at,author_id,source,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
814934526350753792,814934526350753792,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Apoyemos a Henry! reproduzcan #Trap y #Fantastic comprenlas en iTunes   #JusticeForHenryLau,everyone,2016-12-30T20:41:46.000Z,309716045,Twitter Web Client,es,#fantastic,,,
814932858489962497,814932858489962497,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Reproduzcan #Trap y #Fantastic apoyemos su música #JusticeForHenryLau,everyone,2016-12-30T20:35:08.000Z,309716045,Twitter Web Client,es,#fantastic,,,
814921376922419200,814921376922419200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#classic #carmen #fantastic @ San Miguel, Buenos Aires http://someurl",everyone,2016-12-30T19:49:31.000Z,189424576,Instagram,es,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-58.722573, -34.543243]}, 'place_id': '0101525d656f78f9'}",,
814862199537672192,814862199537672192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Disfrutar de cosas así es fantastico... 🌳🎈🌲| #disfrutar #natural #paisajes #fantastic... http://someurl,everyone,2016-12-30T15:54:22.000Z,179265181,Instagram,es,#fantastic,,,
814680852349288448,814680852349288448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Amos Lee-Careless http://someurl #Summer2015 ~ saw Amos in concert #Fantastic @someuser ♥♥♥,everyone,2016-12-30T03:53:45.000Z,88241395,Twitter Web Client,es,#fantastic,,,
814618428698923012,814618428698923012,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Lugares hermosos del Cusco ❤️| | #Cusco #walkingtour #colonial #balcony #fantastic #iloveit... http://someurl,everyone,2016-12-29T23:45:42.000Z,158443971,Instagram,es,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-71.979708, -13.516896]}, 'place_id': '0108cb796c965852'}",,
814590838827257856,814196754216271872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@someuser @someuser 😮 #Fantastic nota 💯,everyone,2016-12-29T21:56:04.000Z,165702065,Twitter for iPhone,es,#fantastic,,"[{'type': 'replied_to', 'id': '814196754216271872'}]",2271389771
814348985481723906,814348985481723906,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",This is Guadalajara #Capital #Jalisco #México 🇲🇽 #MUSA #Culture #UDG #art #fantastic #whimsical... http://someurl,everyone,2016-12-29T05:55:02.000Z,42643483,Instagram,in,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-103.3589739, 20.6746699]}, 'place_id': '7807880b17af73d8'}",,
814170505330692098,814170505330692098,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",No es por nada jaja | #fantastic http://someurl,everyone,2016-12-28T18:05:49.000Z,400508796,Twitter Web App,es,#fantastic,,,
814133224205152256,814133224205152256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Lee Unkrich resucita El Dia de los Muertos para #Pixar #Coco #PixarCoco #animacion #animation #2017 #movie #pelicula #fantastic http://someurl,everyone,2016-12-28T15:37:41.000Z,901603386,Twitter for Android,es,#fantastic,,"[{'type': 'quoted', 'id': '813041714898161664'}]",
813970778089623552,813970778089623552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 2}",#PandoraFilms🎬 RUMOR: Se dice que #EwanMcGregor podría interpretar a #Dumbledore en #Fantastic Beasts. http://someurl,everyone,2016-12-28T04:52:10.000Z,2924964752,Twitter for Android,es,#fantastic,,,
813961984932741120,813961984932741120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Maratón de peliculas de terror ! 💀😱👻| #fantastic #fear #Cousins,everyone,2016-12-28T04:17:14.000Z,2927166911,Facebook,es,#fantastic,,,
813846368410288128,813846368410288128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Interesante esto de ser un español de Erasmus en Italia y hacer un trabajo en inglés sobre una empresa francesa. #Fantastic #Oui #Avanti,everyone,2016-12-27T20:37:49.000Z,239131737,Twitter for Android,es,#fantastic,,,
813742556563566593,813742556563566593,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic 4 porn crista nicole nude gallery http://someurl,everyone,2016-12-27T13:45:18.000Z,79879233,Twitter Web Client,es,#fantastic,,,
813687472647503872,813687472647503872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Una hora buscando una biblioteca que no esté petada o cerrada #fantastic,everyone,2016-12-27T10:06:25.000Z,88495604,Twitter for Android,es,#fantastic,{'place_id': 'a87ad701b9cd8f8a'},,
813667981544878080,813667981544878080,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",«Un reino donde la ciencia se ha transformado en leyenda» #cifituits «El tapiz invisible» http://someurl #Fantastic http://someurl,everyone,2016-12-27T08:48:58.000Z,482360154,Twitter Web Client,es,#fantastic,,,
813654654521327616,813654654521327616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Un #fantastic #cel desde la #terrassa  de casa. #palamós #nadal2016 @ Sant Joan De Palamos http://someurl,everyone,2016-12-27T07:56:01.000Z,41432848,Instagram,ca,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [3.12918837, 41.857374]}, 'place_id': '083183eed5369ce5'}",,
813438635110436864,813438635110436864,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",21 #Fantastic Images From The #Argentine #Disneyland http://someurl vía @someuser,everyone,2016-12-26T17:37:38.000Z,397593012,Twitter Web Client,es,#fantastic,,,
813206873457430528,813206873457430528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Escuchando y viendo  al asombroso @someuser  en @someuser  #fantastic,everyone,2016-12-26T02:16:41.000Z,4836610133,Twitter for Android,es,#fantastic,,,
813041727942590464,813041727942590464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Resume la noche en una foto #Fantastic #EEEELBICHOOO http://someurl,everyone,2016-12-25T15:20:28.000Z,411100959,Instagram,es,#fantastic,,,
812787641984880640,812787641984880640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",sivs13s foto http://someurl #henrikholm #actors #Norsk #awesome #bäst #best #fantastic #beautiful #skuespiller #skådesspelare #tv,everyone,2016-12-24T22:30:49.000Z,1425523897,Twitter for iPhone,es,#fantastic,,,
812639395920642048,812639395920642048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Ha ha ha 😂  http://someurl @someuser @someuser #sonacanterino #fantastic #no #clario,everyone,2016-12-24T12:41:44.000Z,364167539,Twitter for iPad,tl,#fantastic,,,
812602982579765248,812602982579765248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fashionista #fantastic #loveit #beautiful #fabulousmsemma #daretobeadaniels @ Trio Hair Design http://someurl,everyone,2016-12-24T10:17:03.000Z,27205409,Instagram,es,#fantastic,{'place_id': '0e587c59401d0a27'},,
812502416092434433,812502416092434433,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#affirmations #resolutions #intentions Feliz Navidad... Have a #Fantastic #Falalalalalalalala #Month http://someurl,everyone,2016-12-24T03:37:26.000Z,2260768729,Pinterest,es,#fantastic,,,
812492296163823616,812492296163823616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Archangel Chamuel... Feliz Navidad... Have a #Fantastic #Falalalalalalalala #Month #Peace and #Love  http://someurl,everyone,2016-12-24T02:57:13.000Z,2260768729,Pinterest,es,#fantastic,,,
812488722033807360,812488722033807360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Angel...  Feliz Navidad... Have a #Fantastic #Falalalalalalalala #Month #Peace and #Love #SWaGKing http://someurl,everyone,2016-12-24T02:43:01.000Z,2260768729,Pinterest,en,#fantastic,,,
812481841986994176,812481841986994176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Archangel Michael prayer...  Feliz Navidad... Have a #Fantastic #Falalalalalalalala #Month #Peace an http://someurl,everyone,2016-12-24T02:15:40.000Z,2260768729,Pinterest,es,#fantastic,,,
812481210148589569,812481210148589569,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",~>Archangel Gabriel~> Feliz Navidad... Have a #Fantastic #Falalalalalalalala #Month #Peace and #Love http://someurl,everyone,2016-12-24T02:13:10.000Z,2260768729,Pinterest,es,#fantastic,,,
812469934538297344,812469934538297344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Angel Prayer... Feliz Navidad... Have a #Fantastic #Falalalalalalalala #Month #Peace and #Love #SWaG http://someurl,everyone,2016-12-24T01:28:22.000Z,2260768729,Pinterest,en,#fantastic,,,
812466436757213185,812466436757213185,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Magical #Time #Empowerment [ Feliz Navidad... Have a #Fantastic #Falalalalalalalala #Month #Peace an http://someurl,everyone,2016-12-24T01:14:28.000Z,2260768729,Pinterest,es,#fantastic,,,
812464170675343364,812464170675343364,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",VIII. Justice - Archangel Raguel - Angel... Feliz Navidad... Have a #Fantastic #Falalalalalalalala # http://someurl,everyone,2016-12-24T01:05:27.000Z,2260768729,Pinterest,es,#fantastic,,,
812456585909911552,812456223928881153,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Nada mejor que escuchar perlitas de machirulo y ensalzando a Hitler #fantastic,everyone,2016-12-24T00:35:19.000Z,88495604,Twitter for Android,es,#fantastic,{'place_id': 'a87ad701b9cd8f8a'},"[{'type': 'replied_to', 'id': '812456223928881153'}]",88495604
812333811442864129,812333811442864129,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Dicen que la locura se pega pero tener una foto con botargas es #Fantastic 😂🤣 http://someurl,everyone,2016-12-23T16:27:27.000Z,64005809,Twitter for iPhone,es,#fantastic,,,
812313488450125824,812313488450125824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser en una #mañana #fantastic @ RCN Radio http://someurl,everyone,2016-12-23T15:06:42.000Z,119285411,Instagram,es,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-75.56603825, 6.25047716]}, 'place_id': '00698bbe577bad5b'}",,119285411
812298494388162560,812298494388162560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#Captain Fantastic Viggo Mortensen parla della sua esperienza #Captain #Fantastic: #Viggo #Mortensen #parla ... http://someurl,everyone,2016-12-23T14:07:07.000Z,231726084,Zazoom Ultima ora,it,#fantastic,,,
812262479308824576,812262479308824576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",¿Ha existido realmente Wes Craven? http://someurl @someuser #bestofElHype #Terror #wescraven #Fantastic http://someurl,everyone,2016-12-23T11:44:00.000Z,1703094080,TweetDeck,es,#fantastic,,,
812050395253993472,812050395253993472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#MisMomentos2016 El Segundo semestre de este año terminó siendo mejor que los ultimos 3años juntos #Fantastic,everyone,2016-12-22T21:41:16.000Z,269911216,Twitter Web Client,es,#fantastic,,,
812019974151749632,812019974151749632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Así de claros, así de simple #wow #App #fantastic http://someurl",everyone,2016-12-22T19:40:23.000Z,3330130947,Hootsuite,es,#fantastic,,,
811933291276156928,811925113255755778,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",30 min para bajar del avión 🤔 #Fantastic,everyone,2016-12-22T13:55:56.000Z,240095984,Twitter for iPhone,es,#fantastic,,"[{'type': 'replied_to', 'id': '811925113255755778'}]",240095984
811899660625395712,811899660625395712,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ha ha 👇 👏👏👏 #Fantastic #SouthernRail http://someurl,everyone,2016-12-22T11:42:18.000Z,1457089704,Twitter for iPhone,tl,#fantastic,,"[{'type': 'quoted', 'id': '811670608463482881'}]",
811805825153036288,811805825153036288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",UNIVERSO NOKIA: #Gioco #Nuovo per #Apple #TV #Fantastic #Plastic #... http://someurl,everyone,2016-12-22T05:29:25.000Z,4177696288,Twitter Web Client,es,#fantastic,,,
811695966940229632,811695966940229632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",female 46 male sex #fantastic 4 nude http://someurl,everyone,2016-12-21T22:12:53.000Z,341763702,Twitter Web Client,es,#fantastic,,,
811644645444878337,811644645444878337,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Te gusta snupe a mi también. #snupe #tv #kids #fantastic @ Bogotá, Colombia http://someurl",everyone,2016-12-21T18:48:57.000Z,330824892,Instagram,es,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-74.0833, 4.6]}, 'place_id': '0161be1b3f98d6c3'}",,
811635493611794432,811635493611794432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Seguimos tirando fuerte #Fantastic esta rompiendo y el #Official #Remix que viene dará mucho de... http://someurl,everyone,2016-12-21T18:12:35.000Z,295910718,Instagram,es,#fantastic,,,
811362138061209600,811362138061209600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",😁😀☺😃😇#girl #fantastic #fashion  shirleymero 😘❤💋 http://someurl,everyone,2016-12-21T00:06:22.000Z,2168395221,Instagram,tl,#fantastic,,,
811315335978766336,811315335978766336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ha ha ha #fantastic #Christmas #baileys http://someurl,everyone,2016-12-20T21:00:24.000Z,3305940136,Twitter Web Client,tl,#fantastic,,"[{'type': 'quoted', 'id': '811309573382488067'}]",
811219793558827008,811219793558827008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Y cuando tu me miras yo concluyó| Que debo de pasar mi vida al lado tuyo. #Fantastic seguimos... http://someurl,everyone,2016-12-20T14:40:45.000Z,295910718,Instagram,es,#fantastic,,,
811069745759997953,811069745759997953,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nude cursors #fantastic 4 nude http://someurl,everyone,2016-12-20T04:44:30.000Z,443879343,Twitter Web Client,es,#fantastic,,,
810960070204858368,810960070204858368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic #BuenosAires Barilla - Entrevista - YouTube http://someurl,everyone,2016-12-19T21:28:42.000Z,550974734,Twitter for iPhone,es,#fantastic,,,
810943982050086913,810943982050086913,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Y así terminamos el año , un gran show ! Todo salió bien gracias a Dios a pesar del clima , se siguió 😁😌😆💕 #showdance #cierre2016 #Fantastic http://someurl",everyone,2016-12-19T20:24:46.000Z,782814942172971008,Twitter for Android,es,#fantastic,,,
810852160774799360,810850347593924608,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@someuser mejor mira los de Dani, que los usa para tomar apuntes #fantastic",everyone,2016-12-19T14:19:54.000Z,88495604,Twitter Web Client,es,#fantastic,,"[{'type': 'replied_to', 'id': '810852000233648128'}]",236050538
810820658129145856,810820658129145856,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Ja estan a la venda els abonaments pel cicle #SitgesTour! No us quedeu sense el vostre! http://someurl #cinema #terror #fantastic http://someurl,everyone,2016-12-19T12:14:43.000Z,202184240,Twitter Web Client,ca,#fantastic,,,
810615485540794370,810615485540794370,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","1er día....is #fantastic ❤ @ Valdivia, Chile http://someurl",everyone,2016-12-18T22:39:26.000Z,3047332756,Instagram,es,#fantastic,,,
810567078763724800,810567078763724800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#roxanagonzale27: #acuario #medusas #fantastic @ Cancún, Mexico http://someurl",everyone,2016-12-18T19:27:05.000Z,170336440,IFTTT,es,#fantastic,,,
810566421419802624,810566421419802624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","roxanagonzale27 : #acuario #medusas #fantastic @ Cancún, Mexico http://someurl #ShoutOutCUN",everyone,2016-12-18T19:24:29.000Z,430386835,IFTTT,es,#fantastic,,,
810544560296361984,810544560296361984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#tbt #nature #bogota #fantastic @ Bogotá, Colombia http://someurl",everyone,2016-12-18T17:57:37.000Z,118101244,Instagram,es,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-74.0833, 4.6]}, 'place_id': '0161be1b3f98d6c3'}",,
810527514992975872,810527514992975872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",La #magia de Lo #schiaccinoci in my #shop | #fantastic #chic #amazing #love #christmas @someuser http://someurl,everyone,2016-12-18T16:49:53.000Z,537488201,Instagram,es,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [13.83179, 41.4941]}, 'place_id': 'ea1249b58c6063ec'}",,
810514113549967360,810514113549967360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",He muerto con #forlife #exoWinterAlbum #fantastic #crying #Suho #Chanyeol #Kai #sohandsome #exovocals #perfect,everyone,2016-12-18T15:56:37.000Z,740274448775929857,Twitter for Android,es,#fantastic,,,
810362304952934401,810362304952934401,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Perdón #Fantastic pero me siento de la verch... 🤢,everyone,2016-12-18T05:53:23.000Z,2333832396,Twitter for iPhone,es,#fantastic,{'place_id': '74704aa81e197418'},,
810248505101086720,810248505101086720,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#flowerpower 😃 #kimono #fantastic 👏👏👏🎉🎨 #finde!  Te esperamos!!! @ ERES http://someurl,everyone,2016-12-17T22:21:11.000Z,2258798385,Instagram,es,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-61.48853972, -31.25135707]}, 'place_id': '00585da77f488367'}",,
810178057222975492,810178057222975492,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Feliz Navidad... Adeste Fideles... #Reflect #Visualize Have a #Falalalalalalalala #Fantastic #Friday http://someurl,everyone,2016-12-17T17:41:15.000Z,2260768729,Pinterest,es,#fantastic,,,
810095416184283136,810095416184283136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",Yo voy mañana !! Tercer año de visita a este #Market #navideño tan #Fantastic !! @someuser #Nadal #Nadal2016 🎄 #Barcelona http://someurl,everyone,2016-12-17T12:12:52.000Z,727828341470957568,Twitter for iPhone,es,#fantastic,,"[{'type': 'quoted', 'id': '810091155631251457'}]",
809827310782320641,809827310782320641,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",imagenes mujeres sexis #fantastic cc porn http://someurl,everyone,2016-12-16T18:27:31.000Z,56220007,Twitter Web Client,es,#fantastic,,,
809786976136232960,809786976136232960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Valencia #Fantastic  #FriendsForever   #spain http://someurl,everyone,2016-12-16T15:47:14.000Z,145456559,Twitter for Android,es,#fantastic,{'place_id': '1a27537478dd8e38'},,
809644409444831232,809644409444831232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Amen... Feliz Navidad... Adeste Fideles... #Reflect #Visualize Have a #Falalalalalalalala #Fantastic http://someurl,everyone,2016-12-16T06:20:44.000Z,2260768729,Pinterest,es,#fantastic,,,
809183374116028416,809183374116028416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#MeLaSéYMeLaCanto Desde que estamos juntos @someuser #fantastic,everyone,2016-12-14T23:48:44.000Z,722645626069118977,Twitter for Android,es,#fantastic,,,
809140247246184448,809140247246184448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#finocchi gratinati al forno con #toma e #granapadano #fantastic #chebuono #instafood #foodlover... http://someurl,everyone,2016-12-14T20:57:22.000Z,97240151,Instagram,it,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [7.7, 45.0667]}, 'place_id': '419060023b8455e1'}",,
809078808158539780,809078808158539780,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",✨ Los mejores dias de mi vida #love #fantastic el mejor #2016 🎇 #amor 😃 #happines to me ⭐❤ http://someurl,everyone,2016-12-14T16:53:14.000Z,326493690,Twitter for Windows,es,#fantastic,,,
809007094431186944,809007094431186944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",yasmine pornochic #fantastic cc porn http://someurl,everyone,2016-12-14T12:08:16.000Z,306409193,Twitter Web Client,es,#fantastic,,,
808944201681420288,808872590273957888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser Bien Dicho #fantastic,everyone,2016-12-14T07:58:21.000Z,3001950353,Twitter for Android,es,#fantastic,,"[{'type': 'replied_to', 'id': '808872590273957888'}]",126799696
808888940245774338,808888940245774338,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic porn tube porno prohibido http://someurl,everyone,2016-12-14T04:18:46.000Z,796451384480714756,Twitter Web Client,es,#fantastic,,,
808734952040923136,808734952040923136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic 3d porn movies vivi fernandes porno http://someurl,everyone,2016-12-13T18:06:52.000Z,76068519,Twitter Web Client,es,#fantastic,,,
808608963734413312,808608963734413312,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Imagina un escenario alternativo| #Kecas #Fantastic http://someurl,everyone,2016-12-13T09:46:14.000Z,800236588454146049,Twitter for Android,es,#fantastic,,,
808562281604849664,808562281604849664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","TWD!!!! Fin de la primera parte, ah esperar con ansias!!!| el Mejor capitulo de todos!!!... A Luchar!!! #TheWalkingDead #fantastic",everyone,2016-12-13T06:40:44.000Z,777329559263907840,Twitter Web Client,es,#fantastic,,,
808530495772442624,808530495772442624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Activando el bochinche ! Los #romperarimas nos vemos en Yopal #feriasyfiestas #fantastic... http://someurl,everyone,2016-12-13T04:34:26.000Z,91478745,Instagram,es,#fantastic,,,
808390829614239745,808390829614239745,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",¿Logran verlos? 😵😵😵 #glaiadesign #fantastic http://someurl,everyone,2016-12-12T19:19:27.000Z,793232777747558400,Facebook,es,#fantastic,,,
808358760741638146,808358760741638146,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Te traje una sorpresita #pitufos #smurfs #comicbooks #cartoon #comics #fantastic #fantasy @someuser http://someurl,everyone,2016-12-12T17:12:01.000Z,16656533,Instagram,es,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [4.36012294, 50.8511355]}, 'place_id': '0653bb913c88c1ea'}",,
808220789866696704,808220789866696704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic four sexy videos pornos gratis de chicas http://someurl,everyone,2016-12-12T08:03:46.000Z,230030181,Twitter Web Client,es,#fantastic,,,
