reply_settings,public_metrics,source,author_id,text,created_at,id,conversation_id,lang,search_query,referenced_tweets,in_reply_to_user_id,geo
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 25, 'quote_count': 0}",Twitter for iPhone,2866687798,Mn kuisvrouw heeft ontslag genomen en de bloemen van mn roze plant geplukt #disappointed,2016-08-29T20:59:28.000Z,770365271232176128,770365271232176128,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,260314850,"Craven naar een ijsje, de vriezer opendoen, een cremeglasdoos zien en dan merken da het ingevroren groenten zijn #fml #disappointed #hihiBo",2016-08-17T18:20:48.000Z,765976690845679616,765976690845679616,nl,#disappointed,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2966023354,RT @someuser @someuser no stottie option.... #disappointed Geordie....😯,2016-08-14T16:41:31.000Z,764864540744028160,764864540744028160,nl,#disappointed,"[{'type': 'retweeted', 'id': '764864201097637888'}]",,
everyone,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,1176970393,@someuser no stottie option.... #disappointed Geordie....😯,2016-08-14T16:40:10.000Z,764864201097637888,764856712931188736,nl,#disappointed,"[{'type': 'replied_to', 'id': '764856712931188736'}]",2966023354,{'place_id': '50f2d0272381533f'}
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,92091477,Poging 1 rijbewijs = FAIL. Volgende keer beter en hopelijk minder zenuwen. #disappointed,2016-08-10T12:33:55.000Z,763352676713324544,763352676713324544,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1876208180,@someuser hoe zit het met de 4G??? Wat een ramp is jullie communicatie!! #fail #dontbelieveit #disappointed #watnu? #timeforachange,2016-08-05T21:34:41.000Z,761676825609273344,761676825609273344,nl,#disappointed,,317739716,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,150004709,Boek je met Dreamliner van @someuser word je gepropt in een Roemeense prijsvechter #disappointed #nooitmeer,2016-08-02T07:47:36.000Z,760381521295446016,760381521295446016,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1513006146,Wat stelt @someuser me alweer teleur #fail #orangefail #disappointed #thinkingofleaving #watzijnklantenwaard http://someurl,2016-07-28T17:51:09.000Z,758721469539057665,758721469539057665,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,270358686,"Democraten gebruiken #pvv methode: het email-lek komt door Moskou, dus over de inhoud hebben we het niet. #disappointed!",2016-07-25T19:24:54.000Z,757657897430028288,757657897430028288,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Windows Phone,861186722,Snelle levering. Jammer van fabricage fout.  Niet schuld van @someuser maar beloofde tel blijft uit #dag3 #bdaygift #disappointed,2016-07-21T14:45:07.000Z,756137938644271104,756137938644271104,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2279442610,Wanneer jy sy familie ontmoet en die enigste een wat nie van jou hou nie is sy hond #disappointed,2016-07-09T05:58:37.000Z,751656784411107328,751656784411107328,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,180324941,@someuser is dat alles wat je er over zegt? #disappointed,2016-07-07T19:33:28.000Z,751137072891695105,750980209004933120,nl,#disappointed,"[{'type': 'replied_to', 'id': '751130310008537088'}]",271347035,{'place_id': 'e88476ce50a2190c'}
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Mobile Web (M2),18677821,Het land dat zijn macht binnen hun oude kolonies amper kan loslaten wil zelf onafhankelijk zijn. #islandisolation #brexit #disappointed,2016-06-24T06:41:21.000Z,746231723671773184,746231723671773184,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,294238418,@someuser Gisteren overgeschakeld vandaag al geen 4G. Het begint al goed. #disappointed,2016-06-23T06:49:30.000Z,745871386971897857,745871386971897857,nl,#disappointed,,317739716,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,545155254,Omway homee. ZzzZz  #Disappointed 😪😏,2016-06-20T22:53:21.000Z,745026781309075456,745026781309075456,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,114438291,@someuser #GearFit2 Waarom kan ik geen spotify app of alarm app installeren in België? #disappointed,2016-06-20T13:48:42.000Z,744889718182154240,744879500215877632,nl,#disappointed,"[{'type': 'replied_to', 'id': '744879500215877632'}]",296127352,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,3057905576,@someuser Hiermee toont je wel je ware aard. #disappointed,2016-06-20T05:29:44.000Z,744764148458872832,744588639213072384,nl,#disappointed,"[{'type': 'replied_to', 'id': '744588639213072384'}]",3385459335,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,521628388,@someuser  met een 3s code | #disappointed,2016-06-18T13:53:00.000Z,744166025189597184,744141732623814656,nl,#disappointed,"[{'type': 'replied_to', 'id': '744148569611968512'}]",138062686,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,95699541,Hoe hard kunt ge u soms vergissen in mensen? #didnotseethatcoming #disappointed,2016-06-17T22:12:09.000Z,743929252207337472,743929252207337472,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,539280640,"Neeeeen ik keek zo uit naar het eten en tis een fucking slaatje, why would u do dis to me dad 😪 #disappointed",2016-06-11T19:17:36.000Z,741710995874271232,741710995874271232,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,395824940,"@someuser heb ik eenhoop punten die ik wil gebruiken om te upgraden is het (weer) niet mogelijk, terwijl het wel de heenweg kon #disappointed",2016-06-10T01:41:17.000Z,741082776565321728,741082776565321728,nl,#disappointed,,56377143,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1219300454,@someuser Er stond net dat hij de 16e uit is :0 Emilia Clarke is trouwens niet eens zo knap zoals iedereen mij beweerde😂 #disappointed,2016-06-07T19:33:23.000Z,740265415004327936,740264672667045888,nl,#disappointed,"[{'type': 'replied_to', 'id': '740265015807225859'}]",266746459,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for iPad,98348371,Toen nog vooraan van het peloton... 😅 #disappointed  http://someurl,2016-06-05T17:58:36.000Z,739516788157861888,739516788157861888,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,102404432,@someuser Waar is mijn limited edition verrassing? #disappointed http://someurl,2016-05-23T20:55:17.000Z,734850211605061636,734850211605061636,nl,#disappointed,,1622968754,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,203057689,@someuser pfft.  Meanie hmmph #disappointed,2016-05-20T14:02:54.000Z,733659266851082240,733658354028007424,nl,#disappointed,"[{'type': 'replied_to', 'id': '733659063104458754'}]",1084490761,
everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,33458709,Leuk hoor. Kastje muur tussen @someuser @someuser en @someuser over belachelijk hoge mobielrekening op Ferry. #Disappointed,2016-05-18T13:15:33.000Z,732922574250881025,732922574250881025,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,494198199,"@someuser whooot? Dus ik had dan beter nog een paar nutteloze fotos gemaakt ook, gewoon om ze te krijgen? #Sad #Onduidelijk #Disappointed",2016-05-17T20:30:06.000Z,732669543408144385,732526284551692288,nl,#disappointed,"[{'type': 'replied_to', 'id': '732534885664051201'}]",5533942,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2167357406,"@someuser Ik snap het wel, met zon tourschema, maar ben ook wel #disappointed 😕",2016-05-11T18:13:50.000Z,730460924029636608,730449977969917952,nl,#disappointed,"[{'type': 'replied_to', 'id': '730449977969917952'}]",20994921,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,151000889,@someuser Het zal wel weer een bos bloemen worden. #disappointed,2016-05-01T12:42:00.000Z,726753535782719489,722847162560851969,nl,#disappointed,"[{'type': 'replied_to', 'id': '726752298244923394'}]",257854792,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,701725132218310656,Ik wil meer likes op mijn statussen 😞 #disappointed,2016-04-13T11:41:27.000Z,720215316601643008,720215316601643008,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,288665033,@someuser Had gehoopt op twee blondines in bikini met zon tweet :-/ #disappointed,2016-04-08T13:21:43.000Z,718428612949602305,718320837410103297,nl,#disappointed,"[{'type': 'replied_to', 'id': '718320837410103297'}]",154652598,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,394127054,@someuser damn it Zelena! #disappointed 😢,2016-04-04T00:39:26.000Z,716787227641167872,716786985931661312,nl,#disappointed,"[{'type': 'replied_to', 'id': '716786985931661312'}]",16097177,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,173878269,@someuser hele hele slechte zaak!! Dit gaat jullie klanten kosten. Groeten uit BF Heerhugowaard. #disappointed,2016-03-31T11:19:49.000Z,715498833627766784,715498833627766784,nl,#disappointed,,280952845,{'place_id': 'a32c663134859c7d'}
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,127995729,"@someuser @someuser van hulptv naar voyeurtv , het is me wat. #Disappointed #mafs",2016-03-29T20:50:25.000Z,714917650921553920,714909529507569665,nl,#disappointed,"[{'type': 'replied_to', 'id': '714909529507569665'}]",31508022,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,54970696,"niemand pakt de telefoon op bij @someuser En op mail wordt ook al niet gereageerd. Desondanks, dikke #fail #disappointed",2016-03-25T15:12:41.000Z,713383105701273600,713383105701273600,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,4137541090,@someuser @someuser @someuser maak ik je niet salty?! #Disappointed,2016-03-25T10:03:41.000Z,713305345268039680,713147311447220224,nl,#disappointed,"[{'type': 'replied_to', 'id': '713303211394867200'}]",414043100,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,335720684,@someuser nvm Jake #disappointed,2016-03-23T01:44:56.000Z,712455055614590977,712454546237296640,nl,#disappointed,"[{'type': 'replied_to', 'id': '712454678672310272'}]",260057560,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,249729969,#Fail @someuser @someuser waarom werkt de app niet!| #disappointed #fail,2016-03-20T16:02:44.000Z,711583764380524544,711583764380524544,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,182944021,Eerste resultaat nieuwe kwalificatie: wachten in de pits tot je afvalt. #disappointed #F1,2016-03-19T06:40:37.000Z,711079913382608896,711079913382608896,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,999802568,Ohhhh Eileen. #disappointed #corrie @someuser,2016-03-16T19:59:53.000Z,710193894550609920,710193894550609920,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,342653009,@someuser @someuser  @someuser omg sus man Aaron #disappointed,2016-03-10T17:29:27.000Z,707981709619404800,707935616101687296,nl,#disappointed,"[{'type': 'replied_to', 'id': '707980981534330880'}]",4305220995,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,304530491,2016 en er zijn nog steeds geen laptops uit met twee schermen #disappointed,2016-03-09T10:41:36.000Z,707516681883684865,707516681883684865,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,26312109,@someuser belt mij woensdag: Wil je morgen iets inspreken? We bellen jou dan terug Niks meer van gehoord. You make us Q? #disappointed,2016-03-06T19:44:49.000Z,706566222092091392,706566222092091392,nl,#disappointed,,176345469,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,287611359,@someuser ik ben opgestaan met het gevoel dat het vrijdag was. #disappointed,2016-03-01T12:02:40.000Z,704637978656776192,704589086602952704,nl,#disappointed,"[{'type': 'replied_to', 'id': '704589086602952704'}]",202711730,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,390691873,Zondagavond: barstende hoofdpijn en chocomelk #teamnosleep #disappointed #sad #headache... http://someurl,2016-02-28T21:02:06.000Z,704048956502896642,704048956502896642,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2176881883,"Ek ken die eienaar van een van die trending accounts vanaand wat elke paar tweets van apartheid praat, very privileged lad. #disappointed",2016-02-24T20:55:10.000Z,702597660683984897,702597660683984897,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,255089490,Terug naar af. #disappointed,2016-02-22T19:21:34.000Z,701849329980592128,701849329980592128,nl,#disappointed,,,{'place_id': '267dcfd727a82e11'}
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,280489127,Toch jammer #disappointed  http://someurl,2016-02-09T13:04:49.000Z,697043474739126273,697043474739126273,nl,#disappointed,"[{'type': 'quoted', 'id': '690868680679362560'}]",,{'place_id': 'fa07565662daf560'}
everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 7, 'quote_count': 0}",Twitter for iPhone,2452655991,"Schandalig dat een garnaalkroket €1,30 meer kost dan een kaaskroket 😔 #disappointed",2016-02-05T15:54:18.000Z,695636575196225536,695636575196225536,nl,#disappointed,,,
everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter Web Client,2892654323,Lachen met Google autocomplete: N-VA is gevaarlijk. Niet meer? ;-( #disappointed /3 http://someurl,2016-02-03T15:17:01.000Z,694902416320372737,694902416320372737,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,3696811,#EU: Waarom nog eigenlijk? #disappointed http://someurl,2016-02-03T14:49:50.000Z,694895576693997568,694895576693997568,nl,#disappointed,"[{'type': 'quoted', 'id': '694854462482059264'}]",,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,3433588377,Verkopen ze nu nergens meer de extended editions van Lord of the Rings op BluRay? 😒 #disappointed,2016-01-25T11:48:57.000Z,691588565071978496,691588565071978496,nl,#disappointed,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,404986643,"RT @someuser Shame on you @someuser ,  crash en plek 7 van team Elfje vermelden maar niets over de 4de (!) plaats van team An... #disappo...",2016-01-24T11:15:16.000Z,691217698697658368,691217698697658368,nl,#disappointed,"[{'type': 'retweeted', 'id': '691215378777837569'}]",,
everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,33467045,"Shame on you @someuser ,  crash en plek 7 van team Elfje vermelden maar niets over de 4de (!) plaats van team An... #disappointed",2016-01-24T11:06:03.000Z,691215378777837569,691215378777837569,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",TweetDeck,64416152,Oh wat is tie mooi! Bijna net zo mooi als One Night Stand van Janis j. #disappointed @someuser #1n8stenders,2016-01-22T22:46:03.000Z,690666764921901056,690666764921901056,nl,#disappointed,,,
everyone,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,3568481836,RT @someuser Mijn moeder heeft een groepschat op WhatsApp met maar 1 andere persoon! | #Effectief #Disappointed,2016-01-21T20:09:37.000Z,690265011399294981,690265011399294981,nl,#disappointed,"[{'type': 'retweeted', 'id': '690219911851941889'}]",,
everyone,"{'retweet_count': 10, 'reply_count': 29, 'like_count': 237, 'quote_count': 0}",Twitter for Android,339822718,Mijn moeder heeft een groepschat op WhatsApp met maar 1 andere persoon! | #Effectief #Disappointed,2016-01-21T17:10:25.000Z,690219911851941889,690219911851941889,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,34585844,@someuser Thanks!! #disappointed van #electronic al lang niet meer gehoord! 😃👍,2016-01-20T06:37:16.000Z,689698186399735808,689698186399735808,nl,#disappointed,,24234149,{'place_id': 'c7ef431a7bd5f720'}
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,487846710,"@someuser Is er al een datum bekend voor Triiing voor Windows Phone? Ooit werd gezegd in de zomer van 2015, denk ik... #disappointed",2016-01-18T13:43:36.000Z,689080702290268164,689080702290268164,nl,#disappointed,,5533942,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,92348985,Volgens mij geeft Autobrite reviewers een leuk cadeautje #disappointed,2016-01-16T11:46:23.000Z,688326427121455104,688326427121455104,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for BlackBerry®,4802312427,Vot tog ek kani glo jy doen dit nie! #disappointed,2016-01-15T00:49:56.000Z,687798840594960385,687798840594960385,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2320617449,@someuser omfg duhh die kan niet oranje zijn he das enkel voor vrouwelijke #paratekennis #disappointed,2016-01-13T16:13:25.000Z,687306463417597952,687273059884072961,nl,#disappointed,"[{'type': 'replied_to', 'id': '687304791077351424'}]",2315708955,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,255089490,Ik geloof niets meer van u vuile leugenaar #disappointed,2016-01-11T20:36:02.000Z,686647779523997696,686647779523997696,nl,#disappointed,,,
everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter Web Client,4724186782,Verkeerde informatie krijgen bij het afsluiten van een #Telenetabonnement. Thanks @someuser for the help! #disappointed #Telenet,2016-01-06T11:31:48.000Z,684698878843686912,684698878843686912,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,436939667,Nieuw bestelsysteem bij @someuser in Diest maar #failure bij levering aan tafel. Modern lijken is niet voldoende. #disappointed #worktodo,2016-01-02T14:12:02.000Z,683289652611170305,683289652611170305,nl,#disappointed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,151000889,@someuser Saaie trui! #disappointed,2015-12-30T21:06:53.000Z,682306889074524163,682302588440723456,nl,#disappointed,"[{'type': 'replied_to', 'id': '682302588440723456'}]",9130642,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,157274376,"#MadMen afgekeken. Manman, in het laatste seizoen gebeurt echt helemaal niks tot aan de eennalaatste aflevering #langezit #disappointed",2015-12-28T07:23:11.000Z,681374820651692033,681374820651692033,nl,#disappointed,,,
